жозеф	joseph
избегать	eviter
избегать	évitez
магистр	magister
магистр	ordonnateur
окружности	cercles
окружности	circonférence
соединяет	relie
соединяет	connecte
пригороде	faubourg
пригороде	banlieue
пригороде	faubourgs
пригороде	banlieue
пригороде	banlieues
празднование	fêter
празднование	célébrer
празднование	célébration
празднование	célébrant
празднование	festivités
празднование	célébrations
празднование	commémoration
празднование	célébrations
празднование	célébration
туркменистана	turkmène
туркменистана	turkmènes
спорных	litigieuses
спорных	contesté
спорных	disputées
спорных	contestées
спорных	contestée
спорных	controverse
спорных	controversée
спорных	polémique
спорных	controversé
римлян	romans
римлян	romains
длинная	longues
длинная	longs
длинная	longue
длинная	longtemps
длинная	long
дождь	pleut
дождь	pluies
дождь	rain
дождь	pluie
рено	renaud
рено	reno
рено	renault
мкф	icf
уменьшается	baisses
уменьшается	diminue
уменьшается	décroissant
уменьшается	diminuer
уменьшается	décroissante
продать	vends
продать	vendre
колесо	roue
колесо	roues
коренные	indigènes
коренные	indigène
коренные	autochtone
федеральное	fédéral
федеральное	fédérale
федеральное	fédéraux
федеральное	fédérales
заготовки	moisson
заготовки	récolte
клиент	client
клиент	client
таллин	tallinn
прибыла	arrivés
прибыла	arrivé
быков	taureaux
быков	bulls
сохранять	conserver
сохранять	préserver
сохранять	économiser
сохранять	enregistrer
сохранять	sauvegarder
сохранять	sauver
коллективов	collectifs
ударных	percussions
ударных	percussion
лингвист	linguiste
шум	bruits
шум	bruit
сталь	acier
говард	howard
скот	scott
скот	cheptel
скот	elevage
скот	bétail
скот	bovins
скот	bétail
выделил	soulignés
выделил	souligné
кусок	piece
кусок	morceau
органических	bio
органических	biologiques
органических	biologique
органических	organiques
органических	organique
серп	faucille
кальция	calcium
робот	robots
робот	robot
робот	robotique
ева	eva
ева	ève
ева	éva
ева	ève
ева	eve
паркер	parker
бурбон	bourbon
вызова	invocation
вызова	invoquer
вызова	convoquer
филиппины	philippines
филиппины	philippins
восстановлено	restaurée
восстановлено	restaurés
восстановлено	rétabli
восстановлено	restauré
заболевание	maladie
заболевание	maladie
заболевание	maladies
ствол	canon
ствол	tonneau
ствол	baril
ствол	fusil
ствол	pistolet
ствол	arme
ствол	revolver
шер	cher
справедливо	équitablement
справедливо	foire
справедливо	justes
справедливо	équitable
справедливо	équitables
тренеров	autocars
тренеров	entraîneurs
тренеров	coachs
мирза	mirza
запрещены	interdits
запрещены	interdite
запрещены	interdit
запрещены	bannis
запрещены	bannie
братства	confrérie
братства	fraternité
разрушена	ruinés
разрушена	gâché
разрушена	ruiné
цифра	chiffre
цифра	chiffre
цифра	figure
отражения	réflexions
отражения	reflets
неясно	imprécis
кэти	kathy
кэти	cathy
кэти	katy
кэти	katie
либертадорес	libertadores
сосудов	récipients
водителя	pilote
водителя	conducteur
лиссабон	lisbonne
металлургии	métallurgie
серого	gray
серого	gris
серого	grise
высадки	débarquement
осуществление	implémentation
творческих	créatifs
творческих	créative
творческих	créatif
джорджия	géorgie
джорджия	georgie
спектра	spectre
норт	nord
домохозяйства	ménages
домохозяйства	ménages
домохозяйства	ménage
побег	échapper
побег	échapper
побег	fuite
побег	évasion
побег	escape
визита	visite
визита	visitez
визита	visiter
ввод	dactylographie
ввод	taper
ввод	entrer
ввод	entrez
ввод	saisir
ввод	saisissez
атомов	atomes
измерений	mesures
документация	documentation
бордо	bordeaux
спора	contestation
спора	litige
спора	conflit
спора	dispute
производительность	performance
производительность	performances
производительность	rendement
производительность	productivité
верди	verdi
заняты	occupé
заняты	occupés
заняты	occupée
существенные	substantielle
существенные	substantiel
существенные	significative
существенные	significatif
существенные	significatifs
регент	régent
двигаться	déménagement
двигаться	bouger
двигаться	déménager
двигаться	déplacer
двигаться	déménagement
двигаться	bouger
двигаться	déménager
лена	lena
уважение	respect
уважение	respecter
уважение	respecte
эскадрилья	escadrille
эскадрилья	escadre
эскадрилья	escadron
эскадрилья	escadrons
подтверждаю	confirmé
подтверждаю	confirmées
подтверждаю	confirmés
подтверждаю	confirmée
капитаны	capitaines
воздушная	antenne
воздушная	aérien
воздушная	aérienne
самоубийство	suicide
самоубийство	suicides
давыдов	davydov
томпсон	thompson
определены	définie
определены	définis
определены	définies
определены	défini
определены	déterminées
определены	déterminée
определены	déterminés
определены	déterminé
голландский	hollandaise
голландский	néerlandaise
голландский	néerlandais
голландский	hollandais
захаров	zakharov
снаряда	projectile
мемуары	mémoires
мемуары	mémoires
блокады	blocus
подземный	underground
подземный	souterraine
подземный	souterrain
подземный	souterrains
живые	vivante
живые	vivants
живые	vivant
живые	vivre
живые	animé
живые	vivante
живые	vivants
живые	vivant
живые	vivantes
живые	alive
фбр	fbi
винсент	vincent
варвара	varvara
мар	mar
обитатели	habitants
рикардо	ricardo
противостоять	confronter
противостоять	opposer
ходил	marchaient
змей	serpents
змей	vipère
змей	snake
змей	serpent
змей	serpent
змей	serpents
авария	accident
авария	plantage
авария	accident
авария	crash
авария	krach
вождь	chef
присоединяется	rejoint
миграции	émigration
миграции	migration
миграции	migrations
предприниматели	entrepreneurs
квартале	quart
квартале	trimestre
включено	incluses
включено	inclus
включено	incluse
включено	compris
включено	activées
включено	activés
включено	activée
включено	activé
костюмы	déguisements
костюмы	costumes
костюмы	costumes
костюмы	combinaisons
бан	ban
бан	bannir
бан	bannissement
бан	interdiction
бан	interdire
бан	brioche
бан	bun
бан	chignon
повстанцы	insurgés
повстанцы	rebelles
ромео	roméo
ромео	romeo
доводы	argumentation
доводы	arguments
удэ	ude
бронза	bronze
невозможности	impossibilité
редактировать	modifier
редактировать	édition
редактировать	éditer
шаги	marches
шаги	étapes
вставить	insert
вставить	insérer
вставить	insertion
вставить	insérez
вставить	coller
вставить	colle
вставить	pâte
квартет	quartet
квартет	quatuor
вину	culpabilité
алжира	algérienne
алжира	algérien
алжира	algériens
алжира	algérie
филип	philippe
филип	philip
филип	filip
николя	nicolas
николя	nicola
квалификация	qualifications
квалификация	qualifiée
квалификация	qualification
квалификация	qualifier
квалификация	qualifications
квалификация	qualifications
квалификация	qualification
сантос	santos
организаторы	organisateurs
организаторы	organisateurs
организаторы	hôtes
переводить	traduire
переводить	traduit
интеллигенции	intelligentsia
грамотности	littératie
грамотности	alphabétisation
коллегами	collègues
коллегами	collaborateurs
коллегами	collègues
свод	redd
походы	camping
походы	randonnée
походы	faune
походы	randonnées
моряков	marins
моряков	matelots
моряков	marins
моряков	marins
потеря	perdant
потеря	perdre
потеря	perte
потеря	pertes
профессионально	professionnellement
кентукки	kentucky
получен	reçu
получен	reçues
получен	reçus
получен	reçue
французское	francais
французское	française
французское	français
французское	françaises
имеющихся	dispo
имеющихся	disponible
имеющихся	disponibles
секрет	secrets
секрет	secret
секрет	secrète
электрические	électrique
электрические	electrique
иерархии	hiérarchie
иерархии	hiérarchies
камеру	appareil
камеру	caméra
сопровождал	accompagné
сопровождал	accompagnée
сопровождал	accompagnées
сопровождал	accompagnés
этнических	ethnique
этнических	ethniques
зимы	hivers
зимы	winters
гомель	gomel
чужой	étranger
чужой	alien
чужой	extraterrestre
чужой	étranger
чужой	etranger
излучение	rayonnement
излучение	radiations
излучение	rayonnements
принести	amener
принести	apporte
принести	amenez
принести	apportez
принести	apporter
методика	méthodologie
методика	méthode
семян	graine
семян	semences
семян	seed
семян	graines
семян	semence
прекращено	terminée
прекращено	résilié
прекращено	arrêté
прекращено	interrompu
электрический	électrique
электрический	electrique
электрический	électrique
электрический	electrique
комплект	définir
комплект	kits
комплект	trousse
комплект	kit
чэнь	chen
лоуренс	laurence
лоуренс	laurent
лоуренс	laurent
лоуренс	lawrence
полицейские	flics
полицейские	policiers
полицейские	policière
полицейские	policiers
полицейские	police
полицейские	policier
бутана	bhoutanais
утвержден	approuvé
утвержден	approuvée
утвержден	approuvés
утвержден	agréée
утвержден	approuvées
утвержден	agréé
префектуре	préfecture
сухопутные	terrestre
сухопутные	terrestres
собственная	propres
собственная	propre
собственная	posséder
богиня	déesses
богиня	déesse
проход	allée
проход	passage
рид	reid
рид	roseaux
рид	reed
аппараты	machines
созыв	convocation
созыв	convoquer
мэттью	mathew
мэттью	matthew
мэттью	mathieu
мэттью	matthieu
медицинское	médicaux
медицинское	médicale
медицинское	médical
замки	châteaux
замки	écluses
замки	serrures
замки	cadenas
замки	serrure
эрнест	ernest
уверены	confiant
уверены	confiants
уверены	confiante
треугольник	triangulaire
треугольник	triangle
треугольник	triangles
дональд	donald
автоматического	automatiques
автоматического	automatisé
автоматического	automatique
мыши	souris
мыши	souris
лагерей	camps
лагерей	campements
реабилитации	désintoxication
реабилитации	réadaptation
реабилитации	réhabilitation
реабилитации	rééducation
реабилитации	réinsertion
симона	simone
симона	simona
рик	rick
рик	ric
оригинальная	originale
оригинальная	original
оригинальная	originaux
богатый	riches
богатый	rich
богатый	riche
богатый	riches
богатый	riche
грэм	graeme
грэм	graham
необходимое	nécessaires
необходимое	nécessaire
призыв	pourvoi
призыв	appel
чехов	tchekhov
чехов	chekov
ибрагим	ibrahim
протокола	protocole
протокола	protocol
толедо	tolède
толедо	toledo
канадская	canadiens
канадская	canadienne
канадская	canadien
послов	ambassadeurs
ходит	promenades
ходит	balades
моисей	moïse
моисей	moses
моисей	musa
предки	ancêtres
дайте	donner
дайте	donne
дайте	donnez
записано	enregistrées
записано	enregistrée
записано	enregistrés
записано	enregistré
теоретические	théoriques
теоретические	théorique
корень	root
корень	racines
корень	racine
невский	nevsky
черный	noire
черный	black
черный	noires
черный	noir
черный	noirs
коллегой	contrepartie
аполлон	apollo
аполлон	apollon
кении	kenya
иностранный	étranger
иностранный	etranger
иностранный	étrangère
иностранный	étrangères
шансы	chances
шансы	probabilités
шансы	chances
шансы	cotes
раса	course
раса	race
точные	précises
точные	précis
точные	précise
точные	exacte
точные	précises
точные	précis
обещал	promise
обещал	promises
обещал	promis
ближнем	middle
ближнем	milieu
бондаренко	bondarenko
решительно	fortement
решительно	résolument
непрерывно	continuellement
непрерывно	continue
непрерывно	ininterrompu
непрерывно	continu
непрерывно	continus
прованс	provence
определять	déterminer
определять	détermine
низами	nizami
опасных	dangereux
опасных	dangereuse
опасных	dangereuses
опасных	dangereux
опасных	dangereuses
опасных	dangereuse
недопустимо	intolérable
недопустимо	inacceptable
недопустимо	inadmissible
недопустимо	inacceptables
недопустимо	irrecevabilité
недопустимо	irrecevables
недопустимо	inadmissible
недопустимо	irrecevable
филиппин	philippines
филиппин	philippins
филиппин	philippin
филиппин	philippins
филиппин	philippine
филиппин	philippines
предпринимателей	entrepreneurs
пятое	cinquième
подозрения	soupçon
подозрения	soupçons
подозрения	suspicion
подозрения	soupçons
подозрения	suspicions
шеф	chef
шеф	cuisinier
шеф	chef
исчезает	disparaît
исчезает	disparait
исчезает	disparaître
исчезает	disparition
фестивалей	festivals
фестивалей	fêtes
физически	physiquement
инди	indie
инди	indy
пособия	manuels
пособия	indemnités
пособия	quotas
пособия	allocations
пособия	avantages
пособия	bénéfices
пособия	prestations
сайга	saiga
покрытием	enduit
покрытием	recouvert
покрытием	enrobé
покрытием	revêtus
покрытием	couché
активисты	militants
активисты	activistes
ничто	rien
егоров	egorov
новость	nouveautés
новость	actualité
новость	nouvelles
новость	actualités
новость	récit
вводит	introduit
петрограде	petrograd
чешской	tchèque
чешской	tchèques
идеология	idéologie
идеология	idéologique
идеология	idéologies
идеология	idéologies
двина	dvina
вилла	villa
нейтральной	neutre
нейтральной	neutres
нейтральной	neutralité
тень	shadow
тень	ombre
тень	ombres
тень	ombre
тень	ombrage
тень	abat
тень	teinte
лауреатов	lauréats
предоставление	octroi
предоставление	accordant
предоставление	octroyer
рассуждения	raisonnement
рассуждения	raisonnements
терминал	terminal
терминал	terminaux
упор	emphase
племен	tribus
племен	tribaux
племен	tribales
племен	tribal
племен	tribale
массово	massivement
активистов	militants
активистов	activistes
иртыш	irtych
консоли	pupitre
консоли	consoles
консоли	console
бин	bin
бин	poubelle
бин	bean
бин	haricot
бин	haricots
тепла	chaleur
тепла	thermique
тепла	chauffer
тепла	chaleur
традиционная	traditionnelles
традиционная	traditionnel
традиционная	traditionnelle
традиционная	traditionnels
купол	dôme
купол	coupole
купол	dome
миссисипи	mississippi
конкуренции	compétition
конкуренции	concurrence
конкуренции	concours
бернард	bernard
симферополь	simferopol
смита	smith
смита	forgeron
маска	masques
маска	masquer
маска	masque
дели	delhi
обширные	extensive
увеличивает	hausses
увеличивает	augmentations
увеличивает	augmente
киров	kirov
ионов	ions
референдум	referendum
референдум	référendum
пейзаж	paysager
пейзаж	paysage
пейзаж	paysages
задних	arrière
задних	arriere
задних	arrières
принимая	prendre
принимая	prenant
платить	payant
платить	payer
платить	paye
платить	payez
платить	payer
платить	paie
враги	ennemies
враги	ennemis
враги	ennemie
враги	ennemi
враги	ennemies
враги	ennemis
мексиканский	mexicaines
мексиканский	mexicaine
мексиканский	mexicains
мексиканский	mexicain
