جودو	џудо
گنجه	плакар
گنجه	орман
هک	хакирање
گوتینگن	гетингенски
تجهیز	мобилизирање
تجهیز	мобилизираат
نیکولای	николај
نیکولای	николај
گیج	гиг
گیج	збунети
گیج	збунета
گیج	збунет
گیج	збунето
کال	кал
گلدار	цветањето
گلدار	цветаат
ناتالی	натали
ناتالی	натали
رویا	сон
رویا	dream
واکنشی	реагирање
واکنشی	реакција
میلتون	милтон
عود	темјан
کارآگاه	детектив
کارآگاه	детективот
مرجانی	корал
افتتاحیه	премиера
افتتاحیه	инаугурацијата
افتتاحیه	отворање
افتتاحیه	отварање
نیترات	нитрат
کالینز	колинс
تجار	трговци
گابن	габон
دوپینگ	допинг
جدای	џедај
جدای	џедаи
جیل	џил
ضمنی	имплицитната
مزه	вкус
مزه	вкусови
مزه	пробал
مزه	вкус
بلاک	блокирај
بلاک	блок
بیستمین	дваесетина
بیستمین	twentieth
اتیل	етил
مائو	мао
منیزیم	магнезиум
کراس	крос
کراس	крстот
کراس	крст
مقوله	категорија
لیما	лима
مینیرو	минеиро
فامیل	семејство
فامیل	фамилијарно
فامیل	фамилијарна
فامیل	фамилија
ستم	неправда
ستم	неправдата
خوآن	хуан
مرخصی	одмор
ناظم	назим
ماکسول	максвел
برونئی	брунеј
طارق	тарик
سرخرگ	артерија
سرخرگ	артеријата
باغبانی	градинарство
انطباق	случајност
انطباق	коинциденција
انطباق	совпаѓање
حوصله	расположение
حوصله	расположени
مستعد	подложна
مستعد	подложни
مستعد	склон
مستعد	склона
مستعد	склони
مستعد	подложна
همون	истите
همون	истото
همون	исто
همون	исти
همون	ист
همون	иста
شار	shar
شار	флукс
جوئل	џоел
قبولی	прифаќање
گهواره	лулка
پینگ	пинг
بریتنی	британи
ساختمانهای	градби
ساختمانهای	згради
آفت	штетници
توانا	способно
توانا	способен
توانا	способни
توانا	способна
توانا	моќен
توانا	моќна
توانا	моќно
توانا	моќни
توانا	способна
توانا	семоќниот
توانا	семоќен
توانا	надлежните
توانا	надлежни
توانا	компетентен
توانا	надлежен
آخرالزمان	суден
آخرالزمان	апокалипсата
آخرالزمان	апокалипса
سپاسگزارم	благодарна
سپاسگزارم	благодарни
سپاسگزارم	благодарен
مادران	мајките
مادران	мајки
گواه	сведок
باتلر	батлер
معاش	егзистенција
معاش	егзистенцијата
آوایی	фонетски
سوختن	изгореница
سوختن	гори
سوختن	изгори
سوختن	изгорени
سوختن	гори
سوختن	снимање
سوختن	горење
معترض	критичари
معترض	критичар
سامرست	сомерсет
نمایه	профил
نمایه	профилот
نمایه	индекс
فنجان	чашка
فنجان	куп
فنجان	шолја
فنجان	пехар
عالیه	лудница
عالیه	супер
عالیه	одлична
عالیه	одлично
عالیه	супер
هابل	хабл
روکش	ќебе
ژولیوس	џулиус
ژولیوس	јулие
تریاک	опиум
کاونتری	ковентри
استیت	состојба
استیت	држава
بیوک	бјуик
فتوحات	освојувања
همسایگان	комшии
همسایگان	соседите
همسایگان	соседи
همسایگان	комшиите
همسایگان	соседи
برخورداری	уживање
تامس	томас
تامس	тома
تامس	thomas
آندرس	андрес
آندرس	андрес
آندرس	андерс
بندیکت	бенедикт
غلاف	кориците
پیوستگی	континуитет
پیوستگی	сродност
دکستر	декстер
استوانه	цилиндар
سافت	меко
سافت	меки
سافت	soft
سافت	мека
لغوی	лексичка
آلبیون	албион
ولد	влад
مدلهای	модели
مدلهای	манекенки
فارو	фарски
لوور	лувр
مجرم	злосторник
مجرم	кривично
مجرم	кривични
مجرم	кривична
مجرم	криминално
مجرم	крив
مجرم	виновни
مجرم	виновно
مجرم	виновна
مجرم	виновен
دربرگیرنده	inclusive
مست	пијана
مست	пијани
مست	пијаница
مست	пијан
سهل	тривијално
درو	привлече
درو	дру
فیسبوک	facebook
فیسبوک	фејсбук
مشارکتی	колаборативен
برادری	братство
الا	ела
الا	ала
الا	ala
شرلی	ширли
فریزر	фрејзер
داگ	даг
قلیایی	кисела
قلیایی	метали
تاک	так
تاک	так
میهمان	гостинка
میهمان	гостински
میهمان	гостин
میهمان	гости
روسو	росо
روسو	русо
روسو	руско
روسو	русо
بیسائو	бисао
مالکوم	малколм
عدل	правдата
عدل	правдина
عدل	правда
والا	високиот
والا	висок
والا	висока
والا	хај
والا	високо
والا	high
والا	вала
والا	возвишено
ارجمند	чесен
ارجمند	чесни
جدیدتر	понови
جدیدتر	понова
تندی	тенди
مشعل	факел
توسل	жалба
توسل	апел
قفقازی	белец
آسایش	комфорт
آسایش	комфор
آسایش	утеха
آسایش	удобност
رویای	сон
رویای	dream
مارین	марин
مارین	маринец
بشار	башар
کمانچه	кондиција
سواران	јавачи
سواران	коњаница
سواران	коњаницата
استرلینگ	стерлинг
استرلینگ	првокласен
استرلینگ	стирлинг
استقامت	отпорност
استقامت	издржливост
استقامت	трпелив
استقامت	пациентка
استقامت	пациент
تشبیه	сличноста
تشبیه	сличност
تشبیه	метафора
تشبیه	метафорично
تشبیه	метафорички
تشبیه	метафоричен
کاست	каста
کاست	касета
جکی	џеки
کتابها	книги
دهانی	орален
دهانی	орална
خاله	стрина
خاله	тетка
خاله	тета
خاله	вујна
نینا	nina
نینا	нина
آذرخش	болт
آذرخش	гром
آذرخش	молња
آذرخش	гром
تجسم	визуелизација
لوین	левин
کوارک	кварк
تجارب	искуства
ترینیتی	тринити
فتنه	прогонување
فتنه	прогон
فتنه	искушението
فتنه	искушенија
فتنه	искушение
مدونا	мадона
وودی	вуди
کثیف	гнасни
کثیف	валкан
کثیف	нечиста
کثیف	валкан
کثیف	валкани
کثیف	нечист
کثیف	валкана
سرآغاز	пролог
مسجدی	џамија
استانداردها	стандарди
آفرین	браво
آفرین	bravo
متروپولیتن	митрополит
متروپولیتن	митрополитот
سالوادور	салвадор
جدال	контроверзност
جدال	контроверзија
جدال	контроверзии
جدال	оспори
جدال	спор
دکترین	доктрина
طبقاتی	клас
طبقاتی	класа
اشلی	ешли
کشمکش	борат
کشمکش	борба
کشمکش	конфликт
مشروعیت	легитимитетот
مشروعیت	легитимитет
جابز	задачи
نورپردازی	осветлување
واحدها	единици
تامپسون	томсон
تامپسون	томпсон
مشتاق	желна
مشتاق	желни
مشتاق	желен
مشتاق	ентузијаст
مشتاق	ентузијасти
مشتاق	ентузијастички
نیوتون	њутон
نیوتون	њутн
یکپارچگی	интеграција
تخلص	псевдоним
دیگ	трева
دیگ	лонец
دیگ	тенџере
دیگ	тенџериња
نمکی	солт
نمکی	солта
نمکی	сол
همبند	сврзно
جریانی	тек
جریانی	поток
جریانی	проток
جریانی	stream
فوربز	форбс
مهلت	одлагање
درمانگاه	клиника
درمانگاه	clinic
درمانگاه	амбуланта
سرامیک	керамика
سرامیک	керамички
سرامیک	керамика
قانونگذاری	законодавната
قانونگذاری	законодавна
قانونگذاری	законодавен
قانونگذاری	законодавни
قانونگذاری	легислатива
قانونگذاری	легислативата
قانونگذاری	законодавство
کرالا	керала
زیرزمین	подземјето
زیرزمین	подземје
زیرزمین	подземен
زیرزمین	подрум
زیرزمین	подрумот
نگهبانان	чувари
نگهبانان	стражари
نگهبانان	чувари
عقرب	скорпија
رایس	ориз
رایس	рајс
رایس	реис
ولگا	волга
دمکرات	демократ
آمارهای	статистика
ملزم	обврзана
ملزم	обврзан
بیندازید	гипс
تریسی	трејси
لمور	лемур
بون	бон
بون	бун
سوزنی	акупунктура
تسلیت	сочуство
تسلیت	сочувство
تسلیت	утеха
مجارستانی	унгарскиот
مجارستانی	унгарски
مجارستانی	унгарска
طاعون	чума
دعوا	борбите
دعوا	борба
مرموز	мистичен
جولیان	џулиан
جولیان	џулијан
متا	мета
متا	мете
اسپرینگز	спрингс
نوارهای	касети
نوارهای	ленти
