магнус	magnuss
комикси	komiksus
събрания	sanāksmju
събрания	sanāksmes
събрания	tikšanās
събрания	sanāksmēs
събрания	sēdes
събрания	kompleksi
истинско	reāli
истинско	īstais
истинско	īsta
истинско	reālā
истинско	reālās
истинско	īstas
въведено	ieviesa
въведено	ieviests
въведено	ieviestie
разходка	ejot
разходка	staigā
разходка	staigāt
разходка	iet
разходка	pastaiga
разходка	staigā
установен	izveidots
ферма	saimniecība
ферма	audzētava
ферма	ferma
ферма	saimniecības
троя	trojas
благородник	cēli
перес	peres
перес	peresa
укрепване	stiprināt
укрепване	nostiprināt
укрепване	nostiprināšana
укрепване	stiprināšana
укрепване	stiprināšanai
укрепване	pastiprināšanu
укрепване	pastiprināšana
таен	secret
таен	slepeni
таен	slepens
таен	noslēpums
спин	palīglīdzekļi
спин	aids
спин	atbalsti
окръжност	loks
окръжност	apļa
окръжност	aplis
частица	daļiņa
китаристи	guitarists
теза	disertāciju
олимп	olimps
гробището	kapi
гробището	kapsētu
хотели	viesnīcas
хотели	viesnīcās
хотели	viesnīcu
хотели	viesnīcām
пистолет	pistole
пистолет	ierocis
пистолет	ieroci
арест	arests
арест	apcietināšanas
ресурс	resursi
ресурс	resursa
ресурс	resurss
ресурс	resursu
пир	mielastu
реалността	realitāte
реалността	īstenība
преценка	spriedums
преценка	vērtējums
преценка	novērtējums
преценка	novērtēšana
преценка	izvērtējums
преценка	sprieduma
преценка	spriedums
преценка	spriedumu
оформление	izvietojums
оформление	izkārtojums
пода	stāvs
пода	grīdas
пода	grīda
фараон	faraons
легиона	leģiona
линда	linda
изключителен	izcils
изключителен	izcili
изключителен	ārkārtējs
изключителен	izņēmuma
изключителен	ārkārtas
демонстрация	demonstrācija
демонстрация	demonstrēšana
демонстрация	demonstrējumu
шарлот	šarlote
анимация	animācijas
анимация	animācija
анимация	multfilmas
избити	nokauti
избити	nokauts
шалке	schalke
маркиз	marquis
църковните	garīdzniecības
внос	imports
внос	importēt
внос	importē
внос	importēts
внос	importē
внос	importētas
внос	ievešana
внос	imports
внос	imports
регионите	reģioni
централни	centrālā
централни	centrālais
централни	centrālās
куб	kubs
куб	kuba
вината	vainu
автомобилна	automobiļu
невски	ņevskis
дебела	biezs
дебела	biezas
дебела	bieza
дебела	biezi
дебела	tauki
дебела	tauku
дебела	taukiem
моряци	jūrnieki
моряци	jūrnieki
месечна	ikmēneša
месечна	mēneša
покер	pokera
отзад	aizmugure
отзад	aizmugures
отзад	aizmugurē
отзад	aizmugurējā
мит	mit
мит	mītu
мит	mīts
хубава	diezgan
хубава	smuka
хубава	skaistas
хубава	patīkami
хубава	smuka
хубава	jauki
хубава	jauka
хубава	nice
съставки	sastāvdaļām
съставки	sastāvdaļas
робинсън	robinsons
убеждения	pārliecību
убеждения	uzskati
урал	urālu
урал	urālos
хъдсън	hadsona
кент	kents
ценен	vērtīga
ценен	vērtīgs
ценен	vērtīgu
ценен	vērtīgi
правен	likumīgi
правен	juridiskais
дискриминация	diskriminācijas
дискриминация	diskriminācija
занаяти	amatniecības
монца	moncas
драмата	drāma
харт	hart
иглолистни	skujkoku
индивид	individuāla
индивид	individuālā
индивид	individuāli
позволено	atļauti
позволено	atļauta
позволено	atļauts
позволено	atļautas
позволено	atļautais
позволено	atļauta
позволено	atļauts
позволено	atļautas
работен	darbs
работен	strādāt
работен	darba
работен	strādājam
работен	strādā
филипс	philips
филипс	filipss
тъмен	tumša
тъмен	tumši
тъмен	tumšs
антигуа	antigvas
прозорци	windows
прозорци	logus
прозорци	logi
полицай	cop
полицай	policists
полицай	amatpersona
полицай	virsnieks
полицай	virsnieka
полицай	policists
бисмарк	bismarck
бомбардировки	bombardēšanas
бомбардировки	bombardēšanas
мекотели	gliemju
мекотели	gliemji
сант	sant
одобрен	apstiprināts
одобрен	apstiprināta
одобрен	apstiprinātas
одобрен	apstiprināti
одобрен	apstiprinātais
монархията	monarhija
упражнения	vingrinājumi
упражнения	vingrinājumi
майот	majotas
свине	cūkām
свине	cūkas
свине	cūkas
свине	cūku
свине	cūkas
свине	cūku
цивилизации	civilizācijas
цивилизации	civilizāciju
алонсо	alonso
алонсо	alonzo
худ	pārsegs
отстъпление	atkāpties
изправен	vertikāli
изправен	stāvus
монтаж	uzstādīšana
монтаж	instalācija
монтаж	iekārta
монтаж	montāžā
монтаж	montāža
монтаж	uzstādīšana
монтаж	rediģēšanas
мастърс	kapteiņi
мастърс	masters
мастърс	saimnieki
плати	maksāt
плати	atalgojums
плати	maksā
плати	samaksa
плати	samaksāt
квадрат	kvadrātveida
квадрат	laukumā
фернандес	fernandes
ауди	audi
популации	populācijas
доминик	dominiks
доминик	dominique
хорхе	jorge
субект	subjekts
субект	temats
субект	objekts
субект	tēma
повлияни	ietekmēts
повлияни	ietekmējis
монарх	monarhs
нападнат	uzbruka
собствениците	īpašnieki
гласна	patskanis
обитатели	iedzīvotāji
обитатели	rezidenti
обитатели	iedzīvotāji
хермес	hermes
труден	grūta
труден	grūti
труден	grūta
труден	sarežģīta
труден	apgrūtināta
труден	sarežģīti
хиляда	tūkstoš
хиляда	tūkstoši
хиляда	tūkstotis
преобразуване	pārveidot
преобразуване	pārvērst
преобразуване	pārveidošana
преобразуване	pārvēršana
преобразуване	konversija
преобразуване	konvertēšana
преобразуване	transformācija
преобразуване	pārveidošanās
преобразуване	pārveidošana
преобразуване	transformācijas
преобразуване	pārveide
преобразуване	pārveidot
телефони	tālruņi
телефони	telefoni
телефони	tālruņi
телефони	telefoni
корема	vēdera
корема	vēders
подкрепления	papildspēkus
следващо	next
следващо	nākamais
следващо	nākamā
следващо	nākamo
следващо	nākošais
уан	vana
витгенщайн	vitgenšteins
вдигане	celšanas
вдигане	pacelšanas
вдигане	celšana
вдигане	pacelšana
предварителен	iepriekšēja
хюго	igo
хюго	hugo
розово	rozā
федерико	federiko
изработена	izstrādātu
каспийско	kaspijas
месина	mesīna
ерата	laikmets
ерата	ēra
ерата	era
албърт	alberts
албърт	albert
партизаните	partizāniem
камерата	fotoaparāta
камерата	kamera
камерата	fotoaparātu
камерата	kameru
изненада	pārsteigums
изненада	pārsteigt
жул	žils
елени	briedis
елени	ziemeļbriežu
хипотези	hipotēzes
хипотези	pieņēmumi
хипотези	hipotēzi
хипотези	hipotēze
норман	norman
салерно	salerno
бордо	bordo
лиляна	liliana
концертите	koncerti
фейсбук	facebook
грижа	kopšana
грижа	aprūpe
грижа	aprūpi
соколов	sokolovs
никол	nikola
приготвяне	pagatavošana
приготвяне	preparāts
приготвяне	sagatavošana
приготвяне	gatavošanās
приготвяне	sagatavošanās
приготвяне	sagatavošana
отклонение	novirze
братовчедка	brālēns
братовчедка	māsīca
спазване	ievērošanu
спазване	ievērošana
спазване	atbilstība
пазарна	tirgus
пазарна	tirgū
джейми	džeimijs
спомен	atmiņa
спомен	atmiņas
президиума	prezidijs
чаша	stikls
чаша	stikla
чаша	glāze
чаша	stikli
чаша	krūze
чаша	kauss
навара	navarras
костенурка	bruņurupucis
искания	pieprasījumi
искания	lūgumi
динамика	dinamika
динамика	dinamiku
динамика	dinamiskais
динамика	dinamiskā
динамика	dinamika
динамика	dinamiska
динамика	dinamisks
динамика	dinamiski
хедвиг	hedviga
участвала	piedalījās
участвала	piedalījušies
участвала	piedalījusies
участвала	piedalījies
меко	mīksto
меко	mīksti
меко	maiga
меко	mīkstie
меко	mīksta
меко	mīksts
саманта	samanta
победени	pieveica
предположения	pieņēmumi
предположения	minējumi
соня	soņa
дребен	mazas
дребен	mazās
дребен	mazie
дребен	maza
дребен	mazs
изследователите	pētniekiem
изследователите	pētnieki
изгрев	saullēktu
кос	mežastrazds
горан	goran
зло	ļauni
зло	ļaunums
зло	ļaunumu
зло	ļauns
вертикално	vertikāli
вертикално	vertikāls
вертикално	vertikālais
вертикално	vertikāli
вертикално	vertikālas
вертикално	vertikālā
акцент	akcents
акцент	akcentu
акцент	uzsvars
акцент	uzsvaru
наруто	naruto
сделка	darījums
сделка	darījumu
сделка	darījums
вдъхновение	iedvesmu
вдъхновение	iedvesma
рог	rags
рог	ragu
разширена	paplašināta
разширена	paplašinātas
разширена	pagarināts
разширена	paplašināts
разширена	paplašinātā
разширена	vilktas
разширена	paplašināta
разширена	paplašinātas
разширена	paplašināts
разширена	palielināti
разширена	paplašināta
разширена	paplašināts
разширена	paplašinātā
главите	galvas
люис	luiss
люис	lūiss
инициативи	iniciatīvas
инициативи	iniciatīvām
инициативи	ierosmes
концепции	jēdzieni
концепции	koncepcijas
активисти	aktīvistus
активисти	aktīvistiem
активисти	aktīvisti
положителен	pozitīvi
положителен	pozitīvas
положителен	pozitīvā
положителен	pozitīva
положителен	pozitīvais
положителен	pozitīvs
неофициален	neoficiālā
неофициален	neoficiāla
неофициален	neoficiāls
неофициален	neformālās
неофициален	neoficiāls
неофициален	neoficiāli
неофициален	neformāla
неофициален	neformālā
орбитален	orbītas
ханибал	hanibāls
историците	vēsturnieki
руди	rūdas
татари	tatāri
посетителите	apmeklētājiem
посетителите	apmeklētāji
посетителите	ciemiņi
водене	turēšana
национализъм	nacionālisms
стоичков	stoičkovs
капела	capella
капела	kapelā
откритие	atklājums
откритие	atradums
откритие	atklāšana
пакт	pakta
пакт	pakts
специализация	specializācija
специализация	specializācijas
специализация	uzturēšanās
специализация	rezidences
недостатък	trūkums
недостатък	nepietiekamība
недостатък	trūkums
разширяването	paplašināšana
разширяването	paplašināšanās
рани	brūces
рани	brūce
рани	brūces
рани	ievainojumi
вот	balso
вот	balsošana
вот	balsojums
вот	balsot
вот	balsojam
вот	balsis
ислямски	islāma
кандидатурата	piedāvājums
кандидатурата	kandidatūru
алтернативни	alternatīvi
алтернативни	alternatīvais
алтернативни	alternatīva
алтернативни	alternatīvs
падане	krīt
падане	krist
падане	kritiens
падане	kritums
падане	krīt
фактите	fakti
фактите	faktus
привличане	piesaiste
свидетели	liecinieki
свидетели	lieciniekus
свидетели	aculiecinieki
свидетели	liecinieku
свидетели	liecinieks
поръчки	līgumi
поръчки	iepirkumi
поръчки	darīšanas
поръчки	rīkojumi
поръчки	pasūtījumu
поръчки	pavēle
поръчки	pasūtījumi
поръчки	pasūtījumus
йони	džonijs
отменя	anulē
лари	lerijs
терористи	teroristiem
терористи	teroristi
пациентите	pacienti
пациентите	pacientiem
засегнати	ietekmēts
засегнати	skartas
засегнати	ietekmēta
засегнати	ietekmēti
засегнати	skarti
трагедия	traģisks
трагедия	traģiski
трагедия	traģiska
трагедия	traģēdija
съжалявам	piedodiet
съжалявам	žēl
съжалявам	piedod
съжалявам	atvainojiet
фондове	fondi
фондове	fonda
фондове	fonds
кол	coll
кол	kohl
подарък	pašreizējais
подарък	klāt
подарък	tagadni
подарък	dāvanu
подарък	dāvana
участващи	piedalās
електроенергия	elektroenerģija
електроенергия	elektrība
регистрирана	reģistrētie
регистрирана	reģistrēta
регистрирана	reģistrētas
регистрирана	reģistrētā
регистрирана	reģistrēti
регистрирана	reģistrēts
регистрирано	reģistrētie
регистрирано	reģistrēta
регистрирано	reģistrētas
регистрирано	reģistrētā
регистрирано	reģistrēti
регистрирано	reģistrēts
умишлено	apzināti
умишлено	apzināts
умишлено	tīša
умишлено	apzināta
умишлено	apzināti
умишлено	tīši
умишлено	apzināti
клинтън	klintons
намерения	nolūki
намерения	nodomi
намерения	nodoms
намерения	nolūks
намерения	nodoma
намерения	nodomu
намерения	nodoms
намерения	nolūks
рик	riks
модули	moduļi
модули	moduļus
изпълнено	izpildīts
изпълнено	izpildīta
изпълнено	izpildīti
изпълнено	izpildījis
изпълнено	izpildīts
каре	uzvilkts
посреща	apsveic
лигурия	ligūrijas
жестоко	nežēlīgi
жестоко	nežēlīga
гостите	viesi
гостите	viesiem
вируси	vīrusu
вируси	vīrusa
вируси	vīrusam
вируси	vīruss
вируси	vīrusiem
вируси	vīrusi
стенопис	freska
кафяво	brauns
кафяво	brūnais
кафяво	brūna
кафяво	brūns
изолирани	izolēti
изолирани	izolēta
изолирани	izolēta
изолирани	izolētas
изолирани	izolēts
изолирани	izolēti
кант	kants
потъва	grims
потъва	izlietnes
маска	maska
описано	aprakstīts
описано	aprakstītas
описано	aprakstīta
описано	raksturotas
описано	aprakstītais
ядрен	kodolenerģijas
ядрен	kodolenerģija
дора	dora
изразени	izteikts
зрялост	termiņš
зелените	zaļo
зелените	zaļie
гийом	guillaume
пирати	pirāti
сексуално	seksuālās
сексуално	seksuālā
сексуално	seksuāla
сексуално	seksuāli
намерена	atrasta
намерена	atrastas
намерена	atrasts
пеперуда	tauriņu
отделени	nodala
отделени	atdalīta
отделени	atdalītas
отделени	atdalīts
отделени	atsevišķu
отделени	atsevišķs
отделени	atsevišķie
отделени	atsevišķa
отделени	atsevišķi
сектори	sektoriem
сектори	nozares
сектори	sektori
проектирането	projektējot
проектирането	izstrādājot
оцелява	izdzīvos
оцелява	izdzīvo
оцелява	izdzīvot
депортиво	deportivo
веспасиан	vespasiāns
берн	berns
берн	bernes
непознати	svešiniekiem
стандартен	standartam
стандартен	standarta
стандартен	standarts
превъзходство	pārākumu
превъзходство	pārākums
превъзходство	pārākumu
тулуза	tulūzs
съкращение	saīsinājums
съкращение	akronīms
съкращение	atlaišanas
двойни	dubulta
двойни	dubultā
двойни	dubults
двойни	dubultspēles
авив	aviv
водород	ūdeņraža
водород	ūdeņradis
алгоритми	algoritmus
библейски	bībeles
картите	kārtis
картите	kartes
картите	kartītes
картите	kartes
вацлав	václav
вацлав	vaclav
сменен	nomainīts
сменен	aizstāts
активи	aktīvi
активи	aktīvs
активи	aktīva
сек	sek
сек	sec
постановление	dekrētu
постановление	dekrēts
ъгли	stūriem
ъгли	stūri
ъгли	leņķus
ъгли	leņķi
