את	你
העדפות	喜好
הגבעות	丘陵
נלחמים	格鬥
נלחמים	打架
נלחמים	戰鬥
אקשן	動作
אקשן	行動
בריסל	布魯塞爾
אורגניות	有機
אומנים	工匠
אומנים	藝術家
אומנים	藝人
אמיליה	amelia
מרסיי	馬賽
עיבד	轉錄
התסמינים	症狀
מייסון	梅森
מייסון	mason
יקירי	dear
מסיבי	大規模
נדרים	誓言
נדרים	誓言
נדרים	誓詞
ניטור	監測
מכות	毆打
מכות	毆打
מכות	跳動
אדוני	sir
אדוני	先生
הצרכים	需求
הצרכים	需要
אגוז	堅果
אגוז	核桃
אגוז	胡桃
סבתא	祖母
סבתא	阿婆
סבתא	奶奶
סבתא	阿嬤
גלגלי	輪
גלגלי	車輪
טריטוריה	領地
טריטוריה	領土
מיוצרים	製造
רכה	軟軟
רכה	柔軟
רכה	柔和
רכה	軟
אמינו	氨基
אמינו	氨基酸
פקידי	官員
צומח	生長
צומח	成長
אלימים	暴力
תנו	讓
מגבלה	限制
מגבלה	上限
מגבלה	極限
מגבלה	限
מגבלה	限額
מלגה	獎學金
מלגה	獎學金
מצטט	引述
מתנשא	傲慢
בולי	惡霸
בולי	欺負
אנטוני	anthony
גאגא	gaga
הגשרים	橋梁
הגשרים	橋
צבעוניים	有色
צבעוניים	彩色
צבעוניים	色彩繽紛
צבעוניים	有色
פשיטת	突襲
סוללה	電池
סוללה	電量
קונצנזוס	共識
אנכית	垂直
אנכית	縱向
אנכית	垂直
אנכית	縱向
איברהים	ibrahim
טהורה	純潔
טהורה	純純
טהורה	純
טהורה	純粹
פושע	罪犯
חשודים	嫌犯
חשודים	嫌疑犯
חשודים	疑犯
תקיפות	攻擊
תקיפות	襲擊
לווין	衛星
שאריות	殘留物
שאריות	殘餘物
שאריות	殘留
שאריות	殘渣
שאריות	剩菜
פארו	faro
הפשיטה	突襲
מגילות	捲軸
נוסחאות	公式
מפקדה	命令
מפקדה	指揮
מפקדה	總部
עיוור	瞎子
עיוור	盲目
עיוור	盲
עיוור	盲人
עיוור	瞎
עיוור	蒙蔽
הסולם	梯子
הסולם	梯
הסולם	階梯
אינטגרציה	融合
אינטגרציה	整合
הטיה	偏差
הטיה	偏見
הטיה	偏
הטיה	偏向
ניקוז	排水
ביונסה	beyoncé
חוזק	力氣
חוזק	強度
חוזק	實力
חוזק	力量
חוזק	體力
חוזק	強項
חוזק	長處
גנאי	貶損
הדומיניקנית	多明尼加
היהלום	金剛石
היהלום	鑽石
אופטית	光學
דרמטית	戲劇性
חליפת	西裝
חליפת	西服
חליפת	套裝
אברי	avery
בעייה	問題
ביבר	bieber
לרוחב	橫向
לרוחב	側
לרוחב	風景
לרוחב	景觀
רינה	rena
רינה	玲奈
רינה	rina
פרת	牛
פרת	奶牛
פרת	母牛
תפוז	橙
תפוז	橘色
תפוז	橘子
תפוז	橙色
תפוז	橘
תפוז	橙
תפוז	橘子
תהודה	共振
ברנס	barnes
ברנס	燒傷
שלוחה	延伸
שלוחה	擴展
שלוחה	延長
שלוחה	延期
קומוניסטית	共產主義
להעיר	覺醒
צהובה	黃色
צהובה	黃
ביט	bit
אתלט	運動員
מתנדב	志願者
מתנדב	志願者
מתנדב	義工
המגפה	鼠疫
המגפה	瘟疫
שדים	鬼子
חיכוך	摩擦力
חיכוך	磨擦
חיכוך	摩擦
אקוסטית	聲學
המורכבות	複雜
המורכבות	複雜性
קוונטית	量子
זיכיון	專營
זיכיון	特許
כתמים	污點
כתמים	斑點
מפלצת	妖怪
מפלצת	怪獸
מפלצת	怪物
סוכרת	糖尿病
סוכרת	糖尿病
הגיון	感
הגיון	邏輯
הנתיב	路徑
מיץ	汁
מיץ	果汁
קארן	karen
מעודכן	更新
תדר	頻率
ונקובר	溫哥華
כריסטוף	christoph
ביבליוגרפיה	書目
מצחיק	搞笑
מצחיק	好笑
מצחיק	搞笑
לטקס	latex
נוגדנים	抗體
הצטיינות	卓越
מקסימום	最多
מקסימום	max
מקסימום	最大
מקסימום	最大值
מקסימום	最大限度
בשקט	悄悄地
התקנות	安裝
התקנות	條例
התקנות	設施
התקנות	裝置
שאיפה	吸入
שאיפה	吸氣
שאיפה	吸入
שאיפה	抱負
שאיפה	野心
שאיפה	雄心
שאיפה	志向
מורנו	moreno
לווה	借款
לווה	借用
לווה	借
לווה	借貸
לווה	陪同
לווה	護航
לווה	護送
הקפלה	禮拜堂
פאבל	pavel
משי	蠶絲
משי	絲
משי	絲綢
מולקולרית	分子
גיהנום	地獄
פגמים	斷層
פגמים	瑕疵
פגמים	缺點
פגמים	缺陷
פגמים	瑕疵
פגמים	缺陷
תלמה	thelma
מחליפים	替代品
הורדה	下載
הורדה	下載
משקולות	加權
משקולות	重量
רודף	縈繞
הריאה	肺
הריאה	龍
האנה	hannah
האנה	hanna
עיט	鷹
עיט	老鷹
עיט	雕
עיט	鵰
עיט	老鷹
עיט	鷹
בהמה	野獸
בהמה	獸
בהמה	怪獸
בהמה	動物
מטעה	誤導
תשוקה	願望
תשוקה	慾望
תשוקה	慾望
תשוקה	情慾
תשוקה	激情
תשוקה	熱情
תשוקה	激情
מתאם	關聯
מתאם	關聯性
נבי	nabi
קריטי	危急
קריטי	批判
קריטי	臨界
להתרכז	聚焦
להתרכז	重點
להתרכז	專注
להתרכז	焦點
סובלנות	容忍
סובלנות	寬容
בעצמאות	獨立
מדהים	驚人
מדהים	神奇
תכשיטים	珠寶
תכשיטים	珠寶
תכשיטים	首飾
תכשיטים	珠寶
תכשיטים	首飾
פרודיה	嘲諷
פרודיה	模仿
כד	壺
קלאו	犀鳥
קלאו	爪
קלאו	爪子
הפריחה	疹
הפריחה	皮疹
חנקן	氮
פנטום	幻影
כותנה	棉花
כותנה	棉
כותנה	棉質
התחייבות	承諾
מרקם	紋理
בריאה	健康
דנו	dano
גלישה	衝浪
גלישה	衝浪
גלישה	瀏覽
כבידה	地心引力
כבידה	引力
כבידה	重力
מחזורים	週期
מזיקים	有害
מזיקים	害蟲
מזיקים	病蟲害
מזיקים	蟲害
מזיקים	害蟲
מזיקים	蟲害
פלט	輸出
פלט	產出
פשיטות	突襲
גלקסיות	星系
המינימום	最少
המינימום	最小
מלגות	獎學金
חיסון	疫苗
חיסון	疫苗
פורמן	工頭
תרנגול	公雞
תרנגול	雞肉
תרנגול	山雞
תרנגול	雞
איסט	東
איסט	東部
איסט	東方
איסט	東區
גרניט	花崗岩
גולש	衝浪
מתקרב	臨近
מתקרב	接近
גמא	gamma
גמא	伽瑪
לגיטימציה	合法性
שביתה	罷工
מדריכים	教員
מדריכים	指南
מדריכים	嚮導
כיסאות	椅
כיסאות	椅子
אינטראקציה	互動
אינטראקציה	互動
אינטראקציה	相互作用
אינטראקציה	互動
אינטראקציה	相互作用
זקוקה	需求
זקוקה	需要
סדרתי	串列
שהתקבלו	接受
שובל	軌跡
שובל	蹤跡
שובל	小徑
התקוממות	起義
הסגר	封鎖
הסגר	隔離
הסגר	檢疫
שוגר	食糖
שוגר	糖業
שוגר	糖
ויקינתונים	wikidata
הורמון	激素
הורמון	荷爾蒙
מדוייק	精確
מדוייק	準確
מדוייק	精確
לפענח	解碼
עתירה	請願書
עתירה	請願
עתירה	上訪
הקריביים	加勒比
פרבר	郊區
קרייג	craig
הצטברות	累積
הצטברות	積累
עשירי	第十
היכרות	相識
היכרות	熟人
הבטחה	承諾
הבטחה	許諾
כלה	新娘
התחשבות	審議
לחבל	破壞
מכנית	機械
טירה	城堡
טירה	castle
טירה	城
שברי	片段
שברי	碎片
התפשט	傳播
התפשט	散播
התפשט	蔓延
האפרטהייד	種族隔離
הרפובליקנים	共和黨
קרטיס	curtis
לחגוג	慶祝
פורש	退休
כריש	鯊
כריש	鯊魚
לשכוח	忘記
עלון	傳單
עלון	通訊
לחות	濕潤
לחות	水分
לחות	濕度
לחות	潮濕
לחות	濕度
הל	豆蔻
הל	hel
הייז	hays
הייז	hayes
הריאות	肺
הריאות	肺部
כפיים	掌聲
כפיים	鼓掌
כפיים	拍手
צבוע	偽善
צבוע	偽君子
צבוע	鬣狗
הארקטי	北極
דמוקרטים	民主黨
הלייקרס	湖人
אופטי	光學
לחתוך	切
לחתוך	削減
לחתוך	剪
לחתוך	割
התעמלות	健身房
התעמלות	體育館
התעמלות	體操
התעמלות	練習
התעמלות	演習
התעמלות	鍛鍊
קליני	臨床
הרגלי	習性
הרגלי	習慣
אלפבית	字母
נודדים	遷移
נודדים	遷移
נודדים	遷徙
בריטני	britney
קונצרט	音樂會
קונצרט	演唱會
יבשות	大洲
יבשות	大陸
כישורים	技能
כישורים	資歷
האוטונומית	自主
רימונים	榴彈
תיבה	箱
תיבה	框
תיבה	盒
תיבה	盒子
תיבה	方框
תיבה	胸
תיבה	胸部
תיבה	胸膛
תיבה	胸口
תיבה	方舟
תמצית	實質
תמצית	本質
תמצית	精華
תמצית	提取
תמצית	萃取
תמצית	摘錄
הגס	結腸
הגס	冒號
מוטו	座右銘
מוטו	箴言
מוטו	格言
מוטו	摩托
מוטו	moto
עיוות	歪曲
עיוות	失真
עיוות	扭曲
טורס	torres
מחשבת	計算
גזעים	種族
אינטל	英特爾
אינטל	情報
אינטל	intel
גבישי	水晶
גבישי	晶體
סימטרי	對稱
סימטרי	對稱
אומצה	牛排
דואט	二重唱
פריצה	竊案
פריצה	盜竊
חתום	簽名
חתום	署名
חתום	簽署
חתום	簽名
חתום	簽字
חתום	簽
ניס	很好
ניס	尼斯
הקפדה	僵直
צמר	羊毛
פרוזה	散文
עסוק	忙
עסוק	繁忙
עסוק	忙碌
עסוק	忙著
הפיך	可逆
העמוק	最深
בריבוע	平方
המפיקים	製片人
המחבל	轟炸機
זוהו	斑點
התריס	甲狀腺
ערש	搖籃曲
ערש	搖籃
חייזרים	異形
חייזרים	外僑
חייזרים	外國人
חייזרים	外星人
גסה	淫蕩
תקרת	天花板
תקרת	上限
פרנסה	生活
פרנסה	民生
פרנסה	生計
חולשה	弱
חולשה	缺點
חולשה	薄弱
חולשה	軟弱
חולשה	弱點
דבורים	蜜蜂
חולצה	上衣
חולצה	襯衣
חולצה	衫
חולצה	襯衫
רלוונטיות	關聯性
רלוונטיות	相關
פסאודו	偽
אלדר	前輩
אלדר	長輩
אלדר	長老
ביצועי	績效
ביצועי	業績
ספירה	數
ספירה	伯爵
ספירה	數數
ספירה	計數
ספירה	球體
ספירה	數
ספירה	計數
גנדי	甘地
הטרדה	騷擾
הטרדה	跟蹤
טנור	男高音
נקייה	乾淨
נקייה	清潔
מעברים	過渡
קרוליין	caroline
פינות	角落
מגי	maggie
שיף	schiff
איריס	iris
דלפק	櫃台
טורבו	渦輪
דוק	doc
סוחרי	經銷商
פקידים	辦事員
פקידים	書記
פקידים	官員
דגימות	標本
דגימות	樣品
דגימות	樣本
קרחון	冰川
קרחון	冰山
ריקודים	舞蹈
ריקודים	舞動
ריקודים	跳舞
ריקודים	舞
אופקי	水平
אופקי	橫向
אופקי	水平
אנגולה	安哥拉
חסינות	豁免權
חסינות	豁免
חסינות	免疫
צוין	指定
ההשתתפות	參與
עקיפה	覆蓋
עקיפה	衍射
מוקדי	樞紐
מוקדי	中樞
הומוסקסואליות	同性戀
כפיר	kfir
התאמת	配對
התאמת	比對
התאמת	匹配
התאמת	匹配
התאמת	比對
התאמת	match
דאבל	雙
דאבל	雙重
דאבל	雙倍
דאבל	加倍
יקרות	珍貴
יקרות	珍寶
יקרות	寶貴
יקרות	昂貴
יקרות	貴
בנקס	銀行
סקרים	調查
כתף	肩
כתף	肩膀
שיוך	從屬關係
שיוך	隸屬
לטפס	爬升
לטפס	爬
אלגברית	代數
היישום	app
השמרנים	保守派
התגרש	離異
התגרש	離婚
חיוג	撥號
חיוג	撥
נוגעת	感人
נוגעת	感動
נוגעת	觸碰
מאר	mar
חקלאים	農民
חקלאים	農夫
מוטיבציה	動機
מוטיבציה	動因
מוטיבציה	動力
הכליה	腎臟
הכליה	腎
מלומדים	學者
האסיר	俘虜
האסיר	囚犯
האסיר	犯人
האסיר	囚徒
נפטון	海王星
רודי	roddy
יעילים	高效
יעילים	有效率
אנדרואיד	android
דרושים	需要
נופלים	墜落
קיבולת	容量
קיבולת	能力
לרקוד	舞蹈
לרקוד	跳舞
לרקוד	舞
בנזין	苯
בנזין	汽油
בנזין	汽油
באטלר	管家
שבח	表揚
שבח	贊美
שבח	稱贊
כובש	征服者
כובש	征服
בייסבול	棒球
מנצל	剝削
מאורע	場合
נכח	出席
קלטת	帶子
קלטת	膠帶
קלטת	磁帶
תהום	深淵
תהום	海灣
ביר	bir
מונופול	壟斷
מונופול	專賣
התרשם	深刻印象
התעלמות	無視
התעלמות	忽略
התעלמות	忽略
התעלמות	忽視
התעלמות	無視
בולים	郵票
קאי	凱
קאי	啓
קאי	啟
זי	吱吱
מרווח	區間
מרווח	間歇
מרווח	間隔
מרווח	寬敞
לני	lenny
ותק	資歷
ריאן	瑞安
ההגדרות	設定
מרשם	藥方
מרשם	處方
רקס	rex
קופים	人猿
קופים	類人猿
קופים	猿
קופים	猿猴
ניקולה	nikola
גודמן	goodman
הילוכים	齒輪
אנזים	酶
הארבור	海港
הארבור	港灣
הארבור	港
טיוב	開墾
טיוב	youtube
בהסכמה	合意
מלאכותיים	人工
מלאכותיים	人造
הרגש	情感
הרגש	感情
הרגש	情緒
הרגש	感受
הרגש	感覺
וירטואלית	虛擬
מעודדת	鼓勵
שכנים	鄰
שכנים	鄰居
שכנים	鄰國
שכנים	鄰居
אחלה	棒
אחלה	偉大
אחלה	酷
פליטה	用盡
פליטה	排氣
פליטה	難民
פליטה	排放
פליטה	排放量
הודים	印地安人
ההכנה	籌備
נמנעת	棄權
לבלבל	混淆
גרון	喉
גרון	喉嚨
גרון	嗓子
גרון	咽喉
גרון	喉部
מרדף	追求
מרדף	追逐
מרדף	追擊
מרדף	追
מרדף	大通
מרדף	追逐
הקלות	亮度
וירטואלי	虛擬
התקין	安裝
ראות	能見度
ראות	知名度
קיד	kidd
קיד	小孩
אסטרונומיה	天文
סטנדרטי	標準
תרכובת	復合
תרכובת	化合物
תרכובת	大院
הדשא	草地
הדשא	草坪
דיאז	diaz
המסוקים	菜刀
הריח	味道
הריח	聞
נודד	徘徊
נודד	流浪
נודד	遊蕩
פלפל	辣椒
פלפל	胡椒
פסגות	峰會
פסגות	峰
שיין	shane
הצרכן	消費者
אדווין	edwin
המצבה	墓碑
אינסופית	無盡
אינסופית	無限
אינסופית	無窮
השגרירות	大使館
השגרירות	使館
צוותים	團隊
צוותים	球隊
צוותים	隊伍
חלוקים	袍
הכנות	籌備
הכנות	誠信
הכנות	誠實
הכנות	籌備
מתקשר	呼叫
סנטוס	santos
דוגמניות	模型
דוגמניות	模特
דוגמניות	型號
דוגמניות	模特兒
בראבו	bravo
פעימות	節拍
ראפ	raf
ראפ	饒舌
ראפ	說唱
נהרגה	被殺
המאפיה	暴徒
המאפיה	暴民
מעבדים	處理器
שלווה	寧靜
שלווה	平安
שלווה	和平
שלווה	寧靜
לעכב	推遲
לעכב	延遲
לעכב	延誤
לעכב	拖延
מוד	模式
מוד	maud
זקנה	老
זקנה	舊的
זקנה	舊
זקנה	老了
היט	熱
היט	熱火
היט	加熱
היט	熱力
היט	熱量
חושי	感官
אמנית	藝術家
אמנית	藝人
התבוננות	觀測
התבוננות	沈思
התבוננות	觀察
התבוננות	觀測
התנגשויות	碰撞
דרק	derek
התגברות	克服
לשמצה	聲名狼藉
לשמצה	臭名昭著
לשמצה	臭名昭著
לשמצה	聲名狼藉
הוריקן	颶風
הוריקן	颶風
דיאן	黛安娜
פלאנק	木板
ביקורתי	危急
ביקורתי	批判
ביקורתי	臨界
מפורסמות	著名
מפורסמות	有名
עדינה	招標
עדינה	投標
עדינה	溫柔
עדינה	溫和
עדינה	溫柔
עדינה	細膩
עדינה	精緻
עדינה	微妙
סומליה	索馬利亞
זאק	zack
זאק	zach
נהדר	棒
נהדר	偉大
גביעים	獎盃
גביעים	獎杯
להפריע	中斷
מוזרה	怪
מוזרה	怪異
מוזרה	奇怪
מוזרה	單數
מוזרה	怪
הדדי	相互
הדדי	互
סדן	鐵砧
עוגן	錨
סוגריים	括號
סוגריים	括號
אלברכט	albrecht
קריין	起重機
קריין	鶴
קריין	吊車
נופלת	墜落
האצבע	指頭
האצבע	手指
צעצוע	玩具
פשיטה	突襲
ההישגים	成就
ההישגים	成績
סימפוניה	交響曲
סימפוניה	交響樂
סימפוניה	交響樂團
הסמכה	認證
מקצה	指派
מקצה	分派
גולף	高爾夫球
תחיית	復活
היפוך	逆轉
שיתפו	共用
שיתפו	共享
שיתפו	分享
טעמים	口味
טעמים	風味
טעמים	風味
טעמים	味道
טעמים	口味
טעמים	品味
אנדראה	andrea
החטא	罪孽
החטא	罪過
החטא	罪
החטא	辛
החטא	罪惡
האבטלה	失業
האבטלה	失業率
חטיפות	誘拐
קט	貓咪
קט	貓
קט	cat
הפירמידה	金字塔
גאי	guy
סילבר	銀色
סילבר	銀
סילבר	白銀
רענן	新鮮
רענן	清新
תגבורת	援軍
תגבורת	增援
תגבורת	備用
תגבורת	後援
תגבורת	支援
תגבורת	備份
תגבורת	後備
צימרמן	zimmerman
חניה	停車位
חניה	停車場
אובר	uber
איב	夏娃
איב	eve
הדמיה	成像
הדמיה	影像
אבירות	俠義
לחקות	模仿
תחביר	句法
תחביר	語法
פליטת	排放
פליטת	排放量
התנהגויות	行為
טראומה	創傷
טראומה	外傷
סודית	秘密
מוטות	極地
לידת	出生
דיפלומטית	外交
אוליביה	olivia
מתופף	鼓手
אוקיאניה	大洋洲
גואטמלה	瓜地馬拉
כווית	科威特
פייפר	piper
בידוד	絕緣
בידוד	隔熱
בידוד	隔絕
בידוד	隔離
בידוד	孤立
בידוד	與世隔絕
בידוד	隔離
בידוד	檢疫
מתחרות	相爭
המצאה	發明
פאלאס	pallas
הסטטוס	狀況
הסטטוס	狀態
הסטטוס	現況
מוני	moni
עוגת	蛋糕
תמותה	死亡率
תמותה	凡人
פחת	折舊
פחת	貶值
יריד	公平
בקי	becky
מעצבת	設計師
טאו	濤
טאו	陶
אבודים	失
אבודים	輸
אבודים	輸了
אבודים	遺失
אבודים	迷失
גרעינים	種子
גרעינים	籽
נשמות	靈魂
נשמות	魂靈
קורנליוס	cornelius
חזותי	視覺
התרחב	擴大
משיב	回覆
משיב	答復
המזכירה	秘書
מכללה	學院
מכללה	書院
מכללה	大學
מכשול	障礙
מכשול	挫折
התכנסות	收斂
התכנסות	聚集
התכנסות	聚會
ריקרדו	riccardo
ניקיון	清潔
ניקיון	潔淨
ניקיון	打掃
ניקיון	清潔
ניקיון	清洗
טיב	tib
בחריין	巴林
להיט	命中
כלכלן	經濟學家
פינטו	pinto
להיאבק	摔跤
סטייה	偏差
סטייה	偏離
עסקאות	交易
שבורים	破碎
שבורים	破損
שבורים	斷
הפחתה	減少
הפחתה	裁減
ליבת	核心
ליבת	core
אריקסון	erikson
אריקסון	ericsson
אריקסון	eriksen
מניע	動機
מניע	動機
מניע	動因
מניע	動力
גרינלנד	格陵蘭
כימיקלים	化學
כימיקלים	化學品
כימיקלים	化學品
הגיבו	反應
משופר	改進
משופר	改善
משופר	改良
משופר	強化
משופר	加強
משופר	增強
אגרוף	拳擊
אגרוף	拳
אגרוף	拳頭
מאהלר	馬勒
קיצוניות	極端
קיצוניות	極度
קיצוניות	極限
עקיף	間接
אמל	amal
ויטוריו	vittorio
נמרץ	密集
זיוף	偽造
זיוף	造假
זיוף	假冒
זיוף	假的
זיוף	虛假
זיוף	假冒
זיוף	假
קילו	千克
קילו	公斤
קילו	磅
כנה	真誠
כנה	誠實
התמקדות	聚焦
חלים	halim
פעמון	鐘
פעמון	貝爾
פעמון	鈴
פעמון	bell
וילם	willem
זירה	舞台
זירה	競技場
זירה	體育館
סותר	矛盾
רכישה	購買
רכישה	購買
רכישה	採購
רכישה	購置
הפטריארך	族長
מזונות	贍養費
מזונות	食物
מזונות	食品
באד	芽
באד	bud
שח	象棋
שח	棋
שח	西洋棋
צחוק	笑聲
צחוק	大笑
צחוק	笑
האנטר	獵人
בראי	佈雷
תלבושות	服裝
תלבושות	戲服
עוזרים	助理
שפרד	shepherd
שפרד	牧羊人
לחפור	挖
לחפור	挖掘
לחפור	挖
מניה	股票
מניה	存貨
מניה	庫存
לווייתן	鯨魚
לווייתן	鯨
הדמוקרטים	民主黨
הארה	啓蒙
שברים	分數
שברים	片段
שברים	碎片
פח	錫
פח	鐵皮
פח	tin
יוזמות	倡議
רוקדים	舞蹈
רוקדים	舞動
רוקדים	跳舞
רוקדים	舞
מחק	橡皮擦
מחק	橡皮
מחק	刪除
מחק	刪去
ביגוד	服裝
ביגוד	服飾
ביגוד	服裝
ביגוד	衣物
ביגוד	衣服
כבל	電線
כבל	鋼絲
כבל	鐵絲
כבל	有線
כבל	纜繩
כבל	電纜
המשוער	大致
המשוער	近似
מתחבר	連結
שיחזור	還原
שיחזור	恢復
משמרת	輪班
פצוע	受傷
פצוע	傷
פצוע	負傷
ליפות	點綴
ללוות	伴隨
ללוות	借
ללוות	借用
ביקוש	需求
ביקוש	需求量
ביקוש	要求
אגר	agar
אגר	瓊脂
רשע	惡
רשע	邪惡
רשע	邪惡
חילול	褻瀆
האמה	前臂
מיומן	熟練
נחיתת	降落
נחיתת	登陸
נחיתת	落地
נחיתת	著陸
קולמן	coleman
אובייקטיבי	目標
טכנאי	技師
טכנאי	技工
זיקוק	煉油廠
לקשור	裝訂
גלוקוז	葡萄糖
אורגן	器官
אורגן	風琴
טרוריסטים	恐怖份子
זוטר	初級
זוטר	junior
זוטר	少年
הגדל	增加
הגדל	提高
תעשייתית	工業
תחושות	共鳴
תחושות	感受
תחושות	感情
מהחוף	海外
מהחוף	離岸
מהחוף	境外
מהחוף	近海
אינדקס	索引
אינדקס	指數
ראנד	rand
דייגים	漁民
דייגים	漁夫
הרשל	herschel
תחרותי	競爭力
תחרותי	競爭
מיסוי	稅收
מיסוי	稅務
לרמות	作弊
לרמות	欺騙
קונסול	領事
קונסול	執政官
קופץ	蹦跳
קופץ	跳躍
כישרון	才幹
כישרון	人才
כישרון	才華
כישרון	天才
כישרון	天賦
העצומה	請願書
העצומה	請願
העצומה	上訪
התעוררות	覺醒
כרומוזום	染色體
כרומוזום	染色體
אלביס	貓王
שרטוט	藍圖
שרטוט	素描
שרטוט	素描
שרטוט	草圖
שרטוט	藍圖
המר	苦苦
המר	苦
רנדי	randy
בלש	警探
בלש	偵探
שוקל	權衡
זמינה	可用
סחורה	商品
סחורה	貨物
סחורה	商品
שרלוט	charlotte
אמירות	酋長國
נהנתה	享受
דיילי	daly
דיילי	每日
רקמה	組織
רקמה	紙巾
רקמה	繡
רקמה	刺繡
אורכי	縱
מענק	grant
מהומה	騷動
מהומה	暴動
מהומה	暴亂
מהומה	騷亂
איידס	愛滋病
איידס	aids
דאנקן	鄧肯
דאנקן	duncan
מטריצות	矩陣
מונק	僧侶
מונק	和尚
מונק	僧
הגדלה	生長
הגדלה	成長
אירופאית	歐洲
השקיה	灌溉
מעמיקה	加深
מעמיקה	深化
כנופיות	黑幫
כנופיות	幫派
הקטור	hector
מארח	主持人
מארח	主機
מארח	主機
מארח	托管
מארח	主機
מארח	主辦
חישובים	計算
נוחים	舒服
נוחים	舒適
נוחים	舒服
נוחים	舒適
התזה	splash
התזה	命題
התזה	論文
ננטש	廢棄
ננטש	遺棄
ניידות	調動
ניידות	流動
ניידות	流動性
תות	草莓
לינק	連結
לינק	link
השכן	鄰居
מרובעים	方塊
מצביא	軍閥
סנה	sena
סלנג	俗語
סלנג	俚語
מוגנת	保護
הקלע	彈弓
מוצלחים	成功
להתנהג	act
תואמת	相容
שותה	飲酒
שמורה	預留
שמורה	保留
המנורה	燈
המנורה	電燈
הפלגה	航行
הפלגה	帆船
הפלגה	航海
ציפה	預計
ציפה	預期
ציפה	浮力
ציפה	紙漿
לפצל	分裂
לפצל	分割
לסביות	女同志
וויל	將
וויל	威爾
פלוטו	冥王星
לסבית	女同志
לסבית	同性戀
לסבית	gay
עגבניות	番茄
עגבניות	西紅柿
עגבניות	蕃茄
עגבניות	番茄
עגבניות	西紅柿
עגבניות	蕃茄
ועידה	會議
זמינות	可用
זמינות	可用性
עצומות	請願書
עצומות	請願
בריק	磚頭
בריק	brick
בריק	磚
בריק	磚塊
מרצדס	賓士
קליי	黏土
קליי	泥
קליי	粘土
נלכד	被俘
שבועת	宣誓
שבועת	誓
שבועת	誓言
שבועת	誓詞
היצרן	製造商
היצרן	廠商
היצרן	製造廠商
צפוף	稠密
צפוף	密集
צפוף	擁擠
ססיל	cecile
הובלת	led
וונדר	漫步
דיבה	誣蔑
דיבה	誹謗
כליות	腎臟
כליות	腎
כליות	腎臟
כליות	腎
מתיחות	延伸
מתיחות	拉伸
מתיחות	伸展
מתיחות	張力
חדד	haddad
חדד	hadad
חדד	精煉
ספרא	safra
יועצים	顧問
מחכים	等候
מחכים	等待
דרו	drew
לסווג	分類
מהמט	mehmet
שילם	付費
שעונים	鐘錶
שעונים	時鐘
שעונים	手錶
הורמונים	激素
הורמונים	荷爾蒙
הנהלה	管理
תמים	幼稚
תמים	天真
תמים	無辜
קדמה	進步
קדמה	進度
פגז	貝殼
פגז	shell
פגז	殼
מבטו	凝視
ווטרס	水域
בום	繁榮
ציידים	獵人
טיפוח	培育
טיפוח	培養
טיפוח	養育
טיפוח	培養
טיפוח	培育
השתלת	移植
הוגנת	公平
סצינות	場景
אנליטית	解析
פטרסון	peterson
אפיפיור	教皇
אפיפיור	教宗
רישיונות	執照
רישיונות	許可證
מוכתר	mukhtar
הלסת	顎
הלסת	頜
דמה	誘餌
מוגבלויות	殘疾
ברודי	brody
ילידים	原生
בזבוז	浪費
בזבוז	廢棄物
בזבוז	廢物
בזבוז	浪費
סילביה	silvia
שחף	海鷗
שחף	海鷗
שחף	鷗
קריק	溪
חדשני	創新
סנגל	塞內加爾
כניעה	投降
כניעה	交出
כניעה	提交
בנד	彎曲
בנד	彎彎
בנד	彎
עצות	提示
עצות	小費
עצות	建議
שריפות	火災
אשליה	妄想
אשליה	錯覺
אשליה	幻想
אשליה	幻覺
אשליה	錯覺
אשליה	幻想
מתכון	食譜
מתכון	食譜
האבחנה	診斷
מרטי	marty
האליטה	精英
האליטה	elite
ערוצים	頻道
ערוצים	渠道
בזיליקת	聖殿
זעירה	小小
זעירה	小
זעירה	微小
מצוינות	excelsior
מצוינות	卓越
אורחת	賓客
אורחת	來賓
אורחת	客人
זיתים	橄欖
ידידים	朋友
ידידים	好友
סשה	沙沙
מכניס	插入
פרוייקט	項目
להתייעץ	諮詢
התפתחותית	發育
אבדה	失
אבדה	輸
אבדה	輸了
אבדה	遺失
אבדה	迷失
חוגגים	慶祝
חוגגים	慶祝
המוטו	座右銘
המוטו	箴言
המוטו	格言
אקולוגית	生態
רגעים	moments
רגעים	瞬間
רגעים	時刻
התקנה	安裝
התקנה	安裝
לקפוץ	跳
לקפוץ	跳躍
כריסטין	christine
יבשים	乾燥
יבשים	乾
נשכח	忘記
נשכח	遺忘
נעלי	皮鞋
נעלי	鞋
נעלי	鞋子
וייד	wade
פסטיבלים	節日
תיל	電線
תיל	鋼絲
תיל	鐵絲
המיליציה	民兵
טרמינל	終點站
טרמינל	終端
טרמינל	終端機
אלבמה	阿拉巴馬
אלבמה	阿拉巴馬州
טוהר	純度
טוהר	純潔
טוהר	純淨
זהויות	身份
קסמים	魔神
קסמים	魔法
קסמים	魔術
קסמים	神奇
קסמים	魔力
שנהב	象牙
נגע	觸及
נגע	感動
ביוגרפיות	傳記
נשען	倚
כפריים	村民
הגלות	流亡
הגלות	放逐
הגלות	流放
החניכים	學員
מחפשת	尋找
מחפשת	搜尋
אפקטיבי	有效
הסיפון	甲板
