бретань	bretagne
провідник	przewodniku
провідник	poradnik
провідник	przewodnikiem
провідник	przewodnika
провідник	przewodnik
провідник	dyrygent
партизан	partyzantów
партизан	partyzant
допомагали	pomogły
допомагали	pomogło
допомагали	pomógł
аграрної	rolnej
ютери	maszyny
мільярдів	miliard
мільярдів	mld
мільярдів	miliardy
протести	protesty
ельзас	alzacji
шеф	kucharz
шеф	szef
завтра	jutro
обряд	rytuał
боксери	bokserki
жозеф	józefie
жозеф	joseph
жозеф	józef
жозеф	józefa
зупинка	zatrzymanie
зупинка	zatrzymany
зупинка	zatrzymane
зупинка	przestał
поліцейських	policjantów
поліцейських	policjanci
допомагати	pomaganie
допомагати	pomagam
дзвін	dzwonki
дзвін	dzwony
дзвін	dzwonek
дзвін	dzwon
дзвін	bell
проміжок	odstęp
проміжок	przerwa
проміжок	przedział
удари	ciosów
удари	ciosy
удари	stawianie
удари	umieszczenie
холодний	zimno
холодний	chłód
холодний	zimne
холодний	zimny
холодний	zimna
кавалерії	kawaleria
кавалерії	kawalerii
вантажний	towarowy
епізоди	odcinki
епізоди	odcinków
відпочинок	wypoczynek
відпочинок	odpoczynek
відпочинок	rekreacji
відпочинок	wypoczynek
відпочинок	odpoczynek
автомат	machine
автомат	automat
автомат	maszyny
автомат	maszyna
автомат	automat
апостол	posłańca
липа	tilia
калію	potasu
кінцівок	kończyny
пилип	filipp
цифр	cyfr
цифр	cyfry
змінився	zmieniono
змінився	zmienione
змінився	zmienił
змінився	zmieniony
замінено	zastąpiony
замінено	zastąpiła
замінено	zastąpił
замінено	zastąpić
замінено	zastąpiona
замінено	zastąpione
пів	pół
пів	połowa
подвійний	podwójny
подвійний	podwójna
подвійний	podwójne
подвійний	podwójnie
подвійний	podwójne
вирішують	rozwiązać
нараховується	udzielone
нараховується	przyznana
нараховується	przyznane
нараховується	przyznany
нараховується	przyznano
сортування	sortowania
організми	organizmy
організми	organizmów
красний	krasny
десант	napaści
десант	atak
десант	napaść
десант	napad
більшим	większy
більшим	większa
більшим	większego
більшим	większe
місій	misje
путін	putin
кравчук	krawczuk
юридичні	legalnie
юридичні	prawny
юридичні	prawne
юридичні	legalne
труси	majtki
труси	majtki
труси	bokserki
пишеться	zaklęcie
пишеться	zaklęcia
пишеться	czar
організували	ułożone
барбара	barbary
барбара	barbara
барбара	barbaro
виняток	wyjątku
виняток	wyjątkiem
виняток	wyjątki
виняток	wyjątek
законодавчих	legislacyjnych
знижує	maleje
знижує	zmniejsza
колу	koksu
колу	koks
колу	koka
колу	cola
сосни	pines
сосни	sosny
павільйон	pawilon
копіювання	kopia
копіювання	skopiuj
копіювання	kopiuj
копіювання	kopiowanie
копіювання	kopiowania
копіювання	kopiowanie
подарунок	prezentu
подарунок	podarunek
подарунок	prezent
подарунок	dar
подарунок	prezenty
подарунок	obecny
подарунок	teraźniejszość
подарунок	obecni
подарунок	obecna
подарунок	prezent
подарунок	obecne
буркіна	burkina
польова	arvense
блиск	shine
обстеження	oceniane
осип	osip
продати	sprzedać
аркадій	arkadij
помічника	asystenta
помічника	asystent
помічника	pomocnik
помічника	asystentka
стамбул	stambule
рівність	równości
рівність	równość
іноземців	cudzoziemców
іноземців	obcokrajowców
захоплено	oddaje
захоплено	ujmuje
захоплено	najechał
фаза	etap
фаза	faza
фаза	fazy
відчуває	zmysłów
відчуває	zmysły
прочитати	czytaj
прочитати	czytać
прочитати	przeczytaj
мовознавство	językoznawstwo
існуючі	istniejące
існуючі	istniejąca
існуючі	istniejących
існуючі	istniejący
костенко	kostenko
електроніка	elektronika
електроніка	elektroniczne
електроніка	elektroniczna
електроніка	elektroniczny
зімбабве	łotwa
зімбабве	zimbabwe
координації	koordynacji
координації	koordynacja
перетворити	konwersji
перетворити	konwersja
перетворити	przemiana
перетворити	transformacja
зварювання	spawania
ескадрильї	eskadra
дизайнер	projektant
партнерів	kumple
дощів	deszczowe
дощів	deszczowy
цинку	cynku
цинку	cynk
узагальнення	uogólnienia
узагальнення	uogólnienie
комуністи	komunistów
комуністи	komuniści
судові	dwór
судові	sądu
судові	sąd
судові	court
судові	trybunał
ленін	lenin
болгарський	bułgarski
говорили	mówienie
фрукти	owoce
фрукти	owoców
фрукти	owoc
фрукти	owoce
фрукти	owoców
марсі	marcy
міф	mit
міф	mity
промені	belki
промені	promienie
партнер	partner
партнер	partnerka
партнер	partnerem
партнер	partnera
партнер	wspólnik
дельта	delta
чудовий	cudowne
чудовий	cudowny
чудовий	cudowna
чудовий	cudownie
очікування	czekanie
очікування	czeka
очікування	oczekiwanie
очікування	czekamy
очікування	czekam
налаштування	ustawienie
налаштування	konfiguracja
налаштування	konfiguracji
налаштування	konfiguracja
налаштування	preferencji
налаштування	preferencje
налаштування	konfiguracja
налаштування	ustawienia
рушій	silnik
рушій	silnika
рушій	silniki
старші	starsza
старші	starsze
старші	starsi
старші	starszy
навички	umiejętności
завдали	spowodowane
завдали	wywołane
завдали	spowodował
завдали	spowodowało
завдали	spowodowała
зустрічей	spotkania
зустрічей	zebrania
зустрічей	spotkania
зустрічей	spotkań
зустрічей	posiedzenia
діалог	zapytanie
діалог	zapytania
діалог	dialogu
діалог	dialog
едо	edo
порошенко	poroszenko
купити	zakup
купити	zakupu
купити	kupno
купити	kupić
купити	kup
геральдика	heraldyka
цивільний	cywilne
цивільний	obywatelskiego
цивільний	cywilny
цивільний	cywilne
цивільний	cywile
цивільний	cywilny
цивільний	cywil
цивільний	cywilnej
потяги	pociągów
потяги	pociągi
принцеси	księżniczki
доставки	wysyłki
підводного	podwodny
підводного	podwodne
практичне	praktyczne
практичне	praktyczna
практичне	praktyczny
завершується	kończy
завершується	końce
завершується	zakończenie
редакторів	redaktorzy
редакторів	wydawcy
організаціях	pozarządowe
організаціях	pozarządowych
шини	opon
шини	opony
шини	autobusem
шини	autobus
продовжили	wznowione
захисники	obrońcy
захисники	obrońców
переробка	recyklingu
переробка	recykling
дане	dane
житель	obywatele
житель	obywatela
житель	obywatel
брокгауза	efron
демократичний	demokratyczny
демократичний	demokratyczna
демократичний	demokratyczne
демократичний	demokratów
демократичний	demokraci
погіршення	pogorszenie
сирія	syria
сирія	syrii
індіана	indiana
боже	jezu
боже	ojej
боже	bóg
боже	boże
ситуаціях	sytuacje
зараження	zarażony
зараження	zakażonych
зараження	fallout
захисників	obrońcy
захисників	obrońców
форд	forda
форд	ford
фірмі	firma
фірмі	kancelaria
юхимович	rasputin
лід	ołów
лід	prowadź
лід	ołowiu
лід	lód
лід	ice
лід	lodu
соціалістів	socjalistów
дунай	dunaju
демо	demo
демо	demonstracja
троїцький	troicki
прибрати	czysty
прибрати	czysta
прибрати	czyste
прибрати	usuń
прибрати	usunąć
палаті	ward
темний	dark
темний	ciemno
темний	ciemne
темний	ciemna
темний	ciemny
мусульмани	muzułmańskich
мусульмани	muzułmanie
мусульмани	muzułmanie
мусульмани	muzułmanów
видобування	wydobycie
видобування	ekstrakcji
видобування	rozpruwacz
видобування	rozpruwacza
видобування	wydobycia
облога	oblężenie
ходів	ruchy
ніколас	nicolás
ніколас	nicholas
ніколас	mikołaj
брами	gates
брами	bramy
брами	bram
баррі	barry
лувр	louvre
фішер	fisher
фішер	fishera
фішер	fischer
додаткова	dodatkowa
додаткова	ekstra
додаткова	dodatkowe
додаткова	dodatkowy
додаткова	extra
додаткова	uzupełniające
додаткова	uzupełnienie
припинено	przerwany
припинено	przerwana
припинено	przerwano
припинено	przerwane
казані	kazań
казані	kazan
гарно	ładnie
гарно	fajny
гарно	fajna
гарно	fajne
гарно	ładne
перетворено	konwersja
перетворено	przekształcone
геологічних	geologiczne
перекласти	tłumaczyć
перекласти	przetłumaczyć
перекласти	tłumacz
корі	corey
корі	cory
корі	cori
перемагає	wygraną
перемагає	wygrywa
перемагає	wygrana
перемагає	wygrywają
перемагає	pokonuje
груди	skrzynia
груди	piersi
груди	biust
груди	pierś
груди	piersi
допоміжні	asystentów
допоміжні	asystentki
вченим	uczony
птаха	ptaka
птаха	ptak
птаха	bird
птаха	ptaszek
стадія	etap
стадія	scena
стадія	faza
стадія	etapie
повідомили	poinformowała
повідомили	poinformował
повідомили	poinformowany
повідомили	poinformowana
ззовні	zewnętrznie
рейд	nalot
рейд	najazd
пояснив	wyjaśnił
пояснив	wyjaśniono
пояснив	wyjaśnione
автоматична	automat
автоматична	automatycznie
автоматична	automatyczne
автоматична	automatyczny
автоматична	automatyczna
партизани	partyzantów
партизани	partyzantów
отвори	otworów
отвори	dziury
отвори	otwory
зближення	granic
сухі	suchy
сухі	pralnia
сухі	sucha
сухі	suche
сухі	sucho
поповнення	uzupełnień
поповнення	żołnierzy
поповнення	wojska
поповнення	oddziały
розіграш	loteria
розіграш	loterii
жива	żywe
жива	żywy
жива	żyje
жива	żywa
фасо	faso
фізично	fizycznie
дивитися	zegarek
дивитися	obserwuj
дивитися	oglądać
дивитися	oglądam
дивитися	oglądanie
дивитися	ogląda
дивитися	oglądamy
дивитися	obserwuje
ставлять	rasy
ставлять	rasa
жанна	jeanne
таємниця	tajemnice
таємниця	tajemniczy
таємниця	tajemnicza
таємниця	tajemnica
таємниця	zagadka
таємниця	sekret
таємниця	secret
таємниця	tajne
таємниця	tajemnica
таємниця	tajemnicy
творців	twórcy
творців	twórców
застосувати	zastosować
застосувати	stosować
печер	jaskiń
печер	jaskini
печер	jaskinie
прогнозування	prognozowania
коротко	zwięźle
коротко	krótko
коротко	krótkie
коротко	krótki
коротко	krótko
коротко	krótka
вагон	wagon
вагон	wóz
тяжко	twardy
тяжко	hard
тяжко	ciężko
тяжко	twarde
тяжко	twarda
нагляду	nadzór
нагляду	nadzoru
ректора	rektor
молодша	młodsza
молодша	młodsi
молодша	młodszy
молодша	młodsze
описи	opisy
куб	kostka
напали	zaatakowana
напали	zaatakowany
напали	zaatakował
напали	zaatakowano
універсальний	zjednoczone
універсальний	jednolitego
універсальний	zjednoczona
універсальний	uniwersalne
універсальний	universal
універсальний	uniwersalny
універсальний	powszechnej
універсальний	powszechne
подивитися	patrz
подивитися	zobacz
подивитися	zegarek
подивитися	obserwuj
очікується	oczekiwane
очікується	spodziewane
очікується	oczekiwano
очікується	oczekiwany
очікується	oczekiwać
очікується	oczekuje
очікується	oczekiwanie
матвій	mateusza
матвій	mateusz
матвій	maciej
членство	członkostwa
членство	członkostwo
членство	przynależność
оригінальне	oryginalna
оригінальне	pierwotnym
оригінальне	oryginalny
оригінальне	oryginał
оригінальне	oryginalne
звернутися	konsultacja
повітряна	antena
повітряна	powietrzne
повітряна	powietrza
повітряна	powietrze
повітряна	air
подають	serwowane
подають	służył
подають	służy
подають	serwuje
ірак	irak
ірак	iraku
гомер	homer
гомер	homera
смирнов	smirnow
степ	step
пострілів	strzałów
пострілів	strzały
тінь	cieniu
тінь	cienia
тінь	shadow
тінь	cień
переглянути	przeglądanie
переглянути	przeglądania
переглянути	przeglądać
переглянути	recenzja
переглянути	przeglądu
переглянути	przegląd
переглянути	rewizja
переглянути	patrz
переглянути	zobacz
переглянути	widok
переглянути	zobacz
антологія	anthology
започаткував	powołany
інтенсивність	natężenie
інтенсивність	intensywności
інтенсивність	intensywność
інтенсивність	siłę
інтенсивність	siły
інтенсивність	siła
інтенсивність	wytrzymałość
поклав	zdeponowane
християни	chrześcijanin
християни	chrześcijański
християни	christian
християни	chrześcijanie
християни	krystian
християни	chrześcijanie
християни	chrześcijan
паша	pasza
викрадення	porwania
викрадення	porwanie
знімок	zrzut
простіше	prostsze
простіше	łatwiejsze
простіше	łatwiej
простіше	łatwiejszy
простіше	łatwiejsza
простіше	prostsze
простіше	prościej
пилипович	turko
укладання	zawieranie
олівер	olivera
олівер	oliver
фундамент	podstawa
фундамент	fundacja
фундамент	fundacji
фундамент	podkład
фундамент	foundation
окреме	osobne
окреме	odrębne
окреме	oddzielne
позов	pozew
оподаткування	podatki
оподаткування	opodatkowanie
нагляд	nadzór
нагляд	nadzoru
ходити	chodzenie
ходити	spacery
ходити	spaceru
ходити	spacer
заборонені	zabronione
заборонені	zakazany
заборонені	zakazane
хоккайдо	hokkaido
волтер	waltera
волтер	walter
орест	orestes
ключі	klucze
ключі	klawisze
ключі	żetonów
ключі	żetony
салоні	domku
салоні	kabina
салоні	kabiny
салоні	domek
землеробство	rolnictwa
землеробство	rolnictwo
бак	buck
бак	bak
бак	bac
самка	samica
самка	kobieta
самка	damskie
самка	kobiety
самка	suczka
таблиць	stoły
таблиць	tabele
гарольд	harold
турин	torino
скрізь	wszędzie
скрізь	wszedzie
приєднатися	dołącz
меблі	meble
відзначено	wskazuje
платон	platon
чия	czyja
чия	czyj
чия	czyje
грудей	biust
грудей	pierś
грудей	piersi
збережені	zapisano
збережені	uratował
збережені	zapisane
збережені	zapisany
збережені	zapisana
збережені	zapisanych
сенатор	senator
гітари	harmoniczne
буш	bush
буш	buszu
буш	krzaki
глибокий	głęboka
глибокий	głęboki
глибокий	głęboko
глибокий	głębokie
глибокий	deep
просте	prosty
просте	prosta
просте	proste
хутро	futro
хутро	sierść
хутро	futra
зареєстрований	zarejestrowany
зареєстрований	zarejestrowano
зареєстрований	zarejestrowana
зареєстрований	zarejestrowane
зареєстрований	zarejestrowanych
чеської	czech
чеської	czeski
чеської	czeskiej
чеської	czeskie
чеської	czeska
дано	zważywszy
дано	podane
дано	podana
посадку	lądowania
посадку	wyładunku
посадку	lądowanie
поліпшити	zauważalne
скандал	afera
скандал	skandal
скандал	skandali
арабські	arabskie
арабські	arabski
кей	kay
реп	rep
реп	przedstawiciel
реп	rap
астронавти	astronautów
астронавти	astronauci
обеліск	obelisk
збирає	zbiera
збирає	gromadzi
збирає	buduje
референдум	referendum
патент	patent
патент	patentu
патент	patenty
супер	super
аматорів	amatorów
аматорів	amatorzy
їсти	jeść
їсти	jem
їсти	jedz
їсти	jeść
відправлення	odbiega
відправлення	wyjazd
відправлення	wylot
відправлення	odjazd
відправлення	odlot
відправлення	odloty
відправлення	wyjazdy
зручності	wygody
зручності	wygodę
прихід	dojazd
прихід	przybycie
прихід	przyjazd
строго	ściśle
чверть	kwartał
чверть	kwartale
протест	sprzeciw
протест	protest
протест	protestu
протест	protesty
фермі	fermi
інтенсивно	intensywny
інтенсивно	intensywna
інтенсивно	intensywne
інтенсивно	intensywnie
меню	menu
меню	menu
брюссель	bruksela
брюссель	brukseli
яйце	jajko
яйце	jajka
яйце	jajo
боснія	bośni
боснія	bośnia
турецькі	turecka
турецькі	tureckie
турецькі	turecki
побачила	widział
побачила	piły
побачила	piła
складна	twardy
складна	hard
складна	ciężko
складна	twarde
складна	twarda
владимир	władimir
владимир	vladimir
сир	cheese
сир	sera
сир	ser
сир	sery
трилер	thriller
путіна	putin
півфіналі	półfinały
всесвітньо	znana
сніг	śnieg
сніг	śnieżka
сніг	śniegu
піднявся	maszerował
необхідним	niezbędny
необхідним	konieczny
необхідним	konieczna
необхідним	niezbędne
необхідним	konieczne
мануель	manuel
дейв	dave
вілен	vilaine
хвойних	iglaste
візит	odwiedziny
візит	wizyta
візит	wizyty
чинний	ważny
чинний	ważne
чинний	ważność
чинний	poprawny
чинний	ważna
чинний	ważność
напої	napoje
напої	napojów
напої	napój
напої	pić
напої	napój
напої	napoje
напої	napojów
напої	napoje
напої	napojów
збирають	zbiory
збирають	zbiór
збирають	zbiorów
попович	popović
куль	kule
куль	naboje
куль	pociski
співає	śpiewa
співає	dancin
співає	śpiewanie
співає	śpiewać
співає	śpiew
співає	śpiewa
співає	śpiewam
діалектів	dialektów
попередніми	prepaid
альфонсо	alfons
альфонсо	alfonso
класичні	klasyk
класичні	klasyka
класичні	klasyczny
класичні	classic
класичні	klasyczne
картах	mapy
грант	dotacja
грант	grant
співав	śpiewała
співав	sang
співав	śpiewał
фінансова	finansowe
фінансова	financial
фінансова	finansowy
фінансова	finansowych
фінансова	finansowa
жук	żuk
надані	zapewnione
надані	dostarczone
ведмідь	miś
ведмідь	misiek
ведмідь	misia
ведмідь	misiu
ведмідь	niedźwiedź
сьомий	siódmy
сьомий	siódmego
сьомий	siódmej
сьомий	siódme
сьомий	siódma
протока	cieśnina
імператриця	cesarzowa
контролює	kontrole
контролює	sterowanie
ісландія	islandia
ісландія	islandii
компаніями	firmy
компаніями	przedsiębiorstwa
компаніями	firm
компаніями	firmy
компаніями	spółki
компаніями	przedsiębiorstw
компаніями	przedsiębiorstwa
компаніями	firm
еро	hérault
заворушення	napięć
вітри	wiatry
безперервно	wielokrotnie
логічно	logicznie
анджей	andrzej
вдова	wdowa
вдова	wdowy
кан	kang
кан	kahn
кан	kan
ботаніка	botaniki
надійності	niezawodności
надійності	wiarygodność
надійності	wiarygodności
грін	greene
фрази	zwrotów
фрази	wyrażenia
фрази	zwroty
символіка	symbolika
суха	suchy
суха	pralnia
суха	sucha
суха	suche
суха	sucho
нормандії	normandie
гая	gaia
розрахунків	osiedla
розрахунків	osady
розрахунків	ugody
коломия	kołomyja
негативний	negatywne
негативний	negatywny
павленко	pawlenko
вказівки	przewodnictwo
вказівки	wytyczne
вказівки	wytycznymi
вказівки	wytycznych
вказівки	wytyczne
вказівки	instrukcje
вказівки	instrukcji
вказівки	instrukcja
готується	przygotowuje
здобич	zdobycz
криниця	krynica
благодійний	dobroczynność
цезар	caesar
цезар	cezara
цезар	cezar
географ	geograf
теннессі	tennessee
ханство	chanat
інна	inna
боббі	bobby
боббі	bobbi
організовані	zorganizowany
організовані	zorganizowanej
організовані	zorganizowane
організовані	zorganizowana
номера	policzone
номера	numer
номера	liczba
озброєні	uzbrojone
озброєні	uzbrojona
озброєні	uzbrojeni
озброєні	uzbrojony
анголи	angoli
приймав	pracownik
приймав	pracownika
вінсент	vincent
вінсент	vincenta
графи	wykresy
нікола	nicola
нікола	nikola
традиційне	tradycyjnie
традиційне	tradycyjne
традиційне	tradycyjna
традиційне	tradycja
традиційне	tradycyjny
традиційне	tradycyjnych
підземний	podziemne
підземний	podziemny
підземний	podziemia
підземний	zaświatach
підземний	podziemia
голосувати	głosujemy
голосувати	głosowanie
голосувати	głosuj
екологічний	ekologiczny
екологічний	ekologiczna
екологічний	ekologiczne
екологічний	kundel
юра	jura
домашній	domu
домашній	dom
домашній	domowy
різноманіття	zróżnicowanie
різноманіття	różnorodności
різноманіття	różnorodność
кримінальний	kryminalne
кримінальний	karnego
кримінальний	przestępcy
кримінальний	przestępca
кримінальний	kryminalista
запиту	zapytanie
запиту	zapytania
соціальне	społeczna
соціальне	towarzyskie
соціальне	społeczne
соціальне	socjalna
соціальне	społeczny
соціальне	społecznego
будує	buduje
буддизм	buddyzm
описати	opisz
описати	opisać
вихідного	pochodząca
вихідного	pochodzący
вихідного	pochodzących
вихідного	pochodzące
вихідного	pochodzącej
практичні	praktyczne
практичні	praktyczna
практичні	praktyczny
палермо	palermo
готовність	gotowy
готовність	gotowe
готовність	gotowość
узбекистан	uzbekistan
залишиться	zostaje
черепа	czaszka
черепа	czaszki
черепа	czaszkę
геометрія	geometria
геометрія	geometrii
учасникам	uczestników
учасникам	uczestnikom
учасникам	uczestnicy
вихідних	weekendy
християнська	chrześcijanin
християнська	chrześcijański
християнська	christian
християнська	chrześcijanie
християнська	krystian
справжня	real
справжня	prawdziwy
справжня	prawdziwe
ледве	ledwo
ледве	ledwie
шум	hałas
шум	hałasy
шум	hałasu
шум	szum
базиліка	bazylika
віа	via
релігій	religie
гальмування	hamowania
гальмування	hamowanie
конвенція	konwencje
конвенція	konwencji
конвенція	konwent
конвенція	zjazd
конвенція	konwencja
атакували	ścigany
насадження	krzewy
архіпелаг	archipelagu
прорив	przełom
маркетинг	marketing
маркетинг	obrót
маркетинг	marketingu
