போட	zet
விரும்பத்தகாத	onprettig
இசைக்கு	deuntje
இசைக்கு	tune
இத்தாலியன்	italiaanse
இத்தாலியன்	italiaan
இத்தாலியன்	italiaans
ஒயிட்	wit
ஒயிட்	witte
தொந்தரவு	lastigvallen
தொந்தரவு	pesterijen
தொந்தரவு	intimidatie
தொந்தரவு	storen
தால்	dal
சான்டா	kerstman
சான்டா	santa
கேளுங்கள்	luister
கேளுங்கள்	luisteren
ஃபிராங்கண்ஸ்டைன்	frankenstein
கிடைமட்ட	horizontaal
கேன்ஸ்	cannes
கிளாஸ்கோ	glasgow
மட்டு	modulaire
ஹாலந்து	holland
வடிகால்	drainage
ஆக்ஸிஜன்	zuurstof
ஆக்ஸிஜன்	zuurstofgehalte
செருகி	plugin
அடுப்பு	kachel
அடுப்பு	fornuis
புல்வெளி	grasland
புல்வெளி	grasveld
புல்வெளி	gazon
பழைமை	antiquiteiten
பழைமை	antiek
அடிமைத்தனம்	slavernij
அடிமைத்தனம்	verslavend
குரோ	kuro
குரோ	cro
குரோ	gro
தொடர்புடையவை	gerelateerd
தொடர்புடையவை	verwant
தொடர்புடையவை	verwante
தொடர்புடையவை	gerelateerde
லைலா	leila
ஷேக்ஸ்பியர்	shakespeare
மெர்ரில்	merrill
புரிந்தவர்	daders
அன்ரன்	anton
வீர்	veer
ஜாஸ்	jazz
அன்பும்	love
அன்பும்	liefs
அன்பும்	liefde
கலவைகள்	verbindingen
வைரல்	viraal
வைரல்	virale
சகாப்தம்	tijdperk
சகாப்தம்	era
சேதி	sethi
அர்ஜூன்	arjun
தானியம்	graan
தானியம்	granen
தானியம்	cornflakes
தானியம்	ontbijtgranen
மூ	moo
மூ	boe
ரூஸ்வெல்ட்	roosevelt
டொபாகோ	tobago
செப்பெலின்	zeppelin
சாத்தியங்கள்	mogelijkheden
ஆர்டர்	bevolen
ஆர்டர்	geordend
ஆர்டர்	besteld
ஆர்டர்	bestelde
ஆர்டர்	orde
ஆர்டர்	bestellen
ஆர்டர்	order
ஆர்டர்	bestelling
மதுவிலக்கு	drooglegging
மதுவிலக்கு	verbod
பயணிகளும்	reizigers
கரங்கள்	handjes
கரங்கள்	handen
கரங்கள்	hands
அரசியலிலும்	concentreren
படிவங்கள்	vormen
படிவங்கள்	formulieren
நிறைவடைந்தது	voltooid
நிறைவடைந்தது	afgewerkt
நிறைவடைந்தது	klaar
நிறைவடைந்தது	afgewerkte
நெடுந்தீவு	delft
பலமாக	krachtiger
பலமாக	sterker
மகிழ்ச்சியான	gelukkigste
சமர்	samar
தீர்மானிக்கிறது	bepaalt
திருடன்	dief
கபில	chestnut
ஜோவி	jovi
நாற்காலி	stoel
விற்பனையாளர்	verkoper
ஓநாய்	wolf
வர்ண	pigment
பாகு	baku
கோலார்	kolar
பீட	plateau
கிராமத்து	dorpje
கிராமத்து	dorp
உத்திகளை	strategie
உத்திகளை	strategieën
பத்தொன்பது	negentien
பிரிமியர்	première
பிரிமியர்	premiere
ஹாப்	hop
தேவதைகள்	feeën
தேவதைகள்	elfjes
தேவதைகள்	engeltjes
தேவதைகள்	engelen
தேவதைகள்	angels
கோர்ட்	hof
அஸ்ஸாம்	assam
லூனா	luna
முன்மொழியப்பட்ட	voorgestelde
முன்மொழியப்பட்ட	voorgesteld
ஆண்டனி	anthony
ஆண்டனி	antonius
அருளும்	gratie
அருளும்	grace
நறுமணம்	geur
தோசை	dosa
சுயமாக	self
சுயமாக	zelf
தேனீக்கள்	bijen
அறிக்கைகளை	verklaringen
உரங்கள்	kunstmest
உரங்கள்	meststoffen
பெண்டிர்	ladies
பெண்டிர்	dames
நெறிகள்	protocollen
நெறிகள்	protocol
நார்மாண்டி	normandië
எல்லாவற்றிலும்	alles
ஃபேஸ்புக்	facebook
ஜோனாஸ்	jonas
செய்தித்தாள்கள்	kranten
செய்தித்தாள்கள்	dagbladen
ஜேக்கப்	jacob
ஜேக்கப்	jakob
நெற்றி	voorhoofd
உணர்தல்	realisatie
சந்தித்தனர்	ontmoet
சந்தித்தனர்	ontmoeten
பூசாரி	priester
உதாரணமாகும்	sportiviteit
வணிகங்கள்	bedrijven
லாலா	lala
பிங்	bing
பிங்	ping
கபீர்	kabir
திருப்பு	omdraaien
திருப்பு	flip
திருப்பு	spiegelen
ஆணி	nagel
ஆணி	spijker
டிஸ்கவரி	ontdekking
டிஸ்கவரி	ontdekkingen
டிஸ்கவரி	discovery
ஆத்தர்	arthur
சத்ய	satya
குறைத்தது	verminderde
குறைத்தது	verlaagd
குறைத்தது	verminderd
குறைத்தது	gereduceerd
கலந்துகொண்டனர்	ging
கலந்துகொண்டனர்	bijgewoond
இல்லாமலே	zonder
மதீனா	medina
மோர்கன்	morgan
மன்மதன்	cupido
வீனஸ்	venus
பெய்லி	bailey
பெய்லி	baily
தொகுக்கப்பட்டது	gecompileerd
தொகுக்கப்பட்டது	opgesteld
தொகுக்கப்பட்டது	samengesteld
எளிமை	eenvoud
மினாக்	minogue
லூர்து	lourdes
எஸ்தர்	esther
டூர்	rondreis
டூர்	tour
டூர்	rondleiding
டூர்	tournee
சுற்றிப்	rondom
சுற்றிப்	rond
இம்பால்	imphal
சுழலி	turbine
புலிட்சர்	pulitzer
ஆய்வக	laboratorium
நெபுலா	nevel
பகைமை	vijandschap
கிரியை	werkt
கிரியை	werken
அமல்	amal
பாதிக்கப்பட்டவர்கள்	slachtoffers
வெற்றிடம்	stofzuigen
வெற்றிடம்	vacuüm
துடுப்பு	vin
துடுப்பு	fin
துடுப்பு	peddel
விரிவுரையாளர்	docent
கலந்துகொண்ட	bijgewoond
வினாடி	tweede
பத்திரிகையாளர்கள்	journalisten
பத்திரிகையாளர்கள்	journaliste
பத்திரிகையாளர்கள்	journalist
பத்திரிகையாளர்கள்	journalisten
டோன்	toon
டோன்	toontje
டோன்	tone
பிக்காசோ	picasso
பீட்	pete
சமத்துவ	eritrese
தேடிய	zocht
தேடிய	gezocht
தேடிய	doorzocht
மேம்படுத்தப்பட்டது	geoptimaliseerd
மேம்படுத்தப்பட்டது	geoptimaliseerde
அடைவு	map
அடைவு	map
பிடியில்	grip
பிடியில்	greep
துளி	drop
கெல்லர்	keller
கணித்த	voorspeld
கணித்த	voorspelde
பரிந்துரையை	aanbeveling
அகதி	vluchteling
அகதி	vluchtelingen
ஆதாம்	adam
ஃபிஸ்துலா	fistel
அவென்யூ	laan
அவென்யூ	avenue
கோழிகள்	kippen
மறுக்கப்பட்டது	afgewezen
மறுக்கப்பட்டது	ontkend
மறுக்கப்பட்டது	geweigerd
பெல்லி	belle
நலத்துறை	welzijn
குத்தகை	huurcontract
குத்தகை	lease
ரஸ்புடின்	raspoetin
எகான்	akon
தியோடர்	theodore
ஹலோ	hallo
ஹலோ	hello
வடை	vada
ஹார்வர்டு	harvard
கண்டியில்	kandy
புத்தம்	brand
புத்தம்	merk
புத்தம்	brandmerk
வனவிலங்குகள்	wildlife
கேட்டது	hoorde
கேட்டது	gehoord
பத்மா	padma
ரசியா	razia
பொலிவு	gespierd
பொலிவு	buff
ஒட்டாவா	ottawa
தோற்றது	gezakt
தோற்றது	mislukt
தோற்றது	mislukte
தோற்றது	gefaald
#ஒரு	#een
#ஒரு	#one
மூலை	corner
மூலை	hoekje
மூலை	hoek
இமாலய	himalaya
நூர்	noor
அஃப்லெக்	affleck
நொதித்தல்	gisting
ஆஸ்கர்	oscar
டேவி	davey
ஜகார்த்தா	jakarta
மீறும்	schendt
கார்ட்	karretje
கார்ட்	kar
காக்ஸ்	cox
பாஷா	basha
பாஷா	pasja
எக்செல்	excel
முட்கள்	doornen
வினாக்கள்	vragen
செயலற்ற	stationair
செயலற்ற	inactief
கைரேகை	vingerafdruk
கைரேகை	vingerafdrukken
இலினொய்	illinois
எத்தியோப்பியா	ethiopië
வாக்களிக்கும்	stemmen
வாக்களிக்கும்	stemming
கண்ணுக்குத்	onzichtbare
கண்ணுக்குத்	onzichtbaar
பெல்லா	bella
லாரா	laura
லாரா	lara
பிரான்சுவா	francois
பிரான்சுவா	françois
பிரான்சுவா	francois
பிரான்சுவா	françois
அற்புதம்	awesome
அற்புதம்	geweldig
அற்புதம்	gaaf
அற்புதம்	fantastisch
அற்புதம்	lekker
பெர்க்லி	berkeley
மொழிபெயர்க்க	vertaal
மொழிபெயர்க்க	vertalen
மக்சேசே	magsaysay
அதிசயம்	mirakel
அதிசயம்	wonder
அதிசயம்	verwondering
அதிசயம்	wonder
மீனின்	visje
எபிசோட்	episode
எபிசோட்	aflevering
கியோட்டோ	kyoto
ஊக்கிகள்	starters
கச்சேரிகள்	concerten
எடி	eddie
எடி	eddy
எடி	eddy
இஸ்லாமியர்கள்	moslims
ஆப்கான்	afghaanse
கரன்	karan
அப்துல்லாஹ்	abdullah
புலாவ்	batam
அல்பேனியா	albanië
பிலாத்து	pilatus
மறுவாழ்வு	afkickkliniek
மறுவாழ்வு	afkicken
மறுவாழ்வு	revalidatie
மகிமை	glorie
மகிமை	roem
மகிமை	heerlijkheid
மகிமை	glory
பாத்	bad
போதகர்	prediker
போதகர்	predikant
கோபா	copa
நரகம்	hel
நரகம்	hell
சிரிப்பு	gelach
சிரிப்பு	lachen
சிரிப்பு	lach
சிரிப்பு	lachen
டைட்டானிக்	titanic
யோ	yoo
கேஸ்	geval
கேஸ்	case
கேஸ்	zaak
கேஸ்	gas
லெவி	levy
லெவி	heffing
ஜும்மா	juma
என்றென்றும்	forever
கேல்	gale
கேல்	kel
படுகை	stroomgebied
படுகை	bekken
பூஜைகள்	puja
வாழைப்பழம்	banaan
வாழைப்பழம்	bananen
வாழைப்பழம்	banana
பவுண்டுகள்	pond
பவுண்டுகள்	ponden
நிச்சயமற்ற	onzekerheden
நிச்சயமற்ற	onzekerheid
மாறு	schakelaar
மாறு	switch
மாறு	wisselen
மாறு	wissel
சேர்க்கவும்	toevoegen
சேர்க்கவும்	voeg
வடம்	kabel
சாரணர்	scout
சாரணர்	verkenner
கொழுப்புகள்	vetten
கொழுப்புகள்	fats
வெள்ளப்பெருக்கு	overstroming
வெள்ளப்பெருக்கு	overstromingen
அழகை	beauty
அழகை	schoonheid
குள்ள	jakhals
குள்ள	dwerg
குவியம்	focussen
குவியம்	concentreren
குவியம்	focus
லெப்டினன்ட்	luitenant
பாதுகாக்கிறது	beschermt
இரிடியம்	iridium
அங்கோலா	angola
அபூபக்கர்	abubakar
நார்மன்	norman
எதற்காக	waarom
பீனிக்ஸ்	feniks
பீனிக்ஸ்	phoenix
லேன்	laan
லேன்	lane
குமட்டல்	misselijkheid
குமட்டல்	misselijk
நிமிர்ந்து	geforceerde
நிமிர்ந்து	gedwongen
நிமிர்ந்து	afgedwongen
நிமிர்ந்து	geforceerd
விக்கிகள்	wikis
சினி	cine
மாண்டரின்	mandarijn
திராவிடம்	dravidische
ஆரியன்	arische
பராகுவே	paraguay
கடுகு	mosterd
குத்திக்	piercing
கவுர்	kaur
காசோலை	cheque
நண்டுகள்	krabben
ரகசியமாக	stiekem
ரகசியமாக	vertrouwelijke
ரகசியமாக	vertrouwelijk
காண்கிறார்	kijken
பலேடியம்	palladium
தூண்டில்	lokaas
தூண்டில்	aas
கருத்தைப்	reactie
கருத்தைப்	comment
கருத்தைப்	opmerking
கருத்தைப்	commentaar
ஹரோல்ட்	harold
வாரிசாக	erven
உலோகவியல்	metallurgie
ஹாமில்டன்	hamilton
விகுதி	teller
பிரதிபலிக்கிறது	vertegenwoordigt
பிரதிபலிக்கிறது	representeert
பிரதிபலிக்கிறது	reflecterende
மைனர்	minor
மைனர்	mineur
மைனர்	minderjarige
மகாராஜ்	maharaj
ஈறு	tandvlees
ஆமாம்	ja
தன்னார்வலர்கள்	vrijwilliger
தன்னார்வலர்கள்	vrijwilligers
மடகாஸ்கர்	madagaskar
மடகாஸ்கர்	madagascar
கேள்	ask
கேள்	vraag
கேள்	luister
கேள்	luisteren
நார்னியா	narnia
சோயா	soja
துணிகளை	kleding
துணிகளை	kleren
துணிகளை	kledij
உதவுவது	helpen
மறதி	geheugenverlies
பஜார்	bazaar
உடம்பு	zieken
உடம்பு	ziek
கண்களால்	ogen
கண்களால்	oogjes
கால்டுவெல்	caldwell
மாத்திரைகள்	pillen
அரக்கு	maroon
வாட்ச்மென்	watchmen
நாற்று	spruit
நாற்று	seedling
வாடி	wadi
மாதாந்திர	maandelijkse
மாதாந்திர	maandelijks
பாலிடெக்னிக்	polytechnic
எழுது	schrijven
எழுது	schrijf
எழுது	componeren
எழுது	branden
எழுது	brand
எழுது	burn
எழுது	verbranden
பிரயன்	brian
பிரயன்	bryan
சர்க்கார்	sarkar
ராஜினாமா	ontslagbrief
ராஜினாமா	aftreden
ராஜினாமா	ontslag
பவள	koralen
பவள	coral
பவள	koraal
நைஜல்	nigel
அறிவிப்புகள்	meldingen
அறிவிப்புகள்	aanmeldingen
ஓரம்	marge
ஓரம்	grens
பிளேர்	blair
ஐன்ஸ்டீன்	einstein
சந்தர்ப்பத்தில்	gelegenheid
கிளீசு	gliese
தொண்டர்கள்	vrijwilliger
தொண்டர்கள்	vrijwilligers
அரட்டை	chatten
அரட்டை	chatten
அரட்டை	chat
நடத்தல்	wandelen
நடத்தல்	lopen
நடத்தல்	lopend
உணரி	sensor
குயின்	koningin
குயின்	queen
பாக்தாத்	bagdad
சட்டவிரோத	onwettig
சட்டவிரோத	illegaal
சட்டவிரோத	illegale
சிக்கலானது	complexiteit
சிக்கலானது	kritiek
சிக்கலானது	kritische
சிக்கலானது	kritisch
சிக்கலானது	gecompliceerd
சிக்கலானது	ingewikkelde
சிக்கலானது	gecompliceerde
சிக்கலானது	ingewikkeld
ட்விட்டர்	twitter
புறக்கணிப்பு	boycotten
புறக்கணிப்பு	boycot
முகவர்கள்	agenten
வில்வித்தை	boogschieten
உணர்	feel
உணர்	voelen
உணர்	voel
கோகோ	coco
கோகோ	kokos
கோகோ	koko
பிளஸ்	plus
பாசிச	fascist
பாசிச	fascistische
பாசிச	fascisten
பரிவு	medeleven
பரிவு	sympathie
ஏந்திய	vasthouden
ஏந்திய	holding
பூட்டி	buit
பூட்டி	booty
அஜந்தா	ajanta
எமினெம்	eminem
மேம்பாலம்	viaduct
கொட்டும்	gieten
பாப்லோ	pablo
தூக்கம்	sleepy
தூக்கம்	slaperig
தூக்கம்	slapen
தூக்கம்	slaap
மீட்பர்	redder
மீட்பர்	verlosser
மீட்பர்	verlosser
மீட்பர்	redder
மீட்பர்	verlosser
கூறினார்கள்	borg
கூறினார்கள்	garant
கழி	aftrekken
சமஸ்கிருதத்தில்	sanskriet
மாலுமிகள்	zeelui
மாலுமிகள்	zeelieden
மாலுமிகள்	matrozen
கவர்	cover
கவர்	dekking
கவர்	omslag
கவர்	dekken
அண்ட்ராய்டு	android
அண்ட்ராய்டு	androïde
ருவாண்டா	rwanda
ருவாண்டா	rwandese
வியர்வை	zweet
வியர்வை	zweten
கென்னத்	kenneth
சந்ததி	nakomelingen
சந்ததி	nageslacht
சந்ததி	nakomeling
சந்ததி	kroost
ஞானத்தை	wijsheid
புரட்சிகரமான	revolutionair
புரட்சிகரமான	revolutionaire
குறிக்கோள்கள்	doelstellingen
குறிக்கோள்கள்	doelstellingen
குறிக்கோள்கள்	doelpunten
குறிக்கோள்கள்	goals
குறிக்கோள்கள்	doelen
பொதுவானது	publiek
பொதுவானது	openbaar
சுல்தான்கள்	sultans
தோமசு	tomas
எல்லிஸ்	ellis
விக்	pruik
விக்	vic
நிரப்பு	vullen
நிரப்பு	vul
நிரப்பு	opvullen
வெறி	wanhopig
வெறி	wanhopige
வெறி	radeloos
மருமகள்	nichtje
மருமகள்	nicht
டாய்	dai
பாலும்	melk
அந்தோணி	anthony
அந்தோணி	antonius
அடித்தல்	bulten
அடித்தல்	zweep
கில்பர்ட்	gilbert
குழப்பமான	chaos
குழப்பமான	verwarrend
குழப்பமான	verwarde
குழப்பமான	verward
குழப்பமான	verwarren
குழப்பமான	verontrustend
குழப்பமான	storend
ராசி	razi
ராசி	zodiac
சேகரித்தல்	spionage
சேகரித்தல்	spioneren
சேகரித்தல்	bespioneren
ஓரி	ori
வரிவிதிப்பு	belasting
வரிவிதிப்பு	fiscaliteit
வரிவிதிப்பு	belastingen
கொக்கோ	cacao
எட்கர்	edgar
பலவீனம்	zwakte
பலவீனம்	zwakheid
அழைப்பிதழ்	uitnodiging
விரதங்கள்	vira
பந்துவீச்சு	bowling
பந்துவீச்சு	bowlen
அசைடு	azide
வெளியீட்டாளர்	uitgeverij
வெளியீட்டாளர்	uitgever
வெளியீட்டாளர்	uitgever
சோபியா	sofia
சோபியா	sophia
நொடிகள்	seconden
நொடிகள்	sec
கடல்கள்	zeeën
வடிவமைத்தல்	opmaak
வடிவமைத்தல்	formatteren
டிசைன்	ontwerp
டிசைன்	design
டிசைன்	vormgeving
டிசைன்	ontwerpen
வரம்புகள்	beperkingen
வரம்புகள்	limieten
வரம்புகள்	grenzen
பிசின்	hars
நேப்பியர்	napier
மார்ஸ்	mars
பேச்சுக்கள்	gesprekken
உடைகளை	kleding
உடைகளை	kleren
உடைகளை	kledij
குப்லாய்	kublai
சிலிகான்	siliconen
சேத்	seth
துயரம்	rouw
துயரம்	verdriet
குணமாகும்	genezen
குணமாகும்	genas
குணமாகும்	geheeld
சுட்டிக்காட்டி	indicator
சுட்டிக்காட்டி	indicatie
பசை	lijmen
பசை	lijm
