சிண்டிகேட்	sindicato
காணக்கூடியது	visibles
லென்னி	lenny
தனிப்பட்டதாக	privadas
தனிப்பட்டதாக	privado
தனிப்பட்டதாக	privada
தனிப்பட்டதாக	privados
தனிப்பட்டதாக	raso
தனிப்பட்டதாக	soldado
பாடுங்கள்	cantar
பாடுங்கள்	canta
பாடுங்கள்	cante
ஈகோ	ego
மூட்	humor
மூட்	ánimo
பிரமாண்டம்	dólares
பிரமாண்டம்	10000
பிரமாண்டம்	mil
கொண்டாடு	celebrar
உறைகிறது	conxelación
நடக்கிறார்	camiñando
நடக்கிறார்	pola
நடக்கிறார்	andar
நடக்கிறார்	andando
நடக்கிறார்	subindo
நடக்கிறார்	camiñaba
நடக்கிறார்	camiñar
நடக்கிறார்	polas
நீடிப்பு	a
தவறுதான்	culpa
ஈட்ஸ்	come
உடல்ரீதியாக	físicamente
உடல்ரீதியாக	fisicamente
புராட்டஸ்தாந்து	protestante
நல்வரவு	benvida
நல்வரவு	benvido
நல்வரவு	benvidos
நல்வரவு	a
நல்வரவு	nada
அதிர்ஷ்ட	fortuna
அதிர்ஷ்ட	afortunada
அதிர்ஷ்ட	sorte
அதிர்ஷ்ட	afortunado
அதிர்ஷ்ட	con
அதிர்ஷ்ட	de
பெரிதா	fixarnos
கஷ்டமான	dura
கஷ்டமான	por
கஷ்டமான	duro
கஷ்டமான	duros
கஷ்டமான	difícil
பொய்யன்	mentiroso
பொய்யன்	mentireira
தொலைத்த	perdeu
தொலைத்த	perderon
தொலைத்த	perdín
தொலைத்த	perdemos
தொலைத்த	perdido
பங்களாவில்	cabana
ப்ராண்ட்	marca
பல்பு	lámpada
மலக்குகள்	os
மலக்குகள்	anxos
மலக்குகள்	inferno
மாடிக்கு	arriba
திங்கள்கிழமை	o
திங்கள்கிழமை	luns
திங்கள்கிழமை	10
தலைமுறைகளை	xeracións
அசிங்கமான	fea
அசிங்கமான	feo
சிரிப்பும்	risos
சிரிப்பும்	risas
வேர்கடலை	cacahuetes
வேர்கடலை	cacahuete
அடடா	maldita
அடடா	merda
அடடா	carallo
இழந்ததை	perdeu
இழந்ததை	perderon
இழந்ததை	perdín
இழந்ததை	perdemos
இழந்ததை	perdido
கேட்டிருக்கிறேன்	oín
கேட்டிருக்கிறேன்	falar
கேட்டிருக்கிறேன்	escoitei
காக்டெயில்	cóctel
கிளிஃபோர்ட்	clifford
கிளிஃபோர்ட்	ei
பகிர்வில்	compartir
பகிர்வில்	comparten
பகிர்வில்	compartimos
பகிர்வில்	a
பகிர்வில்	parte
மனிதா	home
மனிதா	meu
பயணிக்கிறார்	viaxando
சோர்வாக	cansa
சோர்வாக	canso
வாங்கினேன்	mercou
வாங்கினேன்	merquei
வாங்கினேன்	merqueino
வாங்கினேன்	merqueille
வாங்கினேன்	comprou
தனிமையாக	soa
தனிமையாக	só
இடியட்	idiota
இடியட்	parvo
இடியட்	imbécil
ஜம்	session
மனங்கள்	mente
மனங்கள்	mentes
மனங்கள்	as
மனங்கள்	nas
காத்லீன்	kathleen
ட்ரங்க்	maleteiro
அஞ்சா	valentes
அஞ்சா	valente
அமைப்பினையும்	probióticas
தேவதையே	anxo
மறந்துவிட்டேன்	esqueceu
மறந்துவிட்டேன்	esquecín
மறந்துவிட்டேன்	as
மறந்துவிட்டேன்	esquece
மறந்துவிட்டேன்	esquecino
கட்டுப்படுத்து	control
கட்டுப்படுத்து	controlar
முட்டாள்தனமாக	estúpido
முட்டாள்தனமாக	estúpida
முட்டாள்தனமாக	estúpidos
முட்டாள்தனமாக	parvo
முட்டாள்தனமாக	estúpidas
முட்டாள்தனமாக	parvadas
மேஸ்	labirinto
மாபியா	mafia
புரிந்துகொண்டேன்	que
புரிந்துகொண்டேன்	comprendín
புரிந்துகொண்டேன்	entendían
புரிந்துகொண்டேன்	entendeu
புரிந்துகொண்டேன்	entendía
டின்னர்	cear
டின்னர்	cea
டின்னர்	a
செயல்கூறு	funcións
செவ்வாய்கிழமை	martes
பகிர்ந்தது	compartidos
பகிர்ந்தது	compartiron
பகிர்ந்தது	compartido
பகிர்ந்தது	compartida
பகிர்ந்தது	compartimos
பகிர்ந்தது	compartiu
வருத்தமளிக்கிறது	triste
வருத்தமளிக்கிறது	tristes
உள்வாங்கு	carguen
அபத்தமானது	ridícula
அபத்தமானது	ridículo
வாழ்த்துக்களை	desexa
திருத்தியது	edited
இமாம்கள்	imán
மன்னியுங்கள்	desculpe
மன்னியுங்கள்	perdoe
மன்னியுங்கள்	desculpa
ரோபாட்	robot
ஜடை	súas
ஜடை	trenzas
வழக்கறிஞரை	fiscal
மெதுவானது	lento
மெதுவானது	lenta
மெதுவானது	lentos
மெதுவானது	ou
மெதுவானது	frean
மெதுவானது	tranquilo
தனிப்பட்டது	persoal
தனிப்பட்டது	persoais
தனிப்பட்டது	privadas
தனிப்பட்டது	privado
தனிப்பட்டது	privada
தனிப்பட்டது	privados
தனிப்பட்டது	raso
தனிப்பட்டது	soldado
ஸ்லிப்பர்	zapato
பகிர்ந்துள்ளார்	compartidos
பகிர்ந்துள்ளார்	compartiron
பகிர்ந்துள்ளார்	compartido
பகிர்ந்துள்ளார்	compartida
பகிர்ந்துள்ளார்	compartimos
பகிர்ந்துள்ளார்	compartiu
அவமானகரமான	unha
பரிதாபமாக	miserábel
பரிதாபமாக	vida
பெற்றோர்களே	pais
பெற்றோர்களே	os
பாலிஷ்	polaca
கனவுகளும்	soños
ஆச்சரியத்தில்	abraiado
ஆச்சரியத்தில்	sorprendidos
ஆச்சரியத்தில்	sorprendeuse
ஆச்சரியத்தில்	sorprendeume
ஆச்சரியத்தில்	sorprende
ஆச்சரியத்தில்	sorprendido
அதிர்ச்சியாக	temo
அதிர்ச்சியாக	medo
அதிர்ச்சியாக	que
அதிர்ச்சியாக	shock
நினைவுகளைப்	lembranzas
நினைவுகளைப்	recordos
முயற்சித்தேன்	intentei
முயற்சித்தேன்	intentou
முயற்சித்தேன்	tratamos
முயற்சித்தேன்	tentei
முயற்சித்தேன்	tentou
எதிர்புறம்	contrario
எதிர்புறம்	oposta
எதிர்புறம்	opostas
ஷிப்பிங்	despachos
அஸ்தம்	como
அஸ்தம்	coma
பைல்ஸ்	biles
அபார்ட்மெண்ட்	apartamento
அபார்ட்மெண்ட்	piso
நினைவூட்டு	que
நினைவூட்டு	lémbrolle
நினைவூட்டு	lembrareille
நினைவூட்டு	lembrar
நினைவூட்டு	lembrarlle
நினைவூட்டு	lémbranme
நினைவூட்டு	lembrarlles
அழகா	fermoso
அழகா	bonita
அழகா	fermosa
அழகா	precioso
அழகா	fermosas
குரங்குப்	drácula
ஒலியளவு	o
ஒலியளவு	volume
ஜாகர்	jagger
ஏஜென்சிகள்	axencias
ஏஜென்சிகள்	de
ஹல்லோ	ola
சூட்டிகை	intelixente
சூட்டிகை	intelixentes
சூட்டிகை	listos
சூட்டிகை	moi
சூட்டிகை	listo
தெரியாதது	descoñecido
தெரியாதது	descoñecida
நாகரீகமாக	educado
நாகரீகமாக	educados
புரவலன்	anfitrión
யாருடையது	que
யாருடையது	cuxo
யாருடையது	cuxa
யாருடையது	cuxos
யாருடையது	de
யாருடையது	a
யாருடையது	quen
அன்பிற்குரிய	amado
அன்பிற்குரிய	querido
குறிப்பைப்	nota
குறிப்பைப்	a
குறிப்பைப்	punta
குறிப்பைப்	dan
குறிப்பைப்	propinas
நம்பகமானது	fiables
நம்பகமானது	fiable
நம்பகமானது	confianza
பாட்டியை	avoa
பாட்டியை	a
பரிணமித்து	evolucionou
முயற்சிக்கிறான்	tentando
முயற்சிக்கிறான்	intentando
டைவ்	inmersión
பேப்பர்ஸ்	papeis
பேப்பர்ஸ்	prensa
பேப்பர்ஸ்	os
பேப்பர்ஸ்	xornal
பேப்பர்ஸ்	xornais
பாசமாக	coidado
ஹூப்பர்	hooper
துருப்பு	clave
துருப்பு	chave
செயல்படுங்கள்	acto
செயல்படுங்கள்	actuar
இன்றிரவு	esta
இன்றிரவு	noite
இன்றிரவு	hoxe
கொண்டுவா	trae
அசிங்கமாக	fea
அசிங்கமாக	feo
ரிலாக்ஸ்	reláxate
ரிலாக்ஸ்	relaxa
ரிலாக்ஸ்	relaxar
அபத்தமான	absurdas
ஹம்ஃபிரே	humphrey
ஜூசெப்பே	giuseppe
சரிபார்க்கிறது	o
ஊசலாட்டம்	dilema
டார்பி	darby
கனிவான	tipo
கனிவான	como
கனிவான	clase
லைனர்	cruceiro
வேடிக்கையானது	ben
வேடிக்கையானது	divertido
வேடிக்கையானது	divertida
வேடிக்கையானது	gracioso
வேடிக்கையானது	divertido
வேடிக்கையானது	raro
