から	nga
再会	ribashkuar
再会	ribashkohen
再会	bashkim
再会	ribashkim
再会	ribashkimi
プレーオフ	playoff
室内	indoor
コーヒー	kafe
コーヒー	kafja
スパイ	spiun
スパイ	spiuni
スパイ	spiune
スパイ	spiunazh
スパイ	spiunë
スパイ	spiunët
素材	materiale
素材	materialet
素材	materiale
ライナー	rainer
登山	ngjitje
登山	ngjitja
登山	alpinizmi
ログ	log
ログ	shkrime
ログ	shkrimet
怒り	inatin
怒り	inat
怒り	zemërim
怒り	zemërimi
怒り	inati
怒り	zemëruar
怒り	nxehur
怒り	inatosur
ブー	bu
ブー	boo
女の子	qik
女の子	goce
女の子	vajzë
女の子	vajz
女の子	girl
トレード	tregtisë
トレード	trade
トレード	tregti
トレード	tregtia
回路	qark
回路	qarku
神田	kanda
商人	tregtari
商人	tregtarë
商人	tregtarët
外観	daljen
外観	paraqitja
外観	shikim
外観	shikoni
外観	shiko
マネージャー	menaxheri
マネージャー	menaxher
マネージャー	menaxherin
マネージャー	menagjer
マネージャー	menaxhues
近衛	konoe
エイト	tetë
向き	orientimi
奨励	inkurajimin
奨励	inkurajim
通勤	distanc
通勤	udhëtoni
通勤	udhëtarësh
セラ	sera
パンチ	grusht
コメディ	komedi
シャルル	charles
シャルル	çarls
シルバー	argjend
シルバー	argjendi
救助	shpëtimi
救助	shpëtim
やす	lehtësi
やす	lehtësimi
ジョージア	georgia
ジョージア	xhorxhia
ジョージア	gjeorgjia
水曜日	merkuren
水曜日	martohej
水曜日	mër
水曜日	martohet
グレイ	gray
グレイ	grei
グレイ	grej
グレイ	gri
グレイ	grei
グレイ	grey
グレイ	gri
チェンジ	ndryshoni
チェンジ	ndryshoje
チェンジ	ndrysho
チェンジ	ndryshim
チェンジ	ndryshimi
デル	del
デル	dell
働く	punu
働く	pune
働く	punuar
働く	punon
アドベンチャー	aventurë
アドベンチャー	aventura
アドベンチャー	aventure
火曜日	marten
アドレス	adresat
アドレス	adrese
アドレス	adresë
アドレス	adres
アドレス	adresa
アドレス	adresën
アルバ	alba
アルバ	aruba
論争	kundërshti
論争	polemika
論争	polemikë
売り上げ	shitjet
売り上げ	sales
売り上げ	shitje
ニーズ	duhen
ニーズ	duhet
ニーズ	nevoja
ニーズ	nevoitet
ニーズ	nevojë
ニーズ	nevojat
ゲイ	gej
ゲイ	peder
ゲイ	homoseksual
ゲイ	gay
同級生	klase
コント	comte
森林	pyll
森林	pylli
森林	pyje
森林	pyjet
症状	simptoma
症状	simptomat
症状	simptomet
マンション	vilë
グレート	mrekulli
本土	kontinent
混合	përzier
混合	përzierë
混合	përziera
告白	rrëfimet
告白	rrëfime
その間	ndërkohë
所持	zotërim
所持	posedim
所持	posedimin
ノット	nyje
セカンド	sekondë
セカンド	dyte
セカンド	sekond
セカンド	dyta
セカンド	dytë
不能	pamundësi
ブーム	boom
ブーム	bum
マドリード	madrid
マドリード	madridi
出土	zbulohet
和泉	izumi
後ろ	mbrapa
後ろ	kthy
後ろ	prapa
パーティー	aheng
パーティー	festa
パーティー	parti
パーティー	festë
パーティー	ndeja
パーティー	party
パーティー	palët
パーティー	partitë
修行	trajnime
修行	trajnimi
修行	stërvitje
修行	trajnim
修行	stervitje
マップ	harta
マップ	hartat
マップ	harta
マップ	hartën
マップ	hartë
マップ	harte
マップ	map
ミュンヘン	mynih
ミュンヘン	munich
ニック	nik
ニック	nick
ニック	niku
ブラッド	gjakut
ブラッド	gjak
ブラッド	gjaku
ブラッド	gja
ブラッド	brad
ギャラリー	galeri
ギャラリー	galeria
動員	mobilizuar
動員	mobilizim
繁殖	edukate
ガード	roje
ガード	roja
ガード	garda
十二	dymbëdhjetë
十二	twelve
ターン	ktheje
ターン	radha
ショウ	shaw
ショウ	sho
結論	përfundime
結論	përfundimet
結論	konkluzion
結論	konkluzioni
結論	përfundim
結論	përfundimi
秘書	sekretarët
秘書	sekretare
秘書	sekretar
秘書	sekretari
ブライアン	brian
ウォーター	uje
ウォーター	uj
ウォーター	uji
ウォーター	ujë
牧野	makino
ダニエル	danieli
ダニエル	daniel
詰め	mbushja
土佐	tosa
クロアチア	kroaci
クロアチア	kroacia
ソナタ	sonata
表彰	dekorata
表彰	çmime
表彰	qmime
表彰	çmim
陽子	protonit
出産	lindjeje
不満	pakënaqur
不満	pakënaqësinë
不満	pakënaqësi
不満	pakënaqësia
不満	pakënaqësinë
不満	pakënaqësia
不満	pakënaqësi
ラテン語	latinisht
属性	veçoritë
属性	atributet
シル	sil
アントニオ	antónio
アントニオ	antonio
アーカイブ	arkivuar
アーカイブ	arkivi
アーカイブ	arkiv
アーカイブ	arkiva
アーカイブ	arkivat
アーカイブ	arkivave
変動	luhatjet
騎兵	kalorësia
衝撃	ndikim
衝撃	përplasja
衝撃	ndikimi
衝撃	goditja
衝撃	tronditje
衝撃	shok
衝撃	tronditja
衝撃	tronditur
衝撃	shokuar
手続き	procedura
手続き	procedurat
手続き	procedurë
手続き	procedura
手続き	procedure
手続き	proçedura
ユニオン	unioni
ユニオン	bashkim
ユニオン	bashkimi
カロライナ	karolina
カロライナ	carolina
前面	front
前面	fronti
前面	frontin
瞬間	moment
瞬間	momenti
瞬間	çastit
瞬間	çast
中断	ndërprerje
中断	pezulloi
中断	pezulluar
ホンダ	honda
ストップ	stop
ストップ	boll
ストップ	ndalo
歯科	dentare
歯科	dentar
歯科	stomatologji
招待	ftesat
招待	ftesa
招待	ftese
招待	ftesa
招待	ftesë
招待	ftesën
招待	ftesen
招待	ftesat
招待	fton
招待	ftesa
エクスプレス	express
エクスプレス	shpreh
エクスプレス	shprehi
エクスプレス	shprehin
スタンド	qëndro
怪我	plagosur
怪我	plagosi
怪我	dëmtimi
怪我	lëndim
怪我	dëmtim
怪我	lëndimet
怪我	plagosje
怪我	plagë
怪我	lëndime
プレゼント	dhurata
プレゼント	dhuratat
プレゼント	prezente
プレゼント	pranishëm
プレゼント	prezent
スロバキア	sllovak
スロバキア	sllovakisë
スロバキア	sllovakinë
スロバキア	sllovaki
スロバキア	sllovakia
オーナー	owner
オーナー	pronare
オーナー	pronar
オーナー	pronari
オーナー	pronarëve
オーナー	pronaret
オーナー	pronarë
オーナー	pronarët
グラフ	grafik
グラフ	grafikun
縮小	psikiatër
健一	kenichi
アリーナ	arena
アリーナ	arenë
回収	shërimin
回収	shërim
回収	shërimi
そば	punët
認証	verifikuar
認証	verifikimi
認証	autentifikimi
認証	identifikimi
認証	autentifikimit
認証	verifikim
認証	verifikimi
復讐	hakmarrja
復讐	hakmarrje
復讐	hak
復讐	hakmarrja
本当に	vertet
本当に	vërtetë
本当に	vërtet
講義	leksioni
講義	leksion
講義	leksionet
講義	leksione
ボブ	bob
ボブ	bobi
絶滅	shuar
絶滅	zhdukjen
絶滅	zhdukje
絶滅	zhdukja
婦人	zonjat
婦人	zonja
チャンス	mundësia
チャンス	shanse
チャンス	mundësi
チャンス	mundesi
チャンス	shans
マーティン	martini
マーティン	martin
制服	uniform
制服	uniforma
制服	uniforme
制服	uniformë
制服	uniformën
リアル	real
リアル	reale
リアル	vertet
リアル	vërtetë
リアル	rial
ギタリスト	kitaristi
アーサー	arturi
アーサー	arthur
アーサー	artur
学位	gradë
学位	diplomë
学位	shkalla
カム	cam
ラッシュ	rush
ラッシュ	rash
コントロール	kontrolla
コントロール	kontroll
コントロール	kontrolli
コントロール	kontrollë
コントロール	kontrollon
コントロール	kontrollet
コントロール	kontrolle
アルト	alto
メイド	shërbyese
メイド	shërbëtore
メイド	pastruese
毎回	çdoherë
階段	shkallët
階段	shkallet
ナン	nan
那覇	naha
条例	masi
ステレオ	stereo
リゾート	resort
リゾート	vendpushimet
ヘリコプター	helikopter
ヘリコプター	helikopteri
フォーク	pirun
フォーク	folk
ブリッジ	ura
ブリッジ	ure
ブリッジ	urë
ルーム	dhom
ルーム	dhoma
ルーム	dhomë
ルーム	dhome
ルーム	dhoma
ルーム	dhomat
反映	mendojnë
思い出	kujtime
思い出	kujtimet
ピアニスト	pianisti
原理	parimin
原理	parime
原理	parim
原理	parimi
原理	parime
原理	principet
原理	parimet
キューバ	kuban
キューバ	cuba
キューバ	kubë
キューバ	kuba
予約	rezerva
予約	emërimi
予約	takim
予約	rezervimi
予約	rezervimi
送る	dërgoni
送る	dergoni
送る	dërgo
バーン	hangar
バーン	paharruar
バーン	stalla
ふじ	fuji
戦術	taktika
戦術	taktikat
戦術	taktikë
スピン	rrotullim
スピン	tjerr
ホイール	timon
ホイール	rrotë
ホイール	rrota
ホイール	rrota
カラ	kara
ふたり	futari
レーザー	lazer
レーザー	laser
アキ	aki
ライオンズ	luanët
ライオンズ	luanë
間違い	gabimet
間違い	gabime
ヒトラー	hitlerin
ヒトラー	hitler
ヒトラー	hitleri
ヒトラー	hitlerit
フィラデルフィア	filli
フィラデルフィア	filadelfia
走り	vrapo
走り	vrap
忍者	ninja
忍者	ninxha
忍者	ninja
忍者	ninxhat
サスペンス	pasiguria
ユーザ	përdoruesi
ユーザ	përdorues
ユーザ	përdoruesit
ユーザ	përdorues
ユーザ	përdoruesve
海峡	ngushtica
海峡	ngushticat
海峡	kanal
海峡	kanali
海峡	channel
氏名	emri
氏名	emrin
氏名	emër
ムーン	hëna
ムーン	hënë
ムーン	hena
ムーン	moon
ムーン	mun
誤解	keqkuptim
バッハ	bach
バッハ	bah
立花	tachibana
スポット	vend
スポット	vendi
スポット	place
スポット	vendë
スポット	spot
スポット	vënde
スポット	vendet
スポット	vëndet
スポット	vende
酸素	oksigjeni
酸素	oksigjen
マサチューセッツ	masaçusets
ハリー	heri
ハリー	harri
ハリー	herri
ハリー	hari
ハリー	harry
要件	kërkesat
ビーチ	plazh
ビーチ	plazhi
ビーチ	plazhet
ビーチ	plazhe
チャンピオンシップ	kampionat
チャンピオンシップ	kampionati
めぐみ	megumi
プロセス	proçes
プロセス	proces
プロセス	proçesi
プロセス	procesi
プロセス	proceseve
プロセス	procese
プロセス	proceset
カルロス	karlos
カルロス	carlos
友達	miqtë
友達	shokët
友達	shokë
友達	miq
友達	friends
友達	shoqe
友達	mik
友達	miku
友達	shok
充実	përmbushjen
ガイドライン	udhëzimet
リポーター	gazetarët
リポーター	gazetarësh
リポーター	gazetaret
リポーター	gazetarë
リポーター	gazetare
リポーター	gazetarja
リポーター	gazetar
リポーター	gazetari
リポーター	reporter
登記	rregjistrimi
登記	regjistrimi
レディ	ledi
レディ	zonjë
レディ	zonja
哲也	tetsuya
着陸	ulje
着陸	ulja
損害	dëmtimi
損害	dëmi
損害	dëme
損害	dëm
損害	dëmtim
キース	keith
ボート	barkat
ボート	anijet
ボート	varkat
ボート	varkë
ボート	anije
ボート	varka
ボート	anija
ボート	varke
説得	bindjes
説得	bindë
説得	bindës
サーキット	qark
サーキット	qarku
行列	matriks
行列	matrix
独占	ekskluzive
独占	monopol
独占	monopoli
ベリー	manaferrat
ベリー	kokërr
ベリー	kokrra
道具	pajisjet
道具	paisje
道具	pajisje
道具	paisjet
道具	mjeti
道具	vegël
道具	mjet
道具	vegla
道具	mjetet
道具	mjete
道具	veglat
道具	instrument
道具	instrumenti
天気	moti
天気	mot
粒子	grimcat
粒子	grimca
粒子	grimcë
粒子	grimca
謝罪	falje
謝罪	ndjese
謝罪	falje
避ける	shmangni
避ける	shmangur
避ける	shmang
避ける	shmangeni
比率	raporti
エリ	eli
エリ	elia
ビール	birra
ビール	birrë
ビール	birre
ビール	birra
美人	bukuroshet
クリスタル	kristal
クリスタル	kristali
クリスタル	kristalin
クリスタル	crystal
リレー	përforcues
中田	nakata
バイク	motorë
バイク	motorra
バイク	bicikleta
バイク	bicikleta
バイク	motorr
バイク	biçikletë
バイク	bike
バイク	biçikleta
バイク	motorr
バイク	motor
ボクサー	bokser
ボクサー	boksier
ボクサー	boksieri
チャンピオンズ	kampionet
チャンピオンズ	champions
チャンピオンズ	kampionë
チャンピオンズ	kampionët
ドクター	mjek
ドクター	mjeke
ドクター	doktori
ドクター	doktor
マレーシア	malaysia
マレーシア	malajziane
マジ	seriozisht
マジ	maji
考え方	mendimi
考え方	mendim
山内	yamauchi
告知	njoftim
告知	lajmërim
符号	kodin
符号	kod
符号	kodi
無限	pafundësi
当局	autoritete
当局	autoritetet
当局	autoriteteve
バイオ	bio
ハロー	përshëndetje
ハロー	hello
ハロー	pershendetje
コーポレーション	korporata
コーポレーション	corporation
コーポレーション	korporatë
コーポレーション	korporatën
付与	dhënë
付与	dhënia
付与	dhuro
付与	grant
エリック	eriku
エリック	erik
研究員	studjues
研究員	studiues
麻雀	mahjong
ハーフ	gjysmën
ハーフ	gjysem
ハーフ	gjysmë
ハーフ	gjysma
定理	teorema
ジェン	jen
ネオ	neo
幸せ	lumturi
幸せ	lumturia
幸せ	gezuar
幸せ	gëzuar
人種	gare
人種	gara
人種	garë
人種	race
人種	raca
運河	kanal
運河	kanali
運河	kanale
運河	kanalet
日向	hyuga
リトアニア	lituania
グローバル	global
グローバル	globale
安倍	abe
パラダイス	parajsa
パラダイス	parajse
パラダイス	parajsë
パラダイス	paradise
パラダイス	xhenetit
パラダイス	xhenneti
農民	fshatar
農民	fshatare
農民	fshatari
農民	fukara
農民	fshatarët
農民	fshatarë
農民	fshatarëve
台詞	dialogu
台詞	dialog
候補者	kandidatë
候補者	kandidatët
候補者	kandidati
候補者	kandidatja
候補者	kandidate
候補者	kandidat
彗星	kometa
スプリング	pranverë
スプリング	pranvere
スプリング	pranvera
アナウンス	njoftim
アナウンス	lajmërim
アナウンス	njoftojë
アナウンス	njoftoj
アナウンス	njoftime
心臓	zemre
心臓	zemra
ウエスト	perëndimi
ウエスト	west
ウエスト	perendimi
ウエスト	perëndim
ウエスト	perendim
ウエスト	perëndimore
ウエスト	belin
ウエスト	beli
ウエスト	bel
ゆり	juri
ゆり	yuri
大使館	ambasadat
大使館	ambasada
大使館	ambasadave
大使館	ambasada
大使館	ambasadën
大使館	ambasadë
肉体	mishin
肉体	mishi
肉体	mish
食事	vakt
食事	vakte
豊富	bollshme
豊富	bollshëm
バイト	byte
バイト	bytes
ジェフ	xhef
ジェフ	jeff
避難	strehim
避難	strehimi
避難	evakuimi
君主	monark
装飾	dekorata
装飾	dekorim
装飾	dekorime
装飾	stoli
ドラゴンズ	dragonj
あや	aja
アテネ	athinë
アテネ	athina
アテネ	athens
アテネ	athine
モンテ	monte
テーブル	tabela
テーブル	tabelë
テーブル	tryeza
テーブル	tavolinë
テーブル	tavolina
テーブル	tryezat
テーブル	tryeza
テーブル	tavolina
テーブル	tavolinat
リボン	shirita
リボン	fjongo
シード	farat
シード	fara
シード	fara
シード	pasardhës
チリ	kilian
チリ	kili
サマー	verës
サマー	vera
サマー	verën
サマー	vere
サマー	verore
サマー	verë
併合	aneksohet
併合	konsolidimin
併合	aneksimi
処刑	ekzekutimi
処刑	ekzekutim
武士	samurai
武士	bushi
感覚	shqisat
感覚	shqisa
感覚	ndjesinë
感覚	kuptim
感覚	sens
感覚	sensi
警告	paralajmërim
警告	paralajmerim
警告	paralajmërimet
警告	paralajmërime
プログラミング	programe
プログラミング	programimi
白鳥	mjellma
白鳥	mjellmë
白鳥	mjellma
頻繁	shpesh
頻繁	shpesh
頻繁	shpeshherë
頻繁	shpeshta
公爵	duku
公爵	duk
公爵	duka
公爵	dukë
差分	dallimet
差分	diferencat
差分	dallime
差分	dallim
差分	diferenca
差分	diference
差分	ndryshim
差分	ndryshimi
差分	dallimi
ネコ	macet
ネコ	mace
ネコ	cat
ネコ	maca
ネコ	macja
山頂	kulmin
山頂	kulmi
ゲージ	matës
グラフィック	grafike
グラフィック	grafik
グラフィック	grafika
グラフィック	grafikë
ハイム	haim
マスク	maske
マスク	maskën
マスク	maska
マスク	maskë
マスク	maskat
マスク	maska
公国	principata
公国	duchy
圧倒的	dërrmuese
麻生	aso
バレー	volley
バレー	valley
バレー	lugina
バレー	luginë
緑色	grin
緑色	jeshil
緑色	green
緑色	jeshile
緑色	gjelbër
強調	theksi
強調	theks
金額	shuma
金額	sasia
金額	sasi
チップ	copëza
チップ	copëzat
チップ	çipi
チップ	chip
チップ	çip
チップ	bakshish
チップ	tip
チップ	këshillë
辞職	dorëheqjen
辞職	dorëheqja
辞職	dorëheqje
チョウ	flutura
チョウ	flutur
アルコール	alkooli
アルコール	alkohol
アルコール	alkool
アルコール	alkol
アルコール	alkoholi
同志	shoket
同志	shokë
同志	shoke
保育	kopësht
テープ	shiriti
テープ	shirit
テープ	kasetë
テープ	kaseta
テープ	kasetat
テープ	kaseta
要因	faktorët
要因	faktorë
予報	parashikimi
予報	parashikohet
マネジメント	menaxhimi
マネジメント	administrim
マネジメント	menaxhim
サーバ	server
サーバ	serverin
サーバ	serveri
サーバ	server
化合物	përbërje
化合物	kompleks
化合物	përzierja
所有者	owner
所有者	pronare
所有者	pronar
所有者	pronari
所有者	pronarëve
所有者	pronaret
所有者	pronarë
所有者	pronarët
大介	daisuke
ルカ	luke
ルカ	luca
弱い	dobet
弱い	dobet
弱い	dobët
祝日	festa
祝日	pushime
祝日	pushimet
祝日	pushime
祝日	festat
祝日	pushimet
マーケット	pazari
マーケット	tregu
マーケット	tregjet
マーケット	tregjeve
マーケット	tregje
マーケット	tregu
マーケット	tregut
マーケット	treg
マーケット	market
デッキ	kuvertë
偶然	rastësia
偶然	rastesi
偶然	rastësi
年金	pensionin
年金	pensioneve
年金	pension
年金	pensioni
年金	pensione
年金	pensionet
芸能人	argëtues
芸能人	argëtues
三人	tri
三人	treshi
三人	tre
バランス	ekuilibruar
バランス	balancuar
バランス	bilanci
バランス	balanca
バランス	ekuilibri
バランス	terezi
液体	lëngje
液体	lëngjet
液体	lëng
液体	lëngshëm
石橋	ishibashi
ウェールズ	uells
審判	gjykimin
審判	gjykimi
審判	gjykim
審判	gjyq
審判	gjyqin
審判	gjyqi
審判	qeverisëse
審判	vendimi
タンパク質	proteina
タンパク質	proteinat
バット	bat
予測	parashikohet
予測	parashikoj
予測	parashikimi
予測	parashikohet
予測	parashikimi
予測	parashikim
予測	parashikimet
予測	parashikime
暗号	kriptimi
暗号	kriptografisë
メアリー	meri
メアリー	mary
欲しい	dëshironi
欲しい	duan
欲しい	duam
欲しい	doni
栄養	ushqimi
不安	ankth
不安	ankthi
食べる	ha
食べる	hahet
食べる	hani
食べる	ha
食べる	hash
食べる	haje
食べる	hane
トマス	tomas
トマス	thomas
トマス	tomasi
メタ	meta
検事	prokuror
検事	prokurori
理想	idealet
理想	ideale
理想	ideal
理想	ideale
ひろし	hiroshi
たけし	takeshi
遊び	luaj
遊び	luaje
遊び	play
服部	hattori
ハリウッド	hollywood
ハリウッド	hollivudit
ハリウッド	hollivud
ハリウッド	hollivudi
戦記	senki
ショック	tronditje
ショック	shok
ショック	tronditja
ショック	tronditur
ショック	shokuar
フェイス	besim
フェイス	besimi
フェイス	fytyrën
フェイス	surrat
フェイス	face
フェイス	fytyra
行使	ushtrim
ピット	gropë
ピット	gropa
ピット	pitt
炭素	karbonit
炭素	karbon
炭素	karboni
炭素	carbon
体操	gjimnaste
体操	gjimnastikë
体操	gjimnastika
チェロ	cello
チェロ	violonçelist
ワーク	pune
ワーク	punet
ワーク	puna
ワーク	puno
ワーク	punë
ワーク	pun
プライバシー	intimitet
プライバシー	privatësi
プライバシー	privatësinë
プライバシー	privatësisë
美濃	mino
道場	dojo
濃度	përqëndrim
濃度	përqëndrimi
セーブ	shpëtoje
セーブ	shpëto
セーブ	ruaje
セーブ	ruaj
看板	tabelë
エンジェル	engjell
エンジェル	engjëlli
エンジェル	angel
エンジェル	engjëll
大西洋	atlantike
大西洋	atlantic
大西洋	atlantik
大西洋	atlantikut
ダース	duzinë
単語	fjala
単語	fjal
単語	fjalë
単語	fjale
単語	fjalët
単語	fjalet
単語	fjalë
単語	fjale
懸念	shqetësime
懸念	shqetësimet
懸念	shqetësimeve
テキスト	teksti
テキスト	tekst
テキスト	tekste
テキスト	tekstet
品質	cilësore
品質	kualitet
品質	cilësi
品質	cilësia
品質	cilesi
品質	kualiteti
ジア	gia
ジア	zia
主婦	shtëpiake
倉庫	depo
倉庫	magazinë
倉庫	magazina
倉庫	depot
倉庫	magazina
ワイルド	wild
ワイルド	eger
ワイルド	egra
ワイルド	egër
ワイルド	wilde
チーフ	shef
チーフ	shefi
珍しい	pazakontë
誰か	dikujt
誰か	dikë
誰か	dike
誰か	dikush
寄付	dhurimi
寄付	dhurim
寄付	donacion
寄付	dhuro
寄付	dhurimin
寄付	dhurojë
寄付	dhurojnë
寄付	donacione
寄付	donacionet
艦船	anije
艦船	anijet
艦船	lundra
学問	meson
学問	mësimi
学問	mëson
復元	rikthyer
復元	rivendosur
復元	restaurimi
復元	restaurimit
復元	restaurimin
死ぬ	vdesin
死ぬ	vdes
死ぬ	vdis
オハイオ	ohio
オハイオ	ohajo
フランツ	franz
個別	individualisht
個別	individ
個別	individual
個別	individuale
個別	individi
ベクトル	vektor
津波	cunami
津波	tsunami
美女	bukuroshet
テック	tech
プラットフォーム	platformë
プラットフォーム	platforma
プラットフォーム	platformën
プラットフォーム	platforma
水泳	notim
水泳	noto
水泳	notim
水泳	notin
水泳	not
水泳	noti
ダンサー	kërcimtarë
ダンサー	balerin
ダンサー	dancer
ダンサー	valltare
考古学	arkeologji
考古学	arkeologu
考古学	arkeologjisë
外側	jashtme
レム	lem
レム	lemi
レム	rem
征服	pushtim
征服	pushtimi
征服	pushtimit
征服	sundim
征服	pushtoj
アミ	ami
早い	hershme
早い	hershëm
早い	herët
早い	heret
通路	fragmenti
通路	kalim
通路	kalimi
港湾	porte
港湾	port
港湾	portin
港湾	porti
集会	kuvendi
集会	asamble
集会	kuvendit
ミラノ	milani
ミラノ	milano
ミラノ	milan
ミラノ	milano
封印	vulë
封印	vula
封印	seal
切り替え	kaloni
切り替え	kalo
嫌い	urreni
嫌い	urrej
嫌い	urrejtje
嫌い	hate
サイン	shenjave
サイン	shenjat
サイン	shenja
サイン	mrekullitë
サイン	nënshkruaj
サイン	firmos
サイン	nënshkruani
サイン	shenjë
人材	personel
人材	personelin
人材	personeli
人材	personelit
スティック	shkopinjtë
スティック	shkopinj
スティック	shkop
密度	dendësia
同僚	kolegu
同僚	koleg
同僚	koleget
同僚	kolegë
同僚	kolegët
同僚	bashkëpunëtor
同僚	koleg
同僚	bashkëpunëtorët
同僚	kolegët
建築物	ndërtesa
建築物	ndërtesat
建築物	godina
建築物	ndertesa
建築物	godinat
方程式	ekuacion
方程式	ekuacioni
方程式	ekuacionet
スイッチ	kaloni
スイッチ	kalo
レスリング	mundje
レスリング	mundje
レスリング	mundja
壊滅	eleminimi
壊滅	asgjësimin
知的	intelegjent
知的	inteligjent
知的	inteligjente
知的	intelegjente
花火	fishekzjarrët
東山	higashiyama
フラッシュ	flash
フラッシュ	flesh
ボイス	zëri
ボイス	zë
修復	restaurimi
修復	restaurimit
修復	restaurimin
トライ	provoni
トライ	provo
久保	kubo
宿泊	strehim
宿泊	strehimi
洪水	përmbytjet
洪水	përmbytje
洪水	përmbytja
洪水	përmbytjet
洪水	përmbytjen
洪水	përmbytje
洪水	përmbytja
洪水	përmbytjet
洪水	përmbytje
ナス	patëllxhan
くま	winnie
保証	garantuar
保証	garantuara
保証	garantoi
保証	garanton
保証	garancitë
保証	garantuar
保証	garanci
三田	sanda
三十	thirty
三十	tridhjetë
想い	mendime
想い	mendimet
ホラー	tmerri
ホラー	horror
ホラー	tmerr
ダグラス	daglas
ダグラス	douglas
流用	devijim
偵察	zbulim
ラウ	lau
維新	restaurimi
維新	restaurimit
維新	restaurimin
コナ	kona
コイン	coins
コイン	monedhat
コイン	monedha
コイン	monedhe
コイン	monedhë
コイン	monedha
踊り	vallëzim
踊り	kërcimi
踊り	vallëzimi
踊り	kërcim
刑務所	burgje
刑務所	burgjet
刑務所	burgjeve
刑務所	burg
刑務所	burgu
重力	graviteti
瀬戸	seto
ドメイン	domain
パーティ	aheng
パーティ	festa
パーティ	parti
パーティ	festë
パーティ	ndeja
パーティ	party
パーティ	palët
パーティ	partitë
スーツ	kostume
スーツ	kostum
クラーク	klark
クラーク	klark
クラーク	clark
信託	amanetin
信託	amanetet
ジャージー	xhersi
ジャージー	jersey
松下	matsushita
追跡	ndjekje
追跡	ndjekja
彫刻	gdhendje
彫刻	skulptura
彫刻	skulpturë
彫刻	skulptori
彫刻	skulptura
フィル	fili
フィル	phil
フィル	fil
フィル	fill
無関係	parëndësishëm
砂漠	shkretëtira
砂漠	shkretëtirë
砂漠	shkretëtirave
砂漠	shkretëtira
水中	nënujor
マーガレット	margaret
砲撃	bombardimit
砲撃	bombardimet
科目	subjektet
科目	subjekte
ひかり	hikari
曲線	kthesë
曲線	lakim
曲線	kthesat
曲線	kthesa
恐竜	dinosaur
恐竜	dinozauri
恐竜	dinosaurët
レビュー	shqyrton
レビュー	rishikimet
レビュー	shqyrtimi
レビュー	shqyrtim
レビュー	rishikim
セックス	seks
セックス	seksit
セックス	sex
追記	shtoja
ピア	peer
ピア	pia
パレード	paradë
パレード	parade
ゴム	gome
コラボレーション	bashkëpunimi
コラボレーション	bashkëpunim
フィン	fin
フィン	fini
フィン	fin
フィン	finn
レオン	león
レオン	leoni
レオン	leon
レオン	leonit
警察官	polica
警察官	policë
警察官	polici
警察官	policia
部族	fis
部族	fisi
部族	fisit
部族	fisin
メロディ	melodi
メロディ	melodi
メロディ	melodi
プレート	pjatë
プレート	pjata
結晶	kristal
結晶	kristali
結晶	kristalin
結晶	crystal
ハンド	dorën
ハンド	dora
ハンド	dorës
ハンド	dorë
見出し	titulli
見出し	titujt
ユーゴ	jugo
妖精	zane
妖精	zana
妖精	zanë
昆虫	insekte
昆虫	insektet
昆虫	insekti
昆虫	insekt
墓地	varreza
墓地	varrezat
墓地	varreza
墓地	varrezë
墓地	varreza
墓地	varrezë
妊娠	shtatzania
妊娠	shtatzënisë
妊娠	shtatzënë
妊娠	shtatzëna
妊娠	shtatëzënë
野菜	perimet
野菜	perime
野菜	perimesh
野菜	perimet
野菜	perime
叔父	daja
叔父	xhaxha
叔父	axha
コンクリート	konkret
コンクリート	konkrete
コンクリート	beton
コンクリート	betoni
エントリー	hyrjen
エントリー	hyrje
エントリー	hyrja
釣り	peshkimi
釣り	peshkim
ストア	dyqan
ストア	dyqani
フロー	fluksi
フロー	rrjedhë
フロー	rrjedhin
南極	antarktidë
南極	antarktik
パシフィック	paqësor
パシフィック	paqësorit
ハッピー	gezuar
ハッピー	gëzuar
ノーベル	nobel
センチメートル	centimetra
センチメートル	centimetër
スクリーン	ekran
スクリーン	ekrani
スクリーン	ekranin
シェル	shell
シェル	predha
シェル	predhat
グラス	gotë
グラス	xhami
グラス	xham
グラス	xhama
後輩	juniors
雰囲気	ambientit
雰囲気	atmosferë
雰囲気	atmosfera
雰囲気	atmosfere
化粧	grim
化粧	grimi
恒星	hyjnor
恒星	yll
恒星	ylli
ビス	bis
シュート	xhiruar
シュート	gjuaj
介護	plas
介護	care
ハンス	hans
ハンス	hansi
プー	poo
ヒュー	hug
横綱	yokozuna
水平	horizontal
ネル	nel
本多	honda
スカウト	zbulues
じゅん	jun
職人	zejtarët
職人	artizanale
職人	zejtari
職人	artizanë
改定	rishikim
調理	gatim
調理	gatimi
秀樹	hideki
エロ	erotik
エロ	erotike
週末	fundjava
週末	fundjave
週末	fundjava
週末	fundjavë
ホセ	jose
ホセ	hoze
ホセ	josé
コーン	misër
コーン	misri
コーン	kon
スキル	aftësi
スキル	aftësitë
スキル	aftësi
スキル	aftësitë
サイクル	ciklet
サイクル	cikle
サイクル	ciklin
サイクル	cikli
サイクル	cikël
志村	shimura
名作	kryeveper
名作	kryevepër
マット	matt
マット	mat
マット	met
マット	meti
マット	mat
吹き替え	dublimin
ツイン	binjake
ツイン	binjak
最小	minimum
