терминология	terminologie
темите	sujets
темите	thèmes
паскал	pascal
трио	trio
указания	consignes
указания	instructions
трагедията	tragédies
трагедията	drame
трагедията	tragédie
бунтовниците	rebelles
бунтовниците	rebel
бунтовниците	rebelle
малцинства	minorités
фред	fred
основания	motifs
готово	fait
готово	faite
алеко	aleko
грозни	affreux
грозни	laid
грозни	moche
грозни	laide
грозни	moches
грозни	grozny
железни	fer
близнаци	jumelle
близнаци	jumeau
близнаци	jumeaux
близнаци	jumelles
близнаци	gémeaux
близнаци	gemini
близнаци	jumelles
близнаци	jumeaux
бомбардировачи	bombardiers
совалка	shuttle
совалка	navette
совалка	navettes
замъци	châteaux
тигър	tiger
тигър	tigresse
тигър	tigres
тигър	tigre
видя	consultez
видя	voyez
видя	voir
видя	vois
имигранти	migrants
имигранти	immigrés
имигранти	immigrants
имигранти	immigrés
имигранти	immigrants
имигранти	immigrés
имигранти	immigrant
имигранти	immigrée
имигранти	immigré
вкъщи	maison
вкъщи	domicile
вкъщи	accueil
нарушаване	déformation
нарушаване	distorsions
нарушаване	distorsion
нарушаване	déformations
обсерватория	observatoires
обсерватория	observatoire
грама	grammes
азаренка	azarenka
виолета	violetta
виолета	violette
виолета	violettes
виолета	violet
метел	metellus
механик	mécano
механик	mécanicien
младост	jeunesse
младост	jeunes
поддръжници	partisans
поддръжници	supporters
поддръжници	soutiens
познато	familières
познато	familière
познато	familier
познато	familiers
изолация	isolation
изолация	isolant
изолация	isolants
изолация	isolation
изолация	isolement
гробища	cimetières
гробища	cimetières
гробища	cimetière
унищожи	détruisez
унищожи	anéantir
унищожи	détruire
успее	réussir
съвместни	joint
момичетата	filles
заплашва	menacer
заплашва	menaçante
заплашва	menaçant
заплашва	menace
заплашва	menaçants
придвижване	mouvements
придвижване	movement
придвижване	mouvement
далас	dallas
съставна	composite
съставна	composites
съставна	agrégat
съставна	agrégats
мода	couture
мода	mode
пие	boire
пие	boisson
пие	potable
пие	boisson
пие	boissons
верде	verde
управляващ	gérer
смях	rit
смях	rires
смях	rire
смях	rires
смях	rire
смях	rires
смях	riant
смях	rigole
смях	rire
смях	riez
компилация	compilation
компилация	recueil
оттегляне	retirer
оттегляне	retirez
оттегляне	sevrage
оттегляне	retrait
оттегляне	rétractation
оттегляне	retraits
оттегляне	désistement
клане	massacrer
клане	massacre
клане	massacres
клане	carnage
клане	abattage
симпсън	simpson
симпсън	simpson
образователна	éducatif
детектив	inspectrice
детектив	inspecteur
детектив	détective
албанско	albanaise
албанско	albanais
приключенията	aventures
редове	lignes
редове	rangées
редове	rangs
редове	lignes
предимства	avantages
предимства	bénéfices
предимства	prestations
предимства	avantages
предимства	atouts
римляни	romans
римляни	romains
некропол	nécropole
еоод	ltée
еоод	ltd
формати	formats
отворено	ouverte
отворено	ouvrez
отворено	ouvert
отворено	ouverture
отворено	ouvrir
квалификации	cotes
квалификации	appréciations
квалификации	évaluations
квалификации	qualifications
квалификации	qualifications
квалификации	qualification
печалба	profit
печалба	bénéfice
печалба	profits
печалба	bénéfices
печалба	bénéfices
печалба	profits
одобрение	approbation
одобрение	agrément
одобрение	homologation
демокрацията	démocratie
фиат	fiat
блейк	blake
еврейско	juives
еврейско	juif
еврейско	juifs
еврейско	juive
антична	antique
антична	antiquités
антична	antiquité
русо	russo
русо	rousseau
памук	coton
ахил	achille
ахил	achille
четвъртък	jeudi
романтични	romantisme
романтични	romantiques
романтични	romantique
батальона	bataillon
алгоритъм	algorithme
партньорство	partenariats
партньорство	partenariat
партньорство	partenariats
дин	din
дин	vacarme
стрийт	rues
стрийт	street
стрийт	rue
пето	peto
пето	cinquième
геология	géologie
наема	loyer
наема	louer
албена	albena
конфедерация	confédération
микеланджело	michelangelo
юнг	jeong
юнг	jung
юнг	yung
инвазия	envahir
инвазия	invasion
инвазия	invasions
местообитания	habitats
местообитания	habitats
местообитания	habitat
строител	constructeur
глина	argileux
глина	argile
глина	clay
плътно	étroitement
чисти	propre
чисти	nettoient
чисти	nettoyer
климатични	climatiques
облаци	nuages
облаци	nuage
облаци	cloud
облаци	nuages
олтар	autel
олтар	sanctuaire
олтар	autel
биг	gros
биг	grosse
биг	grande
биг	big
биг	grand
бригадата	brigade
седма	seven
седма	sept
седма	septième
седма	seventh
козината	fourrure
козината	fourrures
козината	pelage
вале	valle
вале	valet
вале	vérin
вале	jack
вале	vale
вале	voiturier
вале	valet
свещена	sacrées
свещена	sacrée
свещена	sacré
свещена	sacrés
смъртни	mortels
смъртни	mortel
смъртни	mortelle
смъртни	mortels
арменци	arméniens
арменци	arménienne
арменци	arménien
арменци	arméniens
предложен	suggérée
предложен	suggérés
предложен	suggéré
предложен	suggérées
предложен	proposé
предложен	offerts
предложен	offertes
предложен	offerte
предложен	offert
предложен	proposée
предложен	proposé
предложен	proposées
предложен	proposés
джън	zheng
лил	lil
лил	lille
торпеда	torpilles
казимир	casimir
вилхелмина	wilhelmina
панаир	carnaval
панаир	foire
панаир	justes
панаир	équitable
панаир	équitables
психиатър	rétrécir
психиатър	psy
психиатър	psychiatre
мембрана	membranes
мембрана	membrane
конете	chevaux
конете	cheval
травма	préjudice
травма	blessure
травма	lésion
травма	lésions
травма	blessures
травма	traumatisme
травма	trauma
травма	traumatique
травма	traumatismes
последствия	conséquence
последствия	conséquences
намерението	intention
сабин	sabine
университетите	universités
смъртност	mortalité
ленти	bandes
ленти	bandes
ленти	cassettes
ленти	rubans
ленти	strip
хонорис	honoris
псевдоними	alias
псевдоними	pseudonymes
сервий	servius
рамки	cadres
рамки	montures
вратите	portes
кабо	cape
кабо	cap
кабо	cabo
регулиране	réglementation
регулиране	règlement
регулиране	régulation
регулиране	règlementation
регулиране	ajustements
регулиране	réglage
регулиране	ajustement
регулиране	réguler
регулиране	réglementer
скъпи	chère
скъпи	cher
скъпи	chers
есе	essai
потомък	scion
потомък	descendant
кавала	kavala
процесор	processeurs
процесор	cpu
процесор	processeur
процесор	transformateur
процесор	processeurs
процесор	processeur
трудни	difficiles
трудни	difficile
справедливост	justice
вар	var
вар	varus
вар	lime
вар	chaux
вар	citron
доставка	livraison
доставка	livraisons
доставка	accouchement
доставка	livraison
доставка	expédition
доставка	envoi
доставка	approvisionnement
бенд	plier
бенд	virage
влага	hydratation
влага	humidité
влага	humidité
странно	étrange
странно	bizarre
странно	etrange
странно	étrange
странно	bizarre
странно	strange
странно	etrange
странно	etrange
странно	impair
странно	étrange
странно	bizarre
странно	odd
уста	bouche
уста	embouchure
фил	phil
хага	haye
оцветяване	coloration
оцветяване	coloriage
оцветяване	colorant
оцветяване	coloration
оцветяване	coloriage
кит	baleines
кит	baleine
кит	kitt
кит	kits
кит	trousse
кит	kit
форест	forrest
форест	forestier
форест	forêts
форест	forêt
форест	foret
футуна	futuna
клиника	clinique
клиника	dispensaire
пиза	pise
пиза	pisa
бин	bin
бин	poubelle
жълта	jaunes
жълта	jaune
унищожен	détruite
унищожен	détruits
унищожен	détruit
унищожен	détruites
тито	tito
томе	tomé
мил	moulin
мил	mill
мил	laminoir
инструктор	moniteur
инструктор	instructeur
таланти	talents
таланти	talents
таланти	talent
дюселдорф	düsseldorf
дюселдорф	düsseldorf
обичай	personnalisé
обичай	personnalisée
обичай	personnalisés
обичай	coutume
сива	gray
сива	gris
сива	grise
сива	gris
сива	grise
изкопаеми	fossile
изкопаеми	fossiles
изчислява	calcule
отзиви	examens
отзиви	critiques
рожден	anniversaire
рожден	anniversaires
роджърс	rodgers
роджърс	rogers
скрити	masquée
скрити	cachée
скрити	masqué
скрити	caché
скрити	cachés
скрити	masqués
съхраняване	stockage
съхраняване	entreposage
съхраняване	rangement
модула	länder
модула	lander
телескоп	télescope
телескоп	télescopes
назначение	affectation
назначение	cession
назначение	assignation
отговорни	responsable
отговорни	responsables
осетия	ossétie
ангели	anges
ангели	angels
толкин	tolkien
кантон	canton
насекомо	insectes
насекомо	insecte
адреси	adresses
адреси	allocutions
адреси	url
благородници	nobles
рамо	épaules
рамо	épaule
фабрики	usines
малц	malt
билборд	panneau
нюкасъл	newcastle
европейците	européens
изненадващо	étonnamment
изненадващо	étonnement
изненадващо	surprenantes
изненадващо	étonnant
изненадващо	surprenant
изненадващо	surprenants
изненадващо	surprenante
жлеза	glande
доставя	livrer
янина	janina
сбор	somme
сбор	sum
приск	priscus
газа	gaza
мек	douce
мек	doux
мек	douceur
мек	douces
мек	tendre
мек	soft
модернизация	moderniser
модернизация	modernisation
избрано	choisi
избрано	choisis
избрано	choisie
избрано	sélectionnés
избрано	sélectionnées
избрано	sélectionnée
избрано	sélectionné
сигизмунд	sigismond
отрасли	industries
отрасли	secteurs
чувствата	sentiments
упадък	refuser
упадък	déclin
упадък	décliner
упадък	baisse
упадък	décadence
неутрална	neutre
неутрална	neutres
неутрална	neutralité
родригес	rodriguez
родригес	rodríguez
родригес	rodrigues
родригес	rodríguez
дъщерите	filles
райна	raina
райна	rayna
слалом	slalom
лозя	vignobles
лозя	vignoble
лозя	vigne
лозя	vignes
лозя	vignoble
лозя	vignobles
лозя	vignes
лозя	vigne
лозя	vignes
поли	polly
поли	paulie
поли	jupes
поли	poli
поли	poly
гнездо	nids
гнездо	nest
гнездо	nid
николо	niccolo
провери	cocher
провери	chèque
провери	vérifiez
провери	vérifier
лиза	lisa
лиза	liza
чужда	étranger
чужда	etranger
чужда	étrangère
чужда	étrangères
тестване	essai
тестване	test
тестване	essais
тестване	tests
тестване	tester
авиацията	aviation
авиацията	aéronautique
мичъл	mitchell
виното	vins
виното	vin
пирот	pirot
точна	exacte
точна	précises
точна	précis
съществувал	existait
съществувал	existé
съществувал	existaient
вулкани	volcans
чешката	tchèque
чешката	tchèques
психолози	psychologues
психолози	psychologie
линейни	linéaires
линейни	linéaire
албин	albin
временен	provisoire
временен	temporaires
временен	temporaire
временен	température
временен	intérimaire
временен	temp
временен	intérim
брабам	brabham
аргос	argos
графичен	graphiques
графичен	graphique
графичен	graphiques
графичен	graphique
графичен	graphismes
графичен	infographie
графичен	graphisme
водачите	chauffeurs
водачите	conducteurs
водачите	pilotes
водачите	conducteur
ядрено	nucléaires
ядрено	nucléaire
вариации	variations
вариации	variantes
полу	semi
верди	verdi
нба	nba
разход	coût
разход	coûts
разход	dépenses
разход	dépense
разход	dépense
атома	atome
атома	atom
преместена	déplacé
преместена	ému
преместена	déménagé
преместена	déplacée
преместена	réinstallés
клипове	clips
клипове	pinces
клипове	vidéos
искра	étincelles
искра	étincelle
недостиг	carence
недостиг	déficience
недостиг	pénurie
недостиг	pénuries
недостиг	rareté
недостиг	pénurie
недостиг	pénurie
вер	vere
земетресението	tremblement
земетресението	séismes
земетресението	séisme
алба	alba
