apie	關於
lelijos	睡蓮
ąžuolų	橡樹
ąžuolų	橡木
ąžuolų	橡
ąžuolų	櫟
sąvokos	概念
sąvokos	理念
prisijungti	加入
auginti	種植
bandymai	測試
bandymai	測驗
bandymai	測試
bandymai	測驗
bandymai	檢驗
bandymai	試驗
ekspertas	專家
aukos	受害人
aukos	受害者
sodai	花園
skautų	童軍
skautų	童子軍
gamintojas	製片人
gamintojas	製片
gamintojas	製造商
gamintojas	廠商
gamintojas	製造廠商
slovakija	斯洛伐克
augalija	植被
sveikata	健康
jpeg	jpeg
faktai	事實
gruzija	喬治亞
draugų	朋友
draugų	好友
įgula	船員
miršta	垂死
junginys	復合
junginys	化合物
junginys	大院
vaza	花瓶
lff	lff
augimas	成長
augimas	增長
tokijo	東京
tony	tony
dėsnis	道德觀
dėsnis	道義
dėsnis	道德
šokis	舞蹈
šokis	舞動
šokis	跳舞
šokis	舞
arbatos	茶葉
arbatos	茶
fizika	物理學
fizika	物理
metalurgijos	冶金
metalurgijos	冶金
statula	雕像
statula	雕塑
statula	塑像
gaisro	消防
gaisro	火
gaisro	火焰
gaisro	火災
vykdymo	駕駛
draugystės	友情
draugystės	友誼
pėsčiųjų	行人
dominikos	多明尼加
bin	bin
bin	斌
bin	彬
gelbėjimo	救助
gelbėjimo	搶救
gelbėjimo	打撈
gelbėjimo	營救
gelbėjimo	救援
gelbėjimo	拯救
gvinėja	幾內亞
miuncheno	慕尼黑
solistas	獨唱
solistas	獨奏
įtampa	興奮
įtampa	張力
įtampa	電壓
fotografija	攝影
pažinimo	認知
išlaidos	費用
išlaidos	成本
partizanas	黨派
partizanas	游擊隊
bosas	boss
bosas	老大
bosas	老闆
nuomonės	意見
ray	雷
ray	ray
fragmentai	片段
fragmentai	碎片
prokuroras	檢察官
muitinės	海關
muitinės	關稅
stovykla	露營
stovykla	難民營
stovykla	營
stovykla	營地
išorės	外部
išorės	外表
komandas	團隊
komandas	球隊
komandas	隊伍
pistoletas	手槍
pistoletas	槍支
pistoletas	槍
pistoletas	炮
cheminė	化學
cheminė	化學品
ceremonija	儀式
jungtis	聯通
anatolijus	anatoly
mokslą	學費
mokslą	補習
pilietinis	公民
torino	torino
įrenginiai	裝置
įrenginiai	設施
įrenginiai	裝置
kryžiuočiai	十字軍
prahos	布拉格
konfederacija	聯邦
konfederacija	邦聯
tankus	稠密
tankus	密集
tankus	坦克
bob	bob
playstation	playstation
mit	麻省理工
mit	mit
patvirtinti	核准
patvirtinti	批准
gėrimų	飲料
teniso	網球
bruno	bruno
dave	dave
pučiamųjų	黃銅
reikalavimai	要求
reikalavimai	要求
pagaliau	終於
gyvas	活著
įrenginys	裝置
įrenginys	安裝
astronomijos	天文
galaktikos	銀河
kritikai	評論家
kritikai	批評家
karolina	caroline
varikliai	引擎
varikliai	發動機
dainuoti	唱
dainuoti	唱歌
dainuoti	歌唱
panaikinimo	取消
airlines	航空公司
airlines	航空
ruduo	秋季
ruduo	秋天
ruduo	秋
uolos	岩
uolos	岩石
uolos	懸崖
uolos	崖
akies	眼
akies	眼睛
gitaros	吉他
trūkumas	短缺
britney	britney
širdis	心
širdis	心臟
kompiuteris	計算機
kompiuteris	電腦
stipri	強大
stipri	強壯
stipri	強烈
stipri	強
stipri	堅強
genčiai	部族
genčiai	部落
tako	taco
pažiūrų	勸說
pažiūrų	勸
pažiūrų	勸導
pažiūrų	說服力
pažiūrų	判罪
pažiūrų	信念
pažiūrų	定罪
pasiuntinys	特使
mediawiki	mediawiki
vabalai	蟲子
vabalai	臭蟲
aprašo	存貨
aprašo	庫存
aukštuma	高地
toyota	豐田
bronza	青銅
bronza	銅
bandymas	測試
bandymas	試驗
bandymas	測驗
islamas	伊斯蘭
islamas	伊斯蘭教
daržovės	蔬菜
liaukos	腺
caras	沙皇
bausmės	懲罰
bausmės	處罰
bausmės	刑罰
savininkai	所有者
savininkai	業主
aliuminio	鋁
daiktai	事情
grybas	真菌
simptomai	症狀
ratai	輪
ratai	車輪
raketa	火箭
raketa	導彈
pušų	松樹
pušų	松
ivano	ivano
religijų	宗教
felipe	felipe
rekordas	唱片
rekordas	記錄
rekordas	紀錄
krūmų	灌木叢
atsitiktinai	隨機
ktu	ktu
piramidės	金字塔
universitetai	大學
koncertai	音樂會
koncertai	演唱會
wikis	wikis
jeruzalės	耶路撒冷
respublikonų	共和
vandenynas	大洋
vandenynas	洋
vandenynas	海洋
vandenynas	海
jackson	jackson
jackson	傑克遜
tvarkymo	處理
princesė	王妃
princesė	小公主
princesė	公主
aparatas	儀器
aparatas	器械
arabai	阿拉伯人
cia	這裡
protėviai	祖先
kriterijus	標準
parduotas	賣
parduotas	售出
parduotas	銷售
parduotas	銷售量
parduotas	銷售額
protestantų	新教
susitarimas	安排
siuvimo	縫紉
siuvimo	縫
ekranas	螢幕
sunkumų	困難
sunkumų	難度
sunkumų	困難
prizą	獎品
prizą	獎賞
prizą	獎
kritika	批評
kritika	批判
kritika	批評
plati	廣義
plati	廣
plati	寬
duona	麵包
gyvūnas	動物
sielos	靈魂
sielos	靈魂
auginimas	種植
arsenal	武庫
arsenal	arsenal
leonidas	leonid
lengva	容易
lengva	輕鬆
lengva	簡單
bakterijų	細菌
verslas	企業
verslas	業務
verslas	商業
verslas	商務
raumenys	肌肉
raumenys	肌
raumenys	肌肉
puolimą	攻擊
puolimą	毆打
puolimą	突擊
puolimą	侵
filipas	phillip
konservatorių	保守派
konservatorių	保守
pasitraukti	撤回
pasitraukti	收回
konfliktų	衝突
sėkmė	成功
atogrąžų	熱帶
vesti	嫁
lėlių	傀儡
lėlių	木偶
dizaineris	設計師
mineralinių	礦物質
mineralinių	礦物
mineralinių	礦產
ankstesnių	先前
gyvatės	蛇
gyvatės	蛇
prisikėlimo	復活
jupiterio	木星
žalos	損傷
žalos	損傷
žalos	損壞
žalos	損害
dalykai	事情
bakterijos	細菌
švietimas	教育
švietimas	學歷
kursuose	課程
kolekcijos	收藏
rublių	盧布
priežiūra	監督
priežiūra	監督
priežiūra	監管
priežiūra	督導
budistų	佛教徒
budistų	佛教
liūtas	獅
liūtas	獅子
motyvai	動機
dėdė	舅舅
dėdė	伯父
dėdė	叔叔
dėdė	阿叔
queen	女王
queen	皇后
queen	queen
queen	王后
balsai	選票
storis	厚度
grybai	香菇
grybai	蘑菇
grybai	真菌
grybai	香菇
grybai	蘑菇
druska	食鹽
druska	鹽
naudos	受益
velnio	魔鬼
atominės	原子
stogas	屋頂
būsena	狀況
būsena	狀態
būsena	現況
trūksta	缺乏
trūksta	缺少
trūksta	失蹤
trūksta	遺失
šimtai	hundred
šimtai	百
šimtai	成百上千
šimtai	數百
kažkas	某人
kažkas	有人
beograd	beograd
fasadas	外觀
cheminis	化學
cheminis	化學品
grandinė	迴路
grandinė	電路
grandinė	鏈
grandinė	連鎖
grandinė	鏈條
astronomas	天文學家
variantų	命中
variantų	變體
javų	剩菜
čempione	拳王
čempione	冠軍
retkarčiais	偶而
retkarčiais	偶爾
gamintojai	製片人
gamintojai	製造商
trikampio	三角形
trikampio	三角
bitų	bit
bitų	bit
licencija	執照
licencija	許可
licencija	許可證
telefono	電話
telefono	手機
pasiekimus	成就
pasiekimus	成績
lauką	槽
didžiulis	巨大
didžiulis	大規模
tinklai	籃網
tinklai	漁網
tinklai	蚊帳
tinklai	網路
pavasaris	春
pavasaris	春秋
pavasaris	春天
pavasaris	彈簧
pavasaris	春季
tekstus	歌詞
slėgio	壓力
slėgio	氣壓
slėgio	壓
bendradarbiavimas	合作
cezario	凱撒
šaknų	根
potvynių	潮汐
vaistinė	藥房
vaistinė	藥劑
vaistinė	藥店
bayern	bayern
platus	廣
platus	寬
platus	廣義
platus	廣
platus	寬
salynas	群島
cžv	cia
cžv	cla
būsenos	狀況
būsenos	狀態
būsenos	現況
skrydis	班機
skrydis	飛行
arkliai	馬
arkliai	馬匹
arkliai	馬
arkliai	馬匹
balandis	四月
balandis	四月份
lygiagrečiai	並行
lygiagrečiai	平行
kraštovaizdis	景觀
kraštovaizdis	風景
kraštovaizdis	景觀
harry	哈利
harry	harry
šlapimo	尿液
šlapimo	尿
han	韓
han	漢
han	han
nugalėti	節拍
nugalėti	敗
mokestis	費用
mokestis	收費
mokestis	費
mokestis	手續費
mokestis	納稅
mokestis	稅務
mokestis	稅收
mokestis	稅
mokestis	稅金
mokestis	費用
mokestis	收費
mokestis	手續費
toronto	多倫多
lėktuvą	飛機
juodi	黑
juodi	black
juodi	黑色
juodi	黑人
vandenynų	海洋
kelly	kelly
leopoldas	leopold
tuniso	突尼西亞
galvijai	牛
mažumų	少數民族
cfg	cfg
techninių	技術
litrų	加侖
advokato	律師
aprangos	服裝
aprangos	衣物
aprangos	衣服
aprangos	裙
aprangos	裙子
aprangos	禮服
biografijos	背景
elektronų	電子
išspręsti	解決
išspręsti	決斷
išspręsti	決心
išspręsti	解決
išspręsti	解
tiltai	橋梁
tiltai	橋
asmenybė	人格
asmenybė	性格
asmenybė	個性
teismai	法庭
teismai	法院
slėgis	壓力
slėgis	氣壓
slėgis	壓
gimdos	子宮
žievė	吠
žievė	樹皮
sportininkė	運動員
lightgrey	lightgrey
švento	神聖
šautuvas	獵槍
šautuvas	步槍
atnaujintas	更新
urano	鈾
registras	登記處
pardavimai	銷售
pardavimai	銷售量
pardavimai	銷售額
talpa	容量
talpa	能力
žemėlapiai	地圖
žemėlapiai	圖表
geležinkeliai	鐵路
geležinkeliai	鐵路
geležinkeliai	鐵道
gaisras	消防
gaisras	火
gaisras	火焰
gaisras	火災
gėrimai	飲料
vadovėlių	課本
vadovėlių	教科書
plunksnos	羽毛
kačių	貓
branduolys	核心
branduolys	核心
branduolys	core
istorikai	歷史學家
šventę	慶典
šventę	慶祝
spausdinti	印刷
spausdinti	列印
terasa	露台
terasa	陽台
terasa	臺
jonų	離子
senelis	祖父
kursai	課程
tėvynę	故鄉
tėvynę	家園
tėvynę	祖國
tėvynę	國土
ist	ist
avarijos	意外
avarijos	事故
arklio	馬
arklio	馬匹
archeologai	考古學家
muzikantai	樂手
koncentracija	濃度
jauniausias	最小
monarchija	君主
monarchija	君主制
monarchija	君主政體
havajų	夏威夷
erikas	eric
erikas	erik
taylor	taylor
cemento	水泥
žygis	遠足
žygis	徒步
žygis	追求
derybos	談判
derybos	談判
juodkalnija	黑山
interjeras	裝飾
indonezijoje	印度尼西亞
kalėdų	聖誕
kalėdų	聖誕節
tankai	坦克
tankai	坦克
katerina	katherine
vėžys	癌症
vėžys	癌
kanalai	頻道
kanalai	渠道
šaulys	射手
atsiradimą	湧現
atsiradimą	興起
skausmas	痛
skausmas	傷痛
skausmas	疼痛
skausmas	痛苦
kijeve	基輔
durpių	泥炭
medžioklė	獵
medžioklė	狩獵
medžioklė	打獵
pasiskirstymas	分布
pasiskirstymas	分配
pasiskirstymas	分銷
ištekliai	資源
eric	eric
motors	馬達
nuosavybė	地產
nuosavybė	屬性
nuosavybė	財產
nuosavybė	物業
nuosavybė	股權
nuosavybė	股本
nuosavybė	公平
ginklą	槍支
ginklą	槍
ginklą	炮
plakatas	海報
ajax	ajax
mac	mac
miltų	麵粉
miltų	餐
miltų	飯
vienybės	統一
vienybės	團結
išradimų	發明
atodanga	露頭
stephen	stephen
visu	飽
visu	完整
visu	滿
mirti	垂死
laimės	幸福
pasakyti	說
baby	嬰兒
baby	baby
baby	寶貝
baby	寶寶
juodai	黑
juodai	black
juodai	黑色
juodai	黑人
vynuogių	葡萄
armėnija	亞美尼亞
gaga	gaga
antenos	觸角
antenos	天線
antenos	天線
dažni	常見
dažni	通用
dažni	共同
pelnas	盈利
pelnas	利潤
pelnas	營利
pelnas	獲利
vakarai	西邊
vakarai	西
vakarai	西方
vakarai	西部
indai	菜
bendrauti	溝通
audra	暴風
audra	風暴
audra	暴風雨
pagyrimu	榮譽
žolių	藥草
būtinas	必要
būtinas	必需
brigada	旅
patelių	女性
dirbtinis	人工
dirbtinis	人造
nuotykiai	冒險
nuotykiai	探險
nuotykiai	冒險
java	爪哇
java	java
nina	nina
psichologija	心理
psichologija	心理學
erdvę	斑點
potockis	potocki
tvarkyti	管理
tvarkyti	處理
parako	火藥
porų	夫妻
porų	情侶
porų	夫婦
turnyrai	錦標賽
fragmentas	片段
įspūdį	印象
kalėjimą	監獄
ašies	軸
ašies	軸線
ašies	軸
ašies	軸心
aukštesnis	更高
klasikinis	經典
klasikinis	古典
skysčio	液體
skysčio	液
skysčio	流體
smėlis	沙
smėlis	沙子
smėlis	砂
smėlis	金沙
smėlis	金砂
smėlis	sands
kronikos	編年史
ataka	攻擊
ataka	襲擊
ataka	進攻
organizmas	有機體
organizmas	機體
gaujos	幫
gaujos	幫派
susiduria	面對
karūna	冠
karūna	王冠
karūna	皇冠
gyvos	生活
gyvos	活
gyvos	直播
gyvos	live
drabužius	服裝
drabužius	衣物
drabužius	衣服
sluoksniai	多層
sluoksniai	層層
sluoksniai	層
sluoksniai	各層
sluoksniai	層次
vertimo	翻譯
duoklę	悼念
dulkių	塵土
dulkių	塵
dulkių	塵埃
dulkių	灰塵
audinys	布
pcupdate	pcupdate
tarnautojas	傭人
tarnautojas	辦事員
tarnautojas	書記
tarnautojas	職員
veidas	wade
darbininkai	勞動者
darbininkai	工人
ekrano	螢幕
skystis	液體
skystis	液
skystis	液態
galutinis	決賽
kiaušinių	蛋
kiaušinių	雞蛋
kiaušinių	卵
kiaušinių	蛋
kiaušinių	雞蛋
patinų	男性
patinų	男
išlaisvinimo	解放
tiesos	真理
tiesos	真理
tiesos	事實
tiesos	真相
genų	gene
genų	基因
visualeditor	visualeditor
kaulai	bones
kaulai	骨
kaulai	骨骼
kaulai	骨頭
kaulai	骨
kaulai	骨骼
kaulai	骨頭
eleonora	eleanor
bokso	拳擊
likučiai	殘留物
likučiai	殘餘物
likučiai	殘渣
likučiai	結餘
likučiai	餘額
perspektyvos	前景
paslaptis	神秘
paslaptis	謎團
paslaptis	謎
valymo	打掃
valymo	清潔
valymo	清洗
valymo	純化
valymo	淨化
savarankiška	自主
traukos	牽引
traukos	牽引力
mikelandželas	米開朗基羅
edgaras	edgar
degimo	燃燒
degimo	燒
budizmas	佛教
lankytojų	遊客
lankytojų	訪客
lankytojų	訪客
dangus	天國
dangus	天堂
dangus	天空
dangus	sky
dangus	天空
apranga	裙
apranga	裙子
apranga	禮服
apranga	服裝
apranga	衣物
apranga	衣服
apranga	服裝
apranga	衣物
apranga	衣服
apranga	裝備
vartotojai	消費者
pavojus	危害
durys	門
durys	門
xbox	xbox
greičiausias	最快
vitamino	維生素
vitamino	維他命
baltymai	蛋白質
baltymai	蛋白
baltymai	蛋白質
baltymai	蛋白
ginkluoti	武裝
senatas	元老院
senatas	參議院
iniciatorius	發起人
bmw	寶馬
bmw	bmw
savybė	地產
savybė	屬性
savybė	財產
savybė	物業
sausas	乾燥
sausas	乾
vita	vita
dantys	牙
dantys	牙齒
kostiumų	服裝
kostiumų	戲服
harvardo	哈佛
auka	受害人
auka	受害者
auka	死者
sultys	汁
sultys	果汁
siauras	狹義
siauras	狹隘
siauras	縮小
siauras	窄
siauras	狹窄
pluošto	纖維
pluošto	梁
pluošto	束
pluošto	光束
lobis	珍寶
lobis	寶藏
masiškai	大規模
koalicija	聯盟
koalicija	聯軍
gyvūno	動物
filmavimo	拍攝
filmavimo	拍戲
sudėtingas	複雜
marc	marc
klano	氏族
klano	部族
klano	氏
tremtyje	流亡
tremtyje	放逐
tremtyje	流放
koeficientas	系數
koeficientas	係數
mainų	交易所
mainų	交流
albanija	阿爾巴尼亞
trumpi	簡短
trumpi	短期
trumpi	短
trumpi	矮
maitinimo	餐飲
nesutarimų	分歧
nesutarimų	爭論
nesutarimų	爭議
reiškinius	現象
bitės	蜜蜂
bitės	蜂
bitės	蜜蜂
karvedys	軍閥
opozicijos	反對
opozicijos	反對派
opozicijos	反對黨
mergaitės	girls
mergaitės	女孩
mergaitės	女生
mergaitės	女童
sakalas	獵鷹
sakalas	隼
sakalas	鷹
sakalas	雕
kinas	中文
kinas	漢語
kinas	華人
laboratorija	實驗室
laboratorija	化驗室
būklė	狀況
būklė	狀態
būklė	現況
treniruočių	鍛鍊
treniruočių	健身
siela	靈魂
hipotezė	假設
hipotezė	假說
islandija	海島
islandija	島嶼
islandija	島
piešiniai	圖畫
piešiniai	圖紙
piešiniai	繪圖
piešiniai	油畫
piešiniai	繪畫
holivudo	好萊塢
siaura	狹義
siaura	狹隘
siaura	縮小
siaura	窄
siaura	狹窄
parodas	展覽
parodas	展覽會
šokiai	舞蹈
šokiai	舞動
šokiai	跳舞
šokiai	舞
pasakojimas	動態
pasakojimas	故事
stiprūs	強大
stiprūs	強壯
stiprūs	強烈
stiprūs	強
stiprūs	堅強
vabzdžiai	昆蟲
vabzdžiai	昆蟲
fra	fra
vyskupijai	bishopric
bado	飢餓
bado	飢餓
dovydas	大衛
dovydas	david
kojas	腿
drėgnas	濕潤
drėgnas	潮濕
anne	anne
gynybą	防禦
sprendžiant	判斷
sprendžiant	評判
anglis	煤礦
anglis	煤炭
anglis	煤
anglis	炭
anglis	木炭
anglis	碳
anglis	炭
debesų	雲
debesų	雲彩
debesų	雲
debesų	雲端
medvilnė	棉花
medvilnė	棉
medvilnė	棉質
granitas	花崗岩
forumas	論壇
rfc	rfc
karalysčių	王國
klientų	客戶
klientų	顧客
klientų	客戶
klientų	顧客
darbininkas	勞動者
darbininkas	工人
molekulių	拼圖
molekulių	謎題
molekulių	益智
molekulių	謎
firma	事務所
atsakomybė	責任
atsakomybė	負債
atsakomybė	責任
atsakomybė	責任
koncerto	音樂會
koncerto	演唱會
pirkti	購買
pirkti	購買
pirkti	買
šeštasis	第六
audito	審計
pastabos	評論
pastabos	意見
studentas	學生
sąjungininkai	盟友
sąjungininkai	盟軍
sąjungininkai	盟國
sąjungininkai	同盟
varpai	鐘聲
praleidžia	花費
bibliotekų	圖書館
bibliotekų	圖書館
autonomiją	自主
autonomiją	自治
mūšių	戰役
rengiant	草擬
rengiant	起草
bičių	蜜蜂
bičių	蜂
bičių	蜜蜂
fidžio	斐濟
sindromas	症候群
humoro	幽默
laukinių	狂野
laukinių	野
laukinių	野性
laukinių	野生
laukinių	野生動物
observatorija	天文台
archeologija	考古學
archeologija	考古
biologija	生物
biologija	生物學
formulę	公式
formulę	方程式
formulę	配方
myspace	myspace
iždo	國庫
iždo	金庫
iždo	財政部
patiekalai	特價
versijų	版本
povandeninių	水底
povandeninių	水下
povandeninių	水中
valerijus	valery
drabužiai	成衣
drabužiai	服裝
drabužiai	衣物
drabužiai	衣服
drabužiai	服裝
drabužiai	衣物
drabužiai	衣服
eurolygos	euroleague
douglas	douglas
sode	園
sode	園林
sode	花園
sode	園藝
mineralų	礦物質
mineralų	礦物
mineralų	礦產
grąžintas	退還
rodikliai	指標
urvas	山洞
urvas	洞穴
urvas	洞
žarnyno	腸
žarnyno	內臟
altoriaus	祭壇
altoriaus	壇
giesmė	聖歌
žaibo	閃電
žaibo	電光
įmonėse	公司
mitybos	營養
mitybos	飲食
mitybos	膳食
mitybos	營養
mitybos	飲食
mitybos	節食
mitybos	減肥
jovi	jovi
okeanijos	大洋洲
gyvi	活
gyvi	直播
gyvi	live
gyvi	活著
kambarys	房間
kambarys	房
rosa	rosa
logika	邏輯
ekologijos	生態學
ekologijos	生態
aktyvi	積極
aktyvi	活躍
słownik	słownik
arkties	北極
debesys	雲
debesys	雲彩
debesys	雲
debesys	雲端
lagūna	潟湖
cgi	cgi
greit	不久
greit	很快
greit	快速
pievų	草甸
pievų	meadows
aviacija	航空
smuikas	小提琴
smuikas	琴
smuikas	提琴
smuikas	小提琴
technikas	技師
technikas	技工
uždaryti	關閉
palikuonių	後代
aidai	回聲
aidai	回響
reitingas	評比
reitingas	評分
santos	santos
indėlis	繳款
indėlis	保證金
indėlis	存
indėlis	存款
indėlis	押金
patinas	男性
patinas	男
jordan	約旦
priklausomybės	依賴
priklausomybės	扶養
priklausomybės	依賴性
rima	rima
vertimai	翻譯
golfo	高爾夫球
konsulas	領事
konsulas	執政官
ginkluotas	武裝
ribose	核糖
seni	花花公子
mafijos	黑手黨
praktiką	實習
dūmų	煙
dūmų	吸煙
dūmų	煙霧
matmenys	尺寸
holokausto	大屠殺
atskirtas	分居
charakteristikos	特徵
charakteristikos	特性
charakteristikos	特點
įtvirtinimų	工事
gabriel	gabriel
pertraukomis	間歇
pertraukomis	間斷
pertraukomis	間歇性
mergaitė	女生
mergaitė	姑娘
mergaitė	女孩
mergaitė	girl
slapyvardis	暱稱
slapyvardis	綽號
philip	philip
elektra	電力
elektra	供電
elektra	電
architektai	建築師
mintys	想法
mintys	思想
berniukas	boy
berniukas	男孩
asteraceae	asteraceae
uogos	漿果
klasikinio	古典
moore	moore
moore	穆爾
moore	摩爾
temperatūrą	氣溫
temperatūrą	溫度
temperatūrą	體溫
sinonimai	同義詞
sinonimai	同義字
kuras	燃料
kuras	燃油
katė	貓咪
katė	貓
katė	cat
prižiūrėti	觀看
prižiūrėti	手錶
plokštės	板
sulčių	汁
sulčių	果汁
klaidingai	虛假
klaidingai	假
leidyba	出版
leidyba	發表
serga	病
serga	生病
menininkai	藝術家
menininkai	藝人
čiuožimo	滑冰
čiuožimo	溜冰
dainuoja	歌聲
dainuoja	唱歌
dainuoja	歌唱
aukščiausiasis	最高
departamentai	各部門
demokratija	民主
civilinė	民事
borneo	婆羅洲
jūrininkas	海員
skonis	味
skonis	風味
laiptai	樓梯
laiptai	階梯
laiptai	樓梯
nicole	nicole
kviečiai	小麥
kviečiai	麥子
beje	btw
srautas	流
srautas	流程
srautas	流通
srautas	流動
srautas	流量
verta	值得
trikampis	三角形
trikampis	三角
diskusijos	討論
diskusijos	辯論
diskusijos	辯論
delegacijos	代表團
vls	vls
koalicijos	聯盟
koalicijos	聯軍
bulvių	土豆
bulvių	馬鈴薯
bulvių	土豆
bulvių	馬鈴薯
slavai	斯拉夫人
gyvulininkystė	牲畜
gyvulininkystė	畜牧
švino	鉛
švino	領先
švino	帶頭
mažumos	少數民族
iniciatyvos	倡議
laboratorijoje	實驗室
laboratorijoje	化驗室
anūkas	孫子
anūkas	外孫
signalo	訊號
medaliai	獎章
medaliai	勳章
medaliai	獎牌
momentas	時刻
balto	緞
trūko	缺乏
palikimas	傳承
palikimas	遺贈
palikimas	遺留
palikimas	遺產
palikimas	遺贈
portretai	肖像畫
portretai	畫像
portretai	肖像
lietus	雨
lietus	下雨
lietus	雨水
takai	takai
mokestį	討價還價
mokestį	議價
branduolinės	核
branduolinės	核子
sektos	教派
išgelbėti	獲救
minutę	分鐘
makšties	陰道
makšties	陰道
elseif	elseif
vartotojams	消費者
pranašumą	優點
pranašumą	優勢
uogų	甘草
populiarumas	人氣
nelly	nelly
išėjimo	輸出
išėjimo	產出
kalinys	俘虜
kalinys	囚犯
kalinys	犯人
kalinys	囚徒
interjero	內政
interjero	內部
interjero	內地
sandra	sandra
porsche	porsche
raf	raf
alpės	阿爾卑斯山
specialių	特別
schmid	schmid
scenų	場景
draugo	朋友
draugo	好友
upes	河流
gėlės	花
gėlės	鮮花
gėlės	花卉
gėlės	花兒
gėlės	花朵
draugė	朋友
draugė	好友
sony	sony
sutrikimas	失調
stare	凝視
natalija	natalia
vasaris	二月
žiedynas	inflorescence
gėlė	花
gėlė	花兒
gėlė	花朵
vakare	晚間
vakare	晚上
vakare	傍晚
branduolių	核心
padengti	鍍
rimtai	認真
traumos	損傷
nam	nam
nam	南
cukrus	食糖
cukrus	糖業
cukrus	糖
smegenys	腦子
smegenys	大腦
smegenys	腦袋
smegenys	腦
smegenys	腦子
smegenys	頭腦
smegenys	腦
smegenys	大腦
smegenys	腦袋
dangos	塗料
derliaus	收成
derliaus	收割
derliaus	收穫
derliaus	豐收
derliaus	收割
derliaus	收穫
giminių	親屬
giminių	親戚
sąveika	互動
sąveika	相互作用
sąveika	互動
sąveika	相互作用
vestuvės	婚禮
vestuvės	婚禮
ratu	盤旋
greitas	快速
greitas	快速
pablo	pablo
akcija	共用
akcija	共享
akcija	分享
akcija	share
akimis	眼神
akimis	雙眼
akimis	眼睛
akimis	眼
kiaulių	豬
paveldėjimo	繼承權
paveldėjimo	繼承
paveldėjimo	遺產
šventyklą	神廟
šventyklą	寺
šventyklą	寺廟
šventyklą	廟
šventyklą	聖殿
blogai	壞
orbitą	軌道
rėmėjas	贊助
cruz	cruz
niekur	無處
bausmę	罰
bausmę	懲罰
bausmę	處罰
bausmę	刑罰
apeigos	儀式
apeigos	禮
grėsmė	威脅
boston	波士頓
ypatumai	功能
ypatumai	特色
ypatumai	特徵
ypatumai	地物
ypatumai	特點
skr	scr
pasirašytas	訂閱
lapė	狐
lapė	狐狸
lapė	fox
koledžas	學院
koledžas	書院
koledžas	大學
kolonistų	殖民者
beisbolo	棒球
parms	parms
baldai	家俱
baldai	傢具
baldai	傢俱
autonomijos	自主
autonomijos	自治
kvapą	氣味
jausmus	感受
jausmus	感情
dėžutė	箱
dėžutė	框
dėžutė	盒
dėžutė	盒子
dėžutė	方框
dėžutė	信箱
dėžutė	郵箱
dėžutė	郵筒
kiaulės	豬
est	est
kenijos	肯亞
honda	本田
imtynių	摔跤
imtynių	摔角
grūdai	糧食
grūdai	穀物
grūdai	糧
grūdai	穀物
grūdai	穀類
grūdai	穀物
grūdai	麥片
grūdai	穀物
grūdai	穀類
gyvatė	蛇
tyrinėti	探索
chronologija	時序
chronologija	年表
prietaisas	電器
prietaisas	用具
prietaisas	家電
prietaisas	儀器
prietaisas	器械
užbaigti	完成
ingrida	ingrid
birželis	淳
birželis	俊
birželis	六月份
birželis	六月
lotus	lotus
lotus	蓮花
lotus	蓮
meistrai	工匠
kabineto	內閣
komentarai	評論
komentarai	意見
elektroninių	電子
vaikinas	guy
vaikinas	男朋友
vaikinas	男友
traukiniai	火車
traukiniai	列車
gold	金
gold	金子
gold	黃金
gold	金色
gold	gold
žolė	草
žolė	草地
žolė	草叢
žolė	大麻
žolė	雜草
tottenham	tottenham
persekiojimo	迫害
geba	能力
rightarm	rightarm
roundel	roundel
slavia	slavia
infekcijos	感染
uždegimas	發炎
uždegimas	炎症
chemija	化學
monako	摩納哥
nepriklausomybė	獨立
patiekalas	小菜
patiekalas	菜
dvigubas	雙重
prototipas	原型
atskleidžia	揭示
gina	捍衛
traukia	吸引
miręs	死
apple	apple
apple	蘋果
veikiančių	奔跑
veikiančių	跑步
veikiančių	運行
sugrįžimas	東山再起
sugrįžimas	復出
jimmy	jimmy
plokštė	板
jaunimas	青年
jaunimas	青春
jaunimas	青少年
bombos	炸彈
bombos	炸彈
stiprinti	加強
stiprinti	加強
kiemas	院子
kiemas	碼
kiemas	庭院
eksportas	出口
eksportas	出口
dvasinis	靈性
dvasinis	精神
faraonas	法老
iranas	伊朗
laukia	等候
laukia	等待
kopenhagoje	奶奶
kopenhagoje	阿嬤
maršrutas	路線
maršrutas	行程
sint	sint
dažnis	頻率
mauzoliejus	皇陵
mauzoliejus	陵
mauzoliejus	陵墓
gerovės	繁榮
gerovės	福利
jon	jon
somalio	索馬利亞
ein	ein
galaktikų	星系
vertinimas	估價
vertinimas	評估
pranešimas	通知
hip	hip
hip	臀
hip	臀部
hip	髖
instruktorius	教員
prisiminimai	記憶
prisiminimai	回憶
audros	風暴
audros	暴風
audros	風暴
audros	暴風雨
standartizacijos	標準化
nagrinėti	探索
diplomas	文憑
diplomas	證言
diplomas	證詞
urugvajus	烏拉圭
oksfordo	牛津
koledžo	學院
koledžo	書院
koledžo	大學
eteryje	醚
telekomunikacijų	電訊
telekomunikacijų	電信
telekomunikacijų	電訊
telekomunikacijų	電信
alfredo	alfredo
renkasi	集合
kovotojas	拳手
kovotojas	鬥士
kamera	鏡頭
kamera	照相機
kamera	相機
