את	te
לברוח	megszökni
המשמר	őr
חירום	vészhelyzet
חירום	sürgősségi
מסיבה	party
מסיבה	buli
מסיבה	parti
תור	sorba
תור	sor
תור	sorban
תור	thor
הרקע	háttér
הרקע	háttere
הרקע	háttérben
מעורבות	eljegyzési
מעורבות	eljegyzés
מעורבות	aktivitás
מעורבות	bevonása
מעורבות	részvétel
גרעין	nukleáris
גרעין	kernel
קומות	padlót
קומות	padló
ציורים	rajzok
ציורים	rajzokat
ציורים	festmények
הירש	hirsch
הזדמנות	esélyt
הזדמנות	chance
הזדמנות	esély
הזדמנות	lehetőséget
הזדמנות	lehetőség
התקדמות	előrehaladás
התקדמות	előrelépés
התקדמות	fejlődés
התקדמות	haladás
החזיק	tartott
החזיק	tartották
החזיק	tartottak
פילוסופיה	filozófia
פרחים	virágok
פרחים	virág
פרחים	virágot
הלטינית	latin
הלטינית	latinul
המקורות	eredet
למלא	töltsd
מקצועית	szakmai
מקצועית	profi
מקצועית	professzionális
מקצועית	szakmailag
פליטים	menekült
פליטים	menekültek
הצבע	színek
הצבע	színes
הצבע	színe
הצבע	szín
מסה	tömeges
מסה	tömege
מסה	mise
מסה	tömeg
בימינו	napjainkban
בימינו	manapság
רצוי	lehetőleg
רצוי	kívánt
רצוי	kívánatos
לסיים	befejezés
רועי	roi
רועי	roy
כשל	meghibásodás
כשל	bukás
כשל	kudarc
שולחן	táblázat
שולחן	asztali
שולחן	tábla
שולחן	asztal
ארכיון	archívum
ארכיון	archívum
פנימי	belső
סטיב	steve
אקס	fejsze
חלקה	sima
מאתר	mather
קרלוס	carlos
תוכנן	tervezett
תוכנן	megtervezett
רוטשילד	rothschild
רכס	ridge
מישל	michelle
מישל	michele
מישל	michel
גלריה	galéria
גלריה	galériában
גלריה	galleria
צבעים	színek
צבעים	színek
שיקול	megfontolás
שיקול	figyelembe
חיובי	pozitívak
חיובי	pozitív
חיובי	megerősítve
השלים	befejeződött
השלים	elkészült
השלים	befejezett
מערכה	aktus
מערכה	felvonás
ועדה	bizottság
שכתוב	felülírja
עדי	adi
בוב	bob
מפורסמים	híres
מפורסמים	híresség
מפורסמים	sztárok
מפורסמים	hírességek
תפילה	ima
תפילה	imát
תפילה	imádság
תפילה	ima
תפילה	imádság
מוריס	morris
מוריס	maurice
הנוסעים	utas
הנוסעים	utasok
מונחים	fogalmak
מונחים	feltételek
מונחים	kifejezések
חקירה	kihallgatás
חקירה	vizsgálat
חקירה	nyomozás
חקירה	kivizsgálás
חקירה	vizsgálatok
חקירה	érdeklődni
פוליטיקה	politika
יידיש	jiddis
שעון	óra
שעון	vigyázz
שעון	óra
הפרשים	lovasság
הפרשים	lovasok
מרכזית	központi
בקר	adatkezelő
בקר	irányító
בקר	vezérlő
בקר	ellenőr
בקר	becker
בקר	marhahús
בקר	marha
בקר	marha
בקר	szarvasmarha
בקר	marhák
בקר	szarvasmarhák
דג	halak
דג	hal
דג	halat
ארסנל	arsenal
פונה	evakuálták
גדעון	gideon
גדעון	gedeon
מדד	index
מדד	mutató
מדד	metrikus
התפטר	felmondott
התפטר	lemondott
ממצאים	megállapítások
ממצאים	leletek
כריסטיאן	keresztény
כריסטיאן	christian
כריסטיאן	keresztények
בייחוד	különösen
בייחוד	főleg
התופעה	jelenség
אוטומטי	auto
אוטומטי	automata
אוטומטי	automatikus
אוטומטי	automata
אוטומטי	automatikus
כהה	sötét
כח	erőt
כח	erő
כח	force
כח	erő
כח	energia
כח	erő
כח	power
כח	hatalom
בהשתתפות	kiemelt
כלום	semmi
הסנאט	szenátus
הסנאט	szenátusi
מומחה	szakember
מומחה	specialista
מומחה	szakember
מומחה	szakértő
סיכון	kockázat
סיכון	kockázatos
מזהה	felismeri
מזהה	felismerni
מזהה	felismerés
מזהה	felismerve
מזהה	felismerése
הנביא	próféta
החיבור	kapcsolat
החיבור	kapcsolódás
החיבור	csatlakozás
נוח	otthonos
נוח	meghitt
נוח	kényelmes
נוח	noé
נוח	noah
נוח	kényelmes
איטלקים	olaszok
מסורתי	hagyományos
מסורתי	tradicionális
עבדה	bevált
עבדה	dolgozott
עבדה	működött
נפתחה	megnyitott
נפתחה	megnyílt
חואן	juan
מודרני	modern
מודרני	korszerű
אלמנטים	elemei
אלמנטים	elemek
נאסר	nasser
נאסר	tilos
נאסר	tiltott
נאסר	tiltott
פינלנד	finnország
לבנה	fehér
לבנה	tégla
לבנה	brick
לבנה	kaukázusi
תחומים	térségek
תחומים	területek
תרבותי	kulturális
תרבותי	kulturált
פוליטיות	politikai
פוליטיות	politika
חלונות	windows
חלונות	ablakok
חלונות	ablak
מקבלת	átvevő
מפעילים	üzemeltetők
מתמטיקה	matek
מתמטיקה	matematika
מתמטיקה	matematikai
מתמטיקה	matematika
מתמטיקה	matek
מתמטיקה	matematikai
מתמטיקה	matematika
התפתח	fejlett
התפתח	fejlesztett
התפתח	kifejlesztett
התפתח	kidolgozott
התפתח	fejlődött
התפתח	fejlődtek
פנימית	belső
מתה	meghalt
מתה	halott
מתה	halottak
סמלים	jelek
סמלים	jelölések
סמלים	szimbólumok
סמלים	szimbólum
סמלים	ikonok
מדיה	media
מדיה	média
מדיה	közepes
רשימות	megjegyzések
רשימות	feljegyzések
רשימות	jegyzetek
רשימות	jegyzet
רשימות	listák
רשימות	listákat
נפה	tartomány
נפה	tartományban
אימון	edzés
אימון	gyakorlás
אימון	edzés
אימון	gyakorlat
אימון	tréning
אימון	képzési
אימון	kiképzés
אימון	képzés
אימון	edzés
קרי	kerry
קרי	carrie
המון	sok
המון	terhek
המון	terhelések
סטלין	sztálin
נכשל	elbukott
נכשל	sikertelen
טלפון	telefonon
טלפון	telefon
טלפון	telefont
טלפון	telefonszám
טלפון	telefon
הוצאות	ráfordítások
הוצאות	kiadások
הוצאות	költségek
להוביל	ólom
להוביל	vezet
נטל	terhek
נטל	teher
נטל	terhet
חרב	kard
מפורסם	híres
מפורסם	híresség
מפורסם	híresség
מפורסם	celeb
מפורסם	hírességek
כרטיס	jegyet
כרטיס	jegy
כרטיס	kártya
יוצרת	létrehoz
יוצרת	teremt
יוצרת	létrehozása
יוצרת	létrehozva
יוצרת	alkotó
יוצרת	teremtő
מחודשת	megújult
אלפים	ezrek
אלפים	ezer
אלפים	manók
מנזר	kolostorban
מנזר	kolostor
נוי	díszítő
נוי	nui
סימנים	jelölések
סימנים	védjegyek
סימנים	marks
סימנים	jelek
סימנים	jelzések
סימנים	táblák
חם	forró
חם	hot
חם	meleg
חם	dögös
חם	meleg
חם	melegen
מרקוס	marcus
מרקוס	marcos
מרקוס	markus
עיניים	szemed
עיניים	szeme
עיניים	szem
עיניים	szemek
זכאי	jogosult
זכאי	támogatható
זכאי	jogosult
מחבלים	terroristák
לירות	lőni
לירות	lő
התוצאות	eredmény
התוצאות	eredmények
התוצאות	eredményei
בלוס	bellows
קשורים	összefüggő
קשורים	kapcsolódó
קשורים	rokonok
קשורים	rokon
קשורים	kapcsolatban
טורניר	torna
טורניר	bajnokság
סיכוי	esélyt
סיכוי	chance
סיכוי	esély
הרגל	szokás
חברון	hebron
סרביה	szerbia
צלם	fotós
צלם	fényképész
שמינית	nyolcadik
עילית	elit
און	eun
הקול	hangja
הקול	hang
הפניות	hivatkozás
הפניות	hivatkozásokat
הפניות	hivatkozások
פישר	fisher
פישר	fischer
התעלה	csatorna
ורדן	verdun
איור	füge
איור	illusztráció
המלחין	zeneszerző
נמצאה	megtalált
נמצאה	megtaláltam
נמצאה	talált
חברתיות	társadalmi
חברתיות	szociális
מתקן	berendezés
מתקן	szerkezet
מתקן	eszköz
מתקן	készülék
מתקן	létesítmény
פרשנות	kommentár
פרשנות	értelmezés
פרשנות	értelmezése
ויילס	wales
הכנסה	bevétel
הכנסה	bevételek
הכנסה	jövedelem
הכנסה	bevétel
הכנסה	jövedelmek
הכנסה	bevételek
הכנסה	jövedelme
תסריטאי	író
תסריטאי	forgatókönyvíró
אבידות	veszteségek
אבידות	veszteség
אבידות	veszteségeket
אבידות	áldozatok
הפרט	egyén
הפרט	egyéni
קתדרלת	katedrális
ברכה	áldás
ברכה	áldást
ברכה	köszönés
ברכה	áldás
ברכה	áldást
מחזיק	jogosultja
מחזיק	jogosult
מחזיק	holding
נבחרים	választott
נבחרים	kiválasztottak
נבחרים	kiválasztott
נבחרים	kiemelt
נבחרים	kijelölt
נבחרים	kiválasztva
נבחרים	kiválasztott
ברכות	áldás
ברכות	áldást
ברכות	üdvözlet
בירה	sör
בירה	sört
מצווה	megrendelés
מצווה	rendelés
מצווה	rendelésére
מצווה	parancsok
מצווה	parancsol
תהליכים	folyamatok
תהליכים	eljárások
בהיר	fényes
בלה	bla
בלה	bella
מצור	ostrom
מכתבים	leveleket
מכתבים	betűk
מכתבים	levelek
רביעית	negyedszer
רביעית	negyedik
מועמדים	jelöltek
מועמדים	jelentkezők
מועמדים	pályázók
מועמדים	kérelmező
מועמדים	jelentkezők
מועמדים	pályázók
נשואה	házas
נשואה	házasok
חוסיין	hussein
אפשרית	lehetséges
התערוכה	kiállítás
התערוכה	bemutató
התערוכה	kiállítása
פטר	peter
פטר	péter
מוכרים	eladók
עומדים	áll
עומדים	állva
עלות	költség
עלות	költségek
דייוויס	davis
דייוויס	davies
סיפר	mondtam
כתבתי	írt
כתבתי	irtam
כתבתי	írta
כתבתי	írtam
פרטית	magán
פרטית	privát
שלומית	salome
רן	futott
רן	futottam
רן	wren
פעילויות	tevékenységei
פעילויות	tevékenységek
פעילויות	tevékenység
לוגו	logó
לוגו	logók
מכונית	autóval
מכונית	kocsi
מכונית	autó
מכונית	kocsival
הסכסוך	ütközés
הסכסוך	konfliktusok
הסכסוך	konfliktus
כוונה	szándék
כוונה	szándéka
כוונה	szándék
כוונה	szándéka
עשיר	gazdag
עשיר	gazdagok
עשיר	rich
כבדים	máj
יאן	jan
יאן	yan
המדבר	sivatag
לוקח	szed
לוקח	veszi
נדיר	ritka
מחנות	táborok
לוחות	panelek
לוחות	tabletta
לוחות	tabletták
לוחות	deszka
לוחות	tanácsok
לוחות	táblák
חצר	udvar
חצר	udvarra
חצר	udvaron
חצר	yard
חצר	hajógyár
חצר	udvaron
חצר	udvar
סם	samu
סם	sam
גנים	gének
גנים	kertek
טילי	tilly
ספרה	számjegy
ספרה	számjegyű
סופיה	sofia
סופיה	sophia
אדריכלות	felépítés
אדריכלות	építészet
ספרית	fodrász
קרובים	szoros
קרובים	közel
קרובים	bezárása
קרובים	közeli
קרובים	hozzátartozók
קרובים	rokonok
החוצה	ki
דיוק	duke
דיוק	herceg
דיוק	precíziós
דיוק	pontosság
דיוק	pontosság
נפגע	fáj
נפגע	bántani
נפגע	megsérült
ביטוח	biztosított
ביטוח	biztosítás
ביטוח	biztosítottak
ביטוח	biztosítva
ביטוח	biztosíték
ביטוח	biztosítási
ביטוח	biztosítás
פרצה	kiskaput
מגע	érintés
מגע	kapcsolatfelvétel
מגע	kapcsolattartó
מגע	kontakt
מגע	érintkezés
מגע	kapcsolat
מגע	kapcsolatba
ביקור	meglátogatta
ביקור	meglátogatott
ביקור	látogatott
ביקור	felkeresett
ביקור	látogatás
ביקור	látogató
ביקור	látogatás
ביקור	látogatóban
תקציר	szinopszis
תקציר	rövid
תקציר	összefoglaló
זכייה	győzelem
זכייה	nyerő
המצרים	egyiptomiak
נישואים	házasság
נישואים	házasságot
רגילה	rendszeresen
רגילה	rendszeres
רגילה	normál
רגילה	közönséges
רגילה	hétköznapi
רובה	fegyver
רובה	pisztoly
רובה	puska
רובה	puskát
הנחה	kedvezmény
הנחה	feltevés
הנחה	feltételezés
הפעלה	működési
הפעלה	aktiválás
הפעלה	ülés
רבקה	rebecca
לחצי	kattints
טייסת	század
העובד	alkalmazott
העובד	alkalmazottak
העובד	munkavállaló
העובד	munkatárs
וו	woo
חורף	tél
חורף	téli
חורף	télen
מנדל	mendel
מנדל	mandel
ניווט	navigációs
ניווט	navigáció
משרת	butler
משרת	inas
משרת	komornyik
משרת	szolga
משרת	cseléd
משרת	szolgálni
מספק	kielégítő
מספק	kielégítő
מספק	nyújt
עובדת	működik
עובדת	dolgozó
עובדת	dolgozik
עובדת	dolgozom
עובדת	dolgozok
הענק	óriás
הכלי	szerszám
הכלי	eszköz
מזל	szerencse
מזל	szerencsés
מזל	szerencse
אסון	bajkeverő
אסון	szerencsétlenség
אסון	csapás
אסון	katasztrofális
אסון	katasztrófa
מודע	tudatos
מודע	tudatában
מודע	tisztában
ריי	ray
העמק	völgyet
העמק	völgy
העמק	völgyben
העמק	valley
ונציה	velencei
ונציה	velence
האטלנטי	atlanti
קשורה	döntetlen
קשורה	kötve
קשורה	összefüggő
קשורה	kapcsolódó
קשורה	rokonok
קשורה	rokon
קשורה	kapcsolatban
קווים	vonalak
קווים	sorok
מעורבים	kevert
מעורבים	vegyes
מעורבים	keverve
סמכויות	powers
סמכויות	hatáskörök
סמכויות	hatáskör
אדומים	vörösek
אדומים	vörösök
אדומים	piros
אדומים	piroska
אדומים	vörös
מסוף	terminál
לכלול	kizárja
לכלול	kizárása
תוספת	hozzáadás
תוספת	kiegészítés
תוספת	extra
התשיעי	kilencedik
הקשת	íj
פרדריק	frederic
פרדריק	frederick
מסמכים	iratok
מסמכים	dokumentumok
מסמכים	okmányok
מסמכים	dokumentum
מסמכים	papírokat
מסמכים	papírok
אפקט	hatása
אפקט	hatás
אפקט	effektus
מוקד	diszpécser
ציד	vadászat
ציד	vadászik
ציד	vadászni
ציד	vadász
סקר	felmérés
סקר	szavazás
סקר	felmérés
סקר	felmérést
סקר	felmérések
זמורה	zamora
תגובות	reakciók
תגובות	megjegyzések
תגובות	hozzászólás
תגובות	megjegyzés
תגובות	hozzászólások
תגובות	észrevételek
הוד	hood
הוד	csuklyás
תוקף	érvényessége
תוקף	érvényességi
תוקף	hitelesített
תוקף	támad
נפח	kötet
נפח	térfogat
נפח	mennyiség
נפח	volumen
נפח	kovács
משתמשת	használatával
משתמשת	használata
משתמשת	felhasználva
ארז	cedar
ארז	csomagolt
ארז	csomagolva
לחוף	partra
לחוף	parton
תופים	dob
תופים	dobok
החצר	udvar
החצר	udvarra
החצר	udvaron
החצר	yard
החצר	hajógyár
החצר	udvaron
החצר	udvar
באוויר	levegőben
תקליטים	feljegyzések
תקליטים	records
תקליטים	nyilvántartások
תקליטים	nyilvántartás
התנגד	ellenállni
לתפוס	kapás
לתפוס	elkapni
לתפוס	fogás
רגשות	reakciók
רגשות	érzések
רגשות	érzelmek
רגשות	érzelem
רגשות	érzéseit
רגשות	érzések
רגשות	érzelmek
הדר	citrus
הדר	hadar
נפרדים	különálló
נפרדים	elkülönített
נפרדים	külön
הסורי	szíria
הסורי	szíriai
מקביל	párhuzamos
מקביל	párhuzamosan
זוהר	ragyog
זוהר	izzó
זוהר	ragyogó
זוהר	ragyogás
זוהר	ragyog
מנהג	szokás
מנהג	egyedi
מנהג	egyéni
מרוקו	marokkóban
מרוקו	marokkó
שנתי	éves
שנתי	évenkénti
שנתי	évenként
שנתי	évente
שנתי	éves
שנתי	évente
נקבר	eltemetve
פו	micimackó
פו	poe
רכשה	megszerezte
רכשה	beszerzett
רכשה	szerzett
רכשה	megszerzett
האומה	nemzet
שבא	sheba
איום	fenyegetés
איום	fenyegetések
איום	veszélyek
איום	fenyegetés
תותח	ágyú
תותח	cannon
תותח	canon
צמד	duó
מזרחה	keletre
מזרחה	keleti
מזרחה	kelet
העורך	szerkesztője
העורך	szerkesztő
מקובלת	elfogadhatónak
מקובלת	elfogadható
מקובלת	elfogadva
מקובלת	elfogadott
מקובלת	elfogadta
השחרור	felszabadítási
סער	rohamosztagos
סער	sturm
משטרה	rendőrség
משטרה	rendőr
אייר	levegő
אייר	air
ידידות	barátság
מערבה	nyugat
מערבה	nyugati
השכלה	tanult
השכלה	művelt
השכלה	oktatási
השכלה	oktatás
מקרי	random
מקרי	véletlenszerű
מקרי	véletlen
קרים	krím
קרים	hidegen
קרים	hideg
קרים	krími
פרקי	knuckles
שתיים	kettő
משולש	háromszög
משולש	háromszög
נהרות	folyók
נהרות	rivers
כישלון	meghibásodás
כישלון	bukás
כישלון	kudarc
מעטים	kevesen
מעטים	pár
מעטים	kevés
מעטים	kevesek
מעטים	néhány
סמואל	samuel
קידום	hirdetett
קידום	kinevezés
קידום	előléptetés
קידום	előmozdítása
קידום	kiemelés
קידום	promóciós
קידום	előmozdítása
נציג	reprezentatív
נציג	képviselő
כנסייה	templom
כנסייה	egyház
תיירות	turizmus
תיירות	idegenforgalom
תיירות	turisták
תיירות	turistákat
תיירות	turisták
תיירות	turista
שיחת	társalgás
שיחת	beszélgetés
שיחת	beszélgetést
טיס	nyakkendő
לוחם	harcos
לוחם	harcos
לוחם	bunyós
קורט	kurt
קורט	curt
רכבות	vasút
רכבות	vasutak
רכבות	vonatok
הפסד	veszteségek
הפסד	veszteség
מכ	radar
מורכבים	kompozit
מורכבים	összetett
מורכבים	összetett
מורכבים	komplex
המוסלמי	muszlim
המוסלמי	muzulmán
המוסלמי	muszlimok
למכור	eladás
קושי	nehézségek
קושי	nehézséget
קושי	nehézség
מאזן	egyenleg
מאזן	mérleg
מאזן	egyensúly
אבנים	stones
אבנים	kövek
אבנים	kövek
אבנים	sziklák
מהגרים	migráns
מהגרים	bevándorlók
מהגרים	migránsok
מהגרים	bevándorlók
הכתובת	cím
הכתובת	címe
רישום	nyilvántartási
רישום	nyilvántartásba
רישום	regisztráció
רישום	jegyzékbe
נמלט	elmenekült
נמלט	megszökött
נמלט	szökevény
דר	der
ניתנה	nyújtott
ניתנה	megadott
ניתנה	adva
ניתנה	megadva
ניתנה	adott
מלכים	királyok
מחאה	tiltakoznak
מחאה	tiltakozás
מחאה	tüntetés
מחאה	tiltakozás
מחאה	tiltakozások
מחאה	tüntetések
פולנים	lengyelek
המפה	térkép
המפה	térképet
מעדיף	előnyben
קבצים	akták
קבצים	fájlok
יוזף	josef
חקלאות	gazdálkodás
חקלאות	tenyésztés
חקלאות	mezőgazdasági
חקלאות	mezőgazdaság
שליחים	hírnökök
יואל	joel
מכהן	elnököl
פוליטיקאי	politikusok
פוליטיקאי	politikus
סלעים	kövek
סלעים	sziklák
הצנחנים	ejtőernyősök
מאגר	adattár
יריה	lőtt
יריה	lövés
יריה	lőtt
יריה	lelőtték
יריה	lövés
ההפקה	előállítás
ההפקה	gyártás
ההפקה	termelés
ההפקה	termelési
ניצול	hasznosítás
ניצול	kizsákmányolás
ניצול	túlélő
ממדי	dimenziós
ממדי	méretek
ממדי	méretei
מבחר	kiválasztási
מבחר	válogatás
מבחר	kiválasztás
מבחר	kijelölés
ניל	neal
ניל	neil
נוטה	hajlamos
נטייה	eligazítás
נטייה	orientációs
נטייה	irányultság
נטייה	tendencia
נטייה	hajlam
נטייה	dőlés
פסלים	szobrok
פסלים	szobrok
גולדברג	goldberg
נפל	leesett
נפל	fell
נפל	esett
נפל	elesett
נפל	bukott
נפל	elesett
הוצב	állomásozik
המפתח	kulcsfontosságú
המפתח	key
המפתח	kulcs
רמה	óra
רמה	osztály
רמה	szint
רמה	szintű
תחושת	megérzés
טיל	rakéta
טיל	rakéta
טים	tim
ברוס	bruce
כאב	fáj
כאב	fájdalmat
כאב	fájdalom
צעירה	fiatalok
צעירה	fiatal
צעירה	fiatalos
גלים	hullám
גלים	hullámok
עונש	szankció
עונש	büntető
עונש	büntetés
עונש	büntetést
עונש	büntetés
ביניים	időközi
ביניים	középre
ביניים	közép
ביניים	középső
ביניים	közbenső
ביניים	köztes
מערבי	nyugati
מערבי	nyugat
מערבי	western
שחמט	sakk
רוס	ross
המטבח	konyha
המטבח	konyha
המטבח	konyhában
שמירת	megtartása
שמירת	tartása
בוסטון	boston
בוסטון	bostoni
בוסטון	bostonban
החלוץ	úttörő
החלוץ	vanguard
עובדות	tények
עובדות	tényállás
נחתם	aláírva
נחתם	aláírás
נחתם	aláírt
טקסס	texasi
טקסס	texas
טקסס	texasban
נאס	nas
אמין	megbízható
אמין	hihető
אמין	hiteles
אמין	megbízható
אמין	megbízhatóak
אמין	amin
מרוץ	faj
מרוץ	futam
מרוץ	verseny
מרוץ	racing
קי	kee
מחליט	dönt
באטמן	batman
כביכול	látszólag
כביכול	állítólag
כביכול	elvileg
כביכול	állítólagos
סביבה	környezet
סביבה	környezetvédelem
הפליטים	menekültek
חלקיקים	részecskék
חלקיקים	részecske
חלקיקים	részecskék
ספורים	számozott
הופ	hop
הופ	remény
הופ	remélem
פתוחה	nyitva
הקרנה	szűrés
הקרנה	vetítés
פרפר	lepke
פרפר	pillangó
נמנע	tartózkodás
נמנע	elkerülhetetlen
שקדמו	megelőző
פרויקטים	projektek
נער	fiú
נער	tinédzser
נער	tizenéves
נער	tini
חשבתי	hittem
חשבתי	gondoltam
חשבתי	gondolat
צר	szűk
צר	keskeny
סטיוארט	stewart
סטיוארט	stuart
אלקטרוני	elektronikusan
אלקטרוני	elektronikus
תלמי	ptolemaiosz
פונקציות	funkciók
פונקציות	feladatok
חלון	windows
חלון	ablakok
חלון	ablak
חלון	ablak
חלון	ablakon
לפרוץ	hack
הרנסאנס	reneszánsz
דולרים	dollárban
דולרים	dollár
דולרים	dollár
אפר	hamu
אפר	hamu
אפר	ash
חוקית	jogilag
חוקית	törvényesen
חוקית	legálisan
חוקית	jogi
חוקית	legális
חוקית	törvényes
קליין	klein
קובי	kobe
שדרות	boulevard
שדרות	körúton
שדרות	sugárút
שדרות	avenue
שדרות	sugárút
שנותרו	megmaradt
שנותרו	megmaradó
שנותרו	fennmaradó
טבח	cook
טבח	főzni
טבח	főz
טבח	szakács
טבח	főzés
טבח	mészárlás
טבח	vérfürdő
טבח	mészárlás
טבח	vágás
טבח	mészárlás
טבח	mészárlások
תכונה	funkció
מאמינים	hívők
מאמינים	hiszem
מאמינים	higgy
השר	miniszter
יוונית	görög
זרה	külföldi
זרה	kül
זרה	külföldiek
המיועד	kijelölt
המיועד	tervezett
המיועד	szándékolt
ידיים	kéz
ידיים	kezek
העובר	magzat
העובר	magzatot
צפוי	várt
צפוי	várható
צפוי	kiszámítható
מרשל	marshall
מרשל	marsall
אשכול	klaszter
אשכול	szál
אטום	atom
איירס	aires
איירס	ayers
אזרחות	állampolgársága
אזרחות	állampolgárság
אזרחות	polgárság
אזרחות	állampolgárság
סמים	kábítószerek
סמים	gyógyszerek
סמים	drogot
סמים	kábítószer
סמים	drogok
סמים	drog
סמים	drog
סמים	kábítószer
סמים	gyógyszer
סמים	drogok
סמים	drog
סמים	kábítószer
סמים	kábítószerek
השתנה	megváltozott
השתנה	változott
השתנה	módosult
השתנה	átalakított
השתנה	módosított
השתנה	módosítva
קומדיה	vígjáték
קומדיה	humor
קומדיה	komédia
אשה	nő
אשה	asszony
אשה	nö
אשה	asha
אשה	feleségem
אשה	felesége
אשה	feleség
אצולה	nemes
אצולה	noble
אצולה	arisztokrácia
אצולה	nemesség
סיווג	titkosított
סיווג	titkos
סיווג	osztályozási
סיווג	besorolás
סיווג	osztályozás
אומץ	bátorság
צולם	foglalt
צולם	fotózva
זכוכית	glass
זכוכית	üveg
זכוכית	pohár
הנדסה	mérnöki
הנדסה	mérnökök
לאון	léon
לאון	león
לאון	leon
השנתי	éves
השנתי	évente
פסנתר	zongorát
פסנתר	zongorán
פסנתר	zongora
בוריס	boris
בוריס	borisz
הפקה	előállítás
הפקה	gyártás
הפקה	termelés
הפקה	termelési
מספרי	numerikus
תרבותית	kulturális
תרבותית	kulturálisan
שופטים	bírók
שופטים	zsűri
שופטים	bírák
שחורה	fekete
שחורה	black
חסרים	hiányzik
חסרים	eltűnt
חסרים	hiányzó
השטחים	területek
פאולו	paulo
פאולו	paolo
תומכי	támogatók
תומכי	támogatói
חמורה	súlyos
הועברה	átadott
פורד	ford
לורנס	laurence
לורנס	lawrence
אלים	istenek
אלים	erőszakos
שלילי	negatív
פרשה	visszavonult
פרשה	nyugdíjas
מיותר	felesleges
מיותר	fölösleges
מיותר	felesleges
מיותר	szükségtelen
מיותר	felesleges
גשם	rain
גשם	eső
ניוטון	newton
האינתיפאדה	intifáda
אויב	ellenség
אויב	ellenség
הארצית	állampolgárok
יונקים	emlősök
יונקים	emlősök
יונקים	emlős
מענה	kínzó
רגלים	lábát
רגלים	lábak
רגלים	lábai
רגלים	láb
רגלים	lábakat
הרשויות	hatóságok
רגליים	lábak
רגליים	láb
רגליים	lábát
רגליים	lábak
רגליים	lábai
רגליים	láb
רגליים	lábakat
פרסמה	közzétette
פרסמה	kiküldött
פרסמה	közzétett
מוצגים	megjelenített
רם	kos
רם	ram
רם	hangos
רם	hangosan
טכנית	technikailag
טכנית	gyakorlatilag
ראיות	bizonyíték
ראיות	bizonyítékok
לגייס	mozgósítani
לגייס	újonc
מסחרית	reklám
מסחרית	kereskedelmi
מסביר	elmagyarázni
מסביר	megmagyarázza
החיל	hadtest
החיל	alakulat
תוכנות	programok
חידוש	újdonság
חידוש	felújítás
הבנה	megértés
הבנה	egyetértés
הבנה	megértő
הבנה	megértést
זווית	szög
בשילוב	együttesen
בשילוב	együttes
בשילוב	kombinált
לוק	luke
לוק	lukács
לוק	locke
גוסטב	gustav
גוסטב	gustave
אולימפי	olimpiai
הפלייאוף	rájátszás
מו	moo
מו	moe
קודש	szent
קבועים	állandók
ניקולאי	nikolai
ניקולאי	nyikolaj
ניקולאי	nicolai
ניקולאי	nyikolaj
טיפוס	mászni
טיפוס	mászik
טיפוס	hegymászó
טיפוס	tífusz
הביע	kifejezett
הביע	kifejezésre
הביע	kifejtett
אפור	ősz
אפור	gray
אפור	szürke
אפור	ősz
אפור	grey
אפור	szürke
תסמונת	szindróma
הכרזת	nyilatkozat
הכרזת	nyilatkozata
גג	tető
גג	tetőn
גג	tető
גג	tetőn
ספרדית	spanyolul
ספרדית	spanyolok
ספרדית	spanyol
הקלטות	felvételeket
הקלטות	felvételek
הקלטות	felvételeket
הקלטות	szalagok
אחיד	egységes
אחיד	egyenruhás
אחיד	egyenruha
ייחודית	egyedülálló
ייחודית	páratlan
ייחודית	egyedi
מצעד	parádé
מצעד	felvonulás
רשתות	háló
רשתות	hálók
רשתות	hálózatok
מזוהה	felismert
מזוהה	elismert
מזוהה	azonosított
מזוהה	azonosítva
מזוהה	felismert
מזוהה	elismert
הפדרלי	szövetségi
וולט	walt
המהדורה	kiadás
סגור	szoros
סגור	közel
סגור	bezárása
סגור	közeli
סגור	kész
סגור	bezárt
סגור	zárva
סגור	zárt
המלכים	királyok
האחראי	felelősségteljes
האחראי	felelős
סוחר	kereskedő
סוחר	kereskedő
סוחר	kereskedő
סוחר	osztó
מלח	só
מלח	sót
מלח	sós
שבר	frakció
שבר	törés
שבר	tört
שבר	eltört
שבר	összetört
שבר	eltörte
הפיגוע	robbantás
הפיגוע	bombázás
מבצר	citadella
מבצר	erőd
מבצר	erőd
מבצר	fort
בארי	bari
בארי	barry
דנה	dana
נוספו	hozzáadott
נוספו	felvéve
פן	pen
פן	tollat
פן	toll
פן	pán
פן	pan
שבטים	törzsek
שבטים	klánok
כריסטופר	christopher
כריסטופר	kristóf
גאון	géniusz
גאון	zseni
מכירות	eladások
מכירות	eladás
מכירות	értékesítés
מכירות	értékesítési
חשמלית	elektromos
חשמלית	villamos
חשמלית	villany
חשמלית	elektromos
ישעיהו	isaiah
נפגשו	találkozott
נפגשו	met
נפגשו	találkoztunk
נפגשו	találkoztam
דאגלס	douglas
העשירי	tizedik
טבעת	gyűrűt
טבעת	gyűrűvel
טבעת	ring
טבעת	gyűrű
טבעת	gyűrűs
בוצעו	végrehajtott
בוצעו	elvégzett
באך	bach
שביט	üstökös
שביט	üstökösök
סואץ	suez
קואורדינטות	koordináták
קואורדינטות	koordináta
קואורדינטות	koordinátákat
אמסטרדם	amsterdam
אמסטרדם	amszterdam
