dhe	そして
autobus	バス
olga	オルガ
vellai	兄弟
vellai	ブラザー
gap	ギャップ
gap	gap
siberi	シベリア
tulle	チュール
fin	フィン
fin	フィン
karen	カレン
storm	ストーム
martha	マーサ
afc	afc
krize	危機
cali	カリ
litër	リットル
litër	リットル
tank	戦車
tank	タンク
betimi	宣誓
lsi	smi
lsi	lsi
përmbytjet	洪水
përmbytjet	洪水
përmbytjet	洪水
lua	lua
udhëtarë	乗客
duomo	ドゥオーモ
papërcaktuar	未定義
kartelë	フォルダ
rogers	ロジャース
rogers	ロジャース
editorial	社説
eliot	エリオット
miratim	承認
bujari	寛大
emanuel	エマニュエル
emanuel	エマニュエル
përkthyesi	翻訳
përkthyesi	インタプリタ
përkthyesi	通訳
zwei	ツヴァイ
pframe	pframe
greket	届け
hahn	ハーン
emblemë	トーテム
livadh	草地
prezantues	司会
cyrus	キュロス
gina	ジーナ
provimin	試験
njutoni	ニュートン
könig	ケーニヒ
agon	アゴン
lirim	釈放
lirim	リリース
elia	エリ
elia	イーライ
elia	エリア
padi	公訴
padi	訴訟
padi	訴え
padi	訴訟
primo	プリモ
chennai	チェンナイ
greva	ストライキ
greva	ストライク
legjitim	合法
ngrohte	あったかい
ngrohte	暖かい
ngrohte	温かい
gjarpëri	ヘビ
garanci	保証
garanci	保証書
garanci	保障
pesti	フィフス
tei	テイ
ushtrimi	練習
ushtrimi	エクササイズ
kompakt	コンパクト
trenat	電車
trenat	列車
zëdhënës	スポークスマン
wikibooks	wikibooks
bostonit	ボストン
shitësit	ベンダー
boshllëk	バキューム
boshllëk	真空
djep	ベビーベッド
punësimi	雇用
gdhendje	彫刻
memorje	メモリ
memorje	メモリー
memorje	記憶
rrotullohen	ローリン
sëmur	病気
fshataret	村民
fshataret	村人
diabeti	糖尿病
qera	レンタル
qera	レンタル
qera	家賃
qera	借りる
qera	レント
depot	倉庫
depot	宝物
eksploruar	探検
gjenerator	ジェネレータ
financimin	融資
gjykatësi	ジャッジ
gjykatësi	裁判官
murgu	モンク
karol	キャロル
karol	カロル
teste	テスト
zhanret	ジャンル
dubrovnik	ドゥブロヴニク
polica	警察官
reus	レウス
larja	入浴
erotike	エロ
kthesa	カーブ
kthesa	曲線
pinkerton	ピンカートン
frigorifer	冷蔵庫
frigorifer	冷蔵庫
frigorifer	冷凍庫
frigorifer	フリーザ
licencë	ライセンス
shejtani	サタン
shmang	避ける
shmang	忌避
podgorica	ポドゴリツァ
mbinatyrshme	超自然
ditëlindja	生年月日
ditëlindja	バースデー
pergjithmone	フォーエバー
zgjidhni	選択
mekat	シン
mekat	sin
belowstyle	belowstyle
lodhje	疲労
soto	ソト
kujtoj	remember
dorëzim	配達
dorëzim	配送
dorëzim	配信
dorëzim	デリバリー
dorëzim	景品
eds	eds
sekretare	秘書
filipin	フィリップ
zeta	ゼータ
brumi	ブイヨン
brumi	ブロス
brumi	生地
brumi	洋菓子
kaukaz	コーカサス
gjeo	geo
luten	祈り
misisipi	ミシシッピ
soprano	ソプラノ
qoshe	コーナー
avantazhin	利点
avantazhin	アドバンテージ
konsensus	合意
përkujtim	お知らせ
pasagjerëve	乗客
pasagjerëve	旅客
organin	臓器
organin	オルガン
ëmbëlsira	スイーツ
ëmbëlsira	お菓子
oral	口頭
pushimet	バカンス
pushimet	休暇
pushimet	バケーション
pushimet	祝日
pushimet	休日
pushimet	ホリデー
pushimet	休暇
pushimet	バカンス
pushimet	バケーション
pushimet	祝日
pushimet	休日
merkel	メルケル
vallëzimi	ダンス
vallëzimi	ダンス
vallëzimi	ダンシング
vallëzimi	踊り
vallëzimi	踊る
radar	レーダー
burokrat	官僚
platini	プラチナ
platini	白金
dok	doc
dok	ドク
dok	ドッキング
dok	ドック
livi	リヴ
livi	リブ
kufizimi	制限
oba	大場
opozitë	野党
solare	ソーラー
sidney	シドニー
pranvere	スプリング
riprodhues	生殖
gjykatësit	裁判官
gjyqtarët	裁判官
daphne	ダフネ
sindroma	症候群
uritur	空腹
zinkut	亜鉛
shqiptimin	発音
tomi	トミー
hotelet	ホテル
hotelet	hotels
ohne	ohne
alighieri	アリギエーリ
sortable	sortable
valentin	ヴァレンティン
tentativë	未遂
tentativë	試み
tentativë	未遂
majin	メイ
majin	五月
kashtë	ストロー
kashtë	わら
kashtë	干し草
kashtë	ストロー
patriotizmi	愛国心
falin	許す
kupen	マグカップ
ndëshkuar	処罰
thyerje	速報
thyerje	骨折
thyerje	破壊
hildesheim	hildesheim
strategjitë	戦略
liststyle	liststyle
armën	武器
armën	凶器
armën	ガン
guida	ガイド
dijon	ディジョン
lucy	ルーシー
boksi	ボクシング
motorr	エンジン
motorr	バイク
motorr	自転車
motorr	バイク
motorr	オートバイ
motorr	モペッド
unicode	unicode
hardy	ハーディ
julie	ジュリー
skemën	スキーマ
inzaghi	インザーギ
eduart	エドワード
melo	メロ
lexoj	読み
lexoj	読み込み
lexoj	読み取り
lexoj	読む
perceptimi	知覚
sheri	シェリー
sheri	シェリー
kompetent	主務
singer	シンガー
tmk	kpc
votoni	投票
duarte	ドゥアルテ
serra	セッラ
raundi	ラウンド
raundi	round
raundi	丸い
valdés	バルデス
peshe	重量
peshe	体重
tabi	足袋
shinobi	忍び
stephan	ステファン
lulëzimi	開花
audiencë	観客
audiencë	オーディエンス
mobilizuar	動員
bekimin	祝福
migrimi	移行
pranga	手錠
pranga	手錠
pranga	チェイン
strateg	軍師
shtypni	プレス
paneli	パネル
edipi	オイディプス
seminar	ワークショップ
seminar	作業場
seminar	セミナー
floriri	gold
floriri	ゴールド
mayer	メイヤー
kurore	クラウン
pritja	待ち
pritja	ホスティング
pritja	主催
vrapim	走る
vrapim	ランニング
vrapim	ジョギング
tigër	トラ
tigër	タイガー
balenë	クジラ
llogaria	口座
llogaria	アカウント
etje	渇き
hitlerin	ヒトラー
hitlerin	ヒットラー
çarls	シャルル
terapia	治療
terapia	セラピー
flickr	flickr
haxhit	巡礼
grevë	ストライキ
grevë	ストライク
bosch	ボッシュ
kon	con
kon	円錐
kon	コーン
vullkan	火山
aes	aes
palestinez	パレスチナ
inteligjente	知能
inteligjente	知的
inteligjente	インテリジェント
floket	ヘアー
floket	髪の毛
floket	ヘア
floket	毛髪
lume	河川
lagështia	流砂
lagështia	湿度
pijet	飲み物
pijet	飲物
pijet	飲み物
pijet	ドリンク
terminali	端末
terminali	ターミナル
inch	インチ
kuqja	赤い
kuqja	赤色
kuqja	レッド
shik	シック
pasionet	趣味
ciklet	サイクル
linden	リンデン
kopësht	保育
urbino	ウルビーノ
elton	エルトン
muskuj	筋肉
muskuj	マッスル
muskuj	筋肉
torturuar	拷問
eko	エコ
eko	反響
eko	エコー
guvernatorit	知事
budizmin	仏教
ozonit	オゾン
frankreich	frankreich
rpg	rpg
counter	カウンタ
counter	カウンター
vizitoni	訪問
marrësit	宛先
bëmat	大業
tendencat	トレンド
kufizim	制限
çokollatë	チョコレート
worldcat	worldcat
shqyrtimit	選考
shqyrtimit	スクリーニング
reagon	リアクション
nathan	ネイサン
unifikuar	unified
sullivan	サリバン
sullivan	サリヴァン
pretekst	口実
paqëndrueshme	unstable
përkushtimi	献身
woody	ウッディー
amonit	アンモニウム
elegant	エレガント
direct	ダイレクト
rush	ラッシュ
anet	アネット
ankthi	不安
zili	羨望
kramer	クレイマー
udhëzim	指導
udhëzim	ガイダンス
aventurë	アドベンチャー
aventurë	冒険
norbert	ノルベルト
lekëshe	ペセタ
avenue	アベニュー
glock	グロック
këln	ケルン
destinacioni	行き先
destinacioni	目的地
destinacioni	宛先
mburoja	テト
mburoja	シールド
mburoja	シールド
urtësinë	知恵
derrat	ブタ
harresë	忘却
melbourne	メルボルン
moby	モービー
selaniku	テッサロニキ
marrje	コピー
marrje	買収
ganesha	ガネーシャ
burr	男性
burr	man
televizionet	テレビ
essen	エッセン
mundim	beat
mundim	ビート
padukshëm	不可視
bushi	ブッシュ
bushi	武士
draft	ドラフト
draft	下書き
pavlefshme	無効
markat	ブランド
lam	ラム
lam	lam
përshëndet	挨拶
saturn	土星
rivali	ライバル
flisni	トーク
flisni	喋る
flisni	speak
gala	ガーラ
integriteti	整合性
seancë	セッション
nacionalizmi	ナショナリズム
calvin	カルヴィン
alois	アロイス
sejdi	sadie
rubikut	ルービック
ruajtje	ストレージ
proçes	過程
proçes	プロセス
tmerri	ホラー
parashikimet	予言
parashikimet	予測
mishëruar	組み込み
aida	アイーダ
nikel	ニッケル
res	res
uniformë	ユニフォーム
uniformë	制服
bali	バリ
bali	バリ島
gatim	調理
gatim	クッキング
gatim	料理
philips	フィリップス
sqarim	釈明
sqarim	説明
sqarim	解説
rapa	ラパ
strehimi	シェルター
strehimi	避難所
strehimi	住居
strehimi	住宅
strehimi	宿泊
strehimi	避難
shigjetë	矢印
shigjetë	アロー
çelin	開花
klinika	クリニック
klinika	診療所
klinika	クリニック
klinika	診療所
palmas	パルマス
mjekër	ひげ
piazza	piazza
aleance	アライアンス
günther	ギュンター
null	null
null	ヌル
ipad	ipad
hutuar	混乱
cbs	cbs
dokumentari	ドキュメンタリー
zakoni	習慣
usaid	usaid
shërbyese	メイド
trupë	劇団
rodriguez	ロドリゲス
javëve	週間
mbaroj	終了
mbaroj	フィニッシュ
enwiki	enwiki
pupla	羽毛
shanghai	上海市
shanghai	上海
qëlloi	ショット
gjene	遺伝子
shtyllën	クロスバー
bum	ブーム
birrë	ビール
buhari	ブハリ
lëngjet	液体
lëngjet	流体
lëngjet	ジュース
nui	ヌイ
cassini	カッシーニ
përjashtimi	除名
përjashtimi	退学
noel	ノエル
interviste	面接
interviste	インタビュー
stuhia	ストーム
bateria	電池
bateria	バッテリー
bateria	バッテリ
fjalia	宣告
fjalia	センテンス
fjalia	文章
larje	洗う
larje	ウォッシュ
larje	洗濯
larje	洗浄
meter	メーター
vampire	ヴァンパイア
vampire	吸血鬼
estetika	美学
wembley	ウェンブリー
kafene	カフェ
kafene	カフェ
diskutueshëm	申し立て
vai	ヴァイ
skenarë	シナリオ
dee	ディー
henderson	ヘンダーソン
burns	バーンズ
burns	やけど
baz	バズ
autostradë	ハイウェイ
autostradë	公道
gomari	ロバ
salloni	サロン
fraksion	分数
fraksion	派閥
reklamë	コマーシャル
reklamë	商用
reklamë	商業
reklamë	広告
hendbollit	ハンドボール
karaibe	カリブ
ajnshtajn	アインシュタイン
virgjëresha	処女
virgjëresha	ヴァージン
virgjëresha	処女
celularë	モバイル
marok	モロッコ
berlini	ベルリン
pararendëse	先駆け
pararendëse	前身
monumentin	モニュメント
monumentin	記念碑
vizë	visa
vizë	ビザ
vizë	査証
rubin	ルービン
poete	詩人
poete	歌人
catalunya	カタルーニャ
während	während
grad	グラード
veshtiresi	困難
orbitën	軌道
khalil	カリル
carvalho	カルヴァーリョ
testament	テスタメント
pllakën	タブレット
shoqi	ダンナ
shoqi	主人
shoqi	旦那
passion	パッション
passion	情熱
passion	受難
ndodhitë	ハプニング
përsëriten	繰り返し
mbaje	キープ
taka	かかと
lodër	おもちゃ
lodër	オモチャ
lodër	玩具
punet	作業
punet	仕事
punet	ワーク
isait	lsa
vizitor	ビジター
dalmatët	dalmatians
tentim	未遂
mostër	サンプリング
mostër	サンプル
spektakolare	壮観
spektakolare	圧巻
panda	パンダ
anëtarësim	会員
territoire	テリトワール
venat	静脈
bira	スロット
ndihmësit	助っ人
lazer	レーザー
virtyt	美徳
profecia	予言
profecia	預言
optika	光学
shpinës	リュックサック
shpinës	リュック
bindë	説得
marvin	マーヴィン
dropbox	dropbox
nikolas	ニコラス
terapi	治療
terapi	セラピー
esperanto	エスペラント
igor	イーゴリ
nisma	イニシアチブ
shfletuesi	ブラウザー
shfletuesi	ブラウザ
tea	お茶
tea	紅茶
flamuj	フラグ
flamuj	国旗
dana	ダナ
ylber	レインボー
prone	プロパティ
prone	財産
atp	atp
isnotempty	isnotempty
rutherford	ラザフォード
impuls	emp
impuls	インパルス
piqen	熟す
certifikatë	証明書
certifikatë	証書
takimesh	デート
takimesh	出会い
takimesh	交際
shpreson	希望
sharp	シャープ
sharp	鋭い
vfb	vfb
hierarkinë	ヒエラルキー
medicine	医学
përsëritje	反復
përsëritje	繰り返し
stimuluar	刺激
karma	カルマ
fit	フィット
fit	fit
gaetano	ガエターノ
çertifikatë	証明書
çertifikatë	証書
fryrë	腫れ
hollandeze	ダッチ
solidariteti	連帯
sallon	サロン
eksporti	輸出
eksporti	エクスポート
eksporti	輸出
eksporti	エクスポート
binarë	バイナリ
klinik	クリニック
klinik	診療所
vernon	ヴァーノン
marian	マリアン
manifestimi	コピーキャット
mirënjohës	感謝
mirënjohës	感謝
bilbil	ホイッスル
bilbil	ナイチンゲール
pjata	ディッシュ
pjata	プレート
pjata	ボウル
mjeshtrat	マスターズ
mbushja	中身
mbushja	詰め
vuajtja	苦しみ
suzana	スザンヌ
suzana	スザンナ
suzana	スーザン
lightblue	lightblue
kërkuesit	研究者
kreative	クリエイティブ
trashëgimtari	相続
tempo	テンポ
shkruash	タイピング
maksimumi	最大
maksimumi	maximum
tronditje	脳震盪
tronditje	ショック
tronditje	衝撃
kolegu	同僚
barten	purebred
reagojnë	リアクション
gëzimet	喜び
bing	ビング
mendimtarë	思想家
kafaz	ケージ
rishikuar	改訂
palm	手のひら
palm	ヤシ
palm	パーム
maskat	マスク
plazma	プラズマ
norte	ノルテ
sonata	ソナタ
grafika	グラフィック
grafika	グラフィックス
ahmedi	アーメド
mon	mon
mundesh	can
gfdl	gfdl
abi	アビー
abi	修道院
gjeli	雄鶏
konsum	消費
porositë	命令
porositë	オーダー
porositë	注文
leni	レニー
porosia	オーダー
porosia	注文
pakënaqësinë	不満
pakënaqësinë	不満
syze	ゴーグル
syze	メガネ
syze	めがね
syze	眼鏡
shkarkim	ダウンロード
eno	猿翁
mbrojtësin	ディフェンダー
njollat	しみ
jordani	ヨルダン
jordani	ジョーダン
olimpia	オリンピア
pagat	賃金
pagat	給与
turbina	タービン
objektiva	目的
objektiva	ターゲット
plutoni	冥王星
plutoni	プルート
diamante	ダイヤモンド
lccn	lccn
rrahim	beat
rrahim	ビート
personel	人材
personel	職員
baterist	ドラマー
bug	バグ
bug	不具合
bug	bug
perde	カーテン
perde	ベール
perde	カーテン
kujdestari	ガーディアン
kujdestari	後見人
kujdestari	後見人
kujdestari	後見
ankesat	クレーム
ankesat	苦情
dokumentacioni	ドキュメント
dokumentacioni	ドキュメンテーション
tarraca	テラス
tarraca	棚田
tara	タラ
javor	毎週
javor	週間
javor	週刊
javor	ウィークリー
rindërtim	再建
testamenti	テスタメント
balancuar	バランス
krisht	キリスト
baki	バッキー
adoleshentët	青少年
cska	cska
watt	ワット
bittorrent	bittorrent
akuzoi	被告人
punësim	雇用
pretendime	債権
shakira	シャキーラ
veshka	腎臓
azil	ホスピス
plastik	ビニール
plastik	プラスチック
plastik	プラスティック
kalori	カロリー
kalori	カロリー
teleskop	望遠鏡
vilson	ウィルソン
gisht	フィンガー
imagjinuar	想像
msc	msc
umm	ウム
monika	モニカ
monika	モニーク
monika	モニカ
fuck	ファック
dashurit	dears
dashurit	bff
dashurit	最愛
esencë	essentials
esencë	必需品
etiopi	エチオピア
ass	ass
shpk	kps
mërkuri	水星
mërkuri	マーキュリー
mërkuri	水銀
receta	レシピ
receta	作り方
receta	レシピ
lodrat	おもちゃ
lodrat	オモチャ
lodrat	玩具
përfitim	給付
përfitim	利益
albi	アルビ
ffk	ffk
simpatinë	同情
stuhitë	雷雨
serverin	サーバ
serverin	サーバー
xhama	グラス
xhama	ガラス
pywikipedia	pywikipedia
pinte	用心棒
mençuri	知恵
uml	uml
kuotën	quota
kadastrale	地籍
këmisha	シャツ
këmisha	シャツ
emerson	エマーソン
sos	sos
senatori	議員
zëvendësimi	置換
lik	lik
sheshet	正方形
marilyn	マリリン
çiftet	カップル
çiftet	ペア
baktereve	細菌
baktereve	バクテリア
rtl	rtl
shpi	ハウス
përplasja	インパクト
përplasja	衝撃
përplasja	クラッシュ
përplasja	フラップ
përplasja	衝突
ngrohja	暖房
lokalet	構内
lokalet	敷地
ukrainën	ウクライナ
credit	信用
credit	クレジット
vine	つる
tarifa	関税
tarifa	手数料
zbritje	降順
zbritje	割引
zbritje	ディスカウント
zbritje	引く
zbritje	減算
zbritje	降下
zbritje	割引
zbritje	ディスカウント
zbritje	割引き
shpejtesi	速度
shpejtesi	スピード
shpejtesi	スピード
viza	visa
viza	ビザ
viza	査証
shërbyes	召使
parathënien	序文
mbledhës	コレクター
img	img
feed	フィード
fdc	fdc
gjenial	天才
bllokon	ブロッキング
nxenes	見習い
hamiltonian	ハミルトニアン
cesena	チェゼーナ
kabul	カブール
studien	studien
sheik	シャイフ
sheik	シーク
nxisin	拍車
swing	スウィング
swing	スイング
cid	cid
mete	欠陥
binden	従う
ndotur	汚染
instagram	インスタグラム
instagram	instagram
farës	精子
patatet	ポテト
patatet	ジャガイモ
patatet	じゃがいも
fejesa	婚約
investimi	投資
investimi	投資
hekurudhat	鉄道
hekurudhat	鉄道
beckham	ベッカム
gjymtyrë	手足
gjymtyrë	四肢
ekzekutim	処刑
ekzekutim	実行
ekzekutim	執行
cornelius	コルネリウス
cornelius	コーネリアス
ndërmjetësimin	あっせん
ndërmjetësimin	調停
bishta	しっぽ
thith	吸う
shtatzënë	妊娠
afghanistan	アフガニスタン
peri	ペリー
qese	バッグ
qese	かばん
qese	バッグ
inteligjencën	知能
versailles	ヴェルサイユ
pavaresisht	にもかかわらず
ngrohjen	暖房
studiot	スタジオ
bono	ボノ
madridi	マドリッド
madridi	マドリード
fari	灯台
shkri	マージ
shkri	統合
shkri	解散
shkri	溶ける
zejtari	職人
kita	キタ
dhive	pff
roni	ロニー
bekimi	祝福
bekimi	ブリス
bekimi	至福
tanaka	田中
diaz	ディアス
motorë	バイク
motorë	自転車
motorë	エンジン
krisma	ショット
streha	聖域
shuman	シューマン
humboldt	フンボルト
meka	メッカ
përfaqësimin	表現
berberi	理容師
berberi	床屋
berberi	美容師
engjëj	エンジェルス
engjëj	天使
apartament	アパート
oqeane	大洋
photography	撮影
photography	写真
kinezisht	中国語
kinezisht	中国人
fonda	フォンダ
karlsruhe	カールスルーエ
urrejtjen	憎悪
urrejtjen	悪意
tregje	マーケット
playoff	プレーオフ
volumin	音量
volumin	ボリューム
volumin	体積
mirësinë	親切
kapela	ハット
kapela	帽子
vilnius	ヴィリニュス
korce	コルチャ
mickey	ミッキー
sinqerisht	正直
gjysmëfinale	準決勝
odd	オッド
odd	奇数
rest	ケース
verdi	ヴェルディ
sent	セイント
sent	聖人
haram	ハラーム
maks	マックス
maks	max
mbytën	絞殺
aarau	アーラウ
kengetare	シンガー
imi	鉱山
teksas	テキサス
bato	馬頭
isp	isp
isp	isps
tasso	タッソ
oqeanet	大洋
dietë	ダイエット
dietë	献立
dietë	国会
supe	スープ
benedikt	ベネディクト
gregor	グレゴール
hormon	ホルモン
fiks	シャープ
fiks	鋭い
fiks	固定
fiks	固定された
keti	ケイティ
amy	エミー
udhëtar	トラベラー
gang	ギャング
fsh	fsh
sei	セリ
bust	バスト
logon	ロゴ
skandinavi	スカンディナヴィア
zhdukje	絶滅
zhdukje	消滅
uppsala	ウプサラ
mbinatyrore	超自然
norton	ノートン
fantazia	ファンタジー
largim	逃走
tyler	タイラー
komploti	プロット
komploti	陰謀
noi	noi
fiq	イチジク
düsseldorf	デュッセルドルフ
monogatari	物語
robi	ロブ
robi	ロビー
kërcënime	脅威
kërcënime	威嚇
kërcënime	脅迫
xhovani	ジョヴァンニ
xhovani	ジョバンニ
lens	ランス
kualifikimet	資格
kualifikimet	資格
pagesën	支払
pagesën	決済
pagesën	支払い
kapaku	バルブ
thesaret	宝物
arras	アラス
magjistar	魔法使い
magjistar	ウィザード
tavolina	テーブル
tavolina	テーブル
emocion	感情
emocion	興奮
emocion	スリル
elektroda	電極
lundrimi	航法
lundrimi	ナビゲーション
mun	ムーン
thriller	スリラー
qesharake	面白い
shemtuar	醜い
shemtuar	みにくい
saad	サアド
goxha	可愛い
magneti	マグネトー
luftim	戦闘
cilësive	テクスチャー
cilësive	テクスチャ
diplomati	外交官
olimpiadën	オリンピック
kandidate	候補者
kandidate	候補
zemërim	苦味
zemërim	アウトレイジ
zemërim	怒り
sauber	ザウバー
munde	beat
munde	ビート
dashnor	恋人
dimensioni	ディメンション
dimensioni	次元
dimensioni	寸法
mirëmbajtja	メンテナンス
mirëmbajtja	整備
shoqet	ガールフレンド
begati	繁栄
lorenc	ローレンス
karlo	カルロ
luftra	戦争
luftra	ウォーズ
nuova	ヌオーヴァ
përparime	プログレス
përparime	経過
përparime	進捗
rohan	露伴
mikroskop	顕微鏡
seanca	セッション
seanca	セッションズ
seanca	セッション
dishepujt	弟子
minierë	鉱山
qëndisur	ニット
qëndisur	編み物
ilaç	救済
ilaç	医学
ekzotike	エキゾチック
kliko	クリック
formulim	策定
parandaluese	予防
linz	リンツ
manfred	マンフレート
polifonik	ポリフォニック
virusin	ウィルス
virusin	ウイルス
elitë	エリート
tregjeve	マーケット
astrid	アストリッド
poitiers	ポワティエ
katarina	カタリナ
drejtoreshë	監督
drejtoreshë	ディレクター
drejtoreshë	取締役
ikja	エスケープ
ikja	出発
avignon	アヴィニョン
qershia	サクランボ
qershia	チェリー
qershia	サクランボ
qershia	さくらんぼ
rodolfo	ロドルフォ
jahrhundert	jahrhundert
admirim	感嘆
admirim	賞賛
peni	ペニー
katastrofë	災害
përshtat	カスタマイズ
përshtat	フィット
përshtat	fit
renato	レナート
lami	ラミー
shangai	上海市
shangai	上海
kandidaturën	立候補
sondazh	アンケート
sondazh	調査
sondazh	アンケート
lal	ラール
bra	ブラジャー
bra	ブラ
ifla	ifla
believe	信じる
believe	believe
believe	信ずる
perez	ペレス
ida	アイダ
ida	イダ
caroline	キャロライン
mons	モンス
fly	fly
fly	ハエ
fly	フライ
fly	飛ぶ
fuentes	フエンテス
psiko	サイコ
netscape	netscape
lagur	湿気
lagur	濡れ
thomson	トムソン
infrastrukturën	インフラストラクチャー
koherente	coherent
albion	アルビオン
konfuzion	混同
konfuzion	混乱
heroina	ヘロイン
heroina	ヒロイン
amanetin	信託
morning	モーニング
listuar	上場
juda	ユダ
përmendi	言及
konkurrenca	競技
konkurrenca	コンペ
konkurrenca	競争
konkurrenca	コンペティション
konkurrenca	コンテスト
volum	音量
volum	ボリューム
volum	体積
regina	レジーナ
xhuxh	ミゼット
xhuxh	ドワーフ
xhuxh	小人
kazakistan	カザフスタン
qepa	オニオン
qepa	たまねぎ
qepa	タマネギ
qepa	玉ねぎ
atkinson	アトキンソン
mirko	ミルコ
bgp	bgp
priftërinj	司祭
esenca	エッセンス
esenca	本質
paharruar	バーン
paharruar	納屋
penisit	陰茎
penisit	ペニス
pavarsisht	にもかかわらず
luftoni	ファイト
croce	クローチェ
meri	メリ
meri	メアリ
meri	メアリー
meri	マリ
valeria	ヴァレリー
dyshimet	疑念
tbilisi	トビリシ
dioqezës	教区
prekja	タッチ
prekja	touch
prekja	触る
dobësitë	弱点
mono	モノ
amos	アモス
shkatërrojë	破壊
presidentët	社長
luftëtare	戦士
simpozium	シンポジウム
dicaprio	ディカプリオ
ndalesa	停車駅
insekte	昆虫
insekte	バグ
insekte	不具合
sako	佐古
donja	donja
rick	リック
konventën	コンベンション
konventën	大会
levin	レヴィン
grillo	グリロ
reputacioni	評判
licenca	ライセンス
licenca	免許
licenca	ライセンス
urtësi	知恵
rëra	砂塵
dere	ドア
sunduesi	主権
pacientë	患者
kein	ケーン
bee	ビー
liliana	リリアン
zanave	ピクシー
produksioni	製作
produksioni	生産
produksioni	プロダクション
lambert	ランバート
reflektim	反射
reflektim	リフレクション
shkurtim	略語
shkurtim	略記
shkurtim	略称
shkurtim	剪定
çelësa	キー
nes	ネス
virtyti	美徳
cox	コックス
rms	rms
nudo	ヌード
energjitë	エネルギー
paderborn	パーダーボルン
divorcuar	離婚
nums	nums
mauro	マウロ
epidemi	パンデミック
epidemi	伝染病
kontekstit	コンテクスト
kontekstit	コンテキスト
kontekstit	context
autonomia	自治
bergen	ベルゲン
václav	ヴァーツラフ
giovanna	ジョヴァンナ
fabrikave	工場
aroma	香り
linde	誕生
nash	ナッシュ
trudeau	トルドー
faji	断層
faji	フォールト
faji	フォルト
sera	セラ
ambiciet	野心
ambiciet	野望
yuri	ゆり
yuri	ユーリ
realizëm	リアリズム
panik	パニック
dhurate	ギフト
dhurate	贈り物
inç	インチ
beverly	ビヴァリー
nickelodeon	ニコロデオン
auflage	auflage
efikasitetin	効率
swiss	スイス
plc	plc
eto	江藤
xhamija	モスク
hastings	ヘイスティングス
fermë	農場
fermë	ファーム
gishta	爪先
gishta	つま先
dhjeta	tens
dhjeta	テン
dhjeta	ten
llogarit	計算
llogarit	計算
kaloni	切り替え
kaloni	スイッチ
kaloni	パス
zeusin	ゼウス
pocket	プロッター
australinë	オーストラリア
rrëzimi	クラッシュ
salo	サロ
tranzicion	変遷
tranzicion	転移
eni	eni
eni	アニー
adriani	エイドリアン
hobi	趣味
hobi	趣味
toska	トスカ
ideologjinë	イデオロギー
eksperience	エクスペリエンス
eksperience	体験
eksperience	経験
vat	vat
leonidha	レオニダス
muzik	ミュージック
muzik	音楽
monitorimin	モニタリング
monitorimin	監視
eli	エリー
eli	エリ
eli	イーライ
glen	グレン
glen	グレン
riçard	リチャード
riçard	リヒャルト
flakët	炎上
fërkimi	摩擦
sepc	sepc
spiun	スパイ
gjarpërinjtë	ヘビ
inflacioni	インフレーション
cilindër	円柱
cilindër	シリンダー
zia	ジア
bunker	バンカー
regjisorët	取締役
këmbe	フィート
dredhi	策略
dredhi	ギミック
lëshime	譲歩
financim	融資
zile	呼び鈴
zile	ベル
trefishtë	トリプル
skedar	ファイル
joel	ジョエル
router	ルータ
lecce	レッチェ
simetri	対称
pfa	pfa
sufi	スーフィー
guardia	グアルディア
lotus	ハス
lotus	ロータス
globalizimi	グローバリゼーション
wikisource	ウィキソース
kukullat	パペット
dëshpërim	絶望
kamion	トラック
duartrokitje	拍手
pastërtisë	清掃
heliumit	ヘリウム
testimi	テスト
luke	ルカ
kromi	クロム
fil	ファイ
fil	フィル
nuovo	ヌオーヴォ
riorganizimi	シャッフル
buch	ブーフ
sprache	sprache
depozituar	寄託
kamen	仮面
atmosfere	大気
atmosfere	大気圏
atmosfere	雰囲気
christ	キリスト
roberti	ロベルト
roberti	ロベール
roberti	ロバート
iki	壱岐
portsmouth	ポーツマス
beim	beim
lhasa	ラサ
mbesë	孫娘
mbesë	めい
gishti	親指
gishti	フィンガー
gishti	爪先
gishti	つま先
woo	ウー
dej	day
dej	一日
ich	ich
vishet	ドレス
shkopinj	スティック
ndërgjegjja	良心
pakënaqësia	不満
pakënaqësia	不満
tres	トレス
breslau	ヴロツワフ
miletit	ミレトス
mbulojë	表紙
mbulojë	被覆
mbulojë	カバー
mbulojë	cover
ena	恵那
gsh	gsh
monitor	モニター
monitor	モニタ
famës	名声
tingëllon	サウンド
wydawnictwo	wydawnictwo
katastrofa	災害
pet	pet
pet	ペット
pet	パット
pozicionimi	位置決め
bohemi	ボヘミア
impresionuar	感動
impresionuar	感心
pri	pri
ver	ver
identik	同一
gomes	ゴメス
jordi	ジョルディ
dragua	ドラゴン
religjioni	宗教
gjykate	法廷
gjykate	コート
gjykate	裁判所
kandidatë	候補者
farmaci	ドラッグストア
farmaci	薬局
farmaci	薬学
farmaci	薬局
ilaçe	医学
nrhp	nrhp
zambaku	ユリ
coins	硬貨
coins	コイン
pjekurinë	満期
hamburger	バーガー
hamburger	ハンバーガー
hamburger	ハンバーガー
forumin	フォーラム
totali	合計
totali	合計
abas	アバス
mëkatin	シン
mëkatin	sin
forcimit	強化
ekuilibri	残高
ekuilibri	バランス
pit	ピート
