kategória	kategooria
telefónne	telefon
macedónsky	makedoonia
opačne	tagurpidi
opačne	vastand
opačne	vastupidine
sval	lihas
závažné	tõsised
závažné	tõsine
závažné	raskekujuline
závažné	tõsine
luc	luc
dôstojníci	ohvitserid
schémy	kavad
schémy	skeemide
schémy	kavade
schémy	skeemid
schémy	skeem
schémy	kava
schémy	skeemid
dovnútra	sees
dovnútra	sissepoole
ťažbu	kaevandamine
komplexy	kompleksid
podporovaný	toetatud
podporovaný	toetas
ocean	ookean
tamara	tamara
plazmy	plasma
mick	mick
notár	notar
zvyšovanie	suurendamine
zvyšovanie	suureneb
zvyšovanie	tõstmine
larvy	vastsete
larvy	vastne
zimná	talv
identitu	identiteedi
identitu	identiteet
pavúk	ämblik
pavúk	spider
monografia	monograafia
liam	liam
viking	viking
viking	viiking
karate	karate
amadeus	amadeus
valentin	valentin
sliezsko	sileesia
obmedziť	piira
obmedziť	piir
obmedziť	piirang
obmedziť	limiit
nasadenia	kasutuselevõtt
neo	neo
robota	bot
robota	robot
označení	märgitud
označení	märgistatud
dohovoru	konventsiooni
dohovoru	konventsioon
dodatočné	täiendavad
dodatočné	täiendav
subjekty	üksused
subjekty	teemasid
subjekty	alamad
subjekty	teemad
louisa	louisa
louisa	louise
omylom	ekslikult
omylom	kogemata
delegácie	delegatsioonid
diesel	diisel
prítoku	sissevoolu
umelý	kunstlik
suma	kogus
suma	summa
suma	summa
karpatského	karpaatia
vojensky	sõjaliselt
petrov	petrov
rómovia	roma
logický	loogiline
organická	orgaaniline
organická	orgaanilised
organická	orgaaniliste
lausanne	lausanne
mráz	frost
inžinieri	insenerid
výnosy	tulud
výnosy	tulu
výnosy	sissetulek
výnosy	tulu
výnosy	tulud
rusov	venelased
úsilia	jõupingutusi
úsilia	jõupingutused
úsilia	pingutus
cukor	suhkrut
cukor	suhkur
uzbekistan	usbekistani
svetelné	valgustatud
annie	annie
belle	belle
hunt	hunt
hunt	jaht
piccadilly	piccadilly
formovanie	moodustamine
formovanie	moodustumist
formovanie	kujundamine
formovanie	kujundamisel
nokia	nokia
plata	plata
cyklistov	jalgratturid
grunge	grunge
rumunského	rumeenia
perspektívy	väljavaated
perspektívy	väljavaateid
perspektívy	perspektiivi
perspektívy	perspektiiv
perspektívy	perspektiive
hodnotí	hindab
hodnotí	hindab
crystal	crystal
crystal	kristall
netopier	bat
netopier	nahkhiir
schválené	heakskiidetud
infračervené	infrapuna
kolegov	kolleegid
rum	rumm
rum	rummi
inváziu	sissetungi
inváziu	sissetung
nábytok	mööbel
položky	kirjed
položky	elemendid
položky	esemed
položky	kirjed
predsedov	presidendid
mechanický	mehaanilised
mechanický	mehaaniline
explózia	plahvatus
lenin	lenin
maxi	maxi
kosovo	kosovo
abs	abs
serra	serra
tisícky	tuhanded
tisícky	tuhandetes
tisícky	tuhandeid
hrúbky	paksus
vlasť	kodumaa
vlasť	isamaa
vlasť	kodumaa
náplne	padrunid
tibet	tiibeti
nutne	tingimata
nutne	ilmtingimata
hrozba	oht
hrozba	ähvardus
presvedčení	veendunud
formátov	vormid
mccartney	mccartney
výpočty	arvutus
výpočty	arvutamine
výpočty	arvestus
výpočty	arvutused
ferguson	ferguson
nehoda	avarii
nehoda	õnnetus
okamih	moment
okamih	hetk
jadrový	tuuma
jadrový	tuumaenergia
viny	süü
viny	süüd
viny	süütunne
pero	pen
pero	pliiats
nebezpečný	ohtlikud
nebezpečný	ohtlik
nebezpečný	ohtlikud
nebezpečný	ohtlik
ručné	käsitsi
ručné	käsiraamat
ručné	manuaal
ručné	pihuarvuti
ručné	kätt
ručné	käe
ručné	käega
ručné	käsi
náboženstvá	religioonid
organizovanie	korraldamine
organizovanie	korraldamine
ľahká	kerged
afrického	aafrika
relatívna	sugulane
relatívna	suhteline
boulogne	boulogne
vyznanie	religioon
vyznanie	creed
vyznanie	ülestunnistus
prsníka	rind
prsníka	rinnanäärme
prsníka	rinnaga
deviaty	üheksanda
deviaty	üheksas
priateľka	sõbranna
priateľka	tüdruksõber
faraón	vaarao
kryt	kata
kryt	katke
kryt	katta
kryt	katma
tunisko	tuneesia
sekundárny	teisene
sekundárny	teisesed
sekundárny	teisese
sekundárny	teisejärguline
celkove	üldine
celkove	üldiselt
overiť	autentimine
sidney	sidney
teplé	soojad
teplé	sooja
teplé	soe
základní	alused
vyjadrila	väljendatud
zobrazovanie	kuvatakse
self	self
champs	champs
ekvádor	ecuadori
primárna	primaarne
primárna	esmane
ilia	ilia
potvrdený	kinnitatud
priaznivé	soodne
priaznivé	soodne
lionel	lionel
chase	chase
chase	tagaajamine
hood	hood
zážitky	kogemused
c++	c++
príkazy	käsud
príkazy	korraldused
príkazy	käsud
príkazy	tellimused
presunuté	liigutatud
presunuté	liigutas
presunuté	kolis
presunuté	ülekantud
teleskop	teleskoobi
dodržiavanie	kinnipidamine
dodržiavanie	lugupidamine
dodržiavanie	austus
dodržiavanie	vastavus
inflácie	inflatsioon
jedinci	üksikisikute
jedinci	üksikisikud
jedinci	teemasid
jedinci	alamad
jedinci	teemad
chodby	koridorid
chodby	koridorid
archeológia	arheoloogia
čitateľ	lugeja
čitateľ	lugeja
zábavy	meelelahutus
que	que
tajný	saladus
tajný	salajane
tajný	secret
tajný	salajane
emilia	emilia
sudcovia	kohtunikud
radosti	joy
radosti	rõõmu
radosti	rõõm
radosti	rõõmud
rozšírení	laiendused
rca	rca
dynamické	dünaamiline
dynamické	dünaamika
funkčná	funktsionaalsed
funkčná	funktsionaalne
autority	võimud
autority	ametiasutused
autority	asutused
autority	ametivõimud
scenáre	stsenaariumide
scenáre	stsenaariumid
kréta	kreeta
indiáni	indiaanlased
spracované	töödeldud
gov	gov
opozícia	vastulause
opozícia	opositsiooni
opozícia	vastuseis
opozícia	opositsioon
smerovanie	suund
smerovanie	tack
tuto	siin
reed	reed
nasledovať	follow
nasledovať	järgi
nasledovať	järgne
mozno	ehk
mozno	ehk
mozno	võibolla
mozno	äkki
elisabeth	elisabeth
xbox	xbox
emerson	emerson
čkd	čkd
pláže	rand
pláže	beach
pláže	rannad
export	eksport
export	eksport
export	ekspordi
export	eksporditakse
export	eksportivate
batéria	patarei
batéria	aku
konzoly	konsoolid
konzoly	konsool
konzoly	konsooli
konzoly	sulgudes
fašizmu	fašismi
jesse	jesse
inteligencia	luure
pomôcka	seade
pomôcka	seadis
pomôcka	vihje
syntézu	sünteesi
podrobné	detailne
podrobné	üksikasjalikud
podrobné	üksikasjalik
alternatívna	alternatiiv
alternatívna	alternatiiv
ufa	ufa
nastaviť	seadistus
nastaviť	seadistamine
nastaviť	komplekti
nastaviť	komplekt
nastaviť	määra
nastaviť	seadis
nastaviť	seadistamine
včas	õigeaegne
ostane	jääb
udržiava	säilitab
udržiava	hoiab
linz	linz
augustin	augustin
kritická	kriitiline
kritická	kriitilised
fary	pastoraadi
klientov	kliendid
modernizácie	moderniseerimine
modernizácie	ajakohastamine
modernizácie	täiendamine
modernizácie	uuendamine
modernizácie	moderniseerimine
modernizácie	moderniseerimise
dôsledne	järjekindlalt
dôsledne	järjepidevalt
macintosh	macintosh
laguna	laguna
módy	mood
módy	režiimid
zmiešaná	segatud
zmiešaná	sega
zmiešaná	segunenud
loptu	ball
loptu	pall
loptu	palli
letka	eskadrill
tekutín	vedeliku
tekutín	vedelik
podobnosti	sarnasusi
pozorovateľ	jälgija
pozorovateľ	vaatleja
magické	maagiline
magické	võlu
magické	magic
magické	maagia
magické	maagiline
magické	maagilised
súprava	komplekt
súprava	kit
elektroniky	elektroonika
zastavili	seiskunud
volať	kõne
volať	helistamine
partizáni	partisanid
vyrovnať	toime
vyrovnať	nihe
vyrovnať	kompenseerida
voliť	hääletus
voliť	hääleta
voliť	hääletamine
vitamínu	vitamiin
vitamínu	vitamiini
mapu	kaart
nepravidelný	ebaregulaarne
anjeli	inglid
zázrak	ime
stáročia	sajandeid
stáročia	sajandite
novi	novi
príspevku	postitust
príspevku	post
príspevku	postitus
fotografické	fotograafiline
platný	kehtiv
platný	kehtib
arnaud	arnaud
dvojité	topelt
dvojité	kahene
striedanie	rotatsiooni
striedanie	pööramine
striedanie	asendamine
zber	saagi
zber	lõikus
zber	saak
zber	kogu
zber	kollektsioon
zber	kogumine
kingston	kingston
poliakov	poolakad
dialekty	dialekti
robbie	robbie
vyhlasuje	teatab
vyhlasuje	kinnitab
vyhlasuje	deklareerib
düsseldorf	düsseldorfi
znížená	vähenenud
znížená	vähenes
znížená	vähendatud
riešené	adresseeritud
írske	iiri
írske	iirlased
kladne	positiivselt
slobôd	vabaduste
slobôd	vabadused
maska	mask
zvýšené	suurenenud
zvýšené	suurendatud
zvýšené	kõrgenenud
zvýšené	kõrgendatud
flámsko	flandria
vianočné	jõulud
uznáva	tunnistab
uznáva	tunnustab
uznáva	möönab
uznáva	tunnistab
def	def
vita	vita
sudán	sudaani
sudán	sudaan
explicitne	sõnaselgelt
explicitne	selgesõnaliselt
plynule	pidevalt
plynule	ladusalt
dvb	dvb
množstvá	summad
množstvá	kogused
množstvá	kogus
dosiahnuté	saavutati
dosiahnuté	saavutatud
dosiahnuté	saavutatud
dosiahnuté	saavutas
dosiahnuté	jõuti
ker	ker
mauzóleum	mausoleum
mia	mia
doom	doom
lynn	lynn
kilogramov	kilogrammides
kilogramov	kilogrammi
eden	eden
úmrtí	surmad
hmotné	materiaalne
vrážd	mõrv
vrážd	mõrvad
sled	kelk
problematické	problemaatiline
problematické	probleemne
každopádne	igatahes
turisti	turistid
lambert	lambert
kilometre	kilomeetreid
kilometre	kilomeetrit
kilometre	läbisõit
kilometre	miles
kilometre	miili
kilometre	kilomeetrit
krvácanie	veritsus
krvácanie	verejooks
krvácanie	hemorraagia
krvácanie	verejooks
záväzky	kohustused
záväzky	kohustused
záväzky	kohustused
súdov	kohtud
berry	marja
berry	berry
pozorovaný	täheldatud
pozorovaný	vaadeldud
jedinečné	kordumatu
jedinečné	ainulaadne
jedinečné	unikaalne
únik	leke
únik	lekke
únik	põgenemine
koza	kits
koza	kitse
stalingrad	stalingradi
zdrojoch	vahendid
zdrojoch	ressursid
diaľkové	pult
moi	moi
korn	korn
maxima	maxima
mzda	palk
mzda	töötasu
mzda	palk
mzda	töötasu
mzda	palgad
smútku	kurbus
smútku	kurbust
smútku	leina
sol	sol
césar	cesar
césar	césar
harvey	harvey
zabránilo	vältinud
vzájomná	vastastikused
vzájomná	vastastikune
vzájomná	vastastikuse
patriť	kuuluda
patriť	kuuluvad
skryť	peidetakse
skryť	peitu
skryť	peitmine
skryť	peida
aubin	aubin
eura	euro
delo	kahur
náročná	väljakutse
náročná	nõudlik
symbolický	sümboolne
cestovné	reisimine
cestovné	reisi
jimi	jimi
zbore	koor
zbore	koori
zálohy	abiväge
integrované	integreeritud
cbs	cbs
beatrix	beatrix
gene	gene
gene	geen
gene	geeni
šaty	kleit
šaty	riideid
šaty	riided
ponechať	hoida
ponechať	hoia
ponechať	hoian
poradia	järjestus
výlet	trip
výlet	reis
infekčné	nakkav
irving	irving
jamy	augud
jamy	jamss
príloha	lisa
transformácia	ümberkujundamine
transformácia	muutumine
transformácia	teisendused
osadníkov	asunikud
bonnie	bonnie
andorra	andorra
mallorca	mallorca
milton	milton
dostupnosť	kättesaadavuse
dostupnosť	kättesaadavus
dostupnosť	kättesaadavus
dostupnosť	juurdepääs
dostupnosť	juurdepääsu
claudia	claudia
pera	pen
pera	pliiats
sprievodcu	juhend
sprievodcu	giid
sprievodcu	dirigent
prenasledovanie	jälitamine
prenasledovanie	jälitamine
prenasledovanie	tagaajamine
prenasledovanie	tagakiusamine
cool	lahe
cool	cool
richards	richards
biotopov	elupaikade
biotopov	elupaikade
biotopov	elupaiga
cudzincov	välismaalased
suzuki	suzuki
optika	optika
kritéria	kriteerium
kritéria	kriteeriumid
mechanická	mehaanilised
mechanická	mehaaniline
primitívne	primitiivne
primitívne	algeline
dominantné	domineeriv
dominantné	valitsev
modernizácia	uuendus
modernizácia	uuendamine
modernizácia	ajakohastamine
modernizácia	täiendamine
modernizácia	uuendamine
modernizácia	moderniseerimine
modernizácia	moderniseerimine
modernizácia	moderniseerimise
krížová	rist
krížová	cross
krížová	risti
ashley	ashley
zakázaná	keelatud
zakázaná	keelatud
zakázaná	keelustatud
zakázaná	keelatud
pravidelná	korrapärane
pravidelná	regulaarsed
pravidelná	tavaline
pravidelná	korrapärased
pravidelná	regulaarne
vypočítať	arvutatud
vypočítať	kalkulaator
vírusom	viiruse
vírusom	viirus
aix	aix
matrix	maatriks
matrix	matrix
hermes	hermes
preferencie	soodustused
preferencie	eelistused
preferencie	eelistus
foster	foster
nula	nulli
nula	zero
nula	null
ostrá	raevukas
ostrá	teravad
ostrá	sharp
ostrá	terav
bristol	bristol
likvidáciu	kõrvaldamise
likvidáciu	kõrvaldamine
magnum	magnum
predsedníctvo	eesistumine
predsedníctvo	bürood
predsedníctvo	büroo
predsedníctvo	juhatus
predsedníctvo	eesistujariik
predsedníctvo	eesistumine
vrah	tapja
vrah	killer
vrah	mõrvar
vrah	mõrvar
vrah	mõrtsukas
canis	canis
goes	läheb
goes	käib
novgorod	novgorodi
dominikánskej	dominikaani
etnických	etniline
závery	järeldused
konzul	konsul
henderson	hendersoni
henderson	henderson
deliť	jaga
messenger	sõnumitooja
psychické	psühholoogiline
psychické	psühhiaatrilised
azerbajdžan	aserbaidžaani
azerbajdžan	aserbaidžaan
odseku	lõik
odseku	paragrahv
odseku	lõige
prstov	sõrmed
doplnok	täiendus
doplnok	täiendus
doplnok	liide
doplnok	lisand
jerzy	jerzy
inšpektor	inspektor
inšpektor	inspektori
cloud	pilve
cloud	pilved
cloud	cloud
cloud	pilv
uznania	tunnustamine
uznania	tunnustus
uznania	kajastamine
zlomok	murdosa
zlomok	fraktsioon
palmer	palmer
bývania	eluaseme
iulia	iulia
priemyselný	tööstusliku
priemyselný	tööstus
priemyselný	tööstuslik
vážil	kaalutud
optimus	optimus
butler	butler
butler	ülemteener
butler	teener
havel	havel
jašterica	sisalik
jezuita	jesuiit
ústa	suu
ústa	suud
ares	ares
účty	arved
účty	arvepidamine
účty	kontod
šanca	võimalus
šanca	chance
sivá	gray
sivá	hall
sivá	hallid
sivá	hall
sivá	grey
pomohlo	aitasid
pomohlo	aitas
pomohlo	aidanud
marty	marty
dubline	dublini
dubline	dublinis
cestovať	reisimine
cestovať	reisi
obmedzení	piirangud
obmedzení	piirangud
blesk	flash
blesk	välk
blesk	bolt
blesk	välk
manifest	manifest
kremeňa	kvarts
prerušené	katkestatud
prerušené	katkestatud
prerušené	loobuti
rss	rss
župan	rüü
platformu	platvorm
giro	giro
nastavenia	seadistused
nieminen	nieminen
genesis	genesis
spektrometer	spektromeeter
cent	sent
oznámenie	väljakuulutamine
oznámenie	teadaanne
oznámenie	märka
oznámenie	teade
oznámenie	teatamine
oznámenie	teade
oznámenie	teavitamine
oznámenie	teatis
oznámenie	suhtlemine
oznámenie	kommunikatsioon
oznámenie	side
šťastné	õnnelik
hubert	hubert
lucky	vedas
lucky	lucky
lucky	õnneseen
lucky	õnnelik
lucky	veab
výhodné	mugav
obrazok	pilt
obrazok	pildi
maľoval	värvitud
maľoval	maalitud
atribúty	atribuudid
lipsko	leipzigi
komu	kes
komu	keda
prielom	läbimurre
hannover	hannover
mramor	marmor
api	api
beaumont	beaumont
minulých	minevik
desiaty	kümnes
zabraňuje	takistab
zabraňuje	väldib
účastníkmi	osalejad
účastníkmi	osalejaid
odpovedá	reageerib
pin	pin
vodivosť	juhtivus
siemens	siemens
žiaka	õpilane
emiráty	emirates
národností	rahvuste
hoffman	hoffman
odchýlky	hälve
odchýlky	kõrvalekalle
náhradník	alternatiiv
evolúcia	areng
evolúcia	evolutsioon
sheffield	sheffield
vyhlásiť	kuulutada
medzera	lõhe
šiesta	kuuendaks
šiesta	kuues
seal	pitser
seal	pitsat
parma	parma
symbolicky	sümboolselt
zásada	põhimõte
verne	verne
verne	ustavalt
variantu	variant
pakistanu	pakistan
pakistanu	pakistani
psychologické	psühholoogiline
širšieho	laiemalt
širšieho	laiem
širšieho	laiema
realizovaný	realiseeritud
sústrediť	kontsentraat
sústrediť	fookus
sústrediť	fookuses
haven	haven
posolstvo	sõnum
posolstvo	teade
vystavená	paljastatud
ucho	kõrv
ucho	kõrva
odborne	professionaalselt
okrsok	ringkond
okrsok	rajoon
halo	halo
slon	elevant
exemplárov	isendid
atómová	aatom
atómová	aatomi
batérií	patareid
batérií	akud
samé	üksinda
samé	üksi
prekladov	tõlked
stanford	stanfordi
stanford	stanford
zachytené	märgatud
zachytené	nähtud
zachytené	konfiskeeritud
zachytené	püütud
zachytené	tabatud
zachytené	vangistatud
ist	nu
pomôcky	seade
pomôcky	seadis
pomôcky	aids
pomôcky	aidsi
pomôcky	tööriistad
pomôcky	seadmed
svedkov	tunnistajad
slalom	slaalom
tampere	tampere
nováčik	uustulnuk
nováčik	algaja
palivá	kütus
palivá	kütuse
palivá	kütused
vykopávky	väljakaevamistel
odporúčané	soovitatud
odporúčané	soovitas
odporúčané	soovitatav
odporúčané	soovitatavad
odporúčané	soovituslik
odporúčané	soovitatud
odporúčané	soovitas
generátor	generaator
betón	betoonist
betón	konkreetseid
betón	betooni
chrome	kroomi
chrome	kroom
skryté	peidus
skryté	peidetud
skryté	varjatud
štáb	staap
štáb	peakorter
štáb	meeskond
ace	äss
ace	ace
pridanie	liitmine
pridanie	lisamine
spontánne	spontaanne
spontánne	spontaanselt
rozdielov	erinevused
súper	rivaal
súper	vastane
kolégium	kolleegium
kolégium	kolledž
vyberá	valib
deutschland	deutschland
širší	laiemalt
širší	laiem
širší	laiema
širší	laiem
širší	laiema
jacka	jack
picasso	picasso
zodpovedajúce	vastav
zodpovedajúce	ühesugused
hernández	hernández
prijatia	saabujate
prijatia	saabumine
rumunskom	rumeenia
rumunskom	rumeenia
demokrati	demokraadid
aktív	varad
aktív	varade
výživy	toitumine
výživy	toitumise
múdrosť	tarkust
múdrosť	tarkus
atd	jms
atd	jne
atd	etc
priebežne	pidevalt
krvou	veri
krvou	vere
dakujem	tänan
dakujem	aitäh
dakujem	tänud
ochranca	kaitsja
ochranca	kaitsja
ochranca	eestkostja
ochranca	hooldaja
ochranca	kaitsja
ochranca	valvur
hruška	pirn
hruška	pirni
wembley	wembley
nezamestnanosti	tööpuudus
nezamestnanosti	töötus
nútená	sundis
nútená	sunnitud
vicente	vicente
popol	tuhk
popol	ash
popol	tuhk
jed	mürk
jed	mürk
marika	marika
piesky	liivad
liečenie	paranemine
liečenie	töötlus
liečenie	ravi
liečenie	töötlemine
liečenie	ravile
dosku	plank
vozňov	vagunite
vozňov	vagunid
požadoval	nõudis
loc	loc
morská	meri
morská	mere
zvláštna	veider
zvláštna	imelik
tresty	karistused
tresty	sanktsioonid
denníky	ajakirjad
piazza	piazza
gramov	memm
gramov	grammi
sicília	sitsiilia
pomalé	aeglane
carrie	carrie
claudio	claudio
fotoaparát	kaamera
santana	santana
hľadania	otsingud
víkend	weekend
víkend	nädalavahetusel
víkend	nädalavahetus
víkend	nädalalõpp
reálny	reaalne
reálny	ehtne
reálny	tõeline
willem	willem
dominantným	domineeriv
dominantným	valitsev
hrudníka	rind
hrudníka	rindkere
hrudníka	kirst
hrudníka	rindkere
oxforde	oxfordis
oxforde	oxfordi
prispôsobené	kohandatud
autom	auto
autom	car
účtov	arvepidamine
účtov	kontod
profilu	profiil
profilu	profiili
britov	britid
bulvár	tabloid
rias	vetikad
návštevníkom	külastajad
návštevníkom	külalised
justice	õiglus
justice	õigusemõistmine
amour	amour
gang	jõuk
gang	kamp
gang	gang
identické	identne
identické	identsed
ozbrojený	relvastatud
tunelov	tunnelid
modifikácie	muudatused
ružová	roosa
ružová	roosad
edvard	edvard
želanie	iha
želanie	soov
želanie	soovi
želanie	sooviks
želanie	soov
želanie	soovi
výrobný	valmistamine
výrobný	tootmine
solo	solo
solo	soolo
springs	vedrud
stratený	eksinud
stratený	kaotas
stratený	kadunud
stratený	kaotatud
analytická	analüütiline
analytická	analüütiline
faust	faust
britániu	suurbritannia
britániu	britannia
ovzdušia	õhu
ovzdušia	õhku
ovzdušia	õhk
ovzdušia	air
myslieť	mõelge
myslieť	mõtle
zastarané	vananenud
zastarané	iganenud
kladivo	haamer
kladivo	vasar
kladivo	hammer
nationale	nationale
rástol	kasvas
wimbledonu	wimbledoni
oranžová	orange
oranžová	apelsin
oranžová	oranž
oranžová	amber
sústredené	koondunud
sústredené	kontsentreeritud
starostlivo	ettevaatlikult
starostlivo	hoolikalt
ovládnuť	domineerida
volkov	volkov
por	por
zväzy	ametiühingud
zväzy	liidud
rebel	mässuliste
rebel	mässaja
modus	modus
povodne	üleujutused
povodne	üleujutus
povodne	üleujutused
pohlavie	sugu
pohlavie	sugu
pohlavie	seks
pohlavie	sex
udržiavanie	hoidmine
udržiavanie	pidamine
udržiavanie	korrashoiu
udržiavanie	hooldamine
udržiavanie	hooldus
verš	salm
linda	linda
nátlak	surve
nátlak	rõhu
nátlak	rõhk
nátlak	lummus
nátlak	sundimine
ivanov	ivanov
rapper	räppar
oddelene	eraldi
salón	salong
salón	salongis
mobilný	liikuv
mobilný	liikuva
mobilný	mobiil
mobilný	mobiilne
hosťom	külalised
skončiť	välju
skončiť	lõpp
luca	luca
ukrajinci	ukrainlased
rozklad	lagunemine
rozklad	kõdu
rozklad	lagunemine
trosky	räbu
trosky	praht
trosky	rususid
slávna	kuulsad
slávna	kuulus
chodcov	jalakäijate
chodcov	jalakäijate
enel	eneli
vlasov	karvad
vlasov	soeng
vlasov	juuksed
garda	garda
pečate	tihendid
nielsen	nielsen
drahé	kallid
profesorov	professorid
rytiera	ratsu
rytiera	rüütli
rytiera	rüütel
rytiera	knight
diamant	diamond
diamant	teemant
vedomý	teadlikud
vedomý	teadlik
vedomý	teadvusel
parc	parc
nash	nash
veľvyslanectvo	saatkonna
veľvyslanectvo	saatkond
pridaný	lisatud
morálky	moraali
morálky	moraal
morálky	moraali
morálky	moraal
apoštol	apostel
sibír	siberi
marcin	marcin
kukurica	mais
kukurica	mais
dospelý	täiskasvanu
dospelý	täiskasvanud
dospelý	täiskasvanud
stratená	eksinud
stratená	kaotas
stratená	kadunud
stratená	kaotatud
roly	rollid
bukurešti	bukaresti
abstraktné	abstraktne
mcdonald	mcdonald
charty	harta
prázdniny	puhkus
prázdniny	pühal
prázdniny	puhkus
morrison	morrison
inštalované	paigaldatud
francúzština	prantsuse
gubernia	kubernerkond
brooks	brooks
sql	sql
náročný	väljakutse
potvrdiť	kinnitus
potvrdiť	kinnitada
potvrdiť	kinnitan
potvrdiť	kinnita
súťažiaci	võistleja
súťažiaci	konkurendid
súťažiaci	konkurente
súťažiaci	konkurentide
súťažiaci	võistlejad
polnoci	kesköö
polnoci	keskööl
szabó	szabó
kontrast	kontrasti
sexuálna	seksuaalse
sexuálna	seksuaalne
chirurg	kirurg
wish	sooviks
wish	soov
wish	soovi
presvedčenia	uskumused
lazio	lazio
pier	huuled
pier	kai
nezamestnanosť	tööpuudus
nezamestnanosť	töötus
štipendium	stipendiumid
štipendium	stipendiumi
štipendium	stipendium
opier	oopereid
pravopis	õigekirja
geometrické	geomeetriline
geometrické	geomeetria
zemiaky	kartul
zemiaky	kartulid
zemiaky	kartuli
zemiaky	kartul
leone	leone
puzdro	korpuse
puzdro	kapsel
stavcov	lülisamba
stavcov	selgroolüli
gates	väravad
gates	gates
rešpekt	lugupidamine
rešpekt	austus
upper	ülemised
upper	ülemine
upper	ülemiste
michelle	michelle
nsdap	nsdap
daimler	daimler
víťazstvu	võidu
víťazstvu	võitu
víťazstvu	võit
messerschmitt	messerschmitt
prezidentov	presidendid
partnerov	partnerid
burns	burns
burns	põleb
burns	põletab
boom	boom
boom	poom
schuster	schuster
lopty	kerad
lopty	munad
lopty	pallid
lopty	ball
lopty	pall
lopty	palli
tina	tina
plan	plaan
plan	plaani
plan	kava
mao	mao
oslavu	tähistamine
podpísaný	allkirjastatud
podpísaný	allkirjastanud
vysielače	saatjad
vianočný	jõulud
špecifická	konkreetne
špecifická	spetsiifilised
špecifická	konkreetsete
špecifická	spetsiifiline
nočná	õhtu
nočná	öö
nočná	ööd
použite	use
použite	kasutamine
použite	kasutamiseks
použite	kasuta
použite	kasutus
supa	supa
zábava	lõbu
zábava	lõbus
zábava	fun
zábava	meelelahutus
priaznivcov	toetajad
verný	ustav
verný	lojaalsed
verný	lojaalne
verný	truu
autonómie	autonoomia
autonómie	sõltumatus
doľava	vasak
doľava	vasakule
doľava	vasakul
oddeliť	eraldunud
kodani	kopenhaageni
kodani	kopenhaagenis
dialógu	dialoog
dialógu	dialoogi
zberateľ	koguja
lovec	kütt
lovec	kütt
lovec	hunter
lovec	jahimees
padá	kukkumine
padá	kukub
padá	falls
padá	langeb
milosti	grace
svedkovia	tunnistajad
mladík	nooruk
manuálna	käsitsi
manuálna	käsiraamat
manuálna	manuaal
titanic	titanic
štítnej	kilpnäärme
náboženstiev	religioonid
odpad	jäätmed
odpad	prügikasti
odpad	prügi
singer	singer
singer	laulja
odpovedať	vastus
odpovedať	vasta
odpovedať	vastus
meta	meta
tereza	teresa
molnár	molnár
bayer	bayer
kolegom	kolleegid
tragicky	traagiliselt
hendrik	hendrik
hotely	hotellid
dolby	dolby
pekné	mõnus
pekné	kena
pekné	nice
quentin	quentin
ustanovenie	klausel
ustanovenie	asutamine
ustanovenie	kehtestamine
ustanovenie	säte
reims	reims
nenávisť	vihkamine
nenávisť	vihkamist
nenávisť	viha
nenávisť	vihkamine
ventil	klapp
ventil	ventiil
vykonanie	rakendamine
vykonanie	elluviimine
vykonanie	hukkamine
vykonanie	täitmine
vykonanie	teostus
komplikácie	tüsistused
didier	didier
artur	artur
záväzné	siduv
záväzné	siduvad
rôznorodé	mitmekesine
relevantné	asjakohane
relevantné	asjakohased
relevantné	asjakohane
registrovaných	registreeritud
registrovaných	registreerinud
antonov	antonov
mills	mills
hlasovalo	hääletati
hlasovalo	hääletasid
hlasovalo	hääletanud
hlasovalo	hääletas
dona	dona
dohodou	kokkulepe
dohodou	leping
kužeľ	koonus
metabolizmu	ainevahetus
metabolizmu	metabolism
čítania	lugemine
čítania	lugemist
čítania	näidud
prehrávač	mängija
modelky	mudelid
modelky	modellid
svit	kuuvalgus
lístok	pilet
bojisku	lahinguväljal
baníkov	kaevurid
denná	päeval
denná	päev
denná	igapäevane
denná	päevane
denná	päevas
omega	omega
roztoky	lahendused
roztoky	lahused
sharon	sharon
metz	metz
photo	foto
fidži	fidži
willis	willis
ukrajinu	ukraina
thor	thor
týždenne	nädalane
týždenne	nädalas
týždenne	iganädalane
antonius	antonius
sucha	põud
litovské	leedu
citlivé	tundlik
citlivé	tundlikud
chcelo	tahtis
chcelo	tagaotsitav
chcelo	tahtsin
genetika	geneetika
volvo	volvo
odhadovaný	hinnanguline
odhadovaný	hinnanguliselt
leibniz	leibniz
dionýza	dionysos
ego	ego
györgy	györgy
navštívili	külastatud
granát	granaat
rovnováha	saldo
rovnováha	tasakaalu
rovnováha	tasakaal
rovnováha	bilanss
rovnováha	tasakaal
neúspech	ebaõnnestumine
neúspech	rike
neúspech	tõrge
neúspech	läbikukkumine
neúspech	tagasilöök
support	toetus
support	tugi
support	toetamine
merlin	merlin
vírusy	viiruse
vírusy	viirus
vírusy	viirused
pripadne	kukub
pripadne	falls
pripadne	langeb
disciplínu	distsipliini
disciplínu	distsipliin
istanbule	istanbuli
baseball	pesapalli
baseball	pesapall
nacizmu	natsismi
gpu	gpu
domingo	domingo
marine	mereväelane
marine	merejalaväelane
marine	marine
marine	mere
batman	batman
batman	batmani
naši	meie
palm	palmi
palm	peopesa
palm	palm
slogan	loosung
motýle	liblikad
gaulle	gaulle
bee	mesilane
bee	bee
