джим	jim
інфраструктура	infraestructura
інфраструктура	infraestructuras
реконструкцію	remodelación
реконструкцію	remodelar
присвячено	dedicada
присвячено	dedicados
присвячено	dedicado
спорядження	mochilas
спорядження	engranajes
спорядження	engranaje
спорядження	artes
кіото	kioto
кіото	kyoto
продюсери	productores
продюсери	productoras
навчальної	cursillo
навчальної	tutoría
навчальної	tutorial
математичної	mates
математичної	matemáticas
реалізувати	implementar
наміри	intenciones
черепаха	tortuga
черепаха	tortugas
черепаха	tortuga
збудження	excitación
синонім	sinónimo
синонім	sinónimos
пропонував	contribuido
пропонував	contribuyó
пропонував	aportado
пропонував	contribuyeron
тези	tesis
кінематограф	cinematografía
кінематограф	fotografía
кінематограф	cine
кінематограф	cinema
страв	platillos
страв	platos
браян	brian
браян	bryan
гільдії	gremio
рон	ródano
рон	rhône
рон	ron
ілюстрація	ilustración
схему	esquema
схему	régimen
традиційна	tradicionales
традиційна	tradicional
знайдена	adorando
симон	simon
симон	simón
іконостас	iconostasio
залізний	plancha
залізний	hierro
якоб	jacob
якоб	jacobo
якоб	jakob
воскресіння	resucitar
воскресіння	resurrección
рукописи	manuscritos
тримається	persisten
вихідний	saliente
вихідний	salientes
збираються	reunión
збираються	reuniendo
збираються	recolección
видати	chantajeado
мовні	lingüístico
привілеї	privilegios
привілеї	privilegio
привілеї	atribuciones
привілеї	prerrogativas
фраза	frase
міфи	mitos
фольклор	folk
фольклор	folklore
фольклор	folclore
заповіт	testamento
будівельник	constructor
скарби	tesoros
рання	early
рання	primeros
рання	temprano
джейсон	jasón
джейсон	jason
комерційного	anuncio
комерційного	comercial
комерційного	comerciales
юліан	julián
юліан	julian
анатомія	anatomía
федеральний	federal
федеральний	federales
тед	ted
польщу	polonia
керрі	kerry
керрі	carrie
польовий	arvense
страйк	strike
страйк	huelga
віддали	dio
віддали	dió
платівки	actas
платівки	registros
платівки	discos
платівки	records
рибу	pescado
рибу	pesca
рибу	peces
рибу	pescados
рибу	pez
оригінал	original
оригінал	originales
підвищує	aumenta
підвищує	aumentos
підвищує	incrementos
тихий	pacífico
тихий	pacifico
відмова	fracaso
відмова	fallo
відмова	falla
камер	camara
камер	cámaras
себастьян	sebastian
себастьян	sebastián
себастьян	sebastián
єзуїтів	jesuitas
постійна	constante
постійна	constantes
кулемета	minigun
євгеній	eugene
євгеній	eugenio
хоп	salto
хоп	lúpulo
хоп	hop
підвищити	incremento
підвищити	aumento
підвищити	aumentar
підвищити	aumenta
підвищити	aumentan
змії	víboras
змії	serpientes
змії	culebra
змії	víbora
змії	snake
змії	serpiente
безпосередній	inmediato
безпосередній	inmediatas
безпосередній	inmediatos
безпосередній	inmediata
провідник	guía
провідник	guia
провідник	revisor
провідник	conductor
партизан	guerrillas
партизан	guerrilleros
партизан	guerrilla
партизан	partisanos
партизан	partidistas
партизан	partidista
допомагали	ayudó
допомагали	ayudado
аграрної	agrario
аграрної	agrarias
аграрної	agrarios
аграрної	agraria
ютери	maquinaria
ютери	máquinas
ютери	maquinas
мільярдів	billón
мільярдів	billones
протести	protestas
ельзас	alsacia
шеф	chef
шеф	cocinero
шеф	jefa
шеф	chief
шеф	jefe
завтра	manana
завтра	mañana
завтра	tomorrow
обряд	rito
боксери	boxeadores
жозеф	josé
зупинка	deteniendo
зупинка	parando
зупинка	parado
зупинка	parada
зупинка	pare
зупинка	stop
зупинка	detener
зупинка	parar
зупинка	alto
зупинка	detener
поліцейських	policías
допомагати	ayudando
допомагати	ayudar
дзвін	timbres
дзвін	campanas
дзвін	campana
дзвін	timbre
дзвін	bell
проміжок	intervalo
удари	grifos
удари	golpes
удари	puños
удари	puñetazos
удари	poniendo
удари	poner
холодний	frio
холодний	frías
холодний	fría
холодний	frío
холодний	cold
кавалерії	caballería
сорок	cuarenta
сорок	forty
вантажний	fletes
вантажний	flete
вантажний	mercancías
епізоди	episodios
відпочинок	esparcimiento
відпочинок	ocio
відпочинок	recreo
відпочинок	recreación
відпочинок	resto
відпочинок	descanso
відпочинок	descansar
відпочинок	reposo
відпочинок	descansen
автомат	máquina
автомат	maquina
автомат	autómata
апостол	apóstol
липа	lipa
липа	tilia
калію	potasio
кінцівок	extremidades
недостатності	insuficiencias
цифр	dígitos
змінився	cambiado
змінився	cambiada
змінився	cambió
замінено	sustituido
замінено	sustituyó
замінено	reemplazados
замінено	sustituye
замінено	reemplazado
пів	mitad
пів	half
пів	medio
спираючись	confiando
спираючись	inclinada
спираючись	inclinado
подвійний	dobles
подвійний	doble
подвійний	dual
товариш	camarada
відверто	golpeando
відверто	bateo
відверто	golpear
вирішують	resolver
нараховується	otorgado
нараховується	galardonado
нараховується	adjudicado
нараховується	premiado
нараховується	concedido
сортування	ordenamiento
сортування	clasificación
розробок	desarrollos
розробок	evolución
розробок	acontecimientos
організми	organismos
красний	krasny
десант	agresión
десант	asalto
місій	misiones
путін	putin
кравчук	kravchuk
юридичні	legales
юридичні	jurídicas
юридичні	legal
юридичні	jurídico
труси	calzones
труси	calzoncillos
труси	calzones
труси	bragas
труси	boxeadores
пишеться	conjuro
пишеться	deletrear
пишеться	hechizo
організували	arreglado
організували	dispuestos
організували	arreglada
барбара	barbara
барбара	bárbara
виняток	excepción
законодавчих	legislativo
законодавчих	legislativas
законодавчих	legislativa
знижує	descensos
знижує	disminuciones
знижує	disminuye
колу	coque
колу	coca
сосни	pines
сосни	pinos
павільйон	pabellón
копіювання	copiar
копіювання	copia
копіювання	copiado
копіювання	copie
копіювання	ejemplar
копіювання	copiar
копіювання	copiando
копіювання	copiado
копіювання	copia
подарунок	obsequio
подарунок	regalo
подарунок	regalar
подарунок	presente
шляхтич	gentilhomme
буркіна	burkina
польова	arvense
блиск	shine
блиск	brilla
блиск	brillo
блиск	brillar
обстеження	evaluadas
обстеження	evaluados
обстеження	evaluado
обстеження	evaluada
осип	brik
осип	osip
продати	venda
продати	vender
продати	venta
продати	vendo
продати	vende
аркадій	arkady
помічника	auxiliar
помічника	asistente
помічника	ayudante
стамбул	estambul
рівність	igualdad
іноземців	extranjeros
іноземців	extranjería
захоплено	captura
захоплено	capturas
захоплено	invadió
захоплено	invadida
захоплено	invadido
фаза	etapa
фаза	fase
відчуває	sentidos
прочитати	leído
прочитати	lea
прочитати	leer
прочитати	lectura
мовознавство	lingüística
мовознавство	lingüístico
існуючі	existente
існуючі	existentes
електроніка	electrónicos
електроніка	electrónica
електроніка	electrónicos
електроніка	electrónico
електроніка	electrónica
електроніка	electrónicas
електроніка	electronic
зімбабве	zimbabwe
зімбабве	zimbabue
координації	coordinación
перетворити	convertir
перетворити	convierta
перетворити	transformarse
перетворити	transformada
перетворити	transformación
перетворити	transformar
перетворити	transforma
зварювання	soldadura
зварювання	soldar
ескадрильї	escuadra
ескадрильї	escuadrón
дизайнер	diseñadora
дизайнер	diseñadores
дизайнер	diseñador
дощів	lluviosa
дощів	lluvioso
цинку	cinc
цинку	zinc
узагальнення	generalización
узагальнення	generalizar
комуністи	comunistas
комуністи	comunista
комуністи	comunismo
судові	juzgado
судові	tribunal
судові	tribunales
судові	corte
судові	court
ленін	lenin
болгарський	búlgara
болгарський	búlgaro
болгарський	búlgaros
говорили	hablando
говорили	hablado
говорили	hablaron
говорили	hablé
говорили	habló
говорили	hablé
говорили	hablaba
говорили	habló
говорили	hablaron
фрукти	frutos
фрукти	fruto
фрукти	fruta
фрукти	frutas
фрукти	fruta
фрукти	frutas
фрукти	frutos
марсі	marcy
міф	mito
міф	mitos
здавалося	pareció
здавалося	parecía
здавалося	parecieron
промені	haces
промені	vigas
промені	rayos
партнер	compañero
партнер	pareja
партнер	socio
партнер	partner
партнер	socia
дельта	delta
чудовий	maravilloso
чудовий	maravillosas
чудовий	maravillosos
чудовий	maravillosa
очікування	esperándote
очікування	esperando
очікування	esperar
налаштування	configurar
налаштування	configuración
налаштування	configuración
налаштування	preferencias
налаштування	configurar
налаштування	configurando
налаштування	configuraciones
налаштування	configuración
налаштування	ajustes
налаштування	preferencias
рушій	motores
рушій	motor
старші	mayores
навички	habilidades
навички	destrezas
навички	competencias
завдали	causado
завдали	causó
зустрічей	citas
зустрічей	designaciones
зустрічей	nombramientos
зустрічей	reuniones
зустрічей	encuentros
діалог	consultar
діалог	consulta
діалог	diálogo
діалог	dialogo
діалог	diálogos
діалог	dialogar
діалог	diálogo
едо	edo
порошенко	poroshenko
лівих	izquierdistas
купити	compra
купити	adquisición
купити	adquirir
купити	comprar
купити	compra
купити	compre
купити	compro
купити	comprar
олесь	ales
геральдика	heráldica
цивільний	civil
цивільний	civil
цивільний	civiles
потяги	trenes
принцеси	princesas
доставки	envio
доставки	envío
доставки	envíos
неволі	regocijo
неволі	alegrarse
підводного	subacuático
підводного	submarino
практичне	práctico
практичне	prácticos
практичне	practico
практичне	práctica
завершується	finaliza
завершується	termina
завершується	extremos
завершується	acabados
завершується	terminando
редакторів	redactores
редакторів	editores
організаціях	ong
організаціях	ongs
шини	neumáticos
шини	llantas
шини	gomas
шини	bus
шини	autobus
шини	autobús
шини	autobuses
шини	ómnibus
продовжили	reanudado
продовжили	huye
продовжили	huir
продовжили	huyen
передумови	requisitos
захисники	protectores
переробка	reciclado
переробка	reciclar
переробка	reciclaje
дане	danés
дане	dane
житель	ciudadanas
житель	ciudadana
житель	ciudadano
житель	ciudadanos
брокгауза	efron
демократичний	democrática
демократичний	democráticos
демократичний	demócrata
демократичний	democrático
демократичний	demócrata
демократичний	demócratas
протистояти	enfrentarse
протистояти	afrontar
протистояти	enfrentar
протистояти	confrontar
погіршення	empeoramiento
погіршення	empeorando
погіршення	empeorar
сирія	siria
індіана	indiana
боже	dios
прикрашені	adornado
ситуаціях	situaciones
зараження	infectada
зараження	infectadas
зараження	infectados
зараження	infectado
захисників	defensoras
захисників	defensores
форд	ford
фірмі	firme
фірмі	firmes
фірмі	bufete
юхимович	rasputín
лід	liderar
лід	plomo
лід	hielo
мор	maure
помітні	llamativo
соціалістів	socialistas
дунай	danubio
демо	demo
демо	demostración
прибрати	limpio
прибрати	limpios
прибрати	limpieza
прибрати	limpiar
прибрати	limpia
прибрати	quita
прибрати	eliminar
прибрати	quitar
прибрати	desinstalar
палаті	ward
палаті	pabellón
нагірно	nagorno
темний	dark
темний	oscuro
темний	oscuridad
темний	oscuros
темний	oscura
мусульмани	musulmana
мусульмани	musulmanes
мусульмани	musulmán
мусульмани	musulmana
мусульмани	musulmanes
мусульмани	musulmán
видобування	extracción
видобування	destripador
видобування	extraer
видобування	extrayendo
облога	asedio
облога	sitio
ходів	movimientos
ходів	mudanzas
ніколас	nicolás
ніколас	nicolás
ніколас	nicholas
брами	gates
брами	puertas
уфа	ufa
баррі	barry
лувр	louvre
фішер	fisher
фішер	pescador
фішер	fischer
додаткова	extra
додаткова	suplementario
додаткова	complementario
додаткова	suplementaria
додаткова	suplementario
додаткова	suplemento
припинено	abortado
припинено	interrumpida
казані	kazan
гарно	agradable
гарно	bonita
гарно	bonito
гарно	lindo
гарно	linda
гарно	niza
перетворено	convertida
перетворено	convertidos
перетворено	convertido
турина	turina
геологічних	geológico
геологічних	geológica
геологічних	geológicas
геологічних	geológicos
перекласти	traducir
перекласти	traduzca
перекласти	traduce
корі	corey
корі	cory
корі	cori
трудові	parto
поставлені	logros
поставлені	realizaciones
перемагає	ganar
перемагає	ganando
перемагає	derrotas
перемагає	derrota
груди	tórax
груди	cofre
груди	pecho
груди	mama
груди	pechuga
груди	seno
груди	pecho
чекати	espere
чекати	esperar
чекати	espera
чекати	esperen
допоміжні	auxiliares
допоміжні	asistentes
допоміжні	ayudantes
вченим	erudito
вченим	estudioso
птаха	pajaro
птаха	aves
птаха	pájaro
птаха	ave
стадія	etapa
стадія	escenario
стадія	stage
повідомили	informada
повідомили	informados
повідомили	informado
ззовні	externamente
ззовні	fuera
ззовні	afuera
ззовні	exterior
рейд	raid
рейд	redada
рейд	incursión
пояснив	explicado
пояснив	explicó
пояснив	explicaba
автоматична	automática
автоматична	automático
автоматична	automatica
партизани	guerrillas
партизани	guerrilleros
партизани	guerrilla
партизани	guerrillas
партизани	guerrilleros
партизани	partisanos
отвори	huecos
отвори	agujeros
отвори	hoyos
зближення	fronteras
сухі	secos
сухі	seca
сухі	secar
сухі	seco
поповнення	reemplazos
поповнення	tropas
поповнення	contingentes
поповнення	efectivos
поповнення	tropa
розіграш	sorteo
розіграш	rifa
розіграш	sorteo
жива	viva
жива	vivos
жива	vivo
жива	alive
фасо	faso
фізично	físicamente
дивитися	watch
дивитися	mirar
дивитися	mira
дивитися	reloj
дивитися	mirando
дивитися	viendo
дивитися	observando
ставлять	raza
ставлять	razas
ставлять	reproducirse
ставлять	mestizo
жанна	juana
жанна	jeanne
таємниця	misteriosa
таємниця	misterio
таємниця	misterios
таємниця	misterioso
таємниця	secreta
таємниця	secret
таємниця	secreto
таємниця	secretos
таємниця	sigilo
таємниця	secreto
таємниця	secretismo
творців	creadoras
творців	creadores
застосувати	aplicar
застосувати	aplica
застосувати	aplique
печер	cavernas
печер	cuevas
прогнозування	previsión
істини	verdades
коротко	brevemente
коротко	breves
коротко	breve
вагон	vagón
вагон	carreta
вагон	carro
тяжко	duro
тяжко	duros
тяжко	hard
тяжко	difícil
тяжко	dura
тяжко	enfermería
нагляду	supervisión
ректора	rectora
ректора	rector
описи	descripciones
куб	cubo
напали	atacado
напали	atacó
напали	atacados
напали	atacada
універсальний	unificado
універсальний	unificados
універсальний	unificada
універсальний	unificadas
універсальний	universal
універсальний	universales
подивитися	véase
подивитися	see
подивитися	ver
подивитися	vea
подивитися	watch
подивитися	mirar
подивитися	mira
подивитися	reloj
подивитися	mirad
подивитися	mire
подивитися	mirada
подивитися	miren
подивитися	mira
процесори	procesadores
очікується	esperaban
очікується	esperados
очікується	esperada
очікується	esperado
очікується	esperando
очікується	pendiente
очікується	pendientes
матвій	matthew
матвій	mateo
печерської	fortificación
печерської	fortificaciones
членство	membresía
членство	miembros
членство	pertenencia
членство	afiliación
оригінальне	original
оригінальне	originales
звернутися	consultar
звернутися	consulta
звернутися	consulte
повітряна	aéreo
повітряна	aérea
повітряна	antena
повітряна	aéreos
повітряна	aire
повітряна	air
подають	servida
подають	servido
подають	servidos
подають	sirvió
подають	sirve
ірак	irak
ірак	iraq
гомер	homer
гомер	homero
орда	horda
смирнов	smirnov
степ	estepa
пострілів	tomas
пострілів	disparos
пострілів	tiros
пострілів	chupitos
тінь	sombras
тінь	sombra
тінь	shadow
переглянути	navegar
переглянути	navega
переглянути	explorar
переглянути	revisar
переглянути	examen
переглянути	revisión
переглянути	reseña
переглянути	véase
переглянути	see
переглянути	ver
переглянути	vea
переглянути	vistas
переглянути	vista
переглянути	view
переглянути	ver
антологія	antología
започаткував	instituido
започаткував	instituyó
інтенсивність	intensidad
інтенсивність	fortaleza
інтенсивність	fuerza
поклав	depositada
поклав	depositados
поклав	depositado
християни	cristiano
християни	christian
християни	cristianos
християни	cristiana
християни	cristian
християни	cristián
християни	cristianos
паша	pasha
викрадення	secuestro
викрадення	secuestros
викрадення	rapto
знімок	instantáneas
знімок	instantánea
