δικηγόροι	वकील
κωδικοποίηση	एन्कोडिंग
κωδικοποίηση	कोडिंग
καταστήσει	प्रतिपादन
καταστήσει	रेंडर
κατάθεση	जमा
κατάθεση	गवाही
λάφυρα	लूट
λάφυρα	बूटी
οδηγείται	चलित
πλαστικό	प्लास्टिक
νεβάδα	नेवाडा
αναμενόμενη	प्रत्याशित
αναμενόμενη	अपेक्षित
απορροής	कैचमेंट
τεκμηριώνεται	प्रलेखित
σεισμούς	भूकंप
ανθρωπολογία	मानवशास्त्र
θραύση	फ्रैक्चर
θραύση	टूटन
βύθιση	डूब
εκλεγμένος	चुनी
εκλεγμένος	निर्वाचित
ανακοινώσεις	कहानियाँ
ανακοινώσεις	कहानियां
ανακοινώσεις	घोषणाएँ
αυθεντικό	प्रमाणिक
αυθεντικό	प्रामाणिक
αυθεντικό	मूल
αυθεντικό	मौलिक
αυθεντικό	असली
σιντ	syd
σιντ	sid
σιντ	सिड
δασκάλα	शिक्षक
δασκάλα	अध्यापक
δασκάλα	टीचर
μαριονέτα	कठपुतली
φόρεσε	पहनें
μαγικό	मैजिक
μαγικό	जादू
μαγικό	जादुई
χρονολογικά	क्रमबद्धता
σπένσερ	स्पेंसर
επαρχιακό	प्रांतीय
βίβλος	बाइबिल
βίβλος	बाइबल
άδη	हेडीस
πυρκαγιές	फ़ायर
τζόρνταν	जोर्डन
τζόρνταν	जॉर्डन
τραύμα	जख्म
τραύμα	घाव
τραύμα	चोट
τραύμα	आघात
ρίτα	रीता
ανακαίνιση	नवीकरण
ανακαίνιση	refurbishment
εύρημα	ढूंढना
τρίγωνα	त्रिकोण
ασιατική	एशियाई
εγκέφαλος	दिमाग़
εγκέφαλος	मस्तिष्क
εγκέφαλος	दिमाग
δίκες	ट्रायल
προσκύνημα	तीर्थ
προσκύνημα	यात्राएं
ορατός	दृष्टिगोचर
ορατός	दृश्यमान
ορατός	दृश्य
ανταγωνιστές	प्रतियोगियों
ανταγωνιστές	प्रतिस्पर्धी
υδρογόνωση	हाइड्रोजनीकरण
γκαίτε	गेटे
συντομία	संक्षिप्तता
συντομία	संक्षेप
γυρίζει	घूम
διαμαρτυρία	विरोध
τριπλό	ट्रिपल
αδόλφος	एडाल्फ
αδόλφος	एडोल्फ
τζένη	जेनी
γονίδιο	जीन
επαρχιακή	प्रांतीय
ορθοδοξία	कट्टरवाद
ακτογραμμή	तटरेखा
τζόαν	जोआन
τζόαν	जोन
πυγμάχος	लड़ाकू
πυγμάχος	फाइटर
πυγμάχος	सेनानी
πλάσματα	जीव
σαραγόσα	ज़रागोज़ा
σιένα	सियेना
παιδαγωγική	pedagogical
αναρρίχηση	चढ़ाई
αναρρίχηση	चढ़ाई
καίσαρας	सीज़र
κάνσας	कान्सास
προαιρετικά	वैकल्पिक
γουάτσον	वाटसन
βωμό	वेदी
γονιδίων	जीनों
κλέφτες	चोर
κλέφτες	चोरों
γεύμα	लंच
γεύμα	भोजन
ίππους	horsepower
διευθυντές	निर्देशकों
διευθυντές	प्रबंधक
σεντάν	सेडान
διαγράφονται	विलोपित
διαγράφονται	मिटाया
οξείδια	आक्साइड
ενοχλεί	परेशान
μανιφέστο	घोषणापत्र
θραύσματα	कूड़ा
θραύσματα	खंडहर
θραύσματα	मलबा
θραύσματα	स्क्रैप
λύτρα	फिरौती
εξήγησε	समझाने
εξήγησε	बताइये
εξήγησε	समझाया
χάγιεκ	हायेक
φερόε	फरो
φλεγμονή	सूजन
ορυχείο	मेरा
ψηφοφόρων	वोटर
ψηφοφόρων	मतदाता
αβγά	अंडे
τρισεκατομμύρια	खरब
ντάνι	डैनी
βαμβάκι	सूत
βαμβάκι	कपास
βερν	वर्न
διακριτά	भिन्न
διακριτά	डिस्क्रीट
διακριτά	अलहदा
λανς	lance
λανς	लांस
λανς	तलवार
προσαρμοστεί	समायोजित
τράβηξε	खींचा
άσχετο	अप्रासंगिक
εγχείρηση	ऑपरेशन
εγχείρηση	संचालन
εγχείρηση	आपरेशन
εγχείρηση	सर्जरी
οἱ	ये
τίγρη	टाइगर
τίγρη	बाघों
τίγρη	बाघ
δικτάτορα	तानाशाही
δικτάτορα	तानाशाह
ντεν	खोह
ντεν	den
ντεν	डेन
επικρατούσα	मुख्यधारा
επικρατούσα	प्रचलित
κονσταντίν	konstantin
προνύμφες	लार्वे
πρόθεσή	इरादा
πρόθεσή	इरादे
υπάρχον	मौजूदा
μάγος	विज़ार्ड
μάγος	विजार्ड
μάγος	जादूगर
μάγος	जादूगर
ανίχνευσης	डिटेक्शन
οστό	हड्डी
οστό	बोन
οστό	अस्थि
μιρ	मीर
αναταραχή	अशांति
ασυνήθιστη	असामान्य
παγίδα	फंदा
μπαράκ	बराक
μπαράκ	बराक
πνευματικού	न्यूमेटिक
κοπεγχάγης	कोपेनहेगन
γλυκιά	मीठा
γλυκιά	मिठाई
γλυκιά	मधुर
γλυκιά	sweet
γλυκιά	स्वीट
γλυκιά	मीठी
εισβολείς	आक्रमणकारियों
πάνελ	पैनल
πάνελ	पटल
πάνελ	फलक
ώμο	कंधा
ώμο	कंधे
τρούμαν	ट्रूमैन
ενθαρρύνει	प्रोत्साहित
εμπνευσμένο	प्रेरित
εμπνευσμένο	प्रेरणादायी
χτυπήματα	हिट
χτυπήματα	हिट्स
βοστώνη	बोस्टन
ακόλουθος	अनुसरणकर्ता
ντανιέλ	डैनियल
ντανιέλ	डेनियल
κληρονόμος	उत्तराधिकारी
κληρονόμος	वारिस
κυψέλη	मुखड़े
κυψέλη	फफोला
κυψέλη	छत्ता
ελβετική	स्विस
επικείμενη	निकट
ένατο	नवीं
κάλυμμα	आवरण
κάλυμμα	कवर
προσόντα	योग्य
προσόντα	योग्यता
προσόντα	योग्यता
υποσημειώσεις	footnotes
τοίχοι	दीवारों
τοίχοι	दीवारें
λεγεώνα	लीजन
κλάρα	क्लारा
κράτησης	नजरबंदी
κέρμα	सिक्का
μπορούσια	बोरशिया
δικηγόρο	वकील
βαθμίδες	टियर
βαθμίδες	चरण
βαθμίδες	कदम
ραμόν	रामोन
ραμόν	रेमन
τέρνερ	टर्नर
ορόσημο	लैंडमार्क
ορόσημο	माइलस्टोन
ορόσημο	संगमरमर
ορόσημο	पड़ाव
γονιμότητας	प्रजनन
λισαβόνα	लिस्बन
παρέλαση	परेड
ταμπλό	डैशबोर्ड
καζίνο	कसीनो
καζίνο	कैसीनो
καζίνο	कसीनो
μεσολάβηση	मध्यस्थता
σέρβους	serbs
γραπτές	लिखी
γραπτές	लिखा
δυνατός	मजबूत
δυνατός	मज़बूत
δυνατός	बलवान
δυνατός	दमदार
άλι	अली
δάσκαλοι	शिक्षकों
δάσκαλοι	शिक्षक
χορεύτρια	डांसर
χορεύτρια	नर्तक
χορεύτρια	नर्तकी
χάσμα	अंतर
χάσμα	गैप
επιλεγμένη	चयनित
πίστα	ट्रैक
πίστα	रील
πίστα	track
σιν	शिन
σιν	shin
σιν	पाप
σιν	गुनाह
σιν	सिन
συναλλαγή	लेनदेन
ένζυμα	एंजाइमों
συλλήψεις	रखवाले
θάφτηκε	दफन
θάφτηκε	दफ़न
θάφτηκε	दफ्न
αστάθεια	अस्थिरता
κύλινδρο	बेलन
βάσκων	बास्क
λέιζερ	लेसर
λέιζερ	लेज़र
μανχάταν	मैनहटन
μιζούρι	मिसौरी
ελλείψεις	कमियां
ελλείψεις	त्रुटियां
ανεπίσημη	अनौपचारिक
γενεαλογία	वंशावली
πολύτιμη	अनमोल
πολύτιμη	मूल्यवान
αστυνομικοί	पुलिसवाले
αστυνομικοί	पुलिसकर्मियों
αστυνομικοί	अधिकारी
αστυνομικοί	अधिकारीयों
αστυνομικοί	अधिकारियों
γκουάμ	गुआम
πάρτι	party
πάρτι	दल
πάρτι	पार्टी
δεύτερα	सेकेण्ड
δεύτερα	सेकंड
δεύτερα	सेकण्ड
δεύτερα	सेकेंड
προσδόκιμο	प्रत्याशा
θόλο	डोम
θόλο	गुम्बद
οικονομολόγοι	अर्थशास्त्रियों
φάουλ	फ़ाउल
φάουλ	बेईमानी
αδιέξοδο	गतिरोध
μεσογειακή	भूमध्यसागरीय
ζανζιβάρη	ज़ांज़ीबार
δεκ	dec
δεκ	दिसंबर
δεκ	दिसम्बर
ελευθερίες	लिबर्टीज
εθελοντική	स्वैच्छिक
εθελοντική	voluntary
πούτιν	पुतिन
φορτηγά	वैन
φορτηγά	ट्रक
ανταρκτικής	अंटार्कटिक
αντιληπτή	आभास
μέιν	मेन
μέιν	maine
φόρεστ	फॉरेस्ट
κοσμικό	सेक्युलर
κοσμικό	धर्मनिरपेक्ष
κοσμικό	ब्रह्माण्ड
κοσμικό	लौकिक
κλείδωμα	लॉक
κλείδωμα	ताला
αρτηρία	धमनी
δευτεροβάθμια	माध्यमिक
δευτεροβάθμια	द्वितीयक
γεωλογία	भूविज्ञान
επιστήμονα	वैज्ञानिक
ταϊπέι	ताइपे
ταϊπέι	ताइवान
βράχια	चट्टानें
βράχια	रॉक्स
αγνή	शुद्ध
αγνή	प्योर
αγνή	pure
εβδομάδων	हफ्ते
εβδομάδων	सप्ताह
ναυτικοί	सीमेन
ναυτικοί	मैरीनेर्स
παράγραφος	पैराग्राफ
παράγραφος	अनुच्छेद
νούμερα	संख्या
νούμερα	संख्याएँ
αισθητήρες	सेंसर
τζένιφερ	जेनिफर
έντερο	आंत
έντερο	bowel
έντερο	आंतों
κρύβεται	छुपाना
οδησσό	ओडेसा
λίζα	लीज़ा
λίζα	लिसा
απάτη	घोटाला
απάτη	ठगी
απάτη	धोखाधड़ी
πλάνο	प्लान
πλάνο	योजना
αστείο	हास्यास्पद
αστείο	मज़ाकिया
αστείο	मज़ेदार
αστείο	मजेदार
αστείο	जोक
αστείο	मज़ाक
αστείο	मजाक
αστείο	चुटकुला
ενθάρρυνε	प्रोत्साहित
επέζησαν	बच
όρθια	खड़ी
όρθια	खड़े
όρθια	खड़ा
όρθια	कतरा
συνθετικά	सिंथेटिक
ενεργεί	अभिनय
ενεργεί	एक्टिंग
εξαγωγές	निर्यात
εξαγωγές	निर्यात
πορτογάλοι	पुर्तगाली
ρότζερς	रोजर्स
ρότζερς	रोजर्स
φακό	लेंस
φακό	टॉर्च
φακό	मशाल
παρθενώνα	पार्थेनन
λίβανος	लेबनान
πολλαπλασιασμό	गुणन
πολλαπλασιασμό	गुणा
φράγκο	फ़्रैंक
δαμασκό	दमिश्क
δημοσιεύεται	प्रकाशित
μέρλιν	मर्लिन
πάτωμα	फर्श
πάτωμα	तल
πάτωμα	मंजिल
κινητό	मोबाइल
κινητό	मोबाईल
φιλελεύθεροι	उदारवादियों
μαλακό	नर्म
μαλακό	सॉफ्ट
μαλακό	मुलायम
μαλακό	नरम
κάλεσμα	कॉलिंग
θεατή	दर्शक
συνοχή	मिलाप
συνοχή	संगति
γονιών	अभिभावक
γονιών	जनक
εντοπίστηκε	स्थित
εντοπίστηκε	स्तिथ
ισχυρισμός	दावा
ισχυρισμός	अर्जी
ισχυρισμός	लटके
ενσωματώνει	incorporates
εδιμβούργου	एडिनबर्ग
πολεμιστής	योद्धा
δέσμευση	प्रतिबद्धता
εκκένωση	निकासी
δημοσιευθεί	प्रकाशित
μετατροπής	रूपांतरण
μετατροπής	परिवर्तन
μπρούκλιν	ब्रुकलीन
μάο	माओ
μάρεϊ	मरे
θώρακα	सीने
θώρακα	छाती
θώρακα	वक्ष
ταγματάρχης	मेजर
ταγματάρχης	प्रमुख
χόλυγουντ	हॉलीवुड
λειτουργικότητα	कार्यक्षमता
άγριο	जंगली
υδραγωγείο	जलसेतु
λεξικά	शब्दकोश
πλίνιος	pliny
κάθετο	अनुलंब
κάθετο	खड़ा
κάθετο	लंबवत
λάσπη	mud
λάσπη	पंक
λάσπη	कीचड़
λάσπη	मिट्टी
αίγλη	ग्लैमर
σομαλίας	सोमाली
μπόρις	बोरिस
πλάτα	प्लाटा
διευκόλυνση	सुकर
διευκόλυνση	सुविधा
φίλιπς	फिलिप्स
αλουμινίου	एल्युमिनियम
λέοναρντ	लियोनार्ड
κράνος	हेलमेट
κράνος	हेल्मेट
διακοσμητικά	सजावटी
διακοσμητικά	शोभायमान
διακοσμητικά	सजावट
πομπή	शोभायात्रा
πομπή	जुलूस
πομπή	बारात
παίχτηκε	निभाई
κυνηγός	हंटर
κυνηγός	शिकारी
κυνηγός	परभक्षी
κυνηγός	शिकारी
διαφωνούν	असहमत
φιλοδοξίες	आकांक्षाओं
φιλοδοξίες	महत्वाकांक्षा
κατάλυση	उत्प्रेरण
λέικερς	लेकर्स
βράχους	चट्टानें
βράχους	रॉक्स
ιθάκη	ithaca
βραδιά	रात
βραδιά	रात्रि
ισοδύναμα	समतुल्यता
ισοδύναμα	समतुल्य
βραχίονα	humerus
βραχίονα	भुजा
λεύκωμα	स्क्रैपबुक
εξπρές	अभिव्यक्त
εξπρές	एक्सप्रेस
εξπρές	एक्स्प्रेस
γνώμες	राय
στάνλεϊ	स्टेनली
ράδιο	रेडियो
ντετέκτιβ	जासूस
επικεντρώθηκε	केंद्रित
επικεντρώθηκε	केन्द्रित
καταναλωτές	उपभोक्ता
καπέλο	हैट
πάβελ	पावेल
ντιτρόιτ	डेट्रॉयट
ρεπερτόριο	रंगमंडल
γιορτάζει	मनाता
τροπικά	उष्ण
τροπικά	तीव्र
προμήθειες	आयोग
προμήθειες	आपूर्ति
προμήθειες	आपूर्तियाँ
άμμου	रेत
άμμου	सैंड
άμμου	बालू
αναχώρηση	दूँ
αναχώρηση	प्रस्थान
προτιμούσε	वरीयता
προτιμούσε	पसन्दीदा
πολλαπλή	मल्टीपल
πολλαπλή	बहुमुखी
πολλαπλή	बहु
πολλαπλή	अनेक
δείπνο	डिनर
σύνθετα	घटक
σύνθετα	कम्पोजिट
σύνθετα	परिसर
σύνθετα	जटिल
μόρισον	मॉरिसन
γκίνες	गिनीज
ειρηνική	शांतिपूर्ण
μάξγουελ	मैक्सवेल
διάλεξη	व्याख्यान
διάλεξη	लेक्चर
ζεστό	हॉट
ζεστό	गर्म
ζεστό	hot
ζεστό	गरम
δίκαια	मेले
δίκαια	फेयर
δίκαια	उचित
δίκαια	मेला
λεξιλόγιο	शब्दावली
πρίσμα	प्रिज़्म
αποφεύγοντας	बचने
ψέματα	झूठ
σοσιαλισμού	समाजवाद
σοσιαλισμού	समाजवादी
λεηλασία	लूटने
τηλέφωνα	फ़ोन
τηλέφωνα	फोन
κεν	केन
κέιτ	केट
μίλλερ	मिलर
γκούσταβ	गुस्ताव
καρχαρίες	शार्क
σκλάβοι	स्लेव
χάντμπολ	हैंडबॉल
λογαριασμός	खाता
τρέχον	धारा
τρέχον	मौजूदा
τρέχον	मौज़ूदा
τρέχον	वर्तमान
δημοσίως	सरेआम
ευαγγελική	धर्मान्तरण
γκρέι	ग्रे
γκρέι	धूसर
γκρέι	सलेटी
γκρέι	ग्रे
γκρέι	धूसर
επισκευή	मरम्मत
επισκευή	मरम्मत
σωλήνες	पाइप
λιβερία	लीनियर
λιβερία	लाइबेरिया
μίλτον	मिल्टन
αναλογικά	आनुपातिक
αναλογικά	आंशिक
αναλογικά	एनॉलॉग
αναλογικά	एनालॉग
αφιερώματα	श्रद्धांजलि
θλίψη	रंज
θλίψη	ग़म
θλίψη	उदासी
θλίψη	ग़म
θλίψη	गम
θλίψη	विषाद
ένατη	नवीं
βόλτα	घुमने
βόλτα	राइड
βόλτα	सवारी
βόλτα	सैर
βόλτα	चलना
τροφές	भोजन
τροφές	खाना
τροφές	भोजन
κράτηση	नजरबंदी
κράτηση	आरक्षण
κράτηση	रिज़र्वेशन
κράτηση	बुकिंग
σαββατοκύριακο	वीकएंड
σαββατοκύριακο	सप्ताहांत
σαββατοκύριακο	weekend
σαββατοκύριακο	वीकेंड
αποδεκτές	स्वीकार्य
καναδική	कनाडाई
καλώδια	केबल
καλώδια	केबल
συνεδριάσεις	मुलाकातें
συνεδριάσεις	बैठकों
συνεδριάσεις	बैठक
αδύνατον	असंभव
αδύνατον	असम्भव
αδύνατον	नामुमकिन
μύες	मांसपेशियों
μύες	मांसपेशियां
μύες	पेशी
μύες	मांसपेशी
εστάλη	भेजी
εστάλη	प्रेषित
εστάλη	भेजा
ζοζέ	जोस
κάθοδο	कैथोड
αντίστοιχος	सम्बन्धित
χορδές	तार
χορδές	स्ट्रिंग्स
χορδές	मदारी
ματιών	जाल
υδρογονάνθρακες	हाइड्रोकार्बन
τόνυ	टोनी
νέβις	नेविस
περιβάλλουν	घेर
πριγκίπισσες	राजकुमारियों
ιστ	पूर्वी
ιστ	पूर्व
ιστ	ईस्ट
εκμάθηση	सीख
εκμάθηση	सीखना
χα	hah
παρόντες	मौजूद
παρόντες	मौजूदा
παρόντες	वर्तमान
παρόντες	उपस्थित
κομήτες	धूमकेतुओं
δίαιτα	आहार
σταθεί	स्टैंड
ουρανίου	यूरेनियम
τεχνητά	कृत्रिम
αποβολή	विलोपन
προϋπολογισμός	बजट
παράκτιες	तटीय
υποτελής	vassal
σκηνικά	नजारा
σκηνικά	प्रॉप्स
περιθώρια	हाशिया
περιθώρια	हाशिए
περιθώρια	मार्जिन
σίντνεϊ	सिडनी
εργαζόμενος	कर्मचारी
εργαζόμενος	कार्यकर्त्ता
εργαζόμενος	कर्मचारी
εργαζόμενος	कार्यकर्ता
ψυχικό	मानसिक
εμβλήματα	प्रतीक
διάλειμμα	ब्रेक
βοτανική	वनस्पति
μινεσότα	मिनेसोटा
ορίζοντας	क्षैतिज
ορίζοντας	क्षितिज
κειμήλια	अरबिंदो
κινούμενα	एनिमेटेड
κάλτσες	सॉक्स
κάλτσες	मोजे
αδριατικής	एड्रियाटिक
επιτυχημένος	सफल
επιτυχημένος	कामयाब
αλιείας	फ़िशिंग
ινδίες	इंडीज़
ινδίες	इंडीज
χορευτές	डांसर
χορευτές	नर्तक
ομίχλη	धुंध
ομίχλη	धुंध
ομίχλη	कोहरा
αλουμίνιο	एल्युमिनियम
αλουμίνιο	एल्यूमिनियम
εκκίνηση	आरंभ
εκκίνηση	प्रारंभ
εκκίνηση	आरंभ
εκκίνηση	स्टार्टअप
εκκίνηση	प्रारंभ
αφοσίωση	लगन
αφοσίωση	निष्ठा
αφοσίωση	समर्पण
αφοσίωση	वफादारी
αφοσίωση	निष्ठा
αφοσίωση	भक्ति
ανώνυμο	गुमनाम
ανώνυμο	अज्ञात
ανώνυμο	अनाम
ανώνυμο	बेनाम
