디랙	דיראק
히라가나	היראגאנה
청문회	שימוע
베르누이	ברנולי
책상	שולחנות
박물관과	מוזיאונים
박물관과	מוזיאון
천왕성	אורנוס
리디아	לידיה
파나소닉	פנסוניק
리무진	לימוזינה
리무진	לימוזינה
커튼	וילון
커튼	וילונות
커튼	וילונות
커튼	וילון
선동	מסית
콜카타	קולקטה
하모니	הרמוני
하모니	הרמוניה
도검	חרבות
도검	החרבות
도검	חרב
걱정	דאגות
걱정	דאגה
걱정	מודאגת
걱정	מודאג
걱정	דואגת
걱정	מודאגים
추천합니다	ממליצים
추천합니다	ממליץ
추천합니다	ממליצה
원뿔	חרוט
스모	סומו
가장자리	קצוות
물방울	טיפות
동기화	סינכרון
동기화	סנכרון
동기화	סנכרון
덧셈	תוספת
메이플	מייפל
세이셸	סיישל
코인	מטבעות
다이어그램	תרשים
다이어그램	תרשימים
스티커	מדבקה
스티커	המדבקה
스티커	מדבקות
푸껫	פוקט
특권	הזכות
특권	זכות
특권	חיסיון
뉴먼	ניומן
코트니	קורטני
일렉트로	אלקטרו
시러큐스	סירקיוז
에르미트	הרמיט
루디	רודי
호기심	סקרנות
수표	המחאה
수표	המחאות
깔끔한	מסודר
깔끔한	מסודרת
런칭	משגר
런칭	השקה
런칭	שיגור
소시지	נקניק
소시지	נקניקיה
소시지	נקניקייה
소시지	נקניקיות
명절	חג
명절	חופשה
명절	חופשות
명절	חגים
명절	חגי
육아	הורות
햄버거	המבורגר
햄버거	בורגר
햄버거	המבורגר
햄버거	המבורגרים
햄버거	המבורגרים
충돌구	לוע
충돌구	מכתש
라티나	לטינית
바이너리	בינארי
척도	מאזניים
아름다움	היופי
파트리크	פטריק
카운트	רוזן
카운트	ספירה
카운트	נחשב
카운트	סעיפים
앵무새	תוכים
앵무새	תוכי
앵무새	התוכי
비욘세	ביונסה
스피어스	ספירס
스피어스	חניתות
금액	הסכום
금액	סכום
봉인	אטומה
스파이더	ספיידר
스파이더	עכביש
감기	שפעת
감기	קולד
감기	קרים
감기	קור
감기	קר
악몽	סיוטים
악몽	הסיוט
악몽	סיוט
이삭	אייזק
이삭	יצחק
크로뮴	כרום
호라이즌	אופק
로터스	לוטוס
로터스	הלוטוס
구획	חבילה
뫼비우스	מוביוס
뫼비우스	מביוס
사본	עותק
사본	העתק
사본	העתקה
사본	עותקים
사본	העתקים
주전자	קומקום
주전자	כד
베스트팔렌	וסטפאליה
메모	המזכר
메모	מזכר
메모	תזכיר
힌디어	הינדי
삼위일체	טריניטי
테슬라	טסלה
안티오코스	אנטיוכוס
가속도	תאוצה
브라가	בראגה
겐타	קנטה
연화	מתרכך
수축	צירים
수축	ציר
릴리스	שחרר
릴리스	שיחרור
릴리스	שחררו
릴리스	שחרור
릴리스	משחרר
옥스포드	אוקספורד
패드	רפידות
패드	פד
연어	סלמון
자수	רקמה
급여	המשכורת
급여	שכר
급여	משכורת
올버니	אלבני
로빈스	רובינס
