மற்றும்	un
நடுநிலை	neitrāli
கோபம்	dusmu
கோபம்	dusmas
கோபம்	dusmīgs
கோபம்	dusmīga
நுண்ணுயிர்	mikrobu
விழுந்து	krist
விழுந்து	kritiens
விழுந்து	kritums
விழுந்து	krīt
இறைவனை	pavēlnieks
இறைவனை	kungs
குழப்பம்	nekārtību
குழப்பம்	apjukums
குழப்பம்	apjucis
குழப்பம்	sajaukt
குழப்பம்	konflikts
குழப்பம்	konflikti
குழப்பம்	haoss
மூலக்கூறுகள்	molekulas
துகள்	daļiņa
தட்டு	plate
தட்டு	plāksne
தட்டு	plātne
தட்டு	plāksnes
துல்லியமான	precīzi
துல்லியமான	precīza
துல்லியமான	precīzs
துல்லியமான	precizitāte
துல்லியமான	precizitātes
பூச்சி	kukaiņu
பூச்சி	kukaiņi
பூச்சி	kaitēkļu
நிலைமை	situācija
நிலைமை	stāvoklis
எட்டாவது	astotā
எட்டாவது	astotais
சிறுவர்கள்	zēniem
சிறுவர்கள்	puikas
சிறுவர்கள்	puiši
சிறுவர்கள்	zēni
சிறுவர்கள்	bērni
கொண்டான்	kavēt
கொண்டான்	kavē
ஒளியியல்	optikas
ஒளியியல்	optika
புரதம்	proteīni
புரதம்	olbaltumvielu
புரதம்	olbaltumvielas
புரதம்	proteīns
நாகரிகம்	civilizācija
ஆரம்	rādiuss
பண்ணை	saimniecība
பண்ணை	audzētava
பண்ணை	ferma
பண்ணை	saimniecības
மேற்பரப்பு	virsma
சாமுவேல்	semjuels
பிடித்தது	mīļākie
பிடித்தது	mīļākās
பிடித்தது	mīļākais
பிடித்தது	mīļākā
வீரன்	čempions
வீடுகளில்	mājas
கையேடு	manuāla
கையேடு	rokasgrāmatā
கையேடு	rokasgrāmata
கோதுமை	kvieši
கோதுமை	kviešu
பதிப்புகள்	versijas
பதிப்புகள்	redakcijas
வளர்ச்சியை	pieaugums
வளர்ச்சியை	augšana
வளர்ச்சியை	izaugsme
மரியாதை	sakarā
மரியாதை	cieņā
மரியாதை	cieņa
விரிவாக்கம்	izvērst
விரிவாக்கம்	paplašinās
விரிவாக்கம்	paplašināt
விரிவாக்கம்	pagarinājumu
விரிவாக்கம்	pagarināšana
விரிவாக்கம்	paplašināšana
விரிவாக்கம்	paplašinājums
விரிவாக்கம்	pagarinājums
பீட்டா	beta
வழிமுறை	step
வழிமுறை	posms
வழிமுறை	soli
வழிமுறை	solis
வழிமுறை	metode
வழிமுறை	kanāls
விரும்பினார்	iepatikās
விரும்பினார்	patika
நடைபெறுகின்றன	sākusies
புரியும்	saprast
புரியும்	izprast
புரியும்	saprotu
கேரளம்	kerala
கால்நடை	liellopi
கால்நடை	liellopiem
கால்நடை	liellops
கால்நடை	lopi
ரஷ்யா	krievija
தேங்காய்	kokosriekstu
லூயி	luiss
லூயி	luis
லூயி	luī
தெரியாத	nezināma
தெரியாத	nezināms
வேண்டுகோள்	pieprasījums
வேண்டுகோள்	lūgums
வேண்டுகோள்	pieprasīt
அணிந்து	mugurā
கேட்ட	sadzirdēt
கேட்ட	dzirdēts
கேட்ட	dzirdēju
அபிவிருத்தி	attīstība
அபிவிருத்தி	izstrāde
அபிவிருத்தி	attīstīšana
இடைக்கால	viduslaiku
பாதுகாக்க	aizsargātu
பாதுகாக்க	sargāt
பாதுகாக்க	pasargāt
பாதுகாக்க	aizsargāt
பார்வையாளர்கள்	skatītāju
பார்வையாளர்கள்	auditorija
பார்வையாளர்கள்	skatītājiem
பார்வையாளர்கள்	auditorijas
பார்வையாளர்கள்	publika
பார்வையாளர்கள்	skatītāji
பார்வையாளர்கள்	skatītājiem
பார்வையாளர்கள்	skatītājus
பார்வையாளர்கள்	skatītāji
கண்காணிப்பு	izsekošanas
கண்காணிப்பு	izsekošana
கண்காணிப்பு	pārraudzība
கண்காணிப்பு	monitorings
கண்காணிப்பு	uzraudzība
கண்காணிப்பு	novērošana
சக்கரம்	ritenis
கோடுகள்	līnijas
கோடுகள்	rindas
அனுமதிக்கிறது	atļauj
புராண	episko
புராண	epic
எப்பொழுதும்	vienmēr
சிங்கம்	lauva
வேல்ஸ்	velsā
வேல்ஸ்	velsa
புறநகர்	piepilsētas
வழிகள்	virzieni
வழிகள்	virzienos
வழிகள்	norādījumi
வழிகள்	veidi
யானைகள்	ziloņi
பாலிவுட்	bolivuda
உறுதியாக	stingri
உறுதியாக	drošs
உறுதியாக	pārliecināts
ஜாக்	džeks
ஜாக்	jack
கண்டம்	kontinents
பாதுகாப்பான	drošu
பாதுகாப்பான	drošs
பாதுகாப்பான	droši
பாதுகாப்பான	droša
பாதுகாப்பான	drošībā
பாதுகாப்பான	drošas
பாதுகாப்பான	drošs
பாதுகாப்பான	droša
கட்டம்	režģi
வாதம்	arguments
அவதாரம்	avatars
போதே	kamēr
தேயிலை	tēja
தேயிலை	tējas
தேயிலை	tēju
படைப்பு	izveidošanas
படைப்பு	izveide
படைப்பு	izveidošana
படைப்பு	radīšana
படைப்பு	radoši
படைப்பு	radošo
படைப்பு	radoša
படைப்பு	radošā
படைப்பு	radošais
படைப்பு	radošs
துணி	tekstila
துணி	audumu
துணி	audums
துணி	auduma
துணி	audums
துணி	tekstilizstrādājumu
துணி	tekstilizstrādājumi
அவனுக்கு	viņam
அவனுக்கு	viņu
நிக்கோபார்	nikobaru
படப்பிடிப்பு	filmē
படப்பிடிப்பு	filmēt
படப்பிடிப்பு	filmēšana
படப்பிடிப்பு	filmēšanas
படப்பிடிப்பு	atvases
படப்பிடிப்பு	šaušana
படப்பிடிப்பு	šaušanas
சனி	sestdienu
சனி	sestdienas
சனி	sestdienā
சனி	sestdien
சனி	sestdiena
சனி	sēdēja
சனி	sat
மூங்கில்	bambusa
விடை	atbildēt
விடை	atbildi
விடை	atbilde
தேவைகளை	vajadzībām
தேவைகளை	vajag
தேவைகளை	vajadzības
சார்ல்ஸ்	kārlis
சார்ல்ஸ்	čārlzs
நியாயமான	saprātīgas
நியாயமான	saprātīgs
நியாயமான	saprātīgi
நியாயமான	saprātīga
உதவியது	palīdzēja
உதவியது	palīdzējusi
உதவியது	palīdzējis
எட்வர்ட்	edvard
எட்வர்ட்	edvards
ஏதோ	kautkas
ராஜீவ்	radžīvs
ராஜீவ்	radživs
பிரீமியர்	pirmatskaņojums
கேள்விகள்	jautājumi
நல	labturība
நல	labklājība
விளையாட்டரங்கம்	stadionā
விளையாட்டரங்கம்	stadions
எல்லைகள்	robežas
எல்லைகள்	limiti
எல்லைகள்	robežas
எல்லைகள்	ierobežojumi
கதிர்வீச்சு	radiācija
கதிர்வீச்சு	starojums
கதிர்வீச்சு	starojuma
அழைக்கப்பட்டார்	aicināti
அழைக்கப்பட்டார்	aicināts
அழைக்கப்பட்டார்	uzaicināja
அழைக்கப்பட்டார்	uzaicināta
அழைக்கப்பட்டார்	aicināja
அழைக்கப்பட்டார்	uzaicināti
டோனி	tony
டோனி	tonijs
பனை	palmu
பனை	plaukstas
பனை	plaukstu
பனை	palmas
சூறாவளி	ciklona
சூறாவளி	viesuļvētra
சூறாவளி	orkāna
சூறாவளி	viesuļvētra
பெருங்கோவில்	katedrāle
நிலங்கள்	zemēm
பெல்	bel
பெல்	zvans
நிழல்	ēnas
நிழல்	ēnojums
நிழல்	ēnas
நிழல்	ēnu
நிழல்	ēna
நிழல்	ēnā
விருத்தி	attīstība
விருத்தி	izstrāde
விருத்தி	attīstīšana
இதயம்	sirds
இதயம்	heart
விமர்சனங்கள்	pārskatīšanas
விமர்சனங்கள்	pārskatīšana
விமர்சனங்கள்	pārskati
விமர்சனங்கள்	kritika
விமர்சனங்கள்	kritiku
எங்கு	kur
எங்கு	ja
இணைக்க	savieno
இணைக்க	pieslēgties
திட்டமிடல்	plānošana
திட்டமிடல்	plānošanas
தொகுத்தல்	rediģēšanas
தொகுத்தல்	grupēšana
வரவேற்பு	welcome
வரவேற்பு	saņemšana
வரவேற்பு	pieņemšana
வரவேற்பு	uzņemšana
மைக்	maiks
பவர்	power
பவர்	jaudas
பவர்	jauda
பவர்	vara
தரை	stāvs
தரை	grīdas
தரை	grīda
தரை	zeme
தரை	malti
தரை	zemes
இளவரசி	princeses
இளவரசி	princese
இளவரசி	princesei
டெல்	tel
டெல்	dell
தொழில்கள்	darbi
தொழில்கள்	darbavietas
கணவன்	vīrs
தேவன்	dievs
டத்தோ	dato
வாக்கெடுப்பு	aptauja
கோட்டைகள்	forts
உலோகங்கள்	metāli
படுகொலைகள்	slaktiņš
யுனெஸ்கோ	unesco
சுவை	garšu
சுவை	gaume
சுவை	garša
சுவை	garšas
எரிக்	eric
எரிக்	ēriks
பீடம்	altāra
சேரும்	milānas
சேரும்	milāna
சேரும்	galamērķa
சேரும்	galamērķi
சேரும்	galamērķis
வெளிப்பாடு	izteiksme
வெளிப்பாடு	izpausme
வெள்ளம்	plūdu
வெள்ளம்	plūdi
வெள்ளம்	plūdi
வெள்ளம்	plūdi
கல்லறை	kapu
கல்லறை	kapa
கல்லறை	kapā
கல்லறை	kapi
கல்லறை	kapu
கல்லறை	kapa
அத்தியாயம்	nodaļā
அத்தியாயம்	nodaļa
அத்தியாயம்	epizode
அத்தியாயம்	epizodi
கல்வெட்டுகள்	uzraksti
இணைந்தது	pievienojās
பாட	dziedāt
பாட	dziedam
பாட	dziedi
மீதமுள்ள	atlikušās
மீதமுள்ள	atlikusī
மீதமுள்ள	atlikušais
கோள்கள்	planētas
ஆவணம்	dok
ஆவணம்	doktors
ஆவணம்	doc
ஆவணம்	dokuments
ஆவணம்	dokumentu
பேருந்துகள்	autobusiem
பேருந்துகள்	autobusus
பேருந்துகள்	autobusi
மாதா	mata
இணைக்கப்பட்டது	pieslēdzies
இணைக்கப்பட்டது	savienota
ராப்	rob
கூட்டல்	pievienošana
கூட்டல்	sum
கூட்டல்	summa
நினைவில்	atcerējās
நினைவில்	atcerējos
நினைவில்	atceries
நினைவில்	atceros
நினைவில்	atcerieties
நினைவில்	atcerēties
வேதம்	vēdas
கேட்கும்	jautā
கேட்கும்	lūdz
கேட்கும்	prasa
முடிச்சு	mezgls
முடிச்சு	mezgls
முடிச்சு	mezglu
கென்ட்	kents
தடம்	celiņš
தடம்	celiņa
தடம்	trases
தடம்	celiņu
ஐம்பது	piecdesmit
நீதிமன்றங்கள்	tiesām
நீதிமன்றங்கள்	tiesas
ரப்பர்	gumija
ரப்பர்	gumijas
மகனும்	dēls
கற்று	mācies
கற்று	mācīties
மக்களாட்சி	demokrātija
பூங்காக்கள்	parkos
பூங்காக்கள்	parki
நிறுத்தம்	pietura
நிறுத்தம்	apstāties
நிறுத்தம்	apturēt
நிறுத்தம்	beidz
ரோஜா	roze
புகை	smēķēšana
புகை	dūmu
புகை	dūmiem
புகை	dūmi
புகை	smēķēt
புகை	dūmus
சைவம்	vegānu
பகல்	dienasgaismas
நிலா	mēness
நிலா	pavadonis
சதவிகிதம்	procenti
சதவிகிதம்	procents
சதவிகிதம்	procentuālais
பெனடிக்ட்	benedikts
நீச்சல்	peldēt
நீச்சல்	peldēties
நீச்சல்	peldēšana
நீச்சல்	peldēšanas
பாடகி	dziedātāja
பாடகி	dziedātājs
சடங்குகள்	rituāli
சடங்குகள்	ceremonijas
கிறிஸ்து	kristus
கிறிஸ்து	kristu
யுனைடெட்	united
யுனைடெட்	apvienotā
யுனைடெட்	apvienoto
யுனைடெட்	vienoti
காலணி	kurpes
பதினான்கு	četrpadsmit
சேர்க்கை	savienības
சேர்க்கை	savienība
சேர்க்கை	uzņemšana
சேர்க்கை	uzņemšanas
எழுச்சி	celšanās
செயற்பாடு	aktivitāte
செயற்பாடு	darbība
செயற்பாடு	aktivitātes
விளையாடி	spēlē
விளையாடி	spēlējas
விளையாடி	spēlējot
படித்த	lasi
படித்த	lasīt
படித்த	izglītoti
மாறிலி	nemainīga
மாறிலி	konstante
மாறிலி	nemainīgs
மாறிலி	konstanti
ஒதுக்கீடு	piešķiršanu
ஒதுக்கீடு	piešķiršana
ஒதுக்கீடு	sadale
ஒதுக்கீடு	sadalījums
ஒதுக்கீடு	piešķiršana
பாபா	baba
கிளிநொச்சி	papagailis
வாழை	plašums
வாழை	banānu
குழுவை	grupu
குழுவை	grupa
குழுவை	grupas
அங்குலம்	collas
அங்குலம்	collu
பேசி	telefons
பேசி	tālrunis
இறைச்சி	gaļas
இறைச்சி	gaļa
இறைச்சி	gaļai
ஏரிகள்	ezeri
தற்காலிகமாக	īslaicīgi
அணுகுமுறை	pieeja
அணுகுமுறை	pieeju
காரணி	faktoram
காரணி	koeficients
காரணி	faktoru
காரணி	faktors
நிலவு	mēness
நிலவு	pavadonis
உட்புற	interjera
உட்புற	iekšlietu
உட்புற	iekšējais
உட்புற	iekšējie
உலோகம்	metāla
உலோகம்	metāls
உலோகம்	metāli
அறிமுக	pirmizrādi
விதை	sēklu
விதை	sēklas
விதை	sēklas
ஊடகம்	media
ஊடகம்	mediji
ஊடகம்	mediju
மெக்சிகோ	meksika
மெக்சிகோ	meksikas
மெக்சிகோ	meksikā
அமெரிக்கர்	american
அமெரிக்கர்	amerikāņu
அமெரிக்கர்	amerikas
அமெரிக்கர்	amerikāņi
இப்னு	ibn
அறிக்கைகள்	pārskati
அறிக்கைகள்	ziņojumi
வெற்றியை	veiksme
வெற்றியை	veiksmes
வெற்றியை	panākumi
வெற்றியை	veiksmīgi
வெற்றியை	panākumus
வெற்றியை	veiksmīga
நாளிதழ்	laikraksts
நாளிதழ்	avīze
நாளிதழ்	laikraksta
நாளிதழ்	avīzē
ஹாலிவுட்	holivudas
மெல்ல	lēnām
மெல்ல	lēni
பிறந்தது	dzimuši
பிறந்தது	dzimis
பிறந்தது	dzimusi
பதினாறு	sešpadsmit
சகோதரன்	brālim
சகோதரன்	brālis
சகோதரன்	brāli
கடை	veikals
கடை	veikalā
கடை	veikala
கடை	veikals
கடை	glabāt
கடை	uzglabāt
தெளிவு	skaidra
தெளிவு	skaidri
தெளிவு	skaidrs
தெளிவு	dzidrs
தெளிவு	skaidrību
தெளிவு	skaidrības
தெளிவு	skaidrība
கணினிகள்	datoriem
கணினிகள்	datorus
கணினிகள்	datori
வேர்	root
வேர்	sakne
வேர்	saknes
பிரான்சிஸ்	francis
வெளியீடுகள்	izdala
ஊழியர்கள்	personāls
ஊழியர்கள்	darbinieki
சக்கர	ritenis
வாட்	vatu
வாட்	wat
சுவிஸ்	šveices
பேட்மேன்	betmens
மூடிய	slēgta
மூடிய	slēgti
மூடிய	slēgts
மூடிய	slēgtas
ஆட்டோ	auto
வெளியேறும்	izvešanas
வெளியேறும்	izeja
வெளியேறும்	iziešanas
வெளியேறும்	izbraukšana
ஸ்டீபன்	stīvens
ஸ்டீபன்	stefan
ஜான்சன்	džonsona
கட்டுமான	celtniecība
கட்டுமான	būve
கட்டுமான	uzbūve
கட்டுமான	būvniecība
கட்டுமான	konstrukcija
போஸ்	bose
ஒன்பதாவது	deviņas
ஒன்பதாவது	deviņiem
ஒன்பதாவது	deviņi
ஒன்பதாவது	deviņu
ஒன்பதாவது	devītajā
ஒன்பதாவது	devītais
ஒன்பதாவது	devītā
டெய்லர்	teilors
புனைவு	fantastikas
கன்னி	jaunava
மரபுகள்	tradīcijas
மரபுகள்	tradīcijām
நெறிமுறைகள்	kritēriji
டாட்டா	tata
விவசாயிகள்	lauksaimnieki
விவசாயிகள்	zemnieki
சாதனம்	ierīce
மின்னணுவியல்	elektronikas
மேற்கோள்கள்	pavadonis
மேற்கோள்கள்	satelītu
மேற்கோள்கள்	citāti
மேற்கோள்கள்	piemērus
மேற்கோள்கள்	piemēri
மேற்கோள்கள்	anotācijas
வெளிப்படையாக	atklāti
வெளிப்படையாக	acīmredzot
பாக்	pak
தெருவில்	iela
உயிருடன்	dzīvs
உயிருடன்	dzīva
பெண்ணை	meitiņa
பெண்ணை	meitene
பெண்ணை	meitenei
ஓடி	plūsma
ஸ்மித்	smith
ஸ்மித்	smits
ஊட்டச்சத்து	uzturvērtības
ஊட்டச்சத்து	ēdināšana
ஊட்டச்சத்து	uzturs
தண்டு	cilmes
அறைகள்	telpas
எண்ணை	numuru
எண்ணை	numurs
எண்ணை	skaitlis
எண்ணை	skaits
இருவருக்கும்	abas
இருவருக்கும்	abus
இருவருக்கும்	gan
இருவருக்கும்	abi
உரிமையாளர்	īpašniece
உரிமையாளர்	īpašnieks
சேதம்	bojājums
கவுண்டர்	skaitītājs
கவுண்டர்	skaitītāja
விரும்பிய	priekšroka
விரும்பிய	vēlamā
விரும்பிய	vēlamais
ஜோடி	pāris
ஜோடி	pāra
ஜோடி	pāri
ஜோடி	pāris
ஜோடி	pāra
மந்திரம்	mantra
தயாரிப்பாளர்கள்	ražotāji
தா	tha
ராஜஸ்தான்	rādžastāna
ரகுமான்	rahman
அவசர	avārijas
அவசர	ārkārtas
கரை	robežas
கரை	robeža
நாயகன்	varonis
நாயகன்	cilvēks
நாயகன்	vīrietis
நாயகன்	vecīt
காப்பகம்	arhīvā
காப்பகம்	arhīvs
காப்பகம்	arhīva
அடர்ந்த	blīvs
படைத்த	radīta
படைத்த	radīts
படைத்த	izveidots
படைத்த	radīti
படைத்த	izveidota
அருங்காட்சியகங்கள்	muzeji
சிவா	šivu
குடி	dzeršanas
குடி	dzeramā
குடி	dzeramais
குடி	dzērienu
குடி	dzērieni
குடி	dzer
குடி	dzert
குடி	dzēriens
வாழ்த்துக்கள்	apsveicu
வாழ்த்துக்கள்	sveicieni
வாழ்த்துக்கள்	sveic
வாழ்த்துக்கள்	apsveicu
பாடலாசிரியர்	komponista
இனிய	priecīgs
இனிய	laimīga
இனிய	laimīgs
குளோரின்	hlora
குளோரின்	hlors
பெல்ஜியம்	beļģija
பெல்ஜியம்	beļģijā
வெளியிட்டு	atbrīvojot
மெட்ரிக்	metriskās
துருக்கிய	turku
துருக்கிய	turcijas
நெப்போலியன்	napoleons
ஆயுதம்	ieročus
ஆயுதம்	ieroči
ஆயுதம்	ieroča
ஆயுதம்	ierocis
ஆயுதம்	munīcija
ஆயுதம்	munīcijas
தங்களுக்கு	paši
மசூதி	mošeja
வழிகாட்டி	burvis
வழிகாட்டி	rokasgrāmata
வழிகாட்டி	ceļvedis
குடியேற்றம்	imigrācija
குடியேற்றம்	imigrācijas
பிலிப்	philip
பிலிப்	filips
பர்மா	birmu
பர்மா	birmā
பர்மா	birma
தேவையற்ற	nevēlami
தேவையற்ற	nevēlamas
தேவையற்ற	nevēlama
தேவையற்ற	lieks
தேவையற்ற	lieki
தேவையற்ற	nevajadzīgs
தேவையற்ற	nevajadzīgu
தேவையற்ற	nevajadzīga
திறனாய்வு	kritika
திறனாய்வு	kritiku
தீர்க்க	atrisināt
சேர்க்கும்	piebilst
பலகை	valdi
தணிக்கை	cenzūru
வளைவு	līkne
வளைவு	izliekuma
யூதர்கள்	ebreji
யூதர்கள்	ebrejiem
வளைகுடா	līča
வளைகுடா	līcis
வளைகுடா	līcis
வளைகுடா	sekcija
உகந்த	optimāli
உகந்த	optimāla
உகந்த	optimālā
உகந்த	optimālu
மெய்நிகர்	virtuālā
மெய்நிகர்	virtuālo
கிரிக்	crick
மோதல்	sadursme
மோதல்	sadursmes
உள்ளீடு	barības
உள்ளீடு	barību
உள்ளீடு	barībai
உள்ளீடு	barība
உள்ளீடு	ieraksts
உள்ளீடு	ievade
உள்ளீடு	ievades
உள்ளீடு	ieejas
தெய்வங்கள்	dievi
ஊதா	purpura
ஊதா	lillā
ஊதா	violeta
புயல்	ciklona
புயல்	vētras
புயல்	vētra
புயல்	vētras
புயல்	vētru
புயல்	negaiss
நினைத்து	domāšana
நினைத்து	domāt
அக்கறை	aprūpe
அக்கறை	rūpes
அக்கறை	aprūpē
கூறு	modulis
கூறு	moduļa
கூடைப்பந்து	basketbola
கூடைப்பந்து	basketbols
கூடைப்பந்து	basketball
விதைகள்	sēklas
மாசு	piesārņoja
மாசு	piesārņots
மாசு	piesārņojuma
மாசு	piesārņojums
வரவு	ierašanās
எப்போது	kad
முப்பது	trīsdesmit
புத்தரின்	buda
சரக்கு	kravas
சரக்கு	kravai
சரக்கு	krava
சரக்கு	inventārs
சரக்கு	inventāra
சரக்கு	uzskaite
சரக்கு	kravas
சரக்கு	krava
இயல்பாக	normāla
இயல்பாக	normāli
இயல்பாக	normāls
வைரஸ்	vīrusu
வைரஸ்	vīrusa
வைரஸ்	vīrusam
வைரஸ்	vīruss
பான்	bonnas
பரப்புரை	propaganda
பரப்புரை	propagandas
டேனியல்	daniels
ஜோன்ஸ்	džounss
ஜோன்ஸ்	džouns
ஜோன்ஸ்	džonss
தீங்கு	ļauni
தீங்கு	ļaunums
தீங்கு	ļaunumu
தீங்கு	ļauns
தீங்கு	apgraizīšanu
தீங்கு	kaitēt
தீங்கு	kaitējums
பலன்	pabalsts
பலன்	labums
பலன்	ieguvums
பலன்	rezultāts
கோழி	mājputni
கோழி	vistas
கோழி	cālis
கோழி	vista
சக்தியை	power
சக்தியை	jaudas
சக்தியை	jauda
சக்தியை	vara
எல்லோரும்	ikviens
எல்லோரும்	visi
எல்லோரும்	visiem
எல்லோரும்	saulainās
எல்லோரும்	ļaudis
எல்லோரும்	ikviens
எல்லோரும்	visi
எல்லோரும்	visiem
பயணத்தை	braucienā
பயணத்தை	brauciens
பயணத்தை	ceļojums
வாரங்கள்	nedēļas
வாரங்கள்	nedēļām
வாரங்கள்	nedēļās
தொழிற்சாலைகள்	rūpnīcas
தொழிற்சாலைகள்	fabrikas
அளவீடு	mērīšana
அளவீடு	mērījumu
அளவீடு	mērījumi
அளவீடு	mērījums
மென்மையான	mīksto
மென்மையான	mīksti
மென்மையான	maiga
மென்மையான	mīkstie
மென்மையான	mīksta
மென்மையான	mīksts
மூவர்	trio
சமம்	vienāda
சமம்	vienāds
நிலவியல்	ģeoloģija
குடியுரிமை	pilsonību
குடியுரிமை	pilsonība
விருந்து	ballīte
விருந்து	party
விருந்து	partija
விருந்து	puse
இரண்டாவதாக	otrkārt
ரைட்	raita
உருவாக்குதல்	padarot
உருவாக்குதல்	izveidošanas
உருவாக்குதல்	izveide
உருவாக்குதல்	izveidošana
உருவாக்குதல்	radīšana
மாநாடுகள்	konferencēm
மாநாடுகள்	konferencēs
மாநாடுகள்	konferenču
மாநாடுகள்	konferences
கட்டாய	obligāta
கட்டாய	obligāts
கட்டாய	obligātas
கட்டாய	obligāti
கட்டாய	obligāta
கட்டாய	obligāts
கட்டாய	obligāti
வரைகலை	grafikas
வரைகலை	grafika
ஸ்டுடியோ	studijā
ஸ்டுடியோ	studija
ஸ்டுடியோ	studio
ஸ்டுடியோ	studijas
குற்றவியல்	noziedzīgu
குற்றவியல்	noziedznieks
கட்டப்பட்டுள்ளது	celta
கட்டப்பட்டுள்ளது	būvēts
கட்டப்பட்டுள்ளது	uzbūvēts
கட்டப்பட்டுள்ளது	veidots
கட்டப்பட்டுள்ளது	būvēti
கட்டப்பட்டுள்ளது	būvēta
வரைபடங்கள்	kartes
ஆன்லைன்	tiešsaistes
ஆன்லைன்	tiešsaistē
ஆன்லைன்	online
தொழிற்துறை	nozare
தொழிற்துறை	rūpniecība
தொழிற்துறை	industrija
அப்பா	tētis
அப்பா	tēti
அப்பா	tētis
அப்பா	tēti
அப்பா	tēvam
அப்பா	tēva
அப்பா	tēvs
முற்போக்கு	progresīvi
முற்போக்கு	progresīva
முற்போக்கு	pakāpeniska
சீனம்	ķīnas
சீனம்	ķīnieši
சீனம்	ķīnietis
சீனம்	ķīniešu
கோலா	koala
கோலா	cola
பங்களிப்புகள்	iemaksas
செயலி	piemērošana
செயலி	piemērošanu
செயலி	pieteikums
செயலி	app
செயலி	lietotnes
செயலி	aplikāciju
கேரி	kerija
சிங்களம்	singāļu
மிகச்சிறிய	sīkā
மிகச்சிறிய	sīkās
மிகச்சிறிய	sīka
மாஸ்கோ	maskava
மாஸ்கோ	maskavas
மாஸ்கோ	maskavā
முடியுமா	mijiedarbība
முடியுமா	mijiedarbības
நினைவகம்	piemiņas
நினைவகம்	atmiņa
நினைவகம்	atmiņas
ரோடு	autoceļš
ரோடு	ceļš
நபி	pravietis
நபி	nabi
இவள்	viņa
இவள்	vina
ஆப்கானிஸ்தான்	afganistāna
கழிவு	atkritumiem
கழிவு	atkritumi
கிம்	kim
ஆரம்பம்	sākt
ஆரம்பம்	palaist
ஆரம்பம்	sākums
ஆரம்பம்	starts
ஆரம்பம்	sākums
நீரிழிவு	diabēta
நீரிழிவு	diabēts
துன்	thun
துன்	tun
இளைஞர்கள்	jaunatne
இளைஞர்கள்	jaunieši
இளைஞர்கள்	jaunība
உளவு	spiegu
நீடித்தது	ilga
சாம்	sems
சாம்	sem
சாம்	sam
புகைப்படம்	photo
புகைப்படம்	foto
புகைப்படம்	fotogrāfijā
புகைப்படம்	photography
புகைப்படம்	fotogrāfija
திடீர்	pēkšņas
திடீர்	pēkšņs
திடீர்	pēkšņa
வகுப்புகள்	nodarbības
வகுப்புகள்	klases
சாத்தியம்	iespējamie
சாத்தியம்	iespējams
சாத்தியம்	iespējamā
சாத்தியம்	iespējama
ஊதியம்	maksāt
ஊதியம்	atalgojums
ஊதியம்	maksā
ஊதியம்	samaksa
ஊதியம்	samaksāt
பாலி	pali
பாலி	bali
அக்	azt
பெரும்பான்மையாக	pārsvarā
ஆசி	svētību
ஆசி	svētība
ஆசி	svētības
முட்டைகள்	olas
முட்டைகள்	ikri
இந்தோனேசிய	indonēzijas
கால்கள்	kājas
கால்கள்	kājiņas
சூடான	hot
சூடான	karsts
சூடான	karsti
சூடான	karstākais
சூழ்நிலையில்	situācija
சூழ்நிலையில்	stāvoklis
வறுமை	nabadzība
கந்தக	sērs
பிரம்மா	brahma
குடும்பத்தினர்	ģimeņu
குடும்பத்தினர்	ģimenes
குடும்பத்தினர்	ģimenēm
குடும்பத்தினர்	saime
குடும்பத்தினர்	ģimene
குடும்பத்தினர்	ģimenē
குடும்பத்தினர்	ģimenes
வலைப்பதிவு	blogā
வாழ்ந்தார்	dzīvoja
வாழ்ந்தார்	dzīvojis
அரங்கில்	arena
அரங்கில்	arēnā
அரங்கில்	arēna
பதினைந்து	piecpadsmit
தனியே	vien
லைவ்	dzīvas
லைவ்	dzīvot
லைவ்	dzīvi
லைவ்	dzīvo
லைவ்	live
லைவ்	tiešraide
ஆராய்ச்சியாளர்கள்	pētniekiem
ஆராய்ச்சியாளர்கள்	pētnieki
கிருஷ்ணர்	krišna
பண்டிதர்	aizstāvis
பண்டிதர்	aizstāvi
இறைவி	dieviete
தொன்மையான	klasika
தொன்மையான	klasiska
தொன்மையான	klasisks
லிங்கம்	linga
வாங்கும்	iegāde
வாங்கும்	pirkšana
வட்டு	diska
வட்டு	disks
வட்டு	diska
வட்டு	disks
வட்டு	disku
ஆல்பர்ட்	alberts
ஆல்பர்ட்	albert
குறிக்கோள்	mērķis
குறிக்கோள்	mērķa
குறிக்கோள்	target
குறிக்கோள்	mērķis
மீள்	atgriezeniski
மீள்	atgriezeniska
குரங்கு	pērtiķiem
ஆண்டவர்	dievs
நெருப்பு	ugunsgrēks
நெருப்பு	uguns
நெருப்பு	uguni
சிலி	čīle
பயன்கள்	lietojumi
பத்தாவது	desmitais
பத்தாவது	desmitā
வாள்	zobens
வாள்	zobenu
சமூகவியல்	socioloģija
அன்	anna
வரம்	neierobežoti
வரம்	neierobežots
வரம்	neierobežota
வரம்	diapazons
பிறகும்	pēc
விலங்கியல்	zooloģija
ஹைட்ரஜன்	ūdeņraža
ஹைட்ரஜன்	ūdeņradis
நலன்	labturība
நலன்	labklājība
ஐக்	ike
வள்ளி	valli
உரிமைகளை	tiesības
தேவர்கள்	dievi
மயில்	pāvs
பாதுகாக்கும்	aizsargā
பாதுகாக்கும்	aizsargāšana
முஹம்மது	muhameds
நச்சு	toksiskas
நச்சு	toksisks
