کوت	cot
سازندگی	bouwen
وارث	erfgenaam
روزولت	roosevelt
قصبه	parish
قصبه	freguesia
قصبه	parochie
دماغه	cape
دماغه	kaap
اولا	ola
قدردانی	dankbaarheid
قدردانی	waardering
قدردانی	appreciatie
ویتنی	whitney
غزالی	ghazali
دیم	dim
دیم	dimmen
راش	rush
راش	fagus
ققنوس	feniks
ققنوس	phoenix
اوراسیا	eurazië
مرگبار	dodelijke
مرگبار	dodelijk
مرگبار	fatale
مرگبار	fataal
مرگبار	dodelijk
کابین	hut
کابین	kajuit
کابین	blokhut
کابین	cabine
وکالت	advocaat
جوجه	kip
جوجه	kippen
بهبودی	herstel
بهبودی	verbetering
عینک	brillen
عینک	bril
عینک	brillen
عینک	glazen
عینک	bril
هومبولت	humboldt
بریدن	knippen
بریدن	snijden
مارکسیسم	marxisme
پذیرای	ontvankelijk
متابولیسم	stofwisseling
متابولیسم	metabolisme
میرود	goes
میرود	gaat
میرود	wandelingen
میرود	loopt
کج	scheef
کج	krom
کج	schuine
کج	schuin
کج	cursief
ناکام	teleurgesteld
ناکام	teleurstellend
ناکام	ontgoocheld
ناکام	teleurstelling
ناکام	gefrustreerd
ناکام	gefrustreerde
شمع	kaarsje
شمع	kaars
شمع	kaarsjes
شمع	kaarsen
تاد	todd
پشتو	pasjtoe
توبه	berouw
توبه	berouw
مترادف	synoniem
مترادف	synoniem
مترادف	synoniemen
شلوغ	rommelig
شلوغ	slordig
شلوغ	druk
شلوغ	bezig
شلوغ	bezet
شلوغ	luidruchtig
شلوغ	overvol
ژولیت	juliette
ژولیت	juliet
بنیامین	benjamin
گنبدی	fiddler
فال	fortune
فال	fortuin
فال	omen
فال	voorteken
ونسان	vincent
لوکا	luca
لوکا	luka
مرکبات	citrus
یوجین	eugene
فیس	facebook
هاروی	harvey
توییتر	twitter
ید	jodium
فرج	faraj
تنور	oven
تنور	tenor
بیاورند	produceren
توگو	togo
عصبانی	kwaad
عصبانی	boos
جوآن	johanna
جوآن	joan
شعرای	teksten
آوانگاری	fonetisch
استوک	stoke
زباله	verspilling
زباله	afvalstoffen
زباله	afval
زباله	vuilnis
زباله	prullenbak
زباله	afval
زباله	vuilnis
زباله	afval
آشیانه	nest
آشیانه	nestje
آشیانه	hangar
جوندگان	knaagdier
جوندگان	knaagdieren
توهم	hallucinatie
توهم	hallucinaties
توهم	illusies
توهم	illusie
آنتون	anton
آشامیدنی	drinken
الاهلی	commerciële
الاهلی	commercieel
پانزدهمین	vijftiende
هیدروکسی	hydroxy
کاران	karan
آزادسازی	bevrijding
شکلات	chocola
شکلات	chocolate
شکلات	chocolade
ژنوم	genoom
الک	eland
الک	zeef
الک	alec
رقبای	rivalen
آفتابی	zonnige
آفتابی	sunny
آفتابی	zonnig
ترجیحات	voorkeuren
ترجیحات	bac
جوشکاری	lassen
چهارچوب	raamwerk
چهارچوب	framework
چهارچوب	kader
ختنه	besnijdenis
ختنه	besneden
ختنه	besneden
استثنایی	speciaal
استثنایی	bijzonder
استثنایی	speciale
استثنایی	special
استثنایی	uitzonderlijke
استثنایی	buitengewoon
استثنایی	uitzonderlijk
تاجیک	tadzjiekse
بوت	booth
پابلو	pablo
جابر	jaber
پالاس	pallas
ائوسن	eoceen
چیبا	chiba
باربادوس	barbados
بلیک	blake
انفجاری	explosie
انفجاری	ontploffing
انفجاری	explosieve
انفجاری	explosieven
انفجاری	explosief
انفجاری	ontploffing
نزدیکترین	dichtstbijzijnde
نزدیکترین	dichtstbijzijnde
گیت	gate
گیت	poort
گیت	hek
گیت	git
گیت	gates
گیت	poorten
عرف	zeden
عرف	mores
انتحاری	zelfmoord
انتحاری	zelfdoding
اوکراینی	oekraïens
اوکراینی	oekraïense
قلمروی	grondgebied
قلمروی	territorium
ترانزیستور	pnp
ترانزیستور	transistor
سیریلیک	cyrillisch
امتناع	weigeren
امتناع	afwijzing
امتناع	weigering
بازل	bazel
بازل	basel
مهمانی	feest
مهمانی	partij
مهمانی	feestje
مهمانی	party
مهمانی	feestmaal
مهمانی	feestmaal
مهمانی	banket
رویت	turn
رویت	draaien
رویت	draai
رویت	beurt
مفاصل	gewrichten
مفاصل	joints
دیلم	koevoet
پیشانی	voorhoofd
وفور	overvloed
کاسپین	kaspische
قلع	tin
بگو	say
بگو	zeg
بگو	zeggen
بگو	vertel
بگو	tell
آزاده	free
آزاده	vrij
آزاده	gratis
پدران	vaders
پدران	voorvaderen
پدران	voorouders
پدران	voorvaders
پدران	voorvaderen
پدران	voorvaders
متین	meth
متین	metin
حیفا	haifa
داغستان	dagestan
کاناگاوا	kanagawa
پگاه	early
پگاه	vroeg
پگاه	vroege
توفان	tyfoon
توفان	noodweer
توفان	onweer
توفان	storm
قطعا	absoluut
قطعا	zeker
قطعا	beslist
هویدا	evident
اژدهای	draken
اژدهای	draak
اژدهای	dragon
یاسر	yasser
بالتیمور	baltimore
بعدا	later
بعدا	straks
ملوک	maluku
ملوک	molukken
اولاً	ula
تسهیلات	nutsvoorzieningen
تسهیلات	nutsbedrijven
نژادپرستی	racisme
اینتل	intel
استرس	stress
استرس	benadrukt
استرس	gestrest
ناب	bruisend
ناب	sprankelende
ناب	mousserende
ناب	puur
ناب	zuiver
ناب	pure
ناب	zuivere
مفسر	tolk
مفسر	vertaler
مفسر	commentator
آندرا	andrea
آندرا	andhra
نادو	nadu
مطبوع	hartige
متعارف	conventioneel
متعارف	conventionele
متعارف	canonieke
بیهوده	ijdel
بیهوده	ijdele
بیهوده	ijdel
بیهوده	ijdelheid
بیهوده	vanity
بیضی	oval
بیضی	ovaal
بیضی	ovale
بیضی	ellips
بیضی	elliptische
کمرنگ	bleek
کمرنگ	bleke
اور	orr
کلسترول	cholesterol
مدفوع	ontlasting
مدفوع	feces
مدفوع	uitwerpselen
مدفوع	ontlasting
مدفوع	kruk
مدفوع	stoelgang
پسته	pistache
هلیکوپتر	helikopter
هلیکوپتر	helicopter
هلیکوپتر	helo
هلیکوپتر	heli
هلیکوپتر	helikopter
هلیکوپتر	heli
هلیکوپتر	chopper
هلیکوپتر	helicopter
شیوا	shiva
یونی	ion
گلو	keel
سریالی	serienummer
سریالی	seriële
ندیده	gezien
بطن	onderbuik
بطن	buik
ارسلان	arslan
بخورد	verslindt
منو	menno
آهو	herten
آهو	hert
آهو	aho
آهو	gazelle
دونتسک	donetsk
منگنز	mangaan
برگه	breguet
برگه	laken
برگه	vel
کاذب	vals
کاذب	false
کاذب	onwaar
کاذب	valse
جگوار	jaguar
فازی	fase
فازی	fuzzy
فازی	wazig
فازی	fuzz
فازی	fozzie
امینم	eminem
یوکوهاما	yokohama
جذابیت	aantrekking
جذابیت	aantrekkingskracht
جذابیت	attractie
سوفی	sophie
سرگرم	vermakelijk
سرگرم	amusant
ویو	viv
موقتی	tijdelijk
موقتی	tijdelijk
موقتی	tijdelijke
موقتی	uitzendkracht
ایمی	amy
روشنگری	verlichting
روشنگری	verhelderend
روشنگری	inzichtelijk
مضر	schadelijke
مضر	schadelijk
هود	hud
هود	kap
هود	motorkap
هود	hood
هود	capuchon
فیورنتینا	fiorentina
شلوار	broeken
شلوار	broek
شلوار	broeken
شلوار	broek
سیتروئن	citroën
شکمی	abdominale
پذیرد	accepteert
پذیرد	aanvaardt
سوزوکی	suzuki
گای	guy
گای	kerel
رادیکال	radicaal
رادیکال	radicale
سنسور	sensor
خازن	condensator
لیتل	kleine
لیتل	weinig
لیتل	little
لیتل	klein
طیب	bridal
طیب	tayyip
ورونا	verona
خطاهای	fouten
خطاهای	vergissingen
خرابی	falen
خرابی	mislukkingen
خرابی	mislukking
خرابی	mislukken
خرابی	mislukkeling
خرابی	verwoesting
خرابی	vernietiging
خرابی	destructie
خرابی	vernieling
خرابی	gezakt
خرابی	mislukt
خرابی	mislukte
خرابی	gefaald
بوسه	kussen
بوسه	zoen
بوسه	kus
بوسه	kusje
بوسه	kiss
بوسه	kussen
پالمیراس	palmeiras
اعماق	diepten
اعماق	diep
اعماق	diepe
اعماق	deep
لاو	lao
لاو	luv
بخشیده	vergeven
جنت	janet
کامپایلر	compiler
ونوس	venus
دانته	dante
آقایی	gentleman
فرزانه	wijze
فرزانه	verstandig
فرزانه	wise
فرزانه	wijs
میترا	mitra
برومند	gerijpt
ویستا	vista
اسهال	diarree
پرستون	preston
اذعان	erken
اذعان	erkennen
چیدمان	indeling
چیدمان	opmaak
چیدمان	layout
جنگجویان	warriors
جنگجویان	strijders
جنگجویان	krijgers
هروی	hervé
الکترومغناطیس	elektromagnetisch
الکترومغناطیس	elektromagnetische
الکترومغناطیس	elektromagnetisme
کران	doof
کران	doven
بازگرداندن	terugzetten
بازگرداندن	herstellen
بازگرداندن	restaureren
بازگرداندن	herstellen
زاد	zod
زاد	nakomelingen
زاد	nageslacht
زاد	nakomeling
زاد	kroost
گرومن	grumman
لوران	laurent
پردازی	verwerking
پردازی	verwerken
سرم	serum
روبن	reuben
روبن	ruben
حضورش	aanwezigheid
تزار	tsaar
گرانده	grande
پلانک	planck
پلانک	plank
رانندگان	coureurs
رانندگان	chauffeurs
رانندگان	rijders
رانندگان	automobilisten
ناپولی	napolitaanse
ناپولی	napoli
ناپولی	napels
دمی	demme
دمی	demi
مبارزان	strijders
مبارزان	vechters
مبارزان	fighters
مبارزان	boksers
مبارزان	strijder
مبارزان	vechter
مبارزان	fighter
ماهه	maandenlang
ماهه	maanden
اینترناسیونال	internacional
تشریفات	formaliteiten
تشریفات	ceremonies
تشریفات	ceremoniële
تشریفات	formaliteit
جوراب	sok
جوراب	kousen
جوراب	sokken
سیلور	zilver
سیلور	zilveren
سیلور	silver
تحرک	bewegingen
تحرک	verplaatsing
تحرک	beweging
تحرک	mobiliteit
شایعه	gerucht
شایعه	geruchten
لیتیم	lithium
افتد	gedompeld
افتد	gedoopt
خانات	kanaat
نئو	neo
دفعات	tijden
دفعات	times
پیکره	corpus
زار	zar
لطیف	subtiele
لطیف	subtiel
لطیف	latif
الیکایی	wren
ساعتی	uurloon
ساعتی	uurtje
ساعتی	uur
محرومیت	ontbering
محرومیت	rouw
خورش	stoofpot
کما	coma
پره	vol
پره	volledig
پره	full
پره	volledige
پره	volle
بحثش	discussie
بحثش	discussies
ارتشی	militairen
ارتشی	militair
ارتشی	militaire
ارتشی	krijgsmacht
ارتشی	leger
ارتشی	landmacht
داوطلبان	vrijwilliger
داوطلبان	vrijwilligers
ناتوان	zwak
ناتوان	zwakken
ناتوان	slap
ناتوان	zwakke
مکی	mackie
مکی	sproeten
مکی	maki
خیز	wake
خیز	oedeem
بزودی	snel
بزودی	spoedig
بزودی	binnenkort
بزودی	soon
بزودی	weldra
شانزدهمین	zestiende
آشفته	verontrust
آشفته	onrustige
آشفته	gestoord
آشفته	verstoord
آشفته	verontrust
آشفته	verstoorde
آشفته	overstuur
آشفته	verwarrend
آشفته	verwarde
آشفته	verward
آشفته	verwarren
واگنر	wagner
غرور	pride
غرور	trots
غرور	ijdel
غرور	ijdelheid
غرور	vanity
سونامی	tsunami
نامعتبر	ongeldig
نامعتبر	ongeldige
مستحکم	verrijkte
مستحکم	verrijkt
مستحکم	verstevigd
مستحکم	versterkte
مستحکم	versterkt
لویس	luis
ساب	saab
ساب	sub
رائول	raoul
ساندرلند	sunderland
چریکی	guerrilla
کوارتز	kwarts
سولفید	sulfide
شوری	zoutgehalte
کورین	corinne
تلمود	talmoed
کشتیرانی	verzending
کشتیرانی	scheepvaart
کشتیرانی	verzenden
کشتیرانی	verschepen
امتیازی	concessies
امتیازی	concessie
اسپین	draaien
اسپین	spin
رومانیایی	roemeens
رومانیایی	roemeense
آرایشی	makeup
ارتدوکس	orthodoxe
ارتدوکس	orthodox
آماندا	amanda
ول	val
ویلن	viool
صحابه	sahaba
کریکت	cricket
کریکت	krekel
مینو	minho
مینو	mino
آغوش	omhelzing
آغوش	omhelzen
آغوش	omarmen
آغوش	omhels
آغوش	wapens
آغوش	armen
آغوش	knuffels
فیلترینگ	filteren
دوقطبی	bipolaire
دوقطبی	dipool
پناهندگان	vluchteling
پناهندگان	vluchtelingen
انریکه	enrique
آشفتگی	turbulentie
آشفتگی	agitatie
آشفتگی	chaos
آشفتگی	verwardheid
آشفتگی	verwarring
توسکانی	toscaanse
توسکانی	toscane
ریتمیک	ritmische
مهتاب	maanlicht
زیباست	mooi
زیباست	prachtig
زیباست	mooie
اکتشافی	verkennend
اکتشافی	verkennende
خسارات	verliezen
خسارات	verlies
تبلور	kristallisatie
دردسر	problemen
دردسر	moeilijkheden
گچی	gips
فلامستید	flamsteed
تکانه	momentum
دیل	dale
پروستات	prostaat
داون	dawn
داون	ochtendgloren
داون	dageraad
نزدیکان	verwanten
نزدیکان	familieleden
امداد	reliëf
امداد	opluchting
سواره	cavalerie
سیاستهای	beleid
بزمجه	monitor
بزمجه	monitoren
بزمجه	sierlijke
هیدروکسید	hydroxide
گرنت	subsidie
گرنت	grant
دیلی	dili
دیلی	dagelijkse
دیلی	dagelijks
گردهمایی	weerzien
گردهمایی	reünie
گردهمایی	hereniging
گردهمایی	réunion
بیگانگان	aliens
بیگانگان	vreemdelingen
توپولف	tupolev
حبیبی	habibi
دبیرخانه	secretariaat
دبیرخانه	secretariat
توصیفی	beschrijvende
دوقلو	tweeling
دوقلو	twin
دوقلو	tweeling
دوقلو	tweelingen
