טרומן	ट्रूमैन
זולה	सस्ती
זולה	निकम्मा
הישרדות	अस्तित्व
הישרדות	उत्तरजीवी
חסימות	अवरोध
חסימות	ब्लॉक
פריי	फ्राई
פריי	भून
פריי	फ्रे
מיועדים	श्रद्धांजलि
מיזורי	मिसौरी
הצריכה	उपभोग
הצריכה	खपत
תפוחי	आलू
ניתוחים	विश्लेषण
ניתוחים	analytics
ניתוחים	सर्जरी
נרות	मोमबत्तियाँ
גינה	बगीचा
גינה	बगीचे
גינה	बाग
גינה	गार्डन
פסיכולוגים	psychologists
האיראני	ईरानी
התאחדו	एकजुट
נחלים	स्ट्रीम
גבינה	चीज़
גבינה	पनीर
גבינה	चीज
כיוונים	दिशाएँ
כיוונים	निर्देश
כיוונים	दिशानिर्देश
תכלת	क्यान
מון	चन्द्रमा
מון	चाँद
מון	चन्द्र
מון	चांद
מון	चंद्रमा
פורטלנד	पोर्टलैंड
טבק	तंबाकू
טבק	तम्बाकू
צלמים	फ़ोटोग्राफ़र
סלטיקס	सेल्टिक्स
צבעוני	ट्यूलिप
צבעוני	रंगीन
צבעוני	रंगीन
קוויבק	क्यूबेक
להתקין	स्थापना
דוג	डॉग
דוג	कुत्ता
דוג	कुत्ते
דוג	श्वान
דבק	चिपकने
דבק	गोंद
באס	बेस
באס	बास
נעלמה	गए
דבלין	डबलिन
הנשיאות	प्रेसीडेंसी
הנשיאות	प्रेसिडेंसी
אויר	वायु
אויר	एयर
קנזס	कान्सास
פרייס	कीमत
פרייס	मूल्य
פרייס	दाम
דולפין	डॉल्फ़िन
בארון	कोठरी
זוהה	पहचाना
זוהה	पहचाना
גולדן	सुनहरा
גולדן	गोल्डन
גולדן	सुनहरी
עובי	मोटाई
פורץ	घुसपैठिया
אוספים	संग्रह
אוספים	एकत्रण
אוספים	संग्रहण
וולברין	wolverine
סיורים	गश्त
סיורים	टुर
מיתולוגיה	मिथक
אדינבורו	एडिनबर्ग
הרכיב	अवयव
הרכיב	घटक
קלאב	क्लब
קלאב	क्लबों
דייויד	डेविड
דייויד	दाउद
בוץ	mud
בוץ	पंक
בוץ	कीचड़
בוץ	मिट्टी
לייפציג	लिपजिग
היפ	कूल्हे
היפ	हिप
נשארים	रहने
נשארים	रह
נשארים	रहकर
לעקוף	ओवरराइड
העדפה	प्राथमिकता
העדפה	वरीयता
המוצג	प्रदर्शित
אלינור	एलेनोर
הוגשה	सुपुर्द
ויסקונסין	विस्कॉन्सिन
פורשה	पोर्श
להתחבר	जुड़ें
להתחבר	कनेक्ट
צרות	मुसीबत
צרות	परेशानी
צרות	ट्रबल
צרות	परेशानियों
תאונה	accident
תאונה	दुर्घटना
תאונה	दुर्घटनाओं
מעבדות	लैब्स
אוון	ओवेन
אוון	ओवन
נעימה	सुहाना
נעימה	सुहावना
נעימה	सुखद
ניקס	निक्स
נשארת	रहने
נשארת	रह
נשארת	रहकर
ההבחנה	भेद
ירייה	गोली
ירייה	शॉट
הוזמנה	आमंत्रित
מיעוטים	अल्पसंख्यक
מיעוטים	अल्पसंख्यकों
ליטל	छोटे
ליטל	छोटा
ליטל	लिटिल
ליטל	छोटी
בריכות	तालों
השיירה	कारवां
מתמחה	निवासी
מתמחה	इंटर्न
נורמלי	सामान्य
רכיבה	सवारी
רכיבה	साइकिलिंग
רכיבה	घुड़सवार
אסורים	वर्जित
אסורים	मनाही
אסורים	निषिद्ध
אסורים	हराम
אסורים	निषिद्ध
אנליזה	विश्लेषण
ניצבים	अतिरिक्त
רגשי	भावुक
רגשי	भावनात्मक
רגשי	इमोशनल
רגשי	emotional
רוטב	ग्रेवी
רוטב	सॉस
רוטב	ड्रेसिंग
סוכנים	एजेंटों
חקירות	पूछताछ
תקנה	खरीदें
תקנה	ख़रीदे
אומה	देश
אומה	राष्ट्र
אומה	स्वदेश
מפריד	विभाजक
מונטגומרי	मोंटगोमरी
טעון	चार्ज
בעיקרון	मूलतः
בעיקרון	मूलरूप
קסטרו	कास्त्रो
חוויות	अनुभव
חוויות	अनुभवों
יפות	सुंदर
יפות	सूंदर
יפות	ब्यूटीफुल
יפות	खूबसूरत
שילר	शिलर
אורט	और्ट
היגיון	तर्क
היגיון	लॉजिक
יצרנית	मेकर
טקסטיל	कपड़ा
טקסטיל	वस्त्र
טקסטיל	कपड़ा
טקסטיל	वस्त्र
מתנה	मौजूद
מתנה	मौजूदा
מתנה	वर्तमान
מתנה	उपस्थित
מתנה	उपहार
מתנה	तोहफा
יקרים	dear
יקרים	डियर
יקרים	प्रिय
יקרים	डिअर
יקרים	अनमोल
יקרים	महंगा
יקרים	महंगी
גלילאו	गैलीलियो
מצטרפת	joining
רשומה	एन्ट्री
רשומה	एंट्री
רשומה	प्रविष्टि
רשומה	पंजीकृत
רשומה	सूचीबद्ध
לגעת	स्पर्श
לגעת	छू
לגעת	टच
חפירה	खोदने
בחינות	परीक्षा
בחינות	exams
בחינות	परीक्षाएं
גרר	घसीटा
הפחתת	कटौती
עושר	दौलत
עושר	माल
עושר	रिच
עושר	अमीर
עושר	समृद्ध
המלט	हैमलेट
רעים	खराब
רעים	ख़राब
אתלטים	एथलीट
אלכסנדרה	एलेक्जेंड्रा
לפרטים	विवरण
לחמו	लड़ा
ריגה	रीगा
ובכן	कुआँ
ובכן	खैर
ובכן	खूब
טורי	टोरी
להרכיב	इकट्ठे
גאנה	घाना
מפואר	भव्य
מפואר	गौरव
מפואר	गौरवपूर्ण
מפואר	गौरवशाली
מפואר	फैंसी
דונה	डोना
פורייה	फ़ूर्ये
קרבה	निकटता
קרבה	निकटता
קרבה	रिश्ता
קרבה	सम्बन्ध
קרבה	संबंध
קרבה	रिश्तेदारी
אלקטרון	इलेक्ट्रॉन
פנינה	मोती
פנינה	पर्ल
נסיון	अनुभव
גזעי	जातिगत
גאה	गर्व
הארווי	घनघोर
לורה	लौरा
מושבי	सीटें
מושבי	सीटों
מושבי	सीटे
לגרש	निर्वासित
לגרש	निर्वासन
לגרש	निकाल
משוריין	कराया
אוהדים	फ़ैन
אוהדים	प्रशंसकों
אוהדים	प्रशंसक
ליעד	मंज़िल
ליעד	गंतव्य
טרף	शिकार
מכרות	खानों
חילוף	अतिरिक्त
חילוף	प्रतिस्थापन
עישון	स्मोकिंग
עישון	धूम्रपान
מאורגנת	संगठित
מאורגנת	संगठित
מאורגנת	व्यवस्थित
התרחבות	विस्तार
רקמות	ऊतक
מאורגן	संगठित
מאורגן	संगठित
מאורגן	व्यवस्थित
ארל	अर्ल
קאסל	किला
חבילות	संकुल
חבילות	पैकेज
חבילות	पैकेट्स
חבילות	पैक
גזירות	डिक्री
יוניברסל	यूनिवर्सल
יוניברסל	सार्वभौमिक
תמצא	ढूंढें
תמצא	ढूँढें
רובוט	रोबोट
כתם	दाग
מתורגם	अनुवादित
מתורגם	अनूदित
מושפעת	बहकावे
מושפעת	प्रभावित
וולאס	वालेस
מקוון	ऑनलाइन
סאונד	ध्वनि
אכיפת	प्रवर्तन
לעצמי	खुद
הארון	कोठरी
סטיבנס	स्टीवंस
התקף	हमले
התקף	हमला
התקף	आक्रमण
קריטריון	मानदंड
מפציצים	बमवर्षक
גלות	वनवास
גלות	निर्वासन
קנס	पेनल्टी
קנס	दंड
קנס	जुर्माना
קנס	ठीक
יריבות	फंसने
חיוב	प्रभार
חיוב	चार्ज
חיוב	बिलिंग
חיוב	डेबिट
סביבתי	पर्यावरणीय
גנב	चुराया
גנב	चोर
הזכיר	उल्लेखित
עבדול	अब्दुल
מושך	आकर्षक
ברונזה	कांस्य
הצפיפות	घनत्व
יוליה	जूलिया
יוליה	जूलियट
דיפלומט	राजनयिक
רציונלי	परिक्रमण
רציונלי	तर्कसंगत
דמוגרפיה	जनसांख्यिकी
דמוגרפיה	जनसांख्यिकी
בוז	अवमानना
בוז	बू
קליפים	क्लिप्स
אירופאי	यूरोपियाई
אירופאי	यूरोपीय
אייזנהאואר	आइज़नहावर
חורבות	खंडहर
חורבות	तबाह
אורניום	यूरेनियम
בלאס	bellas
שוודי	स्वीडिश
מסמן	अंकन
מרינה	मरीना
אולטרה	अल्ट्रा
מלים	शब्दों
מלים	लफ़्ज़ों
מלים	शब्द
שירלי	शर्ली
קריסטל	क्रिस्टल
פסי	साई
פסי	psi
מטפל	चिकित्सक
הבהרה	स्पष्टीकरण
ענבים	अंगूर
ענבים	अंगूर
ריכטר	रिक्टर
באלה	बाला
מיתוס	मिथक
טרה	tara
טרה	टेरा
מצטרפים	joining
חרוט	शंकु
חרוט	कोन
ניקול	निकोल
נאמנה	वफ़ादार
נאמנה	ईमानवालों
נאמנה	वफादार
לאמת	सत्यापन
לאמת	सत्यापित
שבור	टूटी
שבור	टूटा
תלונה	शिकायतें
תלונה	शिकायत
תלונה	शिकायत
עשב	घास
עשב	ग्रास
עשב	खरपतवार
האחדות	एकता
העכבר	माउस
העכבר	मूषक
העכבר	चूहा
שבועי	साप्ताहिक
הושג	प्राप्त
הושג	हासिल
פושעים	अपराधियों
ממוקד	केंद्रित
ממוקד	केन्द्रित
הירך	कूल्हे
הירך	हिप
הירך	जांघ
אנטואן	एंटोनी
צנזורה	सेंसरशिप
קניות	शॉपिंग
קניות	खरीदारी
ארגז	डिब्बा
ארגז	बॉक्स
ארגז	बक्सा
ארגז	ट्रंक
פריס	पैरिस
פריס	पेरिस
פריס	फेरिस
נשואים	विवाहित
נשואים	शादीशुदा
המכירה	बिक्री
הגורל	भाग्य
הגורל	नियति
הגורל	तकदीर
הגורל	भाग्य
נוקשה	स्क्रिप्ट्स
נוקשה	सख्त
נוקשה	rigid
נוקשה	harsh
נוקשה	हर्ष
נורמלית	सामान्य
גאוס	गाउस
קרמיקה	सिरेमिक
התנקשות	हत्या
פניות	तटस्थ
פניות	निष्पक्ष
פניות	turns
דינוזאורים	डायनासोर
מדגסקר	मेडागास्कर
מרידות	विद्रोहों
אמרי	एमरी
לכסות	आवरण
לכסות	कवर
הקמפוס	कैंपस
הקמפוס	कैम्पस
כרום	क्रोम
כרום	chrome
כרום	क्रोमियम
מורחבת	विस्तारित
אגמים	झीलें
אגמים	झीलों
בגידה	धोखा
בגידה	विश्वासघात
בגידה	देशद्रोह
צום	उपवास
דחוף	अत्यावश्यक
דחוף	आवश्यक
דחוף	तत्काल
דחוף	तात्कालिक
בלשנות	भाषाविज्ञान
שארלוט	शेर्लोट
אלטרנטיבית	वैकल्पिक
לופז	लोपेज
לופז	लोपेज़
הראפר	रैपर
הראפר	rapper
מפורטים	विस्तृत
הרגיש	लगा
כרונית	दीर्घकालिक
מחרוזת	वाक्यांश
מחרוזת	स्ट्रिंग
מחרוזת	तार
מחרוזת	स्ट्रिंग्स
סיבים	रेशे
סיבים	मछली
סיבים	फाइबर
סיבים	रेशा
סיבים	रेशे
סיבים	मछली
פרקר	पार्कर
מנו	मनु
מנו	मनो
מנו	mano
פמיניסטית	feminist
אבחזיה	अबख़ाज़िया
קידם	प्रचारित
ניוקאסל	न्यूकैसल
אנריקה	एनरिक
משטחים	सतहों
התחרו	competed
מחשוב	कम्प्यूटिंग
הצלחות	सफलताएँ
הצלחות	सफलताओं
אקראית	बेतरतीब
אקראית	यादृच्छिक
מוליך	कंडक्टर
גינס	गिनीज
מלמדת	पढ़ाने
מלמדת	शिक्षण
מלמדת	सिखाती
גיבוי	बैकअप
סאליבן	सुलीवान
מונגוליה	मंगोलिया
מונגוליה	अंगोला
מונגוליה	मंगोल
