kid	کید
ørken	بیابان
ørken	بیابانی
ørken	صحرا
ørken	اعراب
yorkshire	یورکشر
opretholdt	وارده
darfur	دارفور
eksplosion	انفجاری
eksplosion	انفجار
markedsføring	بازاریابی
markedsføring	marketing
borgerlig	مدنی
borgerlig	سیویک
borgerlig	بورژوا
hage	چانه
hage	چونه
hage	چین
beregne	محاسبه
cyklus	سیکل
cyklus	چرخه
udvidelser	پسوندهای
jøde	یهود
jøde	یهودیان
jøde	یهودی
jøde	یهودی
catalansk	کاتالان
psykologiske	روانشناسی
psykologiske	روانشناختی
cabriolet	کروکی
underordnede	زیردست
forfatterne	نویسندگان
vintre	وینترز
butterfly	پروانه
vhs	vhs
repertoire	رپرتوار
billige	ارزان
billige	ارزون
champion	قهرمان
champion	پهلوان
champion	champion
redegørelse	بیانیه
redegørelse	اظهارات
sejlet	بادبان
caribien	کارائیب
friheden	ازادی
friheden	آزادی
akut	حاد
akut	اورژانسی
akut	اضطراری
akut	اورژانس
akut	فوری
akut	فوریه
akut	ضروری
årtusinde	هزاره
porter	پورتر
porter	پرتر
