מנדלסון	мендельсон
גולד	золотая
גולד	gold
גולד	золото
גולד	золотые
גולד	гулд
דוכסות	герцогства
קית	кит
קית	кита
ציריך	цюрих
ציריך	цюрихе
נלהב	энтузиазм
נלהב	энтузиазмом
נלהב	страстный
נלהב	страстно
מקסימלי	максимальный
מקסימלי	максимальное
מקסימלי	максимальная
מקסימלי	максимум
מסגרות	рамки
דקדוק	грамматика
המגיעים	прибывшие
המגיעים	прибывающих
אלקטרוניקה	электроники
קנטור	кантор
נאש	нэш
אפריקני	африканский
אפריקני	африканского
אפריקני	африканские
אפריקני	африканская
הגירוש	депортация
הגירוש	депортации
דלה	делла
שודדי	рейдеры
שודדי	грабителей
שודדי	грабители
אוסטרלים	австралийцев
צמיחה	роста
צמיחה	рост
שוחט	мясник
הרצף	континуум
רוזה	розу
רוזה	роза
רוזה	розовое
הפסנתר	фортепиано
הפסנתר	рояль
הפסנתר	пианино
הקמפיין	кампании
הקמפיין	кампания
פקיד	клерк
פקיד	пристав
מעשיות	сказки
להירשם	зарегистрироваться
להירשם	регистра
להירשם	регистр
להירשם	зарегистрировать
להירשם	реестр
להירשם	регистрация
שפם	усы
שפם	усы
שפם	усы
עצר	перестал
עצר	остановилось
עצר	прекратил
עצר	остановились
עצר	остановился
הצביע	указал
הצביע	проголосовал
הצביע	проголосовали
הצביע	голосовал
הצביע	голосовали
הצביע	проголосовала
רומנטית	романтический
רומנטית	романтик
רומנטית	романтика
רומנטית	романтическая
רומנטית	романтически
תו	нота
תו	записка
תו	примечание
תו	характер
תו	персонаж
תו	символ
ברונו	бруно
אדגר	эдгар
סידן	кальция
עוצב	разработан
עוצב	разработано
עוצב	предназначенные
סימטריה	симметрия
שפיגל	шпигель
לאיים	угрожать
צעירות	янг
צעירות	молодая
צעירות	молодые
צעירות	young
צעירות	молодых
צעירות	молодой
זורמים	вытекающих
מושלמת	идеальная
מושלמת	идеальный
מושלמת	идеально
ידעה	знали
ידעה	знала
ידעה	знал
לוקחת	взяв
לוקחת	беру
לוקחת	принимая
יומני	дневник
עמוקים	глубокую
עמוקים	глубокое
עמוקים	глубокая
עמוקים	глубокие
עמוקים	глубоко
עמוקים	глубокий
ספורטאי	спортсмен
ספורטאי	джок
ספין	вращение
ספין	spin
כחולה	синий
כחולה	blue
כחולה	синие
כחולה	голубые
כחולה	голубой
בחשאי	втайне
בחשאי	тайно
בחשאי	тайно
חדירה	проникновения
חדירה	проникновение
חדירה	вторжение
ליפה	липпи
לירי	лири
לירי	лирическое
שניתנו	учитывая
שניתנו	вынесла
תצלומים	фотографии
גרייס	благодать
גרייס	грейс
גרייס	грэйс
ההתחלה	начало
מיושב	урегулирован
מונד	monde
ירוקה	зелёные
ירוקה	зелень
ירוקה	зелёный
ירוקה	зелёная
ירוקה	зеленый
נאצי	нацистской
קראוס	краусс
קראוס	краузе
קראוס	краус
לחלץ	извлечение
לחלץ	извлечь
לחלץ	выдержка
לחלץ	экстракт
הופסק	прекращено
מסוכנים	опасные
מסוכנים	опасно
מסוכנים	опасная
מסוכנים	опасный
מסוכנים	опасных
מסוכנים	опасное
טקסים	ритуалы
טקסים	обряды
טקסים	церемонии
טקסים	обряды
ציפי	ципи
עתידי	будущее
עתידי	будущий
עתידי	будущая
עתידי	будущие
קנט	кент
קנט	кента
ימני	правильно
ימני	верно
ימני	вправо
מיג	миг
הרצוי	желаемое
הרצוי	желаемых
סלובניה	словении
סלובניה	словения
גרילה	партизанские
גרילה	партизанской
בלפור	бальфур
הסובלים	страдающие
להיטים	hits
ברוקלין	бруклине
ברוקלין	бруклин
האשים	обвиняемые
האשים	обвиняемых
האשים	обвиняемый
האשים	обвинил
שמיעה	слух
שמיעה	слушание
שמיעה	слушания
מיגל	мигель
לסקר	ласкер
וויליאם	уильям
וויליאם	вильям
וויליאם	вильгельм
יואן	юаней
כת	культ
שמיים	sky
שמיים	скай
שמיים	неба
שמיים	небо
שמיים	небеса
שמיים	небо
וולפגנג	вольфганг
נפתחת	откроется
נפתחת	открывается
נפתחת	открывает
שרמן	шерман
משולבים	сочетании
איגור	игорь
ראול	рауль
ראול	рауль
ראול	рауль
סויוז	союз
מיה	мия
מיה	миа
תסמינים	симптомы
נכנע	сдаться
נכנע	сдаваться
נכנע	сдались
נכנע	сдалась
נכנע	сдался
נכנע	доходность
נכנע	урожайности
שחיינים	пловцы
החלום	сон
החלום	dream
החלום	мечта
קוב	каб
קוב	кобб
חרושת	фабрика
חרושת	завод
התבוסה	поражение
התבוסה	поражения
התבוסה	победить
תאוצה	ускорения
תאוצה	ускорение
בהתנדבות	добровольно
בהתנדבות	добровольный
בהתנדבות	добровольное
בהתנדבות	добровольные
בהתנדבות	добровольная
גולגולת	череп
גולגולת	черепа
אופיינית	типично
אופיינית	типичные
אופיינית	типичная
אופיינית	типичный
קניין	покупателя
קניין	покупатель
קניין	покупателем
מוטל	мотель
הולנדית	голландский
מלצר	официант
סוציולוגיה	социологии
מנות	пайки
מנות	посуда
מנות	посуду
מנות	блюда
מנות	доз
מנות	дозы
הבעלות	владение
הבעלות	собственность
קירוב	приближение
קירוב	киров
פרוסט	пруст
פרוסט	фрост
פרוסט	мороз
פטיש	фетиш
פטיש	молоток
פטיש	молот
עורק	артерию
עורק	артерия
עורק	артерии
אלימה	насильственные
מעריך	ценю
מעריך	оцениваем
משמעותיות	значимых
משמעותיות	значимый
משמעותיות	значимые
משמעותיות	существенное
משמעותיות	значительные
משמעותיות	значительное
משמעותיות	значительный
משמעותיות	существенные
מכריז	объявляет
מכריז	объявить
מכריז	объявлять
מקלדת	клавиатуры
הקוסם	мастер
הקוסם	волшебник
בקפריסין	кипра
בקפריסין	кипр
בקפריסין	кипре
נטלי	натали
נטלי	натали
מיומנויות	навыков
מיומנויות	навыки
מייד	немедленно
מייד	незамедлительно
טרנסילבניה	трансильвании
מפתחות	ключи
מפתחות	клавиши
צב	черепахи
צב	черепаха
מסוקים	вертолеты
מסוקים	вертолетов
קומנדו	commando
טד	тэд
טד	тэд
טד	тед
סולימאן	сулейман
אליסון	эллисон
אליסון	элисон
מודעת	сознании
מודעת	сознавая
מחויב	связаны
מחויב	совершено
מחויב	совершенные
סטארק	старк
לינוקס	linux
בזל	базельской
נוצות	перья
צמחייה	растительности
צמחייה	растительность
מתנות	подарки
מתנות	дары
מתנות	подарки
מודול	модуль
המלצה	рекомендуемые
המלצה	рекомендуется
המלצה	рекомендованные
המלצה	рекомендовано
המלצה	рекомендуемая
המלצה	рекомендации
המלצה	рекомендация
המלצה	рекомендацию
המצאות	изобретения
עיצב	разработан
עיצב	разработано
עיצב	предназначенные
מילולי	буквально
מילולי	устные
מפרק	совместных
מפרק	совместное
מפרק	совместная
מפרק	совместный
לקות	инвалидность
לקות	инвалидности
בלוטת	железа
בלוטת	железы
נתנאל	натаниэль
המגזר	сектор
סון	sun
סון	солнце
סון	вс
סון	сун
סון	сунь
קאופמן	кауфман
הנוסע	пассажирских
הנוסע	пассажир
הנוסע	пассажира
באלימות	насильственно
רובר	rover
אצילים	дворян
אצילים	знати
סצנות	сцены
הקבינט	кабинет
הקבינט	шкаф
הקבינט	кабинета
רך	мягкий
רך	нежная
רך	мягкая
רך	мягкое
רך	мягкие
סטן	стэн
סטן	стен
הגבורה	героизм
לסבול	страдают
לסבול	страдать
לסבול	терпеть
נחשים	змеи
נחשים	змей
מסתיימת	концы
מסתיימת	заканчивается
נאצר	нассер
נאצר	насер
מועמדויות	кандидатуры
ונוס	венеры
ונוס	венера
להקדיש	посвятить
להקדיש	посвятить
להקדיש	уделять
רגיש	чувствительных
רגיש	чувствительные
רגיש	чувствительный
ראס	руси
ראס	расс
ראס	рас
ראס	русь
מדגיש	актуальное
מדגיש	подчеркивает
עליות	ups
בחולון	холон
ריטה	рита
מגיש	питчер
מגיש	ведущий
מגיש	ведущая
נזירים	монахов
נזירים	монахи
פנימיות	внутренние
פנימיות	внутреннего
פנימיות	внутренняя
פנימיות	внутренний
פנימיות	внутреннее
פיצול	разделить
פיצול	сплит
פיצול	раскол
פיצול	разделить
גייס	набранных
להודות	признать
קרוז	круз
קרוז	крус
קרוז	экипажей
האשמות	утверждения
האשמות	обвинения
האשמות	обвинения
לאם	лам
המארחת	хозяйка
משקעים	остаток
משקעים	остатки
משקעים	осадки
משקעים	осадков
משוכנע	убежден
משוכנע	убедила
משוכנע	убеждены
משוכנע	убедил
משוכנע	убедили
יהלום	бриллиант
יהלום	алмазов
יהלום	алмаз
יהלום	бриллианты
יהלום	алмазы
יהלום	алмазов
ורן	рен
ורן	верн
מיוצר	произведенные
מיוצר	произведено
מיוצר	изготовленные
מיוצר	изготовлены
דורטמונד	дортмунд
מדורג	оценили
מדורג	оценил
מדורג	оценила
כור	реактора
כור	реактор
גמישות	гибкость
גמישות	эластичность
קירור	охлаждения
קירור	охлаждения
הודי	индийская
הודי	индеец
הודי	индии
הודי	индийский
מלקולם	малкольм
מלקולם	малькольм
מרוצה	довольна
מרוצה	доволен
מרוצה	удовлетворены
מרוצה	удовлетворен
מרוצה	удовлетворена
מרוצה	удовлетворительным
מרוצה	доволен
מרוצה	счастливый
מרוצה	счастливая
מרוצה	счастливые
מרוצה	счастлива
מרוצה	счастлив
אוסטין	остин
פאי	пирожок
פאי	пирог
בריטניקה	британника
פאוול	пауэлл
אייזק	айзек
אייזק	исаак
עגול	круглая
עגול	круглые
עגול	раунд
צלעות	ребер
צלעות	ребра
הליבה	core
הליבה	ядро
אהב	любил
אהב	любила
אהב	любили
אהב	понравилось
אהב	нравится
אהב	понравилась
אהב	понравились
אהב	понравился
התגובות	замечания
התגובות	комментарии
אראגון	эрагон
אראגון	арагон
טיולים	поездки
טיולים	походы
טיולים	поход
קלרה	клара
קלרה	клара
התמוטטות	разбивка
התמוטטות	срыв
התמוטטות	распад
התמוטטות	свернуть
התמוטטות	крах
מלזיה	малайзия
מלזיה	малайзии
קמפוס	кампус
קמפוס	кампос
קמפוס	кампуса
קמפוס	кампус
הלפרין	гальперин
אומן	омана
אומן	оман
אומן	мастерам
אומן	исполнитель
אומן	художник
אומן	артист
אומן	artist
שליטים	правители
שנתית	ежегодно
שנתית	ежегодная
שנתית	ежегодная
שנתית	годовой
שנתית	годовая
הופסקה	прекращено
מוטה	мота
מוטה	мотта
עליונות	верховенство
עליונות	превосходство
עליונות	высшего
עליונות	превосходство
עליונות	превосходства
סינטרה	синатра
שחיתות	коррупция
שחיתות	коррупции
טרום	пре
הומוסקסואלים	гомосексуальные
הומוסקסואלים	гомосексуалистов
קמח	мука
קמח	муку
קמח	муки
ידיד	друг
ידיד	друга
ידיד	подруга
נציב	комиссара
נציב	уполномоченный
נציב	комиссар
לגיטימי	законных
לגיטימי	законное
לגיטימי	законные
לגיטימי	законная
לגיטימי	законный
לגיטימי	законно
וורד	уорд
נמכרה	продается
נמכרה	продано
נמכרה	продана
נמכרה	продал
נמכרה	продан
משכן	заложил
לנטוש	бросить
הבחין	заметил
הבחין	замечено
הבחין	замечен
תמרה	тамара
מוסטפא	мустафа
תיאום	координация
תיאום	координация
הוספה	добавить
הוספה	добавьте
לונג	длинный
לונג	длинная
לונג	длинные
לונג	долго
לונג	лонг
מטבח	кухня
מטבח	кухне
מטבח	кухня
מטבח	кухни
נענע	нана
נענע	мята
מעטפת	оболочка
מעטפת	shell
מעטפת	конверт
הביוגרפיה	биография
הביוגרפיה	биографию
הביוגרפיה	биографии
תרזה	тереза
תרזה	тереза
מקרוב	макаров
נועה	ноа
אתלטיקה	атлетика
אתלטיקה	атлетике
החלקה	катание
החלקה	сглаживание
ידיעת	зная
מוכיח	доказывает
מוכיח	докажет
מוכיח	доказать
חכמה	умная
חכמה	умный
חכמה	умно
חכמה	мудрый
חכמה	мудро
חכמה	мудрое
חכמה	мудрые
חכמה	умная
חכמה	смарт
חכמה	умный
חכמה	smart
חכמה	умные
חכמה	мудрости
חכמה	мудрость
אלפונסו	альфонсо
חתולים	кошек
חתולים	коты
חתולים	кошки
פרגוואי	парагвая
פרגוואי	парагвае
פרגוואי	парагвай
תיאודור	теодор
נוימן	нейман
ההבנה	реализация
ההבנה	реализации
ההבנה	понимание
ההבנה	взаимопонимание
ההבנה	понимания
מפרט	спецификации
מפרט	спецификация
לוגי	логическое
לוגי	логично
זוחלים	рептилия
זוחלים	рептилий
טיורינג	тьюринга
הגדר	комплект
הגדר	сет
הגדר	набор
הגדר	установить
הגדר	настройка
הגדר	настроить
הגדר	забор
הגדר	ограждение
הגדר	определить
הפצה	распространение
הפצה	распределение
הפצה	распределения
הפצה	распространение
הפצה	распространения
מכובד	уважают
מכובד	уважаемый
מכובד	уважали
מכובד	благородный
מכובד	уважаемого
מכובד	достойно
כופר	выкуп
כופר	неверный
טיילר	тайлер
מאסטר	мастер
מאסטר	хозяин
מאסטר	master
אינסופי	бесконечной
אינסופי	бесконечное
אלופה	чемпион
אלופה	чемпион
שטרלינג	стерлинг
בט	бетт
זבל	хлам
זבל	корзина
זבל	мусор
זבל	мусор
זבל	мусор
זבל	мусора
מתוכננת	планируемые
מתוכננת	планируется
מתוכננת	запланированные
מתוכננת	запланированная
מתוכננת	запланировано
מתוכננת	запланированных
אונייה	судно
אונייה	корабль
סיפרה	рассказал
מולי	молли
אללה	аллах
התשלום	оплата
התשלום	платежи
התשלום	выплата
התשלום	платеж
התשלום	оплаты
מפרסם	публикация
מפרסם	размещения
מפרסם	издательство
מפרסם	издатель
גבאי	габай
השיבה	ответила
השיבה	ответили
השיבה	ответил
בסתר	втайне
בסתר	тайно
ניקוי	чистка
ניקוי	уборка
ניקוי	уборки
ניקוי	очистка
ניקוי	чистка
ניקוי	чистки
ניקוי	очищение
חלומות	сны
חלומות	мечты
פסול	дисквалифицированы
מחזורי	циклы
אגודות	ассоциаций
אגודות	ассоциации
משוואה	уравнения
משוואה	уравнение
שניידר	шнайдер
שניידר	снайдер
פורטו	порту
פורטו	пуэрто
הרך	мягкий
הרך	нежная
הרך	мягкая
הרך	мягкое
הרך	мягкие
נעצרה	перестал
נעצרה	остановилось
נעצרה	прекратил
נעצרה	остановились
נעצרה	остановился
נעצרה	арестованных
נעצרה	арестован
נעצרה	арестована
נעצרה	арестованы
נעצרה	задержан
מקראית	библейские
הנשמה	душу
הנשמה	души
הנשמה	душа
הנשמה	soul
הנשמה	соул
להסתמך	полагаться
הסיעה	фракции
הסיעה	группировка
פוטין	путин
פוטין	путина
סופו	конце
סופו	end
סופו	конец
מנגנוני	механизмы
בנקים	бэнкс
בנקים	банки
חמד	хамад
תאורטית	теоретические
תאורטית	теоретической
תאורטית	теоретически
קתולים	католики
קתולים	католиков
קתולים	католической
קתולים	католик
קתולים	католическая
קתולים	католики
מוכשר	одаренных
מוכשר	талантливых
מוכשר	талантлив
מוכשר	талантливый
מוכשר	талантливая
מצטער	прости
מצטער	извините
עדנה	эдна
ברט	берт
ברט	брет
ברט	бретт
ברט	берт
ברט	бёрт
סורי	сирийской
סורי	сирийские
סורי	сирийская
סורי	сури
חומרה	оборудование
אלטרנטיבי	альтернатива
אלטרנטיבי	альтернативных
אלטרנטיבי	альтернативный
פסיכולוגית	психологической
פסיכולוגית	психологическое
פסיכולוגית	психологический
פסיכולוגית	психологические
פסיכולוגית	психологическая
פסיכולוגית	психолог
פסיכולוגית	психолога
פסיכולוגית	психологически
גרנד	гран
גרנד	штук
גרנד	гранд
גרנד	grand
מפגינים	демонстрантов
מפגינים	протестующие
מפגינים	протестующих
מפגינים	протестующие
מפגינים	протестующих
השקיעה	закат
משלחות	экспедиции
קוני	конни
מוזס	моисей
מוזס	мозес
ענקית	огромная
ענקית	огромный
ענקית	огромные
ענקית	огромное
ענקית	гигантский
ענקית	гигант
ענקית	гигантская
ענקית	гигантские
מגובה	поддерживаемые
פרסמו	разместил
פרסמו	опубликовано
פרסמו	опубликовал
חללים	пробелы
חללים	пространства
חללים	пострадавшие
חללים	потери
חללים	жертвы
ליטאי	литвы
ואט	ватт
ואט	ват
ואט	ндс
הילה	хила
הילה	аура
הילה	halo
עוצר	остановки
עוצר	останавливается
עוצר	прекращается
עוצר	остановка
תהילים	псалом
תהילים	псалмы
סמינר	семинар
ווסט	запад
ווסט	уэст
ווסט	западная
ווסט	западный
ווסט	вест
ללכוד	захват
ללכוד	захвата
מטריצה	матрицы
מטריצה	матрицу
מטריצה	матрица
סרי	шри
סרי	исп
סקס	секс
סיר	горшок
מזכירה	секретарь
מזכירה	секретарша
הגלקסיה	галактика
הגלקסיה	галактике
הגלקסיה	galaxy
הגלקסיה	гэлакси
האחוזה	особняк
האצילים	знати
צלפים	снайперы
אבד	потерянный
אבד	потеряна
אבד	потерял
אבד	потерян
אבד	проиграл
הצהרה	ведомость
הצהרה	заявление
אנדרסן	андерсен
בהריון	беременная
בהריון	беременные
בהריון	беременна
אייאקס	ajax
מיסטר	мистер
מיסטר	господин
תביעות	претензии
תביעות	иски
הארכיבישוף	архиепископ
לוחמת	воин
לוחמת	боец
אסלאם	ислам
הלסינקי	хельсинки
פיזיקאים	физики
גיטריסט	гитарист
מוגברת	повышенной
מוגברת	повышенная
התוקף	нападающий
התוקף	нападавшего
סכין	нож
כפל	умножение
פיני	финни
פיני	финляндии
דרישת	требование
משולם	заплатил
פג	пегг
חוויה	опыт
האוס	house
האוס	дом
האוס	хауз
האוס	хаус
סיירות	крейсеров
מסתובב	вращение
מסתובב	ротации
מסתובב	вращается
ריבית	проценты
ריבית	интерес
ריבית	заинтересованность
ריבית	интересы
מלכותי	величественный
מלכותי	regal
מלכותי	королевские
מלכותי	королевский
מלכותי	royal
מלכותי	королевской
מלכותי	королевская
אובייקטים	объектов
אובייקטים	предметы
אובייקטים	объекты
קלאודיוס	клавдий
רשומות	records
רשומות	рекорды
רשומות	записи
רשומות	записи
הלוואות	займы
הלוואות	займов
הלוואות	кредиты
הלוואות	ссуды
פלויד	флойд
רלוונטית	актуально
רלוונטית	соответствующих
מגמת	майоров
קונה	покупателя
קונה	покупатель
קונה	покупателем
קונה	покупка
קונה	покупать
המוקד	диспетчер
המוקד	отправление
הדפדפן	браузер
רחבות	широкая
רחבות	широкие
רחבות	широкой
רחבות	широкий
מייצרת	производит
זכאים	озаглавленный
חוסייני	хусейни
תנין	аллигатор
תנין	крокодил
מותג	бренд
מותג	бренда
שין	шин
שין	син
מוקפת	окружен
מוקפת	окружили
ביקורתית	критическая
ביקורתית	критические
ביקורתית	критическое
ביקורתית	критический
נהיגה	вождение
נהיגה	вождения
בקצרה	кратко
בקצרה	вкратце
בקצרה	коротко
סרג	серж
אויבים	враги
אויבים	врагам
אויבים	врагов
עיצורים	согласные
עיצורים	согласные
פציעות	травмы
פציעות	травм
פלאש	флеш
פלאש	вспышка
פלאש	flash
פלאש	флэш
מצויין	превосходно
משולבת	комплексная
משולבת	комплексное
משולבת	комплексной
משולבת	комплексные
סגולה	фиолетовый
מלאי	кадастр
מלאי	акции
מלאי	наличии
מלחים	моряки
מלחים	моряков
סדנה	практикум
סדנה	семинар
סדנה	мастерская
האגן	хаген
אלברטו	альберто
שיטתי	систематический
שיטתי	систематическая
שיטתי	систематические
שיטתי	систематическое
שיטתי	систематического
ליר	лир
לילות	ночи
לילות	ночами
לילות	ночей
מחזאים	драматурги
