montreal	मॉन्ट्रियल
metalic	मेटल
metalic	धात्विक
vorbite	बोला
verdun	verdun
maro	ब्राउन
maro	भूरा
bombă	बम
bombă	बमों
bombă	बमबारी
dureri	दर्द
dureri	पीड़ा
maritimă	मेरीटाइम
consecutiv	लगातार
populate	आबादी
murphy	मर्फी
restaurante	रेस्टोरेंट
restaurante	रेस्तरां
coordonat	समन्वित
blanc	blanc
ipoteze	परिकल्पना
chimia	रसायन
porturi	पोर्ट
mătușa	चाची
mătușa	मौसी
mătușa	बुआ
sai	साईं
sai	साई
eds	eds
piețe	बाज़ारों
piețe	बाजारों
piețe	बाजार
piețe	बाज़ार
galaxy	गैलेक्सी
galaxy	आकाशगंगा
mhz	mhz
hochei	हॉकी
avocatul	वकील
eye	नेत्र
eye	आँख
eye	आंख
eye	नजर
confederației	परिसंघ
confederației	परिषद
confederației	कनफेडरेशन
dal	दाल
permisiune	इजाजत
permisiune	अनुमति
sălbatic	जंगली
sălbatic	वहशी
sălbatic	savage
sălbatic	जंगली
pasaj	ड्योढ़ी
domiciliu	अधिवास
montat	आरोहित
heroes	वीरों
heroes	नायक
extrase	निकाली
confuzie	भ्रम
resturi	स्क्रैप
resturi	कूड़ा
resturi	खंडहर
resturi	मलबा
oswald	ओसवाल्ड
performanța	निष्पादन
performanța	प्रदर्शन
canadiană	कनाडाई
connecticut	कनेक्टिकट
caterina	कैथरीन
rangers	रेंजर्स
rangers	रेंजरों
morrison	मॉरिसन
douăsprezece	बारह
bradley	ब्राडली
hampshire	हैम्पशायर
demografică	जनसांख्यिकी
nadia	नदिया
ateliere	कार्यशालाओं
ateliere	वर्कशॉप
mecanicii	यांत्रिकी
beat	शराबी
beat	नशे
cititorii	पाठकों
cititorii	पाठक
stocare	भंडारण
stocare	स्टोरेज
stocare	संग्रहण
stocare	भंडार
sculpturi	उत्कीर्णन
proteine	प्रोटीन
proteine	प्रोटीन
galerii	गैलरी
tunel	सुरंग
tunel	टनल
iustinian	जुस्तिनियन
