மற்றும்	and
பதிவுகள்	impressions
பதிவுகள்	records
கட்டிட	building
முட்டை	egg
பட்டி	menu
ஜீ	jee
ஜீ	zee
ஐதராபாத்	hyderabad
நட்சத்திர	star
இளவரசர்	prince
மறுபடியும்	again
குணம்	attribute
இறக்குமதி	import
இருக்கிறார்கள்	are
ஹாரி	harry
சைமன்	simon
தீவிரமாக	seriously
பணத்தை	money
கொச்சி	kochi
ஏழை	poor
வெளிப்படுத்தும்	reveal
காயம்	injury
காயம்	wound
காயம்	hurt
ஆசை	desire
ஆசை	wish
விளம்பரம்	ads
விளம்பரம்	advertising
விளம்பரம்	advertisement
விளம்பரம்	promotion
விளம்பரம்	boost
மூலிகைகள்	herbs
நீலம்	blue
அவளை	her
மாதிரிகள்	samples
வருகிறார்கள்	coming
தொடர்ந்தது	continued
அமெரிக்கர்கள்	americans
கனவு	dream
கனவு	dreaming
வானிலை	weather
கபூர்	kapoor
தேற்றம்	theorem
ஆணை	instruction
ஆணை	command
அதிகரித்தது	increased
தாக்கும்	attack
அன்றாட	daily
நிகழ்வில்	event
நியமனம்	appointed
தொண்டு	charity
அதிகரிக்கிறது	improves
போர்க்	war
பரம்பரை	inheritance
நேர்காணல்	interview
தயார்	ready
சிலைகள்	idols
சிலைகள்	statues
மிதமான	moderate
சிகாகோ	chicago
எங்கே	where
வேண்டியது	must
காட்டினார்	showed
தினசரி	daily
தீய	evil
தசை	muscle
வயலின்	violin
மறுத்து	refused
கோதாவரி	godavari
பன்னிரண்டு	twelve
வாக்கு	vote
கிளப்	club
ஆவி	ghost
ஆவி	spirit
பெட்டிகள்	boxes
மெய்	consonant
மெய்	true
ஹால்	hall
எச்சரிக்கை	warning
எச்சரிக்கை	caution
எச்சரிக்கை	alert
அரங்கு	theatre
சாந்தி	shanti
தங்கப்	gold
விரல்	finger
பூச்சிகள்	insects
ஜோ	joe
கலாச்சாரம்	culture
மராத்தி	marathi
இறைவனின்	lord
கட்டுப்பாடுகள்	restrictions
கட்டுப்பாடுகள்	controls
முற்றுகை	siege
மகாபாரதம்	mahabharata
தகவலை	info
தகவலை	information
பன்றி	pig
விஸ்வநாதன்	viswanathan
அதிகரிக்க	increase
ஏற்க	accept
ரோம்	rome
ரோம்	rom
அட்டைகள்	cards
நேரியல்	linear
முக்கியமானது	important
படிப்பு	course
படிப்பு	study
தட்டச்சு	typing
காப்பு	backup
காப்பு	bracelet
போட்டு	put
வசனம்	dialogue
வசனம்	verse
கற்கள்	stones
திறக்கப்பட்டது	unlocked
எழுத்துகள்	characters
ஏவுகணை	missile
நீராவி	steam
சம்பந்தப்பட்ட	concerned
காய்ச்சல்	fever
காய்ச்சல்	flu
விட்டம்	diameter
ஆன்மீக	spiritual
எபிரேய	hebrew
மறைந்த	hidden
நடிக்க	casting
ஏர்லைன்ஸ்	airlines
அமர்ந்து	sitting
அமர்ந்து	seated
சமமான	equals
சமமான	equal
பட்டை	bars
பட்டை	bar
சடங்கு	ritual
குகை	cave
குறைக்கும்	reduce
நாற்பது	forty
மண்டலங்கள்	regions
மண்டலங்கள்	zones
கோல்டன்	golden
அகமது	ahmed
குழாய்கள்	pipes
நோயாளிகள்	patients
போராளிகள்	fighters
நிகழ்கிறது	happens
நிகழ்கிறது	happening
நீக்கி	withdraw
முழுவதுமாக	completely
கண்டுபிடிக்கப்பட்ட	discovered
பழங்கால	antique
நேபாளம்	nepal
நேபாளம்	nepali
நேபாளம்	nepalese
இடர்	risk
ஆடும்	dancing
சூழ்நிலை	situation
உறவுகள்	relationships
உறவுகள்	relations
நிறுத்த	stop
கற்றுக்	taught
நிறுவி	installer
நடுநிலை	neutral
கோபம்	anger
கோபம்	angry
நுண்ணுயிர்	microbial
விழுந்து	fall
இறைவனை	lord
குழப்பம்	mess
குழப்பம்	confusion
குழப்பம்	confused
குழப்பம்	conflict
குழப்பம்	chaos
மூலக்கூறுகள்	molecules
துகள்	particle
தட்டு	plate
தட்டு	tray
திருமதி	mrs
துல்லியமான	accurate
துல்லியமான	precision
நாயர்	nair
பூச்சி	insect
பூச்சி	pest
நிலைமை	situation
எட்டாவது	eighth
சிறுவர்கள்	boys
சிறுவர்கள்	kids
கொண்டான்	hamper
ஒளியியல்	optics
புரதம்	protein
நாகரிகம்	civilization
பண்ணை	farm
மேற்பரப்பு	surface
சாமுவேல்	samuel
பிடித்தது	favorite
வீரன்	champ
வீடுகளில்	homes
கையேடு	manual
கோதுமை	wheat
பதிப்புகள்	editions
பதிப்புகள்	versions
முல்லை	plastik
விரைந்து	hurried
வளர்ச்சியை	growth
மரியாதை	respect
விரிவாக்கம்	expand
விரிவாக்கம்	extension
பீட்டா	beta
வழிமுறை	step
வழிமுறை	method
வழிமுறை	channel
விரும்பினார்	liked
புரியும்	explanatory
புரியும்	understand
கேரளம்	kerala
நிலவும்	prevails
கால்நடை	cattle
ரஷ்யா	russia
தேங்காய்	coconut
லூயி	luiz
லூயி	louis
லூயி	louie
தெரியாத	unknown
வேண்டுகோள்	request
அணிந்து	wearing
கேட்ட	heard
அபிவிருத்தி	development
இடைக்கால	medieval
பாதுகாக்க	protect
பார்வையாளர்கள்	audience
பார்வையாளர்கள்	viewers
கண்காணிப்பு	tracking
கண்காணிப்பு	monitoring
சக்கரம்	wheel
சக்கரம்	chakra
கோடுகள்	lines
அனுமதிக்கிறது	allows
புராண	commemorating
புராண	epic
எப்பொழுதும்	always
வேதாந்த	vedanta
சிங்கம்	lion
வேல்ஸ்	wales
புறநகர்	suburban
வழிகள்	directions
வழிகள்	ways
யானைகள்	elephants
பாலிவுட்	bollywood
உறுதியாக	strongly
உறுதியாக	sure
ஜாக்	jack
ஜாக்	zack
கண்டம்	continent
பாதுகாப்பான	safe
பாதுகாப்பான	secure
கட்டம்	grid
வாதம்	argument
அவதாரம்	avatar
மாறுபடும்	vary
போதே	while
தேயிலை	tea
அண்ணன்	annan
படைப்பு	creation
படைப்பு	creative
அம்பாறை	ampara
துணி	textile
துணி	cloth
துணி	fabric
துணி	textiles
அவனுக்கு	him
நிக்கோபார்	nicobar
படப்பிடிப்பு	filming
படப்பிடிப்பு	shoots
படப்பிடிப்பு	shooting
சனி	saturday
சனி	sat
மூங்கில்	bamboo
விடை	answer
தேவைகளை	needs
சார்ல்ஸ்	charles
நியாயமான	reasonable
உதவியது	helped
எட்வர்ட்	edward
ஏதோ	something
ராஜீவ்	rajeev
ராஜீவ்	rajiv
பிரீமியர்	premiere
பிரீமியர்	premier
களஞ்சியம்	silo
இடைநிலை	intermediate
கேள்விகள்	questions
நல	welfare
விளையாட்டரங்கம்	stadium
எல்லைகள்	borders
எல்லைகள்	limits
கதிர்வீச்சு	radiation
அழைக்கப்பட்டார்	invited
டோனி	tony
பனை	palm
கண்ணகி	kannagi
சூறாவளி	cyclone
சூறாவளி	typhoon
சூறாவளி	hurricane
பிரகாஷ்	prakash
ஆனந்த்	anand
பெருங்கோவில்	cathedral
நிலங்கள்	lands
பெல்	bel
பெல்	bell
நிழல்	shadows
நிழல்	shading
நிழல்	shadow
நிழல்	shade
விருத்தி	development
இதயம்	heart
விமர்சனங்கள்	reviews
விமர்சனங்கள்	criticism
இயல்புகள்	activations
எங்கு	where
இணைக்க	connect
திட்டமிடல்	planning
தொகுத்தல்	editing
தொகுத்தல்	grouping
வரவேற்பு	welcome
வரவேற்பு	reception
இராமன்	raman
மைக்	mike
யாத்திரை	yatra
பவர்	power
தரை	floor
தரை	ground
இளவரசி	princess
டெல்	tel
டெல்	dell
தொழில்கள்	jobs
கணவன்	husband
தேவன்	god
வாக்கெடுப்பு	poll
வாக்கெடுப்பு	polling
கோட்டைகள்	forts
உலோகங்கள்	metals
படுகொலைகள்	massacre
யுனெஸ்கோ	unesco
சுவை	taste
சுவை	flavor
எரிக்	eric
பீடம்	altar
சித்த	siddha
சேரும்	milan
சேரும்	destination
வெளிப்பாடு	expression
வெள்ளம்	flood
வெள்ளம்	flooding
வெள்ளம்	floods
கல்லறை	tomb
கல்லறை	cemetery
கல்லறை	grave
அத்தியாயம்	chapter
அத்தியாயம்	episode
கல்வெட்டுகள்	inscriptions
பாட	sing
மர	wooden
மீதமுள்ள	remaining
சாதாரணமாக	casually
கோள்கள்	planets
ஆவணம்	doc
ஆவணம்	document
பேருந்துகள்	buses
ஏற்படுகின்றன	contraction
மாதா	mata
காவேரி	kaveri
இணைக்கப்பட்டது	connected
இணைக்கப்பட்டது	linked
ராப்	rob
கூட்டல்	addition
கூட்டல்	sum
நினைவில்	remembered
நினைவில்	remember
வேதம்	vedas
முடிச்சு	node
முடிச்சு	knot
கென்ட்	kent
தடம்	track
ஐம்பது	fifty
நீதிமன்றங்கள்	courts
ரப்பர்	rubber
வயதான	elderly
மகனும்	son
கற்று	learn
மக்களாட்சி	democracy
பூங்காக்கள்	parks
நிறுத்தம்	stop
ரோஜா	rose
புகை	smoking
புகை	smoke
சைவம்	vegetarian
சைவம்	vegan
நிலா	moon
சதவிகிதம்	percentage
சதவிகிதம்	percent
பெனடிக்ட்	benedict
நீச்சல்	swim
நீச்சல்	swimming
ராதா	radha
பாடகி	singer
சடங்குகள்	rituals
சடங்குகள்	ceremonies
கிறிஸ்து	christ
யுனைடெட்	united
காலணி	shoes
தெலுங்கானா	telangana
பதினான்கு	fourteen
சேர்க்கை	union
சேர்க்கை	admission
சேர்க்கை	combo
எழுச்சி	rise
செயற்பாடு	activity
விளையாடி	playing
சுங்கை	sungai
படித்த	read
படித்த	educated
மாறிலி	constant
கைப்பற்றிய	captured
ஒதுக்கீடு	attribution
ஒதுக்கீடு	allocation
பாபா	baba
கிளிநொச்சி	parrot
வாழை	plantain
வாழை	banana
குழுவை	group
அங்குலம்	inches
அங்குலம்	inch
பேசி	phone
இறைச்சி	meat
ஏரிகள்	lakes
தற்காலிகமாக	temporarily
பூஜை	puja
அணுகுமுறை	approach
காரணி	factor
நிலவு	moon
உட்புற	interior
உலோகம்	metal
உலோகம்	metals
அறிமுக	debut
விதை	seed
விதை	seeds
ஊடகம்	media
மெக்சிகோ	mexico
அமெரிக்கர்	american
அமெரிக்கர்	americans
இப்னு	ibn
அறிக்கைகள்	reports
வெற்றியை	success
நாளிதழ்	newspaper
ஹாலிவுட்	hollywood
மெல்ல	slowly
பிறந்தது	born
பதினாறு	sixteen
சகோதரன்	brother
கடை	shop
கடை	store
தெளிவு	clear
தெளிவு	clarity
கணினிகள்	computers
வேர்	root
பிரான்சிஸ்	francis
வெளியீடுகள்	releases
ஊழியர்கள்	staff
சக்கர	wheel
வாட்	watt
வாட்	wat
சுவிஸ்	swiss
பேட்மேன்	batman
மூடிய	closed
ஆட்டோ	auto
வெளியேறும்	exit
ஸ்டீபன்	stephen
ஸ்டீபன்	stefan
ஜான்சன்	johnson
கட்டுமான	construction
போஸ்	bose
போஸ்	pose
சார்பற்ற	neuter
இன்பம்	enjoyment
ஒன்பதாவது	nine
ஒன்பதாவது	ninth
டெய்லர்	taylor
புனைவு	fiction
கன்னி	virgo
மரபுகள்	traditions
நடுவர்	referee
நெறிமுறைகள்	criteria
டாட்டா	tata
விவசாயிகள்	farmers
சாதனம்	device
மின்னணுவியல்	electronics
மேற்கோள்கள்	satellite
மேற்கோள்கள்	quotes
மேற்கோள்கள்	examples
மேற்கோள்கள்	quotations
மேற்கோள்கள்	annotations
வெளிப்படையாக	openly
வெளிப்படையாக	apparently
பாக்	pak
தெருவில்	street
உயிருடன்	alive
பெண்ணை	girl
ஓடி	flow
ஸ்மித்	smith
மேஜர்	major
ஊட்டச்சத்து	nutrition
தண்டு	cord
தண்டு	stem
அறைகள்	rooms
எண்ணை	number
இருவருக்கும்	both
இன்றளவும்	weaves
பிரான்சிய	académie
உரிமையாளர்	owner
சேதம்	damage
கவுண்டர்	counter
விரும்பிய	preferred
புக்	buk
ஜோடி	pair
ஜோடி	couple
மந்திரம்	mantra
தயாரிப்பாளர்கள்	producers
தா	tha
ராஜஸ்தான்	rajasthan
ரகுமான்	rahman
அவசர	emergency
கரை	border
நாயகன்	hero
நாயகன்	man
காப்பகம்	archive
அடர்ந்த	dense
கூத்து	hoa
படைத்த	created
அருங்காட்சியகங்கள்	museums
சிவா	shiva
சிவா	siva
குடி	drinking
குடி	drink
வாழ்த்துக்கள்	congratulations
வாழ்த்துக்கள்	greetings
வாழ்த்துக்கள்	congrats
பாடலாசிரியர்	composer
இனிய	happy
குளோரின்	chlorine
பெல்ஜியம்	belgium
வெளியிட்டு	releasing
மெட்ரிக்	metric
துருக்கிய	turkish
நெப்போலியன்	napoleon
ஆயுதம்	weapons
ஆயுதம்	weapon
ஆயுதம்	ammunition
சங்கு	conch
தங்களுக்கு	themselves
மசூதி	mosque
வழிகாட்டி	wizard
வழிகாட்டி	guide
பங்களிக்க	contribute
குடியேற்றம்	immigration
பிலிப்	phillip
பிலிப்	philip
பர்மா	burma
பாபு	babu
நெருக்கமான	intimate
தேவையற்ற	unwanted
தேவையற்ற	unnecessary
திறனாய்வு	criticism
தீர்க்க	solve
சேர்க்கும்	adds
பலகை	board
தணிக்கை	censorship
வளைவு	curve
வளைவு	curvature
யூதர்கள்	jews
வளைகுடா	gulf
வளைகுடா	bay
உகந்த	optimal
மெய்நிகர்	virtual
கிரிக்	crick
மோதல்	collision
உள்ளீடு	feed
உள்ளீடு	entry
உள்ளீடு	input
தெய்வங்கள்	gods
ஊதா	purple
ஊதா	violet
புயல்	cyclone
புயல்	storms
புயல்	storm
பகவான்	bhagwan
நினைத்து	thinking
அக்கறை	caring
அயன்	ayan
கூறு	module
கூடைப்பந்து	basketball
விதைகள்	seeds
மாசு	polluted
மாசு	pollution
வரவு	arrival
எப்போது	when
முப்பது	thirty
புத்தரின்	buddha
சரக்கு	cargo
சரக்கு	inventory
சரக்கு	freight
இயல்பாக	normal
வைரஸ்	virus
பான்	bonn
பான்	pan
பரப்புரை	lobbying
பரப்புரை	propaganda
டேனியல்	daniel
ஜோன்ஸ்	jones
தீங்கு	evil
தீங்கு	mutilation
தீங்கு	harm
பலன்	benefit
பலன்	result
கோழி	poultry
கோழி	chicken
கோழி	hen
சக்தியை	power
எல்லோரும்	everybody
எல்லோரும்	everyone
பயணத்தை	journey
வாரங்கள்	weeks
தொழிற்சாலைகள்	factories
அளவீடு	measurement
மென்மையான	soft
பகதூர்	bahadur
மூவர்	trio
சமம்	equals
நிலவியல்	geology
குடியுரிமை	citizenship
விருந்து	party
ரைட்	wright
உருவாக்குதல்	making
உருவாக்குதல்	creation
மாநாடுகள்	conferences
கட்டாய	mandatory
கட்டாய	compulsory
வரைகலை	graphics
ஸ்டுடியோ	studio
குற்றவியல்	criminal
கட்டப்பட்டுள்ளது	built
வரைபடங்கள்	maps
ஆன்லைன்	online
தொழிற்துறை	industry
அப்பா	dad
அப்பா	papa
அப்பா	daddy
அப்பா	father
முற்போக்கு	progressive
தாக்க	latency
சீனம்	chinese
கோலா	koala
கோலா	cola
வெண்	venn
பங்களிப்புகள்	contributions
செயலி	application
செயலி	app
கணேஷ்	ganesh
நற்கருணை	eucharistic
கேரி	carrie
சிங்களம்	sinhala
சிங்களம்	sinhalese
மிகச்சிறிய	tiny
மாஸ்கோ	moscow
முடியுமா	interaction
அறம்	aram
நினைவகம்	memorial
நினைவகம்	memory
ரோடு	road
கர்நாடகா	karnataka
நபி	prophet
நபி	nabi
இவள்	she
ஆப்கானிஸ்தான்	afghanistan
கழிவு	waste
பற்றாக்குறை	lack
கிம்	kim
ஆரம்பம்	start
ஆரம்பம்	beginning
நீரிழிவு	diabetes
துன்	thun
துன்	tun
தேவா	deva
இளைஞர்கள்	youth
உளவு	spy
நீடித்தது	lasted
சாம்	sam
புகைப்படம்	photo
புகைப்படம்	photography
திடீர்	sudden
கர்நாடகம்	karnataka
வகுப்புகள்	classes
சாத்தியம்	possible
ஊதியம்	pay
பாலி	pali
பாலி	bali
அக்	oct
பெரும்பான்மையாக	predominantly
சாகிப்	sahib
ஆசி	aussie
ஆசி	blessing
ஆசி	blessings
முட்டைகள்	eggs
இந்தோனேசிய	indonesian
கால்கள்	legs
தத்துவங்கள்	philosophies
சூடான	hot
சூழ்நிலையில்	situation
வறுமை	poverty
கந்தக	sulfur
பிரம்மா	brahma
குடும்பத்தினர்	families
குடும்பத்தினர்	family
வலைப்பதிவு	blog
வாழ்ந்தார்	lived
அரங்கில்	arena
பதினைந்து	fifteen
தனியே	alone
லைவ்	live
ஆராய்ச்சியாளர்கள்	researchers
கிருஷ்ணர்	krishna
பண்டிதர்	defender
இறைவி	goddess
சர்மா	sharma
தொன்மையான	classic
லிங்கம்	linga
நாராயண	narayana
வாங்கும்	purchasing
வட்டு	disk
வட்டு	disc
ஆல்பர்ட்	albert
குறிக்கோள்	objective
குறிக்கோள்	target
மீள்	reversible
குரங்கு	monkey
பயன்படுத்துதல்	using
ஆண்டவர்	god
நெருப்பு	fire
சிலி	chile
பயன்கள்	uses
பத்தாவது	tenth
வாள்	sword
சமூகவியல்	sociology
அன்	ann
வரம்	unlimited
வரம்	range
பிறகும்	after
விலங்கியல்	zoology
ஹைட்ரஜன்	hydrogen
நலன்	welfare
ஐக்	ike
வள்ளி	valli
உரிமைகளை	rights
தேவர்கள்	gods
மயில்	peacock
பாதுகாக்கும்	protects
பாதுகாக்கும்	protecting
முஹம்மது	muhammad
நச்சு	toxic
மலேரியா	malaria
பிடித்த	favorite
கிளர்ச்சி	rebellion
விதம்	way
நார்வே	norway
முகப்பு	home
செடி	plants
செடி	plant
நிர்வாகி	admin
நிர்வாகி	manager
நிர்வாகி	admins
நிர்வாகி	administrator
திரிபுரா	tripura
விடுதி	hotel
விடுதி	hostel
நிபுணர்	expert
பாக்டீரியா	bacteria
லிமிடெட்	limited
லிமிடெட்	ltd
நடக்கிறது	happening
டிகிரி	degrees
டிகிரி	degree
மீடியா	media
நோ	noh
மந்திரி	jack
அலுவலகங்கள்	offices
கேட்டார்	asked
விஞ்ஞான	scientific
தாத்தா	grandfather
வருடாந்திர	yearly
வருடாந்திர	annual
சிரியா	syria
அஞ்சலி	tribute
தாள்	paper
தாள்	sheet
தாள்	sheets
குறைக்கிறது	reduces
பாத்திரங்கள்	dishes
பெரிதாக	zoom
அயோடின்	iodine
முக்கியம்	imp
முக்கியம்	important
எதிர்பாராத	unexpected
சரித்திரம்	history
தாமே	themselves
கடினம்	rough
கடினம்	hard
கடினம்	difficult
வெடிப்பு	blast
தேநீர்	tea
அகாடமி	academy
சோனி	sony
தேடும்	looking
சாதிகள்	suits
மறை	hide
கோழிக்கோடு	calicut
கோழிக்கோடு	kozhikode
விரதம்	fasting
விரைவான	quick
விரைவான	fast
ஹில்	hill
தொண்டை	throat
நிர்வாகிகள்	admins
சமஸ்கிருத	sanskrit
பம்பாய்	bombay
விழும்	fall
அம்சம்	feature
மைதானம்	ground
காவியம்	epic
பாரி	barry
பாரி	pari
ராமன்	raman
பேராலயம்	cathedral
கட்டுமானம்	construction
கொல்லம்	kollam
கவச	armored
மாறுகிறது	changing
சந்தர்ப்பங்களில்	occasions
திரவம்	fluid
திரவம்	liquid
பரிந்துரைகள்	suggestions
பரிந்துரைகள்	recommendations
குடல்	intestine
இனப்பெருக்க	breeding
இனப்பெருக்க	reproductive
சிலநேரங்களில்	sometimes
விக்டர்	viktor
விக்டர்	victor
ஒப்பீட்டளவில்	relatively
இலித்தியம்	lithium
ஜிம்	gym
ஜிம்	jim
அரேபியா	arabia
மக்னீசியம்	magnesium
புகைப்படங்கள்	photos
பேச	speak
தொடர்புடையது	relevant
தொடர்புடையது	related
தொடர்புடையது	relevance
மதிப்புகள்	values
வாசிப்பு	recital
முன்னுரிமை	priority
நீதிபதிகள்	judges
காய்	kai
கிளார்க்	clarke
கிளார்க்	clerk
கிளார்க்	clark
புனிதர்கள்	saints
புகையிலை	tobacco
நாசா	nasa
ஒருங்கிணைப்பு	integration
பறந்து	fly
பறந்து	flying
பறந்து	flown
திருத்தி	editor
ஒருவேளை	maybe
புகார்	complaint
புகார்	complaining
புகார்	complain
பிடிக்க	catch
குறுக்கு	diagonal
குறுக்கு	cross
கடத்தல்	abduction
கடத்தல்	smuggling
கடத்தல்	kidnapping
கடத்தல்	trafficking
இராமாயணம்	ramayana
பயன்பாட்டை	application
பயன்பாட்டை	app
நம்பிக்கைகள்	hopes
வள	resource
இடதுசாரி	leftist
உரைகள்	texts
நுழைவு	entry
ஆஸ்திரியா	austria
கொள்ளளவு	capacity
இயற்கையாக	naturally
முஸ்லீம்	muslim
மாடு	cow
மாடு	cattle
சிறந்தது	best
மான்செஸ்டர்	manchester
பொய்	lie
பொய்	false
பொய்	lying
மோதி	modi
தூண்கள்	pillars
கினி	guinea
ஆளுமை	personality
மேலாளர்	manager
சிதைவு	decay
சிலாங்கூர்	selangor
சிறுநீர்	urine
கற்றல்	learning
பாதைகள்	paths
பாதைகள்	channels
பிளேக்	blake
பிரதிகள்	duplicates
பிரதிகள்	copies
முடித்த	finishing
கெவின்	kevin
கம்பி	wire
பெரியது	large
பெரியது	big
லெனின்	lenin
அலைவரிசை	channel
ஆலை	plant
கல்கத்தா	calcutta
மலபார்	malabar
ஒற்றுமை	unity
சாதனைகள்	achievements
சாதனைகள்	records
சமச்சீர்	symmetries
சமச்சீர்	symmetric
சமச்சீர்	symmetrical
கடைகள்	shops
கடைகள்	stores
திகில்	horror
திகில்	panic
சாஸ்திரி	shastri
வளர	grow
தலையை	head
முப்பரிமாண	perspective
பழங்குடிகள்	tribal
ரோஸ்	rose
ரோஸ்	ross
தொலை	remote
கல்யாணம்	wedding
லிட்டர்	litre
மூக்கு	nose
மூக்கு	noses
வரலாம்	maybe
யுரேனியம்	uranium
ஹிந்தி	hindi
ஹிந்தி	hints
சேனல்	channel
உயர்நிலை	advanced
காது	ear
நூலகங்கள்	libraries
புதன்	mercury
புதன்	wednesday
வாரத்தில்	week
துறவி	monk
விதிமுறைகள்	terms
ஜூனியர்	junior
பட்டறை	workshop
கொடுக்கிறது	gives
கம்பன்	even
கிளைகள்	branches
எதிர்பார்க்கப்படுகிறது	expected
கத்தோலிக்கம்	catholicism
சரணாலயம்	sanctuary
விளையாடிய	played
தேவ்	dev
வியாழன்	thu
வியாழன்	jupiter
வியாழன்	thursday
வார்னர்	warner
அம்பேத்கர்	ambedkar
சின்	chin
அமைதியான	quiet
அமைதியான	peaceful
சுரேஷ்	suresh
பயஸ்	pius
செயலர்	secretary
பூனை	cat
சூ	sue
சூ	zhu
சூ	soo
சூ	choo
ஒட்டு	paste
ஒட்டு	patches
கீதை	gita
கேட்	gate
கேட்	kate
கேட்	kat
தெய்வ	gods
கண்டறிதல்	detection
கண்டறிதல்	discovery
கனிமங்கள்	minerals
மைக்கல்	michael
சூர்யா	surya
உலர்	dry
தீர்வுகள்	solutions
பங்கேற்கும்	participating
வேகமான	sleepy
வேகமான	speedy
பாதுகாக்கப்பட்ட	protected
தூண்	column
தூண்	pillar
பாதுகாப்பாக	secure
பாதுகாப்பாக	safe
மன்னிப்பு	forgiveness
மன்னிப்பு	apology
மன்னிப்பு	apologize
நியூட்டன்	newton
பால	bala
தொழில்நுட்பங்கள்	technologies
உயிரினம்	organism
தடகள	athletic
பிரதிநிதிகள்	representatives
விளக்குகள்	lights
ஆவண	implementation
காணவும்	watch
சேர்க்கப்பட்டது	added
சதி	plot
சதி	conspiracy
அழித்து	destroy
அழித்து	ruin
வடிவமைக்கப்பட்டது	designed
நாயகி	heroin
நாயகி	heroine
மாசி	masi
துபாய்	dubai
பொறியாளர்	engineer
பழ	fruit
பழ	fruity
மனு	manu
மனு	petition
வல்லுநர்	specialist
வல்லுநர்	expert
அதிகாரபூர்வமாக	officially
அரபி	arabic
சிகப்பு	red
வழு	bug
வழு	error
ஒலிபரப்பு	transmission
ஒலிபரப்பு	broadcasting
ஆபிரகாம்	abraham
புரதங்கள்	proteins
ஊருக்கு	town
லத்தீன்	labels
லத்தீன்	latin
நிக்கல்	nickel
குறைந்தபட்சம்	minimum
விஜயா	vijaya
கதாபாத்திரத்தில்	starred
டேவிஸ்	davis
டேவிஸ்	davies
விரும்பினால்	optional
டீசல்	diesel
பங்குகள்	roles
பங்குகள்	shares
பாறைகள்	rocks
கடமை	duty
பிழைகள்	errors
பிழைகள்	bugs
இல	goal
இழை	fiber
பதினெட்டு	eighteen
அதுவரை	until
பின்புறம்	rear
பே	bay
பெண்மணி	lady
கொடை	donor
குளிர்கால	winter
மகாதேவன்	mahadevan
மெகா	mega
எழுத்துரு	fonts
எழுத்துரு	font
அகன்ற	broad
பாக்கிஸ்தான்	pakistan
வரைவு	draft
தெரியுமா	izz
தெரியுமா	know
விட்டனர்	graves
ஒப்பிட்டு	compare
செயலாக்கம்	processing
பேரினம்	genus
தியானம்	meditation
டிஸ்னி	disney
சாங்	chang
குழந்தைகளை	kids
குழந்தைகளை	children
வரவில்லை	absent
வரம்பு	range
வரம்பு	limit
அறுவடை	harvest
அறுவடை	reaping
வாழ்த்துகள்	congratulations
வாழ்த்துகள்	congrats
சுட்டி	mouse
கண்டறியும்	detect
ஆல்பா	alpha
பார்த்துக்	watching
சவூதி	saudi
வகித்த	designations
யோகி	yogi
உணவில்	diet
உணர்ச்சி	emotion
உணர்ச்சி	reaction
உணர்ச்சி	emotional
பசு	cow
ஜீன்	jean
ஜீன்	jun
மகன்கள்	sons
நுழைந்து	enter
அழகி	brunette
அழகி	beauty
செலவுகள்	costs
செலவுகள்	expenses
கொடிய	deadly
மனைவியின்	wife
திசு	tissue
கேப்டன்	capt
கேப்டன்	captain
காடி	acid
அலகாபாத்	allahabad
கௌரவ	cameo
லே	leh
லே	lay
இங்கும்	yep
பிஜி	fiji
உள்ளார்ந்த	local
பகவத்	bhagavad
ஃபாக்ஸ்	fox
நொதி	enzyme
எஃகு	steel
அர்த்தம்	meaning
ஒப்பந்தங்கள்	contracts
ஒப்பந்தங்கள்	deals
சிலுவை	cross
செயல்களை	actions
புகுபதிகை	login
எலும்புகள்	bones
ஊழியர்	staff
ஆண்டி	andy
வசந்த	spring
உடனடி	instant
உடனடி	immediate
சொன்னார்	said
இடாய்ச்சு	duch
வறண்ட	dry
நோன்பு	fasting
ஏற்றி	carried
ஹாட்	hot
சமன்பாடுகள்	equations
இடைமுகம்	interface
முன்னைய	prev
மேனன்	menon
மூடி	moody
ஒரிசா	orissa
துண்டு	towel
பாஸ்	boss
பாஸ்	bass
பாஸ்	pass
தாஸ்	das
நட்சத்திரங்கள்	stars
மூர்	moor
மூர்	moore
வளையம்	ring
சிலிக்கான்	silicon
ஒவ்வொருவரும்	everyone
முதிர்ந்த	mature
கூரை	roof
பாலா	bala
பயனுள்ளதாக	useful
குறிகள்	symbols
குறிகள்	flag
கோப்புகள்	files
பெருக்கம்	gain
கடினமாக	hard
டாடா	tata
கிடைக்க	available
பெற்றோர்கள்	parents
ஒளிபரப்பு	airplay
ஒளிபரப்பு	broadcast
திருச்சூர்	thrissur
ஒடிசா	odessa
கிழங்கு	potato
சமுதாயம்	community
கண்டறியப்பட்டுள்ளது	detected
எலி	rat
எலி	mouse
கருணை	compassion
கருணை	mercy
கருணை	kindness
கருணை	grace
போயிங்	boeing
வேண்டுமா	want
இணைப்பை	link
சோளம்	corn
மானிடவியல்	anthropology
களை	weed
பாட்டர்	potter
நகர்வு	shift
செங்குத்து	vertical
உறை	envelope
உறை	cover
உறை	envelopes
திட்டமிட்டு	planned
ஒன்றையும்	deprive
நரசிம்மர்	narasimha
லால்	lal
சிப்பாய்	soldier
சிப்பாய்	pawn
அச்சம்	afraid
அச்சம்	fear
அச்சம்	dreads
தானாக	automatically
வேட்பாளராக	nominee
பசுமை	greenery
பசுமை	green
விவேகானந்தர்	vivekananda
பங்கேற்க	participate
தில்	dil
வளர்ந்தது	grew
ஆரஞ்சு	orange
