курган	מאמייב
кэмпбелл	קמבל
кэмпбелл	קמפבל
практическая	מעשית
практическая	מעשי
пенсии	פנסיה
пенсии	פנסיה
пенсии	הפנסיה
зло	רשע
зло	הרוע
зло	רוע
махмуд	מחמוד
махмуд	מחמוד
противоречие	הסתירה
противоречие	סתירה
сетях	הרשתות
сетях	רשתות
ронни	רוני
ронни	רוני
вероника	ורוניקה
вероника	ורוניקה
купола	כיפת
купола	כיפה
купола	כיפות
успешное	מוצלח
успешное	מוצלחים
успешное	מוצלחת
успешное	מצליחה
успешное	מצליח
шахта	שאפט
шахта	פיר
рона	רונה
рона	רון
презентация	הצגה
презентация	מצגת
презентация	המצגת
антонов	אנטונוב
материнской	אימהית
организованной	מאורגן
организованной	מאורגנת
организованной	מאורגן
организованной	מסודרת
организованной	מאורגנת
организованной	מאורגנים
мат	מט
мат	שחמט
шлем	קסדה
формирований	תצורות
комната	חדר
комната	החדר
комната	חדרה
подписано	חתום
подписано	חתומה
подписано	חתם
подписано	נחתם
расстройства	הפרעה
труба	מקטרת
труба	צינור
труба	חצוצרה
тенор	טנור
арабов	ערבים
ставка	דרג
ставка	קצב
ставка	שיעור
ставка	הימור
римляне	רומאים
римляне	הרומאים
бока	בוקה
баба	באבא
рао	ראו
эмма	אמה
косвенно	עקיף
косвенно	במרומז
косвенно	בעקיפין
фрегат	פריגטה
сельскохозяйственные	חקלאי
архивы	הארכיונים
архивы	ארכיון
врата	שער
врата	שער
выходные	סופשבוע
собрались	אסף
добычу	טרף
добычу	שלל
психолог	פסיכולוגית
психолог	פסיכולוג
глубокий	עמוקים
глубокий	עמוקה
глубокий	עמוק
коробка	ארגז
коробка	קופסא
коробка	תיבה
коробка	קופסה
синоним	נרדפת
лесли	לזלי
лесли	לסלי
лесли	לזלי
лесли	לסלי
вольфганг	וולפגנג
кенни	קני
сёстры	האחיות
сёстры	אחיות
винтовка	רובה
изменено	שינה
изменено	השתנה
изменено	השתנו
изменено	השתנתה
изменено	השתנה
изменено	שונה
набрать	לחייג
набрать	חיוג
набрать	חייגו
алиев	אלייב
видение	חיזיון
видение	ראייה
видение	חזון
харрис	הריס
харрис	האריס
богатые	עשיר
богатые	עשירים
богатые	עושר
богатые	עשירה
богатые	אמיד
физический	גופני
физический	פיזית
физический	פיזי
физический	פיסי
закрыты	סגורות
закрыты	סגורים
закрыты	סגור
закрыты	סגורה
паспорт	דרכון
вмешательство	הפרעות
вмешательство	התערבות
опытные	מנוסים
опытные	מנוסה
отображения	תצוגה
отображения	הצג
обратное	הפוך
обратное	רוורס
становления	המעצבות
парагвая	פרגוואי
толкование	פירוש
толкование	פרשנות
рейх	רייך
рейх	הרייך
статистику	סטטיסטיקה
статистику	הסטטיסטיקה
статистику	תובנות
ветки	ענפים
ветки	סניפים
ветки	ענפי
крыше	גג
крыше	גג
рай	עדן
рай	ראי
демократия	דמוקרטיה
демократия	הדמוקרטיה
контент	התוכן
контент	תוכן
серая	אפורה
серая	גריי
серая	אפור
серая	אפורה
серая	גריי
серая	אפור
шмидт	שמידט
депортиво	דפורטיבו
освобожден	משוחררת
освобожден	משוחרר
психиатрии	פסיכיאטריה
повествование	הנרטיב
повествование	עלילה
удаляет	מסיר
кошка	חתול
кошка	חתולה
кошка	קט
клаус	קלאוס
клаус	קלאוס
обратный	הפוך
обратный	רוורס
стадия	שלב
стадия	הבמה
стадия	שלב
нарушают	להפר
съемки	מצלם
син	שין
син	חטא
син	החטא
син	ההגירה
персонал	סגל
персонал	סגל
персонал	צוות
обвинил	האשים
обвинил	האשימה
флоры	פלורה
страдает	סובלת
алессандро	אלסנדרו
купер	קופר
раствор	פיתרון
раствор	פתרון
раствор	הפתרון
гена	גן
гена	הגן
чужие	זרים
юта	יוטה
объявление	הכרזה
объявление	ההכרזה
объявление	הודעה
орландо	אורלנדו
зоя	זויה
кухни	מטבחים
кухни	המטבח
кухни	מטבח
паук	ספיידר
паук	עכביש
уникальные	ייחודיים
уникальные	ייחודיות
уникальные	ייחודית
уникальные	ייחודי
доказано	הוכיח
доказано	הוכחת
доказано	הוכיחה
доказано	מוכחת
доказано	מוכח
доказано	הוכח
кои	קוי
кои	קוי
националистов	לאומנים
артиллерийские	ארטילריה
матрица	מטריקס
матрица	מטריצה
продажа	למכור
продажа	מכור
продажа	מוכרת
продажа	מוכר
продажа	המכירה
продажа	מכירה
продажа	מכירות
продажа	מכירה
чиновники	פקידים
чиновники	פקידי
печи	תנורים
печи	כבשן
избрание	בחירות
выступающие	רמקולים
овец	כבשה
овец	כבשים
тихоокеанского	פסיפיק
тихоокеанского	השקט
режимы	מצבים
режимы	משטרים
эсминцев	משחתות
эсминцев	משמידים
гамбург	המבורג
мощные	עוצמה
мощные	חזקה
мощные	חזק
мощные	עוצמתי
элис	אליס
турцию	הודו
турцию	טורקיה
кнопки	כפתורים
кнопки	כפתורי
тай	טאי
прыжок	קפיצה
прыжок	קפוץ
прыжок	קפצו
прыжок	לקפוץ
прыжок	זינוק
прыжок	קופץ
прыжок	קופצת
прыжок	קפיצה
прыжок	קפיצות
местонахождение	המיקום
местонахождение	מיקום
отраслей	תעשיות
наземных	ארצי
подавать	הגשה
подавать	לשרת
подавать	משרת
прежний	לשעבר
бенедикт	בנדיקט
бенедикт	בנדיקטוס
яркий	בהיר
яркий	מוארת
яркий	ברייט
клара	קלרה
клара	קלרה
удивительно	מדהים
удивительно	מדהימות
удивительно	מדהימה
удивительно	מדהימים
потребителей	הצרכן
потребителей	לצרכן
потребителей	צרכנים
потребителей	צרכנים
кубани	קובאן
виден	גלויה
виден	גלוי
объективно	אובייקטיבית
мышцы	שרירים
мышцы	השרירים
мышцы	שרירים
мышцы	שריר
обелиск	האובליסק
прыжки	קפיצות
прыжки	קופץ
прыжки	קופצת
прыжки	קפיצה
прыжки	קפיצות
мордовии	מורדוביה
ггц	ghz
дуб	אלון
дуб	אוק
брюсселе	בריסל
византийский	הביזנטית
декларации	הצהרות
дипломатической	דיפלומטי
дипломатической	דיפלומטית
создается	יוצר
создается	יוצרת
флотилия	שייטת
вооружений	זרועות
вооружений	נשק
эдгар	אדגר
авраам	אברהם
авраам	אברהם
жестоко	אכזריות
жестоко	אכזר
жестоко	אכזרי
жестоко	אכזרית
жестоко	באכזריות
братство	אחווה
братство	אחווה
изучить	לחקור
изучить	גלה
изучить	גלי
оливье	אוליבייה
введен	הציג
введен	הציגה
мао	מאו
сухая	יבשים
сухая	יבש
сухая	יבשה
сообщалось	דיווח
тер	טר
байконур	קוסמודרום
спросил	נשאל
спросил	ביקש
спросил	שאל
прадеш	פראדש
агенты	סוכנים
европейское	אירופאית
европейское	אירופה
европейское	אירופאי
европейское	אירופי
генератор	גנרטור
генератор	מחולל
змея	סנייק
змея	נחש
пива	בירה
пива	בירות
кадр	המסגרת
кадр	מסגרת
кадр	יריה
кадр	זריקה
кадр	ירייה
кадр	שוט
кадр	נורה
кадр	ירה
охотник	צייד
охотник	הנטר
охотник	האנטר
охотник	צייד
монтевидео	מונטווידאו
архипелаг	הארכיפלג
технологических	טכנולוגי
технологических	טכנולוגית
присуждена	הוענק
юмор	הומור
юмор	הומור
бренда	מותג
бренда	המותג
бренда	ברנדה
алюминия	אלומיניום
алюминия	אלומיניום
квадрат	סקוור
квадрат	כיכר
квадрат	ריבוע
квадрат	מרובע
квадрат	ריבוע
квадрат	בריבוע
маяковского	מאיאקובסקי
нормандии	נורמנדי
карибского	הקאריביים
карибского	הקריביים
синод	סינוד
приют	מחסה
приют	מקלט
депрессии	דיכאון
использовано	משומש
использовано	בשימוש
входящие	נכנסים
входящие	נכנסת
устранить	לחסל
редактирование	ערוך
редактирование	ערכי
редактирование	עריכה
редактирование	עריכה
предпочитают	מעדיפה
предпочитают	מעדיף
предпочитают	מעדיפים
калининград	קלינינגרד
глубокое	עמוקים
глубокое	עמוקה
глубокое	עמוק
адаптации	מסתגל
адаптации	מסתגלת
адаптации	הסתגלות
устойчивость	קיימות
устойчивость	הגמישות
отмена	ביטול
отмена	לבטל
отмена	בטל
отмена	המפלה
отмена	ביטול
отмена	בטל
отмена	ביטול
отмена	בטל
душанбе	דושנבה
размножения	הרבייה
размножения	רבייה
беркли	ברקלי
минеральных	מינרל
отменены	מבוטלת
отменены	מבוטל
отменены	בוטל
отменены	בוטלה
присоединилась	הצטרף
присоединилась	הצטרפתי
присоединилась	הצטרפה
стилей	סטיילס
стилей	סגנונות
служение	מרצה
служение	מגישה
служение	הגשה
сена	חציר
сена	שחת
сена	סנה
сена	הסיין
авив	aviv
авив	אביב
кружка	הספל
кружка	ספל
блюдо	מנה
блюдо	צלחת
ада	עדה
ада	אדה
платон	אפלטון
шанхай	שנחאי
этнический	אתני
религиозная	דתיות
религиозная	דת
религиозная	דתי
религиозная	דתית
религиозная	דתיים
стоять	עמוד
стоять	סטנד
стоять	לעמוד
мелодии	מנגינות
мелодии	מנגינות
остин	אוסטין
клэр	קלייר
клэр	קלייר
затраты	העלות
затраты	מחיר
затраты	עלות
затраты	עלויות
затраты	עולה
запрещает	אוסר
запрещает	אוסרת
запрещает	אוסר
кон	קון
справедливость	הצדק
справедливость	צדק
справедливость	ההגינות
справедливость	הגינות
остаток	משקעים
остаток	שארית
остаток	משקע
остаток	שאריות
остаток	יתרה
остаток	מאזן
остаток	איזון
остаток	שארית
признала	הודה
признала	אושפז
признала	הודתה
худ	הוד
худ	ברדס
плод	פרי
плод	פירות
плод	העובר
плод	עובר
окончательного	סופית
окончательного	סופי
окончательного	סופיות
окончательного	גמר
эванс	אוונס
дворянин	אציל
пролива	מצר
восхождение	התעלות
восхождение	מטפס
восхождение	טיפוס
восхождение	לטפס
восхождение	העליה
стс	spc
стс	sts
куб	הקוביה
куб	קובייה
пустынь	מדבריות
палестины	פלסטין
берет	כומתה
классические	קלאסי
классические	קלאסית
классические	קלאסיקה
классические	קלאסי
классические	קלאסית
настройки	הגדרות
настройки	ההגדרות
пел	שרתי
пел	סאנג
объявлена	הוכרזה
объявлена	הכריז
объявлена	הוכרז
творческая	יצירתית
творческая	יצירתי
творческая	יצירתיות
творческая	קריאייטיב
невеста	כלה
невеста	הכלה
критические	קריטית
критические	קריטי
критические	ביקורתי
критические	ביקורתית
занято	עמוס
занято	עסוק
занято	עסוקה
занято	עסוקים
занято	תפוסה
занято	כבוש
занято	תפוס
подозрение	חשד
записали	הוקלט
записали	הקליט
записали	מוקלט
платье	חלוק
платье	שמלה
платье	השמלה
павлова	פבלובה
репрессии	דיכוי
опухоли	גידול
опухоли	גידולים
опухоли	גידולים
стенки	חומות
стенки	קירות
добавлено	הוסיף
добавлено	נוספו
добавлено	נוספה
добавлено	הוסיפה
добавлено	נוסף
заменили	החליף
заменили	הוחלף
заменили	הוחלפו
алгоритмы	אלגוריתם
алгоритмы	אלגוריתמים
