управниот	drejtues
мон	mon
летаат	fluturo
летаат	fly
летаат	mizë
летаат	fluturoj
роналд	ronald
унгарците	hungarezët
унгарците	hungarezëve
кувајт	kuvajti
кувајт	kuvajt
работилници	puntorit
грег	greg
вујко	daja
вујко	xhaxha
вујко	axha
додаден	shtoi
додаден	shtuar
затворање	mbyllje
затворање	mbyllja
затворање	mbylljen
затворање	mbyllja
затворање	mbyllet
затворање	mbylljes
затворање	burgim
отпуштен	pushuar
дерби	derbi
дерби	derby
болтон	bolton
мешаат	mix
мешаат	përziej
мешаат	përzierje
мешаат	miks
пелопонез	peloponezit
кората	kalli
прекината	ndërprerë
прекината	ndërpreu
прекината	ndërpre
прекината	nderprere
синан	sinan
металург	metalurg
мирен	qetë
мирен	paqësore
мирен	paqësor
баталјон	batalioni
баталјон	batalion
рик	riku
рик	rik
рик	rick
рик	riku
рик	rik
индијанец	indian
индијанец	indiane
ридовите	kodrat
ридовите	kodra
одземање	zbritje
карневал	karnavalet
танцување	vallëzim
танцување	kërcimi
танцување	vallëzimi
танцување	kërcim
пан	tigan
пан	tavë
пан	pan
интелектуалци	intelektualët
интелектуалци	intelektualë
литри	gallon
литри	litra
литри	litra
мислата	mendimi
мислата	menduar
мислата	mendim
полувреме	pushimi
протерани	dëbuar
протерани	përjashtuar
протерани	përzënë
протерани	dëbuar
протерани	dëbuar
толеранција	toleranca
толеранција	tolerancë
настапила	lavdishme
ромео	romeo
предизвикано	sfidoi
предизвикано	sfiduar
извозот	eksporton
извозот	eksporteve
извозот	eksporte
извозот	eksportet
извозот	eksporti
терор	terror
терор	terrori
терор	terrorit
фински	finlandez
статуи	trupat
статуи	statujat
статуи	statuja
делење	ndarjen
делење	ndarja
делење	shpërndarja
златно	golden
златно	artë
посветеност	përkushtim
посветеност	dedikim
посветеност	angazhim
посветеност	angazhimin
посветеност	angazhimi
посветеност	përkushtimi
посветеност	devotshmëri
посветеност	përkushtim
посветеност	përkushtimin
национализам	nacionalizmi
национализам	nacionalizmit
истакне	theksohet
истакне	nënvizuar
далај	dalai
летање	fluturon
летање	fluturoj
влажност	lagështia
влажност	lagështi
потрошувачи	konsumatorët
потрошувачи	konsumatorëve
потрошувачи	konsumatorë
бенедикт	benedikti
бенедикт	benedikt
загадување	infektim
загадување	ndotje
загадување	infektimi
загадување	ndotja
загадување	ndotje
загадување	ndotja
хрватите	kroatë
хрватите	kroatëve
хрватите	kroatët
хрватите	kroatë
хрватите	kroatëve
хрватите	kroatët
хајделберг	heidelberg
харис	haris
харис	harris
христијанин	christian
христијанин	kristiane
христијанин	krishterë
христијанин	kristian
христијанин	krishter
христијанин	kristiani
интензивно	intensive
интензивно	intensiv
интензивно	intenzive
интензивно	intensivisht
југоисточен	southeast
југоисточен	juglindor
југоисточен	juglindore
југоисточен	juglindje
југоисточен	juglindor
југоисточен	juglindore
југоисточен	juglindje
ричи	richie
цврст	solid
цврст	solide
цврст	vështirë
предавство	tradhëtia
предавство	tradhëti
предавство	tradhti
предавство	tradhëtia
предавство	tradhtinë
предавство	tradhëti
предавство	tradhti
предавство	tradhtia
предавство	tradhëti
предавство	tradhti
тероризам	terrorizëm
тероризам	terrorizmi
анкета	sondazhi
анкета	anketë
анкета	anketa
анкета	sondazh
анкета	sondazhi
анкета	anketë
анкета	anketa
анкета	sondazh
анкета	vëzhgimi
кристал	kristal
кристал	kristali
кристал	kristalin
кристал	crystal
џејми	xhemi
џејми	jamie
џејми	jaime
убиваат	vrasin
убиваат	vrisni
благосостојба	mbarësi
благосостојба	begati
благосостојба	mirëqenie
благосостојба	begatia
благосостојба	prosperitet
благосостојба	mirëqenie
благосостојба	mirëqenie
благосостојба	mirëqënies
показатели	treguesit
координатен	koordinata
такси	taxi
такси	taksi
такси	taksi
такси	taksi
неутрална	neutral
неутрална	neutrale
советите	sovjetikët
критична	kritikë
критична	kritik
критична	kritike
палати	pallateve
палати	pallate
палати	pallatet
црта	barazime
црта	tërheq
пенал	penallti
домашно	vendase
домашно	vendas
домашно	detyrat
домашно	shtëpie
континуитет	vazhdimësi
континуитет	vazhdimësinë
континуитет	vazhdimin
континуитет	vazhdimi
континуитет	vazhdim
инспирирана	frymëzuar
инспирирана	frymëzoi
инспирирана	inspiruar
иницијативата	lëvizja
иницијативата	mocion
иницијативата	lëvizje
иницијативата	mocioni
роналдо	ronaldo
олтар	altar
олтар	altari
олтар	altarin
отфрла	kundërshton
тенок	hollë
тенок	holle
третмани	trajtime
третмани	trajtimet
ајкула	peshkaqen
ајкула	peshkaqeni
сфери	sferat
андреја	andrea
андреја	andreja
монах	murgu
монах	murg
напредува	përparon
култ	kulti
култ	kult
прекинат	ndërprerë
прекинат	ndërpreu
прекинат	ndërpre
прекинат	nderprere
мешана	përzier
мешана	përzierë
мешана	përziera
предна	front
предна	fronti
предна	frontin
рамни	banesë
рамни	dur
фиба	fiba
ложа	lounge
ложа	sallë
автономен	autonome
тенеси	tenesi
бест	mirat
бест	miren
бест	miri
пророк	profeti
пророк	profet
пророк	pejgamberi
воздухопловство	aviacioni
воздухопловство	aviacionit
прашува	pyet
прашува	pyet
олово	udhëheq
олово	çojë
допинг	doping
горива	karburantet
манифест	manifest
хондурас	hondurasi
ливчиња	skedat
месечно	mujore
месечно	muaji
месечно	muaj
вооружена	armatosura
вооружена	armatosur
погодна	përshtatshme
погодна	përshtatshëm
странци	huajt
дејмон	damon
неверојатно	amazing
неверојатно	mahnitese
неверојатно	fantastike
дубаи	dubai
редок	rrall
редок	rralla
редок	rrallë
редок	rralle
виновен	fajtore
виновен	fajtorë
виновен	fajtor
сиви	gray
сиви	grei
сиви	grej
сиви	gri
сиви	grei
сиви	grey
сиви	gri
мин	min
направа	paisja
направа	pajisja
направа	paisje
направа	pajisje
направа	dispozitivi
направа	vegël
катастрофи	katastrofave
катастрофи	katastrofa
катастрофи	fatkeqësive
катастрофи	fatkeqësitë
катастрофи	katastrofe
катастрофи	fatkeqësi
катастрофи	katastrofë
претворена	konvertuar
претворена	ktheu
претворена	shndërruar
суверенитет	sovranitetin
суверенитет	sovraniteti
извонредно	jashtëzakonshëm
извонредно	jashtëzakonisht
извонредно	jashtzakonisht
школување	shkollimit
школување	shkollim
школување	shkollimin
школување	shkollimi
далмација	dalmaci
далмација	dalmacija
забранува	ndalon
забранува	ndalon
тулуз	toulouse
вернер	werner
младина	rinisë
младина	rinia
младина	rinor
младина	rini
антарктикот	antarktidë
антарктикот	antarktik
саем	fer
саем	panair
саем	fair
саем	panairi
генерали	gjeneralë
генерали	gjeneralëve
генерали	gjeneralët
трилер	thriller
глина	balta
глина	balte
глина	clay
семе	fara
семе	pasardhës
администраторите	administratorët
исклучен	offline
исклучен	off
исклучен	fikur
исклучен	shkeputur
исклучен	shkëputur
исклучен	përjashtuar
исклучен	përjashtohet
насочување	synimi
насочување	synimin
доброволно	vullnetarisht
доброволно	vullnetar
доброволно	vullnetare
вредни	punëtorë
тринаесет	trembëdhjetë
австрискиот	austriake
австрискиот	austriak
преселба	zhvendosje
преселба	lëvizja
преселба	lëviz
обновени	restauruar
обновени	kthy
обновени	rikthehet
ризница	grumbullojnë
отварање	hapje
отварање	hapjen
отварање	hapja
религиозен	fetar
религиозен	fetarë
религиозен	fetare
сампдорија	sampdoria
напаѓачот	sulmuesin
напаѓачот	sulmuesi
напаѓачот	sulmues
напаѓачот	sulmuesi
индиска	indian
индиска	indiane
ќелии	qelitë
ќелии	qelizat
ќелии	qeliza
хоризонтални	horizontal
пронаоѓач	kërkuesi
пронаоѓач	shpikës
пронаоѓач	shpikësi
соништата	ëndërrat
соништата	endrrat
соништата	enderra
соништата	ëndrra
соништата	ëndrrat
топови	topa
топови	topat
статутот	statutin
статутот	statutit
маргарита	margarita
апликацијата	aplikimin
апликацијата	aplikimi
апликацијата	program
апликацијата	aplikim
апликацијата	aplikacioni
апликацијата	aplikacion
апликацијата	aplikacionin
апликацијата	aplikacionit
увид	insight
нож	thik
нож	thika
нож	thikë
нож	thike
нож	thikën
благородници	fisnikët
стабилни	stabil
стабилни	qëndrueshëm
стабилни	qëndrueshme
стабилни	stabile
измислил	shpikur
измислил	shpiku
измислил	shpik
примирје	armëpushim
примирје	armëpushimi
спонзор	sponsor
мисури	misuri
герлиц	görlitz
грант	dhuro
грант	grant
словенскиот	sllave
словенскиот	sllav
замоци	kështjella
вештачка	artificiale
вештачка	artificial
мозаик	mozaik
поминати	shpenzuar
поминати	kaloi
тоскана	toskana
совршено	perfekt
совршено	perfect
совршено	perfekte
совршено	përsosur
совршено	perfekt
пензија	pensionin
пензија	pension
пензија	pensioni
пензија	pensionin
пензија	pensioneve
пензија	pension
пензија	pensioni
платен	paguar
платен	paguara
платен	pagoi
платен	paguhet
јна	jna
недостасува	mungon
декада	dekadë
декада	dekada
декада	dekadën
зафати	mbërthen
скапоцени	çmuar
мурињо	mourinho
дерек	derek
назначени	emëruar
назначени	emërohet
назначени	caktua
членството	anëtarësimin
членството	anëtarësimi
членството	anëtarësim
бонус	bonus
стрелци	gjuajtës
спротивен	kundërta
спротивен	përballë
спротивен	kundërt
носење	bartja
носење	mbajnë
носење	mbart
клеопатра	kleopatra
ќелија	qeli
ќелија	qelia
ќелија	qelizë
изложена	ekspozohet
изложена	ekspozuar
невада	nevada
манифестира	manifeston
алтенбург	altenburg
алехандро	alejandro
дипломи	gradë
дипломи	grada
дипломи	diploma
дипломи	diplomat
сесија	seanca
сесија	seancën
сесија	sesion
сесија	seancë
мозамбик	mozambik
погреби	funerale
колеџи	kolegjet
ерфурт	erfurt
