miestni	kohalikud
účtovníctvo	arvepidamine
účtovníctvo	raamatupidamine
účtovníctvo	arvestus
účtovníctvo	raamatupidamine
účtovníctvo	arvepidamine
účtovníctvo	kontod
senát	senati
senát	senat
dozadu	tagurpidi
zelených	rohelised
petit	petit
prežila	ellujääja
prežila	ellujäänu
luxembursko	luksemburg
luxembursko	luxembourg
luxembursko	luksemburgi
systematicky	süstemaatiliselt
systematicky	süstemaatiline
kódex	codex
kódex	koodeks
potvrdzuje	kinnitab
sean	sean
wang	wang
niekomu	keegi
lorenzo	lorenzo
castro	castro
spotrebu	tarbimine
moslimovia	moslemid
koho	kelle
koho	kes
koho	keda
ustanovenia	eraldised
ustanovenia	sätted
bavorsko	baieri
námorné	mereväe
námorné	merevägi
námorné	merendus
prinieslo	tõi
prinieslo	toodi
prinieslo	toodud
vylúčený	välistatud
zničenie	hävitamine
plaza	plaza
partnera	partner
partnera	paarimees
diaľnici	maantee
diaľnici	kiirtee
keramiky	keraamika
keramiky	keraamika
neznáme	tundmatu
neznáme	teadmata
konštanty	konstandid
gotická	gooti
jazdec	ratsu
jazdec	rüütli
jazdec	rüütel
jazdec	knight
jazdec	ratsanik
jazdec	ratsanik
heinz	heinz
šíriť	jaotada
šíriť	levinud
šíriť	levis
šíriť	levik
plánovanie	planeerimine
plánovanie	kavandamine
plánovanie	kavandamine
barón	parun
zodpovednosti	vastutus
zodpovednosti	kohustused
decembru	detsember
benátkach	veneetsia
boxer	poksija
maternice	emakas
maternice	emaka
maternice	emaka
maternice	emakas
napadol	rünnatud
napadol	rünnati
napadol	rünnatud
napadol	ründasid
napadol	ründas
kovové	metallist
kovové	metall
kovové	metal
kovové	metalli
kovové	metallist
kovové	metall
afganistanu	afganistan
afganistanu	afganistani
poškodené	vigastatud
poškodené	kahjustatud
poškodené	kahjustunud
poškodené	rikutud
licencia	litsents
licencia	load
licencia	litsents
dlhoročný	kauaaegne
pripravené	valmis
pripravené	valmistatud
pripravené	ettevalmistatud
piper	piper
kristína	christina
kristína	cristina
pošta	mail
pošta	post
pošta	kirjad
pošta	posti
pošta	postitust
pošta	post
pošta	postitus
lucas	lucas
zaznamenaný	salvestatud
vyučovanie	õpetamine
vyučovanie	õpetamise
tokugawa	tokugawa
bowie	bowie
presunúť	liigu
kratšie	lühem
rovné	sirge
rovné	võrdsed
rovné	võrdne
oasis	oasis
todd	todd
počíta	loeb
počíta	loetud
vektor	vektori
tichá	vaikne
portáli	portaali
portáli	portaal
organizovať	korraldamine
organizovať	organiseerida
organizovať	korraldada
organizovať	korralda
zverejnené	avaldatud
zverejnené	kursis
zverejnené	lähetatud
stíhačky	hävitajad
stíhačky	võitlejad
koža	nahk
koža	nahast
koža	nahka
koža	nahk
koža	naha
strih	muudetud
strih	toimetatud
strih	redigeerinud
strih	lõika
strih	lõigatud
formácie	koosseisud
kentucky	kentucky
kritizoval	kritiseeris
kritizoval	kritiseeris
jennifer	jennifer
mat	mati
lyžiarske	suusa
prázdne	tühi
prázdne	tühjad
prázdne	tühi
obeh	ringlusse
školské	kooli
školské	koolis
školské	kool
dôležitosť	olulisus
dôležitosť	tähtsus
dôležitosť	olulisus
dôležitosť	olulisus
navždy	igaveseks
navždy	igavesti
významy	tähendusi
významy	tähendus
stan	stan
stan	telk
stan	telgi
eye	silm
eye	silma
pat	pat
weiss	weiss
licenciu	litsents
licenciu	load
licenciu	litsentsitud
licenciu	litsentseeritud
stáť	seisa
ingrid	ingrid
rovno	sirge
sýria	süüria
sýria	somaalia
clément	clément
nos	nina
nos	ninna
výbuch	purse
výbuch	plahvatus
julian	julian
thompson	thompson
orientovaný	orienteeritud
orientovaný	orienteeritud
štvrtok	neljapäev
tábory	laagrid
grafov	graafikute
terén	maastik
hrúbka	paksus
chceš	tahaks
chceš	tahad
strýko	onu
xml	xml
predáva	müüb
predáva	müüa
predáva	müümine
ferenc	ferenc
parkov	pargid
venezuela	venezuela
