மற்றும்	dan
வரலாற்றுச்	sejarah
நாயுடு	naidu
மகிழ்ச்சி	kebahagiaan
வன்முறை	keganasan
வன்முறை	keganasan
கலவை	campuran
கலவை	pengadun
கலவை	mixer
கலவை	bercampur
கலவை	campuran
கலவை	mixed
கலவை	dicampur
கலவை	adun
கலவை	blend
சார்லஸ்	charles
உள்ளடக்கம்	kandungan
உள்ளடக்கம்	kandungannya
உள்ளடக்கம்	kandungan
வர்த்தகம்	dagang
வர்த்தகம்	perdagangan
வர்த்தகம்	trading
என்னுடைய	lombong
என்னுடைய	tambang
என்னுடைய	mine
கனடாவின்	kanada
அசாம்	assam
அசாம்	azam
பரிமாற்றம்	transaksi
பரிமாற்றம்	pemindahan
பரிமாற்றம்	pertukaran
பரிமாற்றம்	exchange
கறுப்பு	black
கறுப்பு	hitam
தரமான	kualiti
தரமான	quality
தரமான	berkualiti
நைட்	knight
நைட்	satria
நைட்	wira
கைப்பற்றி	ditawan
கைப்பற்றி	ditangkap
பயண	melancong
பயண	travel
பயண	pelancongan
பயண	kembara
பத்தாம்	kesepuluh
கால்சியம்	cobalt
கால்சியம்	kalsium
கால்சியம்	celcius
கால்சியம்	celsius
கால்சியம்	magnesium
இயக்கி	pemacu
இயக்கி	driver
இயக்கி	pemandu
இயக்கி	pemacu
வலிமையான	terkuat
காயமடைந்தனர்	cedera
காயமடைந்தனர்	injured
கணபதி	ganapathi
கடைசியாக	last
வெட்டி	dipotong
வெட்டி	cut
வெட்டி	memotong
வெட்டி	potong
பெறுதல்	menerima
பெறுதல்	mendapatkan
பெறுதல்	getting
தவறாக	silap
தவறாக	salah
சங்கிலி	jirah
சங்கிலி	rantai
சாதனங்கள்	peranti
தொலைவு	jarak
மனதில்	mind
மனதில்	minda
படித்தார்	dikaji
படித்தார்	dipelajari
படித்தார்	belajar
அலெக்சாண்டர்	alexander
களம்	domain
பழங்கள்	buah
பழங்கள்	fruits
பூசை	puja
வேட்பாளர்	calon
வேட்பாளர்	candidate
ஓடும்	running
ஓடும்	larian
தொழிற்சாலை	industri
தொழிற்சாலை	industri
தொழிற்சாலை	industrial
தொழிற்சாலை	perindustrian
தொழிற்சாலை	kilang
கோடை	summer
குறைக்க	mengurangkan
குறைக்க	kurangkan
ஜனநாயக	demokratik
லூக்கா	luke
லூக்கா	luka
உறுப்புகள்	unsur
சர்க்கரை	gula
நாட்காட்டி	kalendar
நாட்காட்டி	takwim
ஆலோசனை	nasihat
ஆலோசனை	perunding
ஆலோசனை	consult
ஆலோசனை	berunding
முன்னேற்றக்	munnetra
மெதுவாக	slow
மெதுவாக	perlahan
பேராக்	perak
அளிக்கிறது	membekal
அளிக்கிறது	menyediakan
காப்பீடு	insurans
காப்பீடு	insurance
காப்பீடு	insuran
அரசியலமைப்பு	perlembagaan
பயன்படுத்துகிறது	menggunakan
பயன்படுத்துகிறது	kegunaan
மைல்கள்	km
மைல்கள்	miles
மைல்கள்	mil
மடம்	biara
புனிதர்	saint
பாத்திரம்	peranan
ஆழமான	deep
வழிமுறைகள்	saluran
வழிமுறைகள்	arahan
ஆரம்பித்தது	dimulakan
ஆரம்பித்தது	bermula
அதிர்வெண்	frekuensi
அதிர்வெண்	kekerapan
சீரான	seragam
சீரான	sekata
சீரான	uniform
துவக்க	permulaan
அருகாமையில்	closer
கொன்று	membunuh
கொன்று	membunuh
கொன்று	kill
கொன்று	bunuh
சிட்டி	chitty
சிட்டி	city
சிட்டி	bandaraya
சிட்டி	bandar
சிட்டி	kota
அதிகரித்து	meningkat
புலம்	bidang
புலம்	medan
பாய்	boy
பாய்	bhai
பாய்	bai
இளையராஜா	ilaiyaraaja
எங்கள்	our
மோகன்	mohan
தொற்று	jangkitan
தொற்று	jangkitan
காணாமல்	menghilang
காணாமல்	hilang
சந்திரன்	bulan
சந்திரன்	moon
குழுவினர்	kru
குழுவினர்	krew
திரவ	cecair
குலம்	clan
குலம்	suku
குலம்	puak
தானாகவே	auto
தானாகவே	automatik
நுழைவாயில்	gateway
செல்	sel
மோட்டார்	motor
மரபியல்	genetik
விமர்சனம்	kritikan
விமர்சனம்	pengkritik
விமர்சனம்	kritik
கிருஷ்ணா	krishna
போர்கள்	peperangan
போர்கள்	wars
போர்கள்	perang
பொதுநலவாய	komanwel
பரவியது	sebarkan
இசைக்குழு	band
இசைக்குழு	kugiran
ஓட்டம்	runner
ஓட்டம்	flow
ஓட்டம்	aliran
ஓட்டம்	running
ஓட்டம்	larian
ஓட்டம்	lari
ஓட்டம்	run
ஓட்டம்	jalankan
ஊழல்	rosak
ஊழல்	scandal
ஊழல்	skandal
ஊழல்	penipuan
ஊழல்	scam
ஊழல்	rasuah
ஊழல்	korupsi
குழந்தைகளின்	kids
பாதி	separa
பாதி	separuh
பாதி	haif
பாதி	half
ஆதலால்	keuntungan
ஆதலால்	advantage
திராவிடர்	dravidian
ஸ்டீவ்	steve
வம்சம்	dinasti
இந்துக்கள்	hindu
கோபி	gopi
வாரியம்	papan
தாக்குதல்கள்	serangan
அசல்	original
முக்கோண	triangular
நிறுத்தி	dihentikan
நிறுத்தி	terhenti
அவளது	nya
அவளது	her
சுவிட்சர்லாந்து	switzerland
கண்டிப்பாக	sure
கண்டிப்பாக	yakin
கண்டிப்பாக	takpe
உருவாக்குகிறது	mencipta
கொலம்பியா	columbia
கொலம்பியா	colombia
மத்தேயு	matthew
இந்தோனேசியா	indonesia
நாளும்	hari
பொறி	machine
பொறி	mesin
பொறி	mesingan
பொறி	engine
பொறி	enjin
பொறி	toreh
பொறி	perangkap
பொறி	trap
பொறி	jebak
செக்	czech
தேடல்	carian
தேடல்	gelintar
எலிசபெத்	elizabeth
நன்மை	benefit
நன்மை	manfaat
நன்மை	good
நன்மை	gud
அமில	acidic
பிணைப்பு	bonding
பிணைப்பு	ikatan
பிணைப்பு	terikat
பிணைப்பு	diikat
கேட்டுக்	mendengar
சட்டத்தை	perundangan
சட்டத்தை	law
தொலைத்தொடர்பு	telekomunikasi
தொலைத்தொடர்பு	telekomunikasi
உயர்வு	kenaikan
உயர்வு	rise
உயர்வு	bangkit
மையங்கள்	kafe
மையங்கள்	cafes
மையங்கள்	pusat
கருப்பை	rahim
கருப்பை	rahim
ஆதரவாக	supportive
மாநகராட்சி	perbadanan
மாநகராட்சி	corporation
மாநகராட்சி	korporat
மாநகராட்சி	syarikat
ஆயுதங்கள்	senjata
பராமரிப்பு	maintenance
பராமரிப்பு	penyelenggaraan
ஞாயிறு	ahd
ஞாயிறு	sun
ஞாயிறு	matahari
ஞாயிறு	mentari
ஞாயிறு	ahad
ஞாயிறு	sunday
கண்கள்	mata
சகோதரி	sis
சகோதரி	kak
சகோதரி	saudari
சகோதரி	adik
சகோதரி	pondan
பணியாளர்	pekerja
விழாக்கள்	festival
முக்கோணம்	menterjemahkan
முக்கோணம்	terjemah
முக்கோணம்	menterjemah
முக்கோணம்	triangle
இணைக்கிறது	menyambung
கணம்	momen
கணம்	moment
சிறிதளவு	slightly
சிறிதளவு	agak
அனுபவம்	berpengalaman
அனுபவம்	experience
அனுபவம்	pengalaman
கோரி	cori
கோரி	menuntut
கோரி	corey
கோரி	cory
ஒப்பிடுகையில்	berbanding
ஒப்பிடுகையில்	dibandingkan
இயக்கங்கள்	operasi
உடை	dress
உடை	dressing
டாலர்கள்	dollar
டாலர்கள்	dolar
மற்றவர்கள்	lain
ஸ்பெயின்	sepanyol
நோக்கியா	nokia
அக்னி	agni
அதிகளவில்	highly
காளி	kali
டே	tae
டே	dey
பாடலை	lagu
பாடலை	song
நடுத்தர	medium
ஹோட்டல்	hotel
வடிவவியல்	geometri
நீக்கம்	spot
பழுப்பு	brown
பழுப்பு	bakar
பழுப்பு	kelabu
பழுப்பு	grey
பழுப்பு	kelabu
தடுக்கும்	mencegah
தடுக்கும்	cegah
நாட்களுக்கு	hari
பழக்கம்	tabiat
அழகான	cantik
அழகான	indah
அழகான	jelita
இணையாக	selari
நடப்பு	semasa
நடப்பு	hadirkan
நடப்பு	hadir
இறையியல்	teologi
தோன்றுகிறது	appears
தோன்றுகிறது	muncul
நெட்வொர்க்	rangkaian
நெட்வொர்க்	network
பக்கத்தை	page
பக்கத்தை	mukasurat
பக்கத்தை	halaman
அரியானா	haryana
சின்னங்கள்	ikon
வளாகத்தில்	kampus
வளாகத்தில்	campus
கோரிக்கை	request
கோரிக்கை	pinta
கோரிக்கை	permintaan
காலி	galle
காலி	kosong
ஆலன்	allen
ஆலன்	allan
ஆலன்	alan
யோகம்	yoga
மூலங்கள்	sumber
மூலங்கள்	resources
மூலங்கள்	sumber
வீழ்ச்சி	tewaskan
வீழ்ச்சி	kekalahan
வீழ்ச்சி	fall
வீழ்ச்சி	jatuh
பாடினார்	sang
தொழிலில்	industri
கொடுக்கப்பட்ட	diberikan
கொடுக்கப்பட்ட	diberi
சொந்தமான	personal
சொந்தமான	peribadi
வாழ	live
முன்னோடி	perintis
முன்னோடி	pioneer
வவுனியா	vavuniya
பிறர்	lain
காந்த	magnet
காந்த	magnetik
காந்த	magnetic
அப்பால்	beyond
கண்டறியப்பட்டது	dikesan
கண்டறியப்பட்டது	diagnosed
கண்டறியப்பட்டது	nemu
கண்டறியப்பட்டது	terjumpa
கண்டறியப்பட்டது	dijumpai
அமைப்புகளில்	tetapan
துடுப்பாட்டம்	kriket
எகிப்திய	mesir
பாட்டு	lagu
பாட்டு	song
பாடும்	menyanyi
பாடும்	bernyanyi
பாடும்	nyanyian
ஜாவா	jawa
ஜாவா	java
நாணயங்கள்	syiling
டூ	doo
ஹார்ட்	hart
ஆடு	kambing
அம்மா	amma
அம்மா	mommy
அம்மா	ibu
அம்மா	ibu
அம்மா	bonda
படகு	berakit
படகு	sampan
படகு	bot
படகு	perahu
படகு	boat
தொழில்துறை	industri
தொழில்துறை	industri
தொழில்துறை	industrial
தொழில்துறை	perindustrian
குல	dgn
குல	dengan
கூற்று	ungkapan
கூற்று	expression
கூற்று	ekspresi
கூற்று	kenyataan
கூற்று	statement
கூற்று	penyata
ஒப்புதல்	persetujuan
ஒப்புதல்	approve
ஒப்புதல்	approval
ஒப்புதல்	kelulusan
ஒப்புதல்	persetujuan
சக	sesama
அதிகாரப்பூர்வமாக	officially
டென்னிஸ்	tenis
சுந்தர	sundara
மணல்	pasir
இடை	pinggang
நுட்பம்	tekstur
நுட்பம்	tekstur
நுட்பம்	texture
நுட்பம்	ketepatan
கவலை	kebimbangan
கவலை	kecemasan
கவலை	kegelisahan
கவலை	bimbang
கவலை	risau
கவலை	membimbangkan
கவலை	khuatir
கவலை	bimbang
கவலை	risau
கவலை	kebimbangan
இலைகள்	daun
இலைகள்	daunnya
உலா	lawatan
உலா	tour
உலா	ula
அமிலங்கள்	acids
பாலை	susu
பாலை	milk
ரேடியோ	radio
லூயிஸ்	louis
லூயிஸ்	lewis
லூயிஸ்	luis
செயற்பாடுகள்	operasi
செயற்பாடுகள்	aktiviti
செயற்பாடுகள்	fungsi
பஞ்ச	pancha
எண்ணம்	fikir
எண்ணம்	sangka
எண்ணம்	pemikiran
எண்ணம்	berfikiran
எண்ணம்	minded
வாஷிங்டன்	washington
புள்ளியியல்	statistik
செயல்கள்	tindakan
காம்	com
காம்	kam
சாரா	sarah
சாரா	sara
பாளையம்	cantonment
எடுக்கப்பட்டது	direbut
எடுக்கப்பட்டது	diambil
எடுக்கப்பட்டது	taken
நன்று	good
நன்று	gud
எண்ணி	kaunter
எண்ணி	nombor
பார்த்த	dilihat
பார்த்த	seen
அட்லாண்டிக்	atlantic
அட்லாண்டிக்	atlantik
ஜெமினி	gemini
கணவர்	suaminya
கணவர்	suami
வளங்கள்	resources
வளங்கள்	sumber
நடிப்பு	berlakon
நடிப்பு	lakonan
பணியாளர்கள்	pekerja
பணியாளர்கள்	kakitangan
பணியாளர்கள்	staf
பணியாளர்கள்	staff
பொழுதுபோக்கு	hobi
பாடம்	pengajaran
பாடம்	pelajaran
பாடம்	tutorial
தற்காலிக	cache
தற்காலிக	sementara
பெருக்கல்	pendaraban
பெருக்கல்	berbilang
பெருக்கல்	pelbagai
படையெடுப்பு	pencerobohan
வத்திக்கான்	vatican
வாய்ப்புகள்	peluang
பாரத	bharat
ஓசோன்	ozon
மறைந்து	tersorok
மறைந்து	hidden
மறைந்து	disorok
மறைந்து	menghilang
வட்டி	minat
வட்டி	interest
வட்டி	faedah
வாடிக்கையாளர்	pelanggan
வாடிக்கையாளர்	client
வாடிக்கையாளர்	klien
வாடிக்கையாளர்	pesaing
வழங்கல்	suapan
வழங்கல்	delivery
வழங்கல்	penghantaran
ஆகியவற்றைப்	midwifery
வேலைகள்	jobs
வேலைகள்	pekerjaan
பொங்கல்	thaiponggal
ஆயுள்	life
ஆயுள்	hidup
ஆயுள்	kehidupan
ஆயுள்	hidupan
போலி	semu
போலி	palsu
போலி	fake
பிரான்சில்	braun
சிற்பம்	arca
சிற்பம்	ukiran
சரஸ்வதி	saraswati
இணையான	selari
இயக்கவியல்	dinamik
நண்பர்	rakan
நண்பர்	sahabat
தேன்	honey
தேன்	madu
சுப்பிரமணிய	subramanya
ரிஷபம்	taurus
உதாரணம்	contoh
ஈராக்	iraq
மின்காந்த	elektromagnetik
மின்காந்த	elektromagnet
தாயின்	ibu
தாயின்	bonda
நாராயணன்	narayanan
வாங்க	beli
வாங்க	buy
எடுத்துக்காட்டுகள்	contoh
ஜனாதிபதி	presiden
ஜனாதிபதி	prez
வந்தான்	came
வாகனங்கள்	lasak
வாகனங்கள்	kenderaan
சூழலியல்	ekologi
தாக்கல்	filing
தாக்கல்	difailkan
சூத்திரம்	formula
பெர்லின்	berlin
பள்ளிவாசல்	masjid
பள்ளிவாசல்	mosque
சோதனைகள்	cobaan
சோதனைகள்	ujian
சுப்பிரமணியம்	subramaniam
பயனுள்ள	bermanfaat
பயனுள்ள	berguna
பயனுள்ள	berkesan
பயனுள்ள	efektif
தொடங்குகிறது	bermula
தொடங்குகிறது	bermula
தொடங்குகிறது	mengawalkan
தொடங்குகிறது	memulakan
தொடங்குகிறது	bermula
தொடங்குகிறது	memulakan
சந்திக்கும்	meet
சந்திக்கும்	bertemu
அங்கீகாரம்	pengiktirafan
அங்கீகாரம்	pengecaman
உம்	umm
நெருக்கடி	krisis
தானம்	derma
சமநிலை	imbangan
சமநிலை	baki
திருத்தம்	pindaan
ஆரிய	arya
ஆரிய	aryan
ஆபத்து	risiko
ஆழம்	kedalaman
டென்மார்க்	denmark
பெங்களூரு	bangalore
நாணயம்	matawang
தரிசனம்	darshan
உயரிய	hebat
அலுமினியம்	aluminium
பென்	ben
ஜூலியன்	julian
ஆர்தர்	arthur
தேவைகள்	keperluan
ஆழ்ந்த	deep
பலம்	kekuatan
நேபாள	nepalese
விளக்கங்கள்	perincian
விளக்கங்கள்	butiran
விளக்கங்கள்	details
விளக்கங்கள்	detail
அகலம்	lebar
சமயப்	agama
சமயப்	keagamaan
இணைந்தார்	disertai
இணைந்தார்	joined
இணைந்தார்	menyertai
சமீபத்தில்	terkini
சமீபத்தில்	kebelakangan
சமீபத்தில்	lately
செறிவு	keamatan
செறிவு	pengkhususan
செறிவு	kepekatan
கேட்க	mintak
கேட்க	minta
கேட்க	tanyalah
கேட்க	tanya
கேட்க	bertanya
கேட்க	ask
கேட்க	degar
கேப்	cape
கேப்	jubah
கேப்	cab
கேப்	teksi
வழக்குகள்	kes
விடுமுறை	percutian
விடுமுறை	holiday
விடுமுறை	percutian
விடுமுறை	percutian
விடுமுறை	bercuti
விடுமுறை	cuti
வாழ்வியல்	lifestyle
நிறுவனர்	organisasi
நிறுவனர்	pertubuhan
நிறுவனர்	penganjur
நிறுவனர்	penyusun
நிறுவனர்	pengasas
விண்மீன்கள்	berbintang
சாமி	sami
இழந்த	lost
இழந்த	kehilangan
இழந்த	hilang
எழுத்தறிவு	literasi
பிரதம	perdana
துணைக்	sub
கிறித்தவம்	kristian
இனப்பெருக்கம்	breed
இனப்பெருக்கம்	baka
இனப்பெருக்கம்	pembiakan
கார்த்திக்	karthik
திறமை	kemahiran
திறமை	skill
திறமை	bakat
திறமை	talent
திறமை	berbakat
திறமை	talented
தெரிந்த	known
தெரிந்த	dikenali
தெரிந்த	diketahui
செவ்வாய்	selasa
செவ்வாய்	selasa
செவ்வாய்	musytari
செவ்வாய்	jupiter
செவ்வாய்	marikh
செவ்வாய்	mars
நடுவே	merentasi
நடுவே	seberang
மெட்டல்	logam
மெட்டல்	metal
மெட்டல்	logam
கட்டளை	arahan
கட்டளை	perintah
தீர்மானம்	tekad
தீர்மானம்	penentuan
தீர்மானம்	resolusi
தீர்மானம்	peleraian
கணிதவியலாளர்	mathematician
முஸ்லிம்கள்	muslims
முஸ்லிம்கள்	muslim
தாவரவியல்	botani
சபையில்	jemaah
தழுவி	merangkul
குவாண்டம்	kuantum
கணிப்பு	ramalan
அக்பர்	akbar
கண்டுபிடிப்பு	rekaan
கண்டுபிடிப்பு	inovasi
பெறப்பட்டது	diterima
பிரசாத்	prasad
எவரும்	sesiapa
எவரும்	tiada
எதையும்	sebarang
பாதிக்கும்	menjejaskan
நோர்வே	norway
புல்	rumput
சோ	zhou
சோ	cho
எதிர்மறை	negative
எதிர்மறை	negatif
திபெத்திய	tibet
பருத்தி	kapas
பருத்தி	cotton
நாய்	anjing
நாய்	dog
பினாங்கு	penang
விழிப்புணர்வு	kesedaran
விபத்தில்	kemalangan
விபத்தில்	tergendala
இருப்பு	imbangan
இருப்பு	baki
இருப்பு	kehadiran
இருப்பு	stok
இருப்பு	stock
ஜோர்ஜ்	jorge
இயந்திரங்கள்	robot
பதிவுகள்	tanggapan
பதிவுகள்	rekod
கட்டிட	bangunan
கட்டிட	membina
முட்டை	telor
முட்டை	egg
முட்டை	telur
பட்டி	menu
ஜீ	jee
ஜீ	zee
ஐதராபாத்	hyderabad
நட்சத்திர	star
நட்சத்திர	bintang
இருந்தபோதிலும்	namun
இளவரசர்	putera
மறுபடியும்	lagi
மறுபடியும்	semula
குணம்	atribut
இறக்குமதி	import
இறக்குமதி	impot
இருக்கிறார்கள்	adalah
ஹாரி	harry
சைமன்	simon
சைமன்	simón
தீவிரமாக	serius
தீவிரமாக	seriously
தீவிரமாக	serious
பணத்தை	wang
பணத்தை	duit
கொச்சி	kochi
ஏழை	kesian
வெளிப்படுத்தும்	reveal
வெளிப்படுத்தும்	dedahkan
காயம்	kecederaan
காயம்	luka
காயம்	sakit
காயம்	terluka
ஆசை	keinginan
ஆசை	kemahuan
ஆசை	wish
ஆசை	hajat
விளம்பரம்	iklan
விளம்பரம்	ads
விளம்பரம்	mengiklan
விளம்பரம்	advertising
விளம்பரம்	pengiklanan
விளம்பரம்	iklan
விளம்பரம்	pengiklanan
விளம்பரம்	promosi
விளம்பரம்	galakkan
மூலிகைகள்	herba
நீலம்	blue
நீலம்	biru
அவளை	nya
அவளை	her
மாதிரிகள்	sample
மாதிரிகள்	sampel
வருகிறார்கள்	datang
வருகிறார்கள்	coming
தொடர்ந்தது	berterusan
கனவு	mimpi
கனவு	dream
கனவு	bermimpi
வானிலை	cuaca
கபூர்	kapoor
தேற்றம்	teorem
ஆணை	arahan
ஆணை	perintah
அதிகரித்தது	meningkat
தாக்கும்	attack
தாக்கும்	serangan
தாக்கும்	serang
அன்றாட	harian
அன்றாட	daily
நிகழ்வில்	peristiwa
நிகழ்வில்	event
நிகழ்வில்	acara
தொண்டு	bersedekah
தொண்டு	sedekah
சீனிவாசன்	srinivasan
போர்க்	war
போர்க்	perang
போர்க்	peperangan
பரம்பரை	pusaka
பரம்பரை	warisan
பரம்பரை	mewarisi
நேர்காணல்	interview
நேர்காணல்	otai
நேர்காணல்	temuduga
தயார்	ready
தயார்	siap
சிலைகள்	berhala
சிலைகள்	patung
சிலைகள்	arca
மிதமான	sederhana
சிகாகோ	chicago
எங்கே	mana
வேண்டியது	mesti
தினசரி	harian
தினசரி	daily
தீய	dajjal
தீய	jahat
தீய	maksiat
தீய	evil
தசை	muscle
தசை	otot
வயலின்	biola
மறுத்து	dinafikan
கோதாவரி	godavari
பன்னிரண்டு	twelve
வாக்கு	undilah
வாக்கு	undian
வாக்கு	undi
வாக்கு	mengundi
கிளப்	club
கிளப்	kelab
ஆவி	ghost
ஆவி	hantu
ஆவி	roh
ஆவி	semangat
ஆவி	spirit
பெட்டிகள்	kotak
மெய்	konsonan
மெய்	benar
மெய்	true
எச்சரிக்கை	amaran
எச்சரிக்கை	warning
எச்சரிக்கை	amaran
அரங்கு	teater
சாந்தி	shanti
சித்தூர்	chittoor
தங்கப்	emas
தங்கப்	gold
விரல்	jari
விரல்	finger
பூச்சிகள்	serangga
ஜோ	joe
கலாச்சாரம்	kebudayaan
கலாச்சாரம்	budaya
மராத்தி	marathi
இறைவனின்	tuhan
இறைவனின்	lord
இராமசாமி	ramasamy
கட்டுப்பாடுகள்	sekatan
கட்டுப்பாடுகள்	kawalan
முற்றுகை	pengepungan
மகாபாரதம்	mahabharata
தகவலை	info
தகவலை	maklumat
தகவலை	maklumat
பன்றி	khinzir
பன்றி	babi
அதிகரிக்க	meningkat
அதிகரிக்க	tingkatkan
ஏற்க	accept
ஏற்க	terima
ஏற்க	terimalah
ரோம்	rom
ரோம்	roma
ரோம்	rom
அட்டைகள்	kad
கருணாநிதி	karunanidhi
நேரியல்	linear
முக்கியமானது	penting
படிப்பு	course
படிப்பு	kursus
படிப்பு	study
படிப்பு	kajian
தட்டச்சு	menaip
காப்பு	backup
காப்பு	gelang
போட்டு	put
போட்டு	meletakkan
வசனம்	dialog
வசனம்	ayat
கற்கள்	batu
திறக்கப்பட்டது	dibuka
திறக்கப்பட்டது	dibuka
எழுத்துகள்	aksara
எழுத்துகள்	watak
ஏவுகணை	misil
நீராவி	stim
நீராவி	kukus
சம்பந்தப்பட்ட	concern
சம்பந்தப்பட்ட	prihatin
காய்ச்சல்	demam
காய்ச்சல்	selsema
விட்டம்	diameter
ஆன்மீக	rohani
எபிரேய	hebrew
எபிரேய	ibrani
மறைந்த	tersorok
மறைந்த	hidden
மறைந்த	disorok
நடிக்க	casting
ஏர்லைன்ஸ்	penerbangan
ஏர்லைன்ஸ்	airlines
சமமான	setaraf
சமமான	menyamai
சமமான	sama
சமமான	setara
பட்டை	bar
பட்டை	bar
சடங்கு	ritual
குகை	gua
குறைக்கும்	mengurangkan
குறைக்கும்	kurangkan
மண்டலங்கள்	kawasan
மண்டலங்கள்	zon
கோல்டன்	golden
கோல்டன்	emas
கோல்டன்	keemasan
அகமது	ahmed
குழாய்கள்	paip
நோயாளிகள்	pesakit
நோயாளிகள்	pesakitnya
போராளிகள்	pejuang
போராளிகள்	petarung
போராளிகள்	fighters
நிகழ்கிறது	happening
நீக்கி	withdraw
முழுவதுமாக	sepenuhnya
கண்டுபிடிக்கப்பட்ட	menemui
பழங்கால	antique
பழங்கால	antik
நேபாளம்	nepal
நேபாளம்	nepal
நேபாளம்	nepali
நேபாளம்	nepalese
இடர்	risiko
ஆடும்	menari
ஆடும்	dancing
சூழ்நிலை	situasi
உறவுகள்	perhubungan
உறவுகள்	hubungan
உறவுகள்	hubungan
நிறுத்த	perhentian
நிறுத்த	stop
கற்றுக்	diajar
நிறுவி	pemasang
நடுநிலை	neutral
நடுநிலை	berkecuali
கோபம்	kemarahan
கோபம்	amarah
கோபம்	angry
கோபம்	marah
நுண்ணுயிர்	microbial
விழுந்து	fall
விழுந்து	jatuh
இறைவனை	tuhan
இறைவனை	lord
குழப்பம்	bersepah
குழப்பம்	kekeliruan
குழப்பம்	kekalutan
குழப்பம்	keliru
குழப்பம்	bingung
குழப்பம்	confused
குழப்பம்	konflik
குழப்பம்	kekacauan
குழப்பம்	kekusutan
மூலக்கூறுகள்	molekul
துகள்	zarah
தட்டு	plate
தட்டு	lempeng
தட்டு	plat
தட்டு	piring
தட்டு	talam
தட்டு	dulang
துல்லியமான	ketepatan
துல்லியமான	kepersisan
நாயர்	nair
பூச்சி	serangga
பூச்சி	hama
நிலைமை	situasi
எட்டாவது	kelapan
சண்முகம்	shanmugam
சிறுவர்கள்	boys
சிறுவர்கள்	kids
கொண்டான்	hamper
ஒளியியல்	optik
புரதம்	protein
நாகரிகம்	tamadun
ஆரம்	jejari
பண்ணை	ladang
மேற்பரப்பு	permukaan
மேற்பரப்பு	surface
சாமுவேல்	samuel
பிடித்தது	kegemaran
பிடித்தது	kesayangan
பிடித்தது	kesukaan
வீரன்	champ
வீடுகளில்	homes
கையேடு	manual
கோதுமை	gandum
பதிப்புகள்	edisi
பதிப்புகள்	versi
முல்லை	plastik
வளர்ச்சியை	pertumbuhan
வளர்ச்சியை	tumbesaran
மரியாதை	hormat
மரியாதை	respect
விரிவாக்கம்	kembang
பீட்டா	beta
வழிமுறை	step
வழிமுறை	langkah
வழிமுறை	kaedah
வழிமுறை	channel
விரும்பினார்	disukai
புரியும்	explanatory
புரியும்	fahami
கேரளம்	kerala
கால்நடை	ternakan
கால்நடை	lembu
கால்நடை	ternak
ரஷ்யா	rusia
ரஷ்யா	russia
தேங்காய்	coconut
தேங்காய்	kelapa
லூயி	luiz
லூயி	louis
லூயி	louie
வேண்டுகோள்	request
வேண்டுகோள்	pinta
வேண்டுகோள்	permintaan
கேட்ட	mendengar
கேட்ட	didengar
அபிவிருத்தி	perkembangan
அபிவிருத்தி	pembangunan
பாதுகாக்க	protect
பாதுகாக்க	melindungi
பாதுகாக்க	lindungi
பார்வையாளர்கள்	khalayak
பார்வையாளர்கள்	penonton
பார்வையாளர்கள்	penonton
கண்காணிப்பு	tracking
கண்காணிப்பு	menjejaki
கண்காணிப்பு	penjejakan
கண்காணிப்பு	pengesanan
கண்காணிப்பு	pemantauan
கண்காணிப்பு	memantau
சக்கரம்	roda
சக்கரம்	wheel
சக்கரம்	chakra
கோடுகள்	garisan
அனுமதிக்கிறது	membolehkan
புராண	epic
எப்பொழுதும்	always
எப்பொழுதும்	sentiasa
எப்பொழுதும்	selalu
வேதாந்த	vedanta
சிங்கம்	lion
சிங்கம்	singa
வேல்ஸ்	wales
புறநகர்	subbandar
வழிகள்	cara
யானைகள்	gajah
பாலிவுட்	bollywood
உறுதியாக	sangat
உறுதியாக	sure
உறுதியாக	yakin
உறுதியாக	takpe
ஜாக்	jek
ஜாக்	jack
ஜாக்	zack
சித்திரை	chaitra
கண்டம்	benua
பாதுகாப்பான	aman
பாதுகாப்பான	amani
பாதுகாப்பான	secure
கட்டம்	grid
வாதம்	hujah
அவதாரம்	avatar
போதே	semasa
தேயிலை	teh
அண்ணன்	annan
படைப்பு	penciptaan
படைப்பு	kreatif
துணி	textile
துணி	kain
துணி	kain
துணி	textiles
அவனுக்கு	him
நிக்கோபார்	nicobar
படப்பிடிப்பு	merakam
படப்பிடிப்பு	tunas
படப்பிடிப்பு	pucuk
படப்பிடிப்பு	penembakan
படப்பிடிப்பு	penggambaran
படப்பிடிப்பு	shooting
சனி	sabtu
சனி	sat
மூங்கில்	bamboo
மூங்கில்	buluh
மூங்கில்	rebung
விடை	jawapan
தேவைகளை	keperluan
சார்ல்ஸ்	charles
நியாயமான	saguhati
நியாயமான	munasabah
உதவியது	dibantu
எட்வர்ட்	edward
தலித்	dalit
ஏதோ	sesuatu
திருவள்ளுவர்	thiruvalluvar
ராஜீவ்	rajeev
ராஜீவ்	rajiv
பிரீமியர்	premier
களஞ்சியம்	silo
இடைநிலை	pertengahan
கேள்விகள்	soalan
கேள்விகள்	pertanyaan
விளையாட்டரங்கம்	stadium
எல்லைகள்	sempadan
எல்லைகள்	batas
எல்லைகள்	hadkan
எல்லைகள்	had
கதிர்வீச்சு	sinaran
அழைக்கப்பட்டார்	dijemput
டோனி	tony
பனை	kurma
சூறாவளி	siklon
சூறாவளி	taufan
சூறாவளி	taufan
சூறாவளி	taufan
