sultán	szultán
učiteľka	tanár
pivo	sör
pivo	sört
jednotný	egységes
jednotný	egyesített
jednotný	egységes
jednotný	egyenruhás
jednotný	egyenruha
jednotný	egyedülálló
jednotný	single
jednotný	egyetlen
jednotný	szingli
pripojený	csatolt
pripojený	csatolva
pripojený	kapcsolódott
pripojený	kapcsolt
pripojený	összekapcsolt
pripojený	kapcsolatban
pripojený	interneten
pripojený	online
münchen	münchen
stiahnuť	letöltés
stiahnuť	letöltése
obľúbený	kedvenc
obľúbený	kedvencem
obľúbený	kedvenc
obľúbený	kedvencem
evanjelium	evangélium
craig	craig
kvalitné	minőségi
kvalitné	minősége
kvalitné	minőség
korisť	zsákmány
korisť	zsákmányt
korisť	zsákmány
korisť	zsákmány
korisť	préda
par	par
pozemky	telkek
pozemky	föld
pozemky	földterület
pozemky	szárazföld
pozemky	telek
pozemky	földterületek
pozemky	parcellák
stály	állandósult
stály	egyenletes
rna	rns
prototypy	prototípusok
prototypy	prototípus
jadrové	nukleáris
kov	metál
kov	metal
kov	fémek
kov	fém
rola	szerepet
rola	szerep
rola	szerepe
písania	gépelni
pečene	máj
pečene	máj
pečene	máj
pete	pete
pozorovaná	megfigyelhető
pozorovaná	megfigyelt
štátnik	államférfi
stupnice	mérleg
brať	szed
brať	vedd
kvalifikáciu	végzettség
kvalifikáciu	képesítés
ušiel	elmenekült
ušiel	megszökött
ušiel	menekült
ušiel	elmenekült
reforiem	reformokat
reforiem	reformok
multi	multi
kazateľ	prédikátor
klein	klein
priechod	átjáró
telefóny	telefonok
telefóny	telefonok
vonkajšia	szabadtéri
vonkajšia	kültéri
vonkajšia	szabadban
vonkajšia	külső
vonkajšia	külső
cruz	cruz
dobytok	állatállomány
dobytok	marha
dobytok	szarvasmarha
dobytok	marhák
dobytok	szarvasmarhák
muzikál	zenés
muzikál	zenei
muzikál	musical
strachu	félelem
zostavy	részegységek
zostavy	díszlet
zostavy	készletek
zostavy	készlet
zostavy	készletek
zostavy	készlet
fanúšikovia	rajongók
fanúšikovia	rajongói
fanúšikovia	szurkolók
plyny	gázok
ryba	halak
ryba	hal
ryba	halat
vlákien	szálak
aktivista	aktivista
nádoby	konténerek
nádoby	konténer
nádoby	tartályok
jung	jung
ľavé	bal
ľavé	balra
väzni	rabok
väzni	foglyok
väzni	rabok
väzni	fegyencek
väzni	elítéltek
zoltán	zoltán
priehrada	gátat
priehrada	gát
priehrada	víztározó
kongrese	kongresszus
money	pénz
money	pénzt
zranení	sérültek
zranení	sérült
zranení	megsérült
zranení	sérülés
zranení	sérültek
zranení	sérülések
zachovať	megőrzése
zachovať	megőrizni
zachovať	fenntartása
zachovať	fenntartani
ministri	csatlósai
ministri	miniszterek
zvonica	harangtorony
mayer	mayer
vedeli	tudtam
vedeli	tudta
výskumné	kutatás
výskumné	kutatások
výskumné	kutatási
platforma	platform
car	autóval
car	kocsi
car	autó
car	kocsival
car	cár
príslušné	hozzáértő
príslušné	illetékes
príslušné	vonatkozó
príslušné	releváns
príslušné	relevánsak
príslušné	lényeges
anti	anti
platformy	platform
platformy	platformok
platformy	platform
brankára	kapus
preč	elment
preč	eltűnt
hľadal	átkutatták
islamu	iszlám
esperanto	eszperantó
hrobu	sírba
hrobu	sír
dátumu	dátum
dátumu	időpont
christoph	christoph
hĺbku	mélység
hercov	szereplők
hercov	színészek
ohrozený	veszélyeztetett
ohrozený	fenyegetett
poéziu	vers
poéziu	költészet
viditeľný	látható
videa	videó
videa	video
videa	videót
kresby	rajzok
kresby	vázlatok
kresby	rajzok
kresby	rajzokat
podaní	adminisztráció
podaní	közigazgatás
podaní	ügyintézés
podaní	igazgatás
kube	kubában
kube	kuba
bolesť	fájó
bolesť	fáj
bolesť	fájdalmat
bolesť	fájdalom
deriváty	származékok
konkrétny	beton
konkrétny	konkrét
originálny	eredeti
komik	komikus
obrat	árbevétel
obrat	forgalom
obrat	forgalma
walker	walker
štvrtého	negyedszer
štvrtého	negyedik
natrvalo	állandó
natrvalo	végleges
natrvalo	tartós
natrvalo	maradandó
natrvalo	tartósan
natrvalo	véglegesen
súostrovie	szigetcsoport
alexandre	alexandre
ekonomicky	gazdaságilag
lúč	sugár
lúč	ray
orientované	orientált
orientované	orientált
prežili	túlélő
prežili	túlélők
prežili	túlélte
vyšetrovanie	vizsgálat
vyšetrovanie	nyomozás
vyšetrovanie	kivizsgálás
vyšetrovanie	vizsgálatok
vyšetrovanie	érdeklődni
vyšetrovanie	nyomozás
vyšetrovanie	vizsgálatok
šachu	sakk
austin	austin
vinyl	vinil
ideálne	ideális
abc	abc
občan	polgár
občan	állampolgár
občan	polgárok
cia	cia
cia	cia
disky	lemezek
disky	lemezek
disky	vezet
vzácny	értékes
vzácny	drága
vzácny	ritka
strauss	strauss
dokonale	tökéletesen
krivka	görbe
krivka	kanyar
sláva	hírnév
sláva	dicsőség
niektorý	néhány
splniť	teljesíteni
šéf	főnök
vasilij	vaszilij
nádor	tumor
nádor	daganat
nádor	tumor
nádor	daganat
hliníka	alumínium
finančná	pénzügyi
prápor	zászlóalj
anjou	anjou
wrestling	birkózás
wrestling	birkózó
zhrnutie	összefoglaló
cestný	út
cestný	uton
cestný	közúti
huta	huta
varga	varga
vetu	ítélet
vetu	mondat
analýzu	elemzés
analýzu	elemzések
analýzu	analízis
nar	reg
trhy	piacokon
trhy	piacok
dávid	david
dávid	dávid
blackhawks	blackhawks
lasica	menyét
irak	irak
irak	iraki
jasná	fényes
znížiť	csökkentése
znížiť	csökkentik
znížiť	csökkenteni
znížiť	csökkentse
znížiť	csökken
znížiť	csökkenés
obytných	bentlakásos
obytných	lakossági
vyhnúť	kerülni
inšpiroval	inspirált
ltd	kft
pilota	pilóta
pilota	pilot
spomínajú	említ
crni	crni
slnečný	napsütés
slnečný	napfényes
slnečný	napos
slnečný	sunny
okna	ablak
okna	ablakon
najrýchlejšie	leggyorsabb
najrýchlejšie	leggyorsabban
budapest	budapest
budapest	budapesten
budapest	budapesti
pristátia	landolás
pristátia	leszállás
raj	raj
raj	paradicsom
raj	mennyország
raj	paradise
budovanie	épület
lucie	lucie
otvára	nyit
otvára	nyitható
otvára	megnyitás
otvára	nyitás
otvára	megnyitó
otvára	nyitó
otvára	nyílás
územné	területi
bývanie	elhelyezés
bývanie	lakás
bývanie	lakhatás
odlišujú	megkülönbözteti
bis	bisz
bis	bis
nepretržite	folyamatosan
nepretržite	folyamatosan
hustoty	sűrűség
hustoty	sűrűsége
zobrazí	műsorok
zobrazí	mutatja
zobrazí	kijelzők
viditeľná	látható
trend	trend
trend	tendencia
júlia	julie
júlia	julia
júlia	júlia
júlia	juliet
júlia	júlia
kuchyňa	konyha
kuchyňa	konyha
kuchyňa	konyhában
carolina	carolina
carolina	karolina
pravdepodobnosti	valószínűsége
pravdepodobnosti	valószínűség
reagovať	reagálás
reagovať	reagálni
reagovať	válaszoljon
srb	szerb
srb	szerb
srb	szerbia
vyhrať	win
vyhrať	nyerni
vyhrať	győzelem
vyhrať	nyerj
plošiny	platform
plošiny	platformok
referendum	népszavazás
spánku	aludni
spánku	aludj
spánku	alvás
fyzická	fizikai
piata	ötödik
rex	rex
fame	hírnév
cestovný	utazás
cestovný	utazások
cestovný	utazási
tempo	lépést
tempo	tempó
stĺpy	oszlopok
stĺpy	lengyelek
stĺpy	oszlop
stĺpy	oszlopok
hostí	vendég
hostí	vendégek
liečba	kezelés
liečba	terápia
liečba	kezelés
liečba	kezelésre
liečba	kezelése
slávik	nightingale
premenných	változók
sms	sms
komerčný	reklám
komerčný	kereskedelmi
králik	nyúl
králik	nyuszi
obsahujúci	tartalmazó
záber	lőtt
záber	lelőtték
záber	lövés
indická	indián
indická	indiai
presvedčenie	meggyőzés
presvedčenie	ítéletek
presvedčenie	elítélték
produktom	termék
bytosť	lenni
učebnice	tankönyvek
učebnice	tankönyv
prechodné	átmeneti
prechodné	átmeneti
prechodné	átállás
prechodné	átmenet
prechodné	áttérés
prechodné	átmeneti
poľnohospodárska	mezőgazdasági
poľnohospodárska	mezőgazdaság
tmavé	sötét
kancelária	hivatal
kancelária	iroda
vstupné	beviteli
vstupné	bevitel
vstupné	bemeneti
horolezec	hegymászó
súhrnné	összesített
finančný	pénzügyi
rozhrania	interfészek
toyota	toyota
prispieva	hozzájárul
kaplán	lelkész
promo	promóciós
bohumil	bohumil
valca	hengeres
valca	henger
porsche	porsche
zvýšená	fokozott
zvýšená	emelkedett
zvýšená	megnövelt
zvýšená	megnőtt
zvýšená	megnövekedett
zvýšená	nőtt
zvýšená	emelkedett
zvýšená	megemelkedett
predčasne	korai
versailles	versailles
plánovaný	ütemezett
plánovaný	tervezett
plánovaný	megtervezett
identity	személyazonosság
identity	személyazonosságát
identity	identitás
anjel	angyal
anjel	angel
anjel	angyalka
vnuk	unoka
vnuk	unokája
kritický	kritikus
army	sereg
army	hadsereg
ida	lda
ida	ida
ekológia	ökológia
išiel	ment
biológ	biológus
enterprise	vállalkozás
enterprise	enterprise
šach	shah
šach	sakk
hustotu	sűrűség
hustotu	sűrűsége
auf	auf
hrubé	bruttó
hrubé	sűrű
hrubé	vastag
správcovia	megbízottak
správcovia	kezelők
správcovia	vezetők
ekonómovia	közgazdászok
zvolená	választott
zvolená	kiválasztottak
zvolená	kiválasztott
zvolená	megválasztott
zvolená	kijelölt
zvolená	kiválasztva
zvolená	kiválasztott
značiek	márkák
značiek	jelölések
značiek	védjegyek
značiek	marks
kolónia	kolónia
kolónia	telep
jang	jang
jang	yang
súčasti	alkatrész
súčasti	komponensek
súčasti	alkatrészek
súčasti	összetevők
orientácia	eligazítás
orientácia	orientációs
orientácia	irányultság
prístupný	elérhető
prístupný	hozzáférhető
prístupný	megközelíthető
prístupný	érhető
campbell	campbell
majiteľov	tulajdonosok
majiteľov	tulajdonosai
luther	luther
američan	amerikai
demokratické	demokratikus
demokratické	demokrata
nosiť	vinni
nosiť	viselni
svetlá	lámpák
svetlá	fények
svetlá	világítás
svetlá	fényszórók
svetlá	fényszóró
gerhard	gerhard
susedných	szomszédos
susedných	szomszédos
pochopenie	megértés
pochopenie	egyetértés
pochopenie	megértő
pochopenie	megértést
termíny	dátumok
termíny	időpontok
termíny	fogalmak
termíny	feltételek
termíny	kifejezések
termíny	határidők
termíny	határidőket
catherine	katalin
catherine	catherine
oviec	bárány
oviec	juh
oviec	birkák
oviec	juhok
oviec	birka
einstein	einstein
disney	disney
býk	taurus
býk	bull
býk	bika
odporúča	ajánlotta
odporúča	ajánlott
odporúča	javasolt
odporúča	ajánl
odporúča	ajánlja
tkaniva	szövetek
tkaniva	szövet
tkaniva	szövetek
majiteľa	tulaj
majiteľa	tulajdonos
majiteľa	tulajdonosa
seminár	műhely
seminár	szemináriumon
seminár	szeminárium
manéver	manőver
manéver	manőver
drogy	kábítószerek
drogy	gyógyszerek
drogy	drogot
drogy	kábítószer
drogy	drogok
drogy	drog
drogy	drog
klient	ügyfél
klient	kliens
definovať	meghatározni
cenné	értékes
cenné	értékesek
čiara	line
čiara	sor
čiara	vonal
gps	gps
trup	burkolat
trup	hull
trup	hajótest
trup	törzs
