शोधकर्ता	výskumník
वारिस	dedičov
आधुनिकीकरण	modernizácie
आधुनिकीकरण	modernizáciu
आधुनिकीकरण	modernizácia
परिवर्तनशील	premenná
परिवर्तनशील	variabilné
परिवर्तनशील	ukazovateľ
परिवर्तनशील	premenné
मच्छर	komárov
अनजान	neznámy
अनजान	neznáme
अनजान	neznáma
ग्रांट	udeliť
ग्रांट	dotácia
ग्रांट	grant
मैग्नीशियम	horečnatý
मैग्नीशियम	horčík
मैग्नीशियम	horčíka
सनी	slnečný
सनी	slnečné
प्लेटफॉर्म	plošina
प्लेटफॉर्म	platforma
प्लेटफॉर्म	platformy
प्लेटफॉर्म	platformu
घुस	preniknúť
भावुक	emocionálne
भावुक	emocionálny
भावुक	sentimentálny
कैन	cain
कैन	cannes
घोटाला	škandálu
घोटाला	škandál
घोटाला	podvod
रक्षात्मक	obranný
रक्षात्मक	obranná
रक्षात्मक	obranné
मिस्री	egyptský
चार्टर्ड	prenajaté
ईर्ष्या	žiarlivá
ईर्ष्या	žiarli
ईर्ष्या	žiarlivý
ईर्ष्या	žiarliť
ईर्ष्या	závisť
ईर्ष्या	žiarlivosť
ईर्ष्या	závidím
अमल	amal
मेडल	medailu
मेडल	medaila
समरूप	homogénne
गायों	kráv
गायों	kravy
जैज़	jazz
गायकों	spevákov
गायकों	spev
गायकों	spievanie
ओक	dub
बैच	séria
उड़ा	vyhodiť
उड़ा	odpáliť
उड़ा	úder
किनारा	okraje
किनारा	hraníc
किनारा	hranice
किनारा	hrane
किनारा	okraja
किनारा	okraj
किनारा	hrany
किनारा	hraníc
किनारा	hranicu
किनारा	hranice
किनारा	hraničné
किनारा	hranica
किनारा	stranách
फ्रेड	fred
बुर्ज	tower
बुर्ज	veža
बुर्ज	pinnacle
बुर्ज	pozorovateľňu
पियरे	pierre
वुड	wood
वुड	drevo
बंदरगाहों	prístavu
बंदरगाहों	prístav
बंदरगाहों	port
अलेक्जेंडर	alexander
परिमित	konečných
वर्षगांठ	výročia
वर्षगांठ	výročie
क्योटो	kjótsky
क्योटो	kjótskeho
अनुबंधित	vyčlenené
मटर	hrášok
मटर	hrachová
मटर	hrášok
मटर	hrach
आर्किटेक्चर	architektúra
आर्किटेक्चर	architektúry
आर्किटेक्चर	architektúru
फैक्ट्री	továreň
वॉर्स	vojen
वॉर्स	wars
वॉर्स	vojny
ओंटारियो	ontario
वायरल	vírusovej
वायरल	vírusová
वायरल	vírusové
एडवेंचर	dobrodružstvo
अनुग्रह	pôvab
अनुग्रह	grace
अनुग्रह	milosti
अनुग्रह	milosť
स्टीवर्ट	stewart
गिल्ड	spolok
गिल्ड	cech
डेविडसन	davidson
घंटी	bell
घंटी	zvon
घंटी	zvonček
कूपर	cooper
कैरोलिना	karolína
कैरोलिना	carolina
प्लान	naplánovať
प्लान	pláne
प्लान	plán
प्लान	plan
विदा	vida
मिर्जा	mirza
खिंचाव	úsek
खिंचाव	natiahnuť
माफी	ospravedlniť
माफी	odpustenie
व्लादिमीर	vladimír
व्लादिमीर	vladimir
दंगों	nepokoje
दौलत	bohatstvo
बर्गर	burger
बर्गर	hamburger
बेहोश	bezvedomí
बेहोश	bezvedomia
बेहोश	odpadol
बेहोश	odpadla
वर्ड	slovo
वर्ड	slovom
वर्ड	slova
प्रभार	nabiť
प्रभार	poplatok
म्यांमार	mjanmarsko
मार्गरेट	margaret
जुलूस	sprievod
अपमानजनक	hanlivé
बांसुरी	flautu
दिशानिर्देश	smerovania
दिशानिर्देश	smeroch
दिशानिर्देश	smery
दिशानिर्देश	smer
दिशानिर्देश	usmernenia
दिशानिर्देश	smernice
माननीय	čestné
माननीय	čestný
बधाई	gratulujem
बधाई	pozdravujem
बधाई	pozdravy
बधाई	gratulujem
सत्तर	sedemdesiat
हॉस्पिटल	nemocnice
हॉस्पिटल	nemocnici
हॉस्पिटल	nemocnica
प्रांगण	priestory
प्रांगण	priestorov
प्रांगण	dvore
प्रांगण	dvor
त्यागपत्र	odstúpenie
त्यागपत्र	výpoveď
त्यागपत्र	rezignáciu
फास्फेट	fosfátu
नीलम	zafír
उठी	zvýšený
उठी	vychovala
उठी	vznesené
उठी	vychovaný
पोर्टेबल	prenosné
पोर्टेबल	prenosný
स्विंग	prúde
मर्फी	murphy
जेड	jade
हार्बर	harbor
हार्बर	prístav
सत्कार	uvítala
सत्कार	privítala
सत्कार	víta
सत्कार	privítal
सत्कार	bavil
सत्कार	zabávali
टिप्पणियाँ	komentár
टिप्पणियाँ	pripomienky
टिप्पणियाँ	komentáre
टिप्पणियाँ	komentárov
प्रिंटर	tlačiareň
प्रिंटर	tlačiarne
प्रिंटर	tlačiarní
प्रिंटर	tlačiarne
सिनसिनाटी	cincinnati
गिरी	spadol
गिरी	padla
गिरी	spadla
गिरी	padol
फुल	plné
फुल	plná
फुल	plnú
फुल	full
फुल	plný
जागरूक	vedomý
जागरूक	vedomá
अनिश्चितता	neistota
अनिश्चितता	nepresnosť
अनिश्चितता	neistotu
अस्सी	osemdesiat
आंद्रे	andré
अनोखी	bizarné
पापुआ	papua
सीआईडी	cid
विषयवस्तु	obsahu
विषयवस्तु	obsah
विषयवस्तु	spokojná
विषयवस्तु	motívy
विषयवस्तु	témy
विषयवस्तु	obsahu
विषयवस्तु	obsah
विषयवस्तु	obsahom
सूरीनाम	surinamu
फोर्ब्स	forbes
एजेंटों	činidlá
एजेंटों	agentov
एजेंटों	zástupcovia
एजेंटों	agenti
प्रेमियों	milenci
प्रेमियों	milovníkov
प्रेमियों	milencov
आनुवंशिकी	genetika
विलीन	rozpustenie
विलीन	rozpustiť
विलीन	rozpustí
हथेली	palm
हथेली	dlaň
दाग	škvrny
दाग	škvrna
अज़ाब	pohroma
अज़ाब	doom
अज़ाब	skazu
अज़ाब	záhuby
मंचन	inscenácia
मंचन	zinscenovaný
बटालियन	prápor
रिक	rick
रिक	ricka
बर्मिंघम	birmingham
गुस्से	zlosť
गुस्से	hnev
ढलान	sklon
ढलान	sklonu
लगन	venovanie
लगन	oddanosť
चाकू	nožík
चाकू	nôž
परिवर्तनीय	premenná
परिवर्तनीय	variabilné
परिवर्तनीय	ukazovateľ
परिवर्तनीय	premenné
परिवर्तनीय	ukazovatele
परिवर्तनीय	premenných
परिवर्तनीय	premenné
मज्जा	dreň
मज्जा	drene
निर्दोष	nevinné
निर्दोष	nevinne
निर्दोष	nevinná
निर्दोष	nevinný
निर्दोष	nevinní
महायान	mahájána
लीबिया	líbya
उज़बेक	uzbecké
पिछला	posledným
पिछला	posledný
पिछला	naposledy
पिछला	posledná
पिछला	posledné
पिछला	predošlý
पिछला	predchádzajúci
पिछला	predošlé
पिछला	predchádzajúca
पिछला	predchádzajúce
झुंड	stádo
झुंड	stáda
घुड़सवार	jazdecké
प्रसाधन	záchod
प्रसाधन	toaleta
प्रसाधन	wc
प्रसाधन	zdrojoch
प्रसाधन	zdroje
प्रसाधन	prostriedky
ईमानदार	úprimná
ईमानदार	úprimné
ईमानदार	úprimný
ईमानदार	úprimná
ईमानदार	čestné
ईमानदार	úprimný
जोस	jose
जोस	josé
जोस	josé
मल्टी	multi
चंदन	sandále
अंकीय	číslica
अंकीय	číselný
अंकीय	číselné
असेम्बली	montáž
असेम्बली	zostava
असेम्बली	zhromaždenia
असेम्बली	zhromaždenie
भिक्षुओं	mníchov
भिक्षुओं	mnísi
लड़ी	vlákno
लड़ी	niť
लड़ी	nite
कानों	uši
कानों	ušami
कानों	uší
चांसलर	kancelár
अहसास	pocit
अहसास	cítenie
चक्रीय	cyklické
किपलिंग	kiplinga
अस्थाई	dočasné
अस्थाई	dočasný
अस्थाई	dočasne
अस्थाई	dočasná
तैमूर	timur
तबाह	zničení
तबाह	zničený
तबाह	zničená
तबाह	ruiny
योद्धाओं	bojovníci
योद्धाओं	bojovníkov
कलाकृति	predlohu
कलाकृति	grafika
नाइजीरिया	nigérii
मिसिसिपी	mississippi
थ्रिलर	thriller
बेलनाकार	valcovité
अंतरजाल	internete
अंतरजाल	internetová
अंतरजाल	internetom
अंतरजाल	internet
रहो	zostaň
रहो	zostať
रहो	ostať
अतिक्रमण	zasahovanie
ट्रैकिंग	sledovanie
अब्बास	abbas
गिद्ध	sup
पोस्टर	plagát
पोस्टर	plagáty
वंशजों	potomkovia
वंशजों	potomkov
रंजक	pigment
उंगलियों	prstami
उंगलियों	prstov
उंगलियों	prsty
सभाओं	zostavy
चॉकलेट	čokolády
चॉकलेट	čokoládová
चॉकलेट	čokoládu
चॉकलेट	čokolády
चॉकलेट	čokoláda
चॉकलेट	čokoládový
राइफल	pušku
राइफल	puška
मेक	vyrobiť
मेक	make
मेक	urobiť
मेक	aby
बल्ले	bat
बल्ले	netopier
स्थलाकृति	topografia
उछाल	odrážať
उछाल	odraziť
सुन्दरता	kráska
सुन्दरता	krása
अंतरिम	priebežné
अंतरिम	priebežná
जबड़े	čeľuste
सर्वनाम	zámeno
शेल	shell
शेल	škrupín
शेल	mušle
सू	sue
सू	sioux
सू	soo
रसोई	kuchyňa
रसोई	kuchyni
रसोई	kuchynský
रसोई	kuchynské
रसोई	kuchyne
वाक	prejav
वाक	príhovor
वाक	reči
वाक	vystúpenie
वाक	reč
चिकित्सालय	nemocnice
चिकित्सालय	nemocnici
चिकित्सालय	nemocnica
फंस	uväznený
फंस	uväznení
फंस	uväznená
चट्टानें	kamene
चट्टानें	skaly
तीतर	jarabica
चतुर	šikovné
चतुर	múdry
चतुर	šikovný
चतुर	múdra
खानपान	stravovanie
अस्वीकृत	zamietnutý
अस्वीकृत	odmietnutý
अस्वीकृत	zamietnuté
अस्वीकृत	odmietnuté
अस्वीकृत	odmietla
अस्वीकृत	odmietnutá
अस्वीकृत	odmietli
अस्वीकृत	odmietol
अस्वीकृत	klesol
अस्वीकृत	odmietnuté
अस्वीकृत	odmietnutá
अस्वीकृत	zamietnutý
अस्वीकृत	odmietnutý
अस्वीकृत	zamietnutá
अस्वीकृत	zamietnuté
अस्वीकृत	odmietnuť
अस्वीकृत	zamietnuť
सजातीय	homogénne
परिवर्तक	menič
परिवर्तक	konvertor
कसम	prisahám
किराया	cestovné
किराया	cestovného
किराया	prenájom
किराया	prenajať
किराया	nájom
किराया	nájomné
खिलौने	hračiek
खिलौने	hračky
महीना	mesiaca
महीना	mesiac
रिपोर्टिंग	vykazovania
रिपोर्टिंग	oznamovanie
रिपोर्टिंग	hlásenia
रिपोर्टिंग	hlásenie
नैनो	nano
नमकीन	slané
पंद्रहवीं	pätnásty
चुनावी	volebné
चुनावी	volebného
चुनावी	volebná
चुनावी	volebný
प्लेग	mor
निजीकरण	privatizácia
निजीकरण	privatizáciu
निजीकरण	privatizácie
अज्ञान	nevedomosti
अज्ञान	nevedomosť
आर्द्र	vlhké
आर्द्र	vlhko
नबी	prorok
नबी	proroka
हेल	hel
परी	víly
परी	víla
परी	pari
परी	anjelik
परी	anjela
परी	angel
परी	anjel
कीचड़	blato
कीचड़	bahna
कीचड़	blate
कीचड़	blata
न्यूर्क	newarku
स्नायु	väzivo
छुपा	ukryté
छुपा	skrytý
छुपा	skrytá
छुपा	skryté
छुपा	schovať
छुपा	skryť
डिफ़ॉल्ट	štandardný
डिफ़ॉल्ट	štandardné
डिफ़ॉल्ट	zlyhania
डिफ़ॉल्ट	predvolené
डिफ़ॉल्ट	štandard
डिफ़ॉल्ट	štandardná
ड्राफ्ट	návrh
ड्राफ्ट	koncept
राइस	ryžu
राइस	ryže
राइस	ryžové
राइस	ryža
मात	maat
रेफरी	rozhodca
रेफरी	rozhodcu
साहसी	dobrodružné
साहसी	odvážny
साहसी	odvážne
ताज़ा	čerstvé
ताज़ा	čerstvú
ताज़ा	čerstvá
ताज़ा	čerstvý
ताज़ा	fresh
उपेक्षित	ignorovali
उपेक्षित	ignorovať
उपेक्षित	ignorovala
उपेक्षित	ignoroval
उपेक्षित	zanedbané
ज़िंदगी	života
ज़िंदगी	life
ज़िंदगी	zivot
ज़िंदगी	život
दरें	miery
दरें	sadzby
अवशिष्ट	zvyškové
अवशिष्ट	reziduálne
पेशेवरों	odborníci
पेशेवरों	odborníkov
पेशेवरों	profesionáli
पेशेवरों	špecialisti
श्वार्ज़नेगर	schwarzenegger
धूमकेतु	kométa
कॉनकॉर्ड	concorde
आइटम	položky
आइटम	položiek
आइटम	položka
आइटम	položku
क्षणिक	prechodné
वेदना	melanchólia
दुर्गम	vredy
कारीगरी	majstrovstvo
जीमेल	gmail
विचलित	rozptýlený
फॉर्मेट	formáte
फॉर्मेट	formátu
फॉर्मेट	formát
फेस	tvárou
फेस	tvár
फेस	face
कस्तूरी	musk
पांव	nohy
पांव	chodidlá
पांव	stôp
पांव	chodidiel
झगड़ा	spor
झगड़ा	hádka
छड़	prúty
छड़	tyče
मीट्रिक	metriky
मीट्रिक	metrických
बांग्लादेशी	bangladéši
डिज़ाइनर	dizajnér
क्रीड़ा	športová
क्रीड़ा	šport
क्रीड़ा	športy
क्रीड़ा	športové
एकाग्रता	koncentrácie
एकाग्रता	koncentrácií
एकाग्रता	koncentrácia
एकाग्रता	koncentrácie
एकाग्रता	koncentráciu
एकाग्रता	koncentrácia
ईकाई	jednotka
ईकाई	unit
भतीजे	synovca
भतीजे	synovec
भतीजे	synovci
विधिवत	náležite
विधिवत	riadne
कुंभ	vodnár
संभाव्यता	pravdepodobnosti
संभाव्यता	pravdepodobnosť
दंगे	nepokoje
अपर	upper
अपर	horný
अपर	horná
अपर	horné
मेरिल	merrill
स्तनधारियों	cicavce
स्तनधारियों	cicavcov
संकेतक	kurzor
संकेतक	ukazovateľ
स्पष्टता	zrozumiteľnosť
स्पष्टता	jasnosť
बेंज	benz
तंजानिया	tanzánia
गोल्डबर्ग	goldberg
एडी	eddie
एडी	eddieho
नहरों	kanála
पिस्तौल	pištoľ
विभेदन	rozlíšenie
विभेदन	rezolúcia
विभेदन	uznesenie
विभेदन	uznesenia
गुफाएं	jaskýň
गुफाएं	jaskyne
गुफाएं	jaskyňa
सूक्ष्मजैविकी	mikrobiológia
उज़्बेकिस्तान	uzbekistan
सीरियल	nigérii
सीरियल	poradové
सीरियल	sériový
सीरियल	sériové
सीरियल	alžírska
सीरियल	alžírsku
सीरियल	alžírsko
रिवर्स	reverznej
रिवर्स	spätný
कार्यपालिका	výkonná
कार्यपालिका	výkonný
कास्ट	cast
कास्ट	obsadenie
ठहरने	obývateľné
झटका	šoku
झटका	šok
झटका	blbec
कैदी	väzeň
कैदी	zajatcov
कैदी	väzňami
कैदी	väzňov
कैदी	väzni
साओ	cao
साओ	sao
विंडो	okna
विंडो	okienko
विंडो	okne
विंडो	okno
खोने	prehry
खोने	stráca
खोने	prehra
कैश	cache
लिप्यन्तरण	prepis
केंट	kent
इराकी	irackých
इराकी	irak
इराकी	iraku
इराकी	iračania
अराजकता	anarchia
अराजकता	chaos
पेले	pelle
मेटा	meta
सिग्मा	sigma
पाला	pala
आजीविका	kariéru
आजीविका	kariéra
आजीविका	kariéry
आजीविका	živobytie
फायदे	profesionáli
फायदे	prínosy
फायदे	výhody
फायदे	dávky
फायदे	prospieva
फायदे	prínos
गूढ़	ezoterické
मरणोपरांत	posmrtne
गिरवी	pešiak
बार्कलेज	barclays
नवीकरण	rekonštrukcia
नवीकरण	renováciu
नवीकरण	obnova
नवीकरण	obnovenie
नाममात्र	menovitý
नाममात्र	nominálne
नाममात्र	nominálna
नाममात्र	nominálny
मल्टीमीडिया	multimediálne
ग्लेशियर	ľadovec
ग्लेशियर	ľadovce
प्रतिबंधों	sankcie
प्रतिबंधों	sankcií
मैराथन	maratón
पोटेशियम	draslík
पोटेशियम	draselný
पोटेशियम	draslíka
लारा	lara
थर्मल	tepelný
थर्मल	tepelná
थर्मल	tepelné
झाड़ी	haluz
छिड़काव	strieka
डेविल	diabla
डेविल	čert
डेविल	diabol
कक्षीय	orbitálna
अधूरा	neúplná
अधूरा	nedokončené
अधूरा	neúplné
अधूरा	neúplný
स्क्रीनिंग	premietanie
सर्वसम्मति	konsenzu
सर्वसम्मति	konsenzus
उत्साही	nadšene
उत्साही	nadšení
कार्यशील	chode
कार्यशील	beh
कार्यशील	beží
सराहनीय	obdivuhodné
किंवदंती	legendu
किंवदंती	vysvetlivky
किंवदंती	legendy
किंवदंती	legenda
लाओस	laos
साइप्रस	cyprus
साइप्रस	cyperská
स्वायत्तता	autonómia
स्वायत्तता	autonómie
स्वायत्तता	autonómiu
गाढ़ा	tučné
गाढ़ा	odvážny
गाढ़ा	odvážne
गाढ़ा	odvážna
पित्ताशय	žlčník
एंथोनी	anthony
बाग़	sady
बाग़	sad
कुण्डली	horoskop
बीयर	piva
बीयर	pivo
बीयर	pivko
ड्राइविंग	jazdy
ड्राइविंग	jazda
वेनेजुएला	venezuela
जीनों	gény
बोनस	bonus
बोनस	bonusy
बोनस	prémie
जलाकर	zapálil
ज्या	sine
थाना	väzenia
थाना	väznica
थाना	väzení
थाना	väzenie
झूठे	klamár
झूठे	klamári
अस्थियों	kosti
अस्थियों	kosť
अस्थियों	kostí
पिक्सेल	pixelov
पिक्सेल	pixel
लॉयड	lloyd
ब्रेट	brett
हीट	tepla
हीट	teplo
हीट	horúčavy
सुनहरा	zlaté
सुनहरा	golden
सुनहरा	zlatá
सुनहरा	zlato
सुनहरा	zlate
सुनहरा	zlatá
सुनहरा	gold
सुनहरा	zlata
नमाज़	salah
नमाज़	modlitbu
नमाज़	modlitbe
नमाज़	modlitba
कर्कट	karcinóm
कर्कट	rakovina
कर्कट	rakovinu
कर्कट	rak
यक्ष	yaksha
शौचालय	záchod
शौचालय	toaleta
शौचालय	wc
पर्सनल	osobný
पर्सनल	osobná
पर्सनल	osobné
पर्सनल	personal
मॉनमाउथशायर	monmouthshire
पहिया	koleso
पहिया	kolesa
पहिया	pneumatika
मेगाडेथ	megadeth
लोकल	lokálny
लोकल	miestna
लोकल	miestne
लोकल	lokálna
लोकल	miestny
लोकल	lokálne
पुनरुद्धार	obnova
पुनरुद्धार	obnovenie
मस्जिदों	mešity
मस्जिदों	mešity
डेयरी	mliečne
प्रतिरूपण	klonovanie
बाय	dovidenia
जावास्क्रिप्ट	javascript
गेल	gela
गेल	gail
गेल	gayle
छू	dotýkať
छू	dotyk
छू	dotykom
छू	dotknúť
छू	dotkne
पंक्तियाँ	riadkov
पंक्तियाँ	riadky
पंक्तियाँ	radov
पंक्तियाँ	čiary
पंक्तियाँ	riadkov
पंक्तियाँ	linky
पंक्तियाँ	riadky
पंक्तियाँ	trate
हाइकु	haiku
पाण्डव	pánduovci
ट्रेक	trek
जेफ	jeff
मददगार	pomocník
मददगार	pomocníka
वर्णनात्मक	opisný
मद	položky
मद	položiek
मद	položka
मद	položku
मिशनरी	misionára
बियोवुल्फ़	beowulf
पिताजी	ocko
पिताजी	oci
पिताजी	otec
पिताजी	ocko
पिताजी	otecko
पिताजी	tatko
मोल	moll
संधारित्र	kondenzátor
सबवे	metra
सबवे	metrom
सबवे	metre
सबवे	metro
गढ़ा	reliéfny
वू	woo
पुनर्जन्म	reinkarnáciu
पुनर्जन्म	znovuzrodený
पर्यायवाची	synonymum
रनर	bežec
जेसन	jasona
जेसन	jason
घेराबंदी	obliehanie
क्रोएशिया	chorvátsku
क्रोएशिया	chorvátsko
क्रोएशिया	chorvátska
आरा	ara
कल्याणकारी	spôsobuje
कल्याणकारी	príčiny
कल्याणकारी	príčin
सेटिंग	nastavenie
सेटिंग	nastavenie
सेटिंग	nastavenia
नीरो	nero
उस्मानी	osmanskej
ग्लासगो	glasgow
आंखें	oči
आंखें	očká
आंखें	očí
आंखें	očami
परिसंचरण	obehu
परिसंचरण	obeh
ताश	kartičky
ताश	karty
ताश	vizitky
ताश	kariet
सजावटी	dekoratívne
प्रेषण	vysielanie
प्रेषण	prenos
प्रेषण	zasielanie
प्रेषण	odosielanie
प्रेषण	odoslania
प्रेषण	odoslanie
सारनाथ	sarnath
एमिली	emily
शील	skromnosť
पोलियो	obrnu
लिथियम	lítia
बॉयल	boyle
पालक	špenát
फैमिली	rodinka
फैमिली	rodinná
फैमिली	rodine
फैमिली	family
फैमिली	rodina
बॉक्सिंग	box
बॉक्सिंग	boxu
हिरन	jeleň
हिरन	jeleňa
धारकों	držitelia
धारकों	držiteľov
धारकों	držiaky
चैपल	kaplnke
होंडा	honda
ज्योतिषी	astrológ
मध्यस्थ	sprostredkovateľa
मध्यस्थ	sprostredkovateľ
अभिभावक	rodičia
अभिभावक	rodičmi
अभिभावक	rodičov
अभिभावक	rodičom
अभिभावक	rodiča
अभिभावक	materská
अभिभावक	rodičovský
अभिभावक	rodič
अभिभावक	materskej
नाराज	naštvaný
फ्लैट	byt
फ्लैट	ploché
फ्लैट	plochá
बौद्धों	budhisti
टेन	tan
टेन	desiatej
टेन	desať
शील्ड	štít
शील्ड	štíty
चीड़	pine
आइवी	ivy
गार्डनर	gardner
हस्तशिल्प	remeselná
चुंबक	magnet
अठारहवीं	eighteenth
हेलो	ahoj
हेलो	hello
हेलो	ahojte
हेलो	halo
कविताएं	básne
सेमीफाइनल	semifinále
कोका	kokaín
कोका	kokaínu
कोका	coca
रॉड	rod
निरस्त	zrušiť
बुद्धिमत्ता	inteligencia
बुद्धिमत्ता	spravodajstvo
बुद्धिमत्ता	inteligenciu
बुद्धिमत्ता	spravodajská
बुद्धिमत्ता	múdrosť
बुद्धिमत्ता	múdrosti
एसिटिक	octovej
चेचक	kiahne
नर्स	sestry
नर्स	sestričky
नर्स	sestra
नर्स	sestrička
उठती	stúpa
उठती	rastie
उठती	rastúce
इकट्ठे	zostaviť
इकट्ठे	zhromaždiť
मुड़	zvrátené
ब्रोमाइड	bromid
हड़प्पा	harappa
पकड़कर	držanie
पकड़कर	chov
पकड़कर	holding
पकड़कर	drží
जया	jaya
नार्वे	nórsko
नार्वे	nórska
धैर्य	trpezlivosť
धैर्य	trpezlivosti
धैर्य	výdrž
धैर्य	trvanlivosť
धैर्य	vytrvalosť
उत्पादकों	výrobcovia
उत्पादकों	pestovatelia
उत्पादकों	výrobcov
उत्पादकों	producenti
महत्वाकांक्षी	ambiciózny
महत्वाकांक्षी	ambicióznych
महत्वाकांक्षी	ambiciózne
त्रिनिदाद	trinidad
मौतों	úmrtia
मौतों	úmrtí
निराकरण	vyriešiť
निराकरण	riešiť
निराकरण	vyriešenie
बकाया	vynikajúce
सुपरहीरो	superhrdina
कोल्ड	studená
कोल्ड	studené
कोल्ड	chladná
कोल्ड	zima
कोल्ड	chlad
ज़ांज़ीबार	zanzibar
संयोजी	spojivového
कै	kai
प्रकार्य	funkcie
प्रकार्य	funkciu
प्रकार्य	funkcia
शरणार्थी	utečenec
शरणार्थी	utečencov
शरणार्थी	utečenca
शरणार्थी	utečencov
शरणार्थी	utečencom
शरणार्थी	utečenci
गुंजाइश	pôsobnosť
गुंजाइश	rozsah
गुंजाइश	pôsobnosti
देय	platené
देय	splatné
धीमे	pomalé
धीमे	pomalá
धीमे	pomalý
धीमे	pomaličky
धीमे	pomaly
दानों	vyrážky
दानों	vyrážka
अवांछित	nežiaduci
अवांछित	nežiaduce
समोआ	samoa
सममिति	symetria
अनमोल	vzácne
अनमोल	poklad
अनमोल	vzácny
अनमोल	vzácna
कैस्पियन	kaspického
कक्षों	komnaty
कक्षों	komory
स्पार्टा	sparta
व्यापकता	prevalencia
रिमोट	diaľkové
रिमोट	vzdialený
रिमोट	vzdialené
आत्माओं	duchu
आत्माओं	ducha
आत्माओं	duša
आत्माओं	duch
आत्माओं	spirit
आत्माओं	liehoviny
आत्माओं	duchovia
आत्माओं	destiláty
आत्माओं	duchov
आत्माओं	duše
खुशबू	vôňa
खुशबू	vôňa
खुशबू	aróma
खुशबू	arómu
कस्बों	mestá
त्रिशूल	trident
स्तनपान	dojčenia
स्तनपान	dojčenie
इनाम	ceny
इनाम	ocenenia
जिन्दगी	života
जिन्दगी	life
जिन्दगी	zivot
जिन्दगी	život
गरमी	tepla
गरमी	teplo
गरमी	horúčavy
नोड	uzol
नोड	uzlov
नोड	uzly
नोड	uzliny
असंगत	rozpore
असंगत	nezlučiteľné
असंगत	nezlučiteľná
पूर्वाग्रह	bias
पूर्वाग्रह	predsudky
पूर्वाग्रह	predsudkov
जैकेट	sako
जैकेट	bundu
जैकेट	kabát
जैकेट	bunda
आयतें	verše
आयतें	prikázaní
अफवाह	fámy
अफवाह	chýry
अफवाह	reci
अफवाह	zvesti
उत्सुक	zvedavý
उत्सुक	zvedavá
परीक्षक	checker
प्रिंटिंग	tlač
प्रिंटिंग	potlač
टैबलेट	tabliet
टैबलेट	tablety
टैबलेट	tabletu
टैबलेट	tabuľa
टैबलेट	tablety
टैबलेट	tablet
चैरिटी	charity
चैरिटी	charitu
चैरिटी	charita
देसी	desi
शिविरों	táboroch
शिविरों	tábory
शिविरों	táborov
तुला	váhy
टैंगो	tango
न्यूकैसल	newcastle
केट	katka
केट	cate
पांचवां	piaty
पांचवां	piata
पांचवां	piate
प्रयोगकर्ता	užívatelia
प्रयोगकर्ता	používatelia
प्रयोगकर्ता	používateľov
प्रयोगकर्ता	užívateľov
अनैतिक	nemorálne
रोनाल्ड	ronald
तस्करी	obchodovanie
कटु	horké
मोनिका	monika
मोनिका	monica
मोनिका	monika
ग्रेस	pôvab
ग्रेस	grace
ग्रेस	milosti
ग्रेस	milosť
चोटों	úrazy
चोटों	poranenia
चोटों	zranení
चोटों	zranenia
मैजिक	magické
मैजिक	magic
मैजिक	čary
मैजिक	mágia
मैजिक	kúzlo
हर्बल	rastlinné
हर्बल	rastlinný
रॉकी	rocky
चुम्बक	magnet
रयान	ryana
रयान	ryan
जुताई	obrábanie
जुताई	obrábania
एडिडास	adidas
फास्फोरस	fosforu
फास्फोरस	fosfor
एथलेटिक	athletic
नेविगेशन	navigácia
नेविगेशन	navigačných
नेविगेशन	navigáciu
शिश्न	penis
शिश्न	penisu
अधूरी	neúplná
अधूरी	nedokončené
अधूरी	neúplné
अधूरी	neúplný
फ़ौज	armáda
फ़ौज	armády
फ़ौज	vojsko
फ़ौज	army
पागलपन	šialenstvo
युआन	yuan
रोमांच	vzrušenie
बर्बर	barbarské
सूख	suchá
सूख	suché
सूख	suchý
दिग्गज	obri
दिग्गज	veterán
इजाजत	povolenie
सगाई	zapojenie
सगाई	interakcia
सगाई	angažovanosť
सगाई	zasnúbená
सगाई	zapojené
सगाई	zasnúbený
अन्तराल	medzery
