胞子	spóry
屈折	lom
アクセサリー	doplnky
アクセサリー	príslušenstvo
アクセサリー	doplnok
肥料	hnojivo
フォーチュン	bohatstvo
ラッパー	rapper
検知	odhaľovanie
検知	odhalenie
検知	zistenie
検知	detekcie
検知	detekcia
検知	zisťovanie
検知	zistené
検知	zistený
検知	zistených
検知	zistená
検知	odhaliť
検知	zistiť
検知	zistenie
花序	súkvetie
野獣	beštia
野獣	šelmy
野獣	zviera
サメ	žraloky
サメ	žralokov
サメ	žralok
フレディ	freddy
湖沼	jazerá
湖沼	jazier
湖沼	laky
ソチ	soči
オペレーター	operátor
オペレーター	prevádzkovateľa
オペレーター	prevádzkovateľ
レクイエム	requiem
南陽	nanyo
ゲット	získať
ゲット	dostať
レイチェル	rachel
バンクス	banks
バンクス	banky
バンクス	bankami
バンクス	bánk
専ら	výhradne
ナット	orechové
ナット	orech
ナット	oriešok
ナット	nat
三成	išida
陽気	veselý
陽気	veselá
陽気	hravé
ホルヘ	jorge
概説	obrysy
概説	obrys
概説	outline
概説	súhrn
概説	zhrnutie
マグロ	tuniaky
マグロ	tuniaka
マグロ	tuniak
マグロ	tuniakov
ジョイ	radosti
ジョイ	radosť
ジョイ	radost
クッキング	varí
クッキング	varenie
リーク	úniky
プッシュ	tlačiť
ファンク	funk
キープ	držať
キープ	uchovávať
キープ	majte
キープ	ponechať
キープ	zachovať
グアテマラ	guatemala
フライデー	piatok
ダイバー	diver
ダイバー	potápači
可視	viditeľný
可視	viditeľné
可視	viditeľná
メタン	metánu
メタン	metán
長方形	obdĺžniky
長方形	obdĺžnik
長方形	pravouhlých
パイプライン	potrubia
パイプライン	potrubie
パイプライン	plynovod
有益	prospešné
疾病	choroba
疾病	ochorenie
疾病	choroby
疾病	ochorenia
迷路	bludisko
コントローラー	ovládače
コントローラー	prevádzkovatelia
コントローラー	regulátor
コントローラー	ovládač
形容詞	prívlastky
アスリート	športovec
アスリート	atlét
アスリート	športovci
アスリート	športovcov
キャラバン	príves
ユーリ	yuri
ホルシュタイン	holštajnsko
手足	končatiny
手足	končatín
丸い	okrúhle
丸い	kolo
丸い	okrúhly
丸い	kola
ジェラルド	gerald
変奏曲	varianty
変奏曲	variácie
変奏曲	odchýlky
ライデン	leiden
秀忠	hidetada
カーテン	záves
カーテン	opony
カーテン	závesy
カーテン	závesy
カーテン	záclony
嫌悪	nepáči
嫌悪	znechutený
嫌悪	averzia
豆腐	tofu
ペレ	pele
昨日	včera
昨日	vcera
ブルネイ	brunej
コンベンション	konventu
コンベンション	dohovor
コンベンション	dohovoru
コンベンション	konvent
人道	humanitárna
人道	humanitárnej
人道	humanitárne
引き出し	zásuvky
ロジェ	roger
課金	nabiť
課金	poplatok
我慢	trpezlivosť
我慢	trpezlivosti
レクリエーション	oddych
レクリエーション	rekreáciu
コンパイル	zostaviť
コンパイル	zostavenie
コンパイル	zostavovanie
コンパイル	zostavovaní
トスカーナ	toskánsku
カルメン	carmen
超新星	supernova
ファイターズ	stíhačky
ファイターズ	bojovníci
ファイターズ	bojovníkov
サーベル	sabre
サーベル	saber
ファウスト	faust
ファシズム	fašistické
ファシズム	fašizmu
ファシズム	fašisti
テナー	tenor
ハルビン	harbin
内乱	povstanie
曼荼羅	mandala
組み込み	vložené
組み込み	vložená
組み込み	vložený
ズボン	nohavíc
ズボン	nohavice
ズボン	gate
ズボン	nohavíc
ズボン	nohavice
マインツ	mainz
日の出	sunrise
日の出	úsvit
カリキュラム	osnov
カリキュラム	kurikula
プラトン	plato
欠如	nedostatok
ロミオ	romeo
おしゃれ	štýlové
おしゃれ	štýlový
合理化	racionalizácia
風車	mlyn
風車	mlyny
定量	kvantitatívne
ヒデ	schovať
ヒデ	skryť
ブルックス	brooks
ピエトロ	pietro
白根	širane
ドク	doc
雅也	masaya
ホイットニー	whitney
チタン	titánu
チタン	titaničitý
和睦	zosúladenie
和睦	zmierenia
和睦	zmierenie
生計	živobytie
悲しい	smutno
悲しい	smutné
悲しい	smutne
悲しい	smutná
悲しい	sad
長政	azai
ステロイド	steroidy
元就	móri
ハガキ	pohľadnicu
ハガキ	pohľadnice
アトレティコ	atlético
取り出し	vysunúť
ダイス	kocky
アレクサンドラ	alexandra
変調	modulácie
宴会	banket
スニーカー	tenisky
メル	mel
ノミ	bĺch
ノミ	blchy
ノミ	blchy
長子	najstarší
長子	najstaršia
ファイナンス	financií
ファイナンス	financovanie
ファイナンス	financovať
ファイナンス	financie
偏見	predsudky
偏見	predsudkov
ファルコン	falcon
ファルコン	sokol
ウガンダ	ugande
許す	odpustenie
許す	odpustiť
許す	odpusť
カメルーン	kamerune
コンプリート	vyplniť
コンプリート	úplné
コンプリート	kompletný
コンプリート	dokončiť
コンプリート	kompletná
コンプリート	kompletné
スーパースター	superstar
ダイビング	potápanie
ダイビング	ponoriť
ジャニ	jani
リンチ	lynch
バビロン	babylon
カーネギー	carnegie
ウェリントン	wellington
リザ	liza
マーラー	mahler
カストロ	castro
ワシ	orol
新星	novu
新星	nova
農薬	pesticídy
農薬	pesticídov
農薬	pesticídy
農薬	pesticídov
テヘラン	teheráne
ブロンズ	bronz
アントワーヌ	antoine
スキップ	preskočiť
スキップ	preskočila
ヤシ	palm
ヤシ	dlaň
小切手	šeky
小切手	šek
絶叫	kričať
絶叫	výkrik
手榴弾	granát
手榴弾	granáty
パルチザン	partizán
セネガル	senegalský
セネガル	senegal
ソーラー	slnečné
ソーラー	solárne
ソーラー	solárny
ソーラー	slnečná
議定書	protokolu
議定書	protokol
ピザ	pizzu
ピザ	pizza
土星	saturn
サクセス	úspešné
サクセス	úspešný
サクセス	úspešná
サクセス	úspešnosť
サクセス	úspech
ニカラグア	nikarague
アラー	alah
海老	krevety
海老	krevety
海老	kreviet
海老	krevety
コンパイラ	kompilátory
コンパイラ	kompilátor
退屈	nuda
退屈	nudí
退屈	nuda
ダーツ	šípky
シボレー	chevy
シボレー	chevrolet
シフ	schiff
酸性	kyslých
酸性	kyslé
酸性	kyslá
酸性	kyslý
中庭	dvore
中庭	dvor
ウィークリー	týždenné
ウィークリー	týždenne
ウィークリー	týždenný
ウィルス	vírusom
ウィルス	vírusu
ウィルス	vírusy
ウィルス	vírus
ウィルス	vírusov
ウィルス	vírusy
アンジェラ	angela
噴水	fontána
噴水	fontáne
噴水	fontány
噴水	fontány
リムジン	limuzína
リムジン	limuzíny
試練	skúškach
試練	skúšky
試練	pokusov
試練	pokusy
ガレージ	garáž
ガレージ	garáži
ガレージ	garáže
コンドル	condor
苦しむ	trpia
苦しむ	trpieť
ヘルプ	pomoc
ヘルプ	pomôžte
ヘルプ	pomôže
ヘルプ	pomôcť
スーパーマン	superman
レンガ	tehly
レンガ	brick
ブラント	brant
ブラント	brandt
リベンジ	pomsta
リベンジ	pomstu
リベンジ	odplata
ミヒャエル	michaela
ミヒャエル	michal
ミヒャエル	michael
投影	projekcia
投影	prognóza
投影	projekcie
投影	premietanie
イデオロギー	ideológie
イデオロギー	ideológie
オルレアン	orleans
オルレアン	orléans
切腹	seppuku
わくわく	vzrušujúce
わくわく	vzrušujúci
わくわく	teším
わくわく	vzrušený
わくわく	nadšená
着信	prichádzajúce
着信	prichádzajúci
ベティ	betty
サモア	samoa
パーマー	palmer
ベーシック	základný
ベーシック	základné
ベーシック	základného
ベーシック	základná
切り札	trump
包装	obaly
包装	obalov
包装	obal
包装	balenie
包装	balenia
鉛筆	ceruzku
鉛筆	ceruzky
鉛筆	ceruzky
会計士	účtovník
カーリング	curling
ヒート	tepla
ヒート	teplo
ヒート	horúčavy
東南	juhovýchodnej
アウディ	audi
干拓	regenerácia
隣人	sused
隣人	suseda
隣人	susedka
隣人	sused
隣人	susedka
隣人	suseda
乱暴	drsný
乱暴	drsne
エヴァ	eva
後悔	ľútosť
後悔	ľutovať
後悔	ľutuje
後悔	ľútosť
催眠	hypnóza
ハエ	fly
ハエ	letieť
ハエ	letia
ハエ	lietať
ハエ	mucha
エセックス	essex
マーベル	marvel
悪霊	démon
悪霊	démona
悪霊	démoni
悪霊	démonov
悪霊	démonmi
醍醐	daigo
汚職	korupcia
汚職	korupcie
汚職	korupciu
取り付ける	priložiť
取り付ける	pripojiť
必然	nevyhnutne
服飾	kostým
ロケーション	umiestnenie
ロケーション	miesto
ロケーション	umiestnenia
ロケーション	poloha
ロケーション	lokalita
牛肉	hovädzí
牛肉	hovädzie
ジョンストン	johnston
散乱	rozptyl
レジスタンス	odolnosť
レジスタンス	rezistencia
レジスタンス	odpor
胎児	plod
マーカス	marcus
可児	kani
チャールストン	charlestonu
由緒	histórie
由緒	histórii
由緒	históriu
由緒	história
由緒	dejiny
地下水	podzemných
好奇心	zvedavý
好奇心	zvedavá
好奇心	zvedavosť
エドウィン	edwin
花粉	peľ
サタン	satana
サタン	satan
生態学	ekologického
生態学	ekologické
生態学	ekologický
生態学	ekologická
生態学	ekológia
サイクリング	cyklistika
フレックス	flex
バスト	poprsie
レゲエ	reggae
フェーズ	fázy
フェーズ	fáza
タフ	tvrdý
タフ	ťažké
タフ	tvrdá
スパイス	korenia
スパイス	koreniny
スパイス	korenie
スパイス	korenie
九鬼	kuki
ヘンダーソン	henderson
光沢	lesk
光沢	lesklý
トラウマ	traumu
トラウマ	úraz
トラウマ	trauma
親指	palec
親指	palce
親指	palec
フォロー	sledovanie
フォロー	follow
フォロー	sledujte
フォロー	nasledovať
フォロー	sledovať
フォロー	nasleduje
政治局	politbyra
粉末	múka
粉末	múku
粉末	prášok
粉末	prášku
粉末	prášky
粉末	prášok
ジブラルタル	gibraltár
プレイボーイ	playboy
マーズ	marse
マーズ	mars
グレゴリー	gregory
グレゴリー	gregor
セバスティアン	sebastian
ゴダール	godard
