támogatója	сторонник
jeges	холодный
mesterségesen	искусственно
xxiii	xxiii
változók	переменных
változók	переменные
rush	раш
bíbor	фиолетовый
bíbor	crimson
constantin	константин
martha	марта
torre	торре
palesztin	палестины
palesztin	палестину
palesztin	палестина
palesztin	палестинский
palesztin	палестинские
palesztin	палестинских
palesztin	палестинцы
palesztin	палестинская
aviv	авив
legősibb	старшая
megőrzése	сохранять
megőrzése	сохранения
megőrzése	сохранение
cohen	коэн
képességek	способности
képességek	умение
képességek	способность
képességek	навыков
képességek	навыки
federer	федерер
patricia	патриция
mozgását	движения
parkok	парки
parkok	парков
gazdálkodás	менеджмент
gazdálkodás	руководство
gazdálkodás	управление
gazdálkodás	земледелия
pentium	pentium
berry	берри
újságok	газет
újságok	газеты
mir	мир
hannah	ханна
sportban	спортивные
sportban	спорт
sportban	спортивная
sportban	sports
gil	гил
gerincesek	позвоночных
ace	эйс
ace	туз
ace	ас
megyek	едем
megyek	иду
foix	фуа
chicagói	чикаго
létrehozva	создание
létrehozva	созданные
létrehozva	созданный
létrehozva	создано
létrehozva	создана
létrehozva	создан
zero	ноль
zero	зеро
zero	нулевой
karibi	карибского
praktikus	практических
praktikus	практическая
praktikus	практические
praktikus	удобно
hepburn	хепберн
ellentétek	противоположности
következetesen	последовательно
következetesen	последовательная
következetesen	последовательно
megölni	убей
megölni	убивать
megölni	убить
gérard	жерар
bennszülött	коренное
bennszülött	коренных
bennszülött	коренные
bennszülött	родной
fenntartható	устойчивый
fenntartható	устойчивые
fenntartható	устойчивое
fenntartható	устойчивая
vonzó	привлекательна
vonzó	привлекательная
vonzó	привлекательно
vonzó	привлекательный
vonzó	привлекательным
homoszexuális	гомосексуальные
kombinált	сочетании
aromás	ароматических
foglyok	заключенных
foglyok	заключенные
hatékonyan	эффективное
hatékonyan	эффективный
hatékonyan	эффективная
hatékonyan	эффективного
hatékonyan	эффективно
hatékonyan	эффективно
elméletileg	гипотетически
elméletileg	теоретически
énekli	поет
énekli	поёт
granada	гранада
védők	защитники
védők	правозащитники
védők	правозащитников
terhesség	беременности
terhesség	беременность
vezeték	трубопровода
vezeték	провод
vezeték	проводка
készítő	создатель
richardson	ричардсон
ruha	одежда
ruha	одежды
ruha	одежду
ruha	наряд
ruha	платье
ruha	одежда
ruha	одежду
terek	пробелы
terek	пространства
woody	вуди
vie	vie
gyűrűt	ринг
gyűrűt	кольцо
gyűrűt	кольца
tartósan	стойкие
tartósan	настойчивые
tartósan	стойких
tartósan	постоянно
tartósan	навсегда
tanítani	обучение
tanítani	преподавание
tanítani	преподавания
tanítani	преподавать
tanítani	учить
tanítani	научить
kíséri	сопровождает
kifejezett	выраженный
kifejezett	произносится
kifejezett	выражено
kifejezett	выразил
kifejezett	выраженное
kifejezett	выраженные
kifejezett	выраженную
adók	налоговых
adók	налог
adók	налоги
adók	налоговая
adók	налоги
húsvét	пасхи
rabszolga	раб
rabszolga	раба
termesztett	культивируемых
látszólagos	очевидной
lily	лилия
lily	лили
jogilag	легально
jogilag	юридически
jogilag	законно
genfi	женева
genfi	женевская
zár	заблокировать
zár	замок
zár	блокировка
zár	блокировка
zár	блокировки
zár	закрывает
zár	закрывается
lépcső	лестница
lépcső	лестнице
lépcső	лестница
lépcső	шаг
lépcső	этапы
lépcső	ступеньки
lépcső	шаги
lépcső	ступеньки
lépcső	лестнице
lépcső	лестница
lépcső	лестницы
szárnyai	крылья
zeitung	zeitung
carol	кэрол
vitorlázás	плавания
éjjeli	ночной
éjjeli	ночные
éjjeli	nite
vedd	возьми
vedd	бери
vedd	берите
vedd	принять
vedd	возьмите
vedd	взять
koronás	коронован
rab	заключенный
rab	заключённый
rab	заключенный
rab	заключённый
szárazföld	земли
szárazföld	земельный
szárazföld	land
szárazföld	земля
szárazföld	материке
pleisztocén	плейстоцена
cserék	обменов
cserék	биржи
cserék	обмены
kint	снаружи
kint	вне
felügyelet	надзор
felügyelet	надзора
felügyelet	наблюдение
felügyelet	наблюдения
javak	товары
javak	товаров
javak	грузы
baskír	башкирская
thomson	томсон
alejandro	алехандро
salamanca	саламанка
messier	мессье
sarthe	сарта
terápia	терапии
terápia	терапия
gorkij	горького
gorkij	горький
egészség	здоровья
egészség	здоровье
egészség	здравоохранения
egészség	здравоохранение
testőr	телохранитель
gilles	жиль
burke	берк
burke	бёрк
sebészeti	хирургические
köztes	промежуточный
köztes	промежуточные
köztes	промежуточных
henderson	хендерсон
elképzelt	воображаемый
elképzelt	представляла
érdeklődő	ведет
érdeklődő	заинтересованных
érdeklődő	заинтересованная
érdeklődő	интересует
érdeklődő	заинтересованным
érdeklődő	интересно
érdeklődő	заинтересованные
darabjai	куски
darabjai	кусочки
ívelt	изогнутый
látvány	зрение
tengerész	моряк
tengerész	морские
tengerész	морской
tengerész	морская
tengerész	матрос
ütközik	сталкиваются
disco	диско
márki	маркиз
wells	скважины
wells	уэллс
valentin	валентин
valentin	валентин
valentin	валентина
fehérjék	белок
fehérjék	белка
fehérjék	белки
fehérjék	белков
fehérjék	белки
felfogás	восприятие
felfogás	восприятие
felfogás	восприятия
táblázatok	таблицы
táblázatok	столы
táblázatok	столики
táblázatok	таблицы
gépesített	механизированной
találkoztam	встретили
találkoztam	встретились
találkoztam	встретил
támadásokat	атаки
támadásokat	нападений
támadásokat	нападения
támadásokat	нападки
emlékezés	вспоминая
emlékezés	воспоминание
cirkusz	цирк
januári	январь
januári	января
erőforrások	ресурсы
hozzájárul	способствует
melléknév	прилагательное
rituális	ритуал
rituális	ритуальное
fiziológiai	физиологические
fiziológiai	физиологии
labor	лаборатории
labor	лаборатория
labor	lab
feketék	черные
feketék	чёрные
feketék	чернокожих
meztelen	голые
meztelen	голая
meztelen	голый
meztelen	nude
inn	инн
inn	inn
valladolid	вальядолид
engedéllyel	лицензия
engedéllyel	лицензии
tallinn	таллин
tavi	озеро
tavi	лейк
elhagyni	бросить
fölötte	выше
csíkos	полосатый
csíkos	полосы
értelem	интеллект
értelem	разведка
értelem	разведки
értelem	интеллект
papa	папа
földek	земли
földek	земель
földek	полей
földek	поля
legfrissebb	latest
concerto	концерт
hasonlóak	аналогичная
hasonlóak	похожие
hasonlóak	аналогичное
hasonlóak	аналогичные
hasonlóak	схожие
árnyék	тени
árnyék	тени
árnyék	тень
árnyék	тени
árnyék	оттенок
árnyék	тень
klinika	клиника
klinika	клинике
klinika	клиники
tágas	просторные
wing	крыло
wing	крыла
belize	белиз
márciusi	марш
márciusi	март
márciusi	марта
falat	стена
falat	стене
falat	уолл
ellis	эллис
bergman	бергман
oldalakon	страницы
oldalakon	страниц
érd	проценты
érd	интерес
érd	заинтересованность
érd	интересы
invázió	вторжения
invázió	вторжение
tojást	яйца
tojást	яйцо
támogatói	поддерживающие
támogatói	сторонники
támogatói	сторонников
flavius	флавий
kifejező	выразительные
koszovó	косово
kifutó	подиум
kifutó	подиум
kifutó	полоса
nyaka	шею
nyaka	шея
earl	эрл
