முதலாளி	patron
அற்புதம்	muhtesem
அற்புதம்	muhteşem
அற்புதம்	müthiş
அற்புதம்	enfes
அற்புதம்	leziz
அற்புதம்	lezzetli
அற்புதம்	nefis
பெர்க்லி	berkeley
மொழிபெயர்க்க	tercüme
மொழிபெயர்க்க	çevir
மொழிபெயர்க்க	çeviri
அதிசயம்	mucize
அதிசயம்	merak
அதிசயம்	wonder
மீனின்	balık
எபிசோட்	bölüm
எபிசோட்	bolum
கியோட்டோ	kyoto
கச்சேரிகள்	konserler
கச்சேரிகள்	konser
எடி	eddie
எடி	eddy
இஸ்லாமியர்கள்	müslümanlar
இஸ்லாமியர்கள்	müslümanların
இஸ்லாமியர்கள்	müslümanlara
ஆப்கான்	afgan
கரன்	karan
அப்துல்லாஹ்	abdullah
அல்பேனியா	arnavutluk
பிலாத்து	pilatus
மறுவாழ்வு	rehabilitasyon
மகிமை	ihtişam
மகிமை	şeref
மகிமை	zafer
மகிமை	glory
பாத்	banyo
பாத்	küvet
போதகர்	vaiz
கோபா	copa
நரகம்	hell
நரகம்	cehennem
சிரிப்பு	gülüş
சிரிப்பு	gülmek
சிரிப்பு	kahkahalar
சிரிப்பு	kahkaha
சிரிப்பு	gülün
சிரிப்பு	gülme
சிரிப்பு	gülmek
சிரிப்பு	gül
சிரிப்பு	kahkaha
டைட்டானிக்	titanic
டைட்டானிக்	titanik
யோ	yoo
கேஸ்	case
கேஸ்	vaka
கேஸ்	dava
கேஸ்	benzin
கேஸ்	gaz
லெவி	levy
ஜும்மா	juma
என்றென்றும்	sonsuza
என்றென்றும்	ebediyen
கேல்	gale
கேல்	kel
படுகை	havzası
படுகை	leğen
தீன்	deen
வாழைப்பழம்	muz
கிடைக்காது	ulaşılamıyor
கிடைக்காது	kullanılamaz
கிடைக்காது	müsait
கிடைக்காது	kullanılamıyor
பவுண்டுகள்	sterlin
பவுண்டுகள்	pound
பவுண்டுகள்	kilo
நிச்சயமற்ற	belirsizlik
மாறு	değiştir
மாறு	geçiş
சேர்க்கவும்	ekleyin
சேர்க்கவும்	ekle
சேர்க்கவும்	ekleme
சேர்க்கவும்	dahil
வடம்	kablo
வடம்	kablolu
சாரணர்	izci
சாரணர்	gözcü
கொழுப்புகள்	fats
கொழுப்புகள்	semiz
வெள்ளப்பெருக்கு	sel
அழகை	güzellik
குள்ள	çakal
குள்ள	cüce
குவியம்	odak
குவியம்	odaklanma
லெப்டினன்ட்	teğmen
லெப்டினன்ட்	komiser
பாதுகாக்கிறது	korur
பாதுகாக்கிறது	koruyor
இரிடியம்	iridyum
அங்கோலா	angola
அபூபக்கர்	abubakar
வைத்திருக்கிறது	tutar
நார்மன்	norman
எதற்காக	neden
எதற்காக	niçin
எதற்காக	niye
பீனிக்ஸ்	anka
பீனிக்ஸ்	phoenix
லேன்	lane
லேன்	şerit
குமட்டல்	bulantı
நிமிர்ந்து	zorla
மாண்டரின்	mandarin
ஆரியன்	aryan
பராகுவே	paraguay
கடுகு	hardal
குத்திக்	delici
குத்திக்	piercing
காசோலை	çek
நண்டுகள்	yengeç
ரகசியமாக	gizliden
ரகசியமாக	gizlice
ரகசியமாக	gizlidir
ரகசியமாக	gizli
காண்கிறார்	izlerken
காண்கிறார்	izlemek
காண்கிறார்	izleyen
காண்கிறார்	izliyorum
காண்கிறார்	izliyor
பலேடியம்	paladyum
தூண்டில்	yem
கருத்தைப்	yorumda
கருத்தைப்	yorumu
கருத்தைப்	yorum
கருத்தைப்	yoruma
ஹரோல்ட்	harold
உலோகவியல்	metalurji
ஹாமில்டன்	hamilton
அசோசியேஷன்	assoc
பிரதிபலிக்கிறது	yansıtan
கபி	kabhi
மகாராஜ்	maharaj
ஆமாம்	evet
ஆமாம்	yes
தன்னார்வலர்கள்	gönüllü
தன்னார்வலர்கள்	gönüllüler
மடகாஸ்கர்	madagaskar
கேள்	sor
கேள்	sorun
கேள்	dinle
நார்னியா	narnia
சோயா	soya
குச்	kuch
துணிகளை	kıyafet
துணிகளை	elbise
துணிகளை	elbiseler
துணிகளை	giysiler
துணிகளை	kıyafetler
மறதி	amnezi
பஜார்	pazar
பஜார்	çarşı
பஜார்	bazaar
உடம்பு	hasta
உடம்பு	hastayım
கண்களால்	göz
கண்களால்	gözler
கண்களால்	gözleri
கால்டுவெல்	caldwell
மாத்திரைகள்	hap
மாத்திரைகள்	haplar
மாத்திரைகள்	ilaçlar
கோல்ஃப்	golf
கோல்ஃப்	golf
ஆதித்யா	aditya
அரக்கு	kestane
வாட்ச்மென்	watchmen
வாட்ச்மென்	gözcüler
வாடி	wadi
மாதாந்திர	aylık
பாலிடெக்னிக்	politeknik
எழுது	yazma
எழுது	yazın
எழுது	yaz
எழுது	beste
எழுது	yansın
எழுது	yan
எழுது	yanar
எழுது	yanık
எழுது	yak
பிரயன்	brian
பிரயன்	brain
பிரயன்	bryan
சர்க்கார்	sarkar
ராஜினாமா	istifa
பவள	coral
பவள	mercan
நைஜல்	nigel
ஆதாயம்	kazanç
அறிவிப்புகள்	bildirimleri
அறிவிப்புகள்	bildirim
அறிவிப்புகள்	bildirimler
ஓரம்	sınır
பிளேர்	blair
ஐன்ஸ்டீன்	einstein
சந்தர்ப்பத்தில்	fırsat
சந்தர்ப்பத்தில்	vesile
கிளீசு	gliese
தொண்டர்கள்	gönüllü
தொண்டர்கள்	gönüllüler
அரட்டை	muhabbet
அரட்டை	sohbet
அரட்டை	muhabbet
அரட்டை	sohbet
அரட்டை	chat
நடத்தல்	yürüyen
நடத்தல்	yürümek
நடத்தல்	yürüyorum
நடத்தல்	yürüyüş
நடத்தல்	yürüme
உணரி	algılayıcı
உணரி	sensör
பேரம்	pazarlık
ஏவல்	zorunlu
ஏவல்	mecburi
குயின்	queen
குயின்	kraliçe
குயின்	vezir
பாக்தாத்	bağdat
சட்டவிரோத	illegal
சட்டவிரோத	yasadışı
சிக்கலானது	karmaşıklık
சிக்கலானது	kritik
சிக்கலானது	eleştirel
சிக்கலானது	karışık
சிக்கலானது	karmaşık
ட்விட்டர்	heyecan
ட்விட்டர்	twitter
புறக்கணிப்பு	boykot
முகவர்கள்	ajanlar
முகவர்கள்	ajan
வில்வித்தை	okçuluk
உணர்	hissediyorum
உணர்	hissetmek
கோகோ	coco
கோகோ	koko
பிளஸ்	artı
பிளஸ்	plus
பாசிச	faşist
பரிவு	sempati
ஏந்திய	holding
பூட்டி	ganimet
எமினெம்	eminem
கொட்டும்	sağanak
பாப்லோ	pablo
தூக்கம்	uykusu
தூக்கம்	uykulu
தூக்கம்	uyku
தூக்கம்	uyu
தூக்கம்	uyumak
மீட்பர்	kurtarıcı
மீட்பர்	redeemer
மீட்பர்	kurtarıcı
கூறினார்கள்	kefil
கழி	çıkar
சமஸ்கிருதத்தில்	sanskritçe
மாலுமிகள்	denizciler
கவர்	koru
கவர்	kapak
அண்ட்ராய்டு	android
ருவாண்டா	ruanda
வியர்வை	ter
கென்னத்	kenneth
ஞானத்தை	hikmet
ஞானத்தை	bilgelik
தகுதியான	uygun
புரட்சிகரமான	devrim
புரட்சிகரமான	devrimci
குறிக்கோள்கள்	amaçları
குறிக்கோள்கள்	amaçlar
குறிக்கோள்கள்	gol
குறிக்கோள்கள்	hedefler
குறிக்கோள்கள்	amaçlar
குறிக்கோள்கள்	hedefleri
பொதுவானது	kamu
பொதுவானது	halk
சுல்தான்கள்	sultanlar
தோமசு	tomas
எல்லிஸ்	ellis
விக்	peruk
விக்	vic
நிரப்பு	doldur
நிரப்பு	doldurun
நிரப்பு	doldurma
வெறி	çaresiz
வெறி	umutsuz
வெறி	ümitsiz
மருமகள்	yeğen
மருமகள்	yeğeni
டாய்	dai
பாலும்	süt
பாலும்	milk
பாலும்	sütlü
அந்தோணி	anthony
அந்தோணி	antony
அடித்தல்	kırbaç
அடித்தல்	whip
கில்பர்ட்	gilbert
குழப்பமான	kaos
குழப்பமான	karmaşa
குழப்பமான	kargaşa
குழப்பமான	karıştı
குழப்பமான	karışık
குழப்பமான	şaşkın
ராசி	razi
ராசி	zodiac
சேகரித்தல்	casusluk
ஓரி	ori
வரிவிதிப்பு	vergilendirme
வரிவிதிப்பு	vergi
கொக்கோ	kakao
எட்கர்	edgar
பலவீனம்	zayıflığı
பலவீனம்	zayıflık
அழைப்பிதழ்	davet
அழைப்பிதழ்	davetli
அழைப்பிதழ்	davetiye
பந்துவீச்சு	bovling
பந்துவீச்சு	bowling
வெளியீட்டாளர்	yayıncı
சோபியா	sofia
சோபியா	sofya
சோபியா	sofya
சோபியா	sophia
நொடிகள்	saniye
நொடிகள்	saniyeler
நொடிகள்	saniye
நொடிகள்	sn
கடல்கள்	denizler
வடிவமைத்தல்	biçimlendirme
டிசைன்	tasarım
டிசைன்	dizayn
வரம்புகள்	kısıtlamalar
வரம்புகள்	sınırlamalar
வரம்புகள்	sınırlar
வரம்புகள்	sınırları
வரம்புகள்	limit
பிசின்	reçine
நேப்பியர்	napier
மார்ஸ்	mars
பேச்சுக்கள்	konuşuyor
பேச்சுக்கள்	konuşur
உடைகளை	kıyafet
உடைகளை	elbise
உடைகளை	elbiseler
உடைகளை	giysiler
உடைகளை	kıyafetler
குப்லாய்	kubilay
சிலிகான்	silikon
பரம	param
சேத்	seth
துயரம்	keder
குணமாகும்	iyileşti
குணமாகும்	iyileşmiş
சுட்டிக்காட்டி	göstergesi
சுட்டிக்காட்டி	gösterge
பசை	tutkal
பசை	yapıştırıcı
புதுப்பித்தல்	yenile
சிமோன்	simone
டெனிஸ்	denise
டெனிஸ்	denis
ராய்ட்டர்ஸ்	reuters
ரெனே	rene
சைனா	çin
வினவல்	sorgu
வினவல்	sorgulama
பாதுகாவலர்	koruyucuları
பாதுகாவலர்	koruyucular
பாதுகாவலர்	koruma
பாதுகாவலர்	korunmak
பாதுகாவலர்	korunma
விருந்தோம்பல்	konukseverlik
யாம்	yam
எக்குவடோர்	ekvator
எக்குவடோர்	ekvador
மிமி	mimi
இராதாகிருஷ்ணன்	radhakrishnan
ஸ்டுடியோஸ்	stüdyoları
கார்ட்டர்	carter
பைசா	kolombiyalı
தன்னம்பிக்கை	emin
தன்னம்பிக்கை	güven
தன்னம்பிக்கை	özgüven
வாரிசுகள்	mirasçı
வாரிசுகள்	vâris
வாரிசுகள்	varisi
வாரிசுகள்	varis
மரியானா	mariana
ஜெஃப்ரி	jeffrey
சாதிக்	sadık
லூசியா	lucia
சாட்சிகள்	tanık
சாட்சிகள்	tanıklar
சாட்சிகள்	şahitler
சாட்சிகள்	şahit
விறகு	odun
கடன்களை	borç
கடன்களை	borçları
கடன்களை	borçlar
பாசு	basu
கேட்ஸ்	kapılar
கேட்ஸ்	kapıları
கேட்ஸ்	gates
கேட்ஸ்	kediler
கேட்ஸ்	kedi
மைக்கலாஞ்சலோ	michelangelo
மகளின்	kızı
மகளின்	kızım
மகளின்	kizi
வளைவுகள்	eğrileri
டட்லி	dudley
கடி	isırık
கடி	lokma
ஸ்கேன்	tarama
ஸ்கேன்	tara
சஹாரா	sahra
நேட்டோ	nato
மெஸ்ஸி	messi
கிராபிக்ஸ்	grafik
பெர்லிஸ்	perlis
டாங்	dang
டாங்	tang
டாங்	dong
உனது	sizin
உனது	senin
வெளிப்படுத்தல்	ifşa
நெருக்கம்	sıkıştırma
உண்பது	yiyor
உண்பது	yeme
ஜொனாதன்	jonathan
அனுபவித்து	keyif
அனுபவித்து	keyifli
ஈர	islak
அனுப்புதல்	gönderiliyor
அனுப்புதல்	gönderiyor
அனுப்புதல்	gönderiyorum
இரகசியம்	gizlidir
இரகசியம்	gizli
இரகசியம்	sır
இரகசியம்	secret
இரகசியம்	gizli
உண்ணாவிரதம்	oruç
தட்பவெப்பநிலை	iklim
எரித்திரியா	eritre
ரோட்ஸ்	rhodes
நாக்	tak
நாக்	dırdır
எலக்ட்ரானிக்	elektron
எலக்ட்ரானிக்	elektronik
சூடி	judi
வதந்திகள்	dedikodular
வதந்திகள்	söylentiler
கற்றாழை	aloe
வாக்குறுதி	soz
வாக்குறுதி	söz
விசாரணைகள்	sorularınız
விசாரணைகள்	araştırma
விசாரணைகள்	sorular
விசாரணைகள்	soruşturma
விசாரணைகள்	araştırmalar
மேட்ரிக்ஸ்	matrix
அறநெறி	erdem
அறநெறி	ahlak
அறநெறி	ahlâk
முன்னோட்டம்	bakış
முன்னோட்டம்	önizleme
சாவி	anahtar
சாவி	key
பிடிக்கவில்லை	nefret
சிறுவயது	çocukluğum
சிறுவயது	çocukluğu
சிறுவயது	çocukluk
உருகி	fitil
உருகி	sigorta
நினைவிடம்	anıt
நினைவிடம்	anma
நினைவிடம்	memorial
நாண்	akor
ஜோஷ்	josh
தினந்தோறும்	günlük
கல்லூரியை	üniversite
கல்லூரியை	kolej
கல்லூரியை	college
பரிந்துரைக்க	öner
பரிந்துரைக்க	önerin
முல்லர்	müller
முல்லர்	muller
முல்லர்	muller
ஏலக்காய்	kakule
தீர்மானங்கள்	kararları
தீர்மானங்கள்	kararlar
தீர்மானங்கள்	kararları
தீர்மானங்கள்	karar
தீர்மானங்கள்	kararlar
குற்றங்களை	hatalar
குற்றங்களை	suçları
குற்றங்களை	suçlar
குற்றங்களை	suçlar
சுட்ட	fırında
சுட்ட	pişmiş
கூன்	koon
டைட்டன்	titan
பிராண்ட்	brand
பிராண்ட்	marka
பிராண்ட்	markası
இலவங்கப்பட்டை	tarçın
நொடி	saniye
நொடி	sn
தட்டுகள்	plaka
தட்டுகள்	levhalar
தட்டுகள்	plakası
தட்டுகள்	tabak
தட்டுகள்	tabaklar
டேல்ஸ்	dales
சீரம்	serum
இசைக்கலைஞர்கள்	müzisyenler
இசைக்கலைஞர்கள்	müzisyen
விட்டாலும்	gerçi
பெர்னான்டோ	fernando
பிக்சல்	pikseli
பிக்சல்	piksel
உக்கிர	yoğunluk
உக்கிர	yoğunluğu
மனைவிகள்	eşleri
மனைவிகள்	karılar
மனைவிகள்	eşler
சாயல்	gölgelendirme
சாயல்	gölge
விரிவாகப்	medrese
வருணன்	varuna
பெர்லினில்	alıntılar
ஜெரோம்	jerome
தாரிக்	tarık
தாரிக்	tariq
தனிமை	yalniz
தனிமை	yanlız
தனிமை	yalnızlık
தனிமை	yalnız
தனிமை	yalnızlık
தனிமை	yalnızlık
பூசன்	busan
பாசுபேட்டு	fosfat
டக்கர்	tucker
பெராக்சைடு	peroksit
போலியான	sahte
நுண்ணுயிரி	mikroorganizma
வீடியோவில்	görüntülü
வீடியோவில்	video
முனைப்பு	girişim
முனைப்பு	girişimi
வெள்ளத்தில்	olmak
சந்திப்புகள்	görüşmeler
சந்திப்புகள்	toplantı
சந்திப்புகள்	toplantılar
கரோல்	carol
கரோல்	karol
தோரியம்	toryum
தருக்க	mantıksal
தருக்க	mantık
தருக்க	mantıklı
பைலட்	kılavuz
பைலட்	pilot
நிரப்பும்	dolgu
நிரப்பும்	doldurma
நிரப்பும்	dolum
நகங்கள்	çivi
நகங்கள்	tırnak
நகங்கள்	tırnaklar
நகங்கள்	çiviler
சோனகர்	moors
தந்தம்	tusk
ஒட்டகம்	deve
விந்தை	bebeğim
விந்தை	bebek
ரோஷன்	roshan
கட்டில்	yatak
ரான்	ron
அபுல்	abul
மூக்கன்	ibis
மன்	mann
விக்கிமேனியா	wikimania
பிரித்தானிக்கா	britannica
மர்மமான	gizemli
மர்மமான	esrarengiz
ஜில்	jill
நிலவுகள்	aylar
நிலவுகள்	uydular
நிலவுகள்	uyduları
ஆதரவாளர்	destekçi
ஆதரவாளர்	destekçileri
அசிசி	assisi
ஸ்பா	spa
ஜெரார்ட்	gerrard
பூக்களை	çiçekler
பூக்களை	çiçek
கைதி	tutuklu
கைதி	tutsak
கைதி	mahkum
கைதி	esir
கைதி	mahkûm
கைதி	mahkumlar
கைதி	tutsak
கைதி	esirler
கைதி	cezaevi
கைதி	hapishane
கைதி	hapis
நிமிடத்திற்கு	mnt
நிமிடத்திற்கு	dakika
நிமிடத்திற்கு	dakikası
உலகங்கள்	dünyalar
உலகங்கள்	dünyaları
முறைகேடு	taciz
முறைகேடு	suistimal
முறைகேடு	istismar
பவுண்ட்	sterlin
பவுண்ட்	pound
மரடோனா	maradona
இணக்கமான	uyumlu
ஸ்மார்ட்	zeki
ஸ்மார்ட்	akıllı
ஸ்மார்ட்	akıllıca
கொடு	ver
கொடு	verin
கானல்	serap
கோனார்	conor
கெட்	ket
இறக்கம்	sarkması
கலந்தாய்வு	danışma
கலந்தாய்வு	rehberlik
கலந்தாய்வு	danışmanlık
நீராற்பகுப்பு	hidroliz
மாலுமி	denizci
சுங்க	gümrük
ஓட்டும்	sürüş
ரியாத்	riyad
கார்ப்பரேட்	şirket
கார்ப்பரேட்	kurumsal
அடுத்தது	sonraki
அடுத்தது	sırada
அடுத்தது	sıradaki
விஞ்சிய	transandantal
தியாகிகள்	şehit
வெட்டுதல்	kesme
வெட்டுதல்	kesmek
வெட்டுதல்	kesim
வெட்டுதல்	kesikler
நோயியல்	patoloji
முழங்கால்	dizim
முழங்கால்	diz
ஏரோது	herod
உதவிகரமாக	yararlı
உதவிகரமாக	yardımsever
உதவிகரமாக	faydalı
டிரினிடாட்	trinidad
ஹெர்பர்ட்	herbert
பர்மன்	burman
சல்மா	salma
கேரியர்	taşıyıcı
கேரியர்	operatör
தோல்வியுற்றது	başarısız
பேசவும்	konuş
பேசவும்	konuşmak
பேசவும்	talk
பேசவும்	konuşma
பேசவும்	konuş
கினபாலு	kinabalu
தொட்டிகள்	tencere
உறைந்த	donuk
உறைந்த	donmuş
உறைந்த	dondurulmuş
பருவமழை	muson
சில்லை	lonchura
கால்களும்	ayakları
கால்களும்	ayak
கால்களும்	ayaklar
சால்	şal
சால்	sal
யுனிவர்சிட்டி	üniv
சும்மா	sadece
சும்மா	just
இஸ்தான்புல்	istanbul
ஆண்ட்ராய்டு	android
காசிம்	kasım
காசிம்	qasim
செலுத்தல்	akış
செலுத்தல்	kaynağı
செலுத்தல்	yem
செலுத்தல்	besleme
உதவித்தொகை	bursu
உதவித்தொகை	burslu
உதவித்தொகை	burs
வெலிங்டன்	wellington
பென்ஸ்	peni
பென்ஸ்	benz
ஹெல்த்	sağlıkla
ஹெல்த்	sağlık
ஹெல்த்	saglik
நத்தை	salyangoz
பாவ்	pati
பாவ்	pençe
சட்டவிரோதமாக	illegal
சட்டவிரோதமாக	yasadışı
சட்டவிரோதமாக	yasadışı
பேசுபவர்கள்	konuşmacı
அலசி	açıklayın
அலசி	tanımla
மோதிரம்	ring
மோதிரம்	yüzük
மோதிரம்	halka
நிறைவுற்றது	bitmiş
நிறைவுற்றது	bitti
நிறைவுற்றது	bitirdim
நிறைவுற்றது	tamamlandı
நிறைவுற்றது	tamamlanmış
நிறைவுற்றது	tamamlandı
நிறைவுற்றது	tamamladım
குண்டுவெடிப்பு	bombalama
குண்டுவெடிப்பு	bombardıman
புகார்கள்	şikayetler
புகார்கள்	şikayetleri
புகார்கள்	şikayet
சீருடை	üniformalı
சீருடை	forma
சீருடை	üniforma
பதப்படுத்தப்பட்ட	işlenmiş
பிளேட்டோ	plato
#பெரிய	#büyük
ஒரியா	oriya
தன்னியக்க	otomatik
ஆர்ப்பாட்டம்	gösteri
லாம்	lam
கிருமிகள்	mikroplar
கிருமிகள்	mikrop
நீட்டி	ext
கடந்தது	geçmiş
ஹெய்டி	haiti
பதிமூன்று	onüç
பதிமூன்று	thirteen
ஸ்பென்சர்	spencer
அப்பு	apu
மெட்டா	meta
பார்க்கிறார்	görüntüleme
பார்க்கிறார்	görme
பார்க்கிறார்	izleme
எதிர்ப்புகள்	protesto
எதிர்ப்புகள்	protestolar
