லாவோஸ்	laos
இழப்பீடு	rémunération
பொட்டு	bindi
கோலங்கள்	dessins
நீட்டிப்பு	étendre
நீட்டிப்பு	prolonger
வினைச்சொல்	verbe
வினைச்சொல்	verbes
பிசுமத்	bismuth
ஜாகுவார்	jaguar
கிராமத்திற்கு	village
பாணிகள்	styles
அல்ஜீரியா	algérie
குளிர்காலம்	hiver
குளிர்காலம்	hivers
குறிப்பான	spécifiques
குறிப்பான	spécifique
காத்துக்	attente
காத்துக்	attendre
காத்துக்	attendant
செதுக்கப்பட்ட	taillé
செதுக்கப்பட்ட	gravé
செதுக்கப்பட்ட	taillée
செதுக்கப்பட்ட	sculpté
செதுக்கப்பட்ட	sculptés
ஜெனிபர்	jennifer
மஹா	maha
டோம்	dôme
டோம்	coupole
டோம்	dome
ஆராய்ச்சியாளர்	chercheuse
ஆராய்ச்சியாளர்	chercheur
பூஜா	pooja
நதியா	nadia
பத்திரிக்கையாளர்	journaliste
இர்வின்	irwin
இர்வின்	irvine
பங்குதாரர்கள்	intervenants
கட்ச்	kutch
புரூக்	brooke
புரூக்	brook
புரூக்	ruisseau
உற்பத்தியாளர்	constructeur
உற்பத்தியாளர்	manufacturier
உற்பத்தியாளர்	fabricant
புதன்கிழமை	mercredi
கொரியன்	coréens
கொரியன்	coréen
கொரியன்	coréenne
முன்னொட்டு	préfixe
படக்	batak
சாமா	chama
விவகாரம்	scandales
விவகாரம்	scandale
முதலாளித்துவ	capitaliste
முதலாளித்துவ	capitalistes
அடித்தளமாக	punie
பயோடீசல்	biodiesel
பயோடீசல்	biocarburant
பாடு	chantons
பாடு	chanter
பாடு	chante
கொதிக்க	bouillir
கொதிக்க	ébullition
சையத்	syed
பண்டார	pandore
பண்டார	pandora
தமன்	daman
சியாம்	siam
பாகா	baja
கிடங்கு	entrepôt
கிடங்கு	entrepôts
கிடங்கு	dépôt
கிடங்கு	référentiel
சொட்டு	goutte
சோடா	soude
சோடா	soda
அஜய்	ajay
நாஷ்	nash
பொருந்தாத	inégalé
பொருந்தாத	inégalée
பயங்கரமான	effrayante
பயங்கரமான	terrifiant
பயங்கரமான	effrayant
பயங்கரமான	affreux
பயங்கரமான	terrible
பயங்கரமான	épouvantable
பயங்கரமான	horrible
மலரின்	écrase
பொறுத்தே	dépend
பொறுத்தே	dépendra
சிறப்பானது	vedette
சிறப்பானது	recommandés
சிறப்பானது	vedettes
குங்குமப்பூ	safran
வெனிலா	vanille
உரையாற்றினார்	adressé
உரையாற்றினார்	adressée
வழித்தடங்கள்	routes
வழித்தடங்கள்	itinéraires
துறவறம்	sainte
துறவறம்	saint
குடிக்கும்	boire
குடிக்கும்	boisson
குடிக்கும்	potable
பார்க்கப்பட்டது	vu
பார்க்கப்பட்டது	vus
பார்க்கப்பட்டது	surveillés
பார்க்கப்பட்டது	regardée
பார்க்கப்பட்டது	regardé
பார்க்கப்பட்டது	regardées
பார்க்கப்பட்டது	visionné
காப்பாளர்	responsable
மேனி	manny
கையாளுதல்	maniabilité
கையாளுதல்	manipulation
கையாளுதல்	manutention
கையாளுதல்	manipuler
கையாளுதல்	manipulations
கையாளுதல்	manipulation
வழங்குவதில்	fournissant
டாப்ளர்	doppler
அடித்தள	cave
கார்டர்	carter
ரைடர்ஸ்	coureurs
ரைடர்ஸ்	cavaliers
குடிமகன்	citoyenne
குடிமகன்	citoyen
பேராசிரியர்கள்	professeurs
பேராசிரியர்கள்	profs
உருகிய	fondue
உருகிய	fondu
உருகிய	fondus
வைகுண்டர்	vaikundar
பால்டிக்	baltique
பால்டிக்	baltes
ஏற்கப்பட்டது	acceptées
ஏற்கப்பட்டது	acceptés
ஏற்கப்பட்டது	acceptée
ஏற்கப்பட்டது	accepté
அரசுகளும்	gouvernements
மொசாம்பிக்	mozambique
ஹரியானா	haryana
ஒட்டுண்ணி	parasites
சுடும்	shooter
சுடும்	tireur
ஃபெராரி	ferrari
ஜாதி	castes
ஜாதி	caste
நிறுத்தங்கள்	arrêts
நாகை	nagai
பர்	bavure
பர்	burr
ஈரம்	humide
ஈரம்	mouillé
ஈரம்	mouillés
ஈரம்	mouillée
ஈரம்	humides
மிருகங்கள்	animaux
விதிவிலக்கு	exceptions
விதிவிலக்கு	exception
விதிவிலக்கு	dérogations
பொறுமை	patience
குறிப்பை	remarque
குறிப்பை	note
குறிப்பை	notez
ஜார்ஜியா	géorgie
ஜார்ஜியா	georgie
சிறகுகள்	plumes
சிறகுகள்	wings
சிறகுகள்	ailes
காகம்	corneille
காகம்	crow
காகம்	corbeau
காகம்	corbeaux
அசலான	immaculé
ஜிகாத்	jihad
ஜிகாத்	djihad
பையன்	garçon
பையன்	boy
பையன்	mec
பையன்	guy
பையன்	gars
மெய்யான	originale
மெய்யான	original
மெய்யான	originaux
கோர்டன்	gordon
பெக்	supplier
பெக்	supplie
பெக்	mendier
ஹாரிசன்	harrison
கீத்	keith
சுற்றுகள்	rondes
சுற்றுகள்	ronds
குறும்படங்கள்	icônes
குரல்கள்	voix
சிண்ட்ரெல்லா	cendrillon
பானு	banu
மோ	moe
தோட்டக்கலை	horticulture
தோட்டக்கலை	horticole
தோட்டக்கலை	horticoles
தோட்டக்கலை	jardinage
தீவுக்கூட்டம்	archipel
அலைந்து	errer
இஞ்சி	gingembre
இஞ்சி	rousse
இஞ்சி	ginger
இஞ்சி	roux
கணவனை	mari
காசநோய்	tuberculose
கிட்ஸ்	kidz
கிட்ஸ்	kitts
பிரான்	braun
பிரான்	piran
ஏபெல்	abel
பெல்ஜிய	belge
பெல்ஜிய	belges
சமரசம்	compromis
சமரசம்	compromettre
பணியாளர்களின்	employés
பணியாளர்களின்	collaborateurs
பணியாளர்களின்	salariés
பணியாளர்களின்	personnel
முந்திரி	cajou
தோராயமான	rude
தோராயமான	bruts
திறமைகள்	aptitudes
திறமைகள்	compétences
திறமைகள்	talents
விஷம்	empoisonné
விஷம்	poisons
விஷம்	empoisonner
விஷம்	poison
அச்சே	aceh
பீங்கான்	porcelaine
கரோலின்	caroline
மதிப்புறு	littérale
மதிப்புறு	littéral
விஸ்கி	whiskey
விஸ்கி	whisky
விஸ்கி	whisky
பேனா	stylo
பேனா	pen
பேனா	plume
பேனா	stylos
பேனா	opengl
திணிப்பு	dépotoir
திணிப்பு	décharge
மசாலா	masala
ஸல்	sal
மாஸ்	masse
மாஸ்	messe
குத்து	punch
குத்து	poinçon
நட்டு	écrou
நட்டு	noix
ஊழி	époque
சொகுசு	luxe
நம்பத்தகுந்த	fidèlement
ஐஸ்வர்யா	aishwarya
யே	youpi
குங்	kung
சேகரிக்க	recueillir
சேகரிக்க	ramasser
சேகரிக்க	rassembler
சேகரிக்க	collecter
சேகரிக்க	collectionner
ஆலம்	alam
சுவடுகள்	sentiers
உகாண்டா	ouganda
கருக்கலைப்பு	avortement
கருக்கலைப்பு	avortements
கர்ப்பப்பை	cervicale
கர்ப்பப்பை	cervicales
கரீம்	karim
கரீம்	kareem
ஓபராய்	oberoi
காத்மாண்டு	katmandou
இரவுகள்	nuitées
இரவுகள்	nuits
இரவுகள்	soirs
ஷர்மா	sharma
வைமாக்ஸ்	wimax
செவ்வாய்க்கிழமை	mardi
பரிசுத்த	saintes
பரிசுத்த	sainte
பரிசுத்த	sacré
பரிசுத்த	saint
சியாங்	chiang
சியாங்	xiang
வரதட்சணை	dote
வரதட்சணை	dot
சர்வாதிகாரி	dictateur
புதர்	bushy
பீஸ்	pis
பீஸ்	beas
முகில்	nuage
முகில்	cloud
முகில்	nuages
கிட்மேன்	kidman
கிராமங்களை	bourgs
கிராமங்களை	villages
பூசி	chaud
பூசி	chaleureux
பூசி	chaleureuses
பூசி	chaude
முடுக்கம்	accélération
முடுக்கம்	accélérations
ஐபிஎல்	ipl
கடத்தப்பட்ட	kidnappée
கடத்தப்பட்ட	enlevée
கடத்தப்பட்ட	kidnappé
கடத்தப்பட்ட	enlevé
கடத்தப்பட்ட	enlevés
சோர்ஸ்	soares
இறுக்கமாக	serrée
இறுக்கமாக	serré
இறுக்கமாக	serrés
இறுக்கமாக	étroit
விரும்பத்தகாத	désagréables
விரும்பத்தகாத	déplaisant
விரும்பத்தகாத	désagréable
விரும்பத்தகாத	déplaisante
இசைக்கு	tune
இத்தாலியன்	italiennes
இத்தாலியன்	italienne
இத்தாலியன்	italien
இத்தாலியன்	italiens
ஒயிட்	blanche
ஒயிட்	blancs
ஒயிட்	blanches
ஒயிட்	blanc
தொந்தரவு	harcèlement
தொந்தரவு	déranger
தால்	dal
தால்	taal
சான்டா	santa
கேளுங்கள்	ecouter
கேளுங்கள்	ecoutez
கேளுங்கள்	écoutez
கேளுங்கள்	ecoute
கேளுங்கள்	écouter
கேளுங்கள்	écoute
ஃபிராங்கண்ஸ்டைன்	frankenstein
கிடைமட்ட	horizontales
கிடைமட்ட	horizontaux
கிடைமட்ட	horizontal
கிடைமட்ட	horizontalement
கிடைமட்ட	horizontale
கேன்ஸ்	cannes
கிளாஸ்கோ	glasgow
மட்டு	modulables
மட்டு	modulaire
மட்டு	modulaires
ஹாலந்து	hollande
வடிகால்	drainage
ஆக்ஸிஜன்	oxygène
செருகி	greffon
செருகி	greffons
செருகி	plugin
அடுப்பு	poêles
அடுப்பு	poêle
அடுப்பு	fourneau
அடுப்பு	cuisinière
புல்வெளி	herbages
புல்வெளி	pelouse
புல்வெளி	gazon
பழைமை	antiquaire
பழைமை	antiquités
பழைமை	antiquité
அடிமைத்தனம்	esclavage
அடிமைத்தனம்	dépendance
அடிமைத்தனம்	addictif
குரோ	kuro
குரோ	cro
குரோ	orc
குரோ	gro
தொடர்புடையவை	connexe
தொடர்புடையவை	connexes
தொடர்புடையவை	lié
தொடர்புடையவை	liés
லைலா	leila
ஷேக்ஸ்பியர்	shakespeare
மெர்ரில்	merrill
அன்ரன்	anton
வீர்	veer
ஜாஸ்	jazz
அன்பும்	aime
அன்பும்	amour
அன்பும்	aimer
அன்பும்	love
கலவைகள்	composés
வைரல்	viral
வைரல்	virale
சகாப்தம்	eer
சகாப்தம்	era
சகாப்தம்	époque
சேதி	sethi
அர்ஜூன்	arjun
தானியம்	grain
தானியம்	grains
தானியம்	céréale
தானியம்	céréales
மூ	moo
ரூஸ்வெல்ட்	roosevelt
டொபாகோ	tobago
செப்பெலின்	zeppelin
சாத்தியங்கள்	possibilités
ஆர்டர்	commandés
ஆர்டர்	ordonné
ஆர்டர்	commandé
ஆர்டர்	commandée
ஆர்டர்	ordonnée
ஆர்டர்	ordre
ஆர்டர்	commande
ஆர்டர்	commander
மதுவிலக்கு	interdiction
மதுவிலக்கு	prohibition
பயணிகளும்	voyageurs
கரங்கள்	mains
படிவங்கள்	formes
படிவங்கள்	formulaires
நிறைவடைந்தது	fini
நிறைவடைந்தது	terminée
நிறைவடைந்தது	finis
நிறைவடைந்தது	terminé
நெடுந்தீவு	delft
சமர்	samar
தீர்மானிக்கிறது	détermine
திருடன்	voleuse
திருடன்	voleur
கபில	chestnut
கபில	châtaignes
கபில	marrons
ஜோவி	jovi
நாற்காலி	chaise
நாற்காலி	président
நாற்காலி	présidence
நாற்காலி	fauteuil
விற்பனையாளர்	vendeur
ஓநாய்	loup
ஓநாய்	loups
ஓநாய்	wolf
ஓநாய்	louve
வர்ண	pigment
பாகு	bakou
கோலார்	kolar
பீட	plateau
கிராமத்து	village
உத்திகளை	stratégies
பத்தொன்பது	nineteen
பிரிமியர்	première
பிரிமியர்	premiere
ஹாப்	houblon
ஹாப்	hop
தேவதைகள்	fées
தேவதைகள்	anges
தேவதைகள்	angels
கோர்ட்	tribunal
கோர்ட்	cour
அஸ்ஸாம்	assam
லூனா	luna
முன்மொழியப்பட்ட	proposée
முன்மொழியப்பட்ட	proposé
முன்மொழியப்பட்ட	proposées
முன்மொழியப்பட்ட	proposés
ஆண்டனி	anthony
ஆண்டனி	antoine
அருளும்	grâces
அருளும்	grâce
அருளும்	grace
நறுமணம்	arôme
நறுமணம்	senteurs
நறுமணம்	parfum
நறுமணம்	parfums
சுயமாக	self
தேனீக்கள்	abeille
தேனீக்கள்	abeilles
அறிக்கைகளை	déclarations
உரங்கள்	fertilisants
உரங்கள்	engrais
பெண்டிர்	mesdemoiselles
பெண்டிர்	mesdames
பெண்டிர்	dames
நெறிகள்	protocoles
நார்மாண்டி	normande
நார்மாண்டி	normandie
எல்லாவற்றிலும்	tout
ஃபேஸ்புக்	facebook
ஜோனாஸ்	jonas
செய்தித்தாள்கள்	journaux
செய்தித்தாள்கள்	quotidiens
ஜேக்கப்	jacob
நெற்றி	front
உணர்தல்	réalisation
சந்தித்தனர்	rencontrez
சந்தித்தனர்	rencontre
சந்தித்தனர்	rencontrer
பூசாரி	priest
பூசாரி	prêtre
பூசாரி	curé
உதாரணமாகும்	sportivité
வணிகங்கள்	entreprises
லாலா	lala
பிங்	bing
பிங்	ping
கபீர்	kabir
திருப்பு	retournement
திருப்பு	flip
ஆணி	ongles
ஆணி	clou
ஆணி	ongle
ஆணி	clouer
ஆணி	clous
டிஸ்கவரி	découverte
டிஸ்கவரி	découvertes
டிஸ்கவரி	discovery
ஆத்தர்	arthur
சத்ய	satya
குறைத்தது	réduit
குறைத்தது	réduite
குறைத்தது	réduites
கலந்துகொண்டனர்	allé
கலந்துகொண்டனர்	participé
இல்லாமலே	sans
மதீனா	médina
மதீனா	medina
மதீனா	médine
மோர்கன்	morgane
மோர்கன்	morgan
மன்மதன்	cupidon
வீனஸ்	venus
வீனஸ்	vénus
சித்தார்த்	siddharth
பெய்லி	bailey
பெய்லி	baily
தொகுக்கப்பட்டது	compilés
தொகுக்கப்பட்டது	compilé
தொகுக்கப்பட்டது	compilées
எளிமை	simplicité
மினாக்	minogue
லூர்து	lourdes
மன்சூர்	mansoor
எஸ்தர்	esther
டூர்	visite
டூர்	tour
டூர்	tournée
சுற்றிப்	autour
சுற்றிப்	alentour
இம்பால்	imphal
சுழலி	turbine
புலிட்சர்	pulitzer
ஆய்வக	laboratoire
ஆய்வக	laboratoires
நெபுலா	nébuleuse
பகைமை	inimitié
பகைமை	hostilité
கிரியை	travaux
கிரியை	œuvres
கிரியை	oeuvres
அமல்	amal
பாதிக்கப்பட்டவர்கள்	victimes
வெற்றிடம்	vide
துடுப்பு	nageoire
துடுப்பு	fin
துடுப்பு	raquette
துடுப்பு	pagaie
விரிவுரையாளர்	conférencier
கலந்துகொண்ட	participé
வினாடி	second
வினாடி	deuxième
வினாடி	deuxieme
வினாடி	seconde
பத்திரிகையாளர்கள்	journaliste
பத்திரிகையாளர்கள்	journalistes
டோன்	tonalité
டோன்	tonus
பிக்காசோ	picasso
பீட்	pete
சமத்துவ	érythréenne
சமத்துவ	érythréen
சமத்துவ	érythrée
சமத்துவ	érythréens
தேடிய	fouillée
தேடிய	fouillé
தேடிய	cherché
தேடிய	recherché
மேம்படுத்தப்பட்டது	optimisées
மேம்படுத்தப்பட்டது	optimisé
மேம்படுத்தப்பட்டது	optimisés
மேம்படுத்தப்பட்டது	optimisée
அடைவு	annuaire
அடைவு	annuaires
அடைவு	répertoire
அடைவு	dossier
அடைவு	dépliant
பிடியில்	grip
பிடியில்	poigne
பிடியில்	poignée
துளி	goutte
துளி	drop
கெல்லர்	keller
கணித்த	prédit
பரிந்துரையை	recommandation
பரிந்துரையை	recommandations
அகதி	réfugiés
அகதி	réfugiées
அகதி	réfugiée
அகதி	réfugié
ஆதாம்	adam
ஃபிஸ்துலா	fistule
அவென்யூ	avenue
கோழிகள்	poulets
கோழிகள்	poules
மறுக்கப்பட்டது	refusées
மறுக்கப்பட்டது	refusé
மறுக்கப்பட்டது	refusée
பெல்லி	belle
குத்தகை	bail
எகான்	akon
தியோடர்	theodore
தியோடர்	théodore
ரிக்கோ	riko
ஹலோ	bonjour
ஹலோ	coucou
ஹலோ	hello
ஹலோ	salut
ஹலோ	bjr
வடை	vada
ஹார்வர்டு	harvard
சசி	shashi
கண்டியில்	kandy
புத்தம்	marque
வனவிலங்குகள்	faune
கேட்டது	entendu
கேட்டது	entendue
கேட்டது	entendues
கேட்டது	entendus
பத்மா	padma
பொலிவு	chamois
பொலிவு	buff
ஒட்டாவா	ottawa
தோற்றது	échec
தோற்றது	raté
தோற்றது	échoué
#ஒரு	#un
#ஒரு	#une
#ஒரு	#un
மூலை	corner
மூலை	coin
இமாலய	himalaya
நூர்	noor
நூர்	nour
அஃப்லெக்	affleck
நொதித்தல்	fermentation
ஆஸ்கர்	oscar
டேவி	davey
ஜகார்த்தா	jakarta
ஜகார்த்தா	djakarta
மீறும்	viole
மீறும்	enfreint
கார்ட்	chariot
கார்ட்	panier
கார்ட்	charrette
காக்ஸ்	cox
பாஷா	basha
பாஷா	pacha
எக்செல்	excelle
எக்செல்	excel
முட்கள்	épines
வினாக்கள்	questions
செயலற்ற	inactif
செயலற்ற	ralenti
கைரேகை	empreinte
இலினொய்	illinois
எத்தியோப்பியா	éthiopie
எத்தியோப்பியா	ethiopie
நாரதர்	narada
வாக்களிக்கும்	vote
வாக்களிக்கும்	voter
வாக்களிக்கும்	votants
கண்ணுக்குத்	invisible
கண்ணுக்குத்	invisibles
பெல்லா	bella
லாரா	laura
லாரா	laure
லாரா	lara
பிரான்சுவா	francois
பிரான்சுவா	françois
பிரான்சுவா	françois
அற்புதம்	impressionnant
அற்புதம்	super
அற்புதம்	génial
அற்புதம்	miam
அற்புதம்	délicieux
பெர்க்லி	berkeley
மொழிபெயர்க்க	traduire
மொழிபெயர்க்க	traduit
மக்சேசே	magsaysay
அதிசயம்	miracles
அதிசயம்	miraculeux
அதிசயம்	miraculeuse
அதிசயம்	miracle
அதிசயம்	émerveillement
அதிசயம்	merveille
அதிசயம்	wonder
மீனின்	louche
எபிசோட்	épisode
எபிசோட்	episode
விசுவநாதர்	vishwanath
கியோட்டோ	kyoto
ஊக்கிகள்	entrées
கச்சேரிகள்	concerts
எடி	eddie
எடி	eddy
எடி	eddy
எடி	ede
இஸ்லாமியர்கள்	musulmans
இஸ்லாமியர்கள்	musulman
ஆப்கான்	afghan
ஆப்கான்	afghans
ஆப்கான்	afghane
கரன்	karan
அப்துல்லாஹ்	abdullah
அப்துல்லாஹ்	abdallah
புலாவ்	batam
அல்பேனியா	albanie
பிலாத்து	pilate
மறுவாழ்வு	désintoxication
மகிமை	glorieux
மகிமை	gloire
மகிமை	glory
பாத்	bains
பாத்	baignoire
பாத்	bain
பாத்	bath
போதகர்	prédicateur
போதகர்	pasteur
கோபா	copa
நரகம்	hell
நரகம்	enfer
சிரிப்பு	rire
சிரிப்பு	rires
சிரிப்பு	rigole
சிரிப்பு	rire
சிரிப்பு	riez
டைட்டானிக்	titanic
யோ	yoo
கேஸ்	cas
கேஸ்	étui
கேஸ்	affaire
கேஸ்	gaz
லெவி	levy
லெவி	cotisation
லெவி	prélèvement
ஜும்மா	juma
என்றென்றும்	forever
கேல்	gale
கேல்	kel
படுகை	bassine
படுகை	bassin
மானியம்	dotation
பூஜைகள்	puja
தீன்	deen
வாழைப்பழம்	banane
வாழைப்பழம்	banana
வாழைப்பழம்	bananes
கிடைக்காது	indisponible
கிடைக்காது	indisponibilité
நிச்சயமற்ற	incertitudes
நிச்சயமற்ற	incertitude
மாறு	interrupteur
மாறு	basculer
மாறு	commutateur
காமினி	kamini
சேர்க்கவும்	ajout
சேர்க்கவும்	ajouter
சேர்க்கவும்	ajoute
சேர்க்கவும்	ajoutez
சேர்க்கவும்	incluent
சேர்க்கவும்	inclure
சேர்க்கவும்	comprennent
சேர்க்கவும்	inclut
ஷில்பா	shilpa
வடம்	câbles
வடம்	cable
வடம்	câble
சாரணர்	scout
சாரணர்	éclaireur
கொழுப்புகள்	graisses
வெள்ளப்பெருக்கு	inonder
வெள்ளப்பெருக்கு	inondations
வெள்ளப்பெருக்கு	inondation
அழகை	beauté
குள்ள	chacal
குள்ள	nain
குள்ள	nains
குள்ள	naine
குவியம்	focus
குவியம்	concentrer
லெப்டினன்ட்	lieutenant
பாதுகாக்கிறது	protège
பாதுகாக்கிறது	protègent
நாயக்	nayak
நாயக்	naik
இரிடியம்	iridium
அங்கோலா	angola
அபூபக்கர்	abubakar
நார்மன்	norman
நார்மன்	normand
நார்மன்	normands
நார்மன்	normande
எதற்காக	pourquoi
எதற்காக	why
பீனிக்ஸ்	phénix
பீனிக்ஸ்	phoenix
லேன்	lane
குமட்டல்	nausées
குமட்டல்	nausée
நிமிர்ந்து	forcé
நிமிர்ந்து	obligé
நிமிர்ந்து	contraint
நிமிர்ந்து	forcée
விக்கிகள்	wikis
சினி	cine
மாண்டரின்	mandarin
மாண்டரின்	mandarine
ஆரியன்	aryens
ஆரியன்	aryenne
பராகுவே	paraguay
கடுகு	moutarde
குத்திக்	perçant
குத்திக்	piercing
குத்திக்	perçage
கவுர்	kaur
விசாரிக்க	enquêter
காசோலை	chèque
நண்டுகள்	crabes
ரகசியமாக	secrètement
ரகசியமாக	confidentielle
ரகசியமாக	confidentiel
ரகசியமாக	confidentiels
ரகசியமாக	confidentielles
காண்கிறார்	regardant
காண்கிறார்	regarder
பலேடியம்	palladium
தூண்டில்	appâts
தூண்டில்	appât
கருத்தைப்	commentaire
கருத்தைப்	commente
கருத்தைப்	commenter
ஹரோல்ட்	harold
வாரிசாக	hériter
உலோகவியல்	métallurgie
ஹாமில்டன்	hamilton
விகுதி	numérateur
அசோசியேஷன்	assoc
பிரதிபலிக்கிறது	représente
பிரதிபலிக்கிறது	réfléchissant
பிரதிபலிக்கிறது	refléter
பிரதிபலிக்கிறது	reflétant
மைனர்	mineures
மைனர்	mineure
மைனர்	mineur
கபி	kabhi
மகாராஜ்	maharaj
ஈறு	gencives
ஈறு	gommes
ஆமாம்	oui
ஆமாம்	yes
தன்னார்வலர்கள்	volontaires
தன்னார்வலர்கள்	bénévole
தன்னார்வலர்கள்	bénévoles
மடகாஸ்கர்	madagascar
கேள்	demander
கேள்	demandez
கேள்	demande
கேள்	ecouter
கேள்	ecoutez
கேள்	écoutez
கேள்	ecoute
கேள்	écouter
கேள்	écoute
நார்னியா	narnia
விடுதலைப்புலிகள்	ltte
சோயா	soya
சோயா	soja
குச்	kuch
துணிகளை	vêtements
துணிகளை	vêtement
உதவுவது	aidant
உதவுவது	aider
மறதி	amnésique
மறதி	amnésie
பஜார்	bazar
போஸ்லே	bhosle
உடம்பு	malades
உடம்பு	malade
கண்களால்	yeux
கால்டுவெல்	caldwell
மாத்திரைகள்	comprimés
மாத்திரைகள்	cachets
மாத்திரைகள்	pilules
கோல்ஃப்	golf
ஆதித்யா	aditya
அரக்கு	marron
நாற்று	sprout
வாடி	wadi
வாடி	oued
மாதாந்திர	mensuel
மாதாந்திர	mensuellement
மாதாந்திர	mensuels
மாதாந்திர	mensuelle
பாலிடெக்னிக்	polytechnique
எழுது	écrivez
எழுது	ecrire
எழுது	écrire
எழுது	rédiger
எழுது	compose
எழுது	composer
எழுது	brûlure
எழுது	graver
எழுது	brûler
எழுது	brûlent
பிரயன்	brian
பிரயன்	bryan
சர்க்கார்	sarkar
ராஜினாமா	résignation
ராஜினாமா	démission
பவள	coraux
பவள	corail
நைஜல்	nigel
ஆதாயம்	gain
அறிவிப்புகள்	notifications
அறிவிப்புகள்	alertes
ஓரம்	marge
ஓரம்	marges
ஓரம்	frontière
ஓரம்	frontalier
ஓரம்	frontières
ஓரம்	border
ஓரம்	bordure
