年	jaar
複雜	complexe
複雜	complex
複雜	ingewikkeld
複雜	gecompliceerd
複雜	ingewikkelde
複雜	gecompliceerde
複雜	ingewikkeld
戰略	strategie
戰略	strategieën
三星	samsung
復興	renaissance
復興	heropleving
復興	opleving
個性	individualiteit
個性	persoonlijkheid
包圍	belegering
包圍	beleg
包圍	omringen
包圍	omsingelen
教室	klas
教室	klaslokaal
教室	klaslokalen
平行	parallel
平行	parallelle
平行	parallellisme
自主	autonomie
自主	zelfstandigheid
自主	autonoom
自主	autonome
金星	venus
寄生	parasitaire
寄生	parasiet
歌詞	teksten
拯救	verlossing
拯救	redding
拯救	zaligheid
拯救	redding
拯救	reddingsteam
拯救	redden
拯救	rescue
型態	typ
型態	type
型態	soort
病人	patiënten
病人	patienten
病人	geduldig
病人	patiënt
病人	patient
消防	brand
消防	vuren
消防	vuur
消防	brandbestrijding
優惠	voorkeuren
優惠	aanbod
優惠	bieden
優惠	aanbieden
優惠	aanbieding
優惠	korting
優惠	aanbiedingen
優惠	biedt
公頃	hectare
公頃	hectare
公頃	hectaren
搖滾	schommelen
搖滾	rotsen
搖滾	rots
搖滾	steen
搖滾	rock
圭	kyu
修訂	revisie
修訂	herziening
勞工	arbeid
勞工	labour
勞工	arbeid
前面	front
前面	voorkant
前面	voorzijde
囊	capsule
寺院	klooster
寺院	kloosters
執政	uitspraak
對外	extern
對外	uitwendig
織田	oda
專題	topic
專題	onderwerp
專題	onderwerpen
專題	thema
刊登	publiceer
刊登	publiceren
未知	onbekende
未知	onbekend
氣候	klimaat
頻率	frequenties
頻率	frequentie
徑	keng
偵探	detective
偵探	rechercheur
里昂	lyon
里昂	lyon
里昂	lyons
提醒	waarschuwingen
提醒	signalering
提醒	herinneringen
提醒	alarm
提醒	waarschuwing
提醒	signalering
提醒	alert
提醒	herinnering
友好	vriendschappelijk
友好	vriendelijke
友好	vriendelijk
片段	fragment
片段	fragment
片段	fragmenten
片段	fragmenten
片段	fragment
片段	clip
割	knippen
割	cut
割	snijden
泡	bubble
泡	zeepbel
泡	bubbel
政治局	politbureau
諮詢	consultatie
諮詢	overleg
諮詢	raadpleging
諮詢	consult
諮詢	consulteren
諮詢	raadplegen
岑	cen
分離	afscheiding
分離	scheiding
分離	afscheiding
分離	aparte
分離	gescheiden
分離	apart
品質	kwaliteit
品質	kwaliteiten
可見	zichtbaar
可見	zichtbare
液	vloeistof
液	vloeistof
液	vloeibaar
液	vloeibare
詩人	dichter
辦法	methode
騰	teng
資產	aanwinst
資產	asset
資產	activa
紀錄片	documentaire
紀錄片	docu
名詞	naamwoord
停車場	parkeren
停車場	parkeerplaats
停車場	parking
停車場	parkeergelegenheid
羅伯特	robert
孟加拉	bengalen
孟加拉	bengaalse
夢想	droom
夢想	dromen
夢想	dream
夢想	dromen
夢想	dreams
覆蓋	overschrijven
覆蓋	cover
覆蓋	dekking
覆蓋	omslag
覆蓋	dekken
覆蓋	overschrijven
寫作	schrijven
寫作	schrijf
寫作	schrijven
弦	tekenreeks
弦	string
弦	touwtje
青海	qinghai
溝通	communicatie
溝通	mededeling
溝通	communiceren
溝通	communiceren
日記	tijdschrift
日記	journal
日記	dagboek
日記	dagboek
大地	aarde
大地	earth
醇	alcohol
苯	benzeen
珠海	zhuhai
即時	instant
即時	onmiddellijk
即時	onmiddellijke
世代	opwekking
世代	generation
世代	generatie
世代	generaties
王室	royalty
航空母艦	drager
航空母艦	vervoerder
航空母艦	carrier
移植	transplantatie
移植	transplantatie
四季	seizoenen
決議	resolutie
考古	archeologisch
考古	archeologische
考古	archeologie
考古	archeologisch
考古	archeologische
考古	archeologie
姐妹	sisters
姐妹	zusters
姐妹	zussen
姐妹	zusjes
姐妹	zus
姐妹	zusje
姐妹	zuster
草原	grasland
草原	grasland
草原	graslanden
草原	prairie
草原	steppe
草原	savanne
發音	uitgesproken
發音	uitspraak
發音	uitspreken
高地	upland
高地	hoogland
高地	highlands
高地	hooglanden
高地	hoogland
高地	highland
高地	terra
高地	hoogten
高地	hoogtes
高地	heights
咀	tsui
王位	troon
省份	provincie
省份	provincies
試驗	experiment
試驗	experimenteren
試驗	tests
試驗	testen
試驗	experimenten
試驗	proefnemingen
試驗	proeven
試驗	test
試驗	testen
習慣	gewoonten
習慣	gewoontes
習慣	gewoonte
忍	shinobu
酮	keton
資金	fondsen
脫	strippen
脫	uitkleden
脫	strip
神奈川	kanagawa
忍者	ninja
忍者	ninjas
機制	mechanismen
機制	mechanisme
禹	woo
尤其	vooral
紙	paper
紙	papier
降落	aanvoer
降落	aanlanding
降落	landing
鳳凰	feniks
鳳凰	phoenix
五個	vijf
五個	five
肇	hajime
喜愛	favoriet
喜愛	favoriete
洪水	overstroming
洪水	zondvloed
洪水	overstromingen
洪水	vloed
洪水	overstroming
洪水	overstromingen
洪水	overstromingen
防衛	verdediging
防衛	defensie
防衛	verdedigen
防衛	verdediging
防衛	verweerschrift
防衛	defensie
防衛	verweer
相當於	equivalent
相當於	gelijkwaardige
相當於	gelijkwaardig
巢	nest
巢	nestje
法定	statutaire
法定	statutair
委託	ingebruikneming
委託	ingebruikname
輸出	uitvoer
輸出	output
首映	première
首映	premiere
首映	premières
水利	hydraulisch
水利	hydraulische
藥	medicijnen
藥	geneeskunde
藥	geneesmiddel
思考	nadenken
思考	denken
思考	denkend
思考	reflecties
思考	reflectie
思考	spiegelbeeld
思考	weerspiegeling
思考	bezinning
慶祝	vieren
慶祝	vieren
慶祝	huldiging
慶祝	viering
認證	certificeren
認證	authenticatie
認證	certificatie
認證	certificering
認證	gecertificeerde
認證	gecertificeerd
認證	gediplomeerd
生長	groeiende
生長	toenemend
生長	teelt
生長	groeien
生長	groeiend
生長	groeien
老人	bejaarde
老人	ouderen
老人	bejaarden
韻	rijm
韻	rijmen
情人	liefhebbers
情人	geliefden
情人	minnaars
情人	minnaar
情人	lover
情人	liefhebber
情人	geliefde
移交	overdracht
晴	zonnige
晴	sunny
晴	zonnig
性別	geslacht
性別	seks
性別	geslacht
性別	sex
腔	holte
新生	eerstejaars
雁	goose
雁	gans
雁	ganzen
雁	ganzen
夏威夷	hawaï
夏威夷	hawaiian
邊界	grenzen
邊界	grenst
邊界	grenzen
邊界	grens
邊界	grens
邊界	begrenzing
蛤	mossel
蛤	clam
蛤	mosselen
普及	universal
普及	universeel
普及	universele
差距	ongelijkheid
差距	openingen
差距	hiaten
差距	lacunes
差距	leemten
差距	gaten
差距	verschillen
差距	ongelijkheden
差距	gap
盒	box
盒	vak
盒	doos
豬	zwijnen
豬	varkens
豬	varken
豬	zwijn
牆	prikbord
牆	wand
牆	muur
牆	muren
牆	wanden
貨幣	munt
貨幣	munteenheid
貨幣	valuta
貨幣	valuta
貨幣	munteenheden
鶴	kranen
鶴	kraan
鶴	crane
隸屬	aansluiting
添	tim
微軟	microsoft
企圖	poging
企圖	geprobeerd
企圖	pogingen
企圖	poging
蝴蝶	vlinder
蝴蝶	vlinders
台中市	taichung
廢止	ingetrokken
廢止	intrekking
社團	associaties
社團	verenigingen
鯨	walvissen
鯨	walvis
優勢	superioriteit
優勢	voordelen
優勢	voordeel
舌	tongue
舌	tong
現實	werkelijkheid
現實	realiteit
形態	morfologie
真相	truth
真相	waarheid
步行	wandelen
步行	lopen
步行	lopend
步行	lopen
步行	wandeling
步行	walk
車廂	compartiment
韓語	koreaan
韓語	koreaanse
韓語	koreaans
韓語	koreanen
日圓	yen
礁	rif
基督徒	christelijke
基督徒	christen
基督徒	christelijk
基督徒	christian
基督徒	christenen
基督徒	christenen
假設	hypothese
假設	aanname
假設	veronderstelling
假設	aannames
假設	veronderstellingen
假設	hypothesen
假設	aannamen
假設	hypothetische
假設	hypothetisch
搭配	mengen
搭配	mix
搭配	mixen
搭配	meng
轉移	overplaatsing
轉移	transfer
轉移	overdracht
轉移	overdragen
周邊	omtrek
周邊	perimeter
周邊	omringende
周邊	perifeer
周邊	nabijgelegen
周邊	dichtbij
繁忙	druk
繁忙	bezig
繁忙	bezet
清真寺	moskeeën
清真寺	moskee
排除	uitsluiten
排除	uitsluiting
排除	uitsluiten
輔助	aanvulling
輔助	aanvullen
輔助	subsidiariteitsbeginsel
輔助	subsidiariteit
颶風	orkaan
颶風	hurricane
颶風	orkanen
塞爾維亞	servië
錯	verkeerd
錯	verkeerde
錯	fout
仿	imitatie
曼谷	bangkok
加利福尼亞	california
加利福尼亞	californië
加利福尼亞	californische
婦女	vrouwen
改進	verbeterde
改進	verbeterd
改進	verbetering
改進	verbeteringen
改進	verbetering
改進	verbetering
改進	verbeteren
改進	verbeter
改進	verbeteren
正義	justice
正義	gerechtigheid
正義	justitie
正義	rechtvaardigheid
正義	rechtvaardig
正義	rechtschapen
艇	boot
模擬	analoog
模擬	analoge
模擬	simulaties
模擬	analoog
模擬	analoge
模擬	simulatie
伊斯蘭	islamitische
伊斯蘭	islamitisch
伊斯蘭	islam
最強	sterkst
最強	sterksten
最強	sterkste
貨物	cargo
貨物	vracht
貨物	lading
貨物	goederen
局部	gedeeltelijk
局部	gedeeltelijke
局部	partiële
局部	lokale
局部	plaatselijk
局部	lokaal
局部	gedeeltelijk
局部	deels
木星	jupiter
客家	hakka
天才	geniaal
天才	genie
天才	genius
天才	talent
天才	talenten
影響力	impact
影響力	inslag
影響力	effect
影響力	botsing
影響力	beïnvloeden
影響力	invloed
影響力	beïnvloeding
附屬	filiaal
附屬	affiliate
海峽	straat
海峽	kanaal
她們	ze
她們	zij
保育	behoud
保育	conservering
保育	instandhouding
爪	claw
爪	klauw
爪	poot
爪	pootje
爪	klauwen
筆	potlood
筆	pen
筆	hokken
筆	pennen
垃圾	vuilnis
垃圾	prullenbak
垃圾	afval
垃圾	vuilnis
垃圾	vuilnis
垃圾	afval
孔子	confucius
音樂會	concert
音樂會	concerten
推進	voortstuwing
推進	aandrijving
國籍	nationaliteit
鵬	peng
轟炸機	bomber
轟炸機	bommenwerper
轟炸機	bommenwerpers
要塞	bolwerk
要塞	burcht
要塞	vesting
要塞	fort
要塞	fort
平定	pacificatie
黎明	dawn
黎明	ochtendgloren
黎明	dageraad
巴勒斯坦	palestina
巴勒斯坦	palestijnse
跨越	oversteken
跨越	overschrijden
跨越	oversteek
暖	warm
暖	warme
刺激	stimulering
刺激	stimulatie
刺激	stimulans
刺激	stimuleren
刺激	stimulerend
刺激	stimuleren
彪	biao
道教	taoïstische
道教	taoïsme
借用	lenen
借用	leen
借用	lenen
勇士	warriors
勇士	strijders
勇士	krijgers
勇士	strijder
勇士	krijger
因子	factor
姐	sis
姐	zus
姐	zusje
向西	westwaarts
儲存	opslag
儲存	voorraden
卡通	toon
卡通	cartoon
卡通	tekenfilm
卡通	tekenfilms
卡通	cartoons
成年	volwassenheid
成年	volwassen
成年	volwassenen
成年	adult
成年	volwassene
職位	posities
職位	positie
供奉	offers
繁殖	voortplanting
繁殖	vermeerdering
繁殖	fokken
繁殖	fokkerij
繁殖	fok
繁殖	fokken
繁殖	voortplanten
繁殖	ras
繁殖	reproduceren
繁殖	voortplanting
繁殖	reproductie
事後	naderhand
實驗室	laboratorium
實驗室	laboratoria
實驗室	labo
實驗室	lab
敘述	beschrijvende
水晶	kristal
水晶	kristallen
水晶	crystal
水晶	kristallen
跟隨	volg
跟隨	volgt
跟隨	volgen
秘魯	peru
反射	reflecterende
反射	reflex
反射	reflectie
反射	spiegelbeeld
反射	weerspiegeling
反射	bezinning
反射	reflecties
那個	dat
訊號	seinen
訊號	signalen
訊號	signaal
血液	bloed
血液	blood
後方	achterste
後方	achterkant
後方	achteraan
後方	achterhoede
後方	achterzijde
日常	dagelijks
日常	alledaags
主人	master
主人	meester
審查	reviews
審查	beoordelingen
審查	recensies
審查	beoordeling
審查	recensie
審查	herziening
審查	censuur
分解	ontleding
分解	ontbinding
除非	tenzij
福音	gospel
福音	evangelie
最快	snelste
最快	snelst
可能性	mogelijkheden
可能性	waarschijnlijkheid
可能性	waarschijnlijkheid
可能性	mogelijkheid
較高	hogere
較高	hoger
標示	markering
標示	markeren
標示	markeren
標示	merkteken
標示	markeer
標示	mark
經濟學	economie
草地	grasland
草地	grasveld
草地	gazon
草地	gras
草地	grass
草地	weiland
草地	weide
草地	meadow
中午	middag
中午	middaguur
減	verminderen
減	afname
減	daling
減	vermindering
減	minus
談判	onderhandelen
談判	onderhandeling
談判	onderhandelingen
談判	onderhandelen
談判	onderhandeling
談判	onderhandelingen
談判	onderhandelen
談判	onderhandelen
談判	onderhandeling
談判	onderhandelingen
流通	circulatie
流通	oplage
流通	bloedsomloop
流通	flow
流通	circulerende
流通	circuleren
費用	vergoeding
費用	honorarium
費用	kosten
費用	kostprijs
費用	cost
費用	uitgaven
費用	onkosten
費用	kosten
費用	vergoedingen
費用	honoraria
購物	winkel
購物	winkelen
重慶	chongqing
天氣	weer
加里	gary
最少	minimaal
最少	minimum
撤銷	vermijding
撤銷	vermijden
撤銷	intrekken
撤銷	herroepen
外觀	façade
外觀	gevel
外觀	voorgevel
外觀	verschijning
外觀	uiterlijk
氣體	gas
氣體	gassen
喇嘛	lama
盟軍	allied
盟軍	geallieerde
盟軍	bondgenoten
盟軍	geallieerden
灰色	gray
灰色	grijze
灰色	grijs
灰色	grijze
灰色	grijs
灰色	grey
妍	yeon
累積	cumulatief
累積	cumulatieve
累積	ophoping
累積	opeenhoping
累積	accumulatie
累積	cumulatie
秩序	orde
秩序	bestellen
秩序	order
秩序	bestelling
蘇丹	soedanese
蘇丹	sudan
蘇丹	soedan
侵略	invasie
侵略	agressie
鋼琴	piano
監獄	gevangenissen
監獄	gevangenis
監獄	gevangenis
促進	promoten
促進	bevorderen
區間	interval
邊境	grenst
邊境	grenzen
邊境	grens
邊境	grens
獵	hunt
獵	jagen
獵	jacht
遺產	erfenis
遺產	patrimonium
遺產	erfgoed
遺產	nalatenschap
遺產	erfenis
遺產	erfenis
遺產	erfdeel
俄國	rusland
獨特	unique
獨特	unieke
獨特	uniek
電氣	elektrische
電氣	elektrisch
電氣	elektrische
電氣	electrische
電氣	elektrisch
眉	wenkbrauwen
眉	wenkbrauw
股權	billijkheid
股權	deelnemingen
為什麼	waarom
評估	evaluatie
評估	beoordeling
評估	evaluatie
評估	beoordeling
記憶體	ram
記憶體	rammen
記憶體	geheugen
記憶體	herinneringen
記憶體	herinnering
記憶體	memory
擴展	uitgebreid
擴展	verlengd
擴展	extensie
擴展	verlenging
擴展	uitbreiding
擴展	verlengen
擴展	expansie
擴展	uitbreiden
擴展	uitbreiding
擴展	uitbreiden
建國	oprichting
龐	pang
解放軍	pla
下游	stroomafwaarts
較大	groter
較大	grotere
較大	groter
泰山	tarzan
每月	maandelijkse
每月	maandelijks
更換	vervangen
更換	vervang
更換	vervanging
更換	vervanger
快樂	joy
快樂	blijdschap
快樂	vreugde
快樂	vrolijk
快樂	happy
快樂	blij
快樂	tevreden
快樂	gelukkig
守護	guardian
守護	bewaker
守護	voogd
守護	garde
守護	bewaker
守護	bewaakt
守護	bewaakte
法語	frans
法語	fransen
法語	franse
頭部	hoofd
頭部	head
玩具	speeltje
玩具	speelgoed
玩具	toy
玩具	speelgoed
玩具	speeltjes
盆地	stroomgebieden
盆地	bekkens
盆地	stroomgebied
盆地	bekken
增長	groei
粉絲	fans
粉絲	ventilatoren
粉絲	ventilator
粉絲	waaier
粉絲	fan
消除	uitschakeling
消除	eliminatie
消除	elimineren
拖	verslepen
拖	drag
拖	sleep
拖	slepen
拖	slepen
畫家	schilders
畫家	kunstschilder
畫家	schilder
消滅	verwoesten
消滅	vernietigen
消滅	vernietig
消滅	uitroeiing
形狀	vormen
形狀	shape
形狀	vorm
兵器	wapens
兵器	wapen
迫害	vervolging
迫害	vervolgingen
配偶	echtgenoot
配偶	echtgenote
配偶	echtgenoten
配偶	echtgenotes
報紙	krant
報紙	kranten
報紙	dagblad
天文學家	astronomen
天文學家	astronoom
硫	zwavel
硫	zwavel
腰	taille
腰	middel
強化	verbeterd
強化	versterkt
強化	intensivering
強化	verbeteringen
強化	versterking
強化	versteviging
地產	eigenschap
地產	eigendom
地產	vastgoed
天堂	hemel
天堂	hemels
天堂	heaven
天堂	paradijs
天堂	paradise
代表性	representatie
代表性	vertegenwoordiging
關鍵	key
關鍵	sleutel
關鍵	toets
人力	mankracht
約克	york
設計師	ontwerpers
設計師	ontwerper
設計師	designer
框架	frames
框架	kaders
框架	raamwerk
框架	framework
框架	kader
框架	frame
框架	kader
框架	kaders
槍管	barrel
槍管	vat
抑制	remming
抑制	remmingen
抑制	stoep
抑制	onderdrukking
室內	binnen
室內	indoor
室內	overdekte
室內	overdekt
室內	binnenshuis
室內	binnen
室內	binnenshuis
互動	interactie
互動	wisselwerking
互動	interacties
互動	interactie
互動	interactie
互動	engagement
互動	betrokkenheid
互動	verloving
互動	interactieve
互動	interactief
突擊	geweldpleging
突擊	mishandeling
突擊	aanval
西蒙	simon
中等	medium
中等	middellange
中等	middelgrote
中等	middelgroot
中等	matige
中等	matig
中等	gematigde
中等	gematigd
武士	samurai
武士	samoerai
淡	bleek
淡	bleke
淡	vervagen
棚	schuurtje
棚	schuur
等於	gelijken
巨星	superster
國旗	vlag
保加利亞	bulgarije
酯	ester
判決	oordeel
判決	arrest
判決	oordeel
判決	uitspraak
判決	oordeel
判決	vonnis
羅馬尼亞	roemenië
羅馬尼亞	roemenie
入境	inkomend
入境	inkomende
入境	binnenkomst
入境	vermelding
案例	geval
案例	case
案例	zaak
案例	gevallen
提示	tips
提示	fooi
提示	keu
提示	tip
提示	fooi
提示	hint
周圍	rondom
周圍	rond
短暫	voorbijgaande
職員	griffier
職員	klerk
職員	bediende
原料	ingrediënten
服裝	kleding
服裝	kleren
服裝	kledij
服裝	kleding
服裝	kledij
服裝	kostuum
服裝	kostuums
雷達	radar
排球	volleybal
狙擊	scherpschutter
狙擊	sluipschutter
狙擊	sniper
滅絕	uitgestorven
滅絕	uitsterven
滅絕	uitroeiing
滅絕	uitroeiing
納粹	nazi
納粹	nazis
勞動	arbeid
勞動	labour
勞動	arbeid
溫泉	spa
溫泉	kuuroord
溫泉	onsen
航行	varen
航行	navigeren
航行	navigatie
航行	varen
流亡	ballingschap
流亡	verbanning
流亡	verbannen
吹	blazen
吹	blow
吹	blaas
傾向	neiging
傾向	tendensen
傾向	neigingen
傾向	neiging
傾向	tendens
傾向	neiging
修復	herstelling
修復	reparatie
修復	repareren
修復	fix
修復	restauratie
修復	restaureren
修復	herstel
九十	negentig
九十	ninety
癌	carcinoom
癌	kanker
瓶	fles
瓶	flesje
領地	grondgebied
領地	territorium
出生地	geboorteplaats
飲食	keuken
飲食	eten
飲食	dieet
飲食	voeding
社會主義	socialist
社會主義	socialistisch
社會主義	socialistische
社會主義	socialisme
輻射	radioactief
輻射	radioactiviteit
輻射	straling
輻射	bestraling
輻射	neerslag
驚	schok
驚	shock
驚	schokken
驚	verbaasd
驚	verbaasde
驚	verraste
驚	verrast
女友	vriendinnetje
女友	vriendin
奶	melk
壓	druk
季節	seizoensgebonden
季節	seizoen
季節	seizoenen
生態	ecologisch
生態	ecologische
生態	ecologie
資深	senior
資深	laatstejaars
雞	kip
雞	kippen
直升機	helikopter
直升機	helicopter
直升機	helo
直升機	heli
直升機	helikopter
直升機	heli
直升機	chopper
直升機	helicopter
直升機	helikopters
直升機	helicopters
夥伴	partner
夥伴	partners
床	bedden
床	bed
信任	trust
信任	vertrouw
信任	vertrouwen
信任	vertrouwd
信任	vertrouwden
信任	vertrouwde
袋	zakje
袋	zak
袋	tas
袋	tassen
袋	zakken
袋	zakjes
各省	gouvernementen
各省	provincies
踢	schoppen
踢	schop
踢	kick
踢	trap
重力	zwaarte
重力	zwaartekracht
判斷	oordeel
判斷	arrest
判斷	oordeel
判斷	oordelen
驅逐艦	destroyers
驅逐艦	vernietiger
驅逐艦	destroyer
散文	proza
秘書	secretaris
秘書	secretaresse
棕	brown
棕	bruine
棕	bruin
藥物	drugs
藥物	medicijnen
藥物	geneeskunde
藥物	geneesmiddel
藥物	medicijnen
藥物	medicatie
藥物	drug
複製	replicatie
複製	dubbele
複製	duplicaat
複製	dupliceren
複製	kopiëren
複製	kopieer
複製	kopie
複製	reproduceren
複製	voortplanting
複製	reproductie
複製	kopiëren
捐	donatie
捐	schenking
捐	donaties
捐	doneren
江蘇	jiangsu
哈佛	harvard
指揮官	gezagvoerder
指揮官	commander
指揮官	bevelhebber
指揮官	commandant
指揮官	overste
院校	hogescholen
院校	colleges
提議	voorstel
提議	voorstellen
交付	bezorging
交付	oplevering
交付	levering
交付	leveren
交付	afleveren
交付	bezorgen
交付	leveranties
交付	leveringen
傷害	harm
傷害	gekwetst
吉爾	jill
不利	ongunstige
不利	ongunstig
死者	slachtoffer
古蹟	monumenten
有利	gunstige
有利	gunstig
類別	categorie
類別	lessen
類別	klassen
類別	klasse
類別	class
類別	klas
類別	categorieën
復活	wederopstanding
復活	opstanding
邊緣	rand
邊緣	edge
邊緣	borderline
邊緣	randen
邊緣	fringe
酷	tof
酷	gaaf
酷	cool
辭職	ontslagbrief
辭職	aftreden
辭職	ontslag
辭職	aftreden
視覺	visueel
視覺	visuele
視覺	visioen
視覺	visie
視覺	vision
視覺	zicht
精英	elite
虛構	fictief
虛構	fictieve
虛構	fictief
虛構	fictieve
虛構	fictie
可惜	jammer
可惜	medelijden
支線	feeder
假期	vakanties
假期	feestdag
假期	vakantie
假期	vakantie
假期	feestdagen
假期	vakanties
假期	vakantie
軍人	soldaat
言論	retoriek
樊	ventilator
樊	waaier
樊	fan
耿	geng
採訪	interview
採訪	sollicitatiegesprek
採訪	sollicitatie
採訪	interviewen
採訪	interviews
加藤	kato
芯	hart
陰	yin
陰	bewolkt
結局	einde
結局	eindigend
旋轉	roteren
旋轉	draaiend
旋轉	draaien
旋轉	roterende
旋轉	rotatie
旋轉	roteren
旋轉	draaien
旋轉	draaien
旋轉	spin
額外	extra
平日	doordeweeks
平日	weekdagen
美食	keuken
札幌	sapporo
軍官	officier
軍官	agent
近期	kortgeleden
近期	recentelijk
近期	onlangs
近期	recent
近期	recente
近期	recent
物理學	natuurkunde
物理學	fysica
具體	specifiek
具體	specifieke
具體	concrete
具體	beton
具體	betonnen
具體	concreet
黎巴嫩	libanees
黎巴嫩	libanese
黎巴嫩	libanon
領導人	leider
領導人	leader
領導人	leiders
比率	ratio
比率	verhouding
比率	verhoudingen
作業	huiswerk
武力	forceren
武力	kracht
武力	force
醫師	arts
醫師	doktor
醫師	dokter
醫師	doctor
三重	driedubbel
三重	drievoudige
三重	drievoudig
三重	triple
三重	driedubbele
器官	organen
器官	orgel
器官	orgaan
山谷	vallei
山谷	valleien
山谷	dalen
創意	creativiteit
創意	creatief
創意	creatieve
牛津	oxford
當代	hedendaags
當代	hedendaagse
當代	eigentijdse
當代	eigentijds
協定	overeenkomst
協定	akkoord
協定	akkoorden
協定	overeenkomsten
行人	voetgangers
行人	voetganger
行人	voetgangers
規格	specificaties
規格	specificatie
規格	specificaties
規格	specificaties
規格	spec
終止	beëindiging
終止	opzegging
終止	beëindigen
波士頓	boston
雕	eagle
雕	arend
雕	adelaar
雕	hawk
雕	havik
地獄	hel
地獄	hell
混淆	verwardheid
混淆	verwarring
混淆	verwar
混淆	verwarren
混淆	verwarrend
混淆	verwarde
混淆	verward
混淆	verwarren
混淆	verwarrende
混淆	verwarrend
混淆	verwarren
參數	parameter
參數	argumenten
藏族	tibetanen
藏族	tibetaanse
藏族	tibetaans
降雨量	regenval
降雨量	neerslag
火力	vuurkracht
區劃	zonering
磡	hom
共用	gedeeld
共用	gedeelde
共用	delen
共用	deel
共用	delen
插曲	episode
插曲	aflevering
樂器	instrumenten
樂器	instrument
清理	opruiming
清理	opruimen
來賓	gast
來賓	gasten
耶路撒冷	jeruzalem
雕塑	beeld
雕塑	beeldhouwwerk
雕塑	sculptuur
雕塑	sculpturen
雕塑	beeldje
雕塑	standbeeld
藝術家	kunstenaars
藝術家	artiesten
藝術家	kunstenares
藝術家	artiest
藝術家	kunstenaar
藝術家	artist
廣西	guangxi
命運	noodlot
命運	lotsbestemming
命運	lot
命運	destiny
命運	noodlot
命運	lot
料理	keuken
房子	huis
房子	huizen
崇拜	cult
崇拜	sekte
崇拜	cultus
崇拜	aanbidding
崇拜	verering
崇拜	aanbidden
積分	punten
積分	integraal
擔心	ongerust
擔心	bezorgd
例外	uitzonderingen
例外	uitzondering
布拉格	praag
指南	handleiding
指南	gids
指南	gidsen
插入	invoegen
插入	inbrengen
插入	invoeging
明珠	pearl
明珠	parel
螺旋	helix
螺旋	spiraal
珊瑚	koralen
珊瑚	koraal
珊瑚	koralen
珊瑚	coral
珊瑚	koraal
遼	liao
財務	financieel
財務	financien
財務	financiën
財務	financieren
財務	financiën
預測	projectie
預測	voorspellingen
預測	voorspelling
預測	ramingen
預測	prognoses
預測	voorspellingen
預測	projecties
預測	prognoses
預測	voorspellen
預測	voorspelling
預測	prognose
期望	verwachting
期望	verwachtingen
期望	verwachtingen
準則	richtsnoer
呼籲	beroep
公平	billijkheid
公平	deelnemingen
公平	eerlijke
公平	redelijk
公平	fair
公平	eerlijk
公平	billijkheid
公平	eerlijkheid
電池	accu
電池	batterij
電池	batterijen
窄	smalle
窄	smal
窄	smaller
失蹤	verdwijning
失蹤	vermissing
失蹤	ontbreken
失蹤	vermist
失蹤	missen
失蹤	ontbrekend
失蹤	ontbrekende
失蹤	ontbreekt
獵人	jagers
獵人	hunter
獵人	jager
葡萄	vitis
葡萄	druiven
葡萄	druif
葡萄	druiven
老闆	baas
老闆	boss
皇室	royalty
皇室	koninklijke
皇室	royal
皇室	koninklijk
零售	detailhandel
零售	detailhandel
零售	kleinhandel
每小時	uurloon
富豪	regal
富豪	miljardair
富豪	volvo
靈魂	ziel
靈魂	soul
靈魂	zielen
杏	abrikozen
杏	abrikoos
殼	granaat
殼	shell
殼	schelp
殼	omhulsel
殼	schelpen
殼	hulzen
工程師	ingenieurs
工程師	technici
工程師	engineer
工程師	technicus
工程師	ingenieur
祖母	grootmoeder
祖母	oma
春天	voorjaar
春天	lente
用法	gebruik
吋	inch
神戶	kobe
省級	provinciaal
省級	provinciale
手術	chirurgie
手術	opereren
手術	operatie
手術	operation
手術	bewerking
手術	operatie
手術	exploitatie
行李	bagage
行李	bagage
旁白	verteller
穿著	dragend
穿著	dragen
司徒	stuart
癌症	kanker
練習	praktijk
練習	oefenen
練習	beoefenen
練習	oefening
練習	oefenen
練習	lichaamsbeweging
練習	uitoefening
練習	oefening
練習	uitoefenen
機體	organisme
分散	verspreide
分散	verspreid
分散	verstrooid
奇怪	strange
奇怪	raar
奇怪	vreemd
奇怪	vreemde
氮	stikstof
同性戀	homoseksualiteit
同性戀	homoseksueel
同性戀	homo
同性戀	gay
抱	knuffel
抱	knuffelen
圖書	boeken
圖書	boek
岡山	okayama
情感	emoties
情感	emotie
情感	emotioneel
情感	emotionele
情感	emoties
鴨	eendjes
鴨	eenden
鴨	eend
鴨	eendje
鴨	eenden
鴨	bukken
妖	demoon
妖	demon
妖	duivel
桂林	guilin
臉	gezichten
臉	gelaat
臉	aangezicht
臉	gezicht
臉	face
開啟	open
開啟	openen
效應	effect
效應	uitwerkingen
效應	effecten
效應	gevolgen
交叉	oversteken
交叉	kruis
交叉	cross
交叉	crossover
分數	breuken
分數	fracties
分數	scoort
分數	scores
分數	scoren
分數	score
分數	fractie
分數	fractionele
遊客	bezoekers
遊客	toeristen
遊客	toerist
分行	bijkantoren
分行	takken
分行	branches
分行	filialen
分行	bijkantoor
分行	filiaal
分行	branch
分行	tak
騎兵	cavalerie
騎兵	trooper
強制	verplichte
強制	verplicht
強制	dwang
強制	dwang
強制	verplichte
強制	verplicht
女生	meis
女生	meisje
女生	meid
女生	girl
女生	meiden
女生	meisjes
女生	girls
