misionet	misións
kuqja	vermella
kuqja	vermellos
kuqja	roxa
kuqja	comunista
ciklet	ciclos
muskuj	músculos
muskuj	os
muskuj	muscular
muskuj	músculo
torturuar	tortura
torturuar	torturado
torturuar	torturada
guvernatorit	gobernador
counter	mostrador
vizitoni	visitar
vizitoni	visita
tendencat	tendencias
kufizim	restrición
çokollatë	chocolate
reagon	reaccionar
reagon	reaccionaredes
reagon	reacciona
reagon	reaccionan
reagon	aos
reagon	ante
reagon	reaccionei
direct	directa
ankthi	ansiedade
grabitur	roubaron
aventurë	aventura
avenue	avenida
këln	perfume
këln	colonia
destinacioni	destino
urtësinë	a
urtësinë	sensatez
urtësinë	sabiduría
urtësinë	sabedoría
derrat	porcos
derrat	os
mjerim	miseria
sandra	sandra
marrje	copia
burr	home
burr	meu
mundim	golpearon
padukshëm	invisibles
padukshëm	invisible
bushi	bush
bushi	monte
flisni	falar
flisni	charla
flisni	con
flisni	falo
flisni	falar
flisni	falamos
flisni	fala
flisni	fale
flisni	con
integriteti	integridade
seancë	sesión
alois	alois
ruajtje	almacenamento
ruajtje	consigna
palin	palin
proçes	proceso
uniformë	uniforme
gatim	cociñar
gatim	cociña
gatim	cociñando
gatim	comida
behar	behar
philips	phillips
