மற்றும்	in
மைல்கள்	miles
மைல்கள்	kilometrov
மைல்கள்	milj
மடம்	samostana
மடம்	samostan
புனிதர்	sveti
புனிதர்	svetnik
புனிதர்	svetnica
புனிதர்	saint
பாத்திரம்	vloga
ஆழமான	globoka
ஆழமான	globoko
ஆழமான	globok
வழிமுறைகள்	kanali
வழிமுறைகள்	navodila
ஆரம்பித்தது	začel
ஆரம்பித்தது	začela
அதிர்வெண்	frekvenca
அதிர்வெண்	pogostost
அதிர்வெண்	pogostnost
சீரான	uniforma
சீரான	enotna
சீரான	uniformo
பணிபுரிந்தார்	delovalo
பணிபுரிந்தார்	obdelani
பணிபுரிந்தார்	delal
துவக்க	zagon
துவக்க	zagonu
அருகாமையில்	bliže
அருகாமையில்	bližje
கொன்று	ubil
சிட்டி	city
சிட்டி	mesto
சிட்டி	mestu
அதிகரித்து	povečanje
அதிகரித்து	naraščajoče
அதிகரித்து	povečevanje
புலம்	field
புலம்	polje
பாய்	poba
பாய்	deček
பாய்	fant
பாய்	fantek
பாய்	pai
பாய்	bai
எங்கள்	naše
எங்கள்	naš
எங்கள்	najina
எங்கள்	naši
எங்கள்	najin
எங்கள்	naša
மோகன்	mohan
தவம்	pokoro
தொற்று	okužbe
தொற்று	infekcije
தொற்று	okužbe
தொற்று	okužba
காணாமல்	izginil
காணாமல்	izginila
காணாமல்	pogrešana
காணாமல்	manjkajoče
காணாமல்	pogrešan
காணாமல்	manjka
காணாமல்	manjkajo
சந்திரன்	mesec
சந்திரன்	luna
சந்திரன்	luni
சந்திரன்	moon
குழுவினர்	posadka
குழுவினர்	posadke
திரவ	tekoče
திரவ	tekočine
திரவ	tekoča
திரவ	tekočina
திரவ	tekoči
குலம்	klan
தானாகவே	samodejno
தானாகவே	samodejna
தானாகவே	auto
தானாகவே	avtomatično
தானாகவே	samodejno
தானாகவே	avtomatsko
நுழைவாயில்	prehod
செல்	celico
செல்	celice
செல்	celic
செல்	celica
மோட்டார்	motor
மரபியல்	genetika
விமர்சனம்	kritika
விமர்சனம்	kritiko
விமர்சனம்	kritik
விமர்சனம்	kritike
கிருஷ்ணா	krishna
போர்கள்	vojne
போர்கள்	vojn
பொதுநலவாய	commonwealtha
பரவியது	razširi
பரவியது	širjenje
இசைக்குழு	band
இசைக்குழு	bend
இசைக்குழு	ansambel
ஓட்டம்	tekač
ஓட்டம்	tok
ஓட்டம்	pretok
ஓட்டம்	teče
ஓட்டம்	tek
ஓட்டம்	teči
ஓட்டம்	beži
ஓட்டம்	zbeži
ஓட்டம்	teči
ஊழல்	pokvarjen
ஊழல்	pokvarjeni
ஊழல்	pokvarjeno
ஊழல்	pokvarjene
ஊழல்	škandal
ஊழல்	goljufija
ஊழல்	prevaro
ஊழல்	prevara
ஊழல்	korupcija
ஊழல்	korupciji
ஊழல்	korupcijo
குழந்தைகளின்	otroci
பாதி	pol
பாதி	polovica
பாதி	polovico
ஆதலால்	prednost
ஆதலால்	prednosti
ஆதலால்	ugodnost
தேர்	kočija
திராவிடர்	dravidian
ஸ்டீவ்	steve
ஸ்டீவ்	steva
வம்சம்	dinastije
வம்சம்	dinastija
இந்துக்கள்	hindujci
கொஞ்சம்	rahle
கொஞ்சம்	rahlo
கொஞ்சம்	rahla
கொஞ்சம்	rahel
வாரியம்	desko
வாரியம்	krovu
வாரியம்	deska
வாரியம்	tabla
தாக்குதல்கள்	napadi
தாக்குதல்கள்	napade
அசல்	prvotna
அசல்	izvirnik
அசல்	izvirno
அசல்	prvotni
அசல்	original
முக்கோண	trikotna
முக்கோண	kubizem
நிறுத்தி	ustavil
நிறுத்தி	ustavljen
அவளது	njej
அவளது	njo
அவளது	njen
அவளது	her
அவளது	njena
சுவிட்சர்லாந்து	švico
சுவிட்சர்லாந்து	švici
சுவிட்சர்லாந்து	švice
சுவிட்சர்லாந்து	švica
கண்டிப்பாக	definitivno
கண்டிப்பாக	vsekakor
கண்டிப்பாக	zagotovo
உருவாக்குகிறது	ustvarjanje
உருவாக்குகிறது	ustvarja
உருவாக்குகிறது	ustvari
கொலம்பியா	columbia
கொலம்பியா	kolumbijo
கொலம்பியா	kolumbiji
மத்தேயு	matthew
மத்தேயு	matej
இந்தோனேசியா	indonezije
இந்தோனேசியா	indonezija
நாளும்	dan
நாளும்	day
பொறி	mašina
பொறி	stroj
பொறி	motorja
பொறி	motor
பொறி	past
செக்	češka
செக்	češki
தேடல்	iskanje
தேடல்	išči
எலிசபெத்	elizabeta
எலிசபெத்	elizabeth
நன்மை	korist
நன்மை	ugodnost
நன்மை	ugodnosti
நன்மை	pridni
நன்மை	pridna
நன்மை	dober
அமில	kisla
அமில	kislo
பிணைப்பு	druženja
பிணைப்பு	vezan
பிணைப்பு	vezani
கேட்டுக்	poslušamo
கேட்டுக்	poslušam
கேட்டுக்	poslušal
கேட்டுக்	poslušanje
சட்டத்தை	pravo
சட்டத்தை	zakon
தொலைத்தொடர்பு	telekomunikacijskih
தொலைத்தொடர்பு	telekomunikacije
தொலைத்தொடர்பு	telekomunikacije
உயர்வு	pohod
உயர்வு	dvig
உயர்வு	vzpon
மையங்கள்	kavarne
மையங்கள்	središča
மையங்கள்	centri
மையங்கள்	centre
கருப்பை	maternica
கருப்பை	maternico
கருப்பை	maternica
கருப்பை	maternice
கருப்பை	maternico
ஆதரவாக	podporno
மாநகராட்சி	korporacija
மாநகராட்சி	corporation
மாநகராட்சி	korporacijo
ஆயுதங்கள்	orožja
ஆயுதங்கள்	orožje
பராமரிப்பு	vzdrževanje
ஞாயிறு	sonca
ஞாயிறு	soncem
ஞாயிறு	sonce
ஞாயிறு	soncu
ஞாயிறு	nedeljsko
ஞாயிறு	nedeljo
ஞாயிறு	nedelje
ஞாயிறு	nedeljski
ஞாயிறு	nedelja
கண்கள்	oci
கண்கள்	oči
சகோதரி	sis
சகோதரி	sestrica
சகோதரி	sestra
சகோதரி	sestrica
சகோதரி	sissy
பணியாளர்	zaposleni
பணியாளர்	uslužbenec
பணியாளர்	delavec
விழாக்கள்	festivale
முக்கோணம்	trikotnik
முக்கோணம்	trikotnika
இணைக்கிறது	povezovanje
கணம்	moment
கணம்	trenutek
சிறிதளவு	rahlo
சிறிதளவு	nekoliko
அனுபவம்	izkušeni
அனுபவம்	izkušena
அனுபவம்	izkušen
அனுபவம்	doživetje
அனுபவம்	izkušnja
அனுபவம்	izkušenj
அனுபவம்	izkušnje
கோரி	zahtevna
கோரி	zahtevni
கோரி	zahtevne
கோரி	zahtevno
கோரி	corey
கோரி	cory
இயக்கங்கள்	operacije
உடை	obleko
உடை	obleka
உடை	preliv
டாலர்கள்	dolarji
டாலர்கள்	dolarje
மற்றவர்கள்	drugi
மற்றவர்கள்	drugih
மற்றவர்கள்	druge
ஸ்பெயின்	španija
நோக்கியா	nokia
அக்னி	agni
காளி	kali
டே	tae
டே	dey
பாடலை	pesem
நடுத்தர	srednje
நடுத்தர	srednja
நடுத்தர	gojišče
ஹோட்டல்	hotel
வடிவவியல்	geometrija
நீக்கம்	spot
பழுப்பு	rjavo
பழுப்பு	rjavi
பழுப்பு	rjave
பழுப்பு	rjava
பழுப்பு	gorela
பழுப்பு	zažgal
பழுப்பு	zgori
பழுப்பு	sive
பழுப்பு	sivo
பழுப்பு	sivi
பழுப்பு	grey
பழுப்பு	siva
பழுப்பு	gray
பழுப்பு	siv
பழுப்பு	siva
பழுப்பு	sivo
பழுப்பு	sivi
தடுக்கும்	preprečiti
தடுக்கும்	prepreči
தடுக்கும்	preprečite
நாட்களுக்கு	dnevi
நாட்களுக்கு	dni
நாட்களுக்கு	dneve
பழக்கம்	navade
பழக்கம்	navada
அழகான	čudovita
அழகான	prelepi
அழகான	prelepe
அழகான	lepi
அழகான	lepe
அழகான	lepa
அழகான	ljubka
இணையாக	vzporedno
இணையாக	vzporedni
இணையாக	vzporedna
நடப்பு	tok
நடப்பு	trenutni
நடப்பு	trenutna
நடப்பு	sedanji
நடப்பு	prisotna
நடப்பு	prisotni
நடப்பு	prisotno
நடப்பு	sedanjost
நடப்பு	prisoten
இறையியல்	teologijo
நெட்வொர்க்	omrežja
நெட்வொர்க்	mreža
நெட்வொர்க்	omrežje
பக்கத்தை	stran
அரியானா	haryana
சின்னங்கள்	ikone
வளாகத்தில்	kampusu
கோரிக்கை	zahteva
கோரிக்கை	prošnja
கோரிக்கை	zahtevek
காலி	galle
காலி	prazno
காலி	izprazni
காலி	prazni
காலி	prazna
காலி	prazen
ஆலன்	allen
ஆலன்	allan
ஆலன்	alan
யோகம்	joga
யோகம்	jogo
மூலங்கள்	vire
மூலங்கள்	viri
மூலங்கள்	vire
மூலங்கள்	sredstva
மூலங்கள்	viri
வீழ்ச்சி	poraz
வீழ்ச்சி	porazi
வீழ்ச்சி	padlo
வீழ்ச்சி	jesen
வீழ்ச்சி	padec
வீழ்ச்சி	padel
பாடினார்	pel
தொழிலில்	industrijo
தொழிலில்	panoga
தொழிலில்	industrija
கொடுக்கப்பட்ட	dano
கொடுக்கப்பட்ட	danih
சொந்தமான	osebno
சொந்தமான	osebne
சொந்தமான	osebni
சொந்தமான	osebna
வாழ	živi
வாழ	živeti
வாழ	živel
வாழ	live
வாழ	živeli
வாழ	živela
முன்னோடி	pionir
பிறர்	drugi
பிறர்	drugih
பிறர்	druge
காந்த	magnetno
காந்த	magnetni
காந்த	magnetna
அப்பால்	onkraj
அப்பால்	onstran
எண்ணற்ற	številni
எண்ணற்ற	številne
எண்ணற்ற	nešteto
கண்டறியப்பட்டது	odkrite
கண்டறியப்பட்டது	ugotovljena
கண்டறியப்பட்டது	odkrita
கண்டறியப்பட்டது	diagnozo
கண்டறியப்பட்டது	najdeno
கண்டறியப்பட்டது	najdeni
கண்டறியப்பட்டது	najdena
கண்டறியப்பட்டது	najden
அமைப்புகளில்	nastavitve
துடுப்பாட்டம்	kriket
எகிப்திய	egipčanski
பாட்டு	pesem
பாடும்	pojem
பாடும்	petje
பாடும்	poje
பாடும்	petja
ஜாவா	java
நாணயங்கள்	kovance
நாணயங்கள்	kovanci
டூ	doo
ஹார்ட்	hart
ஆடு	kozje
ஆடு	kozo
ஆடு	koza
ஆடு	kozel
அம்மா	mami
அம்மா	mamica
அம்மா	mamico
அம்மா	mamici
அம்மா	mami
அம்மா	mama
அம்மா	mamo
அம்மா	mater
அம்மா	mamo
அம்மா	mati
படகு	rafting
படகு	jadrnica
படகு	ladja
படகு	čoln
தொழில்துறை	industrijo
தொழில்துறை	panoga
தொழில்துறை	industrija
தொழில்துறை	industrijsko
தொழில்துறை	industrijska
தொழில்துறை	industrijske
தொழில்துறை	industrijski
துல்லியமாக	točen
துல்லியமாக	natančen
துல்லியமாக	natančni
துல்லியமாக	natančna
கூற்று	izraz
கூற்று	izražanje
கூற்று	izrazi
கூற்று	izjavo
கூற்று	navedba
கூற்று	izjava
ஒப்புதல்	privolitev
ஒப்புதல்	soglasje
ஒப்புதல்	odobri
ஒப்புதல்	odobritve
ஒப்புதல்	odobritev
சக	kolegica
சக	sodelavec
அதிகாரப்பூர்வமாக	uradno
டென்னிஸ்	tenisu
டென்னிஸ்	tenis
மணல்	peska
மணல்	peščena
மணல்	pesek
மணல்	peščeni
இடை	pasu
இடை	pas
இடை	pasom
நுட்பம்	tekstur
நுட்பம்	tekstura
நுட்பம்	točnost
நுட்பம்	natančnost
கவலை	anksioznost
கவலை	tesnoba
கவலை	bojazen
கவலை	zaskrbljena
கவலை	zaskrbljeni
கவலை	zaskrbljen
கவலை	zaskrbljujoče
கவலை	skrbi
கவலை	skrb
கவலை	zaskrbljenost
இலைகள்	listje
இலைகள்	listi
இலைகள்	listov
உலா	ogled
உலா	turneja
உலா	ula
அமிலங்கள்	kisline
பாலை	mlečni
பாலை	mleka
பாலை	mleko
ரேடியோ	radia
ரேடியோ	radio
லூயிஸ்	louis
லூயிஸ்	ludvik
லூயிஸ்	lewis
லூயிஸ்	luis
செயற்பாடுகள்	operacije
செயற்பாடுகள்	dejavnosti
செயற்பாடுகள்	aktivnosti
செயற்பாடுகள்	funkcije
செயற்பாடுகள்	funkcij
எண்ணம்	misel
வாஷிங்டன்	washington
புள்ளியியல்	statistika
புள்ளியியல்	statistike
புள்ளியியல்	statistiko
செயல்கள்	dejanja
செயல்கள்	ukrepi
காம்	com
சாரா	sarah
சாரா	sara
சாரா	sara
நிலநடுக்கம்	potres
எடுக்கப்பட்டது	slikano
எடுக்கப்பட்டது	vzet
நன்று	pridni
நன்று	pridna
நன்று	dober
நன்று	no
எண்ணி	števec
எண்ணி	številka
எண்ணி	število
பார்த்த	videli
பார்த்த	videl
பார்த்த	viden
பார்த்த	videna
அட்லாண்டிக்	atlantic
அட்லாண்டிக்	atlantik
ஜெமினி	dvojček
ஜெமினி	gemini
கணவர்	možek
கணவர்	možiček
கணவர்	soprog
கணவர்	moz
கணவர்	mož
வளங்கள்	vire
வளங்கள்	sredstva
வளங்கள்	viri
நடிப்பு	igranje
பணியாளர்கள்	zaposleni
பணியாளர்கள்	zaposlene
பணியாளர்கள்	uslužbenci
பணியாளர்கள்	osebje
பொழுதுபோக்கு	konjiček
பொழுதுபோக்கு	hobi
பாடம்	lekcija
பாடம்	poduk
பாடம்	inštrukcije
பாடம்	vodnik
பாடம்	tutorial
தற்காலிக	predpomnilnik
தற்காலிக	začasni
தற்காலிக	začasno
தற்காலிக	začasna
தற்காலிக	začasen
பெருக்கல்	množenje
பெருக்கல்	razmnoževanje
பெருக்கல்	večkratno
பெருக்கல்	večkratni
படையெடுப்பு	invazijo
படையெடுப்பு	invazija
வத்திக்கான்	vatikanu
வத்திக்கான்	vatikan
வாய்ப்புகள்	priložnosti
ஓசோன்	ozona
மறைந்து	skrito
மறைந்து	skriti
மறைந்து	skrite
மறைந்து	skrit
மறைந்து	skrita
மறைந்து	izgine
மறைந்து	izginila
வட்டி	obresti
வாடிக்கையாளர்	stranka
வாடிக்கையாளர்	odjemalec
வாடிக்கையாளர்	stranka
வாடிக்கையாளர்	odjemalec
வாடிக்கையாளர்	konkurent
வாடிக்கையாளர்	tekmec
வாடிக்கையாளர்	konkurenta
வாடிக்கையாளர்	tekmovalec
வழங்கல்	krma
வழங்கல்	krmo
வழங்கல்	dostavo
வழங்கல்	dostavi
வழங்கல்	dobava
வழங்கல்	dostava
ஆகியவற்றைப்	babištvo
வேலைகள்	zaposlitve
ஆயுள்	zivljenje
ஆயுள்	life
ஆயுள்	življenje
போலி	ponarejeno
போலி	ponarejeni
போலி	ponarejena
போலி	ponarejenih
போலி	ponarejena
போலி	ponaredek
போலி	lažno
போலி	fake
பிரான்சில்	braun
சிற்பம்	kip
சிற்பம்	kipi
சிற்பம்	rezbarski
இணையான	vzporedno
இணையான	vzporedni
இணையான	vzporedna
இயக்கவியல்	dinamika
இயக்கவியல்	dinamike
இயக்கவியல்	dinamiko
நண்பர்	prijatelj
நண்பர்	prijateljica
நண்பர்	prijateljico
ரிஷபம்	taurus
உதாரணம்	zgled
உதாரணம்	primer
ஈராக்	irak
ஈராக்	iraku
மின்காந்த	elektromagnetno
மின்காந்த	elektromagnetne
மின்காந்த	elektromagnetni
மின்காந்த	elektromagnetna
தாயின்	mater
தாயின்	mamo
தாயின்	mati
வாங்க	kupi
வாங்க	kupiš
வாங்க	nakup
வாங்க	kupil
எடுத்துக்காட்டுகள்	primeri
ஜனாதிபதி	predsednik
ஜனாதிபதி	predsednica
ஜனாதிபதி	prez
வந்தான்	prišlo
வந்தான்	prišel
வாகனங்கள்	vozil
வாகனங்கள்	vozila
சூழலியல்	ekologija
தாக்கல்	vložitev
தாக்கல்	vložena
தாக்கல்	vloženo
போராட்டங்கள்	boje
சூத்திரம்	formula
சூத்திரம்	formulo
பெர்லின்	berlin
பள்ளிவாசல்	mošeji
சோதனைகள்	sojenja
சோதனைகள்	preizkušnje
சோதனைகள்	preizkusi
சோதனைகள்	testi
சோதனைகள்	preskusi
சோதனைகள்	preizkusi
பயனுள்ள	uporaben
பயனுள்ள	koristno
பயனுள்ள	uporabna
பயனுள்ள	uporabno
பயனுள்ள	koristna
பயனுள்ள	učinkoviti
பயனுள்ள	učinkovita
பயனுள்ள	učinkovit
பயனுள்ள	učinkovito
தொடங்குகிறது	prične
தொடங்குகிறது	zagon
சந்திக்கும்	spoznaj
அங்கீகாரம்	prepoznava
அங்கீகாரம்	priznavanje
அங்கீகாரம்	priznanje
அங்கீகாரம்	prepoznavanje
உம்	umm
நெருக்கடி	kriza
நெருக்கடி	krizo
நெருக்கடி	krize
சமநிலை	ravnotežje
சமநிலை	ravnovesje
சமநிலை	tehtnica
சமநிலை	bilanca
திருத்தம்	sprememba
ஆபத்து	tveganje
ஆபத்து	tveganja
ஆழம்	globina
ரயில்வே	železnice
ரயில்வே	železniški
ரயில்வே	železnica
டென்மார்க்	dansko
டென்மார்க்	danski
டென்மார்க்	danska
நாணயம்	valuta
நாணயம்	valute
உயரிய	super
உயரிய	odlično
ஓட்டங்கள்	teče
அலுமினியம்	aluminijev
அலுமினியம்	aluminij
அலுமினியம்	aluminija
பென்	bena
பென்	ben
ஜூலியன்	julian
ஜூலியன்	julien
ஆர்தர்	arthur
ஆர்தர்	arthurja
ஆர்தர்	artur
தேவைகள்	zahteve
ஆழ்ந்த	globoka
ஆழ்ந்த	globoko
ஆழ்ந்த	globok
பலம்	jakost
பலம்	trdnost
பலம்	moč
நேபாள	nepalske
விளக்கங்கள்	detajli
விளக்கங்கள்	podrobnosti
அகலம்	širino
அகலம்	širina
சமயப்	verske
சமயப்	verski
சமயப்	versko
சமயப்	verska
சமயப்	verskega
இணைந்தார்	združeni
இணைந்தார்	pridružil
இணைந்தார்	združena
சமீபத்தில்	nedavno
செறிவு	intenzivnost
செறிவு	svetilnost
செறிவு	zbranost
செறிவு	koncentracijo
செறிவு	koncentracije
செறிவு	koncentracija
கேட்க	vprašajte
கேட்க	vprašaj
கேப்	ogrinjalo
கேப்	rt
கேப்	cape
கேப்	taksi
கேப்	kabina
வழக்குகள்	primeri
வழக்குகள்	primerov
விடுமுறை	dopust
விடுமுறை	praznik
விடுமுறை	počitnice
விடுமுறை	dopust
விடுமுறை	počitnice
விடுமுறை	oddih
விடுமுறை	prazniki
விடுமுறை	praznike
விடுமுறை	počitnice
நிறுவனர்	organizacijo
நிறுவனர்	organizacija
நிறுவனர்	organizator
நிறுவனர்	ustanovitelj
சாமி	sami
இழந்த	izgubljena
இழந்த	izgubljeni
இழந்த	izgubil
இழந்த	izgubljeno
இழந்த	izgubljen
எழுத்தறிவு	pismenosti
பிரதம	prime
துணைக்	podmornico
துணைக்	sub
கிறித்தவம்	krščanstvo
இனப்பெருக்கம்	pasme
இனப்பெருக்கம்	razmnoževanje
திறமை	veščine
திறமை	spretnost
திறமை	veščina
திறமை	talenti
திறமை	nadarjenost
திறமை	talent
திறமை	talentiran
திறமை	nadarjena
திறமை	nadarjen
தெரிந்த	znana
தெரிந்த	znane
தெரிந்த	znan
தெரிந்த	znani
தெரிந்த	znano
தெரிந்த	poznan
செவ்வாய்	torkih
செவ்வாய்	torek
செவ்வாய்	jupiter
செவ்வாய்	mars
நடுவே	počez
நடுவே	čez
மெட்டல்	kovinska
மெட்டல்	kovine
மெட்டல்	kovina
மெட்டல்	kovinsko
மெட்டல்	kovinski
மெட்டல்	kovin
மெட்டல்	kovine
மெட்டல்	kovin
கட்டளை	poveljstvo
கட்டளை	ukaz
தீர்மானம்	določitev
தீர்மானம்	odločnost
தீர்மானம்	določanje
தீர்மானம்	ločljivost
தீர்மானம்	resolucija
கணிதவியலாளர்	matematik
முஸ்லிம்கள்	muslimani
முஸ்லிம்கள்	muslimanov
தாவரவியல்	botanike
சபையில்	kongregacija
தழுவி	objem
குவாண்டம்	kvantno
குவாண்டம்	kvantni
குவாண்டம்	presenetljivo
கணிப்பு	napoved
கணிப்பு	napovedi
கணிப்பு	sprehajati
அக்பர்	akbar
கண்டுபிடிப்பு	izum
கண்டுபிடிப்பு	inovativnost
கண்டுபிடிப்பு	inovacije
கண்டுபிடிப்பு	inovacij
பெறப்பட்டது	prejeto
பெறப்பட்டது	prejeti
பெறப்பட்டது	prejeta
பிரசாத்	prasad
எவரும்	kogarkoli
எவரும்	kdorkoli
எவரும்	nobene
எவரும்	nobenega
எவரும்	noben
எவரும்	nobena
எவரும்	nihče
எதையும்	karkoli
நோர்வே	norveško
நோர்வே	norveška
புல்	trava
புல்	trave
புல்	travo
சோ	zhou
சோ	cho
எதிர்மறை	negativen
எதிர்மறை	negativna
எதிர்மறை	negativno
எதிர்மறை	negativni
திபெத்திய	tibetanski
பருத்தி	bombaž
நாய்	kuža
நாய்	dog
நாய்	pasja
நாய்	kuža
நாய்	pasji
நாய்	pes
விழிப்புணர்வு	ozaveščenost
விழிப்புணர்வு	zavedanje
விழிப்புணர்வு	zavest
விபத்தில்	nesreča
விபத்தில்	nesreče
விபத்தில்	nesreči
விபத்தில்	trk
இருப்பு	ravnotežje
இருப்பு	ravnovesje
இருப்பு	tehtnica
இருப்பு	bilanca
இருப்பு	prisotnost
இருப்பு	prisotnosti
இருப்பு	navzočnost
இருப்பு	stalež
இருப்பு	zaloge
இருப்பு	zaloga
ஜோர்ஜ்	jorge
இயந்திரங்கள்	roboti
நிலக்கரி	premog
பதிவுகள்	utrinkov
பதிவுகள்	utrinki
பதிவுகள்	evidenca
பதிவுகள்	zapisi
பதிவுகள்	evidence
இருமுறை	dvakrat
கட்டிட	zgradba
கட்டிட	stavba
முட்டை	jajce
பட்டி	menu
பட்டி	jedilnik
பட்டி	meni
ஜீ	zee
நட்சத்திர	zvezdica
நட்சத்திர	zvezdo
நட்சத்திர	zvezda
இருந்தபோதிலும்	vseeno
இளவரசர்	princa
இளவரசர்	prince
இளவரசர்	knez
இளவரசர்	princ
மறுபடியும்	spet
மறுபடியும்	znova
மறுபடியும்	ponovno
குணம்	atribut
இறக்குமதி	uvoz
இறக்குமதி	uvozi
இருக்கிறார்கள்	so
ஹாரி	harry
சைமன்	simon
சைமன்	simona
தீவிரமாக	resno
பணத்தை	denar
கொச்சி	kochi
ஏழை	bogi
ஏழை	ubogi
ஏழை	revni
ஏழை	uboga
வெளிப்படுத்தும்	razkril
வெளிப்படுத்தும்	razkrili
வெளிப்படுத்தும்	razkriti
காயம்	poškodbe
காயம்	poškodba
காயம்	rane
காயம்	rano
காயம்	rana
காயம்	prizadet
காயம்	poškodovan
காயம்	bolelo
ஆசை	željo
ஆசை	želja
ஆசை	poželenje
ஆசை	željo
ஆசை	želja
விளம்பரம்	oglasi
விளம்பரம்	oglaševanje
விளம்பரம்	oglas
விளம்பரம்	promocije
விளம்பரம்	promocijo
விளம்பரம்	napredovanje
விளம்பரம்	spodbujanje
விளம்பரம்	promocija
விளம்பரம்	zagon
மூலிகைகள்	zelišča
நீலம்	modro
நீலம்	modre
நீலம்	modri
நீலம்	modra
அவளை	njej
அவளை	njo
அவளை	njen
அவளை	her
அவளை	njena
மாதிரிகள்	vzorce
மாதிரிகள்	vzorcev
மாதிரிகள்	vzorci
மாதிரிகள்	vzorca
வருகிறார்கள்	prihaja
தொடர்ந்தது	nadaljevanje
தொடர்ந்தது	nadaljevalo
அமெரிக்கர்கள்	američani
கனவு	sanje
கனவு	dream
கனவு	sanjsko
கனவு	sanjal
கனவு	sanjati
வானிலை	vreme
கபூர்	kapoor
தேற்றம்	izrek
ஆணை	navodila
ஆணை	navodilo
ஆணை	poveljstvo
ஆணை	ukaz
அதிகரித்தது	povečana
அதிகரித்தது	povečan
அதிகரித்தது	povečano
அதிகரித்தது	zvišana
தாக்கும்	napadi
தாக்கும்	napad
அன்றாட	dnevno
அன்றாட	dnevna
அன்றாட	dnevni
நிகழ்வில்	dogodek
நிகழ்வில்	prireditev
நிகழ்வில்	dogodka
நியமனம்	imenovan
நியமனம்	imenovani
தொண்டு	dobrodelnost
தொண்டு	dobrodelna
அதிகரிக்கிறது	izboljšuje
அதிகரிக்கிறது	izboljša
போர்க்	vojno
போர்க்	vojne
போர்க்	vojna
பரம்பரை	dediščina
பரம்பரை	nasledstvo
பரம்பரை	dediščino
நேர்காணல்	razgovor
நேர்காணல்	intervju
தயார்	pripravljeni
தயார்	pripravljena
தயார்	pripravljen
சிலைகள்	idoli
சிலைகள்	kipe
சிலைகள்	kipi
மிதமான	zmerne
மிதமான	zmerni
மிதமான	zmerna
மிதமான	zmerno
மிதமான	zmeren
சிகாகோ	chicago
எங்கே	kjer
எங்கே	kje
வேண்டியது	mora
தினசரி	dnevno
தினசரி	dnevna
தினசரி	dnevni
தீய	zlobna
தீய	zlo
தீய	hudoben
தீய	zloben
தீய	zlobno
தசை	mišice
தசை	mišica
வயலின்	violina
வயலின்	violino
மறுத்து	zavrnjena
மறுத்து	zavrnjeno
பன்னிரண்டு	twelve
பன்னிரண்டு	dvanajst
வாக்கு	glasovanje
வாக்கு	glasujte
கிளப்	klub
கிளப்	club
ஆவி	duh
ஆவி	duh
பெட்டிகள்	škatle
மெய்	soglasnik
மெய்	res
மெய்	resnično
மெய்	true
மெய்	resnična
மெய்	resnica
ஹால்	hall
ஹால்	dvorana
ஹால்	hodnik
எச்சரிக்கை	opozorilo
எச்சரிக்கை	previdnost
அரங்கு	gledališče
சாந்தி	shanti
தங்கப்	zlat
தங்கப்	zlato
தங்கப்	zlate
தங்கப்	zlati
தங்கப்	zlata
விரல்	prst
பூச்சிகள்	insekti
பூச்சிகள்	žuželke
ஜோ	joe
கலாச்சாரம்	kulture
கலாச்சாரம்	kulturo
கலாச்சாரம்	kultura
மராத்தி	marathi
இறைவனின்	gospod
கட்டுப்பாடுகள்	omejitve
கட்டுப்பாடுகள்	omejitev
கட்டுப்பாடுகள்	kontrole
கட்டுப்பாடுகள்	nadzor
முற்றுகை	obleganje
மகாபாரதம்	mahabharata
தகவலை	info
தகவலை	informacije
தகவலை	obveščanje
தகவலை	podatki
தகவலை	informacija
தகவலை	informacije
தகவலை	podatek
பன்றி	pujs
பன்றி	prašič
விஸ்வநாதன்	višvanatan
அதிகரிக்க	povečanje
அதிகரிக்க	zvišanje
அதிகரிக்க	povišanje
ஏற்க	sprejeti
ஏற்க	sprejmi
ரோம்	rimu
ரோம்	rim
ரோம்	rima
ரோம்	rom
அட்டைகள்	kartice
அட்டைகள்	kartic
அட்டைகள்	karte
நேரியல்	linearni
நேரியல்	linearno
நேரியல்	linearna
முக்கியமானது	pomembno
முக்கியமானது	pomemben
முக்கியமானது	pomembna
படிப்பு	potek
படிப்பு	študija
தட்டச்சு	tipkanje
காப்பு	okrepitev
காப்பு	okrepitve
காப்பு	zapestnico
போட்டு	postavi
வசனம்	dialog
வசனம்	verz
கற்கள்	kamne
கற்கள்	kamenje
கற்கள்	kamni
திறக்கப்பட்டது	odprto
எழுத்துகள்	liki
எழுத்துகள்	znaki
எழுத்துகள்	like
எழுத்துகள்	znakov
ஏவுகணை	izstrelek
ஏவுகணை	projektil
ஏவுகணை	raketa
நீராவி	pare
நீராவி	para
சம்பந்தப்பட்ட	zaskrbljena
சம்பந்தப்பட்ட	zaskrbljeni
சம்பந்தப்பட்ட	zaskrbljen
காய்ச்சல்	vročina
காய்ச்சல்	gripa
காய்ச்சல்	gripi
காய்ச்சல்	gripo
விட்டம்	premera
விட்டம்	premer
ஆன்மீக	duhovna
ஆன்மீக	duhovni
ஆன்மீக	duhovnega
ஆன்மீக	duhovne
ஆன்மீக	duhovno
எபிரேய	hebrejsko
மறைந்த	skrito
மறைந்த	skriti
மறைந்த	skrite
மறைந்த	skrit
மறைந்த	skrita
அமர்ந்து	sedenje
சமமான	enaka
சமமான	enaki
சமமான	enako
பட்டை	bari
பட்டை	rešetke
பட்டை	bare
பட்டை	palice
பட்டை	bar
சடங்கு	obred
சடங்கு	ritual
குகை	votlina
குகை	jamo
குகை	jama
