年	año
休息	resto
休息	descanso
休息	descansar
休息	reposo
休息	descansen
曲目	pista
曲目	track
曲目	atletismo
曲目	vía
曲目	huellas
曲目	pistas
曲目	tracks
曆	calendario
東區	este
東區	oriente
東區	east
定期	regulares
定期	regular
定期	regularidad
定期	periódico
定期	periódicas
定期	periódica
反抗	rebelión
反抗	revuelta
殺害	matanza
殺害	matando
殺害	matar
殺害	matanzas
席位	escaños
席位	asientos
穿越	cruzando
穿越	cruzar
穿越	travesía
穿越	cruce
株	cepa
株	cepas
管制	mandos
管制	controles
管制	controla
轄區	bailía
咖啡	cafetera
咖啡	coffee
咖啡	cafe
咖啡	cafetería
咖啡	café
胸	tórax
胸	cofre
胸	pecho
胸	mama
胸	pechuga
胸	seno
胸	pecho
眼睛	ojitos
眼睛	ojos
眼睛	eyes
眼睛	ojo
亂	desordenada
亂	desordenado
亂	lío
亂	desorden
星座	constelación
星座	constelaciones
星座	constelaciones
星座	horóscopo
貴族	noble
貴族	nobles
貴族	nobleza
殺死	matar
訊息	mensajes
訊息	mensaje
訊息	mensajes
浪漫	romance
浪漫	romanticismo
浪漫	romances
浪漫	romántico
浪漫	románticas
浪漫	románticos
浪漫	romántica
窗	windows
窗	ventana
窗	ventanas
窗	ventanillas
窗	ventana
窗	ventanilla
窗	window
窗	escaparate
主權	soberanía
主權	soberano
主權	soberana
主權	soberanos
探索	explorar
探索	explorando
探索	exploración
探索	explorar
探索	explore
探索	explora
探索	prospección
探索	exploración
探索	exploraciones
探索	descubrir
探索	descubra
探索	descubre
探索	descubren
探索	descubrimientos
探索	discovery
探索	descubrimiento
簽約	firma
簽約	firmando
簽約	firmar
參賽者	concursante
參賽者	concursantes
參賽者	participantes
晚間	tardes
晚間	tarde
晚間	noche
晚間	velada
望遠鏡	binoculares
望遠鏡	prismáticos
望遠鏡	telescopio
望遠鏡	telescopios
手槍	pistolas
手槍	pistola
月份	meses
月份	mes
軸	ejes
軸	hachas
軸	eje
軸	ejes
軸	eje
軸	ejes
內地	interior
內地	interiores
內地	continente
電車	tranvía
電車	carrito
電車	tranvía
電車	tranvía
電車	tranvías
電車	tranvía
觀光	atracciones
觀光	turismo
觀光	monumentos
唇	labios
唇	labio
唇	labios
唇	lip
理工	politécnico
理工	politécnica
特區	sar
特區	rae
緊急	urge
緊急	urgencia
緊急	urgentes
緊急	urgente
適合	adecuados
適合	apropiados
適合	apto
適合	apropiado
適合	adecuado
適合	fit
適合	apto
適合	encajar
弟子	discípulos
弟子	discípulo
價格	precios
價格	precios
價格	precio
價格	price
精選	destacada
精選	destacado
精選	destacados
精選	destacadas
銅	cobre
銅	bronce
單一	mono
單一	soltero
單一	soltera
單一	sencillo
單一	single
象徵	símbolo
象徵	signatura
象徵	simbólica
象徵	simbólico
部署	despliegues
部署	despliegue
部署	desplegado
部署	desplegarse
部署	desplegar
部署	despliegue
部署	desplegando
部署	desplegado
部署	desplegar
部署	despliegue
精靈	genio
精靈	elfos
精靈	duende
精靈	elf
精靈	elfo
百年	centenario
事實	hechos
事實	verdad
事實	truth
閣	gak
巨人	giants
巨人	gigantes
巨人	gigante
巨人	giant
巨人	gigantes
梓	azusa
無限	infinita
無限	infinito
無限	infinitos
無限	infinitas
無限	infinidad
無限	infinito
無限	infinity
無限	ilimitada
無限	ilimitado
無限	ilimitadas
無限	ilimitados
無限	ilimitada
無限	ilimitado
無限	ilimitadas
無限	ilimitados
王后	queen
王后	reina
永遠	always
永遠	siempre
永遠	forever
充分	plenamente
充分	totalmente
充分	completamente
福岡	fukuoka
難	duro
難	duros
難	hard
難	difícil
難	dura
難	dificil
難	difícil
難	difíciles
污染	contaminación
污染	polución
污染	contaminación
更高	superior
戰術	tácticas
戰術	táctica
戰術	táctica
戰術	táctico
戰術	tácticas
戰術	tácticos
戰術	táctica
宿舍	dormitorio
宿舍	dormitorio
宿舍	dormitorios
宿舍	hostal
宿舍	hostel
宿舍	albergue
追求	quest
追求	persecución
衛生	higiénicos
衛生	higiene
衛生	higiénico
衛生	higiene
衛生	sanitario
衛生	higiénico
衛生	sanitarios
衛生	sanitarias
衛生	higiene
衛生	saneamiento
南斯拉夫	yugoslavos
南斯拉夫	yugoslavia
南斯拉夫	yugoslavo
南斯拉夫	yugoslava
南斯拉夫	yugoslavia
符號	símbolos
符號	símbolo
符號	signatura
誕生	nacidos
誕生	born
誕生	nacido
郝	hao
議題	tópicos
議題	temáticas
議題	temas
緬甸	birmania
緬甸	birmania
緬甸	myanmar
爵	jenn
七十	setenta
七十	seventy
昆明	kunming
規範	normativa
規範	normativas
規範	normativo
規範	norma
規範	norm
環球	universal
環球	universales
環球	globo
環球	globe
彬	bin
燈	luces
燈	lights
燈	lampara
燈	lámpara
交換	canje
交換	intercambio
交換	intercambiar
交換	swap
交換	canje
交換	cambio
交換	intercambio
交易所	intercambios
交易所	canje
交易所	cambio
交易所	intercambio
印象	impresión
印象	impresiones
乳	leche
乳	milk
提前	early
提前	primeros
提前	temprano
神奇	asombroso
神奇	sorprendente
神奇	increíble
神奇	increible
神奇	mágica
神奇	mágico
神奇	magic
神奇	magia
神奇	mágicos
神奇	mágico
神奇	mágica
神奇	magico
週刊	semanal
週刊	semanario
週刊	semanales
週刊	semanalmente
示威	demostración
示威	demostraciones
示威	manifestación
示威	manifestaciones
示威	demostraciones
吐	asador
吐	escupe
吐	saliva
吐	escupir
撞擊	impact
撞擊	repercusión
撞擊	impacto
撞擊	colisión
撞擊	colisiones
傑出	pendiente
傑出	excepcional
外圍	periférica
外圍	periféricas
外圍	periféricos
外圍	periferia
外圍	periférico
日子	días
日子	jornadas
日子	dias
日子	days
種子	semilla
種子	semillas
種子	semilla
種子	semillas
樂園	paraiso
樂園	paraíso
樂園	paradise
排行	ranking
排行	clasificación
標本	espécimen
標本	especímenes
標本	ejemplares
瀑布	cataratas
瀑布	cascadas
瀑布	catarata
瀑布	cascada
瀑布	caídas
瀑布	cascadas
瀑布	falls
瀑布	cataratas
瀑布	cae
呈現	presentando
呈現	presentamos
維護	manutención
維護	mantenimiento
萍	ping
搜尋	busqueda
搜尋	búsqueda
搜尋	buscador
搜尋	buscar
搜尋	busque
搜尋	buscando
米蘭	milán
米蘭	milan
德州	tejas
德州	texas
威尼斯	venecia
答	contestar
答	contesta
答	responder
答	respuesta
折	doblar
折	pliegue
鼓勵	animar
鼓勵	alentar
鼓勵	animo
鼓勵	alentador
鼓勵	alentando
鼓勵	alentar
鼓勵	alentadora
鼓勵	estímulo
鼓勵	aliento
鼓勵	animo
氪	krypton
考試	exámenes
考試	reconocimientos
考試	examen
考試	exámenes
考試	examen
考試	exámen
考試	exámenes
展覽	exponer
展覽	exhibición
展覽	exposición
展覽	exposiciones
展覽	exhibición
展覽	exposición
展覽	exposiciones
展覽	exhibiciones
展覽	exposiciones
展覽	exhibiciones
柬埔寨	camboya
希特勒	hitler
競選	campaña
輸入	aportación
輸入	insumos
輸入	entrada
輸入	aporte
輸入	entrar
輸入	entra
輸入	ingresar
輸入	ingresa
輸入	enter
處理器	procesador
處理器	transformador
處理器	procesadores
無效	nulo
無效	nulas
無效	nulos
無效	nula
無效	inválida
無效	inválido
無效	inválidos
贊助	patrocinios
贊助	auspiciado
贊助	patrocinada
贊助	patrocinado
贊助	patrocinados
贊助	patrocinio
贊助	patrocinador
贊助	patrocinio
贊助	auspicio
保守	conservadora
保守	conservadoras
保守	conservadores
保守	conservador
真人	masato
幫忙	ayuda
幫忙	ayudar
金剛	vajra
競賽	concursos
競賽	competencias
競賽	oposiciones
競賽	competiciones
競賽	race
競賽	carrera
競賽	raza
競賽	concurso
競賽	competición
競賽	competencia
競賽	concurso
競賽	certamen
場地	lugar
場地	sedes
首歌	canto
首歌	cancion
首歌	canción
首歌	song
神話	mitos
神話	mitología
神話	mito
神話	mitos
超人	supermán
超人	superman
股票	saldos
股票	poblaciones
股票	stocks
股票	acciones
股票	existencias
股票	caldo
股票	stock
股票	acciones
股票	existencias
實現	realización
實現	logrando
實現	lograr
實現	lograr
八十	eighty
八十	ochenta
出局	fuera
出局	afuera
出局	out
瑪麗	maría
瑪麗	mary
瑪麗	maria
平等	igualdad
平等	equal
平等	iguales
平等	igual
價	precios
價	precio
價	price
聽	escuchen
聽	escuche
聽	escuchar
聽	escucha
困難	dificultad
困難	dificultades
困難	dificultad
困難	dificultades
困難	dificil
困難	difícil
困難	difíciles
機車	scooter
機車	motocicleta
機車	motos
機車	moto
機車	locomotoras
機車	locomotora
危險	peligroso
危險	peligrosas
危險	peligrosos
危險	peligrosa
危險	peligro
強大	strong
強大	fuerte
強大	fuertes
強大	poderosas
強大	potente
強大	poderosa
強大	poderoso
強大	poderosos
技巧	trucos
技巧	habilidades
技巧	habilidad
技巧	destreza
技巧	tecnica
技巧	técnica
外國	extranjeras
外國	extranjeros
外國	extranjero
外國	extranjera
外國	foreign
瓦爾	vicente
瓦爾	val
帽	tapa
帽	pac
帽	cap
帽	capi
帽	gorra
帽	gorro
帽	sombrero
帽	hat
帽	gorra
帽	gorras
帽	gorros
公寓	plano
公寓	piso
公寓	plana
公寓	condominios
公寓	condominio
公寓	apartamento
公寓	piso
公寓	departamento
公寓	apartamentos
公寓	apartamentos
公寓	pisos
接管	absorción
一面	lateral
一面	side
一面	costado
一面	laterales
一面	lado
奧運會	olimpiadas
聯絡	enlace
聯絡	contacto
聯絡	contactar
聯絡	contactos
聯絡	contacta
漢語	chinos
漢語	chino
下載	descarga
下載	bajar
下載	descargas
下載	descargar
下載	descargue
下載	descargas
下載	descargando
獅子	león
獅子	lions
獅子	leones
裡面	dentro
裡面	adentro
裡面	inside
梯	escalera
修道院	monasterio
修道院	convento
修道院	abadía
租借	arrendamiento
租借	leasing
租借	arriendo
租借	arrendamiento
總監	superintendente
地中海	mediterránea
地中海	mediterráneo
釋放	liberación
釋放	lanzamiento
釋放	excarcelación
釋放	liberando
釋放	soltando
戰艦	acorazado
登記	inscribirse
登記	registrarse
登記	registro
登記	inscripción
登記	registro
登記	matrícula
登記	inscripciones
黃色	amarillos
黃色	amarilla
黃色	amarillas
黃色	amarillo
提案	propuesta
提案	proposición
學士	licenciatura
學士	bachelor
學士	bachiller
學士	soltero
批判	críticas
批判	criticas
批判	crítica
批判	crítico
批判	critica
批判	críticos
批判	crítica
傀儡	marionetas
傀儡	títeres
傀儡	títeres
傀儡	títere
傀儡	marioneta
馬力	potencia
馬力	malik
熟悉	familiar
熟悉	familiarizado
熟悉	familiarizados
直徑	diámetro
直徑	diámetros
聖經	biblia
聖經	bíblico
聖經	bíblica
聖經	bíblicos
村民	aldeano
村民	paisanos
村民	aldeanos
威爾斯	gales
招生	admisiones
招生	admisión
招生	admisión
招生	matriculación
招生	matrícula
招生	matriculados
招生	inscripción
招生	matriculación
拱	arco
拱	arch
現有	existente
現有	existentes
銀河	galáctico
銀河	galáctica
銀河	galaxy
銀河	galaxia
寶貝	bebe
寶貝	nena
寶貝	bebé
寶貝	nene
寶貝	baby
創辦人	fundadores
創辦人	fundador
創辦人	fundadora
公會	gremio
地質	geológico
地質	geológica
地質	geológicas
地質	geológicos
地質	geología
政委	comisario
實力	fortaleza
實力	fuerza
多倫多	toronto
桓	huan
桓	hwan
初步	anteproyecto
初步	preliminar
初步	preliminares
獎金	bonos
獎金	extra
獎金	bonus
獎金	bono
獎金	bonificación
獎金	bonificaciones
獎金	primas
獎金	bonos
營業	abrir
營業	abre
營業	abierta
營業	abra
營業	abierto
閱讀	leído
閱讀	lea
閱讀	leer
閱讀	lectura
閱讀	reading
閱讀	leyendo
閱讀	leer
閱讀	lectura
閱讀	lecturas
檢查	comprobación
檢查	comprobando
檢查	check
檢查	comprobación
檢查	compruebe
檢查	comprobar
檢查	cheque
增強	mejoras
增強	mejorado
增強	mejorada
法拉	fara
法拉	farah
法拉	farra
聲稱	reclamando
聲稱	alegando
聲稱	reclamado
聲稱	reclamó
聲稱	reclamadas
聲稱	alegó
聲稱	reclamada
恐	terror
恐	terrorismo
神父	padre
沙漠	desierto
沙漠	desiertos
腿	patas
腿	piernas
腿	pata
腿	pierna
橫濱	yokohama
障礙	obstáculos
障礙	barreras
障礙	obstáculos
障礙	obstáculo
障礙	obstáculo
障礙	obstáculos
炸彈	bombardear
炸彈	bomba
炸彈	bombas
棠	tong
空氣	aire
空氣	air
外界	forasteros
小孩	ninos
小孩	niños
小孩	kids
小孩	chaval
小孩	pibe
小孩	niño
小孩	chico
小孩	kid
法令	decretos
法令	edicto
法令	decreto
多種	múltiple
多種	múltiples
多種	multiples
鰻	anguilas
鰻	anguila
保險	aseguradoras
保險	seguros
保險	aseguradora
保險	seguro
遺址	ruinas
沖繩	okinawa
煤	hulla
煤	carbón
一旦	once
慢	despacito
慢	lentitud
慢	lento
慢	lenta
慢	lentos
親自	personalmente
姐姐	sis
姐姐	hermanita
姐姐	sister
姐姐	hermana
單打	singles
單打	sencillos
單打	solteros
單打	individuales
子彈	balazo
子彈	bala
週期	ciclos
週期	periodicidad
週期	ciclo
週期	ciclos
彩虹	rainbow
彩虹	arcoiris
彩虹	arcoíris
彩虹	arcoiris
千瓦	kilovatios
千瓦	kilovatio
賽車	racing
賽車	carreras
賽車	regatas
模仿	imita
模仿	imitar
模仿	imitación
模仿	imitaciones
模仿	parodia
一代	generación
一代	generación
一代	generaciones
論壇	foros
論壇	foro
論壇	forum
論壇	foros
祖先	antepasados
祖先	ancestros
祖先	ancestral
祖先	ancestrales
祖先	antepasados
祖先	antepasado
祖先	ancestro
祖先	ancestros
廣島	hiroshima
庚	geng
複雜	complejidad
複雜	complejas
複雜	compleja
複雜	complejo
複雜	complejos
複雜	complicados
複雜	complicado
複雜	complicadas
複雜	complicada
戰略	estrategias
三星	samsung
復興	renacimiento
復興	renacentista
復興	renacimiento
復興	reactivación
復興	resurgimiento
個性	individualidad
個性	personalidad
包圍	asedio
包圍	sitio
包圍	rodean
包圍	envolvente
包圍	rodear
教室	aula
教室	aulas
教室	aulas
平行	paralelo
平行	paralelas
平行	paralelos
平行	paralelismo
平行	paralela
平行	paralelismo
自主	autonomía
自主	autónomo
自主	autónomas
自主	autonomía
自主	autónomos
自主	autónoma
預定	reserva
預定	reservar
預定	reservas
金星	venus
寄生	parasitarias
寄生	parásito
寄生	parásito
寄生	parásitos
歌詞	lírica
歌詞	letra
歌詞	letras
拯救	salvación
拯救	rescate
拯救	salvamento
拯救	rescatar
型態	escribe
型態	type
型態	escriba
型態	tipo
病人	pacientes
病人	paciente
病人	pacientes
消防	incendio
消防	fuego
優惠	preferencias
優惠	ofrezcan
優惠	ofrecimiento
優惠	oferta
優惠	descuentos
優惠	descuento
優惠	ofertas
優惠	ofrece
公頃	hectárea
公頃	hectáreas
公頃	hectáreas
搖滾	balanceo
搖滾	rocas
搖滾	piedra
搖滾	roca
搖滾	rock
圭	kyu
修訂	revisión
勞工	laborista
勞工	parto
前面	fachada
前面	frontal
前面	front
前面	frente
前面	delantero
囊	cápsulas
囊	cápsula
寺院	monasterio
寺院	monasterios
執政	gobernando
對外	externamente
織田	oda
織田	aod
專題	tópico
專題	tema
專題	tópicos
專題	temáticas
專題	temas
專題	temática
專題	tema
刊登	publico
刊登	publicar
刊登	publique
未知	desconocida
未知	desconocidos
未知	desconocidas
未知	desconocido
氣候	climática
氣候	climáticas
氣候	clima
頻率	frecuencias
頻率	frecuencias
頻率	periodicidad
頻率	frecuencia
徑	keng
偵探	detective
里昂	lyon
里昂	lyon
里昂	lyons
提醒	alertas
提醒	recordatorios
提醒	alerta
提醒	alertas
提醒	recordarle
提醒	recordarles
提醒	recordatorio
友好	amigable
友好	amigables
友好	amistosos
友好	amistoso
友好	amistosa
片段	fragmento
片段	fragmento
片段	fragmentos
片段	fragmentos
片段	clip
割	corta
割	cut
割	cortar
割	corte
割	corten
泡	burbujas
泡	burbuja
政治局	politburó
諮詢	consulta
諮詢	consultas
諮詢	consultar
諮詢	consulta
諮詢	consulte
岑	cen
分離	secesión
分離	separación
分離	separada
分離	separado
分離	separados
分離	separar
品質	quality
品質	calidad
品質	cualidad
品質	calidades
品質	cualidades
可見	visible
可見	visibles
液	fluido
液	fluida
液	líquido
液	fluidos
液	liquido
液	líquida
液	líquido
液	líquidos
詩人	poeta
詩人	poetisa
辦法	método
騰	teng
資產	activos
資產	activo
資產	activos
資產	bienes
資產	activo
紀錄片	documentales
紀錄片	documental
名詞	sustantivo
停車場	estacionamiento
停車場	aparcamiento
停車場	parqueo
停車場	parking
羅伯特	robert
羅伯特	roberto
孟加拉	bengala
夢想	dream
夢想	sueña
夢想	sueño
夢想	ensueño
夢想	soñar
夢想	dreams
夢想	sueños
覆蓋	anular
覆蓋	cubierta
覆蓋	portada
覆蓋	cover
覆蓋	tapa
覆蓋	cubrir
寫作	escribe
寫作	escribo
寫作	escribir
寫作	escriba
寫作	escritura
寫作	redacción
寫作	escribiendo
寫作	escribir
寫作	escritura
弦	acorde
弦	acordes
弦	cadena
弦	cuerda
弦	string
青海	qinghai
溝通	comunicacion
溝通	comunicación
溝通	comunicarse
溝通	comunicar
溝通	comunicarse
溝通	comunicando
溝通	comunicar
日記	diario
日記	journal
日記	revista
日記	diario
日記	agenda
大地	earth
大地	tierra
大地	terrestre
醇	alcoholes
醇	alcohol
苯	benceno
珠海	zhuhai
即時	instantáneo
即時	instantáneas
即時	instante
即時	instant
即時	instantánea
即時	inmediato
即時	inmediatas
即時	inmediatos
即時	inmediata
世代	generación
世代	generación
世代	generaciones
王室	realeza
王室	regalías
航空母艦	portaaviones
航空母艦	porteador
航空母艦	transportista
移植	trasplantes
移植	trasplantes
移植	trasplante
移植	trasplantes
移植	trasplante
四季	estaciones
四季	temporadas
決議	resolución
考古	arqueológica
考古	arqueológico
考古	arqueológicos
考古	arqueología
考古	arqueológica
考古	arqueológico
考古	arqueológicos
考古	arqueológicas
考古	arqueología
姐妹	hermanas
姐妹	sister
姐妹	hermana
草原	praderas
草原	prados
草原	pastizales
草原	pradera
草原	praderas
草原	prados
草原	pastizales
草原	pradera
草原	pradera
草原	estepa
草原	sabanas
草原	sabana
發音	pronunciado
發音	pronunciados
發音	pronunciada
發音	pronunciación
發音	pronuncia
發音	pronunciar
發音	pronuncian
高地	altiplano
高地	highlands
高地	altiplano
高地	highland
高地	terra
高地	heights
高地	alturas
咀	tsui
王位	trono
省份	provincia
省份	provincias
試驗	experimentar
試驗	experimentación
試驗	experimento
試驗	ensayos
試驗	probando
試驗	pruebas
試驗	ensayo
試驗	experimentos
試驗	test
試驗	probar
試驗	prueba
試驗	ensayo
習慣	costumbres
習慣	hábitos
習慣	hábito
忍	shinobu
酮	cetona
資金	fondos
脫	franja
脫	tira
脫	tiras
脫	striptease
脫	strip
神奈川	kanagawa
忍者	ninja
忍者	ninjas
忍者	ninjas
機制	mecanismos
機制	mecanismo
禹	woo
禹	cortejar
尤其	especialmente
紙	paper
紙	ponencia
紙	papel
降落	desembarco
降落	desembarque
降落	aterrizando
降落	aterrizar
降落	aterrizaje
鳳凰	fénix
鳳凰	phoenix
五個	cinco
五個	five
肇	hajime
喜愛	favoritos
喜愛	favorita
喜愛	favoritas
喜愛	favorito
洪水	inundación
洪水	inundaciones
洪水	inundar
洪水	diluvio
洪水	inundación
洪水	inundaciones
洪水	inundando
洪水	inundación
洪水	inundaciones
防衛	defensas
防衛	defensa
防衛	defensa
相當於	equivalentes
相當於	equivalente
巢	nido
巢	nidos
委託	encargo
委託	encargado
輸出	producción
輸出	salida
首映	premiere
首映	estreno
首映	estrenos
水利	hidráulico
水利	hidráulicas
水利	hidráulicos
水利	hidráulica
藥	medicina
藥	medicamento
藥	medicinas
思考	pensamiento
思考	pensando
思考	pensar
思考	reflejos
思考	reflexiones
思考	reflejo
思考	reflexionar
思考	reflexión
慶祝	festejando
慶祝	celebrando
慶祝	celebrar
慶祝	celebra
慶祝	celebran
慶祝	celebre
慶祝	celebraciones
慶祝	celebración
慶祝	festejo
認證	certificar
認證	certifica
認證	autenticación
認證	autentificación
認證	certificaciones
認證	titulación
認證	certificación
認證	certificadas
認證	certificados
認證	certificado
認證	certificada
生長	crecer
生長	creciente
生長	creciendo
生長	crecen
生長	crecer
生長	crece
老人	ancianos
老人	anciano
老人	anciana
韻	rima
情人	amantes
情人	enamorados
情人	amante
情人	enamorado
情人	lover
移交	traspaso
晴	soleado
晴	sunny
晴	soleada
性別	género
性別	genero
性別	sexo
性別	sexuales
性別	sex
性別	sexos
性別	sexo
腔	cavidad
腔	caries
腔	cavidades
雁	oca
雁	ganso
雁	gansos
雁	ganso
夏威夷	hawái
夏威夷	hawaii
夏威夷	hawai
夏威夷	hawaiano
夏威夷	hawaiana
邊界	límites
邊界	fronteras
邊界	limites
邊界	fronteras
邊界	bordes
邊界	fronterizo
邊界	fronteriza
邊界	frontera
邊界	fronteras
邊界	borde
邊界	límite
邊界	frontera
蛤	almeja
蛤	almejas
蛤	almejas
普及	universal
普及	universales
差距	disparidad
差距	brechas
差距	lagunas
差距	vacíos
差距	disparidades
差距	desigualdades
差距	brecha
差距	gap
盒	box
盒	caja
盒	recuadro
盒	casilla
豬	cerdos
豬	cochinos
豬	porcino
豬	cerdo
豬	cochino
豬	puerco
豬	cerda
牆	muralla
牆	pared
牆	murallas
牆	muro
牆	murallas
牆	paredes
牆	muros
北洋	beiyang
貨幣	divisa
貨幣	moneda
貨幣	divisas
貨幣	monedas
貨幣	moneda
貨幣	divisas
貨幣	monetario
貨幣	monetarias
貨幣	monetarios
貨幣	monetaria
鶴	grúas
鶴	grúa
鶴	crane
鶴	grulla
隸屬	afiliación
隸屬	filiación
添	tim
微軟	microsoft
企圖	tentativa
企圖	intentado
企圖	intento
企圖	tentativas
企圖	intentos
企圖	tentativas
企圖	tentativa
企圖	intento
蝴蝶	butterfly
蝴蝶	mariposa
蝴蝶	mariposas
蝴蝶	mariposas
台中市	taichung
廢止	derogado
廢止	derogada
廢止	revocado
廢止	revocación
廢止	derogación
廢止	revocar
社團	asociaciones
社團	asociativo
鯨	ballenas
鯨	ballenas
鯨	ballena
鯨	whale
優勢	superioridad
優勢	ventajas
優勢	provecho
優勢	ventaja
舌	lengua
現實	realidad
現實	reality
形態	morfología
真相	verdad
真相	truth
步行	caminar
步行	caminando
步行	pasear
步行	paseando
步行	caminar
步行	camina
步行	paseo
車廂	compartimento
車廂	compartimiento
韓語	coreanos
韓語	corea
韓語	coreano
韓語	coreana
日圓	yenes
日圓	yen
礁	arrecife
礁	arrecifes
基督徒	cristiano
基督徒	christian
基督徒	cristianos
基督徒	cristiana
基督徒	cristian
基督徒	cristián
基督徒	cristianos
假設	hipótesis
假設	suposición
假設	asunción
假設	suposiciones
假設	presunciones
假設	supuestos
假設	hipotética
假設	hipotéticamente
假設	hipotético
假設	suponiendo
假設	asumiendo
搭配	mezcle
搭配	mix
搭配	mezclar
搭配	mezcla
轉移	transferencia
轉移	transfer
轉移	traslado
轉移	traslados
轉移	traspaso
轉移	transferencia
周邊	perímetro
周邊	rodeando
周邊	circundantes
周邊	periférica
周邊	periféricas
周邊	periféricos
周邊	periferia
周邊	periférico
周邊	cercano
周邊	cercana
周邊	cerca
繁忙	ocupada
繁忙	ocupado
繁忙	ocupados
繁忙	ocupadas
清真寺	masjid
清真寺	mezquitas
清真寺	mezquita
排除	excluir
排除	excluya
排除	excluye
排除	exclusión
排除	exclusiones
排除	exclusiones
輔助	complemento
輔助	complementar
輔助	subsidiariedad
輔助	auxiliares
輔助	auxiliar
颶風	huracanes
颶風	huracán
颶風	huracanes
塞爾維亞	serbio
塞爾維亞	serbia
錯	equivocado
錯	equivocados
錯	mal
錯	incorrecto
仿	imitación
仿	imitaciones
曼谷	bangkok
曼谷	tailandia
嘉義	chiayi
加利福尼亞	california
婦女	mujer
婦女	mujeres
婦女	femenino
改進	mejorado
改進	mejoró
改進	mejorada
改進	mejoras
改進	mejoría
改進	mejoramiento
改進	perfeccionamiento
改進	mejora
改進	mejoras
改進	mejoramiento
改進	mejorando
改進	mejorar
改進	mejora
改進	mejore
改進	mejorar
改進	mejora
正義	justicia
正義	justice
正義	justos
艇	barcos
艇	embarcaciones
艇	botes
艇	lanchas
艇	barca
艇	barco
艇	embarcación
艇	bote
艇	lancha
模擬	análogo
模擬	analógico
模擬	analógica
模擬	simulaciones
模擬	análogo
模擬	analógico
模擬	analógica
模擬	análogos
模擬	análoga
模擬	simulación
模擬	simulador
伊斯蘭	islámico
伊斯蘭	islámica
伊斯蘭	islámicas
伊斯蘭	islámicos
伊斯蘭	islamismo
伊斯蘭	islam
貨物	cargo
貨物	cargamento
貨物	carga
貨物	bienes
貨物	mercancías
局部	parciales
局部	parcial
局部	local
局部	locales
局部	parcialmente
木星	júpiter
客家	hakka
天才	genio
天才	genialidad
天才	genios
天才	talentos
天才	talento
影響力	impact
影響力	repercusión
影響力	impacto
影響力	influencia
影響力	influir
影響力	influencias
影響力	influenciar
附屬	afiliados
附屬	afiliado
附屬	afiliadas
婷	ting
海峽	estrecho
海峽	estrechos
海峽	canal
海峽	canalizar
海峽	canales
海峽	channel
她們	ellos
她們	ellas
保育	conservación
爪	garra
爪	pata
爪	garra
爪	garras
筆	lápiz
筆	bolígrafo
筆	boli
筆	pen
筆	pluma
筆	cercados
筆	corrales
筆	bolígrafos
筆	plumas
垃圾	basura
垃圾	papelera
垃圾	basuras
垃圾	basura
垃圾	basura
孔子	confucio
音樂會	concierto
音樂會	conciertos
音樂會	conciertos
推進	propulsión
推進	avanzando
國籍	nacionalidad
鵬	peng
轟炸機	bombardero
轟炸機	bombarderos
轟炸機	bombarderos
要塞	baluarte
要塞	fortaleza
要塞	fortaleza
要塞	fuerte
要塞	fort
平定	pacificación
黎明	alba
黎明	dawn
黎明	amanecer
巴勒斯坦	palestinos
巴勒斯坦	palestino
巴勒斯坦	palestina
跨越	cruzando
跨越	cruzar
跨越	travesía
跨越	cruce
暖	cálido
暖	caliente
暖	tibio
暖	cálida
刺激	estímulo
刺激	estimulación
刺激	estímulo
刺激	estímulos
刺激	estimula
刺激	estimular
刺激	estimule
刺激	estimulando
刺激	estimulación
刺激	estimulante
刺激	estimulantes
刺激	estimular
彪	biao
道教	taoísta
道教	taoísmo
借用	empréstitos
借用	préstamos
借用	empréstito
借用	endeudamiento
租	alquiler
租	alquilar
租	renta
勇士	warriors
勇士	guerreros
勇士	guerrero
勇士	guerrera
因子	factor
姐	sis
姐	hermanita
儲存	almacén
儲存	almacenaje
儲存	almacenamiento
儲存	arsenales
卡通	toon
卡通	caricatura
卡通	viñetas
卡通	caricaturas
成年	adultez
成年	adulto
成年	adulta
成年	adultos
職位	puestos
職位	posiciones
職位	posturas
職位	posicion
職位	posición
供奉	ofrendas
繁殖	propagación
繁殖	cría
繁殖	reproductores
繁殖	crianza
繁殖	reproducción
繁殖	raza
繁殖	razas
繁殖	reproducirse
繁殖	mestizo
繁殖	reproducción
實驗室	laboratorio
實驗室	laboratorios
實驗室	laboratorios
實驗室	laboratorio
實驗室	lab
敘述	narrativas
敘述	narrativa
敘述	narración
敘述	descriptiva
敘述	descriptivos
敘述	descriptivo
水晶	cristal
水晶	crystal
水晶	cristales
跟隨	sigue
跟隨	siga
跟隨	seguir
跟隨	sigan
跟隨	follow
秘魯	perú
秘魯	peru
反射	reflectante
反射	reflejo
反射	reflejos
反射	reflejo
反射	reflexionar
反射	reflexión
反射	reflejos
反射	reflexiones
那個	eso
那個	que
訊號	señales
訊號	señal
血液	sangre
血液	blood
後方	trasero
後方	trasera
後方	retaguardia
後方	traseros
日常	cotidiano
日常	cotidiana
依靠	confiando
主人	maestro
主人	master
主人	máster
主人	amo
審查	críticas
審查	opiniones
審查	reseña
審查	reseñas
審查	revisar
審查	examen
審查	revisión
審查	reseña
審查	censura
分解	descomposición
福音	evangelio
福音	gospel
