srbijo	סרביה
ujet	לכוד
bledu	דמם
kovanec	מטבע
shaw	שו
toplo	חמים
toplo	חם
toplo	חמה
toplo	בחום
petelin	זין
petelin	תרנגול
petelin	רוסטר
block	חסימה
block	בלוק
block	חסום
block	לחסום
titan	טיטניום
titan	טיטאן
izgnanstvu	הגלות
izgnanstvu	גלות
laval	לאוואל
santana	סנטנה
izboljšave	שיפור
izboljšave	שיפורים
izboljšave	שיפור
greg	גרג
raznolikosti	גיוון
generacijo	דור
logar	לוגאר
razdeljene	מחולק
razdeljene	מחולקת
tvoj	שלך
tvoj	שלך
luknja	חור
luknja	גומה
mehaniki	מכניקה
selitev	נע
selitev	נעה
selitev	עובר
selitev	זז
selitev	הגירה
selitev	הנדידה
marsan	מארסן
trening	אימונים
trening	אימון
trening	הכשרה
trening	אימון
trening	להתאמן
trening	תרגול
trening	אימון
princese	נסיכות
združujejo	משלב
združujejo	לשלב
darwin	דרווין
darwin	דארווין
jetra	כבד
jetra	הכבד
jetra	כבדים
doc	דוק
sidney	סידני
hawk	הנץ
hawk	הוק
hawk	נץ
oblečena	לבוש
oblečena	לבושה
oblečena	לבוש
oblečena	לבושה
nosu	אף
nosu	אפו
nosu	אפה
nosu	האף
brundle	ברנדל
operativna	מבצעית
operativna	מבצעי
aristotel	אריסטו
domneve	השערה
domneve	הנחות
rommel	רומל
bond	בונד
vrhov	פסגות
vrhov	הפסגות
vrhov	פסגות
vrhov	פיקס
neo	ניאו
neo	ניו
neo	נאו
povečane	מוגדלת
prevlado	שליטה
prevlado	שליטה
nfpa	nfpa
situacija	סיטואציה
situacija	מצב
sipine	דיונות
suh	סקיני
suh	רזות
suh	רזה
turbo	טורבו
občutno	משמעותית
gostje	אורחים
reed	ריד
poškodovan	נפצעו
poškodovan	פצוע
poškodovan	פצועים
poškodovan	נפצע
poškodovan	פצועה
poškodovan	פגומה
poškodovan	ניזוק
poškodovan	פגום
poškodovan	נזק
poškodovan	נפגעה
poškodovan	נפגע
poškodovan	לפגוע
delavnica	מוסך
delavnica	המוסך
delavnica	סדנה
delavnica	המלאכה
delavnica	הסדנה
delavnica	סדנת
facto	פקטו
zajel	אפוף
oboroženi	חמוש
oboroženi	חמושה
oboroženi	חמושים
slovesnosti	טכס
slovesnosti	הטקס
slovesnosti	טקס
slovesnosti	טקסים
steblo	גבעול
steblo	גבעול
palica	מקל
palica	סטיק
sirija	סוריה
trans	טראנס
trans	טרנס
enrique	אנריקה
demi	דמי
šarapova	שראפובה
avtocesta	כביש
posneti	צולם
posneti	צילמה
posneti	צילם
taras	טאראס
barnes	בארנס
barnes	ברנס
dolar	דולרים
dolar	דולר
priljubljene	המועדפים
priljubljene	מועדפים
priljubljene	פופולרי
priljubljene	אהוד
priljubljene	פופולרית
priljubljene	פופולריים
priljubljene	פופולריות
priljubljene	המועדפים
priljubljene	מועדפים
računalništvo	מחשוב
kosa	פיסה
kosa	חתיכה
osebkov	דגימות
vinogradi	כרמים
dreyfus	דרייפוס
ptič	ציפור
ptič	בירד
kino	סרטים
kino	קולנוע
kino	קולנוע
krožni	מעגלי
errani	אראני
komedije	קומדיות
palazzo	פאלאצו
atlanti	אטלנטה
paša	פאשה
paša	מרעה
interval	מרווח
komentarji	פרשנות
komentarji	התגובות
komentarji	תגובות
komentarji	הערות
razširjene	מורחב
razširjene	התרחב
peš	הליכה
peš	הליכה
peš	ללכת
sas	הקומנדו
laser	לייזר
daniela	דניאלה
daniela	דניאל
zaprte	סגורות
zaprte	סגורים
zaprte	סגור
zaprte	סגורה
ukrajinski	אוקראיני
discogs	discogs
bush	בוש
bush	שיח
vernikov	המאמינים
vernikov	מאמינים
edo	אדו
gaston	גסטון
miren	רגועה
miren	רוגע
miren	רגוע
miren	שלווים
miren	שליו
miren	שלווה
shriver	שרייבר
holland	הולנד
najmlajša	הצעיר
podeljena	ניתנה
podeljena	הוענק
podeljena	ניתנת
shakespeare	שייקספיר
premog	פחם
zbrala	אסף
živ	בחיים
živ	חי
dodeljena	המיוחסות
dodeljena	שהוקצה
dodeljena	הוקצה
dodeljena	שהוקצה
dodeljena	הוקצה
kmetiji	חוות
kmetiji	חווה
povečan	מוגדלת
povečan	מוגברת
povečan	גדל
morata	מוראטה
rože	פרחים
raztopina	פיתרון
raztopina	פתרון
raztopina	הפתרון
ekološko	אקולוגית
ekološko	אורגני
ekološko	אורגניות
ekološko	אורגניים
ekološko	אורגנית
duke	דוכס
duke	דיוק
psihološki	פסיכולוגית
psihološki	פסיכולוגי
pika	נקודה
pika	דוט
jutri	מחר
jutri	המחר
skorja	קרום
hale	הייל
postojanka	מוצב
zaplete	סיבוכים
zaplete	סיבוך
ekologija	אקולוגיה
sms	sms
premagati	להתגבר
vogel	פוגל
vogel	ווגל
pošta	דואר
osprey	אוספרי
cepiva	חיסונים
cepiva	חיסון
cepiva	חיסון
plavalec	שחיין
kompleksna	מורכבים
kompleksna	מורכב
kompleksna	מורכבת
kompleksna	מתחם
kompleksna	תסביך
katedrali	הקתדרלה
katedrali	קתדרלת
svetov	עולמות
komponenta	הרכיב
komponenta	רכיב
komponenta	מרכיב
trojica	טריניטי
dragi	יקירי
dragi	יקירה
dragi	יקרים
dragi	היקר
dragi	יקירתי
dragi	יקר
tekmovalci	מתחרים
tekmovalci	מתחרים
ferrer	פרר
zasebna	פרטית
zasebna	פרטי
zasebna	טוראי
zasebna	לפרטי
keller	קלר
maščobe	שומנים
maščobe	שמן
maščobe	שמנים
maščobe	שמנה
maščobe	שומן
sladkor	שוגר
sladkor	סוכר
ivanov	איבנוב
poudariti	להדגיש
plezanje	מטפס
plezanje	טיפוס
poučevanje	הוראה
poučevanje	מלמד
poučevanje	לימוד
poučevanje	מלמדת
trupla	גופות
trupla	גוויות
trupla	גוף
trupla	גופים
trupla	גופות
priseljencev	מהגרים
začasna	זמנית
začasna	זמני
veselo	עליזה
veselo	עליז
kruha	הלחם
kruha	לחם
nadstropje	קומה
nadstropje	רצפה
mladiči	גורים
mladiči	הגורים
mladiči	גורים
priporočljivo	המלצת
priporočljivo	המלצה
priporočljivo	מומלץ
reid	רייד
reid	ריד
kolonijo	מושבת
kolonijo	המושבה
kolonijo	מושבה
skala	רוק
skala	סלע
ptiči	עופות
ptiči	ציפורים
peroralno	אוראלי
baltimore	בולטימור
zapeljal	פיתה
jos	יוס
avtobusi	אוטובוסים
robovi	שוליים
robovi	שולי
robovi	קצוות
obvestilo	הכרזה
obvestilo	ההכרזה
obvestilo	הודעה
obvestilo	התראה
obvestilo	ההתראה
obvestilo	הודעה
egon	אגון
peterson	פיטרסון
peterson	פטרסון
tekmovalec	מתחרה
tekmovalec	מתמודד
tekmovalec	מתמודד
tekmovalec	מתחרה
oddaljenost	מרחק
oddaljenost	טווח
ogrožena	איימה
ogrožena	איים
pau	פאו
križišča	מעברי
bazen	בריכה
bazen	ביליארד
bazen	סנוקר
bazen	בריכת
licence	רישיונות
yorka	יורק
trte	הגפן
trte	גפן
trte	גפן
trte	הגפנים
enakost	זוגיות
enakost	שוויון
enakost	שיוויון
verskega	דתיות
verskega	דת
verskega	דתי
verskega	דתית
verskega	דתיים
krvavitev	מדממת
krvavitev	דימום
krvavitev	מדמם
krvavitev	לדמם
krvavitev	דימום
zapiski	פתקים
zapiski	רשימות
zapiski	הערות
zapiski	תווים
avtomobili	מכוניות
avtomobili	מכוניות
stirling	סטירלינג
pokol	טבח
pokol	טבח
repa	לפת
repa	לפת
zagon	קדמי
zagon	סטארטאפ
zagon	מתחילה
zagon	מתחיל
zagon	החל
zagon	תנופה
zagon	מומנטום
ericsson	אריקסון
marion	מריון
pogum	אומץ
pogum	גבורה
pogum	גבורה
ravnovesje	יתרה
ravnovesje	מאזן
ravnovesje	איזון
fasado	חזות
izjeme	חריגות
izjeme	חריגה
izjeme	פטור
forbes	פורבס
teta	דודה
teta	דודה
neža	סטלה
sokol	פאלקון
sokol	פלקון
sokol	בז
sokol	הנץ
sokol	הוק
sokol	נץ
sokol	גאד
udeležbo	השתתפות
udeležbo	ההשתתפות
mila	סבונים
mila	סבון
fjodor	פיודור
ilustrator	המאייר
žirija	מושבעים
žirija	המושבעים
dovoli	הרשה
dovoli	אפשר
dovoli	לאפשר
terminal	טרמינל
terminal	סופני
terminal	מסוף
kanado	קנדה
razdelek	חטיבה
razdelek	הדיוויזיה
razdelek	דיוויזיה
razdelek	חלוקה
razdelek	מקטע
razdelek	סעיף
razdelek	מחלקה
novost	חידוש
plesalka	רקדנית
plesalka	רקדן
sovražniki	האויב
sovražniki	אוייב
sovražniki	אויב
sovražniki	שונאים
sovražniki	שונאי
sovražniki	עוינים
sovražniki	אויבים
sovražniki	אויבי
letnica	שנת
letnica	שנה
opredeljena	מוגדרים
opredeljena	מוגדר
preverjanje	בודק
preverjanje	בודקת
preverjanje	בדוק
preverjanje	אימות
jovan	יובאן
propada	קריסה
propada	התמוטטות
propada	הקריסה
zakonodaja	חקיקה
floto	צי
floto	הצי
sedi	לשבת
tehnološki	טכנולוגי
tehnološki	טכנולוגית
izgnali	מגורש
izgnali	גורש
zavezništva	בריתות
črpalke	משאבות
spremenljivka	משתנה
infrastrukturo	תשתית
