aug	август
elvégzett	проведено
elvégzett	извършено
elvégzett	извърши
elvégzett	извършена
rövidítés	съкращение
rövidítés	акроним
rövidítés	съкращение
rövidítés	съкращения
szarvasmarha	говеда
szarvasmarha	говеда
szarvasmarha	добитък
jeges	ледено
jeges	леден
mesterségesen	изкуствено
xxiii	xxiii
változók	променливи
változók	променливите
rush	ръш
bíbor	лилава
bíbor	пурпурно
bíbor	лилаво
bíbor	лилав
bíbor	пурпурно
bíbor	кримсън
constantin	константин
martha	марта
torre	торе
palesztin	палестина
palesztin	палестинските
aviv	авив
megőrzése	запазване
megőrzése	запазване
megőrzése	съхранение
megőrzése	опазване
cohen	коен
képességek	способности
képességek	способност
képességek	умения
képességek	способности
haller	халер
federer	федерер
patricia	патриша
mozgását	движения
parkok	паркс
parkok	паркове
parkok	парковете
gazdálkodás	мениджмънт
gazdálkodás	управление
gazdálkodás	отглеждане
gazdálkodás	земеделие
berry	бери
újságok	вестниците
újságok	вестници
hannah	хана
sportban	спортни
sportban	спортен
sportban	спорт
sportban	спортно
sportban	спортове
figyelő	наблюдател
gil	гил
kölni	кьолн
gerincesek	гръбначни
ace	ейс
ace	ас
ace	асе
ace	асо
chicagói	чикаго
kétnyelvű	двуезичен
létrehozva	създадени
létrehozva	създадено
létrehozva	създадена
létrehozva	създаде
létrehozva	създаден
zero	нулева
zero	нула
zero	нулев
karibi	карибите
praktikus	практично
praktikus	практичен
praktikus	практически
praktikus	практическо
praktikus	практична
praktikus	хенди
praktikus	сръчен
hepburn	хепбърн
ellentétek	противоположностите
következetesen	последователно
következetesen	последователен
következetesen	последователна
következetesen	последователни
megölni	убий
gérard	жерар
bennszülött	родна
bennszülött	местни
fenntartható	устойчиви
fenntartható	устойчива
fenntartható	устойчиво
fenntartható	устойчив
vonzó	атрактивна
vonzó	привлекателна
vonzó	привлекателно
vonzó	привлекателен
vonzó	атрактивни
homoszexuális	хомосексуален
homoszexuális	хомосексуалист
kombinált	комбинирана
kombinált	комбинирано
kombinált	комбинирани
kombinált	комбиниран
aromás	ароматни
aromás	ароматно
foglyok	пленници
foglyok	затворници
hatékonyan	ефективна
hatékonyan	ефикасно
hatékonyan	ефикасен
hatékonyan	ефективен
hatékonyan	ефективно
hatékonyan	ефективно
hatékonyan	ефикасно
elméletileg	хипотетично
elméletileg	теоретично
énekli	пее
granada	гранада
védők	защитниците
védők	защитници
terhesség	бременност
vezeték	газопровода
vezeték	тръбопроводи
vezeték	тръбопровод
vezeték	газопровод
vezeték	тел
vezeték	жици
vezeték	жица
vezeték	проводници
készítő	създателя
készítő	създател
richardson	ричардсън
ruha	облекла
ruha	дрехи
ruha	облекло
ruha	тоалет
ruha	облекло
ruha	рокля
ruha	дрехите
ruha	дрехи
terek	интервали
terek	помещения
terek	пространства
woody	уди
vie	vie
gyűrűt	ринг
gyűrűt	пръстен
tartósan	упорит
tartósan	упорита
tartósan	трайно
tartósan	безвъзвратно
tanítani	преподаването
tanítani	преподаване
kíséri	придружава
kifejezett	изрично
kifejezett	изразена
kifejezett	изразено
kifejezett	изразен
kifejezett	изразени
adók	данъци
adók	данък
adók	данъците
adók	данъци
österreich	österreich
húsvét	великденски
húsvét	великден
rabszolga	роб
rabszolga	робиня
termesztett	култивирани
látszólagos	видимо
látszólagos	очевидна
lily	лилия
lily	лили
jogilag	легално
jogilag	законно
utókor	потомците
genfi	женева
zár	катинар
zár	заключване
zár	заключи
zár	ключалка
zár	заключване
zár	затваря
lépcső	стълбище
lépcső	стълбището
lépcső	стълбище
lépcső	стълби
lépcső	стъпало
lépcső	стъпка
lépcső	крачка
lépcső	стъпала
lépcső	стъпки
lépcső	стълби
lépcső	крачки
lépcső	стъпала
lépcső	стълбите
lépcső	стълби
szárnyai	крилата
szárnyai	крила
szárnyai	крилца
szárnyai	крилете
szárnyai	криле
zeitung	цайтунг
carol	каръл
carol	керъл
carol	карол
vitorlázás	плаване
éjjeli	нощна
éjjeli	nite
vedd	вземете
vedd	вземи
koronás	коронован
rab	затворничка
rab	затворник
rab	затворничка
rab	затворник
szárazföld	земи
szárazföld	земя
szárazföld	континента
pleisztocén	плейстоцена
cserék	обмен
kint	отвън
kint	навън
felügyelet	надзор
felügyelet	надзор
felügyelet	наблюдение
javak	стоки
javak	блага
baskír	башкирски
thomson	томсън
alejandro	алехандро
salamanca	саламанка
messier	месие
sarthe	сарт
terápia	терапията
terápia	терапия
gorkij	горки
egészség	здраве
egészség	здравеопазване
egészség	здравето
testőr	телохранител
testőr	бодигард
gilles	жил
burke	бърк
sebészeti	хирургическа
sebészeti	хирургически
köztes	междинна
köztes	междинно
köztes	междинен
henderson	хендерсън
elképzelt	въображаема
elképzelt	въображаем
elképzelt	въображаеми
elképzelt	представял
érdeklődő	води
érdeklődő	заинтересовани
érdeklődő	заинтересована
érdeklődő	заинтригуван
érdeklődő	заинтересуван
érdeklődő	заинтересован
darabjai	бройки
darabjai	парченца
darabjai	парчета
ívelt	извита
tengerész	моряк
tengerész	морски
tengerész	пехотинец
tengerész	морска
tengerész	моряк
tengerész	матрос
disco	дискотека
disco	диско
márki	маркиза
márki	маркиз
wells	уелс
wells	кладенци
valentin	валентин
valentin	валентин
valentin	валънтайн
fehérjék	протеини
fehérjék	протеин
fehérjék	белтък
fehérjék	протеини
fehérjék	протеините
felfogás	възприятия
felfogás	схващане
felfogás	възприятие
felfogás	възприемане
felfogás	възприятия
felfogás	възприятията
felfogás	възприятие
felfogás	възприемане
táblázatok	таблици
táblázatok	маси
gépesített	механизирани
találkoztam	срещна
találkoztam	мет
támadásokat	атакува
támadásokat	атентати
támadásokat	атаки
támadásokat	нападения
emlékezés	споменаването
cirkusz	циркът
cirkusz	цирк
cirkusz	цирка
januári	януари
veleszületett	вродена
veleszületett	вроден
veleszületett	вродено
erőforrások	ресурси
hozzájárul	допринася
melléknév	прилагателно
rituális	ритуал
rituális	ритуално
rituális	ритуално
rituális	ритуални
fiziológiai	физиологични
fiziológiai	физиологичен
fiziológiai	физиология
labor	лаборатории
labor	лабораторията
labor	лаборатория
harangtorony	камбанарията
feketék	черни
meztelen	голо
meztelen	голи
meztelen	гола
meztelen	голо
meztelen	голи
meztelen	гола
inn	inn
valladolid	валядолид
engedéllyel	лицензиран
engedéllyel	лицензирани
érdekességek	куриози
tallinn	талин
tavi	езерото
tavi	лейк
tavi	езеро
elhagyni	изоставят
fölötte	над
fölötte	отгоре
csíkos	раирана
csíkos	райета
csíkos	ивици
csíkos	райета
értelem	интелигентност
értelem	разузнаване
értelem	интелект
értelem	интелект
értelem	разум
földek	земи
földek	фийлдс
földek	поля
földek	полетата
földek	полета
concerto	концерт
hasonlóak	подобно
hasonlóak	подобен
hasonlóak	сходен
hasonlóak	подобна
hasonlóak	подобни
árnyék	сенки
árnyék	сенките
árnyék	сенки
árnyék	сянката
árnyék	сянка
árnyék	нюанс
árnyék	сянка
klinika	клиника
klinika	клиниката
tágas	просторно
tágas	просторна
tágas	просторно
wing	крилото
wing	крило
wing	уинг
belize	белиз
márciusi	март
falat	стена
falat	стената
falat	уол
ellis	елис
bergman	бергман
oldalakon	страници
érd	интерес
érd	лихви
érd	лихва
invázió	инвазия
invázió	нашествие
invázió	нахлуване
tojást	яйца
tojást	яйцата
tojást	яйцето
tojást	яйца
tojást	яйце
támogatói	привърженици
támogatói	поддръжници
flavius	флавий
kifejező	изразителни
koszovó	косово
kifutó	подиум
kifutó	писта
nyaka	врат
nyaka	врата
nyaka	шия
nyaka	нек
earl	ърл
legelő	пасища
legelő	пасища
legelő	пасе
legelő	паша
cselekvés	действия
cselekvés	действие
cselekvés	екшън
mechanizmus	механизмите
mechanizmus	механизми
mechanizmus	механизъм
eszik	ям
eszik	ядене
eszik	яде
eszik	изяжда
eszik	яде
őrző	пазач
őrző	пазител
őrző	настойник
őrző	пазител
őrző	попечител
őrző	гардиън
mozaik	мозайка
alto	алто
stevens	стивънс
savas	киселинни
savas	киселина
súly	тегло
súly	тежест
thriller	трилър
ericsson	ериксон
fennmaradó	оставащи
fennmaradó	оставащите
parancsnokság	командване
parancsnokság	команда
parancsnokság	командата
gerard	джерард
gerard	жерар
lionel	лайнъл
lionel	лионел
lionel	лайънъл
rovat	box
rovat	клетка
rovat	кутия
szabott	съобразени
norma	норма
norma	норма
megkülönböztető	отличителен
megkülönböztető	отличителни
megkülönböztető	дискриминационни
megkülönböztető	отличителен
rubin	рубин
rubin	руби
szálak	влакна
szálak	нишки
szálak	конци
szálak	влакна
feudális	феодална
puglia	пуля
betty	бети
bejegyzés	навлизане
bejegyzés	влизане
bejegyzés	вписване
bejegyzés	post
bejegyzés	публикация
bejegyzés	публикуване
bejegyzés	пост
mad	луд
mad	луда
jeffrey	джефри
mariah	марая
kiskorú	непълнолетни
kiskorú	непълнолетна
kiskorú	непълнолетен
kiskorú	непълнолетни
kiskorú	малолетни
kiskorú	незначителни
mozambik	мозамбик
mítosz	мит
mítosz	мита
portsmouth	портсмут
andre	андре
andre	андре
nyomozás	разследвания
nyomozás	разследване
nyomozás	изследвания
nyomozás	разследването
nyomozás	разследван
nyomozás	разследване
nyomozás	разследва
nyomozás	разследване
burrows	бъроуз
ljubljana	любляна
jótékony	изгодно
strand	beach
strand	плажът
strand	плаж
strand	бряг
strand	плажа
strand	странд
strand	нишка
kylie	кайли
méh	матката
méh	матка
méh	утробата
méh	утроба
méh	матка
méh	бий
méh	пчела
hajlamos	склонен
hajlamos	склонна
nina	нина
golyó	топка
golyó	бал
golyó	бол
golyó	куршумите
golyó	патрони
golyó	куршуми
golyó	куршум
erőforrás	ресурс
erőforrás	ресурси
erőforrás	ресурси
gall	жлъчния
gall	галия
gall	гал
hosszúkás	продълговати
brooks	брукс
stones	камъни
dokumentáció	документация
rousseau	русо
oak	дъб
oak	оук
gyűjteni	събиране
gyűjteni	събират
típusai	типове
típusai	видове
fogyasztás	потребление
fogyasztás	консумация
mode	режим
rainer	райнер
manó	гоблин
manó	елф
elsőszülött	първородния
astra	астра
babiloni	вавилонски
vállalkozások	дружества
vállalkozások	фирми
vállalkozások	компании
vállalkozások	предприятия
vállalkozások	предприятията
vállalkozások	предприятия
hidraulikus	хидравлични
bejelenti	обявява
bejelenti	обяви
kairó	кайро
titanic	титаник
