kleinste	کوچکترین
gedächtnis	حافظه
gedächtnis	حافظۀ
spitznamen	لقب
illustrator	تصویرگر
anschlag	حمله
anschlag	ترور
anschlag	تهاجم
anschlag	حمله
anschlag	تجاوز
anschlag	یورش
anschlag	بمبگذاری
anschlag	بمباران
heimlich	پنهانی
heimlich	مخفیانه
heimlich	محرمانه
heimlich	رازی
heimlich	راز
heimlich	مخفی
verletzte	مجروح
verletzte	مصدوم
verletzte	زخمی
verletzte	مجروح
verletzte	زخمی
verletzte	جراحت
verletzte	آزاری
verletzte	زخم
verletzte	تلفات
wertvolle	گرانبها
wertvolle	گرانبها
wertvolle	ارزشمند
tus	تاس
tus	طوس
tempo	پیس
tempo	خوبیست
tempo	تمپو
tempo	ضرب
verbracht	صرف
reinhardt	راینهارت
professionellen	حرفهای
verkehrs	ترافیک
verkehrs	ترافیکی
parallelen	موازی
verheiratete	married
verheiratete	متاهل
verheiratete	ازدواج
klubs	خاج
square	مربع
square	میدان
getestet	آزموده
mist	مه
cousin	دخترخاله
ruhrgebiet	رور
getriebe	دنده
getriebe	گیر
getriebe	انتقال
getriebe	مخابره
getriebe	گیربکس
geistes	روحی
geistes	اسپریت
geistes	روح
unmittelbaren	فوری
ungültig	خلأ
ungültig	تهی
ungültig	باطل
ungültig	نامعتبر
emeritierung	بازنشستگی
moser	موزر
dietz	دیتز
optisch	دیداری
optisch	بصری
optisch	تصویری
optisch	نوری
optisch	اپتیک
jeanne	ژان
herzegowina	هرزگوین
secret	محرمانه
secret	رازی
secret	راز
secret	مخفی
hinzufügen	افزودن
statuen	مجسمه
experimente	آزمایش
verehrt	محبوب
armut	فقر
libanon	لبنان
lieutenant	ستوان
protein	پروتئین
protein	پروتئینی
protein	پروتئینهای
organe	ارگان
organe	اندامها
organe	اندام
organe	موسسات
organe	نهادهای
organe	مؤسسات
ensembles	همای
organisieren	سازماندهی
organisieren	سازماندهی
dänisch	دانمارکی
dänisch	دانمارک
vorwärts	جلو
betrag	مقدار
betrag	مبلغ
betrag	مجموع
betrag	مبلغ
mathilde	ماتیلدا
mathilde	ماتیلدا
jugendlicher	نوجوانان
jugendlicher	نوجوان
gran	گرن
freiberg	فرایبرگ
blind	کور
blind	نابینا
blind	سرگردانی
blind	کورکورانه
césar	سزار
geltenden	کاربردی
beamte	افسران
beamte	مقامات
beamte	ماموران
beamte	افسران
gonzález	گونزالس
gonzález	گونزالس
gonzález	گونزالز
israelische	اسرائیلی
israelische	اسراییل
israelische	اسرائیل
leidenschaft	پرشور
leidenschaft	احساساتی
leidenschaft	اشتیاق
leidenschaft	مصائب
leidenschaft	شهوت
vereinbarung	یادداشت
vereinbarung	توافقنامه
vereinbarung	موافقتنامه
vereinbarung	قرارداد
vereinbarung	توافق
vereinbarung	mou
vereinbarung	توافق
thriller	تریلر
gitarristen	guitarist
gitarristen	گیتاریست
sachverhalt	حقایق
dokumenten	اسناد
amerikanisches	آمریکایی
amerikanisches	امریکایی
amerikanisches	امریکن
amerikanisches	آمریکن
zusammenstellung	کامپایل
zusammenstellung	تالیف
neutralen	بیطرف
neutralen	خنثی
täglichen	هروز
hölzerne	چوبی
amadeus	آمادئوس
con	con
verhältnismäßig	متناسب
tell	بگویم
tell	بگو
opel	اوپل
linda	لیندا
rita	ریتا
angelo	آنجلو
lebewesen	موجودات
lebewesen	مخلوقات
lebewesen	بندگان
martina	مارتینا
aue	آئو
brechen	بشکند
brechen	استراحت
brechen	شکستن
brechen	شکستن
brechen	شکنی
isabella	ایزابلا
arnsberg	آرنسبرگ
künstliche	مصنوعی
treiben	شناور
treiben	دریفت
treiben	رانش
treiben	شناور
flache	سطحی
gesetzlich	قانونا
trust	تراست
trust	توکل
trust	اعتماد
pays	ارادت
müll	شغال
müll	زباله
müll	زباله
höchster	بالاترین
honda	honda
honda	هوندا
palermo	پالرمو
handwerker	صنعتگران
handwerker	صنعتگر
handwerker	صنعتگران
verwandtschaft	نزدیکان
verwandtschaft	خویشان
verwandtschaft	خویشاوندان
verwandtschaft	خویشاوند
verwandtschaft	خویشاوندان
verwandtschaft	خویشاوندی
beute	انفال
beute	غنایم
beute	غنیمت
beute	درندگان
beute	طعمه
beute	شکارش
beute	غارت
beute	تاراج
beute	غنیمت
beute	غارت
kompromiss	سازش
kompromiss	مصالحه
kompromiss	توافق
elektrisch	برق
elektrisch	electrical
elektrisch	الکتریکی
elektrisch	برقی
elektrisch	الکتریکی
elektrisch	الکتریک
kunstwerke	art
kunstwerke	هنر
kunstwerke	آرت
münze	سکه
münze	سکه
münze	نعناع
münze	نعنا
veranstalter	ترویج
veranstalter	برگزارکننده
rechtschreibung	هجی
rechtschreibung	املایی
rechtschreibung	افسون
rechtschreibung	هجی
rechtschreibung	ورد
panorama	پانوراما
professionelle	حرفهای
moral	روحیه
moral	اخلاقی
moral	اخلاق
moral	اخلاق
moral	اخلاقیات
moral	اخلاقی
moral	اخلاق
tallinn	تالین
never	هیچوقت
never	هرگز
judentum	یهودیت
romeo	رومئو
kasachstan	قزاقی
kasachstan	قزاقستان
nils	نیلز
scottish	اسکاتلند
scottish	اسکاتلندی
märtyrer	شهدا
märtyrer	شهیدان
märtyrer	شهید
kroatischen	کروات
kroatischen	کرواسی
explosion	بلاست
explosion	دمیدن
explosion	خروش
explosion	انفجار
explosion	انفجاری
explosion	انفجار
geschäftsmann	کارآفرین
geschäftsmann	کاسب
beinhalten	شامل
theoretischen	نظری
larven	لارو
rangers	تکاور
niemanden	هیچکس
sozialwissenschaften	جامعهشناسی
drogen	مواد
drogen	مخدر
drogen	دارو
arabisch	عرب
arabisch	عربها
arabisch	عربی
arabisch	تازی
arabisch	عربی
arabisch	عربستان
gewässern	آبها
gewässern	آبهای
argentinischen	آرژانتینی
argentinischen	آرژانتین
argentinischen	آرژانتینی
osteuropa	شرق
osteuropa	شرقی
bautzen	بواتزن
präsenz	حضورش
präsenz	حضور
terror	ترور
terror	دلهره
terror	هراس
nachweise	برهان
nachweise	اثبات
nachweise	مدرک
nachweise	شواهد
nachweise	مدارک
nachweise	مدرک
bewahren	حفظ
novelle	رمان
tibet	تبت
sparen	ذخیره
sparen	نجات
sparen	ذخیره
sparen	ذخیرۀ
territorien	سرزمینهای
booten	چکمه
ökonomie	اقتصاد
untersuchen	تحقیق
jefferson	جفرسون
womöglich	شایدم
womöglich	شاید
algebra	جبر
pascal	پاسکال
homosexualität	lgbt
homosexualität	همجنسگرایی
formale	صوری
formale	رسمی
zeuge	شاهدان
zeuge	شاهدین
zeuge	ناظر
zeuge	شهادت
zeuge	شاهد
zeuge	شاهدی
zeuge	گواه
hope	امیدی
hope	هوپ
hope	امیدوارم
hope	hope
hope	امید
billboard	بیلبورد
militärisch	ارتش
militärisch	نظامی
militärisch	ارتشی
bowl	کاسه
edwards	ادواردز
aufträge	قراردادهای
aufträge	قراردادها
aufträge	فرمان
aufträge	دستورات
aufträge	دستور
oberseite	بالا
oberseite	top
oberseite	تاپ
oberseite	اوج
oberseite	فاعل
opfern	قربانی
opfern	فدا
opfern	ذبح
opfern	فداکاری
opfern	قربانیان
jenny	جنی
sevilla	sevilla
sevilla	سویل
birgit	بیرگیت
birgit	پتر
birgit	پیتر
birgit	پطرس
rumänische	رومانیایی
rumänische	رومانی
korrektur	اصلاح
korrektur	اصلاحات
korrektur	اصلاح
entdecker	جهانگردان
entdecker	کاوشگر
entdecker	اکسپلورر
holt	هالت
holt	هولت
countys	شهرستانهای
telekom	تلکوم
telekom	تلکام
wöchentlich	هفتگی
erzeugung	نسل
erzeugung	تولید
künstlich	مصنوعی
spencer	اسپنسر
hardy	اردی
hardy	هاردی
unsicher	ناامن
unsicher	متزلزل
unsicher	ناامن
unsicher	یقین
angestellte	کارمندان
angestellte	کارکنان
angestellte	کارمند
ram	رام
ram	ram
ram	رم
pater	پادری
brauch	نیاز
brauch	نیازمند
brauch	سفارشی
olivier	الیویه
schmuck	جواهر
schmuck	جواهرات
schmuck	جواهر
schmuck	جواهرات
schmuck	زیورآلات
schmuck	جواهرات
innovation	نوآوری
innovation	نوآوری
aufruf	نیایش
aufruf	بخوانید
aufruf	تماس
aufruf	فراخوانی
werder	werder
craig	کرگ
craig	کریگ
craig	گریک
zivilen	civil
zivilen	مدنی
zivilen	غیرنظامی
einheitlichen	یکپارچه
musikalisch	موزیکال
boten	فرستاده
boten	messenger
boten	پیامبر
boten	رسول
boten	مسنجر
boten	رسولی
schräg	عجیب
schräg	کج
schräg	اسلنت
flüssigkeit	مایعات
flüssigkeit	سیال
flüssigkeit	مایع
flüssigkeit	شاره
flüssigkeit	مایع
flüssigkeit	مایعات
persischen	پرشین
persischen	ایرانیان
persischen	ایرانی
persischen	فارسی
altona	التونا
bausteine	بلوک
bausteine	بلوکهای
privater	خلوت
privater	شخصی
privater	سرباز
privater	private
privater	خصوصی
mähren	موراویا
häfen	بنادر
entschuldigung	عذرخواهی
entschuldigung	بهانه
entschuldigung	متاسفم
entschuldigung	عذرخواهی
editor	ویرایشگر
ordentlich	منظم
ordentlich	تفحص
ordentlich	شسته
ordentlich	تمیزی
alessandro	الساندرو
alessandro	آلساندرو
mix	اختلاط
mix	مخلوط
mix	میکس
gfdl	gfdl
umfrage	نظرسنجی
umfrage	سروی
umfrage	نظرسنجی
werkzeuge	ابزار
werkzeuge	ابزارها
werkzeuge	ابزارهای
werkzeuge	تسهیلات
jennifer	جنیفر
schilling	شیلینگ
bemerkung	توضیح
bemerkung	نظر
bemerkung	یادداشت
bemerkung	نکته
bemerkung	نوت
bemerkung	مشاهده
bemerkung	رصد
harte	عالیست
harte	سختگیر
harte	زننده
harte	خشن
fester	چرک
fester	استوارتر
sandra	ساندرا
rezensionen	نقدهای
großmeister	استادبزرگ
tänzerin	رقصنده
tänzerin	dancer
tänzerin	رقاص
anklage	اتهامی
anklage	اتهامات
anklage	اتهام
anklage	اتهاماتی
anklage	اتهام
anklage	کیفرخواست
anklage	پیگرد
weiden	ویلو
weiden	چراگاه
weiden	چراگاه
lettland	لتونی
etappen	مراحل
regisseurin	director
regisseurin	کارگردان
apollo	آپولو
apollo	شفاخانه
sudan	سودان
stimmte	موافقت
stimmte	موافق
stimmte	توافق
stimmte	رای
stimmte	رأی
bewerten	تعیین
bewerten	ارزیابی
bewerten	ارزیابی
mut	شهامت
mut	شجاعت
mut	رشادت
mut	دلیری
mut	دلیری
mut	دلاوری
arms	بازوان
arms	بازوها
arms	آغوش
arms	بازو
achsen	محورها
achsen	محور
crew	سرنشین
crew	سرنشینان
crew	خدمه
enterprise	انترپرایز
enterprise	سازمانی
prominente	سلبریتی
prominente	مشاهیر
prominente	برجسته
stützen	ستونها
stützen	ستونهای
lüttich	لیژ
algorithmus	الگوریتم
casa	کاسا
einhaltung	چسبندگی
étienne	اتین
watt	وات
watt	واتس
fern	فرن
fern	سرخس
reis	برنجی
reis	پلو
reis	رایس
reis	برنج
bär	بارور
bär	خرس
bär	بائر
bär	خرس
bär	بیر
bär	خرسی
slam	اسلم
zielen	هدفگیری
ecuador	اکوادور
potential	بالقوه
potential	پتانسیل
come	بیا
come	بیاید
haar	موی
haar	مو
haar	موها
trinken	نوشیدن
trinken	آشامیدنی
trinken	نوشیدن
trinken	بنوش
trinken	بنوشید
nachhaltig	پایدار
nachhaltig	وارده
potter	پاتر
duell	دوئل
elektrotechnik	الکترونیک
elektrotechnik	الکترو
elektrotechnik	برق
elektrotechnik	electrical
elektrotechnik	الکتریکی
verringert	خواص
zahlung	پرداختی
zahlung	دستمزد
zahlung	اجری
zahlung	پرداخت
bergmann	مینر
nathan	نیتن
nathan	ناتان
ausländer	alien
ausländer	بیگانه
ausländer	فضایی
ausländer	بیگانگان
spitz	اسپیتز
guatemala	گواتمالا
guatemala	گواتمالا
portland	پورتلند
spam	هرزنامه
spam	اسپم
quartier	اقامتگاه
quartier	مقر
annette	انت
annette	آنت
stellvertretende	میگرداند
stellvertretende	معاون
geliebte	معشوقه
geliebte	محبوب
geliebte	دلبند
geliebte	lover
aufkommen	ظهور
aufkommen	پیدایش
optische	نوری
optische	اپتیک
rico	ریکو
willem	ویلم
leonardo	لئوناردو
flash	فلش
flash	flash
flash	فلاش
fonds	وجوه
fonds	فوند
havel	هاول
civil	civil
civil	مدنی
inhalten	محتویات
inhalten	رضایت
inhalten	خرسند
inhalten	محتوای
inhalten	محتوا
verbringen	صرف
verdienen	مستحق
verdienen	سزاوار
verdienen	لیاقت
verdienen	کسب
verdienen	لیاقت
verdienen	شایستگی
intensive	شدید
locker	شل
locker	شُل
unterstützer	حامیان
unterstützer	یاور
vergabe	اهدا
komm	بیا
komm	بیاید
helle	یکدست
helle	درخشان
risiken	خطرات
risiken	خطر
risiken	ریسک
wettkampf	مسابقات
wettkampf	تورنومنت
wettkampf	تورنمنت
wettkampf	رقابت
wettkampf	مسابقه
wettkampf	رقابت
wettkampf	رقابتهای
wettkampf	رقابتها
wettkampf	مسابقه
stellvertretenden	میگرداند
markgrafen	مرزبان
herzöge	دوکس
konzeption	مفهومی
konzeption	مفهومی
konzeption	مفهوم
konzeption	لقاح
beleidigung	تخلفات
beleidigung	توهین
beleidigung	توهین
beleidigung	توهین
ausmaß	بزرگی
differenzen	تفاوت
differenzen	تفاوتهای
differenzen	تفاوتها
differenzen	اختلاف
differenzen	اختلافات
süddeutsche	زوددویچه
besuchten	بازدید
rügen	روگن
inter	اینتر
fühlen	احساس
fühlen	حس
fühlen	احساس
fühlen	حس
fühlen	احساسش
bratislava	براتیسلاوا
nächstes	بعدی
nächstes	next
ming	مینگ
grace	فضل
grace	گریس
elektronen	الکترون
elektronen	الکترونی
elektronen	الکترونهای
elektronen	الکترون
elektronen	الکترونها
klassisch	قدیمی
klassisch	کلاسیک
klassisch	کلاسیک
klassisch	classic
preisen	قیمتها
preisen	جوایز
mosel	مسل
vereinbart	موافقت
vereinbart	موافق
vereinbart	توافق
stuhl	صندلی
stuhl	مدفوع
neffen	برادرزاده
neffen	خواهرزاده
beweise	اثبات
beweise	برهان
beweise	اثبات
beweise	مدرک
beweise	شواهد
beweise	مدارک
beweise	مدرک
doctor	دکتری
doctor	داکتر
doctor	دکتر
grabmal	مقبره
grabmal	آرامگاه
lektüre	خواندن
lektüre	قرائت
nachwuchs	فرزندانی
nachwuchs	اولاد
nachwuchs	فرزند
nachwuchs	زاد
laufzeit	دوام
laufzeit	عمری
laufzeit	عمره
laufzeit	بلوغ
mar	مار
glaub	باور
glaub	ایمان
minderheiten	اقلیت
minderheiten	اقلیتهای
einschränkungen	محدودیتهای
einschränkungen	محدودیتها
einschränkungen	محدودیت
einschränkungen	محدودیتهای
einschränkungen	قید
einschränkungen	محدودیت
einschränkungen	محدودیتهای
einschränkungen	محدودیتها
einschränkungen	محدودیت
biologische	زیستی
nützlich	مفید
nützlich	مفید
nützlich	هندی
druckerei	چاپ
druckerei	چاپگر
druckerei	چاپگرهای
lambert	لمبرت
lima	لیما
geschossen	شات
geschossen	شلیک
buchhandlung	کتابفروشی
buchhandlung	کتابفروشی
motiven	انگیزش
modernisierung	ارتقاء
angeklagt	شارژ
vermont	ورمونت
vermont	ورمانت
schädel	جمجمه
schädel	جمجمه
toyota	toyota
toyota	تویوتا
willkürlich	تصادفی
willkürlich	دلخواه
stiftungen	پایه
stiftungen	صدقات
stiftungen	خیریه
schuster	کفاش
schuster	شوشتر
make	make
make	را
make	گریم
make	makeup
make	آرایشی
make	آرایش
dec	dec
dec	دکلان
beliebige	دلخواه
str	str
kate	kate
hanna	هنا
hervorgehoben	مشخص
gregory	گریگوری
gregory	گرگوری
return	بازگشت
balken	bar
balken	میله
balken	بار
balken	پرگار
balken	پرتو
schlesischen	سیلسیان
cia	cla
taufe	نگارگری
taufe	تعمید
taufe	تعمید
kompetenz	تخصص
