है	hai
निवेशकों	investuotojų
सेठ	setas
मन्त्र	mantra
मन्त्र	mantras
उदार	dosnus
उदार	liberalų
भाषाएं	kalbos
एयरलाइन	airbus
एयरलाइन	airlines
ग्रेड	reitingus
सब्जी	augalinis
बोइंग	boeing
आत्मकथा	autobiografija
सवारी	ri
कपड़ा	tekstilės
कपड़ा	tekstilės
झा	tvr
गंध	aromatu
गंध	kvapas
गोद	juosmens
छुट्टी	atostogos
छुट्टी	atostogų
छुट्टी	šventė
अल्लाह	dievas
अल्लाह	allah
राइट	wright
सम्पत्ति	savybė
सम्पत्ति	turtas
सम्पत्ति	nuosavybė
पेट्रोलियम	benzinas
प्रस्थान	išvykimas
प्रस्थान	išvykimo
दहन	deginimas
दहन	degimo
आंख	akies
आंख	akių
आंख	akis
आंख	eye
पालतू	pet
पालतू	augintiniai
संचित	sukauptas
उधार	skolinimosi
उधार	skolinimasis
टोनी	tony
टोनी	tonis
सजीव	gyventi
सजीव	gyvenimo
सजीव	gyvos
सजीव	gyva
सजीव	live
सजीव	gyvi
सजीव	gyventi
सजीव	gyvos
सजीव	organizmas
यूनिट	vienetai
स्टेट्स	narės
कविताएँ	eilėraščiai
दीर्घा	galerija
दीर्घा	galerijoje
शॉट	kadras
लता	lata
कोर्स	žinoma
चिकित्सकों	terapija
चिकित्सकों	gydymas
चिकित्सकों	daktarai
चिकित्सकों	gydytojai
वस्तुएं	elementų
कराते	karate
उत्तेजित	susijaudinęs
अनावश्यक	nereikalingos
अनावश्यक	nereikalingų
अनावश्यक	nereikalingi
वाई	vai
सेवक	tarnas
सेवक	tarnautojas
नाव	valties
नाव	valtis
फिल्मी	filmas
फिल्मी	plėvelė
शर्करा	angliavandenių
पंच	smūgis
बोला	bola
बोला	kalbėjo
विघटन	dezintegracijos
अनौपचारिक	neoficialus
स्तूप	stupa
साम्यवादी	komunizmas
अरुणाचल	arunačal
क्षमताओं	gebėjimai
प्रासंगिक	aktualumas
प्रासंगिक	reikalingumas
लहर	bangos
लहर	bangų
लहर	banga
कूद	pasitiko
प्रत्यय	priesagos
परंपराओं	tradicijos
परंपराओं	tradicijų
परंपराओं	tradicijas
ऊन	vilnos
ऊन	vata
ऊन	vatos
ऊन	vilna
ब्रह्मांड	cosmos
विकृत	iškraipyti
सांख्यिकीय	statistikos
सुलभ	būsimiems
हू	tei
रिक्त	tuščia
रिक्त	tuščias
वादक	būgnininkas
संवर्धन	sodrinimo
नियंत्रक	valdiklis
नियंत्रक	valdiklio
अनु	anu
पाचन	irimo
बाइबिल	biblija
बाइबिल	biblijos
फेफड़े	plaučiai
फेफड़े	plaučius
दोस्तों	vaikinai
दोस्तों	draugus
दोस्तों	draugų
दोस्तों	draugės
दोस्तों	draugai
वोल्टेज	įtampos
वोल्टेज	įtampa
रोज	kasdienio
मान्यताओं	įsitikinimus
महादेवी	mahadevi
जरूर	turi
प्रशासक	administratoriai
प्रशासक	administratorius
नकल	dirbtinė
बलिदान	aukotis
बलिदान	aukomis
सर्प	gyvatės
सर्प	gyvate
सर्प	gyvatė
बैटमैन	betmenas
गुड	gerai
गुड	geras
गुड	puikiai
गुड	gera
धनुष	lanko
एप्पल	apple
परिदृश्य	kraštovaizdžio
परिदृश्य	kraštovaizdis
मछलियों	žuvys
हार्वर्ड	harvardo
मार्क्स	marksizmas
मार्क्स	marksas
सराय	inn
कट	taupymo
भयानक	siaubingai
भयानक	baisiai
भयानक	baisios
भयानक	siaubinga
भयानक	siaubingas
कर्ता	aktorė
कर्ता	aktorius
शिक्षित	išsilavinę
साबुन	muilo
साबुन	muilas
मिलन	milanas
मिलन	milano
हिंसक	smurtinių
गेंदबाजी	boulingo
उत्थान	pakilimas
तलाक	skyrybos
तलाक	skyrybų
तलाक	išsiskyrė
आक्सीजन	deguonis
राजनयिक	diplomat
राजनयिक	diplomatinio
राजनयिक	diplomatinis
राजनयिक	diplomatinių
कवच	amuletas
कवच	šarvus
ड्यूक	kunigaikštis
तैनात	dislokuoti
दूत	ambasadorius
अनुष्ठान	ritualas
राष्ट्रमंडल	sandraugos
तार्किक	logiška
महामारी	epidemija
पिक्चर्स	pixar
साइकिल	dviračiai
साइकिल	dviratis
साइकिल	dviračio
साइकिल	dviračių
कामयाब	sėkmingai
कामयाब	pavyko
कामयाब	valdoma
कामयाब	valdomi
क्वांटम	quantum
साहस	drąsos
साहस	drąsa
ओल्ड	senas
ज़रा	zara
निंदा	pasmerkti
थकान	gydantis
थकान	nuovargis
कोट	citatą
कोट	citata
कोट	paltą
अपमान	pažeminimą
अपमान	įžeidimas
मूवी	filmas
मूवी	filmai
मूवी	filmai
मूवी	filmus
प्रोफाइल	profiliai
ब्रिज	tiltai
ब्रिज	tilto
ब्रिज	tiltas
पाणिनि	panini
ताज	karūna
ताज	taj
व्याख्यान	paskaitos
व्याख्यान	paskaita
परजीवी	parazitų
रोबोट	robotas
व्हिस्की	viskio
व्हिस्की	viskis
नागरिकता	pilietiškumas
समृद्धि	klestėjimas
समृद्धि	gerovės
समृद्धि	gerovė
अक्तूबर	sp
जोकर	klounas
मित्रों	draugus
मित्रों	draugų
मित्रों	draugės
मित्रों	draugai
आज़ाद	azad
छठे	šeštoji
छठे	šešta
छठे	šeštasis
छठे	šeštosios
कोयले	anglys
कोयले	anglis
करण	karan
विचारक	mąstytojas
वीज़ा	vizos
वीज़ा	viza
वीज़ा	vizų
टक्कर	susidūrimas
टक्कर	susidūrimo
गुणा	daugyba
गुणा	daugintis
प्रायोजित	remiama
प्रायोजित	remiamos
बाली	balio
नवजात	naujagimio
नवजात	naujagimiams
नवजात	naujagimių
संदिग्ध	įtartinas
हां	taip
हां	aha
हां	taip
राह	būdu
राह	būdas
जिंदगी	gyvenimo
जिंदगी	gyvybės
जिंदगी	gyvybė
जिंदगी	gyvenimas
शिया	šiitų
बाबर	babūras
प्रांतों	provincija
प्रांतों	provincijos
ह्रदय	širdy
ह्रदय	širdies
ह्रदय	širdis
मॉडलिंग	modeliavimas
मॉडलिंग	modeliavimo
मॉडलिंग	modeliavimas
चाप	arkos
चोल	čola
पन्ना	panna
पन्ना	emerald
खुश	laiminga
खुश	laimingas
खुश	laimingi
दुर्योधन	durjodhana
हंस	žąsų
हंस	žąsys
फायदा	naudos
फायदा	pranašumą
फायदा	pranašumas
क्रय	pirkti
खारिज	laisvai
फेफड़ों	plaučiai
फेफड़ों	plaučių
फेफड़ों	plaučiai
फेफड़ों	plaučius
एनरॉन	enron
झुकाव	lenkimo
झुकाव	deklinacija
उग्र	skaudūs
लीप	šuolis
अपहरण	pagrobimas
भाषाविज्ञान	kalbotyra
धमकी	patyčias
मेहनत	grind
थाईलैंड	tailandas
पर्याय	sinonimas
बहुतायत	gausa
सार्थक	prasmingas
वर्णक्रम	spektro
वर्णक्रम	spektras
प्रायोगिक	eksperimentinių
राक्षस	demonas
राक्षस	pabaisa
राक्षस	monstras
राक्षस	monstrai
एलिस	elidė
ग्रे	pilka
शाकाहारी	vegan
पोल	apklausa
गारंटी	faktais
गारंटी	garantijos
गारंटी	garantija
निर्भरता	priklausomybė
निर्भरता	priklausomybės
तंग	tang
तंग	siauros
तंग	siauras
तंग	siaura
प्रतिरूप	kopija
चीजें	daiktai
चीजें	dalykai
योनि	makšties
कांच	stiklas
कांच	stiklinė
कांच	stiklo
कराची	karačis
शस्त्र	ginklas
शस्त्र	ginklai
शस्त्र	ginklų
शस्त्र	ginklas
शस्त्र	ginklai
शस्त्र	ginklų
शस्त्र	rankos
शस्त्र	ginklai
इलेक्ट्रॉनिक्स	elektronikos
बियर	alaus
बियर	alus
गान	himnas
सातवीं	septintasis
सातवीं	septintoji
पुरूष	patinas
पुरूष	patinų
पुरूष	vyrai
पुरूष	vyras
सिंधु	indus
सिंधु	sindhu
सिंधु	sindo
महा	maha
ऑस्कर	oskaras
बाएँ	paliko
गौर	gaūras
राष्ट्रवादी	nacionalistinių
इंजनों	lokomotyvai
स्टीफन	stephen
ब्लूज़	bliuzo
कांस्य	bronza
दिलचस्पी	domina
दिलचस्पी	susidomėję
देशांतर	ilguma
देशांतर	ilgumos
महिलाएँ	patelių
महिलाएँ	patelės
महिलाएँ	moterys
व्यंजनों	receptai
आचार	etika
आचार	etikos
मापदंड	kriterijus
काच	stiklas
काच	stiklinė
काच	stiklo
युवाओं	jaunimo
युवाओं	jaunimas
ट्रेड	prekiauja
मलय	malajų
सीमेंट	cementas
सीमेंट	cemento
डिज़्नी	disney
गोलाकार	sferinių
आक्साइड	oksidai
सिकंदर	aleksandras
सिकंदर	aleksandro
सिकंदर	alexander
टोक्यो	tokijo
भाग्य	išlikimas
बैल	bull
स्वीकार्य	swat
एनिमेटेड	animacinis
एंटीबायोटिक	antibiotikų
एंटीबायोटिक	antibiotikai
तेलंगाना	telangana
भीष्म	bhyšma
प्रतिस्थापन	pakaitalai
आर्मी	armijos
आर्मी	kariuomenė
आर्मी	armija
ब्लेक	bliuzo
ब्लेक	bleikas
गर्भवती	nėščia
गंभीरता	rimtumą
खरीदा	perkami
खरीदा	įsigytas
खरीदा	pirktas
खरीदा	nupirkti
खरीदा	įsigyta
खरीदा	nusipirko
विवादों	ginčai
लीड्स	leeds
सिगरेट	cigarečių
सिगरेट	cigaretes
सिगरेट	cigarečių
सिगरेट	cigaretės
सूट	kostiumas
सूट	tinka
शान	shan
प्रविष्ट	įterpti
वुड्स	miškas
वुड्स	miško
बर्फ़	sniegas
बर्फ़	sniego
मरुस्थल	dykumos
मरुस्थल	dykuma
विवादित	ginčijamas
विवादित	ginčytina
विवादित	ginčijo
अल्पसंख्यक	mažuma
अल्पसंख्यक	mažumos
अल्पसंख्यक	mažumų
बर्मी	birmos
ट्रक	sunkvežimis
ट्रक	sunkvežimiai
ट्रक	sunkvežimių
डीन	dynas
कब्र	kapo
फर्श	grindys
फर्श	grindų
मोती	perlai
पादरी	pastorius
पादरी	dvasininkija
यूरो	euras
यूरो	euro
प्रतिरोधी	antagonistas
तम्बाकू	tabakas
परिपक्व	subrendęs
उष्ण	atogrąžų
हरित	žalia
लेडी	ledi
लेडी	dama
लेडी	damos
दया	gaila
दया	pasigailėjimo
दया	gerumo
टेक्स्ट	tekstas
इंद्र	indra
इरादा	ketinimas
इरादा	ketinimą
आशीर्वाद	palaima
आशीर्वाद	dovanos
अहिंसा	ahimsa
अवतरण	iškrovimo
सुप्रीम	aukščiausiasis
अनन्त	begalinė
अनन्त	amžina
यूनेस्को	unesco
सामरिक	strateginiai
त्रिपुरा	tripura
निर्वाण	nirvana
रिपब्लिकन	respublikonų
सपना	svajonė
सपना	svajone
उत्तराधिकार	paveldėjimo
कारावास	įkalinimo
कारावास	kalėjimas
कारावास	kalėjimą
उत्तरदायित्व	atsakomybė
उत्तरदायित्व	atskaitomybės
विद्रोही	sukilėlių
बैठा	sėdi
परमेश्वर	dievas
स्टर्लिंग	sterlingų
स्टर्लिंग	stirling
फीफा	fifa
इंजेक्शन	injekcija
चुनी	išrinkti
चुनी	išrinktas
चुनी	išrinkta
चित्रकारी	dažymas
बेसबॉल	kamuoliukas
बेसबॉल	beisbolo
उदर	pilvą
उदर	pilvo
उदर	pilvas
झीलों	ežerai
झीलों	ežerų
लय	ritmai
लय	ritmo
लय	ritmu
फायर	ugnies
फायर	gaisro
फायर	gaisras
फायर	ugnis
हैमिल्टन	hamilton
किलोग्राम	kilogramas
किलोग्राम	kilogramą
टेप	juostos
भूविज्ञान	geologija
वाइरस	virusų
वाइरस	virusai
सिग्नल	signalus
सिग्नल	signalai
सिग्नल	signalo
सिग्नल	signalas
गाथा	saga
सूक्ष्मदर्शी	mikroskopu
सूक्ष्मदर्शी	mikroskopija
सुंदरता	gražuolė
सुंदरता	grožis
यहूदियों	žydai
फाइल	failas
निकोलस	nicolas
निकोलस	nikolai
मूर्तियाँ	statulas
मिसाइल	raketos
मिसाइल	raketas
मिसाइल	raketa
मिसाइल	raketų
अर्थशास्त्री	ekonomistas
उद्यमी	verslininkai
उद्यमी	verslininkas
जोड़ों	porų
परिपूर्ण	tobulos
परिपूर्ण	tobulas
परिपूर्ण	tobula
डेबिट	debeto
कवरेज	aprėpties
नम	drėgnas
नम	drėgna
परमात्मा	dieviška
वाक्यांश	griežtas
मकबरा	kapas
मकबरा	paminklas
मकबरा	mauzoliejus
विशेषण	būdvardis
सराहना	vertinamas
मार्केट	rinka
मंगलवार	antradienis
मंगलवार	antradienį
मंगलवार	antradieniais
जाहिर	matyt
किताबें	knygos
सीख	mokymosi
सीख	mokymuisi
सीख	mokytis
सीख	mokymasis
सीख	mokytis
कैबिनेट	kabineto
वैन	vagonai
विस्फोटक	sprogimas
विस्फोटक	sprogmenys
विस्फोटक	sprogmenų
विस्फोटक	sprogstamosios
विस्फोटक	sėdynė
जीवविज्ञान	biologija
सनातन	amžina
तुर्क	turkiją
तुर्क	turkija
तुर्क	turkijos
तुर्क	turkas
संकर	hibridinių
प्रो	pro
बोस्टन	boston
स्तन	krūtų
स्तन	krūtų
स्तन	krūties
लिखकर	rašant
असमिया	asamų
सल्तनत	sultonatas
सूरी	suri
नाईट	žirgas
नाईट	riteris
औरत	moteris
चाँद	palydovas
निकासी	evakuacija
त्रिकोण	trikampis
त्रिकोण	trikampio
त्रिकोण	trikampiai
साइबेरिया	sibirą
विकृति	metmenų
नियामक	reguliatorius
संवेदनशीलता	jautrumas
संवेदनशीलता	jautris
करेगी	bus
चिड़ियाघर	zoo
संतुष्ट	patenkintas
बालू	smėlio
बालू	smėlis
इक्विटी	nuosavybė
मणि	manis
उद्धरण	citatą
उद्धरण	citata
मार्क्सवादी	marksistinis
नकली	netikra
नकली	netikras
पूर्वानुमान	prognozė
पूर्वानुमान	prognozuoja
स्वयंसेवक	savanorišką
ईंट	plytų
ईंट	deimantai
ईंट	deimantų
दस्तावेज़	dokumentas
दस्तावेज़	doc
पासवर्ड	slaptažodis
पासवर्ड	slaptažodžio
पासवर्ड	slaptažodį
परिश्रम	atidumo
ड्रैगन	dragon
स्कैन	skaityti
स्कैन	scan
हान	han
पेट्रोल	benzino
पेट्रोल	benzinas
पेट्रोल	benzinas
फॉक्स	lapė
हड़ताल	streikas
यमन	jemenas
स्टैनफोर्ड	stanfordo
पेशी	raumenys
पेशी	raumenų
स्टोरी	istorijos
स्टोरी	pasakojimas
स्टोरी	istorija
सिपाही	kareivis
सिपाही	karys
फ्लैश	flash
निरन्तर	nuolat
दीन	deen
दीन	din
संग	dainavo
जिमी	jimmy
जिमी	džimis
मुलायम	minkštas
मुलायम	minkšta
दही	jogurto
दही	jogurtas
दही	varškė
दही	varškės
अमीरात	emyratas
सहयोगियों	kolegos
महिमा	šlovės
महिमा	garbė
शेक्सपियर	šekspyras
अवशोषित	absorbuoti
अवशोषित	sugerti
मिथुन	gemini
रूट	maršrutai
रूट	maršrutų
रूट	maršrutas
रूट	root
आकस्मिक	atsitiktinio
फिलिप्स	philips
सार्वभौमिक	universal
सार्वभौमिक	universalus
सार्वभौमिक	universaliųjų
डाक्टर	gydytojo
डाक्टर	gydytojas
व्यर्थ	beprasmiška
व्यर्थ	bevertis
व्यर्थ	beprasmiška
महाद्वीपीय	continental
इस्तीफा	atsistatydinimo
इस्तीफा	atsistatydinti
गिरा	krenta
ताइवान	taivano
पल	momentus
पल	akimirkos
पल	momentai
पल	akimirka
पल	akimirką
पल	momentas
पल	akimirka
डाले	daley
कलाम	kalam
अयस्क	rūdos
अभिनेताओं	aktoriai
अभिनेताओं	veikėjai
अत्याचार	žiaurumus
बहाव	drift
ट्यूमर	auglys
दाँत	dantis
दाँत	dantų
हिन्दुस्तानी	hindustano
एबरडीन	aberdeen
गोपनीयता	paslapties
गोपनीयता	slaptumas
गोपनीयता	konfidencialumo
गोपनीयता	slaptumas
गोपनीयता	privatumas
गोपनीयता	privatumo
चैतन्य	čaitanja
क्लार्क	clarke
क्लार्क	klarkas
चूना	klintys
आपत्ति	protestas
आपत्ति	prieštaravimo
आपत्ति	prieštaravimas
आपत्ति	prieštaravimai
आपत्ति	protestai
आपत्ति	prieštaravimų
विपक्ष	opozicijos
द्रौपदी	draupadė
डब	dub
सूखी	sausa
सूखी	sausas
सूखी	sausos
सूखी	džiovintas
सूखी	išdžiovinti
सूखी	džiovinta
बॉट	botai
जला	dega
पूर्वजों	protėviai
वाल्व	vožtuvas
वाल्व	vožtuvų
धोखा	apgaudinėja
धोखा	apgavo
दाता	donorų
दाता	donoras
किंग्स	karaliai
नेटवर्किंग	tinklų
अर्जेंटीना	argentinoje
अर्जेंटीना	argentina
अर्जेंटीना	argentinos
इंसान	žmonijos
इंसान	žmogaus
इंसान	žmogus
अलगाव	atskirtis
अलगाव	izoliacija
अलगाव	izoliacijos
स्पर्धा	konkuruojančių
मंत्रियों	ministrai
मंत्रियों	ministrų
एयरलाइन्स	airbus
दंत	dantų
सुनवाई	klausos
सुनवाई	klausymas
विजेताओं	laimėtojus
विजेताओं	laimėtojai
विजेताओं	nugalėtojai
बुधवार	trečiadienio
बुधवार	trečiadienis
पीस	šlifavimo
पीस	vnt
पीस	gabalas
प्रतियां	kopijas
कार्यकर्ताओं	darbininkai
कार्यकर्ताओं	darbuotojai
कार्यकर्ताओं	darbininkų
कार्यकर्ताओं	aktyvistai
कार्यकर्ताओं	aktyvistų
समाजों	visuomenes
मालिकों	rengėjai
मालिकों	savininkai
हीरा	deimantas
संध्या	ieva
संध्या	vakaras
संध्या	vakaro
संध्या	vakare
संध्या	dusk
न्यूयार्क	niujorkas
बेकार	bevertis
बेकार	bevertis
बेकार	beprasmiška
मिशेल	michelle
मिशेल	michele
अनिश्चित	neaiški
मोटा	storas
मोटा	riebalų
मोटा	riebalai
अंकन	žymėjimas
अंकन	ženklinimas
वरदान	palaima
सलमान	salman
दुख	vargo
आर्यों	arijai
फ्रेडरिक	friedrich
नमी	drėgnumas
नमी	drėgmės
नमी	drėgnis
नमी	drėgmė
सिद्धि	siddhi
संग्रहण	kolekcijos
संग्रहण	sandėliavimas
संग्रहण	saugojimas
राष्ट्रवाद	nacionalizmas
समर्पण	atsidavimą
समर्पण	atsidavimo
आर्कटिक	arkties
काबुल	kabulo
आलोचनात्मक	esminė
प्रतिस्पर्धी	konkurentų
प्रतिस्पर्धी	konkurentai
प्रतिस्पर्धी	konkurentai
प्रतिस्पर्धी	konkurentas
प्रतिस्पर्धी	konkurencingas
प्रतिस्पर्धी	konkurencinis
आयरन	geležies
आयरन	geležis
कार्यालयों	biurų
कार्यालयों	biurai
फिल्टर	filtras
फिल्टर	filtruoti
डाई	dažai
डाई	dažiklis
डाई	dažų
आंदोलनों	judesiai
आंदोलनों	judėjimo
जटिलता	sudėtingumą
जटिलता	sudėtingumas
देखिये	saugok
देखिये	prižiūrėti
स्विस	šveicarijos
स्विस	šveicarija
कटाई	derliaus
कटाई	derliaus
कटाई	derlius
रूढ़िवादी	konservatorių
चमड़े	oda
चमड़े	odos
अनुपालन	atitiktis
चैंपियंस	čempionai
वास्तुकार	architektas
चयापचय	metabolizmas
चयापचय	metabolizmo
अरस्तू	aristotelis
बिली	bilis
अरविन्द	aurobindo
बार्सिलोना	barselonoje
अस्त्र	astra
विकिमीडिया	wikimedia
अब्राहम	abraham
जुड़वां	dvynys
जुड़वां	dvyniai
गोल्फ	golfo
विडियो	video
गोले	kriauklės
हज़ारों	tūkstančiai
हिप	hip
हिप	klubas
हिप	klubo
क्षीण	nedideli
मंजिल	grindys
मंजिल	grindų
ट्रॉफी	trofėjus
दुरुपयोग	piktnaudžiavimas
दुरुपयोग	netinkamo
पुनर्जागरण	renesanso
लेक	lekas
मिल्वौकी	milvokio
मज़बूत	stiprūs
मज़बूत	tvirtas
मज़बूत	stipri
मज़बूत	stiprus
कंट्रोल	kontrolė
कंट्रोल	ctrl
पाउडर	milteliai
पाउडर	miltai
समाजवाद	socializmas
समाजवाद	sociologija
सेक्स	lytis
वीरता	drąsa
वीरता	narsą
कीर्ति	fame
मिलाने	milanas
मिलाने	milano
जेन	džeine
गतिशीलता	mobilumo
गतिशीलता	mobilumas
कहां	kur
आतंरिक	vidaus
कैथरीन	katerina
करन	karan
पत्ती	lapų
कुंडली	ritė
हिम	sniegas
हिम	sniego
कब्ज़ा	perėmimo
कब्ज़ा	perėmimas
हस्तांतरण	transportas
हस्तांतरण	perdavimai
लॉजिक	loginis
लॉजिक	logika
टकराव	susidūrimas
टकराव	susidūrimo
टकराव	clash
धुरी	ašis
धुरी	ašies
धुरी	ašis
धुरी	ašies
निकाली	išgauti
आभास	suvokiama
घोड़ा	žirgas
घोड़ा	arklys
घोड़ा	arkliai
घोड़ा	arklio
ख़राब	blogai
ख़राब	bloga
ख़राब	blogas
ख़राब	blogi
एकाधिक	multiplayer
वीर्य	sperma
वीर्य	spermos
कार्बोहाइड्रेट	angliavandenių
पतले	liesas
विशिष्टता	spec
गुहा	ertmėje
आगम	agama
पहलवान	imtynininkai
पहलवान	imtynininkas
रैंक	perspektyvas
अपूर्ण	išsamūs
दूरदर्शी	teleskopo
शुक्राणु	sperma
लीवर	svertas
लीवर	svirties
काण्ड	kand
वज़न	svoris
तटस्थ	nešališkas
तटस्थ	neutralus
रैखिक	tiesinis
रैखिक	linijinis
रैखिक	tiesinė
इकाइयाँ	vienetai
फांसी	kartuvių
सस्ते	pigiai
सस्ते	pigūs
सस्ते	pigus
सस्ते	pigios
सस्ते	pigu
प्रयोगात्मक	eksperimentinių
निवेशक	senėjimas
निवेशक	investuotojų
निवेशक	investuotojai
निवेशक	investuotojas
ऐनी	anne
बेला	bella
रॉकेट	raketos
रॉकेट	raketa
रॉकेट	raketų
निकालना	gavyba
कलम	pen
चूर्ण	šlakas
चूर्ण	milteliai
चूर्ण	miltai
बॉस	bose
बॉस	bosas
टोरंटो	toronto
जॉर्जिया	gruzija
जॉर्जिया	gruzijos
कोल	cole
मरे	murray
अपलोड	išsiuntimas
नलिका	vamzdžių
अजीब	keistas
अजीब	keistai
अजीब	keista
अजीब	keistas
अजीब	keista
अजीब	nepatogu
बोलियों	pasiūlymai
ख़ैबर	chaiber
आन्तरिक	vidaus
वेगास	vegasą
सघन	kompaktiškas
सघन	kondensuotas
सघन	tankus
छपाई	spausdinti
सर्दी	žiemos
सर्दी	žiemą
सर्दी	ziema
सर्दी	žiema
गिलगित	gilgitas
घना	tankus
मीठा	sweet
मीठा	saldus
मीठा	miela
सच्चाई	tiesos
सच्चाई	tiesas
सच्चाई	tiesa
सच्चाई	tiesos
व्यवसायों	profesijų
व्यवसायों	profesijos
आदत	įprotis
लड़कों	berniukai
प्राध्यापक	profesorius
वोटों	balsai
वोटों	balsų
ताजा	šviežias
ताजा	šviežios
ताजा	švieži
ताजा	šviežia
झरने	krioklys
भिक्षु	vienuolis
यजुर्वेद	jadžurveda
बलूचिस्तान	beludžistanas
नेपोलियन	napoleonas
बोझ	našta
बोझ	naštą
बोझ	našta
बोझ	naštą
आधिपत्य	hegemonija
अंडरटेकर	undertaker
मेमोरियल	atminimo
क्रूज़	cruz
तुम्हारी	tavo
कमज़ोर	silpnas
आयुर्विज्ञान	vaistas
आयुर्विज्ञान	ajurveda
मोम	vaškas
सूअर	kiaulės
सूअर	kiaulėms
सूअर	kiaulė
सूअर	kiaulių
पोत	laivas
पोत	indas
मोटाई	storis
मोटाई	storio
पलायन	pabėgimo
दृढ़ता	ištvermės
संतों	šventieji
घूम	verpimo
बीजगणित	algebra
मानसून	musonas
हेक्टेयर	hektarų
कार्यात्मक	funkcinė
कार्यात्मक	funkcinis
कार्यात्मक	funkcinių
उत्सर्जित	išmestas
बुश	bušas
सपने	svajonė
सपने	svajone
सपने	svajones
सपने	sapnai
सपने	svajonės
आश्चर्यजनक	stebina
छाती	krūtinės
घोड़ों	arklių
घोड़ों	arkliai
घोड़ों	arklius
वॉल	sienos
वॉल	siena
यम	yam
यम	jum
हड्डियों	kaulai
महत्ता	svarbą
फ्रांसिस	pranciškus
कार्निवल	karnavalas
खिलाडी	žaidėjai
खिलाडी	žaidėjų
नक्शे	žemėlapiai
त्रिभुज	erelis
त्रिभुज	trikampis
त्रिभुज	trikampio
खलनायक	piktadariai
रूम	kambariai
रूम	kambarys
जज	teisėjas
अल्फा	alfa
डालर	doleris
डालर	dolerių
छद्म	pseudo
ईस्टर	velykų
ऑटोमोबाइल	automobilių
बेरी	uoga
नरम	minkštas
नरम	minkšta
रोमांटिक	romantiška
काँच	stiklas
काँच	stiklinė
काँच	stiklo
सूप	sriuba
सूप	sriubą
नेट	grynasis
नेट	grynoji
नेट	grynosios
नेट	grynieji
नेट	tinklai
तेरे	tere
टैगोर	tagorė
ओपेरा	opera
मैट्रिक्स	matrica
मैट्रिक्स	matricos
बिल्ली	katės
बिल्ली	katinas
बिल्ली	cat
बिल्ली	katė
क्षुद्रग्रह	asteroidas
आसमान	dangaus
आसमान	dangus
आसमान	dangus
मिनी	mini
क्रियाएँ	veiksmažodžių
याचिका	peticija
फेसबुक	facebook
जैक्सन	jackson
चोर	chor
चोर	vagys
चोर	vagis
कॉपी	nukopijuotas
कॉपी	kopijas
केप	žaliojo
मौसमी	sezoninio
मौजूदगी	buvimas
दोस्ती	draugystė
दोस्ती	draugyste
दोस्ती	draugystės
बम्बई	bombėjuje
पंप	siurblys
पंप	pompa
दाने	grūdai
एयरबस	airbus
सील	ruonių
नक्काशी	graviūra
जलाशय	baseinas
सूफी	sufi
डॉग	suo
डॉग	šuo
टैक्सी	kabina
सूरा	sura
परिणत	transformacijas
यूनिक्स	unix
रेलमार्ग	geležinkelis
गेहूं	kviečiai
गेहूं	kviečių
ब्राह्मी	brahmi
फेडरेशन	federacija
फेडरेशन	federacijos
रस्सी	virvės
रस्सी	virvė
क्रीम	grietinėlė
क्रीम	kremo
क्रीम	grietinėlės
परेड	paradas
अलास्का	aliaska
शुद्धता	skaistybės
शुद्धता	tikslumo
शुद्धता	tikslumas
रुद्र	rudra
बरेली	bareli
शिशुओं	kūdikiai
शिशुओं	vaikučių
अंगूर	vynuogės
अंगूर	vynuogių
अंगूर	vynuogės
विश्वव्यापी	pasaulyje
देह	kūno
देह	kūnas
जौ	miežiai
जौ	miežių
खाई	griovį
युवावस्था	jaunimo
युवावस्था	jaunimas
स्टाइल	stilius
शिला	šilongas
गुरुकुल	seminarija
कारखानों	gamyklos
कारखानों	gamyklų
ढांचा	kadrų
ढांचा	rėmai
ढांचा	kraštas
मजदूरी	alga
मजदूरी	atlyginimai
विस्थापन	poslinkio
कठिनाइयों	sunkumai
कठिनाइयों	sunkumų
चैन	chan
चैन	grandinės
चैन	grandinė
प्रतीकों	simboliai
भ्रष्ट	korumpuotas
अभियान्त्रिकी	inžinerija
अभियान्त्रिकी	inžinieriai
अभियान्त्रिकी	inžinerijos
सामंजस्य	harmonija
छाल	žievė
छाल	žievės
पिक्चर	pixar
इराक़	irakas
फारस	persija
शतरंज	šachmatų
गर्भपात	abortą
प्रकोप	rūstybė
ग्रीष्म	vasaras
ग्रीष्म	vasara
ग्रीष्म	vasaros
बेल्ट	diržai
बेल्ट	diržo
बेल्ट	diržas
पुजारी	kunigas
खां	khan
मीना	mina
एनीमेशन	animacija
ज्वार	sorgų
एलिजाबेथ	elizabet
डिएगो	diego
विक्टर	viktoras
मित्रता	draugiškumas
मित्रता	draugystė
मित्रता	draugyste
मित्रता	draugystės
विश्वसनीयता	patikimumas
यूरेनियम	uranas
यूरेनियम	urano
श्रद्धांजलि	duoklę
स्तुति	pagirti
ड्रीम	svajonė
ड्रीम	svajone
कैप्टन	kapitonas
वेधशाला	observatorija
वेधशाला	observatorijos
कुत्ता	suo
कुत्ता	šuo
क्लबों	klubas
जड़ें	šaknis
जड़ें	šaknys
जड़ें	šaknų
जड़ें	šakniavaisiai
सरसों	garstyčių
इमाम	imam
चलना	vaikšto
समितियों	komitetai
