като	soos
рисков	venture
ари	ari
инструктори	instrukteurs
халифата	kalifaat
съгласуване	koördinasie
януш	janusz
изгорено	geskryf
бреслау	breslau
чанг	chang
чанг	jang
салвиати	salviati
безкрайност	infinity
оливейра	oliveira
забавно	pret
забавно	snaaks
забавно	snaakse
перикъл	perikles
ковчега	ark
ковчега	coffin
калисто	callisto
модулите	modules
оса	wasp
барикело	barrichello
свято	heilig
свято	heilige
свято	holy
филантроп	filantroop
зрял	volwasse
платини	platini
челюстите	jaws
подпомагани	bygestaan
мейджи	meiji
крузейро	cruzeiro
последователна	konsekwent
йов	werk
йов	job
йов	werkie
хофенхайм	hoffenheim
изобретението	uitvinding
мигове	oomblikke
дженсън	jansen
дженсън	jensen
дженсън	jenson
депозити	inbetaal
маккуин	mcqueen
еврейка	joodse
еврейка	joods
чадър	sambreel
пакетите	pakkies
дао	dao
леа	lea
леа	leah
прикрепен	aangeheg
прикрепен	aangehegte
сглобяване	saamstel
сглобяване	gemeente
пътувал	gekom
питагор	pythagoras
невидим	onsigbaar
невидим	onsigbare
невидим	ongesiene
монетата	muntstuk
монетата	coin
смартфони	slimfone
приятни	aangenaam
приятни	aangenaam
талисман	mascot
наследяването	aanspraakmakers
кросби	crosby
лудо	mal
лудо	ludo
генетиката	genetika
взаимни	wedersydse
взаимни	mutual
взаимни	onderlinge
вентура	ventura
любопитство	nuuskierigheid
аквински	aquinas
условна	voorwaardelik
мига	flikker
арчър	archer
драконите	dragons
псалтир	psalter
вермахт	wehrmacht
плантагенет	plantagenêt
върховна	supreme
сърп	sekel
амазония	amazon
лекуване	healing
месия	messias
работим	werksaam
анархия	anargie
парфюми	parfuum
лемнос	lemnos
тронът	throne
хилендарския	hilandar
създание	diertjie
субконтинент	subkontinent
дърводелец	carpenter
дърводелец	skrynwerker
данциг	danzig
билбо	bilbo
фан	waaier
фан	aanhanger
фан	bewonderaar
прислужница	bediende
коморските	comoros
изпитване	toets
изпитване	toets
киркегор	kierkegaard
невъзможен	onmoontlik
енергично	energieke
дарил	darryl
дарил	daryl
борн	bourne
пале	palais
криспин	crispin
покривите	dakke
медалите	medals
паричен	monetêre
лицензирани	gelisensieerde
лицензирани	gelisensieer
аменхотеп	amenhotep
корморан	kormorante
конфигурации	konfigurasies
приложим	toepaslik
приложим	toepaslike
непряко	indirekte
непряко	indirek
непряко	hoedanigheid
ескорт	escort
увреден	beskadig
племенен	tribal
рахман	rahman
триумвир	triumvir
рецептата	resep
асизи	assisi
копър	vinkel
копър	dill
копър	dille
дювал	duvall
дювал	duval
тарантино	tarantino
душ	stort
селин	celine
селин	selene
мидландс	midlands
експериментът	eksperimenteer
експериментът	eksperiment
възбуда	opgewondenheid
възбуда	stimulering
възбуда	agitasie
хамас	hamas
гъвкав	soepel
гъвкав	buigbare
гъвкав	veelsydige
безопасен	veilig
безопасен	veilige
достойни	worthy
оставащите	oorblywende
оставащите	oor
санди	sandy
хронични	chroniese
уилямсън	williamson
алемани	alemanne
позволение	toelating
позволение	toestemming
горчиво	bitter
предполагаем	beweerde
подстраница	subpage
заплашен	gedreig
заплашен	bedreig
интро	bekendstelling
астрофизика	astrofisika
черепът	skedel
черепът	skull
кила	kiel
мешко	mieszko
абигейл	abigail
монитори	monitors
съответна	relevante
съответна	relevant
съответна	gepas
елиминирани	verminder
неограничено	onbeperk
митеран	mitterrand
фламенго	flamengo
епифан	epiphanes
фондации	foundations
пасивни	passiewe
пасивни	passief
миоцен	mioseen
еквивалентно	ekwivalente
еквивалентно	ekwivalent
ръкавици	handskoen
оноре	honoré
блиц	blitz
мигновено	oombliklik
обективен	oogmerk
обективен	doelwit
диагонал	diagonale
ананд	anand
започнете	start
започнете	begin
виши	vichy
коментирам	kommentaar
улавяне	vaslê
улавяне	vang
улавяне	vasvang
вулканите	vulkane
краде	steel
встъпване	ingryp
встъпване	intervensie
встъпване	broodnodige
пасе	perdagtige
привилегия	voorreg
микелон	miquelon
лекс	lex
везни	weegskaal
везни	libra
везни	skale
бенгалски	bengaalse
базил	basil
бадминтон	pluimbal
цветно	deursigtigheid
цветно	kleurvolle
мечо	beer
марихуана	dagga
истууд	eastwood
магистрати	landdroste
магистрати	magistrate
самураи	samurai
темпъл	tempel
темпъл	temple
варвари	barbarians
саламанка	salamanca
полупроводникови	halfgeleier
ламбда	gambië
оле	ole
меджид	sillago
индийци	indians
индийци	indiane
трион	saag
канела	kaneel
барберини	barberini
мицкевич	mickiewicz
апартаменти	suites
апартаменти	woonstelle
отело	othello
потънал	gesink
многоъгълник	poligoon
магданоз	pietersielie
уизли	weasley
нефтени	petroleum
арсиноя	arsinoe
обесени	opgehang
сосюр	saussure
аштън	ashton
пейтън	peyton
палеца	duim
карен	karen
застраховане	versekering
дьорд	györgy
резюмето	voortgaan
резюмето	hervat
джереми	jeremy
интерактивни	interaktiewe
неприятна	onaangenaam
привлекателен	aantreklike
мотоциклет	motorfiets
очилата	bril
очилата	glase
пече	gebak
мерло	merlot
гонг	gong
лост	hefboom
потоп	vloed
безпроблемно	deursigtige
реджеп	recep
слушатели	luisteraars
проклятие	vloek
проклятие	curse
проклятие	vervloek
уикикниги	wikibooks
адолфо	adolfo
келвин	kelvin
келвин	calvyn
келвин	calvin
диаграми	charts
диаграми	diagramme
хейл	hale
градус	graad
емо	emo
минос	minos
стаут	stout
редакционната	redaksie
спрингфийлд	springfield
анатомични	anatomiese
плевня	barn
фрост	frost
потребност	nood
потребност	benodig
сий	cee
мъдър	gebeur
мъдър	wise
марат	marat
емпайър	ryk
отчаяно	desperaat
отчаяно	desperate
мустаци	snor
призова	geappelleer
словаци	slowake
глупав	dom
голем	golem
веста	vesta
оградено	omkring
карловия	karlo
газопровод	pyplyn
обиден	aanstoot
голдбърг	goldberg
фрийман	freeman
тобиас	tobias
корпорейшън	corporation
корпорейшън	korporasie
корпорейшън	onderneming
арлингтън	arlington
абсурдно	absurd
пропуснати	misgekyk
пропуснати	misgeloop
пропуснати	gemis
йод	jodium
несъвместими	onversoenbaar
абдел	abdel
разполагането	ontplooiing
ботаници	botaniste
гец	getz
годност	fiksheid
пикардия	pikardië
мозел	moselle
самарканд	samarkand
сингх	singh
фернан	fernand
бьорк	björk
лиъм	liam
тийнейджъри	tieners
уча	studying
уча	opstaan
постоянство	volharding
тропиците	trope
внукът	kleinseun
телевизор	televisie
вмъква	ingesit
минерва	minerva
кергелен	kerguelense
козирог	capricorn
козирог	steenbok
честни	eerlike
палм	palm
порции	portions
саратов	saratof
гита	gita
изолирано	geïsoleerde
печене	gebak
побере	akkommodeer
бивол	buffalo
ромеро	romero
гертруд	gertrude
болезнено	pynlik
атлет	atleet
грегорио	gregorio
благородна	noble
благородна	edel
боргезе	borghese
гмуркане	duik
гмуркане	diving
гмуркане	duik
разпределяне	toewysing
разпределяне	verspreiding
разпределяне	versprei
рохан	rohan
мече	beer
съотборниците	spanmaats
арамейски	aramees
колежът	kollege
плитко	shallow
алианц	allianz
изтрито	geskrap
изтрито	uitgevee
конъли	connolly
пушенето	rook
манипулира	gemanipuleer
манипулира	manipuleer
ландсберг	landsberg
люлка	wieg
люлка	cradle
люлка	swing
секси	sexy
секси	hot
секси	warm
секси	hottie
подложка	bordjie
хубей	hubei
айфеловата	eiffel
романтично	romantiese
романтично	romanties
дуейн	duane
дуейн	dwayne
марокански	marokkaanse
аврора	aurora
марая	mariah
месечни	maandelikse
месечни	maandeliks
лъкове	boë
аква	aqua
дискретни	diskrete
индекси	indices
индекси	indeks
екскурзия	uitstappie
разпръснат	verstrooide
решетки	balke
решетки	sterre
решетки	kroeë
решетки	tralies
общностите	gemeenskappe
кубични	kubieke
дръвчета	bome
чувашия	tsjoewasjië
консултанти	konsultante
разведена	geskei
комбинирано	gekombineer
комбинирано	combined
брояч	teller
брояч	toonbank
брояч	tydhouer
варлаам	varlaam
посвещение	toewyding
пълнеж	invul
внасяне	instuur
изер	isère
наличен	beskikbaar
револвер	rewolwer
кембридж	cambridge
скобите	hakkies
скобите	hakies
клейстерс	clijsters
тибо	thibault
котбус	cottbus
опр	oda
безсмислен	sinneloos
безсмислен	sinnelose
екстра	ekstra
седрик	cedric
трагична	tragic
неподходящ	onvanpas
бадеми	amandel
родителски	ouerskap
коктейл	cocktail
сканиране	skandeer
командите	opdragte
чакър	çakır
луанда	luanda
отвлечени	ontvoer
отвлечени	gevange
абонати	intekenaars
галахър	gallagher
пепелта	ashes
недостъпни	ontoeganklik
недостъпни	onbeskikbaar
максенций	maxentius
сетива	sintuie
оно	ono
плутоний	plutonium
пруст	proust
сатана	satan
клетъчен	sellulêre
откраднат	gesteel
откраднат	gesteelde
шофиране	bestuur
шофиране	driving
шиндлер	schindler
достоверен	geloofwaardige
активиране	aktivering
активиране	aktiveer
съпътстващи	gepaardgaande
халс	hals
олимпико	olimpico
поклонението	pilgrimage
лох	loch
колман	coleman
войчех	wojciech
човечество	humanity
човечество	mensdom
балони	ballonne
леони	leoni
леони	leonie
бауер	bauer
бауер	bouwer
изпълняване	uitvoer
ариадна	ariadne
кашкавал	kaas
екскурзии	reise
екскурзии	uitstappies
екскурзии	toere
екскурзии	tours
джордано	giordano
ужасна	verskriklike
ужасна	terrible
ужасна	horrible
могъщи	mighty
могъщи	magtige
дрозд	lyster
жизнена	kleurvol
самотна	eensaam
честито	geluk
честито	geluk
хабаровск	chabarofsk
нашвил	nashville
разменени	verwissel
разменени	gewissel
разменени	oorgeskakel
лазарев	lazaref
фотосинтезата	fotosintese
баскетбола	basketball
баскетбола	basketbal
наличност	beskikbaarheid
емпирични	empirical
симпозиум	simposium
айрънс	irons
шелдън	sheldon
престъпниците	misdadigers
бременни	swanger
браунинг	browning
гаспар	gaspar
автобусите	busse
съответен	relevante
съответен	relevant
съответен	gepas
съответен	ooreenstemmend
аура	aura
клапа	valve
сас	sas
бич	sweep
бич	aanslag
пасивен	passiewe
пасивен	passief
позитивна	positiewe
позитивна	positief
адм	adm
леман	lehman
нежелание	onwilligheid
индикатори	aanwysers
бионсе	beyoncé
сиким	sikkim
благодарен	dankbaar
благодарен	dankbaar
цонга	tsonga
пулс	pols
справедлив	redelik
мередит	meredith
прекъснато	gestaak
прекъснато	gekanselleer
глоби	boetes
херсон	cherson
селма	selma
кисел	suur
жерав	crane
мокра	nat
изгори	skryf
изпражнения	ontlasting
авторитетен	authoritative
невидими	onsigbaar
невидими	onsigbare
талибаните	taliban
доказателството	proeflees
доказателството	bewys
еквивалентна	ekwivalente
еквивалентна	ekwivalent
сартр	sartre
неподвижни	stilstaande
смъртоносни	lethal
смъртоносни	deadly
съответстваща	ooreenstemmend
дафни	daphne
маркиза	markiesin
маркиза	markies
принцовете	princes
ивон	yvonne
логистика	logistiek
логистика	logistieke
заключи	slot
мерил	merrill
мерил	meryl
виии	viii
опек	opul
посланиците	ambassadeurs
достойнството	waardigheid
достойнството	oorkom
достойнството	menswaardigheid
ангажираност	verbintenis
ангажираност	commitment
превключване	wissel
превключване	skakelaar
превключване	wissel
хаваите	hawaii
аналогов	analoog
астрид	astrid
шарон	charon
лем	lem
паун	peacock
бледа	pale
психо	psycho
симах	simmachus
карина	carina
меру	meru
оплакване	klagte
бакр	bakr
лавал	laval
лесбийки	lesbian
потапяне	duik
резистентност	weerstand
тантра	tantra
нани	nani
пушене	rook
изчерпателно	omvattende
нилсен	nielsen
крузо	crusoe
кухи	hol
авиолинии	airlines
авиолинии	lugredery
авиолинии	lugdiens
барса	barca
мора	mora
щрелиц	strelitz
отчаян	desperate
сети	seti
разведен	geskei
мъх	lint
мъх	mos
мъх	moss
анубис	anoebis
билярд	swembad
колекционери	collectors
приемливи	aanvaarbare
приемливи	aanvaarbaar
тоалетни	badkamers
тоалетни	toilet
коран	koran
подновяване	hernuwing
отпуснати	oorbetaal
сесията	sessie
абсолютни	absolute
праз	leek
слушане	listening
сигма	sigma
пума	poema
пума	puma
предотвратяват	voorkom
вечерно	aand
вечерно	naand
тюрк	turk
микробиология	mikrobiologie
доведени	gebring
хайтс	hoogtes
хайтс	heights
градинар	tuinier
интерпол	interpol
годеж	betrokkenheid
годеж	interaksie
дагоберт	dagobert
доставен	afgelewer
брутално	brutal
пайпър	piper
хартфорд	hartford
серена	serena
закъснява	laat
хали	halle
хали	halley
ипсуич	ipswich
устрем	zeal
формоза	formosa
предполагаеми	beweerde
дипломата	diploma
вермланд	värmland
парченца	bisse
парченца	bits
парченца	stukke
затруднение	moeilikheidsgraad
затруднение	moeilikheid
безвъзвратно	permanent
пиксел	pixel
капри	capri
вандом	vendôme
вливане	drup
изнасилване	verkragting
приложими	toepaslik
приложими	toepaslike
канабис	cannabis
галактиките	sterrestelsels
астрахан	astrachan
желан	gewenste
пентагона	vyfhoek
агустин	agustín
алп	alp
балеарските	baleariese
церинген	zähringen
храносмилането	vertering
купувачи	kopers
ненужна	onnodig
пистоя	pistoia
вдовец	weduwee
вдовец	wewenaar
дима	dima
мако	mako
фредерика	frederica
песнопения	chants
деле	delle
респект	respek
сълзите	tears
сълзите	trane
трюфо	truffaut
даръл	daryl
даръл	darrell
парцел	stip
дориан	dorian
корпоративен	corporate
корпоративен	korporatiewe
тайн	tyne
фелини	fellini
тълпи	skares
джейкъбс	jacobs
глупаво	dom
глупаво	laf
глупаво	silly
съсредоточен	gefokusde
сир	ser
скъпоценности	juwele
вана	bad
вана	bad
вана	bath
патриотизъм	patriotisme
валидна	geldig
валидна	geldige
валидна	soektog
алиша	alicia
фантазии	fantasie
фантазии	fantasies
обучен	opgeleide
хвали	geprys
каро	caro
засилено	verhewe
засилено	verbeterde
косвени	indirekte
ниагара	niagara
обработен	behandel
обработен	geprosesseer
идън	eden
саби	swords
лорка	lorca
жолио	joliot
шофьорът	drywer
шофьорът	aandrywer
пино	pinot
пино	pino
есмералда	esmeralda
емблематичните	yster
жътва	oes
ортега	ortega
органичен	organiese
възглавници	kussings
ято	trop
ято	swerm
костенурките	waterskilpaaie
костенурките	skilpaaie
медальон	pendant
неизбежна	onvermydelike
реквием	requiem
либерал	liberale
фалшива	vals
фалшива	valse
фалшива	fake
лоялен	lojaal
лоялен	loyal
лоялен	lojale
лесинг	lessing
наредби	regulasies
апартейда	apartheid
хоенберг	hohenberg
хорас	horace
панкреаса	pankreas
свитък	scroll
шамар	slap
линд	lind
констанция	constantia
повдигнат	ingesamel
менделеев	mendelejef
кражби	diefstal
мизерия	ellende
мизерия	armoede
мизерия	misery
кис	cis
кис	kiss
кис	soen
парично	monetêre
авалокитешвара	avalokitesvara
ванс	vance
синди	cindy
марвин	marvin
весело	pret
боарне	beauharnais
зонд	zond
страхотно	fantasties
страхотно	ongelooflike
страхотно	wonderlik
страхотно	groot
страхотно	wonderlik
нежно	gentle
нежно	tender
каньони	canyons
консултация	konsultasie
консултация	pleeg
консултация	raadpleeg
консултация	konsulteer
борхес	borges
цилиндри	silinders
седалка	sitplekke
седалка	sitplek
самотата	solitude
танкред	tancred
мойн	moines
йехова	jehovah
мегара	megara
матка	uterus
махатма	mahatma
хилдеберт	childebert
урду	oerdoe
мажоритарен	meerderheid
артистична	artistieke
якост	sterkte
ерген	bachelor
караян	karajan
алигиери	alighieri
луди	mal
хукър	hooker
якутск	jakoetsk
идрис	idris
таз	pelvis
носталгия	nostalgies
бердих	berdych
парковете	parke
трактор	trekker
беър	baer
беър	beer
орален	mondelinge
извадка	voorbeeld
зеленина	foliage
персефона	persephone
ясер	jasser
шчечин	szczecin
осезаемо	geleiding
консулството	konsulaat
залавяне	vaslê
залавяне	vang
залавяне	vasvang
подадена	ingedien
подадена	ingestuur
сингър	sangeres
сингър	sanger
сингър	singer
хибридни	hybrid
фундаментално	fundamentele
габриеле	gabriele
моравска	morawiese
луцифер	lusifer
луцифер	lucifer
присъщо	inherent
бизе	bizet
урах	urach
макинтош	macintosh
молина	molina
чарлстън	charleston
финансирана	gefinansier
алжирски	algeriese
баби	babi
насърчи	moedig
шварцвалд	schwarzwald
възторг	wegraping
клубе	clube
холдън	holden
торнтън	thornton
корабостроенето	skeepsbou
тасман	tasman
мортимър	mortimer
нестабилни	onstabiele
нестабилни	onstabiel
ориент	orient
чатъм	chatham
триъгълници	driehoeke
коз	trump
шьонберг	schoenberg
брони	armor
монтиране	hegting
монтиране	mount
монтиране	monteer
монтиране	installasie
идоли	idols
кам	cam
корней	corneille
калмари	squid
белгород	belgorod
пиауи	piauí
маб	mab
плаза	plaza
изключена	gestremde
изключена	geaktiveer
изключена	afgeskakel
изключена	uitgesluit
изключена	gevoer
открадне	steel
камю	camus
елитен	elite
отпразнува	gevier
структурирани	gestruktureerde
мишелов	buzzard
стрелата	pyl
спаринг	spar
ранчо	rancho
ранчо	ranch
салман	salman
осветени	illuminated
райхенау	reichenau
аликанте	alicante
вреден	skadelike
гръбнака	spine
италианец	italiaanse
италианец	italiaans
електромагнитна	elektromagnetiese
мана	mana
разведени	geskei
легално	legally
микрофон	mikrofoon
обсъдим	bespreek
чудно	wonder
луни	moons
моралес	morales
отложено	uitgestel
отложено	vertraag
уотфорд	watford
конти	conti
артрит	artritis
сърф	surf
сърф	surfing
грета	greta
ферибот	ferry
великан	reus
канцлера	chancellor
отложен	uitgestel
дахау	dachau
молтке	moltke
попче	gobiidae
трик	strik
гроув	grove
единодушие	consensus
опори	ups
мадлен	madeleine
категоризация	categorisation
нарцис	narsissus
евелин	evelyn
пазачи	guards
пазачи	wagte
сигиберт	sigebert
стек	steak
стек	biefstuk
хранилището	stoorplek
норботен	norrbotten
убедителни	aangrypende
убедителни	oortuigende
петри	petrie
петри	petri
хонолулу	honolulu
авиатор	vlieënier
рециклиране	herwinning
уайът	wyatt
бедфорд	bedford
рол	rol
бедрото	hip
любимка	gunsteling
алуминиев	aluminium
фалшиво	vals
фалшиво	valse
фалшиво	fake
инерция	momentum
пири	piri
пози	standpunte
пози	posisies
кръстосани	gekruis
грива	mane
катастрофално	katastrofiese
еспирито	espírito
ялта	jalta
сим	sim
агнета	lambs
суинг	swing
пия	pia
пия	gedrink
пия	drinking
пия	drink
счупен	gebreekte
счупен	stukkend
счупен	gebroke
счупен	gebreek
йозил	özil
подземно	ondergrondse
асо	skoonskip
асо	ace
асо	aas
грейвс	graves
петро	petro
елиминиране	eliminasie
сеговия	segovia
фармацевт	apteker
приемлив	aanvaarbare
приемлив	aanvaarbaar
фарс	farce
гледания	aansigte
гледания	kykers
палатки	tente
председателство	presidensie
гилгамеш	gilgamesj
кайтел	keitel
запълване	invul
запълване	silwer
запълване	volmaak
ваз	vaz
синьор	signor
възхвала	loof
възхвала	lofprysing
тръбите	pype
вискозитет	viskositeit
глиган	bosvark
насилствена	geweldadig
насилствена	geweldadige
насилствена	violent
насилствена	gewelddadig
споменаването	remembrance
поляков	poljakof
изнудване	afpersing
божествени	divine
плът	flesh
съседка	buurman
съседка	buurman
баленщет	ballenstedt
арас	arras
проститутка	hooker
проститутка	prostitute
камиона	trok
камиона	vragmotor
репин	repin
приют	skuiling
непубликувани	ongepubliseerde
бианки	bianchi
гарфийлд	garfield
стафиди	rosyntjie
динара	dinar
отлагания	vertragings
боно	bono
стрелеца	skiet
стрелеца	skut
буфер	buffer
оправяне	regmaak
оградата	heining
пони	ponie
пони	pony
прилив	gety
периодичен	periodieke
лунд	lund
достъпност	sigbaarheid
достъпност	toeganklikheid
достъпност	beskikbaarheid
флорин	florin
платина	platinum
темперамент	temperament
фулър	fuller
въшки	krappe
въшки	luis
пенсии	pensioen
холестерол	cholesterol
саутхемптън	southampton
езра	ezra
шарп	skerp
шарп	sharpe
метрополис	metropolis
страхове	fears
животи	lewens
азиз	aziz
андропов	andropof
хипертония	hipertensie
теченията	currents
апер	aper
грифин	griffin
мъдреци	sages
допустими	kwalifiserende
допустими	geskik
допустими	kwalifiseer
орките	orcs
банкиране	banking
импровизация	improv
експонат	uitstalling
арн	arn
измерени	gemeet
лугано	lugano
дъстин	dustin
щам	strain
флорънс	florence
донбас	donbass
рууд	ruud
цента	sente
цента	sent
цента	cent
шийн	sheen
пилотен	pilot
предизвикателствата	uitdagings
космическо	kosmiese
убийцата	slayer
берлиоз	berlioz
доставчиците	verskaffers
бебетата	babies
речите	speeches
десерти	nageregte
десерти	nagereg
десерти	woestyn
десерти	nageregte
блед	pale
алоис	alois
хелмхолц	helmholtz
мъглявини	newels
хусерл	husserl
таза	pelvis
вителсбах	wittelsbach
отнето	opgeskort
отнето	teruggetrek
отнето	opgehef
щитовидната	skildklier
маунтбатън	mountbatten
нана	nana
нана	nanna
бартън	barton
строс	strauss
неодобрение	afkeuring
горд	trots
пеперудата	skoenlapper
глук	gluck
страхотен	fantasties
страхотен	ongelooflike
страхотен	wonderlik
ботафого	botafogo
дайк	dyke
рийс	rees
рийс	reese
рийс	reece
малдивите	maldives
говеждо	beesvleis
мони	moni
компромиси	benadeel
пеликан	pelican
глог	hawthorn
левкемия	leukemie
левкемия	bloedkanker
презентации	voorleggings
тоби	toby
адекватна	voldoende
рецесия	resessie
уикиновини	wikinews
ездач	rider
джунгла	jungle
донор	skenker
безстрашни	fearless
безстрашни	dauntless
лишеи	korsmos
улови	vaslê
улови	vang
улови	vasvang
периметър	omtrek
сади	sadie
безансон	besançon
калиграфия	kalligrafie
унисон	gesing
ецб	ecb
пасивна	passiewe
пасивна	passief
мръсни	stoute
мръсни	vuil
кайпер	kuiper
квинтет	kwintet
милорад	milorad
пуши	smoke
ципа	zipper
ципа	poskode
ципа	zip
компенсации	vergoeding
фрида	frida
фрида	frieda
хирон	chiron
восход	voskhod
псков	pskof
казиното	casino
арагорн	aragorn
галилея	galilea
познавач	fynproewer
гети	getty
академика	academica
терек	terek
преимущества	voordele
работодателите	werkgewers
бран	bran
лимит	beperk
навик	gewoonte
анаполис	annapolis
апис	apis
убедена	oortuig
старк	stark
татра	tatra
препарат	voorbereiding
разбойник	bandit
беглец	voortvlugtige
беглец	runaway
бъз	buzz
изравняване	belyning
егото	ego
олсън	olsen
олсън	olson
пиян	dronk
неограничена	onbeperk
тоалетната	toilet
етна	etna
забавено	vertraag
персоналът	personeel
персоналът	staff
транзистор	transistor
лоис	lois
урук	uruk
спок	spock
сита	sita
пея	eer
пея	sang
пея	sing
пея	singing
пея	singende
кастор	castor
хърд	hurd
виндхук	windhoek
солмс	solms
скункс	skunk
лала	lala
аида	aida
едмънтън	edmonton
филипински	filippynse
филипински	filippynse
упорит	aanhoudend
упорит	hardnekkige
песо	peso
великолепна	manjifiek
великолепна	pragtige
леонор	leonor
дискотека	disco
вносител	invoerder
тана	tana
изнасяне	verstryk
метеора	meteora
сензор	sensor
баските	baskiese
милн	milne
уотс	watts
остриета	lemme
маа	maa
примо	primo
мусон	monsoon
семестъра	semester
холидей	holliday
фонсека	fonseca
заслужено	verwerf
заслужено	verdien
психиатрията	psigiatrie
влакно	fibre
влакно	vesel
роблес	robles
бездомни	verdwaalde
бездомни	hawelose
бекенбауер	beckenbauer
кала	kala
кала	cala
лиз	liz
туркестан	turkestan
сноуборд	sneeuplankry
ханкс	hanks
соя	soja
бизони	buffalo
ентропията	entropie
хус	hus
дуке	duque
пасивно	passiewe
пасивно	passief
роботите	robots
роботите	robotte
подкатегория	subkategorie
дуарте	duarte
свалбард	svalbard
вземания	eise
новобранец	nuweling
флинт	flint
фатален	fatale
уединение	solitude
уединение	privaatheid
тамарин	tamarin
експедиционен	expeditionary
юан	yuan
хиацинт	hyacinth
фресно	fresno
перун	peroen
иронично	ironies
неопределени	ongespesifiseerde
бегинс	baggins
аугуста	augusta
уилкинс	wilkins
сиро	siro
притеснения	sorge
притеснения	bekommernisse
притеснения	betref
требъл	treble
лус	loos
проституция	prostitusie
джанис	janice
джанис	janis
тагове	merkers
тагове	etiket
неймар	neymar
триада	triade
бюрократ	bureaucrat
блести	skyn
блести	sterretjies
камъчета	pebbles
сапоро	sapporo
гарда	garda
дениз	denise
върнън	vernon
неприятен	onaangenaam
гилеспи	gillespie
глендейл	glendale
очевиден	obvious
акаунт	rekening
акапулко	acapulco
азиатик	asiaticus
групиране	groep
групиране	groepeer
групиране	groepering
оскъдна	scarce
рение	rainier
майко	moeder
майко	ma
лилаво	pers
предавка	toerusting
предавка	gear
конъри	connery
хетман	hetman
недостатъчен	onvoldoende
армеец	weermag
армеец	leër
армеец	army
авто	auto
авто	outomaties
авто	outo
божествено	divine
телеком	telecom
телеком	telekom
немо	nemo
интелигентна	intelligente
дина	dinah
дина	dina
рошфор	rochefort
фуентес	fuentes
класифицирана	geklassifiseer
изцеление	healing
атеист	ateïs
чико	chico
башар	bashar
неподвижна	stilstaande
ядливи	eetbare
дирак	dirac
кпд	doeltreffendheid
кълвачоподобни	spegvoëls
четете	lees
четете	gelees
демостен	demosthenes
нагрява	verhit
синяк	signac
палитра	palet
цирка	sirkus
цирка	circus
обелиск	obelisk
ньой	neuilly
хамет	hammett
инфрачервени	infrarooi
рино	strand
рино	rhino
измерен	gemeet
баркър	barker
кендрик	kendrick
симулира	simuleer
болцано	bolzano
колдуел	caldwell
реформиране	hervorm
причинявайки	veroorsaak
аджария	adzjarië
фримонт	fremont
анкх	anch
новара	novara
предоставено	verskaf
предоставено	toegestaan
берия	beria
пиши	skryf
коригиране	regstelling
коригиране	verstelling
удоволствия	delights
алкални	alkali
перпендикулярни	loodreg
повишени	verhoogde
крамър	kramer
маае	iaea
марго	margot
марго	margo
лукс	lux
лукс	luukse
лукс	luxury
осъзнаване	bewusmaking
осъзнаване	gewaarwording
осъзнаване	bewustheid
итурбиде	iturbide
доставяне	aflewering
доставяне	aflewer
доставяне	lewering
аламейн	alamein
шопенхауер	schopenhauer
пасо	paso
язди	rit
язди	ride
язди	rides
язди	ritte
омск	omsk
гел	gel
феминизма	feminisme
робиня	slaaf
робиня	den
кошице	košice
естери	esters
ядосва	angers
иновативни	innoverend
иновативни	innoverende
чиапас	chiapas
неточни	onakkuraat
бакстър	baxter
аналитик	analis
аналитик	ontleder
кабардино	kabardino
задаване	gestel
задаване	instel
задаване	stel
шелби	shelby
одобри	goedkeur
одобри	keur
ута	uta
джентълмен	gentleman
опростени	vereenvoudigde
опростени	vereenvoudig
ридж	rif
нарушен	versteur
хванати	gevang
отчаянието	despair
преносим	psp
преносим	portable
преносим	draagbare
хемптън	hampton
хазарт	dobbel
хазарт	gamble
хазарт	speletjies
хазарт	gaming
бедрата	dye
бедрата	heupe
лъжица	lepel
дълбините	dieptes
тар	tarr
тар	tar
непълнолетни	minderjarig
непълнолетни	minderjariges
стейси	stacy
коши	cauchy
мистериите	mysteries
хипи	hippie
динамит	dinamiet
глостър	gloucester
бекъм	beckham
батерията	battery
досие	dossier
символична	simboliese
символична	simbolies
оправдае	regverdig
участваха	deelgeneem
мента	mint
пазители	voogde
дейвънпорт	davenport
каузи	sake
каузи	oorsake
ванилия	vanielje
буден	awake
бидгошч	bydgoszcz
мемнон	memnon
ретро	vintage
ретро	verouderde
ретро	outydse
ретро	oudhede
ретро	retro
абонамент	inteken
абонамент	registreer
абонамент	intekeninge
абонамент	intekening
смела	dapper
смела	courageous
ализе	alizée
ладен	laden
покупки	aankope
депеш	depeche
наследствено	hereditary
диаманта	diamond
диаманта	diamant
дзянси	jiangxi
извънземна	alien
извънземна	uitheemse
извънземна	buiteaardse
ффб	vfb
фарел	farrell
малцинството	minority
глезена	enkel
камбаните	bells
тишината	stilte
дрога	medisyne
дрога	drugs
дрога	dwelms
дрога	dope
дрога	dwelm
дрога	drug
себастиен	sébastien
крещи	gil
теодоро	teodoro
ингушетия	ingoesjetië
грозно	lelik
бауман	bowman
падащи	falling
падащи	vallende
невежество	ignorance
самбо	sambo
пепеляшка	cinderella
коуди	cody
билка	krui
билка	kruie
подробност	besonderheid
екстракт	uittreksel
благословия	blessing
фабрицио	fabrizio
фигаро	figaro
лия	leah
рич	ryk
налично	beskikbaar
