மற்றும்	et
மாறுபடும்	varie
தேயிலை	thés
தேயிலை	tea
தேயிலை	thé
அண்ணன்	annan
படைப்பு	création
படைப்பு	créatifs
படைப்பு	créative
படைப்பு	créatif
துணி	textile
துணி	textiles
துணி	tissu
துணி	tissu
துணி	tissus
துணி	textile
துணி	textiles
அவனுக்கு	lui
நிக்கோபார்	nicobar
படப்பிடிப்பு	tournages
படப்பிடிப்பு	tournage
படப்பிடிப்பு	filmer
படப்பிடிப்பு	pousses
படப்பிடிப்பு	tire
படப்பிடிப்பு	fusillade
படப்பிடிப்பு	tirs
படப்பிடிப்பு	tournage
படப்பிடிப்பு	tir
படப்பிடிப்பு	tirer
சனி	samedi
சனி	saturday
சனி	assise
சனி	assis
சனி	sat
மூங்கில்	bambou
மூங்கில்	bambous
விடை	réponse
விடை	répondez
விடை	répondre
விடை	reponse
தேவைகளை	besoins
சார்ல்ஸ்	charles
நியாயமான	raisonnable
நியாயமான	raisonnablement
நியாயமான	raisonnables
உதவியது	aidé
உதவியது	aidés
எட்வர்ட்	edward
எட்வர்ட்	édouard
தலித்	dalits
ஏதோ	quelquechose
ராஜீவ்	rajeev
ராஜீவ்	rajiv
பிரீமியர்	première
பிரீமியர்	premiere
பிரீமியர்	premier
களஞ்சியம்	silo
இடைநிலை	intermédiaire
இடைநிலை	intermédiaires
கேள்விகள்	questions
விளையாட்டரங்கம்	stade
விளையாட்டரங்கம்	stadium
எல்லைகள்	bordures
எல்லைகள்	bordure
எல்லைகள்	frontières
எல்லைகள்	limite
எல்லைகள்	limites
கதிர்வீச்சு	rayonnement
கதிர்வீச்சு	radiations
கதிர்வீச்சு	rayonnements
அழைக்கப்பட்டார்	invité
அழைக்கப்பட்டார்	invitée
அழைக்கப்பட்டார்	invitées
டோனி	tony
பனை	palme
பனை	palm
பனை	paume
பனை	palmier
சூறாவளி	cyclone
சூறாவளி	typhon
சூறாவளி	typhons
சூறாவளி	ouragans
சூறாவளி	ouragan
பிரகாஷ்	prakash
ஆனந்த்	anand
பெருங்கோவில்	cathédrale
பெருங்கோவில்	cathédrales
நிலங்கள்	terres
பெல்	bel
பெல்	cloche
பெல்	clochette
பெல்	bell
நிழல்	ombre
நிழல்	ombres
நிழல்	ombrage
நிழல்	shadow
நிழல்	ombre
நிழல்	ombres
நிழல்	ombre
நிழல்	ombrage
நிழல்	abat
நிழல்	teinte
நாடார்	nadar
விருத்தி	developpement
விருத்தி	développement
இதயம்	heart
இதயம்	cœur
இதயம்	coeur
விமர்சனங்கள்	examens
விமர்சனங்கள்	critiques
விமர்சனங்கள்	critique
விமர்சனங்கள்	critiques
எங்கு	oú
எங்கு	où
இணைக்க	connecter
இணைக்க	connexion
இணைக்க	connectez
திட்டமிடல்	planifier
திட்டமிடல்	planification
தொகுத்தல்	montage
தொகுத்தல்	éditer
தொகுத்தல்	édition
தொகுத்தல்	groupement
தொகுத்தல்	regroupement
வரவேற்பு	wellcome
வரவேற்பு	bienvenues
வரவேற்பு	bienvenue
வரவேற்பு	bienvenus
வரவேற்பு	bienvenu
வரவேற்பு	réception
இராமன்	raman
மைக்	mike
பவர்	puissance
பவர்	pouvoir
தரை	etage
தரை	étage
தரை	sol
தரை	plancher
தரை	moulu
இளவரசி	princesse
இளவரசி	princess
இளவரசி	princesses
டெல்	tél
டெல்	tel
டெல்	dell
தொழில்கள்	emploi
தொழில்கள்	emplois
கணவன்	époux
கணவன்	mari
தேவன்	god
தேவன்	dieu
டத்தோ	dato
வாக்கெடுப்பு	sondages
வாக்கெடுப்பு	sondage
வாக்கெடுப்பு	scrutin
கோட்டைகள்	forts
உலோகங்கள்	métaux
படுகொலைகள்	massacrer
படுகொலைகள்	massacre
படுகொலைகள்	massacres
யுனெஸ்கோ	unesco
சுவை	goûter
சுவை	saveur
சுவை	gouter
சுவை	goût
சுவை	saveur
எரிக்	éric
எரிக்	eric
பீடம்	autel
சித்த	siddha
சேரும்	milan
சேரும்	destination
வெளிப்பாடு	expression
வெள்ளம்	inonder
வெள்ளம்	déluge
வெள்ளம்	inondation
வெள்ளம்	inondations
வெள்ளம்	crue
வெள்ளம்	inonder
வெள்ளம்	inondations
வெள்ளம்	inondation
வெள்ளம்	inondations
கல்லறை	tombes
கல்லறை	tombe
கல்லறை	tombeau
கல்லறை	caveau
கல்லறை	cimetière
கல்லறை	tombe
கல்லறை	grave
அத்தியாயம்	chapitre
அத்தியாயம்	épisode
அத்தியாயம்	episode
கல்வெட்டுகள்	inscriptions
இணைந்தது	rejoints
இணைந்தது	rejoint
பாட	chantons
பாட	chanter
பாட	chante
மீதமுள்ள	restantes
மீதமுள்ள	restant
மீதமுள்ள	restants
சாதாரணமாக	négligemment
கோள்கள்	planete
கோள்கள்	planètes
ஆவணம்	doc
ஆவணம்	toubib
ஆவணம்	document
பேருந்துகள்	bus
பேருந்துகள்	autobus
பேருந்துகள்	autocars
ஏற்படுகின்றன	contraction
மாதா	mata
இணைக்கப்பட்டது	connectée
இணைக்கப்பட்டது	connectés
இணைக்கப்பட்டது	raccordée
இணைக்கப்பட்டது	connecté
இணைக்கப்பட்டது	liée
இணைக்கப்பட்டது	lié
இணைக்கப்பட்டது	relié
இணைக்கப்பட்டது	liés
ராப்	rob
ராப்	cambrioler
ராப்	braquer
கூட்டல்	addition
கூட்டல்	ajout
கூட்டல்	somme
கூட்டல்	sum
நினைவில்	mémoriser
நினைவில்	souviens
முடிச்சு	noeud
முடிச்சு	nœud
முடிச்சு	noeud
முடிச்சு	nœud
கென்ட்	kent
தடம்	piste
தடம்	morceau
நடத்தியது	mené
ஐம்பது	cinquante
ஐம்பது	fifty
நீதிமன்றங்கள்	tribunaux
நீதிமன்றங்கள்	juridictions
ரப்பர்	caoutchouc
வயதான	âgées
மகனும்	fils
மகனும்	fiston
கற்று	apprenez
கற்று	apprendre
கற்று	apprends
மக்களாட்சி	démocratie
பூங்காக்கள்	parcs
நிறுத்தம்	arrêt
நிறுத்தம்	stop
நிறுத்தம்	arrêter
நிறுத்தம்	arrête
நிறுத்தம்	arrêtez
ரோஜா	rose
ரோஜா	rosé
ரோஜா	roja
புகை	fumer
புகை	fumeurs
புகை	fumeur
புகை	tabac
புகை	tabagisme
புகை	fumer
புகை	fumée
புகை	fumées
சைவம்	végétariens
சைவம்	végétarien
சைவம்	végétarienne
சைவம்	végétalien
சைவம்	vegan
நிலா	lunaire
நிலா	lune
நிலா	moon
சதவிகிதம்	pourcentages
சதவிகிதம்	pourcentage
சதவிகிதம்	pourcent
சதவிகிதம்	pourcentage
பெனடிக்ட்	benedict
பெனடிக்ட்	benoît
நீச்சல்	nager
நீச்சல்	nage
நீச்சல்	natation
நீச்சல்	baignade
நீச்சல்	nager
நீச்சல்	natation
நீச்சல்	baignade
ராதா	radha
பாடகி	chanteur
பாடகி	chanteuse
சடங்குகள்	rituels
சடங்குகள்	cérémonies
கிறிஸ்து	christ
யுனைடெட்	unie
யுனைடெட்	unis
யுனைடெட்	unies
காலணி	chaussure
காலணி	chaussures
காலணி	souliers
தெலுங்கானா	télangana
பதினான்கு	fourteen
பதினான்கு	quatorze
சேர்க்கை	union
சேர்க்கை	syndicat
சேர்க்கை	admission
சேர்க்கை	combinaison
சேர்க்கை	combo
எழுச்சி	rise
செயற்பாடு	activité
விளையாடி	jouer
விளையாடி	jouant
சுங்கை	sungai
படித்த	lecture
படித்த	lisez
படித்த	lire
படித்த	lis
படித்த	éduquée
படித்த	instruit
படித்த	éduqués
படித்த	éduqué
மாறிலி	constante
மாறிலி	constantes
மாறிலி	constant
மாறிலி	constants
கைப்பற்றிய	capturées
கைப்பற்றிய	capturée
கைப்பற்றிய	capturé
கைப்பற்றிய	capturés
ஒதுக்கீடு	attribution
ஒதுக்கீடு	paternité
ஒதுக்கீடு	allocation
ஒதுக்கீடு	affectation
ஒதுக்கீடு	dotation
ஒதுக்கீடு	attribution
பாபா	baba
கிளிநொச்சி	perroquet
கிளிநொச்சி	perruche
கிளிநொச்சி	perroquets
வாழை	plantain
வாழை	banane
வாழை	banana
வாழை	bananes
குழுவை	groupe
அங்குலம்	pouces
அங்குலம்	centimètres
அங்குலம்	inch
அங்குலம்	pouce
அங்குலம்	centimètre
பேசி	téléphone
இறைச்சி	viande
இறைச்சி	viandes
ஏரிகள்	lacs
ஏரிகள்	laques
தற்காலிகமாக	temporairement
தற்காலிகமாக	provisoirement
தற்காலிகமாக	momentanément
பூஜை	puja
அணுகுமுறை	approche
அணுகுமுறை	démarche
காரணி	facteur
காரணி	factor
நிலவு	lunaire
நிலவு	lune
நிலவு	moon
உட்புற	interieur
உட்புற	intérieur
உட்புற	intérieurs
உலோகம்	métal
உலோகம்	métaux
உலோகம்	metal
உலோகம்	métallique
உலோகம்	métalliques
உலோகம்	métaux
அறிமுக	débuts
விதை	graine
விதை	semences
விதை	seed
விதை	graines
விதை	semence
விதை	semences
விதை	graines
ஊடகம்	média
ஊடகம்	médias
மெக்சிகோ	mexique
அமெரிக்கர்	américaine
அமெரிக்கர்	américain
அமெரிக்கர்	américaines
அமெரிக்கர்	américains
அமெரிக்கர்	américains
இப்னு	ibn
அறிக்கைகள்	rapports
அறிக்கைகள்	reportages
வெற்றியை	succes
வெற்றியை	succès
வெற்றியை	success
வெற்றியை	réussite
நாளிதழ்	journal
ஹாலிவுட்	hollywood
மெல்ல	lentement
மெல்ல	doucement
பிறந்தது	naître
பிறந்தது	né
பிறந்தது	naissance
பிறந்தது	née
பிறந்தது	born
பதினாறு	sixteen
பதினாறு	seize
சகோதரன்	frangin
சகோதரன்	frère
சகோதரன்	frere
கடை	boutique
கடை	magasin
கடை	stocker
கடை	boutique
கடை	magasin
தெளிவு	limpide
தெளிவு	clair
தெளிவு	effacer
தெளிவு	clarté
கணினிகள்	informatique
கணினிகள்	ordinateurs
வேர்	root
வேர்	racines
வேர்	racine
பிரான்சிஸ்	francis
பிரான்சிஸ்	françois
வெளியீடுகள்	communiqués
வெளியீடுகள்	rejets
ஊழியர்கள்	personnel
சக்கர	roue
சக்கர	roues
வாட்	watt
வாட்	wat
சுவிஸ்	suisses
சுவிஸ்	suisse
பேட்மேன்	batman
மூடிய	fermée
மூடிய	fermé
மூடிய	fermés
மூடிய	clos
ஆட்டோ	auto
ஆட்டோ	automatique
வெளியேறும்	quitter
வெளியேறும்	sortir
வெளியேறும்	sortie
ஸ்டீபன்	stéphane
ஸ்டீபன்	stephen
ஸ்டீபன்	étienne
ஸ்டீபன்	stéphane
ஸ்டீபன்	stefan
ஜான்சன்	johnson
கட்டுமான	construction
போஸ்	bose
போஸ்	poser
போஸ்	pose
போஸ்	poses
போஸ்	posent
இன்பம்	jouissance
இன்பம்	plaisir
ஒன்பதாவது	neuf
ஒன்பதாவது	nine
ஒன்பதாவது	ninth
ஒன்பதாவது	neuvième
டெய்லர்	taylor
புனைவு	fictions
புனைவு	fiction
கன்னி	virgo
கன்னி	vierge
மரபுகள்	traditions
நடுவர்	arbitres
நடுவர்	arbitrer
நடுவர்	arbitre
நெறிமுறைகள்	critère
நெறிமுறைகள்	critères
டாட்டா	tata
விவசாயிகள்	fermiers
விவசாயிகள்	agriculteurs
சாதனம்	appareil
சாதனம்	dispositif
சாதனம்	périphérique
மின்னணுவியல்	electronique
மின்னணுவியல்	électronique
மேற்கோள்கள்	satellite
மேற்கோள்கள்	cotation
மேற்கோள்கள்	citations
மேற்கோள்கள்	devis
மேற்கோள்கள்	cotes
மேற்கோள்கள்	soumissions
மேற்கோள்கள்	exemples
மேற்கோள்கள்	citations
மேற்கோள்கள்	cotations
மேற்கோள்கள்	annotations
வெளிப்படையாக	ouvertement
வெளிப்படையாக	apparemment
வெளிப்படையாக	apparement
பாக்	pak
தெருவில்	rues
தெருவில்	street
தெருவில்	rue
உயிருடன்	vivante
உயிருடன்	vivants
உயிருடன்	vivant
உயிருடன்	vivantes
உயிருடன்	alive
பெண்ணை	fille
பெண்ணை	fillette
ஓடி	flux
ஓடி	débit
ஓடி	flow
ஓடி	écoulement
ஸ்மித்	smith
ஸ்மித்	forgeron
மேஜர்	major
மேஜர்	commandant
மேஜர்	majeur
ஊட்டச்சத்து	nutrition
ஊட்டச்சத்து	alimentation
தண்டு	cordon
தண்டு	cordons
தண்டு	tige
தண்டு	souches
தண்டு	potence
அறைகள்	salles
அறைகள்	chambres
எண்ணை	nombre
எண்ணை	numéro
இருவருக்கும்	both
இன்றளவும்	tisse
உரிமையாளர்	propriétaire
சேதம்	dégats
சேதம்	dommages
சேதம்	dégâts
சேதம்	dommage
கவுண்டர்	compteur
கவுண்டர்	comptoir
விரும்பிய	préféré
விரும்பிய	préférée
விரும்பிய	privilégiées
விரும்பிய	préférence
விரும்பிய	préférés
புக்	buk
ஜோடி	pair
ஜோடி	paire
ஜோடி	paires
ஜோடி	couple
மந்திரம்	mantra
தயாரிப்பாளர்கள்	producteurs
தா	tha
ராஜஸ்தான்	rajasthan
ரகுமான்	rahman
அவசர	urgence
அவசர	urgences
கரை	frontière
கரை	frontalier
கரை	frontières
கரை	border
கரை	bordure
நாயகன்	héro
நாயகன்	héros
நாயகன்	hero
நாயகன்	man
நாயகன்	mec
நாயகன்	homme
காப்பகம்	archivage
காப்பகம்	archiver
காப்பகம்	archive
காப்பகம்	archives
அடர்ந்த	dense
அடர்ந்த	denses
கூத்து	hoa
படைத்த	créée
படைத்த	créé
படைத்த	crée
படைத்த	crées
படைத்த	créés
அருங்காட்சியகங்கள்	musées
சிவா	shiva
சிவா	siva
குடி	boire
குடி	boisson
குடி	potable
குடி	boisson
குடி	bois
குடி	boire
குடி	verre
குடி	boissons
வாழ்த்துக்கள்	félicitations
வாழ்த்துக்கள்	félicitation
வாழ்த்துக்கள்	salutations
வாழ்த்துக்கள்	bravo
வாழ்த்துக்கள்	félicitations
வாழ்த்துக்கள்	félicitation
பாடலாசிரியர்	compositeur
பாடலாசிரியர்	compositrice
இனிய	heureuses
இனிய	joyeux
இனிய	heureux
இனிய	heureuse
இனிய	joyeuse
குளோரின்	chlore
பெல்ஜியம்	belgique
மெட்ரிக்	métrique
மெட்ரிக்	métriques
துருக்கிய	turques
துருக்கிய	turque
துருக்கிய	turc
துருக்கிய	turcs
நெப்போலியன்	napoléon
ஆயுதம்	armements
ஆயுதம்	armes
ஆயுதம்	armement
ஆயுதம்	arme
ஆயுதம்	munition
ஆயுதம்	munitions
மசூதி	mosquée
வழிகாட்டி	assistant
வழிகாட்டி	sorcier
வழிகாட்டி	magicien
வழிகாட்டி	guide
பங்களிக்க	cotiser
பங்களிக்க	contribuer
குடியேற்றம்	immigration
பிலிப்	phillip
பிலிப்	philippe
பிலிப்	philip
பர்மா	birmanie
பாபு	babu
நெருக்கமான	intimiste
நெருக்கமான	intimes
நெருக்கமான	intime
தேவையற்ற	indésirable
தேவையற்ற	indésirables
தேவையற்ற	inutile
தேவையற்ற	superflu
தேவையற்ற	inutiles
திறனாய்வு	critique
திறனாய்வு	critiques
தீர்க்க	résoudre
தீர்க்க	résout
சேர்க்கும்	ajouts
சேர்க்கும்	ajoute
பலகை	planche
தணிக்கை	censurer
தணிக்கை	censure
வளைவு	courbe
வளைவு	courbure
யூதர்கள்	juifs
வளைகுடா	golfe
வளைகுடா	gulf
வளைகுடா	baie
வளைகுடா	bay
உகந்த	optimal
உகந்த	optimum
உகந்த	optimale
மெய்நிகர்	virtuel
மெய்நிகர்	virtuels
மெய்நிகர்	virtuelle
மெய்நிகர்	virtual
மெய்நிகர்	virtuelles
கிரிக்	crick
மோதல்	collisions
மோதல்	collision
மோதல்	abordage
உள்ளீடு	nourrir
உள்ளீடு	fil
உள்ளீடு	entrée
தெய்வங்கள்	dieux
ஊதா	violette
ஊதா	pourpre
ஊதா	violet
ஊதா	violette
ஊதா	violettes
ஊதா	violet
புயல்	cyclone
புயல்	orages
புயல்	tempêtes
புயல்	orage
புயல்	tempête
புயல்	storm
நினைத்து	réfléchir
நினைத்து	pensant
நினைத்து	pensée
நினைத்து	penser
அக்கறை	attentionnée
அயன்	ayan
கூறு	module
கூடைப்பந்து	basket
கூடைப்பந்து	basketball
விதைகள்	semences
விதைகள்	graines
மாசு	polluée
மாசு	pollués
மாசு	polluées
மாசு	pollué
மாசு	pollution
வரவு	arrivée
வரவு	arriver
வரவு	arrivées
எப்போது	lorsque
எப்போது	quand
முப்பது	trente
முப்பது	thirty
புத்தரின்	bouddha
சரக்கு	cargaison
சரக்கு	fret
சரக்கு	inventaire
சரக்கு	inventaires
சரக்கு	marchandises
சரக்கு	fret
இயல்பாக	normale
இயல்பாக	normaux
இயல்பாக	normales
இயல்பாக	normal
வைரஸ்	virus
பான்	bonn
பான்	pan
பான்	casserole
பரப்புரை	lobbying
பரப்புரை	lobby
பரப்புரை	propagande
டேனியல்	daniel
ஜோன்ஸ்	jones
தீங்கு	diaboliques
தீங்கு	mal
தீங்கு	evil
தீங்கு	diabolique
தீங்கு	mutilations
தீங்கு	mutilation
தீங்கு	harm
பலன்	bénéfice
பலன்	avantage
பலன்	prestation
பலன்	résultat
பல்லவ	pallava
கோழி	volailles
கோழி	volaille
கோழி	poulet
கோழி	poule
கோழி	volaille
கோழி	poulets
கோழி	poule
சக்தியை	puissance
சக்தியை	pouvoir
பயணத்தை	voyage
பயணத்தை	journey
பயணத்தை	parcours
வாரங்கள்	semaines
தொழிற்சாலைகள்	usines
அளவீடு	mesures
அளவீடு	mesurage
அளவீடு	mesurer
அளவீடு	mesure
மென்மையான	douce
மென்மையான	doux
மென்மையான	douceur
மென்மையான	douces
மென்மையான	tendre
மென்மையான	soft
பகதூர்	bahadur
மூவர்	trio
சமம்	égale
சமம்	égaux
சமம்	égales
சமம்	égal
நிலவியல்	géologie
குடியுரிமை	nationalité
குடியுரிமை	citoyenneté
விருந்து	partie
விருந்து	parti
விருந்து	fete
விருந்து	soirée
விருந்து	fête
ரைட்	wright
உருவாக்குதல்	création
மாநாடுகள்	conférences
மாநாடுகள்	colloques
கட்டாய	obligatoire
கட்டாய	obligatoires
கட்டாய	obligatoirement
கட்டாய	obligatoire
கட்டாய	obligatoires
வரைகலை	graphiques
வரைகலை	graphique
வரைகலை	graphismes
வரைகலை	infographie
வரைகலை	graphisme
ஸ்டுடியோ	studio
குற்றவியல்	criminels
குற்றவியல்	pénale
குற்றவியல்	criminel
குற்றவியல்	criminelle
கட்டப்பட்டுள்ளது	construite
கட்டப்பட்டுள்ளது	construit
கட்டப்பட்டுள்ளது	bâti
கட்டப்பட்டுள்ளது	construits
வரைபடங்கள்	cartes
ஆன்லைன்	online
தொழிற்துறை	industrie
அப்பா	dad
அப்பா	papa
அப்பா	père
அப்பா	papa
அப்பா	daddy
அப்பா	papa
அப்பா	pére
அப்பா	pere
அப்பா	père
முற்போக்கு	progressiste
முற்போக்கு	progressifs
முற்போக்கு	progressif
முற்போக்கு	graduel
முற்போக்கு	progressive
தாக்க	latence
சீனம்	chinois
சீனம்	chinoise
கோலா	koala
கோலா	cola
வெண்	ven
வெண்	venn
பங்களிப்புகள்	contributions
பங்களிப்புகள்	cotisations
செயலி	application
செயலி	candidature
செயலி	application
செயலி	app
செயலி	appli
கணேஷ்	ganesh
கேரி	carrie
மிகச்சிறிய	minuscule
மிகச்சிறிய	minuscules
மிகச்சிறிய	tiny
மாஸ்கோ	moscou
முடியுமா	interaction
முடியுமா	interactions
அறம்	aram
நினைவகம்	commémoration
நினைவகம்	memorial
நினைவகம்	mémorial
நினைவகம்	souvenir
நினைவகம்	souvenirs
நினைவகம்	mémoire
ரோடு	routier
ரோடு	route
ரோடு	chemin
கர்நாடகா	karnataka
நபி	prophète
நபி	nabi
இவள்	she
இவள்	elle
ஆப்கானிஸ்தான்	afghanistan
கழிவு	déchets
கழிவு	gaspillages
கழிவு	gaspillage
கழிவு	déchet
பற்றாக்குறை	manque
கிம்	kim
ஆரம்பம்	démarrer
ஆரம்பம்	commencer
ஆரம்பம்	début
ஆரம்பம்	commencement
ஆரம்பம்	début
நீரிழிவு	diabétique
நீரிழிவு	diabète
துன்	thun
துன்	tun
தேவா	deva
இளைஞர்கள்	jeunesse
இளைஞர்கள்	jeunes
உளவு	espion
உளவு	espionne
உளவு	espionner
உளவு	espions
உளவு	espionnage
நீடித்தது	duré
சாம்	sam
புகைப்படம்	photo
புகைப்படம்	photographie
புகைப்படம்	photographique
திடீர்	soudaine
திடீர்	subite
திடீர்	soudain
கர்நாடகம்	karnataka
வகுப்புகள்	classes
சாத்தியம்	possible
சாத்தியம்	possibles
ஊதியம்	paye
ஊதியம்	payez
ஊதியம்	payer
ஊதியம்	paie
பாலி	pali
பாலி	bali
அக்	octobre
அக்	oct
பெரும்பான்மையாக	principalement
பெரும்பான்மையாக	majoritairement
சாகிப்	sahib
ஆசி	australien
ஆசி	australienne
ஆசி	aussie
ஆசி	bénédiction
ஆசி	bienfait
ஆசி	bénédictions
ஆசி	bénédiction
முட்டைகள்	œufs
முட்டைகள்	oeufs
இந்தோனேசிய	indonésiens
இந்தோனேசிய	indonésien
இந்தோனேசிய	indonésienne
கால்கள்	cuisses
கால்கள்	jambes
கால்கள்	pattes
தத்துவங்கள்	philosophies
சூடான	chaud
சூடான	hot
சூடான	chaude
சூடான	sexy
சூழ்நிலையில்	situation
வறுமை	pauvreté
கந்தக	soufre
கந்தக	sulfure
பிரம்மா	brahma
குடும்பத்தினர்	familles
குடும்பத்தினர்	familiale
குடும்பத்தினர்	famille
குடும்பத்தினர்	familles
வலைப்பதிவு	blog
வலைப்பதிவு	blogue
வாழ்ந்தார்	vécue
வாழ்ந்தார்	vécu
அரங்கில்	arena
அரங்கில்	aréna
அரங்கில்	arène
பதினைந்து	fifteen
பதினைந்து	quinze
பதினைந்து	quinzaine
தனியே	seul
தனியே	seuls
தனியே	seule
லைவ்	live
லைவ்	vivant
லைவ்	vivre
ஆராய்ச்சியாளர்கள்	chercheurs
கிருஷ்ணர்	krishna
பண்டிதர்	défenseur
இறைவி	déesses
இறைவி	déesse
சர்மா	sharma
தொன்மையான	classic
தொன்மையான	classique
தொன்மையான	classiques
லிங்கம்	linga
நாராயண	narayana
வாங்கும்	achats
வாங்கும்	achat
வட்டு	disque
வட்டு	disquette
வட்டு	disque
ஆல்பர்ட்	albert
குறிக்கோள்	objectif
குறிக்கோள்	cibles
குறிக்கோள்	objectif
குறிக்கோள்	cible
குறிக்கோள்	cibler
மீள்	réversibles
மீள்	réversible
குரங்கு	macaque
குரங்கு	singes
குரங்கு	monkey
குரங்கு	singe
பயன்படுத்துதல்	utiliser
பயன்படுத்துதல்	utilisant
ஆண்டவர்	god
ஆண்டவர்	dieu
நெருப்பு	feu
நெருப்பு	incendie
நெருப்பு	incendies
சிலி	chilien
சிலி	chili
பயன்கள்	usages
பயன்கள்	utilise
பயன்கள்	utilisations
பத்தாவது	dixième
பத்தாவது	tenth
வாள்	épée
வாள்	glaive
வாள்	sabre
சமூகவியல்	sociologie
அன்	ann
அன்	anne
வரம்	illimitées
வரம்	illimitée
வரம்	illimité
வரம்	illimités
வரம்	gamme
வரம்	portée
பிறகும்	apres
பிறகும்	after
பிறகும்	après
பிறகும்	aprés
விலங்கியல்	zoologie
ஹைட்ரஜன்	hydrogène
ஐக்	ike
வள்ளி	valli
உரிமைகளை	droits
தேவர்கள்	dieux
மயில்	paon
பாதுகாக்கும்	protège
பாதுகாக்கும்	protègent
பாதுகாக்கும்	protéger
பாதுகாக்கும்	protégeant
முஹம்மது	muhammad
முஹம்மது	mahomet
நச்சு	toxique
நச்சு	toxiques
மலேரியா	malaria
மலேரியா	paludisme
பிடித்த	préféré
பிடித்த	préférée
பிடித்த	favori
பிடித்த	favoris
பிடித்த	préférés
கிளர்ச்சி	révolte
கிளர்ச்சி	rébellion
விதம்	façon
விதம்	manière
விதம்	way
நார்வே	norvège
முகப்பு	maison
முகப்பு	domicile
முகப்பு	accueil
செடி	plantes
செடி	végétaux
செடி	végétal
செடி	usine
செடி	plante
நிர்வாகி	admin
நிர்வாகி	administrateur
நிர்வாகி	gestionnaire
நிர்வாகி	directeur
நிர்வாகி	manager
நிர்வாகி	directrice
நிர்வாகி	gérant
நிர்வாகி	administrateurs
நிர்வாகி	administratrice
நிர்வாகி	administrateur
திரிபுரா	tripura
விடுதி	hôtel
விடுதி	auberge
நிபுணர்	expert
பாக்டீரியா	bactériennes
பாக்டீரியா	bactérienne
பாக்டீரியா	bactéries
பாக்டீரியா	bactérie
லிமிடெட்	limitée
லிமிடெட்	limitées
லிமிடெட்	limité
லிமிடெட்	limités
லிமிடெட்	ltée
லிமிடெட்	ltd
டிகிரி	degrés
டிகிரி	diplômes
டிகிரி	degré
டிகிரி	diplôme
டிகிரி	degré
மீடியா	média
மீடியா	médias
நோ	noh
மந்திரி	valet
மந்திரி	vérin
மந்திரி	jack
அலுவலகங்கள்	bureaux
கேட்டார்	demandé
விஞ்ஞான	scientifiques
விஞ்ஞான	scientifique
வருடாந்திர	annuelle
வருடாந்திர	annuels
வருடாந்திர	annuel
வருடாந்திர	annuelle
வருடாந்திர	annuels
வருடாந்திர	annuel
சிரியா	syrienne
சிரியா	syrie
அஞ்சலி	hommage
அஞ்சலி	tribut
அஞ்சலி	hommages
அஞ்சலி	anjali
தாள்	papier
தாள்	papiers
தாள்	feuille
தாள்	drap
தாள்	feuillet
தாள்	feuilles
தாள்	draps
குறைக்கிறது	réduit
பாத்திரங்கள்	vaisselle
பாத்திரங்கள்	plats
பெரிதாக	agrandir
பெரிதாக	zoom
பெரிதாக	zoomer
அயோடின்	iode
முக்கியம்	imp
முக்கியம்	lutin
முக்கியம்	importante
முக்கியம்	important
முக்கியம்	importantes
முக்கியம்	importants
எதிர்பாராத	inattendue
எதிர்பாராத	inattendu
எதிர்பாராத	imprévisible
எதிர்பாராத	imprévu
எதிர்பாராத	imprévus
சரித்திரம்	histoire
சரித்திரம்	historique
கடினம்	rude
கடினம்	bruts
கடினம்	difficiles
கடினம்	dur
கடினம்	hard
கடினம்	difficile
கடினம்	dure
கடினம்	difficiles
கடினம்	difficile
வெடிப்பு	explosion
தேநீர்	thés
தேநீர்	tea
தேநீர்	thé
அகாடமி	académie
அகாடமி	academy
சோனி	sony
தேடும்	regardant
சாதிகள்	costumes
சாதிகள்	combinaisons
மறை	masquer
மறை	cache
மறை	cacher
கோழிக்கோடு	calicut
விரதம்	jeûne
விரதம்	jeûner
விரதம்	jeun
விரைவான	rapide
விரைவான	rapidement
விரைவான	vite
விரைவான	rapides
விரைவான	rapide
விரைவான	rapidement
விரைவான	vite
விரைவான	rapidité
விரைவான	rapides
ஹில்	hill
ஹில்	colline
தொண்டை	gorge
நிர்வாகிகள்	administrateurs
சமஸ்கிருத	sanskrit
பம்பாய்	bombay
விழும்	tomber
விழும்	automne
விழும்	chute
விழும்	fall
அம்சம்	fonctionnalité
அம்சம்	caractéristique
மைதானம்	moulu
காவியம்	épique
காவியம்	epic
காவியம்	épopée
பாரி	barry
பாரி	pari
ராமன்	raman
பேராலயம்	cathédrale
பேராலயம்	cathédrales
கட்டுமானம்	construction
கவச	blindé
கவச	blindée
கவச	blindés
மாறுகிறது	changeant
மாறுகிறது	changer
சந்தர்ப்பங்களில்	occasions
திரவம்	fluides
திரவம்	fluide
திரவம்	liquide
திரவம்	liquides
பரிந்துரைகள்	suggestions
பரிந்துரைகள்	recommandations
குடல்	intestin
குடல்	intestins
இனப்பெருக்க	élevage
இனப்பெருக்க	reproducteurs
இனப்பெருக்க	elevage
இனப்பெருக்க	reproduction
சிலநேரங்களில்	quelquefois
சிலநேரங்களில்	parfois
விக்டர்	viktor
விக்டர்	viktor
விக்டர்	victor
ஒப்பீட்டளவில்	relativement
இலித்தியம்	lithium
ஜிம்	gymnase
ஜிம்	gym
ஜிம்	jim
விரும்பவில்லை	contrairement
அரேபியா	arabie
