और	és
ट्यूडर	tudor
शिल्पकला	szobrászat
जवानी	fiatalok
जवानी	ifjúsági
जवानी	fiatalság
जवानी	ifjúság
अफ़गानिस्तान	afganisztán
अफ़गानिस्तान	afganisztáni
एरोस्मिथ	aerosmith
लहजा	akcentus
लहजा	akcentussal
लहजा	akcentusa
धो	mosni
धो	mossa
धो	mosás
धो	wash
टंकी	víztározók
टंकी	víztározó
स्थिरीकरण	stabilizációs
कछुआ	teknőc
कछुआ	teknős
कछुआ	teknős
फुटबाल	foci
फुटबाल	football
फुटबाल	futball
बैरेट	barrett
स्टॉकहोम	stockholm
स्टॉकहोम	stockholmi
परोपकार	önzetlenség
अमन	aman
रिकी	ricky
मुस्कान	mosoly
धुंधला	maszat
धुंधला	homályos
धुंधला	elmosódott
पोकीमॉन	pokémon
खिलौना	játék
खिलौना	játékszer
गीला	vizes
गीला	nedves
लिव	liv
गाम्बिया	gambia
उभयलिंगी	hermafrodita
गिलहरी	mókus
स्मार्टफोन	okostelefon
तैराक	úszó
पूजनीय	tisztelendő
हैथवे	hathaway
दुखद	fájdalmas
दुखद	szomorú
दुखद	szomorúság
दुखद	bús
नाजुक	sérülékeny
नाजुक	törékeny
नाजुक	kritikus
नाजुक	kényes
पक्षपाती	elfogult
गुड़िया	baba
गुड़िया	babám
लालसा	vágyakozás
अलिंद	átrium
वीरगति	mártír
कम्यून	kommuna
मिल्टन	milton
प्रेसिडेंसी	elnöksége
प्रेसिडेंसी	elnökség
अजाक्स	ajax
मार्कर	marker
मार्कर	jelölő
मार्कर	jelző
जूता	cipő
ट्रांसफर	átvitel
ट्रांसफर	áthelyezés
ट्रांसफर	transzfer
अल्ट्रासाउंड	ultrahangos
अल्ट्रासाउंड	ultrahang
राइडर	lovas
किड	kölyök
किड	gyerek
निक्सन	nixon
अक्षीय	axiális
सक्रियण	aktiválás
ग्रियर्सन	grierson
जुर्म	bűnözés
जुर्म	bűn
जुर्म	bűntény
जुर्म	bűncselekmény
जुर्म	bűncselekmények
चे	che
उर्स	urs
स्पीच	beszéde
स्पीच	beszéd
बेकन	szalonna
बेकन	bacon
बेकन	szalonnát
निर्जलीकरण	kiszáradás
टारनटिनो	tarantino
रोनाल्डिन्हो	ronaldinho
ट्रांसमीटर	jeladó
ज़हर	méreg
मेज़	táblázat
मेज़	asztali
मेज़	tábla
मेज़	asztal
सर्वज्ञ	mindentudó
वारंट	végzés
पूर्वावलोकन	előnézete
डोरी	heveder
हेर	herr
कनिंघम	cunningham
उदासीनता	közöny
बवंडर	tornádó
अज़ीज़	aziz
गुज़रते	méltatlan
स्टीवंस	stevens
एली	eli
वट	áfa
ल्यूक	luke
ल्यूक	lukács
गंदे	piszkos
गंदे	mocskos
गंदे	kosz
मिसाइलों	rakéták
कार्बाइड	karbid
हैकर	hacker
हैकर	hackerek
अछूत	érinthetetlen
कॉकपिट	pilótafülke
स्तनों	mellek
स्तनों	melle
स्तनों	mell
मूलरूप	lényegében
मूलरूप	alapvetően
मूलरूप	gyakorlatilag
मलाई	tejszín
मलाई	krém
मलाई	krémet
तिथियाँ	dátumok
तिथियाँ	időpontok
धाबी	dhabi
हॉपकिंस	hopkins
दुरूपयोग	visszaélés
दुरूपयोग	bántalmazás
दुरूपयोग	visszaélés
दुरूपयोग	visszaélések
केंद्रीकृत	központosított
मानवशास्त्र	antropológia
जेनेरिक	általános
जेनेरिक	generikus
मुक्केबाज	boxer
भावनाएँ	érzéseit
भावनाएँ	érzések
भावनाएँ	érzelmek
प्रज्वलन	gyújtás
डेंटल	fogorvos
डेंटल	fogászati
डेंटल	fogorvosi
इलेक्ट्रिकल	elektromos
मज़ा	móka
मज़ा	szórakozás
हेलेना	helena
फॉस्फोरस	foszfor
ऑटोमोटिव	autóipari
ऑटोमोटिव	autóipar
ऑटोमोटिव	gépjármű
शवों	holttestek
शवों	hullák
छिलके	peel
अधर्म	hitetlenség
समितियां	bizottságok
प्रदर्शनियों	kiállítások
विंची	vinci
पोर्श	porsche
उपदंश	szifilisz
विलंबित	késedelmes
विलंबित	késik
विलंबित	késleltetett
मकड़ी	pók
मकड़ी	spider
होस्टिंग	hosting
लीना	leena
लीना	lina
कढ़ाई	hímzés
कढ़ाई	hímzett
स्पार्टाकस	spartacus
हेक्टर	hector
अल्पाइन	alpesi
अंत्येष्टि	temetésen
अंत्येष्टि	temetés
अंत्येष्टि	temetése
अंत्येष्टि	temetés
बंग	bumm
वादे	ígéret
वादे	ígéretek
रिटायर	nyugdíjba
लाइकेन	zuzmó
सीसे	ólom
सीसे	vezet
कोहनी	könyök
साम्यवादियों	kommunisták
ट्विंकल	ragyogj
प्राग	prága
प्राग	prágai
रूमी	rumi
टेम्पल	templom
टेम्पल	szentély
टेम्पल	temploma
टेम्पल	temple
कारतूस	töltények
कारतूस	patron
कारतूस	töltény
परिवर्धन	módosítás
परिवर्धन	módosítást
परिवर्धन	módosítások
माफिया	maffia
वर्जिनिया	virginiában
वर्जिनिया	virginia
वर्जिनिया	virginiai
भाग्यशाली	szerencse
भाग्यशाली	szerencsés
सिकल	sarló
भूमध्यसागरीय	mediterrán
असभ्य	durva
छवियां	képeket
छवियां	képek
गैंग	banda
काश्मीर	kashmir
काश्मीर	kasmír
सोलो	szóló
सोलो	solo
सोलो	önálló
पेंसिल	ceruza
पेंसिल	ceruzát
संचारण	továbbítja
गर्भनिरोधक	fogamzásgátló
निकोल्सन	nicholson
लड़ाइयों	csaták
पैंथर	párduc
फेल	bukta
फेल	kudarc
पके	megérett
पके	érett
मिकी	mickey
मिकी	mikey
पीडीएफ	pdf
नमन	tribute
अप्रवासी	bevándorlók
अप्रवासी	bevándorló
प्राधिकारी	hatóságok
गैलीलियो	galileo
द्विध्रुवी	bipoláris
मंज़िल	rendeltetési
मंज़िल	cél
ऐलन	allen
अंतर्दृष्टि	elemzések
दुआ	ima
दुआ	imádság
ओटावा	ottawa
रीमा	rima
मैंगनीज	mangán
मिरर	tükör
हिमपात	hóesés
अम्बा	amba
ट्रॉय	troy
खंभे	oszlopok
टोकियो	tokió
टोकियो	tokiói
टोकियो	tokyo
फा	pha
फरार	elmenekült
फरार	megszökött
बीर	bir
साई	sai
साई	psi
इंतजाम	megállapodások
बरॉक	barokk
बेटियों	lányai
भूस्खलन	földcsuszamlás
टिकी	tiki
ऐप्स	alkalmazások
पिक्सल	képpontok
पिक्सल	képpont
पिक्सल	képpont
उतरा	leszállt
उतरा	landolt
प्रवासियों	migráns
प्रवासियों	bevándorlók
प्रवासियों	migránsok
नाखून	szögek
नाखून	körmök
अप्रकाशित	kiadatlan
एल्टन	elton
थक्का	vérrög
सशक्तिकरण	felhatalmazás
अशांत	zavarodott
अशांत	zavart
ब्लिट्जक्रेग	blitzkrieg
लुसी	lucy
मार्टी	marty
उड़ाया	repült
व्यथित	sértett
किरीट	corona
जुड़वा	iker
जुड़वा	ikrek
ब्रिटनी	brittany
लहजे	akcentus
लहजे	akcentussal
लहजे	akcentusa
रफी	rafi
डक	kacsa
डक	duck
आंसू	könny
आंसू	szakadás
आंसू	könny
आंसू	könnyeket
आंसू	könnyek
इथेनॉल	etanol
जिहाद	dzsihád
जेनी	jenny
अतिरंजित	túlzott
ग्रेजुएट	diplomás
ग्रेजुएट	végzős
जमींदारी	dari
कामुकता	szexualitás
कामुकता	érzékiség
फौरन	azonnal
स्टॉफ़ेनबर्ग	stauffenberg
दमा	asztmás
दमा	asztma
मकई	kukoricát
मकई	kukorica
रेन	rain
रेन	eső
दोलक	oszcillátor
अंधे	vakon
अंधे	vak
अंधे	vakok
कंडोम	óvszer
कंडोम	óvszer
शेड	árnyék
गावों	falvak
कली	bud
रीमिक्स	remix
भूखंड	telkek
रबड़	gumi
पार्ट	részben
पार्ट	rész
पार्ट	része
फ़ोटो	fényképek
फ़ोटो	kép
फ़ोटो	fénykép
फ़ोटो	fotó
फ़ोटो	fotók
फ़ोटो	fényképek
फ़ोटो	képek
आँसू	könny
आँसू	könnyeket
आँसू	könnyek
ओह	hoppá
स्ट्राइक	sztrájk
स्ट्राइक	csapás
पार्षद	tanácsos
पार्षद	tanácsos
उपास्थि	porc
इंडिका	indica
स्टिक	bot
सम्मोहन	hipnózis
आइडल	idol
माइक्रोप्रोसेसर	mikroprocesszor
प्रताड़ित	zaklatta
इंटरैक्टिव	interaktív
अध	adh
परामर्शदाता	tanácsadó
परामर्शदाता	tanácsadók
परामर्शदाता	tanácsadók
पर्सी	percy
पक	korong
पक	puck
स्केच	vázlat
नौटंकी	dráma
नौटंकी	drama
जालसाजी	hamisítás
जालसाजी	hamisítvány
यांग	yang
बोलीविया	bolívia
साइटें	helyszínek
साइटें	oldalak
साइटें	helyszín
साइटें	helyén
साइटें	webhely
कोपेनहेगन	koppenhága
कोपेनहेगन	koppenhágai
क्लस्टर	klaszter
क्लस्टर	klaszterek
हर्निया	sérv
चेरी	cherry
चेरी	cseresznyés
चेरी	cseresznye
चेरी	cseresznye
दयनीय	szánalmas
बली	bali
प्लेबैक	lejátszás
डायनासोर	dinoszauruszok
डायनासोर	dinoszaurusz
रिच	gazdag
रिच	gazdagok
रिच	rich
बदलें	átalakítás
बदलें	változás
बदलें	változtatás
बदलें	megváltozott
बदलें	változások
बदलें	helyettesíteni
पंछी	madár
पंछी	madarak
उम्मीदों	elvárások
उम्मीदों	elvárás
उम्मीदों	várakozások
तत्वावधान	aegis
जोजो	jojo
चालाक	szélhámos
चालाक	trükkös
चालाक	agyafúrt
चालाक	bubi
आयतों	kommunikáció
आयतों	távközlés
आयतों	kommunikációs
आयतों	jelenések
स्प्रिंग्स	springs
स्प्रिंग्स	rugó
मलजल	szennyvíz
वेम्बली	wembley
सैमुएल	samuel
सुर्खियों	főcím
छल्लों	nyakörv
पैच	tapasz
पैच	folt
विषुव	napéjegyenlőség
कार्निवाल	majális
कार्निवाल	karnevál
बॉर्डर	határ
बॉर्डर	határon
बॉर्डर	határokon
सैलून	szalonok
सैलून	szalon
सैलून	szalonban
सैलून	szalon
प्रणालीगत	szisztémás
संक्षारण	korrózió
समलैंगिकता	homoszexualitás
मिलों	mills
कोन	kúp
लियोनार्ड	leonard
खर्चों	ráfordítások
खर्चों	kiadások
खर्चों	költségek
उभयचर	kétéltű
जैकब	jacob
स्नेहक	kenőanyag
मैकलारेन	mclaren
दीनार	dinár
रूबी	rubin
रूबी	ruby
तिकड़ी	trió
साल्सा	salsa
क्लीवलैंड	cleveland
मॉरिशस	mauritius
महत्वाकांक्षा	törekvés
महत्वाकांक्षा	ambíció
अंकुरित	virágzó
अंकुरित	nyíló
अनुशासित	fegyelmezett
एमसीसी	mcc
डेस्क	íróasztal
डेस्क	asztal
आफिस	hivatal
आफिस	iroda
जूरी	esküdtek
जूरी	esküdtszék
जूरी	esküdt
मूडी	szeszélyes
मूडी	moody
सुइट	lakosztály
डोमिनिकन	dominikai
डोमिनिकन	dominikai
डोमिनिकन	dominika
केसरिया	sáfrány
कद्दू	tök
कद्दू	tökfej
मूषक	eger
मूषक	egér
रिक्टर	richter
गेस्ट	vendég
गेस्ट	vendégek
फार्मेसी	gyógyszertárban
फार्मेसी	gyógyszertár
पेटी	dobozok
पेटी	dobozokat
पेटी	ládák
कांटे	tövisek
कांटे	tüske
पावेल	powell
पावेल	pavel
हराम	tilos
हराम	tiltott
हराम	haram
जेक	jake
तोपें	ágyú
तोपें	cannon
व्यंग्यात्मक	gúnyos
व्यंग्यात्मक	szarkasztikus
कैथी	kathy
कैथी	cathy
प्रोटेस्टैंट	protestantizmus
मोज़िला	mozilla
प्यूमा	puma
पिंकी	pinky
सर्किल	kör
सर्किल	kört
ब्रैड	brad
ब्रैड	rövid
ब्रैड	kenyér
ब्रैड	kenyeret
लंबित	függőben
लंबित	folyamatban
छापामार	gerilla
साही	sül
साही	sündisznó
काठी	nyereg
बाते	beszél
बाते	dolgok
बाते	dolgokat
सियोल	szöul
सियोल	szöulban
शर्म	kár
शर्म	szégyen
शर्म	szégyellem
शर्म	félénk
शर्म	szégyenlős
प्रत्युत्तर	válaszok
स्टुडियो	studio
स्टुडियो	stúdió
डेब्यू	debütáló
प्रेषक	feladó
प्रेषक	küldő
सन्निकट	megközelítőleg
सन्निकट	hozzávetőleges
सन्निकट	hozzávetőlegesen
विंसलेट	winslet
प्रिंसिपल	igazgató
मोनाको	monaco
नूह	noé
नूह	noah
चेस	hajsza
चेस	üldözés
चेस	chase
खाँसी	köhögés
खाँसी	köhögés
शार्क	cápák
शार्क	cápa
बार्बी	barbie
पांडुलिपियों	kéziratok
बनाएँ	létrehozása
रक्ताल्पता	vérszegénység
विनिमायक	hőcserélő
एल्गोरिथ्म	algoritmust
एल्गोरिथ्म	algoritmus
तैर	úszik
तैर	úszás
तैर	úszni
पराकाष्ठा	pinnacle
पराकाष्ठा	acme
यर	yar
टाइल	csempe
टाइल	csempe
दीर्घायु	élettartam
देस	des
धुंध	ködös
धुंध	köd
धुंध	pára
धुंध	köd
अरमानी	armani
घूमना	vándorló
घूमना	körözés
घूमना	köröz
ब्रिस्टल	bristol
यूआरएल	url
मिड	közép
पाश	hurok
परिशुद्धता	precíziós
परिशुद्धता	pontosság
परिशुद्धता	pontosság
कंधों	vállak
कंधों	váll
कोह	koh
गॉव	hálószoba
गॉव	háló
मशाल	fáklya
ईथरनेट	ethernet
ताइपे	taipei
खट्टा	savanyú
दुविधा	dilemma
समाजशास्त्रीय	szociológiai
दूँ	induló
थोरियम	tórium
काय	kay
लाउंज	lounge
ओसामा	osama
मनोविश्लेषण	pszichoanalízis
प्रहरी	házőrző
तुच्छ	enyhe
पार्लियामेंट	parlament
पोर्टो	porto
तारीफ	dicséret
तारीफ	dicsőség
तारीफ	dicséretet
एप्लिकेशन	alkalmazások
एप्लिकेशन	kérelmek
एप्लिकेशन	app
एप्लिकेशन	alkalmazás
एप्लिकेशन	alkalmazások
एप्लिकेशन	kérelem
एप्लिकेशन	alkalmazás
एप्लिकेशन	jelentkezés
ट्रेस	nyom
ब्लॉगर	blogger
ब्लॉगर	bloggerek
लेविस	lewis
टूलबार	eszköztár
ट्रेंट	trent
भोर	hajnal
भोर	dawn
भोर	hajnalban
जिप्सम	gipsz
अलका	alka
जमाया	áfonya
मनीला	manila
महाधमनी	aorta
उदघाटन	felavatott
सुजुकी	suzuki
ब्रुसेल्स	brüsszelben
ब्रुसेल्स	brüsszeli
ब्रुसेल्स	brüsszel
मजेदार	vicces
न्युमैन	newman
पदचिह्न	lábnyom
अफवाहें	szóbeszéd
अफवाहें	pletykák
आठवां	nyolcadik
आभारी	hálás
आभारी	hálás
रोहन	rohan
स्कीइंग	síelés
स्कीइंग	síelni
कर्नेल	kernel
मौलवी	pap
मौलवी	lelkész
आरोह	mount
आरोह	hegy
पाइपलाइन	vezeték
पाइपलाइन	csővezeték
संतरे	narancsot
संतरे	narancs
जूली	julie
सैंट	illata
सैंट	szag
सैंट	illat
उलटा	fordítva
उलटा	fordított
गुणसूत्रों	kromoszómák
संग्राहक	tároló
संग्राहक	tartály
संग्राहक	konténer
फव्वारे	szökőkút
फव्वारे	kút
वाकर	walker
आइसक्रीम	fagyi
आइसक्रीम	fagylalt
कोलंबस	columbus
कोलंबस	kolumbusz
ढलाई	casting
एयरोस्पेस	airbus
ऑस्टियोपोरोसिस	csontritkulás
सेंसरशिप	cenzúra
एंजेलो	angelo
अनुभवजन्य	empirikus
जेनरेटर	generátor
फायरिंग	tüzelést
खोई	vesztett
खोई	elveszett
खोई	lost
ब्रिन	brin
आँकड़ा	hook
आँकड़ा	kampó
आँकड़ा	horog
आँकड़ा	horgot
आँकड़ा	adatok
आँकड़ा	adat
आँकड़ा	adatforgalom
अभियोजन	vádemelés
अभियोजन	ügyészség
अभियोजन	büntetőeljárás
अभियोजन	vád
विहित	felírt
विहित	előírt
मनमानी	tetszőleges
मनमानी	önkényes
प्रश्नावली	kérdőívet
प्रश्नावली	kérdőív
थॉम्पसन	thompson
असंतृप्त	telítetlen
जॉय	joy
जॉय	öröm
जॉय	örömöt
जॉय	joey
कॅप्लर	kepler
सिगनल	jelek
सिगनल	jelzések
सिगनल	jeleket
रॅपन्ज़ेल	rapunzel
रामा	rama
द्वारों	kapuk
द्वारों	gates
द्वारों	kapu
लालटेन	lámpás
ज़ाकिर	zakir
यूरेशियाई	eurázsiai
डिस्को	diszkó
डिस्को	disco
तितलियों	pillangók
पाइन	fenyő
पाइन	pine
हवाना	havanna
ब्लाइंड	vakon
ब्लाइंड	vak
ब्लाइंड	vakok
प्रदर्शक	kijelzők
प्रदर्शक	kijelző
प्रदर्शक	megjelenítés
प्रदर्शक	megjelenítési
मज़ार	sír
एबीएन	abn
जेम्सन	jameson
वितरकों	forgalmazók
वितरकों	elosztó
वितरकों	forgalmazó
हर्ट्ज़	hertz
परिवर्धित	módosult
परिवर्धित	átalakított
परिवर्धित	módosított
परिवर्धित	módosítva
कंगारू	kenguru
गाली	rosszindulatú
गाली	bántalmazás
गाली	visszaélés
गाली	visszaélések
गाली	mocsok
थामस	thomas
थामस	tamás
मिस्त्र	egyiptom
एल्गोरिदम	algoritmust
एल्गोरिदम	algoritmus
नैप्स्टर	napster
अंतर्देशीय	belvízi
आविष्कारों	találmány
आविष्कारों	találmányok
पडती	intenzíven
सम्मिलन	asszimilációs
संस्थापन	telepítés
संस्थापन	létesítmény
नदिया	nadia
मेक्सिकन	mexikói
लुडविग	ludwig
घोस्ट	ghost
घोस्ट	szellem
नन	apáca
नन	apácák
वांग	wang
वफादारी	hűség
लोन	kölcsönök
लोन	kölcsön
लोन	hitelek
लोन	lone
वृक्षारोपण	ültetvény
रिचर्डसन	richardson
न्यूट्रिनो	neutrínó
पसीने	izzadság
दक्षिणपश्चिम	délnyugat
गोमांस	marhahús
गोमांस	marha
बजरी	kavics
गोर्की	gorkij
शा	sha
डूबा	tompított
लिस्बन	lisszabon
लिस्बन	lisszaboni
लिस्बन	lisbon
कैसर	kaiser
खींचता	húz
पाव	mancs
डिप्रेशन	depresszió
मोबाईल	mobilos
मोबाईल	mobile
मोबाईल	mobil
कछुए	teknősök
हैम्पशायर	hampshire
एहसान	szívességet
एहसान	szívesség
पनपने	virágozni
यात्राएँ	lovagol
यात्राएँ	utazások
यात्राएँ	utak
मोहक	csábító
अज्ञानता	tudatlanság
जेफ़	jeff
बर्क	burke
गुफाएँ	barlangok
घृत	aloe
गवाहों	tanúk
गवाहों	szemtanúk
डोम	búra
डोम	dom
ट्रायल	tárgyalás
ट्रायल	perek
ट्रायल	kísérletek
ट्रायल	próbák
आपत्तिजनक	sértő
आपत्तिजनक	támadó
अनिच्छा	vonakodva
हारा	hara
हारा	lúzer
हारा	vesztes
आक्रमणकारी	megszálló
हैजा	kolera
मॉस	moss
ख़रीदा	megvásárolt
ख़रीदा	vásárolt
ख़रीदा	beszerzett
चीर	rip
बेचैन	aggódó
बेचैन	nyugtalan
बेचैन	ideges
बेचैन	nyugtalan
फ़ोल्डर	mappák
फ़ोल्डर	könyvtár
फ़ोल्डर	dosszié
फ़ोल्डर	mappa
लचीली	hajlékony
लचीली	rugalmas
क्रिस्टी	christie
हैदराबादी	hyderabad
जेसी	jessie
जेसी	jesse
फ्रीस्टाइल	freestyle
शोधकार्य	kutatott
स्वार्थी	önző
रेजीमेंट	ezred
जफर	jafar
ओडिसी	odüsszeia
कबूल	ölelés
नेक	erényes
नेक	erkölcsös
नेक	nek
कोपा	copa
जैमी	jaime
सिम्पसन	simpson
बाड़	kerítés
बाड़	kerítést
अराजकतावादी	anarchista
लूसी	lucy
माँस	húsok
माँस	hús
माँस	húst
गिरना	esés
गिरना	zuhanás
गिरना	zuhan
गिरना	esés
गिरना	őszi
गिरना	zuhanás
गिरना	ősszel
गिरना	ősz
प्रीफ़ेक्चर	prefektúra
दादाजी	nagypapa
दादाजी	nagyapa
दादाजी	nagypapa
दादाजी	nagyapa
आयोजक	szervező
पीएलसी	plc
भिखारी	koldus
अपसारी	eltérő
दमनकारी	elnyomó
दमनकारी	nyomasztó
बेघर	hajléktalan
बेघर	csöves
बेघर	hajléktalanok
बेघर	hontalan
स्खलन	mentesítés
दस्ता	brigád
दस्ता	osztag
त्रिकोणमिति	trigonometria
बॉलरूम	bálterem
खींचे	húzd
सिड	sid
मिठास	édesség
अफवाहों	szóbeszéd
अफवाहों	pletykák
ड्रेस	ruha
पिंजरे	ketrecben
पिंजरे	ketrec
पिंजरे	ketrec
वीरा	vera
एसेक्स	essex
रोजा	rosa
हठ	kitartás
गाडी	autóval
गाडी	kocsi
गाडी	autó
गाडी	kocsival
गाडी	járművel
गाडी	jármű
गाडी	gépjármű
गाडी	járművek
टेरा	terra
संगमर्मर	márvány
हाइड्रॉक्साइड	hidroxid
डॉक	dokk
भंगुर	törékeny
ओटो	otto
लिपिड	lipid
धारीदार	csíkos
धारीदार	sávos
रैक	rack
भूखे	éhes
नम्रता	alázat
हांग	hong
तीरंदाजी	íjász
तीरंदाजी	íjászat
बर्ट	burt
आयल	olaj
आयल	kőolaj
आयल	olajjal
आयल	olajat
रोबिन	robint
रोबिन	robin
उपयोक्ता	felhasználó
उपयोक्ता	felhasználói
उपयोक्ता	felhasználói
उपयोक्ता	felhasználók
जुवेंटस	juventus
क्वेस्ट	küldetés
होमो	homo
होमो	buzi
होमो	homokos
बाँधने	ranglétrán
बाँधने	bambusz
बंदियों	rabok
बंदियों	foglyok
बंदियों	fogvatartottak
मस्त	király
मस्त	menő
हेलमेट	sisakot
हेलमेट	sisak
सीम	sims
एलिसन	allison
एलिसन	alison
टांग	lábat
टांग	lábát
टांग	láb
चर्चाएँ	beszélgetések
चर्चाएँ	megbeszélések
चर्चाएँ	viták
फ़्लैश	villanás
फ़्लैश	flash
फ़्लैश	villám
अंतरफलक	interfész
अंतरफलक	interfészek
विषाद	bánat
विषाद	bánatot
विषाद	szomorúság
इरादों	szándékai
इरादों	szándék
परंपराएं	hagyományok
परंपराएं	hagyomány
गुस्ताव	gustav
निर्धनता	szegénység
निर्धनता	szegénységben
निर्धनता	nyomor
जबकी	miközben
जबकी	mialatt
जबकी	míg
जबकी	amíg
विनाशक	pusztító
विनाशक	romboló
महाशक्ति	szuperhatalom
जारीकर्ता	kibocsátó
खिलाफत	kalifátus
बढ़ई	ácsok
बढ़ई	ács
बढ़ई	carpenter
बढ़ई	asztalos
बढ़ई	asztalos
इंटरएक्टिव	interaktív
अंधेरा	sötét
अंधेरा	sötétség
फाइलें	akták
फाइलें	fájlok
नोवाक	novak
यूएमएल	uml
कम्पास	iránytű
तनावपूर्ण	stresszes
निकोटीन	nikotin
ढक्कन	fedelét
ढक्कन	fedő
ढक्कन	fedél
कुल्हाड़ी	fejsze
मालुकू	maluku
गिल्बर्ट	gilbert
कमियां	hibái
कमियां	hiányosságok
कमियां	hiányosságai
कमियां	hiányosság
कमियां	hiány
खालिद	khaled
खालिद	khalid
हत्याओं	gyilkosságok
चिंताएं	aggályok
चिंताएं	aggodalmak
अप्रासंगिक	lényegtelen
अवचेतन	tudatalatti
मधुमक्खियों	méhek
शैडो	árnyékok
शैडो	árnyék
शैडो	árnyak
युन्नान	yunnan
परिक्रमण	forgás
परिक्रमण	rotációs
परिक्रमण	racionális
परिक्रमण	ésszerű
टकर	tucker
तुषार	frost
तुषार	fagy
प्रस्तुतकर्ता	műsorvezető
विन्सेंट	vincent
कार्यकलाप	tevékenységek
कार्यकलाप	tevékenység
कार्यकलाप	aktivitás
वायलिन	hegedű
कोलोन	kölni
कोलोन	colombo
मांसल	húsos
प्रादा	prada
देवियाँ	istennők
बड़ों	vének
बैंकाक	bangkok
यूक्रेनी	ukrán
यूक्रेनी	ukrajnai
अदभुत	király
अदभुत	szuper
गौरवपूर्ण	dicső
गौरवपूर्ण	dicsőséges
प्रजनक	tenyésztő
प्रजनक	tenyésztők
रेट्रो	retro
स्टार्क	stark
बंदरों	majmokat
बंदरों	majmok
वीसा	vízum
भौतिकवाद	materializmus
कैरेक्टर	jellem
कैरेक्टर	karakter
क्राफ्ट	kézműves
अनुशंसित	ajánlotta
अनुशंसित	ajánlott
अनुशंसित	javasolt
राफेल	raphael
राफेल	rafael
समानार्थी	szinonimák
फेलोशिप	ösztöndíj
फेलोशिप	ösztöndíjat
बुढ़ापे	öregedés
नोएल	noel
रुचिकर	érdeklődő
रुचिकर	érdekel
रुचिकर	érdekelt
रुचिकर	érdekelne
रुचिकर	érdeklődni
रुचिकर	kecses
बोनापार्ट	bonaparte
स्नूकर	snooker
स्नूकर	biliárd
वोदका	vodka
वोदका	vodkát
काँटे	tövisek
काँटे	tüske
मांसपेशियां	izmok
मांसपेशियां	izom
रेडर	raider
खुर	pata
अकारण	kéretlen
बर्बादी	pazarlás
बर्बादी	hulladék
बर्बादी	hulladékok
हुड	hood
हुड	csuklyás
पिकासो	picasso
छुआ	megérintette
छुआ	megérintett
दिवालियापन	csőd
आकांक्षाओं	törekvéseit
क्रियोल	kreol
व्यवस्थापक	admin
व्यवस्थापक	adminisztrátor
व्यवस्थापक	adminisztrátorok
व्यवस्थापक	adminisztrátor
व्यवस्थापक	ügyvezető
व्यवस्थापक	ügyintéző
व्यवस्थापक	tisztviselő
गम	bánat
गम	bánat
गम	bánatot
गम	szomorúság
गम	rágó
गम	rágógumi
प्रस्तुतिकरण	megjelenítés
प्रस्तुतिकरण	bemutatása
प्रस्तुतिकरण	bemutató
प्रस्तुतिकरण	előadások
अप्रभावित	áthatolhatatlan
कोमा	kóma
कोमा	kómás
पोर्ट्रेट	portré
मोनो	mono
कर्मकाण्ड	rituálék
जीवनचक्र	életciklus
खर्चे	ráfordítások
खर्चे	kiadások
खर्चे	költségek
तुर्किस्तान	turkesztán
प्लाईवुड	rétegelt
मलाशय	végbél
कोहेन	cohen
वाकई	tényleg
वाकई	igazán
टर्बो	turbo
टर्बो	turbó
वार्निश	lakk
कोहरा	köd
समझदार	intelligens
सैंटियागो	santiago
गड्ढा	verem
गड्ढा	gödör
कोसोवो	koszovó
कोसोवो	koszovói
एलसीडी	lcd
धनवान	gazdagok
हैम	sonka
हैम	ham
हैम	sonkát
थियोडोर	theodore
स्टिंग	sting
गुणगान	dicséri
गुणगान	dicséret
गुणगान	dicsőség
गुणगान	dicséretet
ऑकलैंड	auckland
धुआँ	füst
मेकअप	smink
हेरोइन	heroin
हेरोइन	heroint
हेस	hesse
आगर	agar
छन्दों	rímel
मोदिग्लिआनी	modigliani
बलवान	erős
बलवान	erősek
अविस्मरणीय	felejthetetlen
इब्ने	ibn
डॉली	dolly
व्यूह	phalanx
स्टैलोन	stallone
प्रूफ	bizonyíték
प्रूफ	bizonyítás
मिडलसेक्स	middlesex
ट्रैक्स	nyomok
ट्रैक्स	nyomokat
ट्रैक्स	sínek
एंड्रोमेडा	androméda
शाफ्ट	shaft
शाफ्ट	akna
पीसा	pisa
कनेक्टर	csatlakozó
हॉर्न	szarva
हॉर्न	kürt
हॉर्न	horn
चमड़ी	bőre
चमड़ी	bőr
ब्रांडेड	márkás
लेक्स	lex
रहस्यवादी	mystic
रहस्यवादी	misztikus
हेरोल्ड	harold
तनिक	legkevesebb
तनिक	legkevésbé
एसोसिएट	munkatárs
एसोसिएट	társult
कठबोली	szleng
टनल	alagút
सेनेगल	szenegál
बंजारा	nomád
ब्रुनेई	brunei
मिखाइल	mihail
अमिट	kitörölhetetlen
ईडन	eden
डिंब	petesejtek
खातिर	szakét
खातिर	kedvéért
पताका	zászlók
नाइटली	knightley
विज्ञापनदाता	hirdető
विज्ञापनदाता	hirdető
विज्ञापनदाता	hirdetők
चालाकी	ravasz
दिमागी	mentális
दिमागी	szellemi
सरलीकरण	egyszerűsítés
संवेदनहीनता	érzéketlenség
अलगाववादी	szeparatista
त्रिमूर्ति	trinity
नेक्सस	nexus
बरमूडा	bermuda
शिफ्ट	műszak
