strategia	estratexia
tendencja	tendencia
tendencja	coa
tendencja	tendencia
solomon	solomon
wjazd	entrada
wjazd	vigor
wjazd	entrada
worth	ser
worth	a
worth	pena
worth	paga
worth	valor
worth	vale
ojcowie	pais
ojcowie	os
ojcowie	pai
sprzedaje	vende
sprzedaje	vender
stabilność	estabilidade
lęk	medo
lęk	ansiedade
udostępnione	compartidos
udostępnione	compartiron
udostępnione	compartido
udostępnione	compartida
udostępnione	compartimos
udostępnione	compartiu
napraw	amañar
napraw	establecer
napraw	arranxar
napraw	a
obrazki	as
obrazki	imaxes
obrazki	as
obrazki	fotos
obrazki	imaxes
obrazki	fotografías
zanik	desaparición
café	café
café	cafetaría
wystawione	exposto
wystawione	á
sera	queixo
starożytna	antiga
starożytna	antigas
starożytna	antigo
starożytna	antigos
wada	wada
wada	o
negocjacjach	negociación
lower	máis
lower	inferior
lower	baixos
lower	pulmonar
lower	calefacción
ciągłego	continuo
ciągłego	continua
napędzane	conducido
zatwierdzenie	aprobación
polegać	confiar
porwanie	secuestro
skazana	condenados
skazana	a
skazana	condenado
aparaty	cámaras
penny	a
penny	penique
penny	penny
bębny	drum
bębny	batería
bębny	tambores
bębny	os
krewni	parente
krewni	parentes
krewni	familiares
nóż	coitelo
nóż	navalla
nóż	mackie
dostarczyć	pásao
dostarczyć	líbranos
dostarczyć	entregar
przesłuchania	entrevistas
wskaźników	indicadores
socjalizm	socialismo
sprawiedliwy	xusto
sprawiedliwy	feira
bieżące	actual
bieżące	actuais
bieżące	que
bieżące	súa
bieżące	corrente
waszyngtonu	washington
waszyngtonu	dc
rozszerzyć	expandíndose
najbliższy	máis
impuls	pulo
przygotowana	preparada
przygotowana	listo
przygotowana	preparado
chwilowo	temporalmente
przyszłe	futuro
zapisana	se
zapisana	salvado
zapisana	a
zapisana	salvou
zapisana	salvei
zapisana	salvaches
hubble	hubble
hubble	espacial
winna	culpable
winna	culpábel
winna	culpábeis
cichy	silencio
nerwów	nervios
nerwów	os
nerwów	nerviosas
surowe	cru
surowe	groseiro
surowe	materia
surowe	materias
odpowiednia	para
odpowiednia	máis
paradoks	paradoxo
gwałtowne	violentos
gwałtowne	violenta
gwałtowne	violentas
gwałtowne	violento
gwałtowne	violencia
komercyjne	comercial
komercyjne	anuncio
mężu	marido
mężu	home
mężu	o
ubóstwa	pobreza
ubóstwa	a
życzę	gustaríame
życzę	desexo
życzę	desexaría
życzę	oxalá
sławny	famoso
sławny	famosos
sławny	famosa
obciążenie	carguen
obciążenie	carga
żelazna	ferro
dynamiczne	dinámica
tyły	última
tyły	fila
tyły	parte
tyły	traseira
grzech	pecado
nowotwór	tumor
nowotwór	cancro
nowotwór	o
nowotwór	cáncer
nastawienie	actitude
nastawienie	atrancos
nastawienie	pensas
komplet	conxunto
sonia	sonia
cukier	azucre
patterson	patterson
architektem	arquitecto
gołąb	pomba
butów	zapatos
butów	os
butów	botas
butów	tenis
resort	recorren
resort	recorrer
mississippi	mississippi
potwory	monstros
potwory	monstro
jądrowa	nuclear
jądrowa	nucleares
dorosły	adultos
dorosły	adulta
dorosły	adulto
dorosły	dun
goran	goran
intelektualistów	intelectuais
cierpi	sofre
rozdzielone	separadas
wyzwanie	reto
wyzwanie	desafío
wyzwanie	desafiar
przestępców	delincuentes
przestępców	criminais
zaangażowana	involucrado
zaangażowana	que
zaangażowana	implicado
zaangażowana	involucrada
zaangażowana	cometeu
zaangażowana	cometido
zaangażowana	cometiches
zaangażowana	cometeses
zaangażowana	cometer
zaangażowana	compromiso
zaangażowana	cometidos
zaangażowana	comprometido
zaangażowana	coa
jaya	jay
interes	negocios
interes	negocio
interes	asunto
interes	traballo
rejestracja	rexistro
rejestracja	tarxeta
bostonu	boston
bostonu	de
aka	alias
cudowny	marabillosas
cudowny	marabilloso
cudowny	marabillosa
laurie	laurie
sowiecki	soviética
małpy	monos
małpy	mono
małpy	monos
komisje	comités
zbroi	armadura
zbroi	armadura
normę	norma
najgorszy	peores
najgorszy	peor
kawa	café
wyszukiwanie	buscar
wyszukiwanie	procura
wyszukiwanie	busca
kwota	cantidade
kwota	enorme
kwota	suma
otrzymane	recibín
otrzymane	recibiron
otrzymane	recibimos
otrzymane	recibiu
gorszy	peores
gorszy	peor
gorszy	empeora
kolorowych	cor
kolorowych	de
odwagi	valor
odwagi	coraxe
odwagi	valentía
odwagi	valente
odwagi	collóns
poker	póquer
poker	ao
poker	de
okolica	barrio
bestia	besta
świt	alborecer
świt	amencer
gardło	gorxa
raportów	informes
raportów	sobre
kwadratowy	cadrado
kwadratowy	square
kwadratowy	cadradas
kwadratowy	praza
kwadratowy	limpo
dowodzący	dominante
dowodzący	oficial
mundur	uniforme
guziki	botóns
turyści	turistas
ogniwo	enlace
uniwersalne	universais
uniwersalne	universal
słodkie	moi
słodkie	sweet
słodkie	doces
słodkie	doce
idealnie	perfecto
idealnie	perfecta
idealnie	perfectos
olivera	oliver
rezolucji	resolución
wyjaśnione	explicou
orzeczenie	decisión
orzeczenie	xuízo
orzeczenie	dominante
śpiewać	cantando
śpiewać	canta
śpiewać	cantar
śpiewać	que
wheeler	wheeler
pułapki	trampa
pułapki	boca
rytmu	ritmo
wymyślił	inventou
chwile	momentos
chwile	momento
chwile	intres
ledwo	apenas
molekularnej	molecular
molekularnej	moleculares
identyfikacja	identificar
identyfikacja	identificalos
identyfikacja	identifiques
identyfikacja	identificamos
identyfikacja	que
identyfikacja	identificación
identyfikacja	documento
identyfikacja	identidade
identyfikacja	de
identyfikacja	identidade
inwestycja	investimento
sprawdziłem	a
hector	héctor
izydor	isidore
leroy	leroy
patrole	patrullas
patrole	patrulla
czytelnicy	lectores
olbrzym	un
olbrzym	xigantes
olbrzym	xigante
zeznania	testemuña
strata	perda
