die	เดอะ
figure	ตัวเลข
true	ทรู
true	true
true	จริง
true	แท้
oostenrykse	ออสเตรีย
steenkool	ถ่าน
steenkool	ถ่านหิน
stat	สถิติ
outomaties	อัตโนมัติ
outomaties	auto
outomaties	อัตโนมัติ
alliansie	พันธมิตร
klere	เสื้อผ้า
klere	เสื้อผ้า
max	แม็กซ์
max	แม๊กซ์
max	แม็ก
groote	ขนาด
groote	ไซส์
las	โหลด
materie	สำคัญ
tanzanië	แทนซาเนีย
leon	ออน
verwar	รบกวน
hollywood	ฮอลลีวู้ด
spring	โดด
spring	กระโดด
spring	กระโดด
perd	ม้า
kuslyn	ชายฝั่ง
kuslyn	ฝั่ง
siek	ป่วย
wolf	หมาป่า
gewysig	อัพเดท
gewysig	เปลี่ยน
gewysig	แก้ไข
gewysig	ช่วง
gewysig	ระยะ
gewysig	ส้ม
nasionaliteit	สัญชาติ
materiale	วัตถุดิบ
materiale	วัสดุ
statistiek	สถิติ
statistiek	สถิติ
eer	สิงห์
eer	ร้อง
eer	เกียรติ
geproduseer	ผลิต
vestiging	ตำหนัก
vestiging	สถาปนา
antarktika	แอนตาร์กติกา
generasie	รุ่น
generasie	ยุค
eienskap	คุณลักษณะ
eienskap	คุณสมบัติ
eienskap	คุณลักษณะ
eienskap	ฟีเจอร์
hoofstuk	บท
risiko	เสี่ยง
dryf	ลอยตัว
dryf	ลอย
mongoolse	มองโกเลีย
standaarde	มาตรฐาน
sone	เขต
sone	โซน
argitekte	สถาปนิก
thailand	ไทย
thailand	thailand
thailand	ประเทศไทย
caps	caps
toyota	toyota
youtube	youtube
wene	เวียนนา
tydstip	เวลา
vlerke	ปีก
texas	เทกซัส
texas	เท็กซัส
meksikaanse	เม็กซิโก
aanlyn	ออนไลน์
aanlyn	online
denke	คิด
tande	ฟัน
geteken	วาด
liedjie	ซง
liedjie	เพลง
blom	ดอกไม้
blom	flower
aktiwiteit	กิจกรรม
ongeluk	อุบัติเหตุ
resultaat	ผล
resultaat	ผลลัพธ์
corporation	คอร์ปอเรชั่น
progressiewe	ก้าวหน้า
wolk	เมฆ
roos	rose
roos	กุหลาบ
roos	โรส
roos	โร
gedink	คิด
getel	นับ
toerusting	อุปกรณ์
toerusting	เฟือง
konstruksie	ก่อสร้าง
geleenthede	เหตุการณ์
geleenthede	กิจกรรม
digters	กวี
hemel	สวรรค์
hemel	สวรรค์
island	เกาะ
gevangenes	นักโทษ
gevangenes	เชลย
neef	ญาติ
uitstekende	เลิศ
meet	วัด
meet	สัดส่วน
begraafplaas	สุสาน
begraafplaas	ป่าช้า
pakistan	ปากีสถาน
onthul	เผย
roemenië	โรมาเนีย
jackson	แจ็กสัน
moslems	มุสลิม
arms	แขน
duim	นิ้ว
selle	เซลล์
mej	คิดถึง
mej	มิส
mej	พลาด
mej	นางงาม
demokrasie	ประชาธิปไตย
microsoft	microsoft
praktiese	ปฏิบัติ
metriek	เมตริก
klip	stone
klip	หิน
klip	ศิลา
dinsdag	อังคาร
rond	รอบๆ
rond	รอบ
vars	สด
vars	สดๆ
vars	สดชื่น
heuwel	เนิน
ian	เอียน
helena	เฮเลนา
oupa	ปู่
tekort	ขาดแคลน
komeet	ดาวหาง
stelling	คำแถลง
tipes	ชนิด
tipes	ประเภท
miljoene	ล้าน
sagte	นิ่ม
sagte	อ่อน
sagte	นุ่ม
korter	สั้น
biologiese	ชีวภาพ
fyn	สบาย
uitstalling	นิทรรศการ
marius	marius
limited	อาหาร
limited	ฟู้ด
regter	ตัดสิน
openbaar	สาธารณชน
openbaar	public
openbaar	สาธารณะ
facebook	facebook
woensdag	พุธ
velde	ฟิลด์
velde	ช่อง
aansig	แสดง
aansig	ดู
afgeleë	รีโมท
klanke	เสียง
rewolusionêre	ปฏิวัติ
zeus	ซุส
zeus	ซุซุ
godin	ธิดา
godin	เทพธิดา
mis	หมอก
mis	mis
mis	หมอก
albums	อัลบั้ม
das	มัด
das	ไทด์
waterval	น้ำตก
luitenant	หมวด
toespraak	สุนทรพจน์
keith	คีธ
keith	คี
keith	คีท
konstante	คงที่
bbc	bbc
voertuie	พาหนะ
bereid	เต็มใจ
sub	ซับ
sub	ย่อย
sub	sub
trein	รถไฟ
kwaliteit	คุณภาพ
takke	กิ่ง
takke	สาขา
houding	ท่าที
houding	attitude
houding	ทัศนคติ
ervaring	ประสบการณ์
tuisblad	บ้าน
tuisblad	home
tuisblad	บาน
gelyke	เท่ากับ
bymekaar	รวบรวม
hubble	ฮับเบิล
merk	แท็ก
merk	เครื่องหมาย
merk	มาร์ค
gevorderde	ก้าวหน้า
veranderlike	ตาราง
veranderlike	โต๊ะ
slang	งู
voorspel	พยากรณ์
fins	ฟินแลนด์
simptome	อาการ
genre	แนว
genre	ประเภท
parke	สวน
tref	ตี
tref	ถล่ม
tref	ชน
tref	จีบ
regstreeks	สด
small	เล็ก
uitleg	แผนผัง
uitleg	layout
smaak	รส
smaak	ชิม
smaak	รสนิยม
smaak	รสชาติ
nuut	นิว
nuut	ใหม่
spore	หาง
koolstof	carbon
koolstof	คาร์บอน
doeleindes	วัตถุประสงค์
monaco	โมนาโก
woestyn	dessert
kolle	จุด
kookkuns	อาหาร
meisie	สาว
queen	ควีน
queen	ราชินี
radius	รัศมี
vrae	คำถาม
werknemers	ลูกจ้าง
werknemers	พนักงาน
sharks	ฉลาม
vee	ปศุสัตว์
reageer	โต้ตอบ
reageer	ปฏิกิริยา
reageer	โต้ตอบ
china	จีน
tronk	คุก
tronk	คุก
enjins	เครื่องยนต์
congress	สภา
congress	รัฐสภา
evolusie	วิวัฒนาการ
sektor	ภาค
leierskap	ผู้นำ
alma	อัลม่า
php	php
afrigter	coach
afrigter	โค๊ช
afrigter	โค้ช
ethiopië	เอธิโอเปีย
pond	ปอนด์
herinner	ตอกย้ำ
herinner	เตือน
daal	หยอด
daal	หยด
gemeen	สามัญ
gemeen	ทั่วไป
items	รายการ
winkels	ร้าน
storm	พายุ
erg	จริงจัง
genetiese	พันธุกรรม
som	ซำ
films	ภาพยนตร์
junior	junior
junior	เยาวชน
papier	หนังสือพิมพ์
papier	กระดาษ
oseane	มหาสมุทร
tuis	ขอบเขต
tuis	บ้าน
tuis	home
tuis	บาน
ruk	ขณะ
meganiese	เชิงกล
sirkel	วงกลม
kings	กษัตริย์
kings	ราชา
toepassings	แอป
toepassings	แอพ
toepassings	แอพพลิเคชัน
weduwee	หม้าย
weduwee	แม่หม้าย
weduwee	หม้าย
fiksie	นิยาย
fiksie	นวนิยาย
metale	โลหะ
klubs	คลับ
klubs	สโมสร
klubs	ดอกจิก
klubs	จิก
domein	โดเมน
lion	สิงโต
lion	ราชสีห์
dns	dna
dns	ดีเอ็นเอ
dns	dns
fishbase	fishbase
oorsig	วิจารณ์
oorsig	รีวิว
sade	sade
misdaad	อาชญากรรม
villa	คฤหาสน์
viëtnam	เวียดนาม
sneeu	หิมะ
stabiele	เสถียรภาพ
stabiele	มั่นคง
vertalings	แปล
redir	redir
klaar	จบ
ontwerpe	ดีไซน์
sleutel	กุญแจ
sleutel	คีย์
uitdrukking	สำนวน
jane	jane
jane	เจน
sout	เค็ม
sout	เกลือ
ideale	อุดมคติ
wolke	เมฆ
lot	โหด
lot	ชะตา
vyand	ข้าศึก
vyand	ศัตรู
opname	สำรวจ
vlaktes	ราบ
nil	นิล
ludwig	ludwig
skenk	บริจาค
skiet	ยิง
skiet	ถ่าย
skiet	นักกีฬา
skiet	มือปืน
manne	ผู้ชาย
manne	men
manne	ชาย
manne	บุรุษ
hard	แรง
hard	โหม
hard	ลำบาก
hard	หนัก
hard	ฮาร์ด
hard	ยาก
geag	พิจารณา
reds	reds
volwassenes	ผู้ใหญ่
musiekgroep	วง
musiekgroep	band
persoonlikheid	บุคลิกลักษณะ
persoonlikheid	บุคลิก
persoonlikheid	บุคลิกภาพ
gelukkig	ลัคกี้
gelukkig	โชค
gelukkig	สุขใจ
gelukkig	ดีใจ
gelukkig	แฮปปี้
slaap	นอน
slaap	หลับ
slaap	นอน
donald	donald
lading	ประจุ
lading	ชาร์ต
lading	ชาร์จ
nek	คอร์
nek	คอ
nek	คอง
nek	ต้นคอ
nek	nek
plate	ทะเบียน
plate	จาน
jakobus	james
jakobus	เจมส์
bemark	โปรโมท
bemark	โปรโมต
staal	เหล็ก
verwelkom	ต้อนรับ
verblyf	ที่พัก
geheim	secret
geheim	ลับ
geheim	ลับๆ
atome	อะตอม
omvang	ช่วง
omvang	ระยะ
tegniek	เทคนิค
markte	ตลาด
reguit	แปด
kuba	คิวบา
identifiseer	ระบุ
seisoene	ฤดูกาล
web	เว็บ
ridder	ไนท์
ridder	อัศวิน
uraan	ชี้
uraan	แต้ม
uraan	คะแนน
uraan	จุด
uraan	ยูเรเนียม
uraan	ยูโร
naaswenner	runner
pen	ปากกา
inderdaad	แท้จริง
latns	latns
longew	longew
dubbele	ดับเบิล
dubbele	ดับเบิ้ล
kontrak	สัญญา
soedan	ซูดาน
its	มัน
its	its
beeste	วัว
beeste	ปศุสัตว์
opgelewer	กลับ
verken	สำรวจ
analise	วิเคราะห์
ondergrondse	ใต้ดิน
faktor	factor
faktor	ตัวประกอบ
faktor	ปัจจัย
columbia	โคลัมเบีย
blok	บล็อก
blok	บล็อค
versier	ตกแต่ง
douglas	ดักลาส
geselskap	สังคม
dertien	thirteen
deens	เดนมาร์ก
termyn	วาระ
ooreenstem	แมตช์
streep	stripe
toestel	อุปกรณ์
kanale	ช่อง
kwart	ไตรมาส
voertuig	พาหนะ
grondwetlike	รัฐธรรมนูญ
kontinent	ทวีป
oggend	เช้า
oggend	morning
spektrum	สเปกตรัม
bad	อ่างอาบน้ำ
bad	อ่างอาบน้ำ
bad	อาบ
toelaat	อนุญาต
getuienis	พยาน
ned	เนด
ned	เน็ด
landgoed	คฤหาสน์
landgoed	อสังหาริมทรัพย์
johnson	johnson
filippyne	ฟิลิปปินส์
tema	ธีม
venus	วีนัส
rykdom	ทรัพย์สิน
rykdom	ร่ำรวย
rykdom	ทรัพย์
kontinentale	ทวีป
wild	wild
wild	ดุดัน
volgelinge	ติดตาม
ingenieurswese	วิศวกรรมศาสตร์
ingenieurswese	วิศวกรรม
kitaar	กีตาร์
kitaar	กีต้าร์
relatiewe	สัมพันธ์
relatiewe	ญาติ
nigerië	ไนจีเรีย
verkeerd	ธรรม
verkeerd	ผิด
istanboel	อิสตันบูล
hongaarse	ฮังการี
ligter	ไฟแช็ก
siel	วิญญาณ
ewenaar	เส้นศูนย์สูตร
ewenaar	ศูนย์สูตร
lidmaatskap	สมาชิก
cornelis	cornelis
nederlande	เนเธอร์แลนด์
ltd	ltd
mode	fashion
mode	แฟชั่น
sar	sar
platform	แพลตฟอร์ม
torings	หอคอย
leuse	คติพจน์
leuse	คำขวัญ
herhaal	ไตร่ตรอง
herhaal	ใคร่ครวญ
herhaal	ทั่วไป
herhaal	แม่ทัพ
adv	adv
brood	ขนมปัง
verlig	ไฮไลท์
verlig	เน้น
verlig	ไฮไลต์
yale	เยล
yale	yale
maat	คู่หู
stockholm	สตอกโฮล์ม
kanker	มะเร็ง
krüger	krüger
groente	ผัก
piramide	พีระมิด
piramide	พีรามิด
kaas	ชีส
kaas	cheese
venezuela	เวเนซุเอลา
steen	เต๋า
steen	ลูกเต๋า
kopiereg	สำเนา
kopiereg	ลิขสิทธิ์
kopiereg	copyright
globe	globe
globe	ลูกโลก
luukse	ฟุ่มเฟือย
luukse	หรูหรา
luukse	ฉลาด
fout	บั๊ก
fout	บัก
rondte	ตัก
rondte	กลม
rondte	กลมๆ
rondte	รอบ
bodem	ล่าง
potensiaal	ศักยภาพ
toestelle	อุปกรณ์
heilig	ศีล
heilig	ศักดิ์สิทธิ์
pienk	pink
pienk	ชมพู
pienk	สีชมพู
vergaderings	ประชุม
aar	เส้นเลือด
craig	เคร็ก
craig	เคร
ideaal	อุดมคติ
peru	เป
peru	เปรู
peru	เปเป
wortels	รากฐาน
wortels	ราก
verbetering	ปรับปรุง
dog	คิด
weier	ปฏิเสธ
weier	ยกเลิก
minimum	minimal
minimum	น้อย
sekondes	วินาที
sekondes	วินาที
sekondes	วินาที
sekondes	sec
vleuel	grand
singapoer	สิงคโปร์
winkel	ร้าน
haai	ฉลาม
haai	เฮ้
haai	เฮ
legende	ตำนาน
legende	legend
bestel	สั่ง
bestel	ลำดับ
mac	แมค
mac	mac
mac	แม็ค
mac	แมก
atlete	นักกีฬา
leiden	leiden
brons	สัมฤทธิ์
myne	เหมือง
myne	เหมือง
aanbeveel	แนะนำ
aanbeveel	แนะนำ
tennis	เทนนิส
afghanistan	อัฟกานิสถาน
hond	หมา
hond	หมาก
hond	สุนัข
klavier	เปียนโน
verse	กลอน
verse	ท่อน
berei	เตรียม
palgrave	palgrave
gasheer	โฮสต์
gasheer	จัด
uitbarsting	ปะทุ
robinson	โรบินสัน
sel	เซลล์
vyande	ศัตรู
voorgestelde	แนะ
voorgestelde	แนะนำ
dagboek	ไดอารี่
debat	โต้วาที
straling	การแผ่รังสี
straling	รังสี
goedkeuring	อนุมัติ
voorberei	เตรียม
graan	ธัญพืช
graan	เมล็ด
jimmy	jimmy
vyftien	fifteen
sri	sri
sri	ศรี
boston	บอสตัน
boston	boston
verteenwoordiger	ตัวแทน
rofweg	คร่าวๆ
koreaanse	เกาหลี
liter	ลิตร
verbrand	เบิร์น
gereed	พร้อม
sink	สังกะสี
posisies	จุดยืน
posisies	ตำแหน่ง
plaat	ทะเบียน
plaat	จาน
kampe	ค่าย
vrystelling	ปล่อย
gooi	ขว้าง
gooi	โยน
saamgestelde	สารประกอบ
myn	เหมือง
mont	mont
pels	ขน
klink	เสียง
nationalyears	nationalyears
bitter	ขื่นขม
bitter	ขม
bitter	ขมขื่น
kamers	ห้อง
plattelandse	ชนบท
intellektuele	ปัญญา
bos	ป่า
bos	ฟอเรส
bos	ฟอเรสต์
prokureur	ทนายความ
prokureur	ทนาย
grafiese	กราฟ
held	วีรบุรุษ
held	ฮีโร่
vermaak	บันเทิง
maleisië	มาเลเซีย
permanent	ถาวร
permanent	ถาวร
gesonde	สุขภาพ
adams	อดัมส์
adams	adams
suiker	น้ำตาล
kriteria	เกณฑ์
suur	เปรี้ยว
suur	กรด
queenstown	queenstown
kapel	โบสถ์
opgedra	ทุ่มเท
turke	เติร์ก
java	ชวา
java	จาวา
regnum	regnum
syfer	หลัก
boerdery	การเกษตร
vooraf	pre
herfs	ล้ม
herfs	หล่น
herfs	ตก
herfs	ร่วง
aandele	หุ้น
globale	โกลบอล
globale	global
meester	อาจารย์
moskee	มัสยิด
kopenhagen	โคเปนเฮเกน
beijing	beijing
beijing	ปักกิ่ง
melk	นม
melk	น้ำนม
werd	มูลค่า
werd	คุ้ม
madagaskar	มาดากัสการ์
xvi	xvi
ceres	ceres
madrid	มาดริด
madrid	madrid
referendum	ประชามติ
referendum	มติ
grammatika	ไวยากรณ์
grammatika	grammar
sterrekunde	ดาราศาสตร์
atoom	อะตอม
paulo	เปาโล
beswaar	ค้าน
beswaar	คัดค้าน
bas	เห่า
bas	แบส
bas	แบ
bas	แบต
bas	เบส
voordele	ข้อดี
voordele	ประโยชน์
gesoek	ต้องการ
ingedeel	หาร
sleeswyk	schleswig
ope	เปิด
statistieke	สถิติ
statistieke	สถิติ
statistieke	สถิติ
meervoud	พหูพจน์
meervoud	พจน์
location	ตำแหน่งที่ตั้ง
location	ตำแหน่ง
atlas	atlas
voete	ฟุต
voete	เท้า
voete	ฟิต
gevangenis	คุก
neer	ลง
neer	ดาวน์
insig	insight
ray	เรย์
ray	ray
vat	การพา
vat	รับ
vat	เอา
vat	อวย
vat	ถัง
tempels	วัด
alan	alan
siviele	แพ่ง
siviele	ประชา
jason	jason
regstreekse	สด
sam	แซม
sam	sam
seks	เพศ
seks	เซ็กซ์
seks	sex
christen	คริสเตียน
oorsake	สาเหตุ
meubels	เฟอร์นิเจอร์
baker	baker
laai	โหลด
laai	ถาด
finansies	ไฟแนนซ์
definieer	กำหนด
definieer	นิยาม
argentynse	อาร์เจนตินา
brein	สมอง
pdf	pdf
meg	เมก
sosiaal	สังคม
woordeskat	ศัพท์
stapel	ซ้อน
grot	ถ้ำ
colombia	โคลัมเบีย
kritiese	วิกฤติ
kritiese	วิกฤต
series	ซีรี่ส์
series	อนุกรม
gimnasium	gym
gimnasium	ยิม
gimnasium	พละ
euro	ยูโร
eienaars	เจ้าของ
diesel	ดีเซล
drank	ดื่ม
gestem	โหวต
gif	gif
biologie	ชีววิทยา
kampus	วิทยาลัย
kampus	วิทยาเขต
kampus	มหาวิทยาลัย
fondse	กองทุน
strome	ฟีด
strome	ลำน้ำ
strome	ลำธาร
broek	เสื้อผ้า
broek	ผ้า
broek	กางเกง
way	วิธี
way	ทาง
way	วิถี
way	หนทาง
arena	สังเวียน
mynbou	เหมือง
cook	ปรุง
cook	ครัว
cook	หุง
droogte	แล้ง
sisteem	ระบบ
marcus	มาร์คัส
dawid	เดวิด
dawid	david
geliefde	รัก
tokio	โตเกียว
gay	เกย์
gay	gay
gegewens	วัสดุ
bewaring	อนุรักษ์
beplande	วางแผน
neo	neo
baba	ลูก
baba	ทารก
baba	เบบี้
baba	ที่รัก
treine	รถไฟ
voorval	เหตุการณ์
fonds	กองทุน
klop	จังหวะ
klop	ตี
klop	เอาชนะ
klop	ชนะ
klop	เคาะ
klop	ก๊อก
bang	กลัว
bang	กลัว
tafel	ตาราง
tafel	โต๊ะ
onze	onze
bush	bush
bush	บุช
pyn	ปวด
stene	เต๋า
stene	ลูกเต๋า
voorwaardes	เงื่อนไข
voorwaardes	เงื่อนไข
senegal	เซเนกัล
veilige	เซฟ
veilige	ปลอดภัย
sekonde	วินาที
sekonde	วินาที
verwarring	สับสน
geslote	ปิด
episode	episode
episode	ตอน
kleinseun	หลาน
sak	ถุง
sak	กระเป๋า
sak	แบ็ค
grawe	ขุด
seine	แซน
vet	หนา
vet	อ้วน
vet	อ้วนๆ
nul	ศูนย์
nul	นิล
ruil	สลับ
ruil	แลก
joan	โจน
plinius	pliny
hardloop	วิ่ง
hardloop	รัน
hardloop	หนี
hardloop	rerun
vertaler	ล่าม
oordeel	ตัดสิน
classis	classis
rey	rey
palestina	palestine
palestina	ปาเลสไตน์
inisiatief	ริเริ่ม
inisiatief	initiative
fases	phases
koring	ข้าวโพด
community	ชุมชน
wonder	สงสัย
wonder	wonder
museums	พิพิธภัณฑ์
carlo	คาโล
carlo	คาร์โล
omvattende	ครอบคลุม
meisies	สาว
meisies	สาวๆ
meisies	สตรี
voc	voc
geheue	ชั่วคราว
geheue	memory
nick	nick
nick	นิค
nick	นิก
gesprek	สนทนา
uniek	เอกลักษณ์
arabiere	อาหรับ
rekening	บัญชี
amerikaans	อเมริกัน
mauritius	มอริเชียส
valley	หุบเขา
ore	หู
sitting	นั่ง
uitslag	ผล
uitslag	ผลลัพธ์
animalia	animalia
siklus	วัฏจักร
siklus	วงจร
siklus	รอบ
beta	เบต้า
groningen	groningen
elton	elton
kenteken	logo
kenteken	โลโก้
kenteken	เครื่องหมาย
kenteken	ตรา
beurs	ทุน
melbourne	melbourne
geografie	ภูมิศาสตร์
aanbod	ประมูล
aanbod	เสนอ
afgeleide	ดัดแปลง
simboliese	สัญลักษณ์
verslae	สปอร์ต
verslae	sport
verslae	กีฬา
verslae	รายงาน
olifant	ช้าง
gebreek	แตก
gebreek	แตกหัก
gebreek	พัง
gebreek	ชำรุด
gebreek	สลาย
gebreek	หัก
spog	โม้
doelwit	วัตถุประสงค์
firma	firma
beseer	ทำร้าย
tower	หอคอย
tower	ทาวเวอร์
tower	หอ
eksperimente	ทดลอง
beplanning	วางแผน
siemens	เมนส์
reef	ปะการัง
ramp	หายนะ
nat	เปียก
nat	wet
gepoog	พยายาม
bier	เบียร์
range	จุดยืน
bob	บ็อบ
reaksies	ปฏิกิริยา
dwing	บังคับ
dwing	แรง
agtste	แปด
strande	ชายหาด
fliek	หนัง
fliek	ภาพยนต์
fliek	ภาพยนตร์
veilig	เซฟ
veilig	ปลอดภัย
woonbuurte	ย่าน
dooie	ตาย
ali	อาลิ
skoon	เคลียร์
skoon	ล้าง
skoon	ชัดเจน
skoon	ล้าง
skoon	สะอาด
skoon	clean
belê	ลงทุน
belê	ลงทุน
veranderlikes	ตัวแปร
key	กุญแจ
key	คีย์
ouma	ยาย
ouma	ยาย
lions	สิงโต
vulkaan	ภูเขาไฟ
vere	บางเบา
besigtig	ตัวอย่าง
besigtig	ดู
moses	โมเสส
diagram	แผนภาพ
aanraking	touch
aanraking	แตะ
aanraking	ทัช
aanraking	สัมผัส
aanbieder	presenter
genooi	เชิญ
medisyne	ยา
kantore	สำนักงาน
kantore	ออฟฟิศ
droog	แห้ง
droog	แล้ง
droog	แห้งๆ
ophou	หยุด
css	css
revolusie	ปฏิวัติ
ross	รอส
antwerpen	antwerp
onderhandel	เจรจา
waarnemende	ทำตัว
japannees	japan
japannees	ญี่ปุ่น
japannees	ญี่ปุ่น
droom	ฝัน
droom	dream
droom	ฝัน
deutsche	ดอยช์
stikstof	ไนโตรเจน
opnames	โพล
opnames	โพลล์
swaarder	หนัก
koninkryke	อาณาจักร
woud	ป่า
woud	ฟอเรส
woud	ฟอเรสต์
duncan	แคน
voorbereiding	เตรียม
andy	andy
jordaan	จอร์แดน
jordaan	jordan
hervat	ต่อ
sestig	sixty
gevaarlike	อันตราย
brian	brian
rebelle	rebels
rebelle	กบฏ
landdros	ข้าหลวง
tim	ทิม
chileense	ชิลี
diamant	diamond
diamant	ไดมอนด์
diamant	เพชร
vertroue	มั่นใจ
vermeerder	เพิ่ม
roes	สนิม
liverpool	ลิเวอร์พูล
liverpool	liverpool
zinn	zinn
canada	แคนาดา
nasionaal	national
nasionaal	ชาติ
parallel	ขนาน
effektief	ประสิทธิ์
effektief	ประสิทธิผล
trans	trans
smal	แคบ
variasies	ตัวแปร
variasies	แปรผัน
vakansie	อาทิตย์
vakansie	สัปดาห์
vakansie	holiday
vakansie	ชั่วโมง
koffie	กาแฟ
toronto	toronto
wens	หวัง
viering	ฉลอง
uitvoering	ประหาร
petrol	เบนซิน
petrol	น้ำมัน
luiperd	เสือดำ
protes	ประท้วง
gat	หลุม
gat	รู
gat	โพรง
luister	ฟัง
württemberg	württemberg
oefen	ฝึก
oefen	ซ้อม
oefen	ฝึกฝน
redaksie	บรรณาธิการ
boot	เรือ
dublin	ดับลิน
afgetree	เกษียณ
atleet	นักกีฬา
variante	ตัวแปร
buffalo	ควาย
middelste	กลาง
aanbidding	บูชา
aanbidding	นมัสการ
virus	ไวรัส
saints	นักบุญ
liedere	เพลง
standpunte	จุดยืน
standpunte	ตำแหน่ง
aankoop	ซื้อ
poly	poly
gogh	โก๊ะ
kamera	กล้อง
skedel	กะโหลก
vergeet	ลืม
vergeet	ลืม
werkwoord	กริยา
werkwoord	นาม
koel	เท่ห์
koel	เท่
koel	เจ๋ง
koel	เย็น
fred	เฟร็ด
fred	fred
sestien	sixteen
eksamen	สอบ
eksamen	ข้อสอบ
welvaart	สวัสดิการ
welvaart	สวัสดิภาพ
angel	เทวดา
angel	นางฟ้า
pleks	แทน
han	ฮาน
han	ฮัน
han	ฮั่น
ref	กรรมการ
elseif	elseif
beton	คอนกรีต
verbruik	บริโภค
thabo	thabo
encyclopædia	encyclopædia
jazz	แจ๊ซ
jazz	แจ๊ส
memphis	memphis
persies	เปอร์เซีย
tonnel	อุโมงค์
gesels	แชต
gesels	แชท
voorwaarde	เงื่อนไข
voorwaarde	สภาพ
reekse	ช่วง
burgerskap	พลเมือง
keur	อนุมัติ
hoogtes	ไฮท์
veldtogte	แคมเปญ
pligte	หน้าที่
persoonlikhede	บุคลิก
religie	ศาสนา
start	เริ่ม
fakulteit	คณาจารย์
fakulteit	คณะ
lekker	สวย
begeerte	ปรารถนา
jonk	ยัง
lewendige	คาน
lewendige	beam
lewendige	บีม
lewendige	ลำแสง
lewendige	สด
dean	ดีน
dean	คณบดี
cité	cité
moslem	มุสลิม
arend	อินทรี
arend	อินทรีย์
audi	audi
marshall	มาร์แชล
warmer	อุ่น
oman	โอมาน
logiese	ตรรก
legendariese	ตำนาน
afval	เปลือง
topografiese	topographic
gene	ยีน
gene	จีน
eksperimentele	ทดลอง
belowe	สัญญา
beskawings	อารยธรรม
besienswaardighede	ทิวทัศน์
frekwensie	ความถี่
agterkant	กลับ
oplossings	โซลูชัน
keisers	จักรพรรดิ
bruce	bruce
bruce	บรูซ
soet	หวานๆ
soet	หวาน
uitgevind	คิดค้น
lyste	รายการ
geneeskunde	เวชศาสตร์
geneeskunde	ยา
île	île
verlof	ทิ้ง
konsepte	ร่าง
konsepte	แนวคิด
konsepte	concepts
bekendstelling	บทนำ
verlaag	ลด
verlaag	ต่ำ
verlaag	ล่าง
spreker	ลำโพง
stasies	สถานี
ssr	ssr
verwesenlik	เล็ง
herinnering	memory
fisieke	กายภาพ
klippe	หิน
vergelykings	สมการ
global	โกลบอล
global	global
ekonomies	เศรษฐกิจ
ontwerper	designer
tonele	ฉาก
kilogram	กิโลกรัม
skielike	กะทันหัน
alkohol	เหล้า
alkohol	แอลกอฮอล์
sang	ร้อง
herlewing	ฟื้นฟู
sap	sap
major	เมเจอร์
stanley	สแตนลีย์
manchester	manchester
room	ครีม
aluminium	อะลูมิเนียม
burke	burke
burke	เบิร์ก
normaal	ปรกติ
normaal	ธรรมดา
normaal	ปกติ
klok	ระฆัง
klok	กระดิ่ง
klok	เบลล์
sentimeter	เซนติเมตร
rico	rico
verleng	ขยาย
praag	ปราก
praag	ปราง
whois	whois
vigs	เอดส์
uitbrei	ขยาย
uitbrei	ขยาย
kambodja	กัมพูชา
springs	สปริง
springs	น้ำพุ
tee	ชา
taalkunde	ภาษาศาสตร์
intelligensie	ปัญญา
sleg	แย่
sleg	ร้าย
sleg	bad
sleg	เลว
notas	หมายเหตุ
notas	บันทึก
notas	โน้ต
pre	pre
outomatiese	อัตโนมัติ
pop	ป็อป
pop	ป๊อป
pop	pop
tsjeggië	เช็ก
tsjeggië	เช็ค
tsjeggië	ตรวจ
fabriek	โรงงาน
mielies	ข้าวโพด
hipotese	สมมติฐาน
hipotese	สมมุติฐาน
barend	barend
vaardighede	ทักษะ
neiging	trend
ontbreek	หาย
ontbreek	ขาด
regterkant	ขวา
regterkant	ถูก
wisselwerking	กิริยา
wisselwerking	ปฏิสัมพันธ์
elementêre	ประถม
elementêre	มูลฐาน
aspek	สัดส่วน
sophia	โซเฟีย
vreedsame	สงบ
vreedsame	สันติ
lindley	lindley
kok	ก๊ก
bed	นอน
bed	ที่นอน
bed	เตียง
besigheid	พบปะ
besigheid	ประชุม
besigheid	ธุรกิจ
besigheid	กิจการ
ontploffing	ระเบิด
konserte	คอนเสิร์ต
goedkoop	ถูกๆ
seremonie	พิธีการ
seremonie	พิธี
kolletjies	จุด
jim	jim
jim	จิม
staande	ยืน
munte	เหรียญ
golwe	คลื่น
hem	hem
mali	มาลี
lêers	แฟ้ม
neus	จมูก
trust	ใจ
trust	ไว้ใจ
nuutste	ล่าสุด
kersfees	คริสต์มาส
eamon	eamon
skoolhoof	headteacher
korrupsie	บ่อน
kommunikeer	สื่อสาร
noodsaaklike	สำคัญ
bye	ผึ้ง
straal	คาน
straal	beam
straal	บีม
straal	ลำแสง
saad	seed
saad	เมล็ด
lucas	ลูคัส
verbond	พันธมิตร
spesiaal	พิเศษ
spesiaal	พิเศษ
sixtus	sixtus
andreas	andreas
groenland	กรีนแลนด์
verlag	verlag
masjien	เครื่องยนต์
masjien	เครื่องจักร
masjien	แมชชีน
masjien	เครื่อง
sierra	เซียร์
vertraag	ล่าช้า
episodes	ตอน
rys	ข้าว
aanhou	เก็บ
est	est
eier	ไข่
honorius	honorius
tevrede	เนื้อหา
