تعاریف	определения
الیکایی	рен
ساعتی	час
محرومیت	лишения
محرومیت	лишение
خورش	рагу
کما	кому
پره	полный
پره	полные
پره	полное
پره	полного
پره	полная
بحثش	обсуждение
بحثش	дискуссия
بحثش	обсуждения
بحثش	дискуссии
ارتشی	военный
ارتشی	военных
ارتشی	военная
ارتشی	военные
ارتشی	армии
ارتشی	армия
داوطلبان	добровольцы
داوطلبان	добровольцев
ناتوان	слабая
ناتوان	слабо
ناتوان	слабым
ناتوان	слабые
ناتوان	слабый
مکی	макки
مکی	маки
خیز	бдение
خیز	отек
بزودی	вскоре
بزودی	скоро
شانزدهمین	шестнадцатой
آشفته	проблемных
آشفته	проблемные
آشفته	обеспокоен
آشفته	нарушена
آشفته	расстроился
آشفته	расстроен
آشفته	расстроена
آشفته	запутался
واگنر	вагнер
غرور	гордыня
غرور	гордость
غرور	суета
غرور	тщеславие
سونامی	цунами
نامعتبر	неверный
نامعتبر	инвалид
مستحکم	укрепили
لویس	луис
ساب	saab
رائول	рауль
ساندرلند	сандерленд
چریکی	партизанские
کوارتز	кварц
سولفید	сульфид
کورین	коринн
تلمود	талмуда
کشتیرانی	судоходство
کشتیرانی	доставка
امتیازی	концессий
امتیازی	концессии
امتیازی	уступки
اسپین	вращение
اسپین	spin
رومانیایی	румынии
آرایشی	грим
آرایشی	макияж
آرایشی	косметика
گلف	гольф
ارتدوکس	православной
آماندا	аманда
ول	вэл
ول	вал
ویلن	скрипка
کریکت	крикет
مینو	мино
وند	ванд
آغوش	объятия
آغوش	оружие
آغوش	вооружений
آغوش	руки
آغوش	объятия
فیلترینگ	фильтрации
دوقطبی	биполярное
دوقطبی	дипольный
پناهندگان	беженцы
انریکه	энрике
موصل	мосула
آشفتگی	турбулентность
آشفتگی	агитации
آشفتگی	хаос
آشفتگی	путаница
آشفتگی	путаницы
آشفتگی	замешательство
توسکانی	тосканской
توسکانی	тоскане
ریتمیک	художественной
مهتاب	moonlight
زیباست	красавица
زیباست	красивые
زیباست	красивая
زیباست	красиво
خسارات	потери
خسارات	убытки
تبلور	кристаллизации
دردسر	неприятности
دردسر	беда
گچی	штукатурка
فلامستید	флемстида
تکانه	импульс
دیل	дейл
دیل	дэйл
پروستات	простаты
داون	рассвете
داون	рассвет
داون	дон
نزدیکان	родственники
نزدیکان	родственников
امداد	облегчение
سواره	езда
سواره	кавалерии
اسکو	эско
سیاستهای	политика
بزمجه	монитор
هیدروکسید	гидроксид
گرنت	грант
دیلی	дили
دیلی	ежедневная
دیلی	daily
دیلی	ежедневно
دیلی	ежедневный
گردهمایی	воссоединение
بیگانگان	пришельцы
بیگانگان	инопланетяне
بیگانگان	иностранцы
بیگانگان	иностранцев
حبیبی	хабиби
دبیرخانه	секретариата
دبیرخانه	секретариат
توصیفی	описательный
دوقلو	близнец
دوقلو	близнецы
چاقو	нож
استات	ацетат
اورژانس	чрезвычайной
کانت	кант
دانکن	дункан
فایرفاکس	firefox
لادن	ладена
تعمیرات	ремонт
تعمیرات	ремонт
رقمی	цифровая
رقمی	цифровой
رقمی	цифровые
رقمی	digital
براق	блеск
براق	светится
براق	блеск
براق	блестящие
براق	блестящая
براق	блестящий
کاکایی	чайка
بروکس	брукс
شورولت	chevrolet
آدینه	конгрегация
آدینه	пятницу
آدینه	пятница
رستگاری	спасение
رستگاری	искупление
آلکس	алекс
آلکس	алекса
برمودا	бермудских
وایادولید	вальядолид
دلیجان	дилижанс
دلیجان	тренер
نپتون	нептун
فمینیست	феминисток
گمرک	таможня
معرف	представляет
کلکته	калькутте
کلکته	калькутте
نهی	запретить
نهی	запрещать
نهی	запрещенные
نهی	запрещается
نهی	запрещена
نهی	запрещено
بریتانیکا	британника
توپولوژی	топология
سسک	славка
پرسید	спрашивает
پرسید	спросил
پرسید	спросили
پرسید	спросила
گنجه	гянджа
گنجه	шкаф
گنجه	шкафу
هک	взлом
هک	взломали
هک	взломать
گوتینگن	гёттингене
تجهیز	мобилизация
نیکولای	николай
نیکولای	николай
گیج	гейдж
گیج	запутался
کال	кал
گلدار	цветёт
فوکر	fokker
ناتالی	натали
ناتالی	натали
رویا	сон
رویا	dream
رویا	мечта
واکنشی	реагирования
واکنشی	реакция
واکنشی	реакции
میلتون	милтон
عود	благовония
کارآگاه	детектив
مرجانی	коралловых
افتتاحیه	премьеру
افتتاحیه	премьера
افتتاحیه	инаугурации
افتتاحیه	открытие
افتتاحیه	открытия
نیترات	нитрата
کالینز	коллинс
کالینز	коллинз
تجار	торговцы
گابن	габон
گابن	габона
دوپینگ	допинг
جدای	джедаев
جیل	джилл
جیل	джил
ضمنی	подразумевается
مزه	вкус
مزه	вкус
مزه	вкусы
مزه	вкус
سریا	сория
بلاک	заблокировать
بلاک	блокировка
بلاک	блок
بلاک	блокировать
بیستمین	двадцатой
بیستمین	двадцатого
اتیل	этил
مائو	мао
منیزیم	магния
همسری	супруг
همسری	супруга
کراس	кросс
کراس	крест
کراس	креста
مقوله	категория
مقوله	категории
اسیران	сражались
لیما	лима
لیما	лиме
ربانی	раббани
مینیرو	минейро
پالنسیا	паленсия
فامیل	семья
فامیل	семейство
فامیل	семейное
فامیل	семьи
فامیل	родные
ستم	несправедливость
ستم	несправедливости
خوآن	хуан
خوآن	хуана
مرخصی	отдых
مرخصی	каникулы
مرخصی	отпуск
ناظم	назим
ماکسول	максвелл
برونئی	бруней
طارق	тарик
سرخرگ	артерию
سرخرگ	артерия
آتاری	atari
فیلمساز	режиссер
فیلمساز	режиссёр
باغبانی	садоводство
انطباق	совпадение
بازداشتگاه	бриг
حوصله	настроение
حوصله	настроения
مستعد	подверженных
ریختن	пролить
جوئل	джоэл
قبولی	принятие
قبولی	признание
قبولی	принятии
گهواره	колыбели
پینگ	пинг
پینگ	пин
بریتنی	бриттани
گدار	годар
ساختمانهای	зданий
ساختمانهای	здания
آفت	блайт
آفت	вредителей
توانا	способные
توانا	способных
توانا	способная
توانا	способный
توانا	могущественный
توانا	мощная
توانا	мощные
توانا	мощный
توانا	способный
توانا	всемогущий
توانا	компетентный
توانا	компетентным
آخرالزمان	doomsday
آخرالزمان	апокалипсис
سپاسگزارم	благодарна
سپاسگزارم	благодарен
مادران	матерей
مادران	матери
مادران	матерям
گواه	свидетель
باتلر	дворецкий
باتلر	батлер
آوایی	фонетический
سوختن	ожог
سوختن	сжечь
سوختن	гореть
سوختن	горит
سوختن	сжигание
معترض	критик
معترض	критика
سامرست	сомерсет
نمایه	профиль
نمایه	индекс
نمایه	указатель
فنجان	чашка
فنجان	чаша
فنجان	кубок
فنجان	cup
عالیه	круто
عالیه	классные
عالیه	классная
عالیه	классно
عالیه	здорово
عالیه	отлично
عالیه	великолепно
هابل	хаббл
روکش	подушечки
روکش	покрывало
روکش	одеяло
روکش	шпона
ژولیوس	юлиус
ژولیوس	джулиус
ژولیوس	юлий
کاونتری	ковентри
عایشه	аиша
استیت	штат
استیت	состояние
استیت	государство
فتوحات	завоевания
همسایگان	соседи
همسایگان	соседями
همسایگان	соседи
برخورداری	наслаждение
تامس	томас
تامس	тома
تامس	томаса
آندرس	андрес
آندرس	андрес
آندرس	андерс
بندیکت	бенедикт
پیوستگی	непрерывность
پیوستگی	преемственность
پیوستگی	преемственности
پیوستگی	родство
پیوستگی	близость
دکستر	декстер
استوانه	баллон
استوانه	цилиндр
سافت	мягкий
سافت	нежная
سافت	мягкая
سافت	мягкое
سافت	мягкие
لغوی	лексико
آلبیون	альбион
ولد	влад
ولد	уэлд
مدلهای	модели
مدلهای	моделей
فارو	фару
فارو	фэрроу
فارو	фарерских
لوور	лувре
مجرم	преступные
مجرم	преступник
مجرم	уголовное
مجرم	уголовного
مجرم	виновны
مجرم	виновен
دربرگیرنده	всеобъемлющего
دربرگیرنده	включительно
مست	пьяная
مست	пьяные
مست	пьян
مست	пьяна
مست	пьяный
سکاها	скифы
درو	дрю
فیسبوک	фейсбук
فیسبوک	facebook
برادری	братства
برادری	братство
الا	элла
الا	аля
شرلی	ширли
فریزر	фрейзер
فریزر	холодильнике
داگ	дага
داگ	даг
قلیایی	щелочной
قلیایی	металлы
تاک	тук
میهمان	гость
میهمان	гостей
میهمان	гости
روسو	rosso
روسو	руссо
روسو	руссо
بیسائو	бисау
مالکوم	малкольм
مالکوم	малькольм
عدل	правосудия
عدل	справедливость
عدل	правосудие
عدل	равенство
عدل	справедливость
عدل	равноправие
والا	валла
والا	высокий
والا	high
والا	высоко
والا	высокого
والا	высокая
والا	вала
والا	возвышенный
