dhe	e
përcakton	definisce
falls	cascate
falls	cadute
falls	falls
kompjuter	computer
buzë	labbra
buzë	bordi
buzë	edge
buzë	bordo
get	ottenere
get	ottieni
get	ricevi
vendimi	decisione
vendimi	verdetto
zgjedhjeve	elezione
zgjedhjeve	elezioni
formohet	formata
standarde	standard
standarde	standard
rriten	crescente
rriten	crescere
rriten	cresce
rriten	crescono
rriten	cresci
rriten	soar
nba	nba
shkrimi	scrittura
shkrimi	scrivere
dëshira	desiderio
dëshira	desideri
dëshira	augurio
dëshira	desiderio
dëshira	desideri
dëshira	augura
dëshira	desideri
dëshira	desidera
bern	berna
pasardhësi	successore
michel	michel
vrasje	omicidi
vrasje	omicidio
vrasje	omicidio
vrasje	delitto
vrasje	assassinio
vrasje	uccisione
vrasje	uccidere
vrasje	uccisioni
dorës	hand
dorës	mano
pat	pat
ludwig	ludovico
ludwig	ludwig
fazë	fase
numra	numeri
bashkësia	comunità
studentë	studenti
njëzet	twenty
njëzet	venti
qafa	collo
qafa	colli
shenjat	cartelli
shenjat	segni
shenjat	segnaletica
shenjat	insegne
shenjat	segnali
austriak	austriaci
austriak	austriaco
austriak	austriaca
austriak	austrian
aeroporti	aeroporto
bernard	bernard
bernard	bernardo
burgosur	imprigionato
burgosur	imprigionati
stefan	stefan
stefan	stefano
hapet	apre
bullgaria	bulgaria
popullata	popolazione
jon	ion
jon	ioni
jon	ione
jon	jon
ramiz	ramiz
miguel	miguel
vladimir	vladimir
themeluesit	fondatori
blue	blu
blue	blue
blue	azzurri
blue	azzurro
blue	blu
përzier	mista
përzier	mescolato
përzier	misto
përzier	miscelazione
përzier	mescolare
përzier	mescolanza
poezia	poesie
poezia	poesia
rendi	randy
filozofia	filosofia
qeliza	celle
qeliza	cellule
mish	carne
mish	carni
mish	carne
pushtimi	invasioni
pushtimi	invasione
pushtimi	conquista
pushtimi	occupazione
pushtimi	professione
verën	estate
veshje	indumenti
veshje	abbigliamento
veshje	outfit
veshje	outfit
veshje	vestito
veshje	abito
veshje	vesti
sëmundjeve	malattie
lot	lacrima
lot	strappo
lot	lacrime
garat	competizioni
garat	concorsi
goli	gol
goli	goal
goli	obiettivo
arab	arabi
arab	araba
arab	arabo
arab	araba
arab	arabo
kushtetutës	costituzione
intelektuale	intellettuali
intelektuale	intellettuale
filozof	filosofico
filozof	filosofica
filozof	filosofo
mundshëm	possibili
mundshëm	possibile
mundshëm	probabili
mundshëm	probabile
rregullisht	regolarmente
erë	olfatto
erë	annusa
erë	odore
erë	odori
channel	canali
channel	canale
channel	channel
plagosur	ferito
plagosur	feriti
plagosur	ferito
plagosur	feriti
dobi	dobby
dëshmon	testimoniare
terren	terreni
terren	terreno
terren	ground
sabri	sabri
dokumentar	documentari
dokumentar	documentario
qëndrueshme	stable
qëndrueshme	stabili
qëndrueshme	stalla
qëndrueshme	stabile
qëndrueshme	steady
île	île
bindur	obbediente
bindur	convincere
bindur	convinto
bindur	persuaso
bindur	convinte
bindur	convinta
bindur	convinti
totale	totale
vijon	segue
shpirt	dolcezza
shpirt	anima
shpirt	soul
shpirt	piccola
shpirt	bambino
shpirt	bebè
shpirt	baby
shpirt	spirito
shpirt	spirit
dëshirë	desiderio
dëshirë	desideri
dëshirë	augurio
dëshirë	desiderio
dëshirë	desideri
unesco	unesco
komedi	commedia
komedi	comico
komedi	commedie
kripë	sale
belgjika	belgio
eine	eine
mendon	pensa
bimët	impianti
bimët	piante
bimët	pianta
bimët	vegetazione
kaluarën	passati
kaluarën	passato
profeti	profeta
gazetë	carta
gazetë	paper
gazetë	quotidiano
gazetë	giornale
marko	marko
kuantike	quantico
kuantike	quantistica
fernando	fernando
tue	mar
prania	presenza
zhdukur	scomparsa
zhdukur	scomparso
zhdukur	scomparsi
zhdukur	scomparve
qind	cent
kapacitet	capienza
kapacitet	capacità
ekzistencën	esistenza
filloj	inizia
filloj	start
filloj	inizio
filloj	iniziare
filloj	avvia
kadri	kadri
bari	bari
bari	erba
topi	pallone
topi	pallina
topi	palla
qarqe	province
qarqe	contee
mendimet	pensieri
steve	steve
steve	stefano
dini	dini
motive	motivazioni
paralele	parallelo
paralele	parallele
paralele	parallelismo
paralele	paralleli
paralele	parallela
rënie	declino
rënie	rifiuta
rënie	declina
jugu	sud
jugu	south
shtypi	stampa
shtypi	premere
shtypi	premi
shtypi	pressa
parku	parco
përbërje	composto
përbërje	composte
përbërje	composti
adresa	indirizzo
qeveritare	governo
zgjedhjen	selezione
rajonal	regionali
rajonal	regionale
atomike	atomico
atomike	atomiche
atomike	atomica
hipi	hippie
hipi	hippy
hipi	hippie
hipi	hippy
arte	arti
arte	artt
zvicra	svizzera
zyra	uffici
zyra	office
zyra	ufficio
ymer	ymer
nivele	livelli
mendime	premuroso
mendime	pensieri
gadishullin	penisola
interesuar	interessata
interesuar	interessato
interesuar	interessati
bregut	shore
prodhon	manufatti
prodhon	produce
pemë	albero
pemë	alberi
pemë	frutta
pemë	frutti
jacques	jacques
mat	zerbino
mat	mat
mat	tappetino
mat	checkmate
mat	matt
jusuf	yusuf
jusuf	jusuf
medalje	medaglia
medalje	medaglie
major	major
major	maggiore
major	maj
kala	cittadella
botuesi	editore
qytezë	città
ajër	aria
ajër	air
kimi	kimi
kimi	chimica
kimi	kimmy
plus	plus
festivalit	festival
juglindje	sudest
vendimin	decisione
pesha	pesi
pesha	peso
krahun	braccio
krahun	arm
krahun	armare
vazhdueshëm	continua
vazhdueshëm	continue
vazhdueshëm	continuo
beri	barry
dinte	sapeva
veprime	azioni
australi	australia
vëmendje	attenzione
hyrja	accesso
hyrja	ingresso
hyrja	entrata
hyrja	ingresso
hyrja	entrata
hyrja	login
hyrja	accesso
hyrja	accedi
région	région
shfaqja	spettacolo
shfaqja	mostra
shfaqja	show
torino	torino
mike	mike
besimtarët	credenti
rumania	romania
holanda	olanda
holanda	holland
gjeni	genio
gjeni	geniale
meta	meta
mbijetuar	superstite
mbijetuar	sopravvissuto
mbijetuar	sopravvissuta
mbijetuar	survivor
mbijetuar	sopravvissuto
mbijetuar	sopravvissuti
mbijetuar	sopravvisse
mbijetuar	sopravvissuta
mbijetuar	sopravvivere
kërkesë	richiedi
kërkesë	richiesta
noli	noli
skenën	scena
skenën	scene
khalifa	khalifa
barazimin	equalizzatore
europa	europa
goditje	soffia
goditje	ictus
formon	formulari
formon	moduli
formon	forme
mjeshtër	maestro
mjeshtër	padrone
mjeshtër	master
flaka	fiamma
flaka	fiamme
prejardhjen	pedigree
bujar	sontuoso
bujar	generose
bujar	generosa
bujar	generoso
bujar	generosi
varr	sepolcro
varr	tomba
varr	grave
varr	tomba
jush	te
jush	tu
jush	voi
anhalt	anhalt
gustav	gustav
gustav	gustavo
gustav	gustaf
gustav	gustave
pozicioni	posizione
pozicioni	ubicazione
pozicioni	percorso
pozicioni	tracciato
pozicioni	sentiero
mjedis	ambiente
legjenda	leggende
legjenda	legenda
legjenda	legend
legjenda	leggenda
legjenda	leggende
kryengritja	rivolta
kryengritja	ammutinamento
krah	spalla
krah	braccio
krah	arm
krah	armare
krah	laterale
krah	lato
krah	side
efektet	effetti
ndodhë	succede
ndodhë	accade
cilësi	qualità
llogaritet	calcolati
llogaritet	calcolato
llogaritet	calcolata
llogaritet	calcolate
llogaritet	conteggi
llogaritet	conta
leon	león
leon	léon
leon	leon
kontribuar	contribuisce
kontribuar	contribuire
kontribuar	contribuito
kontribuar	contribuì
miqtë	amiche
miqtë	amici
njerëzimit	umanità
teuta	teuta
kuptimi	significato
pamjen	scenografia
gjermanët	tedeschi
interpretuar	eseguito
interpretuar	eseguiti
interpretuar	eseguita
interpretuar	interpreta
universitet	uni
universitet	università
thote	dice
regjimi	regime
frikë	timore
frikë	fear
frikë	paura
frikë	paure
frikë	temuto
frikë	temevano
frikë	temeva
francis	francesco
kontinentale	continentale
kontinentale	continental
kontinentale	continentali
gjuhe	linguaggio
gjuhe	lingua
public	pubblica
public	pubblici
public	public
public	pubblico
teknologjia	tecnologia
teknologjia	tecnologie
tempuj	templi
ortodoks	ortodossi
ortodoks	ortodosso
ortodoks	ortodossa
yll	stella
yll	star
yll	stelle
sisteme	sistemi
muze	musei
muze	museo
operativ	operativa
operativ	operativo
operativ	operativa
operativ	operativo
operativ	operativi
operativ	operative
guinea	guinea
lumë	fiume
përfundimin	terminazione
përfundimin	cessazione
artisti	artista
rob	rob
atlantik	atlantico
atlantik	atlantic
rumanisë	romania
përshtatshëm	appropriato
përshtatshëm	adeguato
përshtatshëm	appropriati
përshtatshëm	appropriata
përshtatshëm	adatta
përshtatshëm	adatti
përshtatshëm	adatto
përshtatshëm	idoneo
studiuesit	ricercatori
blues	blues
lënda	soggetto
lënda	oggetto
dhomë	camera
dhomë	stanza
ndërtuara	costruite
ndërtuara	costruito
ndërtuara	costruita
ndërtuara	costruiti
polonisë	polonia
copë	piece
copë	pezzo
bija	figlia
gjërat	cose
prova	prove
prova	prove
prova	prove
mitrovicë	mitrovica
meshkujt	maschi
meshkujt	uomini
meshkujt	men
praktikë	pratica
praktikë	praticare
praktikë	allenamento
lojtarë	giocatori
walter	walter
dimër	inverno
dimër	invernali
pret	aspettare
pret	attendere
pret	attesa
pret	aspettando
pret	attende
përafërsisht	approssimativamente
fatos	fatos
drejtpërdrejt	vivi
drejtpërdrejt	live
drejtpërdrejt	vivere
drejtpërdrejt	diretta
drejtpërdrejt	direct
drejtpërdrejt	diretto
drejtpërdrejt	direttamente
tarragona	tarragona
mbledhje	raduno
mbledhje	riunione
mbledhje	meeting
skalitur	incisi
skalitur	incisa
skalitur	inciso
skalitur	incisione
kap	catch
kap	cattura
kap	catture
kap	cattura
kap	catturare
kap	catturate
kap	kap
juventus	juventus
williams	williams
pjesëmarrja	presenze
pjesëmarrja	partecipazione
pjesëmarrja	affluenza
pjesëmarrja	partecipazione
mësimi	sparring
mësimi	apprendere
mësimi	apprendimento
mësimi	learning
mësimi	imparare
mësimi	didattica
mësimi	insegnare
mësimi	insegnamento
mësimi	lezione
bir	figlio
bir	figliolo
poloni	polonia
seksuale	sessuale
seksuale	sessualità
dhjetëra	rte
dhjetëra	decine
dhjetëra	ten
dhjetëra	dozzine
dhjetëra	decine
hidhet	salto
hidhet	salti
hidhet	salta
hidhet	saltate
hidhet	jump
hidhet	saltare
hidhet	salti
transmetuar	broadcast
transmetuar	trasmissione
transmetuar	trasmetta
transmetuar	trasmettere
transmetuar	trasmettono
transmetuar	trasmessa
transmetuar	trasmesso
transmetuar	trasmessi
cari	zar
cari	carlo
cari	carl
hartuar	redatto
hartuar	compilati
hartuar	compilato
hartuar	compilate
hartuar	compilata
unike	unici
unike	unica
unike	unico
unike	uniche
demokratik	democratiche
demokratik	democratici
demokratik	democratica
demokratik	democratico
ekip	squadra
ekip	team
pavarësi	indipendenza
poetik	poetica
poetik	poetico
filipi	phillip
filipi	filippo
filipi	filippo
div	div
paraqitja	aspetto
paraqitja	apparizione
paraqitja	apparenza
paraqitja	vista
paraqitja	visualizza
halil	halil
përgatitjen	preparazione
përgatitjen	prepararsi
gabim	errata
gabim	sbagliata
gabim	errato
gabim	sbagliato
gabim	errori
gabim	errore
romanin	romanzo
aquitaine	aquitania
elseif	elseif
urë	ponte
ujërat	acque
ujërat	waters
adolf	adolfo
adolf	adolf
udhëtim	viaggio
udhëtim	trip
udhëtim	viaggio
konflikt	conflitto
konflikt	conflitti
dhimbje	dolori
dhimbje	dolore
luftoi	combattuto
luftoi	lottato
luftoi	combattuta
luftoi	combatté
përmirësuar	migliorata
përmirësuar	migliorate
përmirësuar	migliorati
përmirësuar	migliorato
gjenerali	generali
gjenerali	general
gjenerali	generale
gjenerali	generalità
frymë	respiro
frymë	alito
frymë	fiato
frymë	respiro
frymë	respirare
frymë	respirazione
verilindje	nordest
castile	castiglia
artistët	artisti
ndryshoi	cambiata
ndryshoi	cambiato
ndryshoi	cambiati
bob	bob
fut	inserire
fut	inserisci
fut	inserto
fut	inserisci
lexuesit	lettori
mësuesi	insegnante
mësuesi	docente
qytetar	cittadino
qytetar	citizen
ekzistuese	esistente
ekzistuese	esistenti
pikturë	verniciatura
pikturë	dipingere
pikturë	dipinto
pikturë	pittura
skulptura	scultura
skulptura	sculture
skulptura	sculture
fjalori	dizionario
fjalori	dizionari
formimi	formatura
formimi	formando
formimi	formazione
pullë	timbro
pullë	francobollo
kapur	catturato
kapur	catturati
kapur	catturato
kapur	catturata
kapur	catturate
metodë	metodo
dorën	hand
dorën	mano
miliardë	miliardo
miliardë	miliardi
commons	commons
frymëzuar	ispirate
frymëzuar	ispirato
frymëzuar	ispirata
frymëzuar	ispirati
arsim	istruzione
arsim	educazione
çeke	ceca
çeke	cechi
çeke	ceco
templates	modelli
templates	template
bërthamore	nucleari
bërthamore	nucleare
këshilltar	consigliere
këshilltar	consulente
këshilltar	consulente
këshilltar	consigliere
këshilltar	assessore
këshilltar	consigliere
këshilltar	consulente
duar	mani
duar	hands
gradë	lauree
gradë	gradi
gradë	laurea
pavarura	independent
pavarura	indipendente
pavarura	indipendenti
beogradit	belgrado
akademike	accademico
akademike	accademici
akademike	accademica
petro	petro
paraardhës	precedente
paraardhës	precedenti
otto	ottone
otto	otto
modele	modelle
modele	modelli
modele	modello
modele	modella
fati	destino
fati	destiny
fati	destini
fati	sorte
fati	destino
fati	fato
kontrolli	control
kontrolli	controllo
kontrolli	controlla
kontrolli	controllare
kontrolli	verifica
dru	legna
dru	legname
dru	legno
dru	wood
dru	bosco
projektet	progetti
veziri	visir
pulla	francobolli
pulla	timbri
rinjtë	novellini
europe	europa
personazhet	personaggi
personazhet	caratteri
muaji	mese
nënshkruar	firmato
nënshkruar	firmati
nënshkruar	firmata
hall	padiglione
hall	hall
anijet	imbarcazioni
anijet	barche
anijet	navi
informacioni	informazioni
informacioni	informazione
domosdoshme	indispensabili
domosdoshme	indispensabile
domosdoshme	imperativi
domosdoshme	imperativo
kolumbia	colombia
shpeshta	frequenti
shpeshta	frequente
globale	globali
globale	global
globale	globale
pamja	vista
pamja	visualizza
qeveri	governo
statistikat	statistiche
statistikat	statistica
statistikat	statistiche
statistikat	approfondimenti
statistikat	insights
thuajse	quasi
katror	quad
katror	quadrati
katror	square
katror	quadrato
katror	piazza
katror	quadrato
peshkop	vescovi
peshkop	alfiere
peshkop	vescovo
status	stato
status	status
shmangur	evitate
shmangur	evita
shmangur	evitano
shmangur	eviti
shmangur	evitare
shmangur	evitate
shmangur	evitato
shmangur	evitati
shmangur	evitata
young	giovani
young	giovane
young	young
përmasat	dimensioni
përmasat	taglie
përhershme	permanente
përhershme	permanenti
banda	band
banda	banda
banda	gang
modelet	modelle
modelet	modelli
modelet	schemi
shëndetësore	sanità
shëndetësore	salute
takim	data
takim	appuntamento
takim	nomina
takim	riunione
takim	meeting
zbulimin	individuazione
zbulimin	rilevamento
zbulimin	scoperta
zbulimin	discovery
bimore	pianta
prag	soglia
prag	orlo
prag	prag
prag	eva
prag	vigilia
prag	eve
dokumenti	documentare
dokumenti	documento
kaliforni	california
ekzistuar	esisteva
ekzistuar	esistiti
ekzistuar	esistevano
ekzistuar	esistito
bullgare	bulgaro
bullgare	bulgari
bullgare	bulgara
udhëtimi	viaggi
udhëtimi	viaggio
udhëtimi	viaggiare
udhëtimi	viaggiare
udhëtimi	viaggiare
fortesa	fortezza
fortesa	roccaforte
fortesa	fortezza
fortesa	fortezza
fortesa	fortino
fortesa	fort
fortesa	forte
firmosi	firmato
firmosi	firmati
firmosi	firmata
saône	saône
arm	braccio
arm	arm
arm	armare
gjith	tutto
gjith	tutte
gjith	tutti
strategjike	strategica
strategjike	strategici
strategjike	strategico
mario	mario
famë	fama
famë	fame
famë	notorietà
monumenti	monumento
mbledhja	collezione
mbledhja	raccolta
general	generali
general	general
general	generale
general	generalità
add	aggiungere
add	aggiungi
fabrika	pianta
fabrika	fabbrica
fabrika	stabilimento
fabrika	factory
europë	europa
fletë	lenzuolo
fletë	fogli
fletë	foglio
fletë	fioretto
fletë	lamina
fletë	foglia
fletë	foglie
ligjor	coroner
ligjor	legale
ligjor	giuridico
ligjor	legali
personalitete	personalità
personalitete	personalita
zgjidhjen	soluzione
goku	goku
rugova	rugova
shqiperi	albania
flamur	bandiere
flamur	flag
flamur	bandiera
flamur	striscione
flamur	banner
flamur	stendardo
giuseppe	giuseppe
guide	guida
organizatat	organizzazioni
krahët	braccia
krahët	bracci
krahët	armi
krahët	wings
krahët	ali
gazi	gas
gazi	gazi
trashëguar	ereditato
trashëguar	ereditata
dell	dell
dymbëdhjetë	twelve
dymbëdhjetë	dodici
dymbëdhjetë	dodicesima
dymbëdhjetë	dodicesimo
virginia	virginia
mia	mia
note	nota
alba	alba
përkthyes	traduttore
përkthyes	interprete
përkthyes	interpreti
përkthyes	traduttori
prodhimet	prodotti
keta	queste
keta	questi
ball	pallone
ball	pallina
ball	palla
afganistan	afghanistan
diellor	solare
diellor	solari
diellor	solar
përkundër	nonostante
përkundër	malgrado
varrezat	cimiteri
mesdhetare	mediterranea
mesdhetare	mediterranei
mesdhetare	mediterraneo
tashme	già
kënaqur	soddisfatti
kënaqur	soddisfatta
kënaqur	soddisfatte
kënaqur	soddisfatto
spain	spagna
pyjet	boschi
pyjet	woods
pyjet	bosco
pyjet	foreste
pyjet	boschi
pyjet	foresta
moskë	mosca
tekstet	testi
pushtuan	invaso
bushati	bushati
info	info
apple	mela
apple	apple
apple	mele
prozë	prosa
pronë	proprietà
moisiu	mosè
karbonit	carbon
karbonit	carbonio
karbonit	carboni
karbonit	carbone
fashiste	fascisti
fashiste	fascista
botues	editore
botues	editori
trashë	grasso
trashë	grassi
trashë	fat
trashë	grassa
oficer	agente
oficer	ufficiale
papritur	improvvisamente
papritur	inattesa
papritur	inaspettata
papritur	inaspettato
papritur	imprevisti
papritur	inatteso
papritur	improvvisa
papritur	improvviso
jezusi	gesù
trim	coraggiosi
trim	brave
trim	coraggiosa
trim	coraggioso
venezuela	venezuela
zonja	signore
zonja	signorine
zonja	dama
zonja	lady
zonja	signora
bot	bot
naziste	nazista
naziste	nazismo
naziste	nazi
naziste	nazisti
naziste	nazisti
ngrihet	sorge
poezinë	poesie
poezinë	poesia
drejtësi	justice
drejtësi	giustizia
arthur	artù
arthur	arturo
bbc	bbc
kuvend	convento
kuvend	convenzione
leonardo	leonardo
matematike	matematico
matematike	matematica
matematike	matematica
matematike	matematica
fitorja	vincendo
fitorja	vincita
fitorja	vincere
subjekt	soggetto
subjekt	oggetto
titujt	titoli
diskutim	discussioni
diskutim	discussione
vendosja	collocamento
vendosja	posizionamento
vendosja	dispiegamento
vendosja	spiegamento
vendosja	schieramento
green	verde
green	green
green	verdi
përcaktohet	determinato
përcaktohet	determinata
institucione	istituzioni
profesioni	professione
profesioni	occupazione
profesioni	professione
territor	territorio
gjermanë	tedeschi
ferrari	ferrari
lum	fiume
koncepti	concept
koncepti	nozione
koncepti	concetto
aus	aus
tejet	estremamente
hyrjen	ingresso
hyrjen	entrata
humbja	perdere
humbja	perdendo
humbja	perdita
humbja	smarrimento
humbja	perdite
golden	golden
golden	dorata
golden	dorato
marin	marin
marin	marín
themeluesi	fondatore
themeluesi	fondatrice
kokës	scalpo
gëzim	allegria
gëzim	gioia
academy	accademia
academy	academy
etnik	etnica
etnik	etnico
etnik	etnici
amor	amor
blerë	acquistati
blerë	acquistato
blerë	acquistata
blerë	acquistate
blerë	comprata
blerë	comprati
blerë	comprato
blerë	acquistata
eric	eric
eric	erik
henri	henri
henri	enrico
over	over
over	oltre
përkatës	pertinente
përkatës	rilevante
përkatës	pertinenti
përkatës	rilevanti
ushtruar	esercitato
ushtruar	esercitate
varur	dipendente
varur	appeso
varur	appesi
varur	impiccagione
varur	hung
varur	impiccato
varur	appeso
mendojnë	riflettere
mendojnë	rifletti
mendojnë	contemplare
datës	datati
datës	datata
datës	datato
mail	mail
mail	posta
vizituar	visitato
vizituar	visitata
vizituar	visitati
futet	introdotte
futet	introdotta
futet	introdotto
futet	introdusse
futet	introdotti
djegur	bruciato
djegur	bruciata
djegur	bruciati
djegur	bruciato
djegur	bruciata
djegur	bruciati
mobile	mobile
mobile	mobili
mobile	cellulare
përvojë	esperienze
përvojë	experience
përvojë	esperienza
fis	tribù
ulet	siede
operative	operativa
operative	operativo
operative	operativa
operative	operativo
operative	operativi
operative	operative
feudale	feudale
prifti	sacerdote
prifti	prete
peru	perù
peru	peru
teorike	teorica
teorike	teorico
teorike	teoriche
portugalia	portogallo
prizreni	prizren
saktësisht	esattamente
ani	ani
ani	annie
vlerësim	valutazione
vlerësim	apprezzamento
vlerësim	valutazione
faktorët	fattori
ministrinë	ministero
detaje	dettaglio
detaje	dettagli
detaje	dettaglio
#ffffff	#ffffff
golashënuesi	gabe
golashënuesi	scorer
krahu	spalla
krahu	braccio
krahu	arm
krahu	armare
krahu	alare
krahu	wing
krahu	ala
gadishullit	penisola
manga	manga
historiani	storico
cantabria	cantabria
përfshi	compreso
përfshi	inclusi
përfshi	incluso
përfshi	inclusa
përfshi	incluse
përfshi	includere
kryeredaktor	editore
kryeredaktor	redattore
kryeredaktor	editor
jones	jones
çmuar	pregiati
çmuar	preziosi
çmuar	preziosa
çmuar	prezioso
çmuar	preziose
delhi	delhi
suedeze	swedish
suedeze	svedese
suedeze	svedesi
zemrat	hearts
zemrat	cuori
kosovo	kosovo
ismet	ismet
krahë	wings
krahë	ali
ftuar	invitati
ftuar	invitato
ftuar	invitata
spiro	spiro
elementi	elemento
njohja	riconoscimento
trajtuar	trattare
trajtuar	affrontare
varret	tombe
varret	tombe
varret	graves
palët	lati
palët	feste
palët	partiti
specializuar	specializzata
specializuar	specializzato
specializuar	specializzati
mungon	manca
mungon	scomparsa
mungon	mancante
mungon	scomparso
mungon	mancanti
qen	cane
efekt	effetto
luftimet	combattere
luftimet	combattimenti
vret	uccide
roberto	roberto
rrjetin	networking
realitet	realtà
realitet	reality
dënuar	condannato
dënuar	condannati
dënuar	condannata
dënuar	condannato
dënuar	condannati
dënuar	condannata
dënuar	condannato
dënuar	condannati
dënuar	condannata
dënuar	puniti
dënuar	punita
dënuar	punito
egjipti	egitto
grykë	orlo
linjë	riga
linjë	linea
volume	volumi
siguron	garantisce
siguron	assicura
siguron	fornisce
lexo	leggere
lexo	leggete
lexo	leggo
lexo	leggi
shtresat	livelli
shtresat	strati
vlefshme	valide
vlefshme	valido
vlefshme	validi
vlefshme	valida
formuan	formata
salla	ward
salla	padiglioni
televizioni	televisore
televizioni	televisione
without	sans
shahu	scacchiera
shahu	scacchiera
shahu	scacchi
shahu	scià
shahu	shah
flamurtari	flamurtari
dukej	guardò
dukej	sembrava
kaluan	superato
tag	tag
bosnje	bosnia
osmani	osmani
artet	arti
artet	artt
përvjetore	anniversari
pranverë	molla
pranverë	primavera
ramadan	ramadan
ernest	ernest
ernest	ernesto
central	central
central	centrale
amerikanë	americani
luftëtarët	warriors
luftëtarët	guerrieri
luftëtarët	combattenti
luftëtarët	pugili
pohon	asserisce
pohon	afferma
pohon	afferma
pohon	rivendicazioni
fshatare	contadino
fshatare	contadine
fshatare	contadina
tregu	mercato
tregu	mercato
sich	sich
shefi	chief
shefi	capo
kroate	croato
kroate	croato
inxhinier	ingegnere
planifikuar	programmate
planifikuar	pianificate
planifikuar	programmato
planifikuar	programmata
planifikuar	pianificate
planifikuar	pianificato
ekuacioni	equazione
ekuacioni	equazioni
veriperëndim	nordovest
salvador	salvador
historikisht	storicamente
moselle	moselle
nivelet	livelli
nivelet	strati
nivelet	livelli
dobishme	utili
dobishme	utile
dobishme	utile
dhuroi	donato
dhuroi	donata
dhuroi	donati
pal	pal
vargu	versetto
vargu	verse
vargu	versi
muzikant	musicista
statuja	statue
statuja	statua
statuja	statue
kapaciteti	capienza
kapaciteti	capacità
diellore	solare
diellore	solari
diellore	solar
temat	temi
temat	argomenti
holla	denaro
holla	soldi
holla	money
holla	contanti
holla	contante
holla	cash
peshë	peso
street	street
street	strada
refuzoi	rifiutato
refuzoi	rifiutati
refuzoi	rifiutata
gjerësia	ampiezza
gjerësia	larghezza
antik	antico
antik	antica
antik	antichi
antik	antiquariato
padyshim	decisamente
padyshim	sicuramente
natyrisht	naturalmente
shokë	compagni
shokë	amiche
shokë	amici
qëllimet	obiettivi
qëllimet	obiettivi
qëllimet	gol
qëllimet	obbiettivi
profile	profili
profile	profilati
asnje	nessuna
asnje	nessuno
serioze	serietà
serioze	serio
serioze	grave
serioze	seri
zhvillimet	sviluppi
reforma	riforme
reforma	riforma
reforma	riformare
reforma	riforme
shoku	buddy
shoku	ciccio
shoku	amico
shoku	dude
pakta	slim
pakta	magra
pakta	snella
oliver	oliver
enë	container
enë	contenitore
enë	navi
dhunë	violenza
dhunë	violenze
italianë	italiani
faktor	fattore
faktor	factor
css	css
hat	capanna
gropë	fossa
gropë	buca
gropë	pit
politikat	politica
royal	royal
royal	regio
royal	reale
shtyp	cotta
shtyp	stampa
shtyp	premere
shtyp	premi
shtyp	pressa
kristo	christo
drurit	legname
kroacia	croazia
gregorian	gregoriano
elbasani	elbasan
kapitulli	capitolo
anija	nave
anija	barca
dos	dos
hungareze	ungheresi
hungareze	ungherese
ndikon	incide
ndikon	impatti
ndikon	influenze
projektuar	progettato
projektuar	progettati
projektuar	progettate
projektuar	progettata
projektuar	disegnato
projektuar	proiettato
vexhita	vegeta
relative	parente
relative	relativa
relative	relativo
johnson	johnson
pranuan	accettata
pranuan	accettate
pranuan	accettati
pranuan	accettato
pranuan	ammessi
pranuan	ammesso
meksika	messico
lëviz	sposta
lëviz	muovi
lëviz	muoversi
lëviz	spostati
lëviz	trasloco
komunikimi	comunicazioni
komunikimi	comunicazione
komunikimi	comm
beson	crede
road	strada
road	road
jashtëzakonisht	estremamente
tregohet	mostrati
tregohet	mostrato
tregohet	indicato
tregohet	indicata
shkurtra	corti
shkurtra	cortometraggi
shkurtra	shorts
qofte	finocchi
qofte	froci
qofte	polpette
qofte	polpetta
qofte	polpettone
qofte	polpette
anna	anna
rëndësia	importanza
rëndësia	significato
human	umane
human	umano
human	umani
human	human
human	umana
mediat	media
elektromagnetike	elettromagnetici
elektromagnetike	elettromagnetica
elektromagnetike	elettromagnetico
elektromagnetike	elettromagnetiche
efekti	effetto
airlines	airlines
jordan	giordano
jordan	jordan
jordan	giordania
hungari	ungheria
njerez	gente
njerez	persone
case	caso
mundet	potrebbe
mundet	potrebbero
mundet	possono
mundet	can
mundet	può
rio	rio
bukuresht	bucarest
brendësi	entroterra
braktisur	deserto
braktisur	deserta
braktisur	abbandonati
braktisur	abbandonato
braktisur	abbandonata
braktisur	abbandonate
artistë	artisti
kalimi	transizione
kalimi	passaggio
kalimi	traversata
kalimi	attraversamento
kalimi	attraversare
intelektual	intellettuali
intelektual	intellettuale
konstante	costante
konstante	costanti
ndjenja	sentimento
ndjenja	sensazione
ndjenja	feeling
ndjenja	sentimento
ndjenja	sensazioni
ndjenja	sentimenti
ilegale	illegali
ilegale	illegalità
ilegale	clandestino
ilegale	illegale
shpjegon	spiega
klasë	classe
make	make
perandorake	imperiale
perandorake	imperial
rënia	declino
rënia	rifiuta
rënia	caduta
rënia	cadendo
thirret	evocato
thirret	convocato
thirret	convocati
thirret	convocata
grafike	grafico
grafike	grafica
kaluara	passati
kaluara	passato
ndjeshëm	sensibile
ndjeshëm	sensibili
ndjeshëm	significativamente
ndjeshëm	ragionevole
frika	timore
frika	fear
frika	paura
frika	paure
frika	soggezione
frika	stupore
monedhat	monete
moj	moj
zur	zur
ngjitur	incollata
ngjitur	incollato
ngjitur	incollati
gjerësi	latitudine
gjerësi	ampiezza
gjerësi	larghezza
nach	nach
pike	pike
pike	piquet
shënimet	note
shënimet	annotazioni
shënimet	appunti
shënimet	appunti
leje	permesso
leje	autorizzazione
leje	permesso
