hope	nádej
amino	amino
penggantian	náhradníci
penggantian	striedanie
penggantian	substitučnej
penggantian	nahradenie
penggantian	náhradné
penggantian	nahradenie
penggantian	výmena
penggantian	nahradenia
penggantian	náhrada
catalina	catalina
menguji	test
menguji	skúška
menguji	skúške
menguji	skúšky
menguji	testovanie
menguji	skúška
menguji	skúšanie
suite	apartmán
penggalian	vykopávok
reputasi	reputácia
reputasi	reputácia
reputasi	povesť
mengenali	rozoznať
mengenali	spoznal
mengenali	rozpoznať
mengenali	uznávať
mengenali	rozpoznať
mengenali	uznať
mengenali	uznávaný
mengenali	spoznal
mengenali	uznávané
mengenali	uznané
mengenali	spoznali
mengenali	uznaná
rela	ochotne
rela	dobrovoľne
rela	ochotné
rela	ochotní
rela	ochotný
rela	ochotná
kafir	neveriaci
kafir	neveriaci
kafir	pohan
wawasan	nahliadnutie
wawasan	prehľady
wawasan	postrehy
wawasan	štatistiky
keunikan	jedinečnosť
keunikan	jedinečný
keunikan	unikátne
keunikan	jedinečné
keunikan	jedinečná
keunikan	unikátny
darius	darius
dame	dame
taruna	kadetov
taruna	kadet
asumsi	predpoklad
asumsi	domnienka
asumsi	predpokladu
asumsi	prevzatie
asumsi	domnienky
asumsi	predpoklady
kiper	brankár
kiper	brankára
cameron	cameron
cameron	cameronová
fei	fei
angela	angela
step	step
step	krok
senja	súmraku
senja	sunset
senja	súmraku
senja	twilight
senegal	senegalský
senegal	senegal
venesia	benátsky
venesia	benátkach
venesia	venice
lancar	hladká
lancar	hladko
lancar	plynulé
lancar	hladký
lancar	hladké
pasha	paša
bengkel	workshopy
bengkel	workshop
bengkel	seminár
penawaran	dohodu
penawaran	dohodneme
penawaran	dohoda
penawaran	ponúknuť
penawaran	ponuka
penawaran	ponuku
penawaran	ponuka
penawaran	ponuky
penawaran	ponuku
penawaran	obchody
penawaran	dohody
penawaran	ponúka
penawaran	ponuky
penawaran	ponúk
pengalihan	presmerovať
pengalihan	presmerovanie
pengalihan	presmerovanie
pengalihan	odklon
pengalihan	rozptýlenie
pengalihan	rozptýlenie
lithuania	litovské
lithuania	litovský
lithuania	litva
lithuania	litve
kalsium	vápnika
kalsium	vápnik
teror	hrôza
teror	teror
jpeg	jpeg
obligasi	dlhopisy
obligasi	dlhopisov
obligasi	väzba
obligasi	puto
obligasi	bond
waralaba	koncesie
tingkah	rozmar
tingkah	chovanie
tingkah	správanie
male	samec
male	mužské
male	muž
male	mužský
mason	mason
perfect	perfektný
perfect	perfektné
perfect	dokonalá
perfect	perfektne
perfect	perfektná
papa	tatko
papa	papa
birds	vtáctvo
birds	vtáky
birds	vtákov
birds	vtáci
augustus	augustus
letters	písmená
letters	listy
letters	písmen
rotterdam	rotterdam
monaco	monaco
xiao	xiao
monte	monte
ketahanan	výdrž
ketahanan	trvanlivosť
ketahanan	vytrvalosť
ketahanan	odolnosť
ketahanan	odolnosť
ketahanan	rezistencia
ketahanan	odpor
gonzález	gonzález
bhutan	bhután
angels	anjeli
angels	anjelov
angels	angels
angels	anjelom
beku	zmrazený
beku	zmrazené
beku	mrazené
beku	frost
beku	mráz
desktop	plochy
desktop	plochu
desktop	plocha
desktop	plochy
aviv	avive
metabolisme	metabolizmus
metabolisme	metabolizmu
musiman	sezónneho
musiman	sezónne
factor	činiteľ
factor	faktor
mediawiki	mediawiki
surel	mail
surel	pošta
surel	email
surel	mailov
suit	oblek
suit	vyhovovať
palermo	palermo
diakhiri	ukončené
diakhiri	ukončená
diakhiri	ukončený
hunt	lovia
hunt	loviť
hunt	hunt
hunt	lov
hunt	lovu
tren	trend
tren	tendencia
tren	trendy
tren	tendencie
tren	populárne
perusak	ničiteľ
campus	areál
campus	areálu
aluminium	hliníka
aluminium	hliníkové
aluminium	hliník
aluminium	hliníkové
aluminium	hliník
jogja	yogyakarta
ranah	domény
glasgow	glasgow
boris	boris
hey	hej
petra	petra
natrium	sodík
natrium	sodný
natrium	sodíka
alpes	alpes
terakreditasi	akreditovaný
terakreditasi	akreditovaných
terakreditasi	akreditované
banteng	býk
banteng	bull
turbin	turbíny
turbin	turbín
rex	rex
kabin	chatky
kabin	kajuty
kabin	kabíny
kabin	kabína
kabin	chata
kabin	chate
roberts	roberts
tersangka	podozriví
tersangka	podozrivých
tersangka	podozrivé
tersangka	podozrivý
tersangka	podozrenie
tersangka	podozrivá
shogun	šogúna
gencatan	prímerie
terkandung	obsiahnuté
terkandung	obsahovala
terkandung	obsahoval
terkandung	obsiahnutý
terkandung	obsahovali
rainbow	rainbow
rainbow	dúha
gironde	gironde
hyundai	hyundai
daur	cyklus
daur	cyklu
komputasi	výpočty
komputasi	výpočet
komputasi	computing
xiv	xiv
piramida	pyramída
piramida	pyramídy
piramida	pyramídy
quebec	quebec
struktural	štrukturálne
struktural	štrukturálna
struktural	štrukturálny
struktural	štrukturálnych
struktural	štrukturálne
feature	najlepšie
feature	vybrané
semut	mravec
semut	mravce
bertenaga	poháňané
mengamankan	bezpečné
mengamankan	zabezpečiť
mengamankan	zabezpečená
mengamankan	zaistiť
mengamankan	zabezpečené
mengamankan	zabezpečenie
percetakan	tlač
percetakan	potlač
percetakan	tlačiareň
percetakan	tlačiarne
percetakan	tlačiarní
percetakan	tlačiarne
parma	parma
columbus	columbus
hautes	hautes
denominasi	názov
denominasi	pomenovanie
motivasi	motivácie
motivasi	motivácia
motivasi	motiváciu
motivasi	motivačný
motivasi	motivačné
kas	hotovosť
kas	cash
vulkanik	sopečného
dreams	snoch
dreams	snami
dreams	snov
dreams	sny
teknisi	technikov
teknisi	technici
teknisi	technik
teknisi	technika
teknisi	inžinier
indikator	ukazovatele
indikator	indikátory
indikator	ukazovateľov
indikator	ukazovateľ
indikator	indikátor
welcome	vitaj
welcome	vitajte
welcome	privítanie
klik	kliknutie
klik	klik
klik	kliknúť
abd	abd
helium	hélium
edwards	edwards
parker	parkerová
parker	parker
kemarahan	zlosť
kemarahan	hnev
kemarahan	fury
kemarahan	rozhorčenie
kemarahan	zlosť
kemarahan	zúrivosť
kemarahan	hnev
walk	kráčať
walk	peši
walk	chôdza
walk	prechádzka
haleakala	haleakala
campaign	kampaň
notaris	notár
pembeli	kupujúceho
pembeli	kupujúci
pembeli	kupec
pembeli	kupujúcich
pembeli	kupujúci
pembeli	kupujúcich
oslo	oslo
samoa	samoa
mengobati	ošetriť
mengobati	liečbu
mengobati	liečiť
mengobati	zaobchádzať
thing	vec
mori	mori
warsawa	varšave
kesepuluh	desiaty
kesepuluh	desiate
kesepuluh	desiateho
course	kurz
lennon	lennon
hiv	hiv
herodes	herodes
glee	glee
sunting	upraviť
sunting	úpravy
taat	poslušnosť
taat	poslúchať
sussex	sussex
mat	mat
apr	apr
apr	apríl
connecticut	connecticute
kuna	kuna
mandar	koľaj
mandar	železničnej
mandar	koľajnice
mandar	železničná
mandar	železnica
romania	rumunsko
romania	rumunska
romania	rumunskom
stasi	stasi
kehamilan	tehotenstvo
kehamilan	gravidity
kehamilan	gravidita
hogwarts	rokfort
provence	provence
property	pozemok
property	nehnuteľnosti
property	vlastnosť
property	majetok
property	nehnuteľnosť
economics	ekonomika
economics	hospodárstvo
economics	ekonomiky
balas	odpovedať
balas	odpoveď
sukarno	sukarno
murphy	murphy
tales	príbehov
emisi	emisie
emisi	emisií
emisi	emisie
emisi	emisné
emisi	emisia
daeng	daisy
bodyclass	bodyclass
babilonia	babylonskom
nagoya	nagoji
keberanian	odvaha
keberanian	odvahu
keberanian	odvahy
keberanian	statočnosť
aek	aek
sekte	kult
sekte	sekty
sekte	sekty
melodi	melódiu
melodi	melódia
tangki	tanker
tangki	nádrž
tangki	tank
beck	beck
saingan	súper
saingan	súperi
antologi	antológia
yen	yen
keemasan	zlaté
keemasan	golden
keemasan	zlatá
sporting	športový
sporting	športové
viktor	viktor
yoga	joga
ost	ost
cekoslowakia	československo
cekoslowakia	československý
cekoslowakia	československá
fluida	tekutina
fluida	tekutín
fluida	kvapalina
anumerta	posmrtnú
anumerta	posmrtne
romo	róm
holocaust	holokaust
cargo	nákladu
cargo	náklad
diklaim	tvrdilo
diklaim	tvrdila
diklaim	žiadal
pesanan	objednať
pesanan	poradie
pesanan	objednávka
pesanan	poriadok
pesanan	objednávky
pesanan	príkazy
pesanan	rozkazy
pesanan	uznesenia
restorasi	obnova
restorasi	obnovenie
persediaan	zásoby
persediaan	zásobovanie
persediaan	dodávky
cho	cho
laboratory	laboratórium
laboratory	laboratória
laboratory	laboratórne
laboratory	laboratóriá
romance	romantika
martir	mučeníkov
martir	mučeníka
bubar	zamietnuť
bubar	rozptýliť
berdampak	dosah
berdampak	vplyv
berdampak	náraz
menggambar	čerpať
menggambar	nakresliť
menggambar	kresliť
menggambar	vyvodiť
menggambar	kresba
menggambar	kreslenie
menggambar	výkres
menggambar	čerpania
beristirahat	odpočinku
beristirahat	odpočíva
beristirahat	odpočinok
beristirahat	oddych
beristirahat	zvyšok
beristirahat	odpočinúť
beristirahat	odpočinku
glass	sklenená
glass	pohár
glass	sklo
glass	sklá
glass	pohárik
benyamin	benjamin
psikologis	psychologický
psikologis	psychické
psikologis	psychologické
psikologis	psychológ
psikologis	psychologicky
kromosom	chromozómov
kromosom	chromozómové
olga	olga
konsol	konzoly
konsol	konzoly
konsol	konzola
roosevelt	roosevelt
sep	sep
merekrut	nábor
merekrut	nábor
christine	christine
sos	sos
challenger	challenger
angkut	preprava
angkut	dopravné
angkut	transport
angkut	doprava
teladan	príkladné
mph	mph
pakan	krmív
pakan	krmivo
pakan	krmivá
pakan	kŕmenie
pakan	kŕmiť
pakan	krmivo
lituania	litovské
lituania	litovský
lituania	litva
lituania	litve
bologna	bolonského
gospel	evanjelium
landak	dikobraz
landak	ježko
powell	powell
terjebak	zasekol
terjebak	uviazol
terjebak	uviazli
terjebak	uväznený
terjebak	uväznení
terjebak	uväznená
interaktif	interaktívne
mendapati	našiel
mendapati	našli
mendapati	nájdený
mendapati	našlo
mendapati	nájdené
meditasi	meditácia
tennis	tenis
officer	úradník
officer	dôstojník
officer	strážnik
mayer	mayer
motors	motors
motors	motory
kotoran	špina
kotoran	špiny
kotoran	špina
kotoran	hlina
kotoran	výkaly
kotoran	výkalov
kotoran	shit
kotoran	hovno
keberatan	námietku
keberatan	námietky
keberatan	námietka
keberatan	námietok
keberatan	námietky
palm	palm
palm	dlaň
agenda	programy
agenda	agendu
agenda	program
agenda	agenda
harap	prosim
harap	poprosím
harap	prosím
transistor	tranzistory
transistor	tranzistor
past	minulých
past	minulosť
past	minulosťou
past	minulé
past	minulosti
membenci	neznášal
membenci	nenávidel
membenci	nenávidela
membenci	nenávidieť
membenci	nenávidieť
membenci	nenávisť
membenci	nenávidím
membenci	neznášam
membenci	nenávidí
membenci	neznáša
nine	deväť
nine	deviatich
sheila	sheila
penganiayaan	prenasledovanie
penganiayaan	prenasledovania
stalin	stalin
pelantikan	indukcia
pelantikan	vyvolanie
pelantikan	inaugurácii
stabilitas	stabilita
stabilitas	stabilitu
stabilitas	stálosť
antropologi	antropológia
antropologi	antropologický
xbox	xbox
fast	rýchle
fast	rýchlo
fast	rýchly
fast	rýchla
aragon	aragon
hutang	dlhy
hutang	dlhu
hutang	dlh
hutang	pohľadávka
hutang	dlhy
pendahulu	predchodcu
pendahulu	predchodca
membujuk	presvedčil
membujuk	presvedčila
membujuk	presvedčiť
membujuk	presviedčať
degradasi	degradácie
degradasi	degradácia
premium	prémie
premium	premium
premium	prémia
premium	príplatok
penyelamatan	záchrana
penyelamatan	záchranné
penyelamatan	zachrániť
penyelamatan	záchranu
penyelamatan	záchranná
damaskus	damasku
stories	príbehy
stories	príspevky
stories	príbehov
miles	míľ
miles	kilometre
miles	miles
miles	míle
peliharaan	pet
peliharaan	zvieratko
peliharaan	zvieratká
gif	gif
simple	jednoduchý
simple	jednoduchá
simple	jednoduche
simple	jednoduché
felipe	felipe
sejuk	pohode
sejuk	pecka
sejuk	super
sejuk	cool
ruth	ruth
eugene	eugene
niger	niger
bibit	sadenice
bibit	semienka
bibit	semená
bibit	semien
bibit	osiva
bibit	semeno
bibit	osivo
bibit	sadeníc
mencalonkan	nominovať
rentan	náchylné
rentan	vnímavé
rentan	zraniteľných
rentan	zraniteľné
rentan	zraniteľná
rentan	zraniteľný
terlambat	neskorý
terlambat	neskoro
terlambat	oneskorené
terlambat	neskoré
jackie	jackie
pemandu	sprievodcu
pemandu	príručka
pemandu	sprievodca
pemandu	guide
pemandu	návod
pemandu	návody
pemandu	sprievodcovia
pemandu	príručky
diserap	absorbovaný
diserap	absorbuje
tale	príbeh
tale	rozprávka
teddy	teddy
slot	slot
slot	sloty
dikritik	kritizovali
dikritik	kritizoval
fields	polia
fields	políčka
fields	polí
upah	mzdu
upah	mzda
upah	najať
upah	prenájom
upah	zamestnať
upah	mzda
upah	mzdy
que	que
konsensus	konsenzu
konsensus	konsenzus
amy	amy
burton	burton
mengalihkan	presmerovanie
taufan	tajfún
merugikan	ublížiť
merugikan	škodí
merugikan	poškodzuje
jonas	jonas
sharon	sharon
avatar	avatar
iris	iris
krishna	krishna
wave	vlna
wave	vlnová
wave	vlnu
memperingatkan	varovali
memperingatkan	varovala
memperingatkan	varoval
memperingatkan	varuje
owen	owen
spiral	špirála
spiral	špirál
lia	lia
thomson	thomson
flower	kvet
flower	kvietok
rice	ryžu
rice	ryže
rice	ryžové
rice	ryža
together	spolu
together	dokopy
together	spoločne
torres	torres
internazionale	internazionale
bertema	tématikou
sembuh	liečiť
sembuh	vyliečiť
sembuh	uzdravenie
potong	rez
potong	strih
potong	plodiny
potong	plodín
potong	kusy
potong	kúsky
potong	kusov
memikirkan	myslenia
memikirkan	premýšľanie
memikirkan	myslel
memikirkan	myslenie
memikirkan	premýšľa
regulasi	predpis
regulasi	regulácia
regulasi	nariadenia
regulasi	regulácie
regulasi	nariadenie
detroit	detroitu
detroit	detroite
tambak	pond
kyung	kyung
menyewa	prenájom
menyewa	najať
menyewa	prenájom
menyewa	zamestnať
menyewa	nájom
habsburg	habsburg
sora	sora
cohen	cohen
pengumpulan	zhromažďovanie
pengumpulan	zhromaždenie
pengumpulan	agregácie
gear	výstroj
gear	výstroja
menyumbang	prispela
menyumbang	darovala
menyumbang	prispel
menyumbang	daroval
menyumbang	prispeli
menyumbang	darovať
menyumbang	prispieť
rom	rom
comment	komentovať
comment	komentár
joint	kĺb
joint	joint
joint	spoločné
joint	spoločná
joint	spoločný
membandingkan	porovnávať
membandingkan	porovnať
membandingkan	porovnaj
membandingkan	porovnanie
membandingkan	porovnávajú
membandingkan	porovná
membandingkan	porovnáva
vertebrata	stavovcov
perumpamaan	podobenstvo
perumpamaan	podobenstvá
sedimen	sedimentárneho
sedimen	sediment
sedimen	sedimenty
buang	odstrániť
buang	odobrať
buang	odstránenie
menghubungi	kontaktoval
menghubungi	kontaktovali
menghubungi	oslovila
bristol	bristol
voting	hlasujte
voting	hlasovať
voting	hlasovanie
voting	voliť
voting	hlasy
voting	hlasov
voting	hlasovania
voting	hlasovať
voting	hlasovanie
voting	hlasovania
penembakan	streľby
penembakan	prestrelky
penembakan	streľba
penembakan	strieľať
pucat	bledá
pucat	pale
register	registre
register	evidencie
register	registrov
register	evidencia
register	registrovať
register	register
register	zaregistrovať
register	registrácia
knowledge	znalosti
knowledge	poznatky
knowledge	poznanie
knowledge	vedomosti
knowledge	znalosť
knowledge	vedomostí
fact	skutočnosť
fact	fakt
zimbabwe	zimbabwe
zimbabwe	zimbabwianske
leonard	leonard
lazio	lazio
disc	kotúč
disc	kotúča
disc	disk
disc	disku
heran	divu
gaib	nepozorovane
gaib	neviditeľné
gaib	neviditeľný
lift	výťahy
lift	zdvihnúť
lift	výťah
lift	výťahy
lift	výťahom
lift	výťahu
lift	výťah
edmund	edmund
banks	banks
banks	banky
banks	bankami
banks	bánk
menduga	očakáva
menduga	očakávame
menduga	očakávam
edgar	edgar
mempercayai	veriť
mempercayai	dôverovať
bee	včiel
bee	včelí
bee	bee
utrecht	utrecht
masters	majstri
masters	kapitánov
masters	majstrov
amfibi	obojživelné
amfibi	obojživelníkov
amfibi	obojživelníky
tennessee	tennessee
ubi	ubi
seal	pečate
seal	tesnenia
seal	uzávery
seal	tesnenie
seal	tulene
seal	seal
seal	pečať
seal	tesnenie
monitor	monitorovať
monitor	monitor
monitor	monitoruje
monitor	monitory
castro	castro
pelestarian	zachovanie
pelestarian	zachovávanie
pelestarian	uchovávanie
pelestarian	konzervovanie
oksidasi	oxidácia
zakat	almužnu
hell	hell
hell	peklo
hell	čert
hell	pekla
assembly	montáž
assembly	zostava
assembly	zhromaždenia
assembly	zhromaždenie
pernapasan	dýchania
pernapasan	dýchacie
pernapasan	dýchanie
pernapasan	dýchať
pernapasan	dýcha
pernapasan	dýchacie
pernapasan	dýchanie
mengepung	obliehanie
mengepung	obklopený
mengepung	obkľúčení
mengepung	obkľúčený
mengepung	obklopujú
ira	ira
yudaisme	judaizmus
hearts	srdcia
harvey	harvey
broadcast	vysielanie
broadcast	vysielať
broadcast	vysielania
berlian	diamond
berlian	diamant
berlian	diamantov
berlian	diamanty
loir	loir
penyu	korytnačka
penyu	korytnačky
dibalik	opačne
dibalik	obrátenej
kemah	tábora
kemah	camp
kemah	tábor
rizky	shirley
als	aú
als	als
monako	monaco
train	vlakové
train	vlaku
train	trénovať
train	vlakom
train	vlak
cafe	kaviareň
cafe	cafe
cafe	kaviarne
cafe	café
cafe	kaviareň
cafe	café
cluster	zoskupenia
cluster	zoskupenie
cluster	zoskupenia
cluster	zoskupení
bersahabat	priateľské
bersahabat	priateľská
bersahabat	priateľský
door	dvere
door	dverí
mekanis	mechanicky
mekanis	mechanické
mekanis	mechanická
mekanis	mechanický
batubara	uhoľné
batubara	uhlie
fleksibel	flexibilné
fleksibel	pružné
fleksibel	flexibilný
fleksibel	pružný
fleksibel	flexibilita
fleksibel	flexibilitu
fleksibel	flexibility
fleksibel	pružnosť
bermigrasi	migrovať
bermigrasi	migrujúcich
cornwall	cornwallu
nuansa	odtiene
cher	cher
limit	obmedzenie
limit	limit
limit	obmedziť
bahari	námorných
bahari	námorné
jamak	plurál
mouse	myš
mouse	myška
mouse	myši
melanda	udrel
kenny	kenny
mempekerjakan	najme
mempekerjakan	zamestnávať
mempekerjakan	zamestnávajú
mempekerjakan	zamestnať
mempekerjakan	nájom
mempekerjakan	zamestnáva
worcester	worcester
memuaskan	uspokojiť
memuaskan	uspokojivo
memuaskan	uspokojivé
memuaskan	vyhovuje
memuaskan	vyhovujúci
memuaskan	uspokojivá
memuaskan	uspokojenie
memuaskan	splnenie
sim	sim
sim	licenčné
sim	licenciu
sim	licencia
jiang	jiang
vihara	kláštore
vihara	kláštor
vihara	kláštora
basilika	bazilika
awalan	predpona
awalan	štarte
awalan	štart
louise	louisa
louise	louise
kera	opice
kera	opica
kera	opíc
kera	opice
kera	opica
pencernaan	trávenia
pencernaan	trávenie
pencernaan	tráviaceho
elektromagnetik	elektromagnetických
elektromagnetik	elektromagnetickej
elektromagnetik	elektromagnetické
hut	chata
permen	sladkosti
permen	cukríky
permen	sladkosť
permen	sladkosti
permen	cukrík
permen	candy
permen	cukríky
shield	štít
shield	štíty
perth	perth
mak	mak
pat	pat
pencerahan	zjavenie
pencerahan	osvietenie
mis	mis
pluto	pluto
budapest	budapest
budapest	budapešti
budapest	budapešť
coffee	káve
coffee	kávu
coffee	kava
coffee	kafe
coffee	káva
kaidah	vládnuť
kaidah	pravidla
kaidah	pravidlo
perkasa	mocná
perkasa	mocný
perkasa	mocné
moneter	menový
moneter	peňažná
moneter	peňažný
moneter	menové
moneter	menová
sanksi	sankcie
sanksi	sankcií
sanksi	sankcia
menjanjikan	sľuby
menjanjikan	sľubuje
menjanjikan	sľubné
shell	shell
kill	zabite
kill	zabiť
kill	zabit
kill	zabíjať
stefan	štefan
stefan	stefan
stefan	stefana
diabetes	diabetická
diabetes	cukrovka
diabetes	cukrovku
diabetes	diabetes
didedikasikan	venovaná
melukai	zraniť
melukai	úraz
melukai	ujmy
melukai	zranenie
melukai	poškodenie
melukai	poranenie
melukai	ujma
klorida	chlorid
ping	ping
kacamata	okuliare
kacamata	okuliare
kacamata	sklá
kacamata	poháre
tukar	prepínač
tukar	spínač
tukar	prepnúť
tukar	výmenu
tukar	výmena
tukar	burza
riko	rico
adelaide	adelaide
persaudaraan	bratstvá
persaudaraan	bratstva
persaudaraan	bratstvo
persaudaraan	bratstva
persaudaraan	bratstvo
lunar	lunárny
relevan	relevantná
relevan	relevantné
relevan	príslušná
relevan	relevantný
relevan	príslušné
kurdi	kurdskej
kurdi	kurdov
derek	ťažné
derek	ťahanie
derek	crane
derek	derek
maros	maros
holmes	holmes
combat	bojové
combat	boj
bertingkat	decker
glukosa	glukóza
glukosa	glukózy
glukosa	glukózu
eksekusi	vykonať
eksekusi	popraviť
eksekusi	spustiť
eksekusi	vykonaný
eksekusi	popravený
eksekusi	vykonané
eksekusi	vykonávané
eksekusi	vykonaná
eksekusi	vykonávanie
eksekusi	poprava
eksekusi	vykonanie
eksekusi	realizácia
eksekusi	plnenie
homo	homo
crown	korunu
crown	koruny
crown	koruna
iphone	iphone
miliki	maj
miliki	mať
miliki	majú
penafsiran	interpretácie
penafsiran	interpretácia
penafsiran	výklad
penafsiran	interpretácie
penafsiran	tlmočenie
cha	cha
cha	ča
detasemen	oddeľovanie
matematikawan	matematik
matematikawan	matematici
noah	noah
