से	od
दर्रा	proći
दर्रा	pass
गैलेक्सी	galaksija
गुहा	šupljina
अपूर्ण	izvršeno
डेल	dale
डेल	del
डेल	dell
दूरदर्शी	teleskop
शुक्राणु	sperma
शुक्राणु	spermatozoida
शुक्राणु	spermatozoidi
लीवर	poluga
वज़न	težina
तटस्थ	neutral
अनुकूलित	običaj
भेड़	ovca
भेड़	ovce
रैखिक	linearno
रैखिक	linearna
इकाइयाँ	jedinice
इकाइयाँ	jedinica
सक्रियता	aktivizam
सक्रियता	aktivnost
प्रयोगात्मक	eksperimentalni
प्रयोगात्मक	eksperimentalna
प्रयोगात्मक	eksperimentalnoj
निवेशक	investitor
निवेशक	investitora
विनियमन	propis
कब्जे	posjedovanje
कब्जे	posjedovanja
ऐनी	anne
बेला	bella
रॉकेट	raketa
निकालना	uklanjanjem
निकालना	uklanjanje
निकालना	izvlačenje
नॉर्वे	norveška
सालाना	godišnjim
सालाना	godišnji
सालाना	godišnjem
सालाना	godišnja
कलम	pen
कलम	pero
कलम	hemijsku
चूर्ण	prah
चूर्ण	praha
बॉस	boss
बॉस	šef
टोरंटो	toronto
जॉर्जिया	georgia
जॉर्जिया	džordžija
जॉर्जिया	gruzija
बसें	autobusa
कोल	cole
कोल	kol
मरे	murray
खुफिया	inteligencija
अपलोड	opremanje
अपलोड	upload
नलिका	cijev
अजीब	čudno
अजीब	čudno
बोलियों	ponude
ओबामा	obama
शॉन	shaun
शॉन	sean
अल्बर्ट	albert
आन्तरिक	unutrašnje
आन्तरिक	unutrašnja
आन्तरिक	unutrašnji
वेगास	vegas
सघन	compact
सघन	gusta
सघन	gusto
चौदह	četrnaest
प्लाज्मा	plazma
प्लाज्मा	plazme
छपाई	štampanje
छपाई	štampanje
सर्दी	hladno
सर्दी	zima
घना	gusta
घना	gusto
मीठा	slatko
सच्चाई	istine
सच्चाई	istina
व्यवसायों	preduzeća
आदत	habitus
आज़ादी	sloboda
लड़कों	momci
लड़कों	boys
लड़कों	dječaci
पुण्य	vrlina
पैन	pan
प्राध्यापक	profesor
वोटों	glasove
वोटों	glasova
वोटों	glasa
वोटों	glasovima
झरने	vodopad
भिक्षु	monk
बलूचिस्तान	balučistan
नेपोलियन	napoleona
नेपोलियन	napoleon
प्रतिभागी	učesnici
मिलाया	spojeni
मिलाया	spojena
बोझ	opterećenja
बोझ	teret
आधिपत्य	hegemonije
पूंछ	rep
मेमोरियल	spomen
मेमोरियल	memorijal
मेमोरियल	komemoraciji
मेमोरियल	pomen
मेमोरियल	memorijalni
रीढ़	okosnica
सेवानिवृत्त	penzionisan
सेवानिवृत्त	penzionisani
ज्येष्ठ	najstariji
ज्येष्ठ	najstarija
क्रूज़	cruz
धनात्मक	pozitivna
धनात्मक	pozitivan
धनात्मक	pozitivne
धनात्मक	pozitivni
तुम्हारी	tvoje
तुम्हारी	tvoj
आइस	led
कमज़ोर	slabi
कमज़ोर	slaba
कमज़ोर	slab
आयुर्विज्ञान	medicina
सऊदी	saudijska
सऊदी	saudijski
सऊदी	saudi
अनुमोदन	odobravanje
अनुमोदन	odobrenje
मोम	vosak
सूअर	svinje
सूअर	svinju
पोत	brod
सौदे	sporazumi
सौदे	bavi
सौदे	dila
सौदे	ugovori
सौदे	sporazume
सौदे	sporazum
सौदे	dogovorom
सौदे	deal
सौदे	dogovor
वर्जीनिया	virginia
संतों	svetaca
संतों	saints
बीजगणित	algebra
मानसून	monsun
हेक्टेयर	hektar
हेक्टेयर	hektara
केंद्रों	centara
केंद्रों	centri
केंद्रों	centrima
कार्यात्मक	funkcionalna
रचनाएं	kreacije
बुश	bush
सपने	san
सपने	sna
सपने	dream
सपने	snu
सपने	sanja
सपने	snovi
आश्चर्यजनक	iznenađujuće
छाती	grudi
घोड़ों	konjima
घोड़ों	konji
वॉल	zid
यम	yam
यम	pluton
हड्डियों	kosti
महत्ता	važnost
महत्ता	važnosti
महत्ता	značaj
फ्रांसिस	francis
फ्रांसिस	franjo
महानगर	mitropolit
महानगर	metropolitan
मैनेजर	rukovodilac
कार्निवल	karneval
खिलाडी	igrači
नक्शे	mapa
नक्शे	mape
पाइप	cijev
पाइप	cevi
त्रिभुज	orao
त्रिभुज	trougao
ईस्टवुड	eastwood
रूम	sobe
रूम	sobu
रूम	soba
रूम	sobe
मैक्सिको	meksiko
जज	kadiluk
व्यवसायिक	profesiji
व्यवसायिक	struke
व्यवसायिक	profesije
अल्फा	alpha
अल्फा	alfa
अल्फा	alfa
डालर	dolar
छद्म	pseudo
निशाना	meta
ईस्टर	vaskrs
ईस्टर	uskrs
ऑटोमोबाइल	automobile
राउंड	rundu
बेरी	berry
नरम	meka
नरम	meku
रोमांटिक	romantična
जन्मदिन	rođendan
काँच	staklo
सूप	čorba
नेट	neto
नेट	net
नेट	nets
तेरे	tere
टैगोर	tagore
हॉप	hop
उत्परिवर्तन	mutacija
ओपेरा	opera
मैट्रिक्स	matrica
जार्ज	george
बिल्ली	mačka
क्षुद्रग्रह	asteroidi
क्षुद्रग्रह	asteroide
क्षुद्रग्रह	asteroida
क्षुद्रग्रह	asteroidi
आसमान	sky
आसमान	nebo
आसमान	nebo
आसमान	skies
मिनी	mini
क्रियाएँ	aktivnosti
क्रियाएँ	glagola
क्रियाएँ	akcija
क्रियाएँ	radnje
क्रियाएँ	akcije
क्रियाएँ	postupci
क्रियाएँ	postupcima
क्रियाएँ	aktivnost
वैली	vali
वैली	nijemci
याचिका	peticiju
स्नेह	naklonosti
फेसबुक	facebook
जैक्सन	jackson
चोर	bicikla
चोर	kradljivac
कॉपी	copied
कॉपी	kopija
कॉपी	copy
कॉपी	kopiju
कॉपी	kopija
कॉपी	kopije
डाइऑक्साइड	dioksid
केप	rt
मौसमी	sezonski
मौसमी	sezonske
भेजी	poslata
भेजी	poslali
भेजी	poslao
भेजी	poslan
कमेटी	odbor
कमेटी	komitet
मौजूदगी	prisustvo
दोस्ती	prijateljstvo
दोस्ती	prijateljstva
बम्बई	bombaj
पंप	pumpa
एयरबस	airbus
सील	pečat
आभासी	virtualna
आभासी	virtuelna
आभासी	virtualni
सलीम	salim
नक्काशी	graviranje
नक्काशी	carving
विचलन	devijacija
डेविस	davis
होस्ट	računar
होस्ट	domaćin
जलाशय	nizija
ऋणात्मक	negativan
ऋणात्मक	negativne
ऋणात्मक	negativni
ऋणात्मक	negativno
जवान	mladi
जवान	mlada
जवान	young
जवान	mladić
सूफी	sufijskih
डॉग	psa
डॉग	pas
डॉग	dog
डॉग	ker
टूल	alat
टैक्सी	taksi
टैक्सी	taksi
टैक्सी	taxis
सूरा	poglavlje
सूरा	sura
सूरा	sura
पेरू	perua
पेरू	peruu
पेरू	peru
भूरा	brown
भूरा	browns
यूनिक्स	unix
गार्ड	čuvari
गार्ड	garda
रेलमार्ग	pruga
गेहूं	pšenice
बेसिक	basic
फेडरेशन	federacija
रस्सी	užeta
क्रीम	krem
क्रीम	krema
परेड	parade
अलास्का	aljaske
शुद्धता	čednosti
शुद्धता	tačnost
शुद्धता	preciznost
रचनाकार	pisac
शिशुओं	bebe
अंगूर	grožđe
अंगूर	grožđe
लेनी	leni
देह	tijela
देह	tijelo
देह	tijelu
देह	telo
देह	deh
जौ	ječam
खाई	jarak
युवावस्था	omladina
स्टाइल	stil
स्टाइल	style
लौटे	vraćen
लौटे	vratio
लौटे	vratili
ढांचा	kadrova
ढांचा	okvir
ढांचा	struktura
ढांचा	strukturi
ढांचा	strukture
मजदूरी	plaće
कठिनाइयों	poteškoće
कठिनाइयों	poteškoća
कठिनाइयों	teškoće
चैन	chan
चैन	lanac
क्लान	klan
प्रतीकों	simboli
प्रतीकों	simbola
भ्रष्ट	korumpiran
अभियान्त्रिकी	inženjerstvo
सामंजस्य	harmoniju
सामंजस्य	harmonije
सामंजस्य	harmonija
बंगला	bangla
पैक	packs
पैक	pakovanje
पैक	pack
छाल	kora
पिक्चर	slika
पिक्चर	pixar
इराक़	irak
वाइन	vino
फारस	perzije
शतरंज	šah
गर्भपात	pobačaj
ग्रीष्म	leta
ग्रीष्म	ljeto
बेल्ट	pojasi
बेल्ट	pojas
पुजारी	sveštenik
पुजारी	sveštenika
प्लेस	mjesto
खां	khan
खां	kan
मीना	mina
एनीमेशन	animacija
एनीमेशन	optimization
एनीमेशन	animations
ज्वार	sorghum
नॉन	non
समस्याएँ	problemi
एलिजाबेथ	elizabeta
एलिजाबेथ	elizabeth
डिएगो	diego
पैट्रिक	patrick
विक्टर	viktor
विक्टर	victor
मित्रता	prijateljstvo
मित्रता	prijateljstva
विश्वसनीयता	kredibilitet
विश्वसनीयता	pouzdanosti
यूरेनियम	uranij
श्रद्धांजलि	počast
ढेर	gomile
स्तुति	pohvala
स्तुति	pohvale
ड्रीम	san
ड्रीम	sna
ड्रीम	dream
ड्रीम	snu
कैप्टन	kapiten
कैप्टन	kapetan
वेधशाला	opservatorija
कुत्ता	psa
कुत्ता	pas
कुत्ता	dog
कुत्ता	ker
तुरन्त	odmah
तुरन्त	momentalno
क्लबों	kluba
जड़ें	korijene
जड़ें	korijenima
जड़ें	korijeni
इमाम	imama
वार्नर	warner
सिस्टम्स	sistemi
चलना	walking
चलना	hod
समितियों	komiteti
मसाले	začina
लेबनान	liban
रूपक	metafora
नौका	čamac
शैवाल	alge
निपटान	naselje
साईट	sajtu
साईट	sajt
स्वीडिश	švedski
स्वीडिश	švedska
एडम्स	adams
अभिगम	pristup
अभिगम	pristupa
अभिगम	access
मंत्रिमंडल	ministarstva
मंत्रिमंडल	kabinet
पहना	nosio
सिखों	sikh
लेट	kasni
लेट	kasno
तिल	susam
ट्विटर	twitter
जेरी	jere
जेरी	jerry
पतला	slim
पतला	tanke
पतला	blagi
पतला	blagog
न्यूज	vijest
न्यूज	vijesti
न्यूज	news
न्यूज	novosti
आइलैंड	ostrvo
कमर	struka
फौज	vojska
फौज	armija
कैमरे	kamere
उठाना	podizanje
निकास	izlaz
निकास	exit
मुद्राओं	predstavlja
कॉमिक	strip
आसवन	destilacija
क्वार्टर	četvrtina
क्वार्टर	kvartal
क्वार्टर	četvrt
क्वार्टर	četvrtinu
मॉनमाउथ	monmouth
लाइनों	linije
पाषाण	kamenolom
कवक	gljive
क्षतिपूर्ति	kompenzacije
क्षतिपूर्ति	kompenzaciju
क्षतिपूर्ति	naknadu
क्षतिपूर्ति	naknade
सूखा	suha
सूखा	suho
सूखा	suša
रहस्यमय	misteriozna
इस्लामिक	islamski
इस्लामिक	islamska
रजिस्टर	registar
सिंगल	single
सन्धि	sporazum
अनूदित	prevedene
अनूदित	preveden
अनूदित	prevedena
चमत्कार	čuda
चमत्कार	čudo
चमत्कार	miracle
चमत्कार	čuda
गोला	sfera
उत्तेजना	uzbuđenje
गेट्स	gates
विमानन	avijacija
डैनियल	danijel
डैनियल	daniel
डैनियल	danijela
वायरलेस	bežični
वायरलेस	bežično
फिलाडेल्फिया	philadelphia
टुकड़ा	komad
टुकड़ा	slice
लेफ्टिनेंट	poručnik
स्पैनिश	španski
अपोलो	apolon
एफबीआई	fbi
कैमरून	kamerun
हाइब्रिड	hibrida
हाइब्रिड	hibridni
हाइब्रिड	hybrid
बलात्कार	silovanje
संतोष	zadovoljstvo
संतोष	pribavlja
कथाएं	priče
रोलिंग	rowling
सजावट	odlikovanja
टेरी	terry
कैफीन	kofein
अस्थिर	nestabilna
राख	pepeo
राख	pepeo
राख	ash
पार्टियों	stranaka
पार्टियों	stranke
इन्टरनेट	organizatore
इन्टरनेट	internet
जीवंत	lively
उर्वरक	đubriva
अनुवादक	prevodilac
अनुवादक	prevodilaca
शोक	žalosti
आरोपों	optužbe
उपसर्ग	prefiks
दिलचस्प	zanimljiva
दिलचस्प	zanimljivo
दिलचस्प	interesantan
दिलचस्प	interesantno
दिलचस्प	zanimljiv
आँखें	eyes
आँखें	očima
आँखें	oči
कच्चा	sirovog
शाप	prokletstvo
वैवाहिक	bračnom
बास	bas
घुटने	knee
कम्प्यूटिंग	računarstvo
अपराधियों	zločinaca
डेस्कटॉप	desktop
जीती	osvojen
जीती	pobijedio
जीती	pobijedila
जीती	osvojena
जीती	pobjedio
जादुई	magično
जादुई	čarobni
पोर्टलैंड	portland
सितारे	zvijezda
सितारे	zvezde
डीजल	dizel
तेरह	trinaest
फ्रैंकफर्ट	frankfurt
स्टेज	etapa
स्टेज	stadijuma
स्टेज	faza
स्टेज	bina
निष्ठा	posvećenost
निष्ठा	iskreno
निष्ठा	odanost
निष्ठा	odanosti
अंतरण	spacing
इंटरफ़ेस	interfejs
ऑप्टिकल	optički
ऑप्टिकल	optičko
साँस	dah
साँस	disanje
स्विट्ज़रलैंड	švicarska
कैल्सियम	kalcij
कथाकार	pripovjedač
दीप	duboka
दीप	duboke
दीप	duboko
दीप	dubok
दीप	deep
ग़लत	krivo
ग़लत	wrong
ग़लत	pogrešan
ग़लत	pogrešno
निकालकर	uklanjanjem
निकालकर	uklanjanje
बंधक	taoc
एंटीबॉडी	antitijelo
पटल	ploča
पटल	panel
प्रत्यारोपण	implantacije
प्रत्यारोपण	transplantacije
प्रत्यारोपण	transplantaciju
कर्मियों	personal
साठ	šezdeset
लैंड	land
लैंड	kopnena
लैंड	zemlja
वियना	beč
नाइट्रेट	nitrat
ज़रूर	sure
ज़रूर	siguran
कॉमन्स	commons
व्यवसायी	biznismen
नकद	novac
समीक्षक	reviewer
आभूषण	nakita
आभूषण	nakit
आभूषण	nakit
लड़ाकू	borac
बेसिन	nizija
नानक	nanak
चार्टर	povelja
उत्प्रेरक	katalizator
कठोरता	krutost
कठोरता	tvrdoća
तीर	strele
तीर	strela
फिनलैंड	finska
स्टेम	stem
पोलिश	poljski
रोकता	sprječava
रोकता	sprečava
जनजातियों	plemena
निर्वात	vakuum
आपातकाल	vanredna
टिम	tim
खानों	rudnici
खानों	mina
खानों	mine
ओवेन	owen
प्रागैतिहासिक	prahistorijski
प्रागैतिहासिक	prahistorijsko
प्रागैतिहासिक	prahistorijska
इरादे	namjera
इरादे	namjeru
लेग	nogu
लेग	noga
अवधारणाओं	koncepti
प्रोफ़ाइल	profil
घृणा	mržnja
घृणा	mržnjom
घृणा	mržnje
घृणा	mržnja
घृणा	mržnje
घृणा	mrzim
घृणा	hate
घृणा	mrze
एंड्रयू	andrew
मसाला	začin
मूल्यवान	vrijedne
मूल्यवान	vrijedna
चिकन	kokoška
कुवैत	kuvajt
बर्बरता	vandalizam
विकलांग	disabled
संकीर्ण	uski
संकीर्ण	uske
समझी	smatran
विशेषाधिकार	privilegija
विशेषाधिकार	prerogative
रोमांस	romantika
कार्यक्षमता	funkcionalnost
कार्यक्षमता	funkcionalnosti
मानों	vrijednosti
सामर्थ्य	snage
सामर्थ्य	snaga
सामर्थ्य	potencijal
सामर्थ्य	kapacitete
आखिरकार	konačno
लिवरपूल	liverpool
ऐन	ann
ऐन	ain
अदृश्य	nevidljivi
अदृश्य	nevidljivog
अदृश्य	latentna
अंगूठी	ring
अंगूठी	prsten
पंचांग	kalendar
प्रोफ़ेसर	profesor
मकर	jarac
एंडी	andy
परतों	slojeva
परतों	slojevi
पेंगुइन	pingvin
सुर	sur
दुष्ट	zli
दुष्ट	zlo
निष्पक्ष	neutral
संयोजित	združeni
संयोजित	kombinovane
संयोजित	kombinaciji
संयोजित	kombinovao
चाणक्य	čanakja
वर्जित	zabranjeno
बराबरी	jednako
बैकअप	backup
अमीनो	amino
प्रविष्टि	ulazak
प्रविष्टि	upis
प्रविष्टि	navodeći
निमंत्रण	pozive
निमंत्रण	poziv
पाटिल	patil
नकदी	novac
ज्यामितीय	geometrijska
ज्यामितीय	geometrijski
निराशा	razočaranje
दरवाजा	vrata
शॉपिंग	kupovinu
स्तंभों	stubovi
सितारों	zvijezda
सितारों	zvezde
धोखाधड़ी	prevaru
धोखाधड़ी	prevare
धोखाधड़ी	prevara
धोखाधड़ी	prijevara
प्रिंट	štampanje
गली	street
गली	ulice
गली	ulica
गिरफ्तारी	hapšenje
आणविक	molekularni
आणविक	molekularnom
आणविक	molekularne
आणविक	molekulska
आणविक	molekularnu
बैंगलोर	građevinska
हिल्स	brdima
हिल्स	brda
हिल्स	hills
मैट	met
मैट	matt
मैट	mate
बंदर	majmun
जरुरी	neophodni
जरुरी	neophodno
जरुरी	neophodna
जरुरी	neophodan
जरुरी	neophodnih
जरुरी	neophodnu
सोनिया	sonja
रोमानिया	rumunija
वायुमंडलीय	atmosferski
ग्रोवर	grover
जोड़ना	dodavši
जोड़ना	ubacuju
जोड़ना	dodajući
जोड़ना	dodavanje
रास	ras
रास	weasel
घात	zasjeda
इवान	ivan
नेल्सन	nelson
अक्षम	disabled
सीनेट	senat
पारदर्शी	transparentno
रेशे	svile
रेशे	vlakana
रेशे	vlakna
खिड़की	prozor
विरोधियों	rivala
विरोधियों	protivnici
लुइस	luis
क्लैप्टन	clapton
आतंक	teror
आतंक	terorizam
नर्तकी	dancer
डगलस	douglas
चालुक्य	chalukya
एलेक्स	alex
पढ़े	čita
पढ़े	glasi
मोटर्स	motors
पियानो	klavir
नियोजित	planirani
नियोजित	planirano
नियोजित	planirana
नियोजित	planirane
अप्रत्याशित	neočekivano
यूनिवर्सल	universal
यूनिवर्सल	univerzalno
यूनिवर्सल	univerzalnih
यूनिवर्सल	univerzalni
यूनिवर्सल	univerzalne
यूनिवर्सल	univerzalna
विधवा	udovica
असफलता	neuspjeh
फॉर्म	oblik
फॉर्म	formirati
फॉर्म	forma
फॉर्म	formi
फॉर्म	formiraju
पंखों	krila
पंखों	krilima
मुद्रास्फीति	inflacija
दुर्बल	slabi
दुर्बल	slaba
दुर्बल	slab
स्थूल	masti
स्थूल	fat
स्थूल	debela
स्थूल	masnoća
स्थूल	masnoće
कमजोरी	slabost
वैचारिक	ideološke
वैचारिक	ideološki
सर्जन	hirurg
क्षारीय	alkalni
क्षारीय	bazno
टीके	vakcina
टीके	vakcine
गोलार्ध	hemisfera
गोलार्ध	hemisferu
अल्जीरिया	alžir
बढ़त	eskalacija
हीमोग्लोबिन	hemoglobin
गोबर	izmet
डालना	ulivaju
उत्पादकता	produktivnost
उत्पादकता	produktivnosti
कागज़	papir
सांप	zmija
सांप	zmija
गंतव्य	odredište
गंतव्य	destinacija
गंतव्य	destinacije
अम्मा	amma
संभाल	drškom
गन	pištolj
उल्टी	povraćanje
रेलगाड़ी	voz
क्रिस्टोफर	christopher
सचमुच	doslovno
सचमुच	stvarno
किरन	kiran
मॉरिसन	morrison
साँप	zmija
चिप	čip
सचिवालय	sekretarijat
इंसुलिन	inzulin
सींग	rog
जन्मजात	urođene
पिरामिड	piramida
खोजा	otkriveni
खोजा	otkrivene
खोजा	otkrivena
खोजा	otkriven
खोजा	otkrio
खोजा	otkrili
जोली	jolie
ऑयल	ulje
गेंदों	jaja
गेंदों	lopte
गेंदों	kugle
अमित	amit
झरना	vodopad
झरना	pada
झरना	spada
झरना	vodopadi
अनुमोदित	odobrena
अनुमोदित	odobrio
अनुमोदित	odobreni
अनुमोदित	odobren
अनुमोदित	approved
अनुमोदित	razmatrali
सीमांत	marginal
सीमांत	granica
गुणांक	koeficijent
जीभ	jezik
स्विट्जरलैंड	švicarska
लॉग	log
पागल	ludi
पागल	lude
पागल	lud
पागल	ludo
सिलिकॉन	silicij
बेंजामिन	benjamin
मानदंड	kriterij
समझाया	pojasnio
समझाया	objasnio
सहानुभूति	simpatija
न्यायपालिका	pravosuđa
न्यायपालिका	pravosuđe
न्यायपालिका	pravosuđu
विनियमित	regulišu
विनियमित	regulira
एंडरसन	anderson
मुकुट	kruna
मुकुट	krunu
करों	porezi
करों	poreze
भुजा	ruka
कक्षाओं	učionice
मजबूती	snage
मजबूती	snaga
भण्डार	berze
भण्डार	dionica
भण्डार	deonice
भण्डार	dionice
ड्रग	droga
बॉम्बे	bombaj
कॉलेजों	koledža
कॉलेजों	fakultete
कंपनियाँ	kompanije
मिशिगन	michigan
डकोटा	dakota
जोश	josh
सीने	grudi
घर्षण	trenje
पीट	pete
पीट	piet
बॉबी	bobi
बॉबी	bobby
भित्ति	mural
नरसंहार	masakr
नरसंहार	genocid
विचारकों	mislilaca
बिशप	biskup
दुर्भाग्य	nažalost
लैस	lacy
पड़ोस	naselje
पड़ोस	naseljima
न्यास	foundation
न्यास	fondacija
न्यास	temelj
फोरम	forum
एथेंस	atene
एथेंस	atina
पूँछ	rep
धीमा	spor
धीमा	sporije
चिन	brada
राज्याभिषेक	krunisanje
लड़का	boy
लड़का	dječak
लड़का	dečak
मनोनीत	nominovan
बॉडी	tijela
बॉडी	tijelo
बॉडी	tijelu
बॉडी	telo
पीतल	bras
महानतम	najveći
मुक्केबाजी	boks
गुजर	prenošenja
उभरा	pojavila
बोतल	boce
बोतल	boca
त्रिज्या	poluprečnik
तुम्हारा	tvoje
तुम्हारा	tvoj
सस्ता	jeftiniji
चेन	cen
चेन	lanac
आर्द्रता	vlažnost
ऑक्सीकरण	oksidacije
संचिका	datoteka
संचिका	dosije
संचिका	datoteka
संचिका	arhiva
संचिका	file
स्पष्टीकरण	objašnjenje
स्पष्टीकरण	objašnjenja
स्पष्टीकरण	pojašnjenje
निराश	razočaran
यूट्यूब	youtube
श्रुति	otkrovenje
यथार्थवादी	realistična
शक्तियाँ	ovlasti
शक्तियाँ	sile
सान	san
आंकड़ा	podatak
ग़ज़ल	gazel
कारखाना	fabrika
इब्न	ibn
किम	kim
फलक	odbor
फलक	ploča
फलक	panel
स्वर्गीय	nebeski
पते	adrese
पते	obraća
मैसाचुसेट्स	massachusetts
ध्वन्यात्मक	fonetska
निपुण	gospodar
निपुण	master
निपुण	majstor
ताजिकिस्तान	tadžikistan
निलंबित	obustavila
डार्विन	darwin
बंदूक	pištolj
कलश	pot
जुडी	judy
कंपन	vibracije
एयरवेज	airways
संतुष्टि	zadovoljstvo
संवेग	zamajac
बाघों	tigar
बाघों	tigers
वंशावली	genealogija
रहीम	rahim
बचाया	spašena
एस्टेट	naselju
एस्टेट	imanju
एस्टेट	posjed
गुरुवार	četvrtak
वॉल्ट	walt
वॉल्ट	vault
विस्थापित	raseljenih
जटिलताओं	komplikacija
जटिलताओं	komplikacije
उत्पीड़न	napad
कोकेन	kokain
आमिर	amir
पापों	grijeha
पापों	grijesi
पापों	grijehe
उमर	omer
उमर	omar
मिलर	miller
जोन	joan
शाखाएं	grana
मानकीकरण	standardizaciju
नशे	napije
पुकारा	nazvana
पुकारा	zvao
पुकारा	nazvan
पुकारा	pozvala
झंडा	zastava
ग्लास	staklo
आंत	crijevo
आंत	gut
फ़ुट	stopala
फ़ुट	stopa
क्रियान्वयन	implementaciju
सिगार	cigara
यूक्रेन	ukrajina
रुपया	rupi
वाइल्ड	wilde
निसान	nissan
दैत्य	div
दैत्य	čudovište
दैत्य	monster
प्रक्रम	proces
गवाह	svjedoci
गवाह	svjedok
क्रिश्चियन	hrišćanski
क्रिश्चियन	christian
क्रिश्चियन	hrišćanska
क्रिश्चियन	kršćanska
क्रिश्चियन	hrišćanin
क्रिश्चियन	kristijan
पत्रकारों	novinara
पत्रकारों	novinari
मजाक	sala
बेकर	baker
बेकर	becker
कांड	skandal
गर्व	ponosna
गर्व	proud
गर्व	ponosni
क्लोरीन	hlor
संगीतकारों	muzičara
संगीतकारों	muzičari
मिठाई	slatko
मिठाई	desert
मिठाई	sweets
चांद	mjesec
चांद	moon
बदलना	mijenja
बदलना	zamjena
सड़कें	putevi
सड़कें	ceste
सड़कें	ulice
सड़कें	ulica
सड़कें	ulicama
प्रीमियम	premium
घेरा	opsada
घेरा	kružnica
एक्सेस	pristup
एक्सेस	pristupa
एक्सेस	access
सब्जियों	povrće
सब्जियों	povrća
यूएसए	usa
हाथियों	slonovi
स्क्रिप्ट	scenarije
स्क्रिप्ट	scenario
डिजाइनर	dizajner
अग्र	ispred
अग्र	front
बहिष्कार	bojkot
टमाटर	paradajz
टमाटर	paradajz
खरीदारी	nabavku
खरीदारी	kupovina
खरीदारी	kupovinu
फेयर	fer
फेयर	sajam
प्रतीकात्मक	simbolično
शंकु	konusna
शंकु	kupa
वृद्ध	stare
वृद्ध	stara
वृद्ध	staro
वृद्ध	stari
वृद्ध	starije
वृद्ध	starija
वृद्ध	stariji
सिक्का	novčić
सिक्का	novčića
पर्दे	zavjese
घोटाले	skandal
रनों	traje
रनों	teče
ब्रह्मपुत्र	brahmaputra
राजी	raji
राजी	uvjere
उत्कीर्ण	graviranje
आटा	brašna
जासूस	detektiv
जासूस	špijun
जासूस	detektivi
नमस्कार	alo
नमस्कार	halo
कार्यक्षेत्र	opseg
मोटरसाइकिल	motocikala
गल्फ	zaliv
गल्फ	zaliva
अंटार्कटिक	antarktik
अंटार्कटिक	antarktik
खतरों	opasnosti
डैनी	deni
डैनी	danny
बेड़े	flota
किशोरावस्था	tinejdžera
किशोरावस्था	adolescencija
पंद्रह	petnaest
महंगा	skup
प्रबंधित	uspjeli
प्रबंधित	uspjela
प्रबंधित	uspio
मनोरंजक	fun
मनोरंजक	zabava
सजाया	ukrašen
अनगिनत	beskonačno
अनगिनत	bezbroj
सुन्नी	sunitska
आदर्शों	ideale
डिवाइस	uređaj
डिवाइस	uređaji
डिवाइस	uređajima
डिवाइस	uređaji
लियोन	lion
लियोन	leon
हीन	manja
ऑब्जेक्ट	objekat
ऑब्जेक्ट	objekti
पेंटिंग	slikarstvo
सूचियाँ	liste
एमटीवी	mtv
एवरेस्ट	everest
आतंकवादियों	militanata
आतंकवादियों	terorista
आतंकवादियों	teroristi
बकरी	koza
स्विफ्ट	swift
कुर्सी	stolac
कुर्सी	stolica
क्षितिज	horizont
दोहरा	dvostruki
दोहरा	dupla
दोहरा	dvostruko
दोहरा	dvostruke
दोहरा	dvostruku
दोहरा	dvostruka
रैली	skupu
रैली	skup
संविदा	pakt
संविदा	ugovor
शोधकर्ता	istraživač
नेटस्केप	netscape
रॉबिन	robin
बैंगनी	ljubičasti
बैंगनी	ljubičice
बैंगनी	patlidžan
बैंगनी	violet
प्रक्षेपास्त्र	raketa
प्रक्षेपास्त्र	projektil
प्रक्षेपास्त्र	raketa
बीजिंग	peking
स्वैच्छिक	dobrovoljnoj
स्वैच्छिक	dobrovoljnu
स्वैच्छिक	dobrovoljne
स्वैच्छिक	dobrovoljnog
फोटोग्राफी	fotografija
कैलिफ़ोर्निया	kalifornija
धड़	torso
कैलगरी	calgary
पैकेट	packet
साउंडट्रैक	soundtrack
महलों	palata
वार्तालाप	razgovor
वार्तालाप	razgovori
टीले	dine
बुद्धिमान	intelligent
उभरते	nastajanju
फोकस	fokusu
फोकस	fokus
वर्चस्व	dominiraju
वर्चस्व	dominirali
रुझान	trend
रुझान	trendova
रुझान	trendovi
रुझान	trendove
रुझान	trendovima
वेशभूषा	kostim
भागीदार	učesnici
भागीदार	učesnik
स्पेंसर	spencer
अस्पतालों	bolnice
विक्रेताओं	sellers
वान	van
तुर्कमेनिस्तान	turkmenistana
देखिए	vidi
देखिए	jie
देखिए	vide
देखिए	vidjeti
देखिए	see
देखिए	vidimo
रॉबर्ट्स	roberts
क्लाइंट	klijent
क्लाइंट	klijente
क्लाइंट	klijenata
गर्भाधान	oplođenje
गर्भाधान	oplodnju
डायरी	dnevnika
डायरी	dnevniku
डायरी	dnevnik
अपडेट	update
अपडेट	ažurirane
अपडेट	ažuriranja
प्रतिरोधक	otpornik
चैम्पियन	šampion
चैम्पियन	šampion
डेनिस	denise
डेनिस	dennis
डेनिस	denis
जोएल	joel
मैगज़ीन	magazine
मैगज़ीन	časopisa
सीमाएं	ograničenja
शंघाई	šangaj
जहांगीर	jahangir
वाइस	potpredsednik
वाइस	potpredsjednik
वाइस	vice
किट	kit
हिसार	hisar
संस्मरण	memoir
बाप	otac
नग्न	gol
नग्न	gola
नग्न	akt
कार्यभार	zadatke
कार्यभार	zadatak
