spektra	spectre
saņemts	reçues
saņemts	reçus
saņemts	reçue
albānija	albanie
grafika	graphiques
grafika	graphique
grafika	graphismes
grafika	infographie
grafika	graphisme
flora	flora
flora	flore
stabili	stabilité
stabili	écurie
stabili	stables
stabili	stable
svarīgas	importante
svarīgas	important
svarīgas	importantes
svarīgas	importants
pārdod	vends
pārdod	vendre
pārdod	vendues
pārdod	vendus
pārdod	vendue
pārdod	vendu
līgumi	contrats
līgumi	traités
līgumi	accords
grūtniecības	grossesses
grūtniecības	grossesse
pārbaude	vérification
pārbaude	vérifications
pārbaude	essai
pārbaude	test
pārbaude	épreuve
pārbaude	tester
pārbaude	inspections
pārbaude	inspection
pārbaude	cocher
pārbaude	chèque
pārbaude	vérifiez
pārbaude	vérifier
vērtējums	évaluation
vērtējums	valorisation
vērtējums	notation
vērtējums	cotation
vērtējums	cote
vērtējums	évaluation
vērtējums	appréciation
ārpusē	extérieur
ārpusē	dehors
ārpusē	exterieur
astotā	eighth
astotā	huitième
kurss	cours
siltums	chaleur
siltums	thermique
siltums	chauffer
siltums	chaleur
zīmējumi	oeuvres
zīmējumi	artwork
kursā	cours
iemācījies	appris
iemācījies	apprise
iemācījies	apprises
veselība	sante
veselība	santé
minardi	minardi
bengālijas	bengale
apmeklētājiem	visiteur
apmeklētājiem	visiteurs
vēzis	cancer
fia	fia
golfa	golf
telekomunikāciju	télécommunications
telekomunikāciju	télécommunication
telekomunikāciju	télécommunication
sniegums	performance
sniegums	performances
sniegums	rendement
infrastruktūra	infrastructures
infrastruktūra	infrastructure
dzēriens	boisson
dzēriens	bois
dzēriens	boire
dzēriens	verre
dzēriens	boissons
navbox	navbox
tīkli	filets
tīkli	réseaux
relatīvais	relatif
relatīvais	relative
relatīvais	parent
sagatavot	prépare
sagatavot	préparer
sagatavot	préparez
ger}}	ger}}
līdzības	similitudes
līdzības	similarités
līdzības	ressemblances
līdzības	similarité
džimijs	jimmy
definēts	définie
definēts	définis
definēts	définies
definēts	défini
equus	equus
uzbrucēju	agresseur
uzbrucēju	assaillant
mijiedarbības	interaction
mijiedarbības	interactions
mijiedarbības	interactions
protokoli	minutes
protokoli	protocoles
ieradumi	habitudes
starppilsētu	intercity
asa	asa
salīdzinājums	comparatif
salīdzinājums	comparaison
salīdzinājums	comparaisons
rabīns	rabbi
rabīns	rabbin
rabīns	rabin
īres	location
pierādījumi	justificatif
pierādījumi	preuve
pierādījumi	preuves
pierādījumi	preuve
pierādījumi	preuves
futbolisti	footballeurs
pārstāvēt	représenter
pārstāvēt	représentent
karēlijas	carélie
marokas	marocains
marokas	marocain
marokas	marocaine
anete	annette
reģistrācija	enregistrement
reģistrācija	inscription
reģistrācija	enregistrement
reģistrācija	immatriculation
alekss	alex
dzintara	amber
dzintara	ambre
konfederācija	confédération
indukcijas	induction
sampo	sampo
vendu	venda
rūzvelts	roosevelt
tauriņu	butterfly
tauriņu	papillons
tauriņu	papillon
miruši	morts
miruši	morte
miruši	dead
miruši	mort
piedāvāts	offerts
piedāvāts	offertes
piedāvāts	offerte
piedāvāts	offert
ierobežot	restreindre
ierobežot	limiter
ierobežot	limite
ierobežot	limites
ierobežot	limiter
briselē	bruxelles
vagoni	wagons
vagoni	vans
vagoni	fourgons
vagoni	camionnettes
vagoni	autocars
vagoni	entraîneurs
vagoni	coachs
klauss	claus
klauss	klaus
reālā	réel
reālā	réelle
reālā	véritable
reālā	vrai
reālā	vraie
imagesize	imagesize
sasniegta	atteints
sasniegta	atteint
sasniegta	atteint
krustā	crucifié
degunradzis	rhinocéros
degunradzis	rhinocéros
degunradzis	rhino
porcelāna	porcelaine
traģēdija	tragédies
traģēdija	drame
traģēdija	tragédie
nākotni	future
nākotni	futures
nākotni	futur
nākotni	futurs
nākotni	avenir
ieroča	arme
rakstnieki	scénaristes
rakstnieki	auteurs
rakstnieki	écrivains
dokuments	document
siu	siu
bruņotajiem	armés
bruņotajiem	armées
bruņotajiem	armé
dzejolis	poème
izcils	brillant
izcils	brillants
izcils	brillante
izcils	remarquables
izcils	remarquable
izcils	excellents
izcils	excellente
izcils	excellent
auduma	tissu
auduma	tissus
stabilitāti	stabilité
stunda	heure
skulptūru	sculpture
skulptūru	sculptures
skulptūru	sculptures
edu	edu
burgundijas	bourgogne
izstaro	émettant
identitātes	identités
identitātes	identité
piemin	mentionne
piemin	mentions
ekspozīcija	exposition
minimālā	minimales
minimālā	minimum
minimālā	minimal
minimālā	minimale
minimālā	minimums
jēga	signification
jēga	sens
jēga	signifiant
jēga	sens
paraugi	maquettes
paraugi	modèles
paraugi	spécimens
paraugi	échantillons
zobens	sabre
zobens	épée
zobens	glaive
zobens	sabre
smith	smith
smith	forgeron
desmiti	rte
desmiti	dizaines
desmiti	douzaines
desmiti	dizaine
desmiti	dizaines
desmiti	douzaine
benz	benz
benz	benzo
pframe	pframe
sulas	jus
sulas	sape
sulas	jus
sulas	juice
nogādāt	livrer
klusais	pacifique
pastiprina	renforce
teroristu	terroriste
teroristu	terroristes
ciematu	village
akadēmiskais	académiques
akadēmiskais	universitaire
akadēmiskais	universitaires
akadēmiskais	académique
korupcijas	corruption
krēpes	crinière
krēpes	mane
dārzkopības	horticulture
dārzkopības	horticole
dārzkopības	horticoles
dārzkopības	horticole
dārzkopības	horticulture
dārzkopības	horticoles
dārzkopības	jardinage
valdījumā	possession
viesi	invités
viesi	hôtes
turdus	turdus
indiana	indiana
oksīds	oxydes
oksīds	oxyde
civilizācija	civilisation
civilizācija	civilisations
civilizācija	civilisation
atslēga	touche
atslēga	clef
atslēga	clé
atslēga	clefs
atslēga	clés
izplešanās	agrandissement
izplešanās	extension
izplešanās	expansion
skaistas	beau
skaistas	superbe
skaistas	magnifiques
skaistas	magnifique
skaistas	belle
skaistas	joli
skaistas	jolie
skaistas	jolies
cietā	solides
cietā	massif
cietā	solide
pagalmā	cour
sargs	guardian
sargs	tuteur
sargs	gardienne
sargs	gardien
sargs	gardes
sargs	garde
sargs	gardien
sekunžu	secondes
sekunžu	seconds
ivo	ivo
slovēņu	slovène
slovēņu	slovènes
slovēņu	slovène
slovēņu	slovènes
bataljoni	bataillons
spriedumu	jugement
termini	termes
prūsija	prusse
varonību	héroïsme
unikāla	uniques
unikāla	unique
izņēmumi	exceptions
izņēmumi	exception
izņēmumi	dérogations
izņēmumi	exclusions
izņēmumi	exclusion
izņēmumi	exemptions
izņēmumi	dérogations
izņēmumi	exonérations
stratēģiskā	stratégique
stratēģiskā	stratégiques
konstante	constante
konstante	constantes
konstante	constant
konstante	constants
motīvi	motivations
motīvi	motifs
pastāvēšana	existence
saglabāta	enregistré
saglabāta	enregistrée
saglabāta	sauvés
saglabāta	sauvé
saglabāta	sauvegardé
saglabāta	enregistrés
intensitātes	intensités
ungāri	hongrois
skautu	scout
skautu	éclaireur
atkārtot	rétablir
atkārtot	refaire
atkārtot	refait
atkārtot	répéter
atkārtot	répète
atkārtot	répétition
atkārtot	répétez
atkārtot	replay
atkārtot	rejouer
paulu	paulo
mīksts	douce
mīksts	doux
mīksts	douceur
mīksts	douces
mīksts	tendre
mīksts	soft
kampaņa	campagne
konts	compte
slikta	pauvre
slikta	médiocre
slikta	pauvres
slikta	méchant
slikta	bad
slikta	mal
slikta	mauvaise
slikta	mauvais
zina	sait
zina	connait
netieši	indirectes
netieši	indirecte
netieši	indirects
netieši	indirect
netieši	indirectement
netieši	indirectement
dzirde	audition
dzirde	audience
dzirde	ouïe
dzirde	entendre
pelēkās	gris
pelēkās	grise
rafaels	rafael
rafaels	raphaël
skaitās	comtes
lūkas	trappes
lūkas	écoutilles
lūkas	trappe
lūkas	écoutille
lūkas	hatch
komēdijas	comédies
piekrīt	accepte
tipiska	typiques
tipiska	typique
viedokļi	opinions
viedokļi	affichages
viedokļi	vues
efekti	effets
ternopiļas	ternopil
pole	pôle
pole	poteau
pole	pole
pole	polonais
spējīgi	capables
spējīgi	capable
admirālis	amiral
noteikšana	détection
noteikšana	détermination
jaunība	jeunesse
jaunība	jeunes
sat	assise
sat	assis
sat	sat
emi	ime
emi	emi
gilmors	gilmour
rezervē	réserve
rezervē	réserver
serbijā	serbie
pārvarēt	surmonter
pārvarēt	surmonter
pārvarēt	surmonté
apvienots	combiné
apvienots	combinée
apvienots	combinées
apvienots	combinés
apvienots	fusionnées
apvienots	fusionnée
apvienots	fusionnés
apvienots	fusionné
modo	modo
viesis	invité
viesis	invitée
viesis	invités
limited	limitée
limited	limitées
limited	limité
limited	limités
ētika	déontologie
ētika	éthique
aspekti	aspects
aristotelis	aristote
panama	panama
panama	panamá
demokrātija	démocratie
migrācija	émigration
migrācija	migration
migrācija	migrations
dzīvokļu	appartements
atkarīgi	dépendant
atkarīgi	dépendantes
atkarīgi	dépendante
atkarīgi	dépendants
atkarīgi	accro
atkarīgi	accros
atkarīgi	addict
tvaiku	vapeurs
tvaiku	vapeur
tvaiku	vapeurs
fidži	fidji
fidži	fidjien
ēnā	ombre
ēnā	ombrage
ēnā	abat
ēnā	teinte
coca	coca
goes	goes
trūkumi	déficiences
trūkumi	lacunes
trūkumi	carences
trūkumi	insuffisances
trūkumi	défauts
trūkumi	insuffisances
trūkumi	faiblesses
trūkumi	déficiences
trūkumi	lacunes
trūkumi	carences
trūkumi	insuffisances
līdzsvaru	balance
līdzsvaru	solde
līdzsvaru	équilibre
pārliecināts	sure
pārliecināts	sûre
pārliecināts	sûr
pārliecināts	persuadé
pārliecināts	convaincue
pārliecināts	convaincu
pārliecināts	convaincus
konstitūcijā	constitution
interwiki	interwiki
astotais	eighth
astotais	huitième
bagātību	fortune
inovāciju	innovation
uzbrucēji	attaquants
uzbrucēji	assaillants
uzbrucēji	agresseurs
uzbrucēji	offense
slepkava	tueur
slepkava	killer
slepkava	meurtrier
slepkava	meurtrière
slepkava	meurtrier
slepkava	assassin
grunts	fond
tumšs	noir
tumšs	foncé
tumšs	sombre
bremzēšanas	freinage
investīcijas	investissement
investīcijas	investissements
investīcijas	investissements
investīcijas	investissement
pārbauda	vérifie
pārbauda	vérifier
pārbauda	vérifiez
pārbauda	cocher
pārbauda	chèque
pārbauda	vérifiez
pārbauda	vérifier
ženēvā	geneve
ženēvā	genève
patiesība	vrais
patiesība	true
patiesība	vraie
patiesība	vrai
patiesība	véritable
patiesība	verite
patiesība	vérité
ila	ila
ieņēmumi	revenus
ieņēmumi	reçus
ieņēmumi	recettes
ieņēmumi	revenu
ieņēmumi	revenus
ieņēmumi	revenus
ieņēmumi	revenu
ieņēmumi	recettes
iegūšana	acquérir
iegūšana	extraction
iegūšana	acquisition
dārzi	jardins
statujas	statues
bordo	bordeaux
bordo	bourgogne
atļauta	autorisée
atļauta	autorisé
atļauta	autorisés
atļauta	agréé
atļauta	autorisées
atļauta	autorisé
atļauta	autorisés
atļauta	autorisées
atkarīgas	dépendant
atkarīgas	dépendantes
atkarīgas	dépendante
atkarīgas	dépendants
lada	lada
saņemšanas	réception
saņemšanas	reçu
saņemšanas	récépissé
sakramento	sacramento
veikala	boutique
veikala	magasin
vīni	vins
velns	démon
velns	devil
velns	diable
velns	merde
velns	chier
velns	shit
zinu	connaitre
zinu	connaître
zinu	sais
zinu	sachez
zinu	savoir
zinu	zee
taizemes	thaï
taizemes	thaïlandaise
taizemes	thaïlandais
pērtiķi	singes
aizstāt	remplacez
aizstāt	remplacer
aizstāt	remplacement
aizstāt	remplace
apvienošanos	fusions
apvienošanos	concentrations
pārbaudi	cocher
pārbaudi	chèque
pārbaudi	vérifiez
pārbaudi	vérifier
benzola	benzène
slavenais	fameux
slavenais	célèbre
slavenais	célèbres
testa	essai
testa	test
testa	épreuve
testa	tester
sadarboties	collaborent
sadarboties	collabore
sadarboties	collaborer
sadarboties	coopèrent
sadarboties	coopère
sadarboties	coopérer
gatavi	prête
gatavi	pret
gatavi	prêtes
gatavi	prêt
gatavi	prêts
kirils	kirill
kirils	cyrille
izplatīt	distribue
izplatīt	distribuer
amerika	amerique
amerika	amérique
amerika	amérique
amerika	amériques
matricu	matrice
matricu	matrix
vērtīga	précieux
vērtīga	précieuse
lielgabali	canons
toni	toni
toni	tonalité
toni	tonus
sabrukšanas	décomposition
sabrukšanas	désintégration
sabrukšanas	décadence
sabrukšanas	pourriture
emocijas	émotions
emocijas	émotion
emocijas	émotions
emocijas	émotion
palestīnā	palestine
palestīnā	palestinienne
palestīnā	palestinien
izlaist	saut
izlaist	skip
izlaist	ignorer
izlaist	sauter
izlaist	saute
bezkrāsains	incolore
bezkrāsains	incolore
atklājumi	découvertes
zilonis	éléphants
zilonis	elephant
zilonis	éléphant
pakļaut	démasquer
pakļaut	exposer
pakļaut	révéler
pakļaut	dévoiler
izstrādājumi	articles
izstrādājumi	produits
izstrādājumi	préparations
izstrādājumi	préparation
izstrādājumi	préparatifs
misūri	missouri
gatava	prête
gatava	pret
gatava	prêtes
gatava	prêt
gatava	prêts
odzes	vipers
apstrāde	maniabilité
apstrāde	manipulation
apstrāde	manutention
apstrāde	transformation
apstrāde	traitement
apstrāde	traitement
profesionālais	professionnels
profesionālais	professionnelle
profesionālais	professionnel
profesionālais	professionnelles
ķirurģijas	chirurgical
ķirurģijas	chirurgicale
ķirurģijas	chirurgie
silva	silva
novērojamas	observable
novērojamas	observables
frānsiss	frances
frānsiss	françoise
spacex	spacex
traucē	déranger
traucē	entraver
fib	fbi
kampaņā	campagne
ziņots	signalé
ziņots	rapporté
ziņots	signalés
ziņots	signalée
zināja	saviez
zināja	savait
zināja	savais
zināja	savaient
galerijas	galeries
galerijas	galerie
galerijas	gallerie
galerijas	gallery
galerijas	galeries
alise	alice
alise	alise
tops	top
tops	haut
hronoloģija	chronologie
cukuru	sucre
cukuru	sucres
bojājumi	lésions
bojājumi	lésion
uzlabojumi	amélioration
uzlabojumi	améliorations
uzlabojumi	amélioration
uzlabojumi	améliorations
bruņas	blindage
bruņas	armures
bruņas	armure
bruņas	blindage
bruņas	armures
bruņas	armure
eksports	exportations
eksports	exportation
eksports	exportations
eksports	exporter
eksports	exportation
src	src
melodija	jingle
melodija	mélodie
melodija	mélodies
melodija	melody
psihologs	psychologues
psihologs	psychologue
čīle	chilien
čīle	chili
atļaujas	permis
atļaujas	autorisations
atļaujas	autorisations
atļaujas	permissions
zosu	oie
zosu	oies
zosu	oies
partneris	associé
partneris	partenaire
partneris	associée
partneris	partenaires
studio	studio
dūmu	fumer
dūmu	fumée
dūmu	fumées
pensijā	retraite
pensijā	retraités
pensijā	retraite
pensijā	retraité
piesārņojums	contamination
piesārņojums	pollution
polis	polis
polis	pôle
polis	poteau
polis	pole
polis	polonais
valstsvīrs	statesman
taivānas	taiwan
taivānas	taïwan
kombinācijas	combinaisons
arctos	arctos
kaza	chèvre
kaza	bouc
neue	neue
klīniskā	clinique
klīniskā	cliniques
voyager	voyager
zunda	sunda
modelēšanas	modélisation
modelēšanas	modelage
android	android
android	androïde
jpeg	jpeg
kopsavilkums	sommaire
kopsavilkums	récapitulatif
kopsavilkums	résumé
rosbergs	rosberg
sūnu	mousses
sūnu	moss
sūnu	mousse
organizēts	organisé
organizēts	organisés
organizēts	organisée
organizēts	organisées
organizēts	organisé
organizēts	organisés
organizēts	organisée
organizēts	organisées
traģēdijas	tragédies
kļūdaini	erronée
kļūdaini	erronées
kļūdaini	erroné
kļūdaini	faux
kļūdaini	fausse
kļūdaini	false
kļūdaini	fausses
hormonu	hormone
hormonu	hormonaux
alenia	alenia
spīdumu	brillant
spīdumu	brillance
spīdumu	gloss
iekaisuma	incendiaire
iekaisuma	inflammatoire
iekaisuma	inflammatoires
alma	alma
robinsons	robinson
luksemburgā	luxembourg
dzenītis	kingfisher
lidija	lydia
kadrs	ossature
kadrs	cadre
ierobežots	limitée
ierobežots	limitées
ierobežots	limité
ierobežots	limités
ierobežots	limité
ierobežots	restreint
mika	mika
nometnēm	camps
nometnēm	campements
apģērbs	vêtement
apģērbs	habillement
apģērbs	vêtements
apģērbs	vêtement
apģērbs	vêtements
apģērbs	vêtement
izdzīvoja	survécu
proza	prose
internets	internet
tieslietas	justice
tieslietas	loi
tieslietas	droit
taisnība	vrais
taisnība	true
taisnība	vraie
taisnība	vrai
taisnība	véritable
tālumā	afar
mūki	moines
procedūru	procédure
#ffff	#ffff
pārbūve	reconstruction
pārbūve	reconstruire
pārbūve	rebâtir
pārbūve	reconstruire
filiāles	branches
filiāles	succursales
apsolīja	promise
apsolīja	promises
apsolīja	promis
datoram	ordinateurs
datoram	ordinateur
atzīmēts	étiquetés
atzīmēts	identifié
atzīmēts	identifiées
atzīmēts	étiqueté
atzīmēts	marqué
atzīmēts	identifiés
atzīmēts	marquées
atzīmēts	marquée
atzīmēts	marqué
atzīmēts	marqués
atpūšas	reposant
nbc	nbc
sals	gelées
sals	givré
sals	frost
sals	givre
sals	gelée
