perdono	odpuštění
divieto	zákaz
divieto	zákaz
earl	earl
earl	earle
nana	nana
intelligente	chytré
intelligente	chytrý
intelligente	inteligentní
intelligente	chytrá
intelligente	chytré
intelligente	smart
intelligente	chytrý
minoranza	menšiny
minoranza	menšina
navarra	navarre
navarra	pamploně
abraham	abraham
meriti	zásluhy
meriti	zásluh
michail	michail
michelle	michelle
molecola	molekuly
diocesano	diecézní
square	náměstí
square	čtverec
anversa	antverpách
steel	ocelový
steel	ocel
magica	magie
magica	magic
magica	čáry
magica	kouzlo
magica	kouzelné
magica	kouzelná
magica	magický
magica	kouzelný
magica	magické
magica	kouzelné
significative	významná
significative	značná
significative	významné
significative	významný
bacio	líbání
bacio	pusa
bacio	pusu
bacio	kiss
bacio	polibek
spara	střílet
spara	střílí
elisa	eliza
elisa	elisa
rispose	odpovědělo
rispose	odpověděl
rispose	odpověděla
supergigante	veleobr
sensibile	citlivé
sensibile	citlivý
sensibile	citliví
sensibile	citlivá
generico	obecné
generico	obecný
cartoni	kartony
cartoni	lepenka
cartoni	lepenky
guarnigione	garrison
coll	sb
incantesimo	zaklínadlo
incantesimo	kouzlo
incantesimo	zaklínadlo
spade	meče
spade	spade
senna	seine
senna	senna
oliva	olive
oliva	olivový
oliva	oliva
bureau	předsednictvo
bureau	úřad
bureau	předsednictva
orsini	orsini
innocenzo	nevinná
innocenzo	nevinní
innocenzo	nevinný
ramírez	ramirez
medievali	středověké
diamond	diamantový
diamond	diamond
diamond	diamantové
diamond	diamant
mappe	map
mappe	mapy
soccer	fotbal
chang	chang
miniera	můj
miniera	mé
miniera	důl
miniera	moje
umanista	humanistických
umanista	humanista
battute	vtípky
battute	vtipy
determina	určuje
determina	určí
determina	určit
onorario	čestné
onorario	čestná
onorario	čestný
trovate	najděte
trovate	najdi
trovate	najít
selezionato	vybrán
selezionato	vybraná
selezionato	vybráno
selezionato	vybrané
selezionato	vybraný
nido	hnízdo
nido	hnízda
pubblicamente	veřejně
ordinaria	obyčejné
ordinaria	obyčejná
ordinaria	obyčejný
belli	nádhera
belli	nádherná
belli	krásná
belli	krásné
belli	krásný
belli	belli
bundesliga	bundeslize
riso	rýži
riso	rýže
player	hráče
player	hráči
player	přehrávač
player	hráč
volpe	fox
volpe	liška
poker	poker
poker	pokeru
oscura	obskurní
mortale	smrtící
mortale	smrtelný
mortale	smrtelná
mortale	smrtelné
mortale	smrtelná
mortale	smrtelný
mortale	smrtelné
mortale	fatální
mortale	smrtelný
mortale	smrtelník
mortale	smrtelné
mortale	smrtelná
opzione	možnost
strana	divné
strana	divný
strana	zvláštní
interviste	rozhovory
interviste	výslechy
celebrare	slavit
celebrare	oslavit
giovinezza	mládež
giovinezza	mládí
giovinezza	mládeže
guitar	kytara
guitar	kytaru
succeduto	uspěli
succeduto	uspěl
sostituisce	nahradí
sostituisce	nahrazuje
vinti	vyhrála
vinti	vyhráli
vinti	vyhrál
some	nějaké
some	některý
some	někteří
some	některé
some	některým
sommergibile	ponorky
sommergibile	ponorku
sommergibile	ponorka
cantoni	kantonů
denver	denveru
costruttore	stavitel
costruttore	konstruktérem
costruttore	výrobci
costruttore	výrobce
pci	pci
württemberg	württembersko
baptiste	baptiste
toscano	toskánské
vicente	vicente
preparare	připravit
elettrici	elektrická
elettrici	elektrický
elettrici	elektrické
southern	jižní
cicero	cicero
batte	bije
bonifacio	bonifacio
bonifacio	boniface
loira	loire
madison	madison
lupi	vlků
lupi	vlky
lupi	vlci
lupi	vlčí
lupi	vlk
lupi	wolf
abuso	zneužití
abuso	zneužití
abuso	týrání
abuso	zneužívání
capolinea	terminus
moretti	moretti
spiriti	destiláty
spiriti	lihoviny
spiriti	duchové
dirty	špinavý
dirty	špinavé
dirty	špinavá
wisconsin	wisconsinu
gesuita	jezuita
linguista	lingvista
lang	lang
restaurato	zrekonstruované
restaurato	obnovené
restaurato	obnoven
restaurato	obnovena
tunisia	tunisko
joey	joeyho
joey	joey
sophie	sophie
sophie	sophii
povero	chudák
turistico	turistická
turistico	turistické
turistico	turista
rivelazione	zjevení
rivelazione	odhalení
impegnata	obsazeno
impegnata	zaneprázdněn
impegnata	zaneprázdněný
meyer	meyer
sottili	tenké
sottili	tenká
sottili	tenký
sottili	hubená
cmq	btw
spia	špionážní
spia	špión
spia	špion
becco	zobáky
becco	zobák
combustibile	paliva
combustibile	palivo
viso	tvář
viso	obličej
viso	face
fischer	fischer
schiena	zpět
schiena	zpátky
schiena	záda
fiamma	plamen
risparmio	úspor
risparmio	spoření
risparmio	úspory
risparmio	záchrana
risparmio	ukládání
risparmio	úspory
risparmio	záchranu
risparmio	uložení
mercanti	obchodníci
brooks	brooks
dorothy	dorothy
facebook	facebooku
facebook	facebook
sostituendo	nahrazení
motion	návrh
motion	pohybu
motion	pohyb
byron	byron
angiò	anjou
gómez	gomez
gómez	gómez
dotazione	nadační
annie	annie
fianchi	hip
fianchi	kyčle
fianchi	boky
fianchi	boky
bull	býk
bull	bull
finanza	financování
finanza	finance
finanza	financovat
finanza	finance
pressioni	tlak
pressioni	nátlak
pressioni	tlaky
deboli	slabý
deboli	slabá
deboli	slabé
metalli	kovy
metalli	metal
metalli	kov
metalli	kovy
mit	mit
mit	mit
chirurgia	chirurgie
chirurgia	operace
chirurgia	chirurgický
chirurgia	chirurgické
diminuzione	snížený
diminuzione	snížení
diminuzione	snížené
diminuzione	snížená
diminuzione	pokles
diminuzione	snížit
diminuzione	snížení
conferenze	konference
andrés	andrés
seguiti	následovalo
seguiti	následovala
seguiti	sledoval
seguiti	následoval
loc	loc
vulcano	vulkán
vulcano	sopka
vulcano	vulkán
vulcano	vulkánské
sonoro	zvuk
dialoghi	dialogu
dialoghi	dialogy
dialoghi	dialog
dialoghi	dialogy
adelaide	adelaide
radiale	radiální
schmidt	schmidt
ice	ledu
ice	led
ice	ice
molecolare	molekulární
sepoltura	pohřeb
cohen	cohen
tumore	tumor
tumore	nádoru
tumore	nádor
tumore	tumor
tumore	nádoru
tumore	nádor
tumore	rakovina
tumore	rakovinu
tumore	rakoviny
cliente	zákaznice
cliente	zákazník
cliente	klienta
cliente	zákazník
cliente	klient
biografico	biografické
incisa	vyryté
rovina	zničit
brevemente	stručně
brevemente	krátce
break	zlom
break	zlomit
break	pauza
break	přestávka
harvard	harvardu
harvard	harvard
incoronazione	korunovaci
mantello	cape
mantello	mys
mantello	plášť
mantello	plášť
mantello	maskování
angoli	rohy
angoli	úhly
edge	hraně
edge	okraj
edge	edge
duchi	dukes
duchi	duke
duchi	vévoda
sospetti	podezřelá
sospetti	podezřelý
sospetti	podezřelé
sospetti	podezřelí
sospetti	podezřelé
sospetti	podezřelý
sospetti	podezření
sospetti	podezření
sanità	zdraví
sanità	zdravotnictví
sanità	zdravotní
contribuisce	přispívá
contribuisce	přispět
contribuisce	přispívat
tributo	hold
tributo	pocta
approfondimento	prohloubení
imposta	sada
imposta	set
imposta	nastavit
imposta	daně
imposta	daň
imposta	daňové
zhang	zhang
estone	estonské
split	rozdělit
split	split
control	ovládání
control	kontrola
control	kontrolní
control	kontrolu
miti	mýty
miti	mýtů
tigre	tiger
tigre	tygří
tigre	tygr
tigre	tigre
spiegazioni	vysvětlení
spiegazioni	vysvětlení
spiegazioni	vysvětlivky
hudson	hudson
granata	granát
subsp	subsp
bordeaux	bordeaux
provocando	způsobující
provocando	způsobuje
biblioteche	knihovny
biblioteche	knihovna
biblioteche	knihovny
biblioteche	knihovně
biblioteche	knihovnu
amiche	přátelé
amiche	přátel
amiche	kamarádi
amiche	přátele
amiche	přáteli
corolla	corolla
tales	báchorky
tales	povídky
tales	příběhy
tales	pohádky
emiliano	emiliano
mercurio	rtuť
mercurio	mercury
mercurio	rtuti
mercurio	merkur
martirio	mučednictví
piattaforme	plošiny
piattaforme	nástupiště
piattaforme	platformy
piattaforme	plošina
piattaforme	nástupiště
piattaforme	platforma
piattaforme	platformy
piattaforme	platformu
fascio	paprsek
fascio	balík
consisteva	spočívala
uci	uci
aiuti	podpory
aiuti	podpora
missionario	misionář
vasco	vasco
damiano	damien
damiano	damian
damiano	damiano
remake	remake
disturbo	porucha
burton	burton
birmingham	birminghamu
fleming	fleming
determinazione	odhodlání
determinazione	stanovení
determinazione	určení
determinazione	určování
font	písma
font	písmo
cfr	cfr
berlina	sedan
cold	studené
cold	studený
cold	studená
cold	zima
cold	chlad
creek	potoka
creek	potok
creek	creek
suddivisioni	rozdělí
suprema	nejvyšší
metallica	metallica
metallica	kovové
metallica	kovový
tradotta	přeloženo
ruth	ruth
dee	dee
scartamento	obrys
tip	tip
kane	kane
occasionalmente	příležitostné
occasionalmente	příležitostně
occasionalmente	občas
occasionalmente	příležitostně
orléans	orleans
orléans	orléans
complessità	složitosti
complessità	složitost
complessità	složité
complessità	komplexní
complessità	komplex
complessità	složitá
cliff	útes
cliff	cliff
adventure	dobrodružství
rifiutato	odmítnuto
rifiutato	zamítnuto
rifiutato	zamítnuta
rifiutato	odmítnut
rifiutato	odmítnuto
rifiutato	odmítl
rifiutato	zamítnuto
rifiutato	odmítl
rifiutato	odmítli
rifiutato	odmítnuta
chirurgo	chirurg
celebrazione	oslava
celebrazione	oslavy
celebrazione	oslavu
voluta	chtěl
voluta	hledaný
resistere	odolat
ecuador	ekvádoru
sainte	sainte
fiandre	flanders
circondata	obklíčeni
circondata	obklopen
circondata	obklíčení
koch	koch
cox	cox
repubblicana	republikáni
repubblicana	republikán
repubblicana	republikánské
numerazione	číslování
viterbo	viterbo
montevideo	montevideo
soddisfare	uspokojit
cantieri	yardů
cantieri	loděnice
toledo	toledo
paulo	paulo
lanciata	spuštěn
lanciata	zahájena
lanciata	zahájila
segmento	segment
segmento	segmentu
teodoro	theodore
teodoro	teodoro
ass	prdel
ass	zadek
chiusi	uzavřené
chiusi	zavřeno
chiusi	uzavřený
chiusi	zavřené
ginocchio	koleno
ginocchio	kolena
guadagnare	vydělat
guadagnare	zasloužit
guadagnare	vydělávat
guadagnare	vydělávat
sullivan	sullivan
sullivan	sullivanová
wind	vítr
wind	větru
jackie	jackie
turisti	turisty
turisti	turistů
turisti	turisté
mancini	mancini
duetto	duet
duetto	duety
lara	lara
early	časně
early	rané
early	brzy
ellis	ellis
conquistata	dobyl
consorte	manželka
consorte	choť
consorte	choť
chiavi	klíče
chiavi	klávesy
chiavi	klíčky
chiavi	klíče
chiavi	klíčové
chiavi	klíčová
chiavi	klíč
difensiva	obranný
difensiva	obranná
difensiva	obranné
celle	buňky
celle	buňka
celle	cela
celle	cely
celle	buňky
celle	cely
celle	celle
parente	příbuzná
parente	relativně
parente	relativní
parente	příbuzný
magnetico	magnetický
magnetico	magnetické
magnetico	magnetická
vivi	živé
vivi	živá
vivi	živě
vivi	žít
vivi	žij
vivi	live
vivi	živá
vivi	živý
contribuendo	přispívá
contribuendo	přispívající
vandalismo	vandalismus
punizione	potrestání
punizione	trest
punizione	zadržování
punizione	zadržení
martello	hammer
martello	kladivo
martello	martell
rangers	rangers
kingdom	království
