филологических	filologiczny
украшения	ozdoby
правду	prawda
правду	prawdy
уровни	poziomy
уровни	poziomów
организатором	organizatorem
организатором	organizator
организатором	organizatora
священники	kapłani
священники	księży
священники	księża
влиятельных	wpływowych
разнообразие	zróżnicowanie
разнообразие	różnorodności
разнообразие	różnorodność
разнообразие	odmiany
разнообразие	odmianę
разнообразие	odmiana
разнообразие	różnorodność
хирург	chirurg
хирург	chirurga
брони	zbroja
брони	zbroję
брони	zbroi
брони	pancerz
признано	uznane
признано	uznawane
признано	uznany
признано	uznana
признано	rozpoznał
признано	uznany
признано	uznawane
признано	uznane
признано	uznana
патрон	nabój
патрон	wkład
патрон	patron
зомби	zombie
зомби	zombi
зомби	zombie
зомби	zombi
поворот	twist
поворот	obrót
поворот	obrót
царей	carów
гражданства	obywatelstwo
гражданства	narodowość
молитвы	modlitwa
молитвы	modlitw
молитвы	modły
молитвы	modlitwy
ботанический	botaniczny
босния	bośni
босния	bośnia
конечной	ostateczna
конечной	ostateczne
конечной	ultimate
конечной	ostateczny
дэйв	dave
алжир	algierze
алжир	algierii
алжир	algieria
коричневые	brązowa
коричневые	brown
коричневые	brązowe
коричневые	brąz
коричневые	brązowy
саймон	szymon
саймон	simon
нила	neila
нила	neil
нила	nilu
бтр	btr
саид	sayid
саид	syed
саид	powiedział
саид	said
саид	saeed
декан	dean
декан	dziekan
низким	niska
низким	niskie
низким	niski
низким	low
низким	nisko
повсеместно	wszechobecne
повсеместно	wszędzie
повсеместно	wszedzie
феномен	zjawiska
феномен	fenomen
феномен	zjawisk
феномен	zjawisko
феномен	zjawiska
феномен	fenomen
феномен	zjawisko
руды	ruda
руды	rudy
руды	rudy
исправления	korekt
исправления	poprawki
исправления	korekty
электрических	elektryczny
электрических	elektryczne
джеффри	geoffrey
джеффри	jeffrey
блюз	blues
блюз	bluesa
ценные	cenne
ценные	wartościowy
ценные	cenna
ценные	wartościowe
ценные	cenny
эмблемы	godło
нефть	oleje
нефть	oleju
нефть	olej
нефть	oliwa
нефть	naftowa
существенное	znaczne
существенное	znaczące
существенное	znaczny
существенное	znacząca
существенное	znaczący
снег	śnieg
снег	śnieżka
снег	śniegu
виа	via
детройт	detroit
показывать	pokaż
показывать	pokaz
целые	całość
целые	cały
целые	cała
целые	całe
преступников	banitów
преступников	przestępcy
преступников	przestępców
воля	will
воля	willa
воля	będzie
экономии	oszczędnościowe
теннесси	tennessee
дженнифер	jennifer
форд	forda
форд	ford
шар	char
шар	balony
шар	balon
шар	piłkę
шар	ball
шар	piłka
шар	kula
подарок	obecny
подарок	teraźniejszość
подарок	obecni
подарок	obecna
подарок	prezent
подарок	obecne
подарок	prezentu
подарок	podarunek
подарок	prezent
подарок	dar
подарок	prezenty
очко	wynik
очко	punkt
очко	pkt
очко	point
субрегион	podregionu
группировка	frakcji
группировка	frakcja
группировка	ugrupowania
стрелка	strzelec
стрелка	strzałka
стрелка	strzały
стрелка	arrow
стрелка	strzała
жидкость	ciecz
жидкость	płyny
жидкость	płyn
жидкость	płynny
жидкость	ciecz
жидкость	płynne
жидкость	płyn
свойство	własności
свойство	nieruchomości
свойство	właściwość
свойство	własność
свойство	nieruchomość
этаж	piętrze
этаж	piętro
этаж	podłoga
гранди	grandi
гродно	grodno
выполнено	spełnione
выполнено	zrealizowane
выполнено	spełniony
выполнено	spełniona
заявив	stwierdzające
сербов	serbem
сербов	serbów
контекста	kontekst
контекста	kontekście
контекста	kontekstu
тяжести	nasilenie
луга	murawy
луга	łąki
луга	meadows
люксембурга	luksemburgu
люксембурга	luksemburg
люксембурга	luksemburga
соловьёв	sołowjow
курорт	resort
вектор	wektor
горки	coaster
фантастический	fantastyczny
фантастический	fantastyczne
фантастический	fantastyczna
фантастический	fantastycznie
леона	leona
закончить	skończyć
мирное	pokojowe
мирное	pokojowych
мирное	spokojne
мирное	spokojna
саха	saha
присоединение	przystąpienie
присоединение	przystąpienia
присоединение	dołączenie
барабанщик	perkusista
нож	noże
нож	nóż
трудах	pisma
тянет	wyciąga
тянет	ciągnie
акция	działania
акция	czynność
акция	działanie
акция	akcja
изобретение	wynalazek
навыки	umiejętności
навыки	umiejętności
навыки	umiejętność
грубо	niegrzeczny
грубо	rude
грубо	niegrzeczne
бранденбург	brandenburg
уменьшение	obniżka
уменьшение	redukcja
уменьшение	zmniejszenie
уменьшение	zmniejszanie
уменьшение	redukcja
уменьшение	ograniczanie
уменьшение	zmniejszyć
уменьшение	spadek
уменьшение	zmniejszenie
санкции	kar
санкции	kary
санкции	sankcje
санкции	sankcji
санкции	sankcje
физическая	fizyczne
физическая	fizyczna
физическая	fizyczny
ботаника	botaniki
рей	rey
рей	rae
рей	rei
рей	ray
викимедиа	wikimedia
индивидуальные	indywidualny
индивидуальные	indywidualne
индивидуальные	poszczególnych
индивидуальные	indywidualnie
спасение	uratowanie
спасение	oszczędność
спасение	oszczędności
спасение	ratowanie
спасение	zapisywanie
спасение	oszczędzania
спасение	uratować
спасение	ratowanie
спасение	ratunek
спасение	ratunek
спасение	zbawienie
спасение	zbawienia
мичиган	michigan
минас	minas
кросс	krzyż
кросс	krzyżyk
кросс	krzyża
кросс	cross
нельсон	nelson
снимок	zrzut
кисти	szczotki
западное	zachodnia
западное	zachodni
западное	zachodnie
западное	western
фильтр	filtry
фильтр	filtr
герцогиня	księżna
герцогиня	księżnej
электроники	elektronika
квебек	quebec
сотрудничает	współpracuje
колеса	koło
колеса	koła
колеса	felgi
колеса	kółka
колеса	koła
аудио	audio
аудио	dźwięk
лукас	lucasa
лукас	lucas
лукас	łukasz
лукас	lukas
лукас	lukas
лукас	łukasz
пал	pal
пал	kolego
пал	upadły
мужские	samiec
мужские	męskie
мужские	męska
мужские	męski
мужские	mężczyzna
компакт	compact
вычисления	obliczenia
вычисления	obliczeń
вычисления	obliczenie
вычисления	informatyka
продал	sprzedane
продал	sprzedano
продал	sprzedany
продал	sprzedana
акул	rekiny
акул	rekinów
реализм	realizm
химическая	chemikalia
химическая	chemiczne
правильный	poprawna
правильный	prawidłowo
правильный	poprawny
правильный	poprawne
операторов	podmioty
операторов	operatorów
операторов	operatorzy
поляки	polacy
поляки	polonia
поляки	polaków
тереза	therese
тереза	teresa
тереза	teresa
тереза	theresa
держит	trzyma
четверть	kwartał
четверть	kwartale
приобрести	zakup
приобрести	zakupu
приобрести	kupno
приобрести	nabyć
повысить	promować
защищает	chroni
защищает	ochrania
особая	specjalna
особая	specjalny
особая	specjalne
особая	wyjątkowy
особая	szczególne
буддизм	buddyzm
ген	genu
ген	gene
ген	gen
ген	geny
ген	gen
смешанные	zmieszane
смешанные	mieszane
смешанные	mieszana
смешанные	mieszany
смешанные	mieszanej
призы	nagród
призы	nagrody
призы	trofea
адамс	adams
адамс	adamsa
мятеж	bunt
мятеж	buntu
мятеж	bunt
мятеж	buntu
мятеж	rebelii
мятеж	bunt
социальное	społeczna
социальное	towarzyskie
социальное	społeczne
социальное	socjalna
социальное	społeczny
социальное	społecznego
просмотр	przeglądanie
просмотр	przeglądania
просмотр	przeglądać
просмотр	przeglądanie
просмотр	oglądanie
просмотр	wyświetlanie
просмотр	przeglądanie
просмотр	przeglądania
просмотр	widok
просмотр	zobacz
подъёма	samogłoska
максимальное	maksimum
максимальное	maksymalnie
максимальное	maksymalny
максимальное	maksymalna
рика	rick
рика	ricka
рика	rica
телефоны	telefony
неизвестный	nieznany
неизвестный	nieznana
неизвестный	nieznane
социалистов	socjalistów
шарлотта	charlotte
буш	bush
буш	buszu
буш	krzaki
тайвань	tajwan
тайвань	tajwanu
миф	mit
миф	mity
убежище	schronienie
убежище	schronienia
убежище	schron
убежище	schronienie
убежище	sanktuarium
убежище	azylu
убежище	azyl
убежище	schronienie
мышь	myszy
мышь	myszki
мышь	mysz
мышь	myszka
тенденция	trend
тенденция	tendencje
тенденция	tendencja
тенденция	skłonność
тенденция	tendencja
кузьмин	kuźmin
биг	duża
биг	duże
биг	big
биг	wielka
биг	duży
биг	wielki
биг	bih
тезис	tezy
богини	boginie
потребности	potrzebuje
потребности	potrzeby
потребности	potrzeb
потребности	wymagania
потребности	wymogi
автомат	automat
катера	łodzi
катера	łódki
катера	łodzie
кен	ken
кен	kena
дольше	dłuższa
дольше	dłuższy
дольше	dłuższe
дольше	dłużej
подтверждена	potwierdzona
подтверждена	potwierdzam
подтверждена	potwierdzono
подтверждена	potwierdzone
координации	koordynowanie
координации	koordynacja
координации	koordynować
рождество	gwiazdka
рождество	święta
рождество	gwiazdka
ральф	ralf
ральф	ralph
стандартный	standardowy
стандартный	standardowa
стандартный	norma
стандартный	standardowe
стандартный	standard
отделений	biura
отделений	urzędy
отделений	biur
отделений	gałęzie
отделений	gałęzi
отделений	oddziały
сул	sul
поло	polo
чистый	oczyszczony
чистый	oczyszczona
чистый	oczyszczone
чистый	net
чистый	sieć
чистый	siatka
чистый	netto
чистый	czysty
чистый	czysta
чистый	czyste
чистый	czysty
чистый	czysta
чистый	czyste
тепло	upał
тепло	heat
тепло	ciepło
тепло	gorąco
тепло	ciepła
тепло	ciepła
тепло	ciepło
тепло	ciepły
тепло	ciepła
тепло	ciepło
пароход	parowiec
мартинес	martinez
мартинес	martínez
таджикистан	tadżykistan
погода	pogoda
погода	pogody
удаляется	usunięto
удаляется	usunięte
удаляется	usunięta
удаляется	usunięty
суды	sądy
герцогства	księstwo
бака	baka
приобрел	pozyskane
приобрел	zdobyte
приобрел	nabyte
джейми	jamie
джейми	jamiego
предпочитает	woli
предпочитает	preferuje
банкноты	banknoty
банкноты	banknotów
раннее	wczesny
раннее	wczesna
раннее	wcześnie
раннее	wczesne
днепропетровск	dniepropetrowsk
орды	hordy
болота	bagno
болота	bagna
болота	bagna
избегать	unikam
избегать	unikanie
избегать	unika
избегать	uniknąć
избегать	unikać
избегать	unikaj
магистр	magister
окружности	kółka
окружности	okręgi
окружности	kółko
окружности	kręgi
окружности	obwód
соединяет	łączy
пригороде	przedmieścia
пригороде	przedmieściach
пригороде	przedmieścia
празднование	świętowanie
празднование	świętuje
празднование	uroczystości
празднование	obchody
празднование	upamiętnienie
празднование	świętowanie
празднование	uroczystości
празднование	święto
празднование	świętowania
празднование	uroczystość
спорных	kwestionowane
спорных	spór
спорных	sporne
спорных	kontrowersyjne
римлян	rzymianie
римлян	rzymian
длинная	długi
длинная	długa
длинная	długo
длинная	długie
длинная	long
дождь	pada
дождь	deszcz
дождь	rain
рено	renaud
рено	reno
рено	renault
уменьшается	maleje
уменьшается	zmniejsza
уменьшается	maleje
продать	sprzedać
колесо	koło
колесо	koła
федеральное	federalny
федеральное	federalnej
федеральное	federalne
федеральное	federalna
заготовки	zbiory
заготовки	zbiór
заготовки	zbiorów
клиент	klienci
клиент	klienta
клиент	klient
клиент	klientka
клиент	klienta
клиент	klient
клиент	klientka
таллин	tallinn
прибыла	dotarły
прибыла	przybyła
прибыла	przybyli
прибыла	przybył
быков	byków
быков	byki
сохранять	zachować
сохранять	zachowaj
сохранять	uratować
сохранять	zachowaj
сохранять	zapisać
сохранять	zapisz
ударных	perkusja
лингвист	lingwista
шум	hałas
шум	hałasy
шум	hałasu
шум	szum
сталь	stal
сталь	stalowe
сталь	stali
говард	howard
скот	scotta
скот	scott
скот	inwentarz
скот	bydło
выделил	zaznaczone
выделил	podkreślono
выделил	podkreślił
кусок	kawałek
кусок	kawałku
органических	organicznych
органических	organiczne
органических	ekologiczna
органических	organiczny
органических	ekologiczne
серп	sierp
кальция	wapnia
робот	robot
робот	robocie
робот	robota
ева	eva
ева	ewa
ева	ewo
ева	evy
ева	evo
ева	ewa
ева	ewo
ева	eve
ева	ewy
паркер	parkera
паркер	parker
бурбон	bourbon
бурбон	burbon
филиппины	filipiny
восстановлено	przywrócone
восстановлено	przywrócony
восстановлено	przywrócona
заболевание	choroba
заболевание	choroby
заболевание	choroba
заболевание	choroby
ствол	beczka
ствол	lufy
ствол	broń
ствол	pistolet
ствол	gun
шер	cher
справедливо	sprawiedliwy
справедливо	uczciwie
справедливо	targi
справедливо	fair
справедливо	jarmark
тренеров	trenerów
мирза	mirza
запрещены	zakazany
запрещены	zakazana
запрещены	zakazane
братства	bractwa
братства	braterstwo
братства	bractwo
разрушена	zniszczony
разрушена	zniszczona
разрушена	zrujnowany
цифра	cyfra
цифра	rysunek
цифра	figura
отражения	rozważania
отражения	odbicia
отражения	refleksje
неясно	niejasne
кэти	kathy
кэти	cathy
кэти	katy
кэти	katie
либертадорес	libertadores
водителя	kierowca
водителя	sterownik
водителя	kierowcy
лиссабон	lizbona
металлургии	metalurgii
серого	siwy
серого	gray
серого	szary
серого	szara
серого	szare
осуществление	realizacji
осуществление	realizacja
осуществление	wdrożenie
осуществление	wykonanie
осуществление	wdrażanie
величайших	najwspanialszy
величайших	największe
величайших	największy
творческих	kreatywny
творческих	kreatywność
творческих	creative
джорджия	gruzja
джорджия	georgia
спектра	widma
спектра	widmo
спектра	spektrum
норт	północnej
норт	północ
норт	north
домохозяйства	domowych
нести	nosić
нести	nieść
побег	ucieczce
побег	ucieczka
побег	uciec
побег	ucieczka
побег	ucieczki
визита	odwiedziny
визита	wizyta
визита	wizyty
ввод	wejściowe
ввод	wkład
ввод	wejście
ввод	pisanie
ввод	pisać
ввод	wpisanie
ввод	wejdź
ввод	enter
атомов	atomy
атомов	atomów
измерений	pomiary
измерений	pomiarów
документация	dokumentacji
документация	dokumentację
документация	dokumentacja
бордо	bordeaux
спора	sporu
спора	spór
производительность	wykonanie
производительность	skuteczność
производительность	występ
производительность	wydajność
производительность	wydajności
производительность	produktywność
производительность	wydajności
производительность	wydajność
верди	verdi
заняты	zajęta
заняты	zajęte
заняты	zajęty
существенные	znaczne
существенные	znaczna
существенные	znaczny
существенные	znaczący
существенные	znaczne
существенные	znaczące
существенные	znaczny
существенные	znacząca
существенные	znaczący
регент	regent
двигаться	przenoszenie
двигаться	przeprowadzka
двигаться	przeprowadzki
лена	lena
уважение	szacunek
уважение	szacunku
уважение	poszanowanie
уважение	szacunkiem
уважение	szanuje
эскадрилья	eskadra
подтверждаю	potwierdzona
подтверждаю	potwierdzam
подтверждаю	potwierdzono
подтверждаю	potwierdzone
капитаны	kapitanowie
капитаны	kapitanów
воздушная	antena
воздушная	powietrzne
самоубийство	samobójstwo
самоубийство	samobójstwa
давыдов	dawydow
томпсон	thompson
определены	zdefiniowano
определены	zdefiniowane
определены	określonych
определены	zdefiniowana
определены	zdefiniowany
определены	zdefiniowanych
определены	zdecydowana
определены	ustalona
определены	ustalone
определены	zdeterminowany
определены	określone
определены	zdeterminowana
голландский	dutch
голландский	holenderskie
голландский	holenderski
захаров	zacharow
снаряда	pocisk
мемуары	pamiętniki
блокады	blokada
подземный	podziemne
подземный	podziemny
подземный	podziemia
живые	żyjący
живые	żywe
живые	lively
живые	żywa
живые	żywy
живые	żywe
живые	żywy
живые	żyje
живые	żywa
фбр	fbi
винсент	vincent
винсент	vincenta
мар	mar
обитатели	mieszkańców
обитатели	mieszkańcy
рикардо	ricardo
ходил	chodził
ходил	szedł
змей	węże
змей	węża
змей	wąż
змей	węża
змей	wąż
змей	węże
авария	wypadek
авария	awaria
авария	katastrofa
авария	zderzak
авария	crash
вождь	szef
присоединяется	dołącza
миграции	migracja
миграции	migracji
предприниматели	przedsiębiorcy
предприниматели	przedsiębiorcom
предприниматели	przedsiębiorców
квартале	kwartał
квартале	kwartale
включено	włączone
включено	uwzględnione
включено	włączone
включено	włączono
включено	włączony
включено	włączona
костюмы	kostiumy
костюмы	stroje
костюмы	garnitury
костюмы	kombinezony
бан	ban
бан	zablokuj
бан	zakazu
бан	zakaz
бан	bun
повстанцы	powstańców
повстанцы	rebeliantów
повстанцы	rebelianci
повстанцы	buntowników
ромео	romeo
доводы	argumenty
удэ	ude
бронза	brązu
бронза	brąz
редактировать	edit
редактировать	edycja
редактировать	edytuj
шаги	kroków
шаги	stopnie
шаги	etapy
шаги	schody
шаги	kroki
шаги	kroki
вставить	wstawić
вставить	wstaw
вставить	pasta
вставить	wklej
квартет	kwartet
вину	winy
алжира	algierii
алжира	algierii
алжира	algieria
филип	filipa
филип	philip
филип	filip
филип	filip
николя	nicolas
николя	nicola
квалификация	kwalifikacje
квалификация	kwalifikacji
квалификация	kwalifikacje
квалификация	kwalifikacji
сантос	santos
организаторы	organizatorów
организаторы	organizatorzy
организаторы	organizatorów
организаторы	organizatorzy
организаторы	gospodarzy
переводить	tłumaczyć
переводить	przetłumaczyć
переводить	tłumacz
грамотности	alfabetyzacji
коллегами	współpracownicy
коллегами	współpracowników
свод	redd
походы	kemping
походы	turystyka
моряков	marynarze
моряков	marynarzy
моряков	marynarze
моряков	marynarzy
моряков	marynarze
моряков	marynarzy
потеря	utrata
потеря	przegrana
потеря	utrata
потеря	strata
потеря	straty
профессионально	zawodowo
профессионально	profesjonalnie
кентукки	kentucky
получен	otrzymała
получен	otrzymana
получен	otrzymano
получен	otrzymany
получен	otrzymane
французское	francuski
французское	francuska
французское	french
французское	francuskie
имеющихся	dostępny
имеющихся	dostępna
имеющихся	dostępne
секрет	sekret
секрет	secret
секрет	tajne
секрет	tajemnica
электрические	elektryczny
электрические	elektryczne
иерархии	hierarchii
иерархии	hierarchie
камеру	kamery
камеру	aparatu
камеру	kamera
камеру	aparat
этнических	etnicznych
этнических	etniczne
зимы	winters
зимы	zimy
гомель	homel
чужой	obcych
чужой	kosmita
чужой	obce
чужой	obca
чужой	obcy
чужой	nieznajomy
чужой	obcy
излучение	promieniowanie
излучение	promieniowania
принести	przynieść
методика	metodyki
методика	metodologia
методика	metodologii
семян	nasion
семян	nasienie
семян	ziarno
семян	nasiona
прекращено	zakończony
электрический	elektryczny
электрический	elektryczne
электрический	elektryczny
электрический	elektryczne
электрический	electric
комплект	ustaw
комплект	set
комплект	zestaw
комплект	komplet
комплект	zestaw
комплект	kit
чэнь	chen
лоуренс	laurence
лоуренс	lawrence
полицейские	gliny
полицейские	gliniarze
полицейские	policjanci
полицейские	policjantów
полицейские	policjanci
полицейские	policja
полицейские	police
полицейские	policji
утвержден	zatwierdzony
утвержден	zatwierdzono
утвержден	zatwierdzona
утвержден	zatwierdzone
утвержден	zatwierdzonych
префектуре	prefektura
сухопутные	lądowe
сухопутные	naziemne
сухопутные	lądowych
собственная	własne
собственная	własny
собственная	własna
богиня	bogini
проход	przejściu
проход	przejazd
проход	przejście
рид	reid
рид	reida
рид	reed
аппараты	maszyny
созыв	zwołanie
отпуск	urlop
отпуск	wakacji
мэттью	mathew
мэттью	mateusza
мэттью	mateusz
мэттью	maciej
медицинское	medyczna
медицинское	medyczny
медицинское	medyczne
замки	zamki
замки	zamków
замки	zamki
эрнест	ernest
треугольник	trójkąta
треугольник	trójkąt
дональд	donalda
дональд	donald
автоматического	automat
автоматического	automatycznie
автоматического	automatyczne
автоматического	automatyczny
автоматического	automatyczna
мыши	myszki
мыши	myszy
мыши	myszy
мыши	myszki
мыши	mysz
мыши	myszka
лагерей	obozy
лагерей	obozach
реабилитации	odwyk
реабилитации	rehabilitację
реабилитации	rehabilitacji
симона	simone
симона	simona
рик	rick
рик	ricka
рик	ric
оригинальная	oryginalna
оригинальная	pierwotnym
оригинальная	oryginalny
оригинальная	oryginał
оригинальная	oryginalne
богатый	bogata
богатый	bogate
богатый	rich
богатый	bogaty
богатый	bogata
богатый	bogaty
грэм	graeme
грэм	grahama
грэм	graham
необходимое	niezbędny
необходимое	konieczny
необходимое	konieczna
необходимое	niezbędne
необходимое	konieczne
призыв	odwołania
призыв	apel
призыв	odwołanie
чехов	czechowa
ибрагим	ibrahim
протокола	protokołu
протокола	protokoły
протокола	protokół
толедо	toledo
канадская	kanady
канадская	kanadyjski
послов	ambasadorów
ходит	spacery
моисей	moses
моисей	mojżesz
моисей	mojżesza
моисей	musa
предки	przodków
предки	przodkowie
дайте	dawać
дайте	dajesz
дайте	daj
записано	zarejestrowany
записано	rejestrowane
записано	zapisane
записано	zarejestrowane
записано	nagrane
теоретические	teoretyczne
корень	korzenie
корень	korzeń
корень	root
корень	pierwiastek
черный	czarna
черный	czarne
черный	black
черный	czerń
черный	czarny
коллегой	odpowiednik
аполлон	apollo
кении	kenii
иностранный	zagraniczny
иностранный	zagranicznych
иностранный	obce
иностранный	zagraniczna
иностранный	zagraniczne
шансы	szanse
шансы	szanse
раса	wyścig
раса	rasy
раса	race
раса	rasa
точные	dokładne
точные	precyzyjnie
точные	precyzyjne
точные	dokładny
точные	dokładna
точные	dokładne
точные	dokładna
точные	dokładny
обещал	obiecano
обещал	obiecane
обещал	obiecała
обещал	obiecałem
обещал	obiecał
ближнем	środek
ближнем	środkowy
ближнем	środkowa
бондаренко	bondarenko
решительно	stanowczo
решительно	silnie
непрерывно	stale
непрерывно	nieustannie
непрерывно	nieprzerwanie
непрерывно	ciągła
непрерывно	ciągłe
непрерывно	ciągły
непрерывно	ciągłego
прованс	provence
определять	określić
опасных	niebezpiecznie
опасных	niebezpieczne
опасных	niebezpieczna
опасных	niebezpieczny
опасных	niebezpiecznych
опасных	niebezpieczne
опасных	niebezpieczna
опасных	niebezpieczny
недопустимо	niedopuszczalne
недопустимо	niedopuszczalne
недопустимо	niedopuszczalny
филиппин	filipiny
филиппин	filipińskie
предпринимателей	przedsiębiorcy
предпринимателей	przedsiębiorcom
предпринимателей	przedsiębiorców
пятое	piątej
пятое	piąte
пятое	piąta
пятое	piąty
подозрения	podejrzenia
подозрения	podejrzenie
подозрения	podejrzenia
подозрения	podejrzenie
подозрения	podejrzeń
шеф	kucharz
шеф	szef
исчезает	zniknie
исчезает	znika
исчезает	znikają
исчезает	znikać
исчезает	znika
исчезает	zniknięcie
фестивалей	festiwale
физически	fizycznie
инди	indie
инди	indy
пособия	podręczniki
пособия	zasiłki
пособия	korzyści
пособия	świadczenia
покрытием	powlekane
покрытием	pokryte
активисты	działaczy
активисты	aktywistów
ничто	nic
новость	aktualności
новость	wieści
новость	nowości
новость	wiadomości
новость	news
новость	historia
новость	story
новость	opowieść
новость	zdarzenie
новость	opowiadanie
вводит	wprowadza
чешской	czech
чешской	czeski
чешской	czeskiej
чешской	czeskie
чешской	czeska
идеология	ideologii
идеология	ideologie
вилла	willa
вилла	villa
нейтральной	neutralny
нейтральной	obojętny
нейтральной	neutralne
тень	cieniu
тень	cienia
тень	shadow
тень	cień
тень	odcień
тень	cienia
тень	cieniu
тень	cień
предоставление	przyznania
предоставление	przyznawanie
предоставление	przyznanie
предоставление	udzielanie
рассуждения	rozumowanie
терминал	terminal
упор	podkreślenie
упор	nacisk
племен	plemion
племен	plemiona
племен	szczepy
племен	plemienia
активистов	działaczy
активистов	aktywistów
консоли	konsola
консоли	konsoli
консоли	konsolę
бин	bin
бин	fasola
бин	bean
тепла	upał
тепла	heat
тепла	ciepło
тепла	gorąco
тепла	ciepła
тепла	ciepła
тепла	ciepło
традиционная	tradycyjnie
традиционная	tradycyjne
традиционная	tradycyjna
традиционная	tradycja
традиционная	tradycyjny
традиционная	tradycyjnych
купол	kopuły
купол	dome
купол	kopuła
миссисипи	missisipi
миссисипи	mississippi
конкуренции	rywalizacja
конкуренции	zawody
конкуренции	konkurencja
конкуренции	konkurs
конкуренции	konkurencji
бернард	bernard
симферополь	symferopol
смита	smitha
смита	smith
маска	masce
маска	maski
маска	maskę
маска	maska
дели	delhi
обширные	rozległe
обширные	obszerne
увеличивает	zwiększa
увеличивает	podwyżki
киров	kirow
ионов	jonów
референдум	referendum
пейзаж	krajobraz
пейзаж	krajobrazy
задних	tylny
задних	tyły
задних	tylne
задних	tył
задних	tylna
принимая	wzięcie
принимая	branie
принимая	biorąc
принимая	przyjmowanie
платить	płacić
платить	płacenie
платить	płaci
платить	zapłacić
враги	wróg
враги	wrogowie
враги	wroga
враги	wrogów
враги	wrogowie
мексиканский	meksykanie
мексиканский	meksykańskie
мексиканский	meksykański
мексиканский	meksykańska
кошки	kotów
кошки	kotki
кошки	koty
исход	exodus
протесты	protest
протесты	protestu
протесты	protesty
протесты	protesty
строка	wiersz
строка	linia
строка	line
строка	linii
строка	sznur
строка	łańcuch
строка	strun
строка	sznurek
строка	rząd
строка	wiersz
строка	row
требовал	zażądał
соломон	salomon
соломон	solomon
соломон	salomona
сторонник	kibic
мягко	miękko
мягко	łagodnie
мягко	łagodnie
мягко	delikatnie
альбрехт	albrecht
публикует	publikuje
передние	front
передние	przodu
передние	przód
миров	światy
миров	światów
колебания	wahania
колебания	wahania
колебания	wahania
томе	tomé
помогло	pomogły
помогло	pomogło
помогло	pomógł
молдова	mołdawii
молдова	mołdawia
листов	arkusze
листов	pościel
листов	arkuszy
мэй	majowe
мэй	maja
мэй	może
мэй	majowy
мэй	maj
мэй	mae
мэй	mei
трофей	trophy
трофей	trofea
трофей	trofeum
бригад	brygady
содержащих	zawierająca
содержащих	zawierającej
содержащих	zawierający
содержащих	zawierające
оксана	oksana
спасителя	zbawiciela
спасителя	odkupiciela
сохраняет	oszczędza
сохраняет	ratuje
сохраняет	zapisuje
призрак	ghost
призрак	duchu
призрак	duch
призрак	phantom
призрак	widmo
акцент	podkreślenie
акцент	nacisk
акцент	akcent
текущее	prąd
текущее	bieżące
текущее	aktualne
текущее	bieżący
текущее	aktualny
ожидания	oczekiwania
ожидания	oczekiwań
ожидания	oczekiwania
ожидания	oczekiwanie
ранены	ranni
ранены	ranny
ранены	ranna
ранены	ranna
ранены	ranny
ранены	zraniony
ранены	ranni
пациента	pacjentka
пациента	pacjenta
пациента	cierpliwy
пациента	pacjent
серые	siwy
серые	gray
серые	szary
серые	szara
серые	szare
серые	siwy
серые	szary
серые	szara
серые	szare
серые	grey
восприятие	postrzeganie
восприятие	postrzeganie
джоан	joan
джоан	joanna
помогли	pomogły
помогли	pomogło
помогли	pomógł
самец	samiec
самец	męskie
самец	męska
самец	męski
самец	mężczyzna
хелен	helene
хелен	helena
хелен	helen
симптомы	symptomy
симптомы	objawami
симптомы	objawy
лошадь	konia
лошадь	horse
лошадь	konie
лошадь	koń
лошадь	koniu
ника	nick
ника	nicka
ника	nika
солнечный	słoneczna
солнечный	słoneczny
солнечный	słoneczne
диана	diana
диана	diane
уэйн	wayne
уэйн	łukasz
вернер	verner
вернер	werner
арабские	arab
арабские	arabskie
арабские	arabski
арабские	arabskich
коммерческие	komercyjny
коммерческие	komercyjne
даллас	dallas
миллиардов	miliardów
миллиардов	miliardy
завершение	zakończenia
завершение	wypełnianie
завершение	zakończenie
завершение	wypełnienie
завершение	ukończenie
завершение	kończy
испанцы	hiszpanie
атаковал	zaatakowana
атаковал	zaatakowany
атаковал	zaatakował
атаковал	zaatakowano
джесси	jessie
джесси	jessie
джесси	jesse
хуана	juan
хуана	juana
временные	tymczasowy
временные	tymczasowo
временные	tymczasowa
временные	tymczasowe
временные	czasowe
