terapie	terapi
roz	roz
rasy	balapan
rasy	ras
náhrobek	nisan
náhrobek	tombstone
geologické	geologis
nepřítel	enemy
nepřítel	musuh
nepřítel	musuh
odmítnutí	penolakan
přijímat	menerima
stalin	stalin
babička	nenek
babička	granny
babička	nenek
babička	grandma
trénoval	dilatih
trénoval	dilatih
trénoval	terlatih
evoluce	evolusi
evoluce	evolution
schopná	mampu
familia	familia
přítelkyně	pacar
costa	costa
costa	kosta
astronaut	astronot
účinné	efisien
účinné	efektif
buffalo	kerbau
buffalo	cengkeh
buffalo	buffalo
zachrání	simpanan
zachrání	menghemat
zachrání	menyimpan
houba	sponge
houba	spons
houba	jamur
houba	jamur
informatiky	informatika
byty	apartement
byty	apartemen
byty	flat
zneužití	menyalahgunakan
zneužití	penyalahgunaan
zneužití	pelecehan
zneužití	penyalahgunaan
kapitol	capitol
kapitol	bab
prachu	dust
prachu	debu
havárie	kecelakaan
havárie	hse
havárie	tabrakan
havárie	crash
havárie	kecelakaan
havárie	tabrakan
havárie	macet
havárie	crash
havárie	kecelakaan
kennedy	kennedy
paes	paes
miles	miles
miles	mil
poroty	juri
vlhké	lembab
vlhké	lembab
poslání	mission
poslání	misi
křížek	salib
křížek	lintas
křížek	cross
křížek	palang
rozměr	dimensi
rozměr	dimension
spojence	sekutu
spojence	ally
spojence	sekutu
kotle	boiler
kotle	ketel
vězeň	tawanan
vězeň	tahanan
vězeň	narapidana
vězeň	napi
mléka	susu
mléka	susunya
lloyd	lloyd
lloyd	llyod
oslo	oslo
cohen	cohen
homer	homer
proměnných	variabel
maxim	maxim
kláštery	biara
rovné	straight
rovné	lurus
rovné	sama
rovné	setara
rovné	sederajat
sekvence	urutan
prohlížeč	penampil
prohlížeč	pemirsa
prohlížeč	penonton
prohlížeč	peramban
prohlížeč	browser
marion	marion
zažil	mengalami
zažil	berpengalaman
ekonomicky	ekonomis
splnit	penuhi
splnit	memenuhi
splnit	penuhilah
binární	binari
binární	biner
meče	pedang
jeskyní	gua
utekl	lolos
seminář	lokakarya
seminář	workshop
seminář	bengkel
seminář	seminar
fanoušky	fans
fanoušky	penggemar
výkonný	executive
výkonný	eksekutif
požadované	diminta
požadované	meminta
požadované	diwajibkan
požadované	diperlukan
požadované	diharuskan
požadované	wajib
požadované	dibutuhkan
oltáři	altar
oltáři	mezbah
politici	politisi
politici	politikus
natrvalo	permanen
problematické	bermasalah
uzavřený	ditutup
uzavřený	tertutup
uzavřený	tutup
uzavřený	closed
hlaváčková	hlaváčková
rozchod	putus
terminál	terminal
vodopád	waterfall
hansen	hansen
lockheed	lockheed
jede	jed
čaj	teh
čaj	tea
simpsonovi	simpsons
lovci	pemburu
operátor	operator
torpédoborec	destroyer
torpédoborec	perusak
torpédoborec	penghancur
životy	nyawa
životy	lives
železnic	apian
připomínky	pengamatan
připomínky	komentar
námitky	keberatan
námitky	keberatan
nsdap	nsdap
čištění	kebersihan
čištění	pembersihan
čištění	pembersih
čištění	membersihkan
originál	asli
originál	original
irc	irc
mirnyj	mirny
