kneževine	principados
uvala	bay
utvrđivanje	determinando
utvrđivanje	determinante
utvrđivanje	determinar
utvrđivanje	determinación
zabranio	prohibió
očigledno	obvio
očigledno	obvia
očigledno	obvias
očigledno	evidente
ponos	orgullo
ponos	pride
cole	cole
fosila	fósil
fosila	fósiles
mozaik	mosaico
mozaik	mosaicos
sitne	petty
sitne	mezquino
sitne	mezquina
marsh	marismas
marsh	pantano
marsh	marsh
graz	graz
složene	plegado
složene	doblado
složene	doblada
komponenta	componente
matične	tallo
podružnica	subsidiaria
podružnica	subsidiarias
podružnica	dependiente
podružnica	subsidiario
podružnica	filial
zamisli	imagínate
zamisli	imagina
zamisli	imaginar
zamisli	imagine
naslovi	leyendas
naslovi	titulares
naslovi	encabezados
naslovi	títulos
uvid	perspicacia
kažnjen	castigada
kažnjen	castigado
kažnjen	castigados
kažnjen	castigada
sonata	sonata
ocjene	grados
novaka	novak
novaka	novatos
novaka	reclutas
novaka	recluta
madrida	madrid
cbs	cbs
štap	stick
štap	palo
oštećenje	daños
oštećenje	daño
balkana	balcanes
urbana	urbanas
urbana	urbana
urbana	urbano
urbana	urban
urbana	urbanos
castle	castillo
romane	romana
romane	roman
romane	romanos
romane	romano
romane	román
romane	novelas
ratove	guerras
platanthera	platanthera
zvijeri	beast
zvijeri	bestia
zvijeri	bestias
jurij	yuri
elektronički	electrónicos
elektronički	electrónico
elektronički	electrónica
elektronički	electrónicas
elektronički	electronic
elektronički	electrónicamente
carmen	carmen
zube	muelas
zube	dentadura
zube	diente
zube	dientes
wheeler	wheeler
nigra	nigra
uspona	ups
ostvaren	cumplida
ostvaren	logrado
ostvaren	alcanzada
ostvaren	alcanzados
ostvaren	logrado
ostvaren	alcanzado
oslobođeni	liberada
oslobođeni	liberados
oslobođeni	liberadas
oslobođeni	liberado
oslobođeni	liberó
oslobođeni	liberados
oslobođeni	liberada
oslobođeni	liberado
julius	julio
sant	sant
naboj	cargos
naboj	cargo
naboj	carga
loza	vine
loza	viña
loza	vid
loza	vides
loza	viñas
alcock	alcock
albume	álbumes
aleksandr	aleksandr
jednaki	equal
jednaki	iguales
jednaki	igual
jednaki	iguales
jednaki	equivale
indoneziji	indonesia
indoneziji	indonesio
oklopna	blindados
oklopna	blindado
oklopna	blindados
oklopna	blindado
vijećnica	concejal
bjeloruski	bielorruso
bjeloruski	belarús
bjeloruski	bielorrusia
utvrđeni	fortificada
bugari	búlgaros
pozadina	trasfondo
pozadina	antecedentes
pozadina	fondo
izumiranja	extinción
helsinkiju	helsinki
naočale	lentes
naočale	vidrios
naočale	gafas
naočale	vasos
naočale	copas
partneri	partners
partneri	asociados
partneri	colaboradores
partneri	socios
partneri	compañeros
terapije	terapia
piloti	pilotos
boheman	boheman
otočića	islotes
alija	alí
alija	ali
olimpija	olimpija
sivi	gray
sivi	gris
sivi	grises
sivi	canas
sivi	gris
sivi	grey
sivi	grises
temeljito	minucioso
nasilno	violentamente
nasilno	violento
nasilno	violentas
nasilno	violentos
nasilno	violenta
sirije	siria
luther	luther
luther	lutero
uhvatiti	captura
uhvatiti	atrapar
uhvatiti	capturas
uhvatiti	capturan
uhvatiti	capturar
uhvatiti	captura
uhvatiti	capturas
xbox	xbox
reputaciju	fama
reputaciju	renombre
reputaciju	reputación
siva	gray
siva	gris
siva	grises
siva	canas
siva	gris
siva	grey
siva	grises
deklaracija	declaración
wells	pozos
wells	wells
harvard	harvard
gubici	pérdidas
gubici	perdidas
coelotes	coelotes
gardner	gardner
povlastice	privilegios
povlastice	privilegio
povlastice	atribuciones
povlastice	prerrogativas
povlastice	ventajas
povlastice	prestaciones
povlastice	beneficios
phillips	philips
phillips	phillips
spencer	spencer
žensko	mujer
žensko	hembra
žensko	hembras
žensko	femenino
poslovanje	empresa
poslovanje	negocio
poslovanje	negocios
skijaš	esquiador
orbitu	órbita
orbitu	orbita
svetozar	svetozar
break	break
break	descanso
break	romper
primarna	primario
primarna	primarias
primarna	primarios
primarna	primaria
zarada	ganancia
zarada	beneficio
zarada	provecho
zarada	ganancias
zarada	beneficios
zarada	ingresos
zarada	ganancias
zarada	utilidades
zarada	ganancias
zarada	beneficios
nivo	nivel
nivo	level
meadow	prado
meadow	pradera
jana	jan
jana	enero
jana	ene
jana	jana
jedinstveno	únicos
jedinstveno	único
jedinstveno	unica
jedinstveno	única
jedinstveno	únicas
olovo	liderar
olovo	plomo
pag	pag
ostavi	dejar
kanadu	canadá
oceaniji	oceana
tvorac	hacedor
tvorac	maker
tvorac	creador
tvorac	creadora
tvorac	creador
notropis	notropis
napušten	abandonadas
napušten	abandonada
napušten	abandonado
napušten	abandonados
preživjela	sobrevivientes
preživjela	sobreviviente
preživjela	superviviente
preživjela	survivor
kolegama	colegas
kolegama	compañeros
mia	mia
mia	mía
odabran	seleccionados
odabran	seleccionado
odabran	seleccionada
odabran	seleccionadas
melfi	melfi
lam	lam
hoda	caminar
hoda	caminando
hoda	pasear
hoda	paseando
hoda	caminatas
hoda	camina
hoda	paseos
svile	seda
smijenjen	despedido
žile	venas
žile	naves
žile	barcos
žile	buques
žile	vasos
žile	recipientes
žile	embarcaciones
vriesea	vriesea
div	gigante
div	giant
div	gigantes
div	div
stefana	esteban
stefana	stefan
neboder	rascacielos
ostavljajući	abandonando
ostavljajući	saliendo
ostavljajući	dejando
sredina	middle
sredina	centro
sredina	centre
sedma	séptima
sedma	séptimo
sharp	afilada
sharp	sharp
sharp	agudo
sharp	afilado
rušenje	demoliciones
rušenje	derribo
rušenje	demolición
glasovi	votos
glasovi	votaciones
glasovi	voces
glasovi	voices
urednici	redactores
urednici	editores
prostorno	espaciales
prostorno	espacial
ljubomir	ljubomir
podnijeti	manija
podnijeti	asa
podnijeti	manejar
podnijeti	presentar
podnijeti	someter
podnijeti	enviar
stao	parado
mason	albañil
mason	mason
mirovina	jubilación
mirovina	retiro
mirovina	pensión
mirovina	pensiones
mirovina	pension
vatikan	vaticano
pobunjenici	rebeldes
uspostavi	establecer
parkovi	parques
kung	kung
viridis	viridis
carice	emperatriz
mornar	marinero
mornar	marinera
mornar	marino
maksimir	maksimir
lucius	lucio
granate	obuses
granate	proyectiles
granate	conchas
granate	cáscaras
granate	granadas
granate	granada
che	che
zahtijevao	exigido
zahtijevao	exigió
cvijeće	flores
kratera	cráteres
kratera	cráter
buffalo	búfalos
buffalo	búfalo
buffalo	buffalo
vežu	obligar
licence	licencias
hal	hal
tumačenja	interpretaciones
nacionalizam	nacionalismo
predstavljali	representado
predstavljali	representada
predstavljali	representados
predstavljali	representadas
prethodna	anterior
prethodna	previo
prethodna	anteriores
prethodna	previos
carolina	carolina
puerto	puerto
herman	herman
tursko	turcos
tursko	turco
tursko	turca
tursko	turquía
benfica	benfica
seta	conjuntos
seta	sets
redovnik	monje
islamski	islámico
islamski	islámica
islamski	islámicas
islamski	islámicos
jeste	did
jeste	hizo
asteroida	asteroide
asteroida	asteroides
asteroida	asteroides
vrta	jardín
vrta	jardinería
vrta	jardin
označavanje	etiquetado
označavanje	etiquetar
struke	profesión
prikazane	exhibido
prikazane	mostrados
prikazane	mostrado
iznose	montantes
iznose	montos
iznose	importes
iznose	cantidades
šesta	sexto
šesta	sexta
omogućeno	habilitado
omogućeno	habilitada
omogućeno	activada
omogućeno	activado
nil	neil
nil	nilo
chu	chu
glenn	glenn
aljaska	alaska
specifičan	específicas
specifičan	específicos
specifičan	específica
specifičan	especifico
specifičan	específico
anglo	anglosajón
anglo	anglo
demokracija	democracia
čimbenik	factor
modul	módulo
modul	modulo
modul	módulos
uništava	destruyendo
uništava	destruir
uništava	destruye
koplja	jabalina
koplja	lanzas
koplja	spears
koplja	lanza
materije	materia
tenor	tenor
rap	rap
uhićenja	arrestos
uhićenja	detenciones
berlina	berlin
berlina	berlín
savi	savi
grafika	gráfica
grafika	gráfico
grafika	gráficos
grafika	gráficas
trofeja	trofeos
nana	nana
nana	nanna
antoine	antoine
strasti	pasiones
strasti	pasión
strasti	pasion
mustela	mustela
prosvjeda	protestas
uočio	descubierta
uočio	visto
uočio	manchado
mont	mont
tribine	gradas
nataša	natasha
nataša	natalia
matej	matthew
matej	mateo
kamiona	camiones
kamiona	carretillas
steel	acero
steel	aceros
lily	lirio
lily	lirios
lily	lily
dvorištu	patio
dvorištu	yard
dvorištu	yarda
dvorištu	patio
alonso	alonso
reed	reed
reed	caña
agardh	agardh
kira	kira
inka	inca
inka	incas
inka	inca
palo	palo
