את	你
דיוק	精確
דיוק	精確度
דיוק	精密
דיוק	準確性
דיוק	精確度
דיוק	精度
דיוק	準確度
נפגע	傷害
ביטוח	投保
ביטוח	保險費
ביטוח	保險
פרצה	漏洞
מגע	touch
מגע	摸
מגע	觸碰
מגע	觸控
מגע	觸動
מגע	接觸
מגע	聯絡
ביקור	探視
ביקור	探訪
ביקור	參觀
ביקור	訪問
ביקור	造訪
ביקור	來訪
ביקור	拜訪
תקציר	概要
תקציר	簡短
נישואים	結婚
נישואים	婚姻
נישואים	婚姻
רגילה	定期
רגילה	經常
רגילה	普通
רגילה	平凡
רובה	槍支
רובה	槍
רובה	炮
רובה	步槍
הנחה	折扣
הנחה	優惠
הנחה	假設
הנחה	假定
רבקה	rebecca
טייסת	中隊
העובד	僱員
העובד	員工
העובד	職工
וו	宇
וו	禹
חורף	winter
חורף	冬
חורף	冬季
חורף	冬天
הגרעין	核
הגרעין	核心
ניווט	航行
ניווט	導航
ניווט	導航
משרת	管家
משרת	傭人
משרת	服務
משרת	發球
עובדת	工程
עובדת	作品
עובדת	工作
הענק	巨人
הענק	巨
הענק	巨型
הכלי	工具
מזל	幸運
מזל	運氣
אסון	災害
אסון	災難
מודע	自覺
ריי	雷
ריי	ray
העמק	河谷
העמק	谷
העמק	山谷
העמק	谷地
ונציה	威尼斯
האטלנטי	大西洋
קשורה	捆綁
קשורה	被綁
קשורה	相關
קווים	線條
קווים	線
מעורבים	混合
סמכויות	權力
אדומים	紅
אדומים	red
אדומים	紅色
מסוף	終點站
מסוף	終端
מסוף	終端機
לכלול	排除
תוספת	補充
תוספת	額外
תוספת	多餘
התשיעי	第九
הקשת	弓
הקשת	鞠躬
פרדריק	frederic
מסמכים	論文
אפקט	特效
אפקט	效果
אפקט	效應
מוקד	派遣
ציד	獵
ציד	狩獵
ציד	打獵
סקר	投票
סקר	調查
סקר	問卷調查
תגובות	反應
תגובות	心情
תגובות	評論
תגובות	意見
הוד	hood
תוקף	有效性
נפח	體積
נפח	音量
נפח	鐵匠
משתמשת	使用
לחוף	上岸
תופים	鼓聲
תופים	鼓
החצר	院子
החצר	庭院
החצר	院子
החצר	碼
החצר	庭院
באוויר	空中
באוויר	空降
תקליטים	紀錄
תקליטים	記錄
התנגד	抵制
התנגד	抗拒
לתפוס	接住
רגשות	反應
רגשות	心情
רגשות	情感
רגשות	感情
רגשות	情緒
רגשות	感受
רגשות	感情
הדר	柑橘
הדר	hadar
נפרדים	分離
הסורי	敘利亞
מקביל	並行
מקביל	平行
זוהר	發光
זוהר	光芒
זוהר	螢光
זוהר	發光
מנהג	習慣
מנהג	定制
מנהג	自訂
מרוקו	摩洛哥
שנתי	每年
נקבר	埋
נקבר	埋葬
פו	坡
איום	威脅
איום	威脅
תותח	大炮
תותח	砲
תותח	大砲
תותח	炮
צמד	duo
מזרחה	東
מזרחה	東部
מזרחה	東方
מזרחה	東區
העורך	編輯
מקובלת	接受
השחרור	解放
משטרה	警方
משטרה	警務
משטרה	警察
אייר	空中
אייר	air
אייר	航空
אייר	空氣
ידידות	友情
ידידות	友誼
מערבה	西邊
מערבה	西
מערבה	西方
מערבה	西部
השכלה	教育
השכלה	學歷
מקרי	隨機
קרים	冷冷
קרים	寒冷
קרים	冷
שתיים	兩
שתיים	兩個
שתיים	二
משולש	三角形
משולש	三角
משולש	三角形
משולש	三角
נהרות	河流
להשפיע	搖擺
כישלון	失敗
קידום	推廣
קידום	促銷
קידום	晉升
קידום	促進
נציג	代表
כנסייה	教會
כנסייה	教堂
תיירות	旅遊
תיירות	觀光客
תיירות	遊客
תיירות	遊客
תיירות	旅遊
שיחת	對話
לוחם	戰士
לוחם	勇士
לוחם	拳手
לוחם	鬥士
קורט	kurt
קורט	curt
רכבות	鐵路
רכבות	鐵道
רכבות	火車
רכבות	列車
הפסד	滅失
הפסד	虧損
הפסד	損失
הפסד	喪失
מכ	雷達
מורכבים	復合
מורכבים	合成
מורכבים	複雜
המוסלמי	穆斯林
למכור	賣
למכור	出售
קושי	困難
קושי	難度
מאזן	平衡
מאזן	結餘
מאזן	均衡
מאזן	餘額
אבנים	岩
אבנים	岩石
מהגרים	移民
מהגרים	移民
הכתובת	地址
הכתובת	住址
רישום	註冊
רישום	登記
רישום	登記處
רישום	上市
נמלט	逃犯
דר	der
ניתנה	准予
מחאה	抗議
פולנים	極地
המפה	地圖
מעדיף	偏好
קבצים	文件
קבצים	檔案
חקלאות	農耕
חקלאות	耕作
חקלאות	務農
חקלאות	農業
חקלאות	農業
שליחים	信使
יואל	joel
מכהן	主審
פוליטיקאי	政客
פוליטיקאי	政治家
סלעים	岩
סלעים	岩石
הצנחנים	傘兵
ההפקה	製作
ההפקה	產量
ההפקה	生產
ניצול	剝削
ניצול	生還者
ניצול	幸存者
ממדי	尺寸
מבחר	挑選
מבחר	選取
מבחר	選擇
מבחר	甄選
ניל	neale
ניל	neal
ניל	neil
נוטה	倚
נטייה	方向
נטייה	定向
נטייה	傾向
נטייה	傾向
נטייה	意向
פסלים	雕像
פסלים	塑像
פסלים	雕塑
גולדברג	goldberg
המפתח	鑰匙
המפתח	鍵
המפתח	key
המפתח	關鍵
רמה	階級
רמה	類
רמה	類別
רמה	課堂
רמה	班級
רמה	層次
רמה	級別
רמה	等級
רמה	三級
רמה	關卡
טיל	火箭
טיל	導彈
טים	tim
טים	添
ברוס	bruce
כאב	痛
כאב	傷痛
כאב	疼痛
כאב	痛苦
כאב	心疼
צעירה	年輕
צעירה	young
גלים	浪
גלים	海浪
גלים	波浪
עונש	罰
עונש	懲罰
עונש	處罰
עונש	刑罰
עונש	刑罰
עונש	懲罰
עונש	處罰
ביניים	中間
ביניים	中間
ביניים	中級
מערבי	西方
מערבי	西部
שחמט	象棋
שחמט	棋
שחמט	西洋棋
רוס	ross
המטבח	飲食
המטבח	料理
המטבח	美食
המטבח	菜
המטבח	廚房
בוסטון	波士頓
החלוץ	先鋒
החלוץ	先驅
החלוץ	先鋒
החלוץ	前衛
החלוץ	前鋒
עובדות	事實
נחתם	簽名
נחתם	署名
נחתם	簽署
טקסס	德州
טקסס	德克薩斯州
נאס	nas
אמין	可信
אמין	可靠
אמין	amin
מרוץ	比賽
מרוץ	賽跑
מרוץ	種族
מרוץ	競賽
מרוץ	賽車
קי	kee
מחליט	決定
באטמן	蝙蝠俠
כביכול	據稱
סביבה	環境
הפליטים	難民
חלקיקים	顆粒
חלקיקים	粒子
חלקיקים	微粒
חלקיקים	顆粒
חלקיקים	粒子
חלקיקים	微粒
הופ	希望
הופ	hope
פתוחה	開
פתוחה	營業
פתוחה	開啟
פתוחה	開放
הקרנה	投射
הקרנה	投影
הקרנה	預測
הקרנה	放映
הקרנה	篩選
הקרנה	甄別
פרפר	蝴蝶
נמנע	棄權
נמנע	無可避免
נמנע	不可避免
פרויקטים	項目
נער	boy
נער	男孩
חשבתי	思想
צר	狹義
צר	狹隘
צר	縮小
צר	窄
צר	狹窄
סטיוארט	stewart
סטיוארט	司徒
אלקטרוני	電子
פונקציות	函數
חלון	windows
חלון	窗
חלון	視窗
חלון	窗戶
חלון	窗
חלון	視窗
הרנסאנס	復興
הרנסאנס	文藝復興
דולרים	美元
דולרים	元
דולרים	美元
אפר	灰
אפר	骨灰
אפר	灰燼
אפר	灰
אפר	ash
אפר	火山灰
אפר	灰燼
קליין	klein
קובי	kobe
קובי	神戶
קובי	coby
שדרות	大道
שדרות	大街
שדרות	大道
שנותרו	剩餘
טבח	做飯
טבח	煮
טבח	廚師
טבח	屠殺
טבח	大屠殺
טבח	屠殺
טבח	屠宰
תכונה	功能
תכונה	特色
תכונה	特徵
מאמינים	信士
מאמינים	信徒
השר	大臣
השר	部長
יוונית	希臘文
יוונית	希臘
זרה	外國
זרה	外籍
המיועד	指定
ידיים	手
ידיים	雙手
העובר	胎兒
צפוי	預計
צפוי	預期
מרשל	marshall
מרשל	元帥
אשכול	集群
אשכול	線
אטום	atom
אטום	原子
אזרחות	國籍
אזרחות	公民權
סמים	藥品
סמים	藥物
סמים	毒品
סמים	塗料
סמים	藥物
השתנה	修改
קומדיה	喜劇
אשה	女人
אשה	女
אשה	女子
אשה	妻子
אצולה	高尚
אצולה	貴族
אצולה	高貴
אצולה	崇高
אצולה	高尚
אצולה	貴族
סיווג	分類
אומץ	勇氣
זכוכית	玻璃
הנדסה	工程
הנדסה	工程學
הנדסה	工程師
לאון	leon
פסנתר	鋼琴
הפקה	製作
הפקה	產量
הפקה	生產
מספרי	數值
שופטים	法官
שחורה	黑
שחורה	black
שחורה	黑色
שחורה	黑人
מד	儀表
חסרים	缺少
חסרים	失蹤
חסרים	遺失
השטחים	領土
חמורה	嚴重
חמורה	重度
פורד	福特
פורד	ford
לורנס	lawrence
לורנס	勞倫斯
אלים	暴力
שלילי	負面
שלילי	負
שלילי	否定
שלילי	陰性
שלילי	消極
פרשה	退休
פרשה	退役
מיותר	多餘
מיותר	多餘
גשם	雨
גשם	下雨
גשם	雨水
ניוטון	牛頓
האינתיפאדה	起義
אויב	敵軍
אויב	敵方
אויב	敵
אויב	敵人
הארצית	國民
יונקים	哺乳動物
יונקים	哺乳動物
רגלים	腿
הרשויות	當局
לורד	主
רגליים	英尺
רגליים	腳
רגליים	腿
מובן	理解
פרסמה	張貼
מוצגים	展覽
מוצגים	展品
רם	ram
רם	公羊
רם	記憶體
רם	凌
רם	大聲
ראיות	證據
לגייס	動員
לגייס	招募
לגייס	新兵
מסחרית	商用
מסחרית	商事
מסחרית	商業
תוכנות	方案
תוכנות	程式
חידוש	新穎
חידוש	新奇
הבנה	理解
הבנה	諒解
זווית	角度
זווית	角
בשילוב	結合
לוק	luke
לוק	路加
אולימפי	奧林匹克
אולימפי	奧運
מו	茂
קודש	神聖
קבועים	常數
טיפוס	登山
טיפוס	傷寒
אפור	灰色
אפור	灰
אפור	灰色
אפור	灰
אפור	grey
תסמונת	症候群
ריבאונדים	籃板球
ריבאונדים	籃板
הכרזת	宣言
גג	屋頂
ספרדית	西班牙文
ספרדית	西班牙語
אחיד	軍服
אחיד	均勻
אחיד	制服
אחיד	軍裝
ייחודית	獨特
ייחודית	獨一無二
מצעד	遊行
מצעד	巡遊
מצעד	閱兵
רשתות	籃網
רשתות	漁網
רשתות	蚊帳
רשתות	網路
הפדרלי	聯邦
וולט	walt
המהדורה	版
סגור	關閉
סגור	完成
האחראי	負責
סוחר	商人
סוחר	商家
סוחר	莊家
סוחר	經銷商
מלח	食鹽
מלח	鹽
שבר	分數
שבר	骨折
שבר	斷裂
הפיגוע	轟炸
מבצר	堡壘
מבצר	要塞
מבצר	堡
מבצר	堡壘
מבצר	要塞
בארי	barry
דנה	dana
פן	鋼筆
פן	筆
פן	潘
פן	泛
פן	pan
שבטים	部族
שבטים	部落
שבטים	氏族
שבטים	部族
גאון	天才
מכירות	銷售
מכירות	銷售量
מכירות	銷售額
חשמלית	電氣
חשמלית	電氣
חשמלית	電
חשמלית	電動
נפגשו	遇見
דאגלס	douglas
העשירי	第十
טבעת	響鈴
טבעת	環
טבעת	戒指
באך	巴赫
שביט	彗星
שביט	彗星
קואורדינטות	坐標
קואורדינטות	座標
בילי	billy
מחצית	一半
מחצית	半
מחצית	半數
חנויות	店鋪
חנויות	商店
השמינית	第八
מפות	地圖
נוצרי	基督教
נוצרי	基督徒
מציאות	現實
השדרה	脊髓
סובייטי	蘇維埃
יציבות	穩定
יציבות	穩定性
כמורה	神職人員
הלגיון	軍團
מתנדבים	志願者
רץ	奔跑
רץ	跑步
רץ	運行
לשחזר	還原
לשחזר	恢復
אחמד	ahmed
אחמד	ahmad
לנצל	剝削
טיפוסי	典型
מנשה	menashe
מצליחה	成功
ענפי	分行
ענפי	樹枝
ענפי	分支
רשויות	當局
למדו	學習
למדו	學
שטרן	船尾
שטרן	stern
מנחה	主持人
מנחה	主持人
מנחה	主機
מנחה	指南
מנחה	嚮導
יצור	生物
פשע	犯罪
בתשובה	懺悔
בתשובה	悔過
בתשובה	悔改
הכבד	肝臟
הכבד	肝
אישר	確認
ראייה	視覺
ראייה	願景
ראייה	視野
ראייה	展望
ראייה	證據
סוכר	食糖
סוכר	糖業
סוכר	糖
וייס	weiss
פירוט	明細
פירוט	擊穿
הטכנולוגיה	技術
הטכנולוגיה	科技
טבעית	自然
טבעית	天然
קרינה	放射
קרינה	放射性
קרינה	輻射
קרינה	carina
הגיש	提交
תופעת	現象
בונה	大樓
בונה	建築
בונה	建築物
רמון	ramon
שורש	根
שורש	root
ניצל	被剝削
ארי	ari
סקירה	審查
הצדק	正義
הצדק	司法
שלבים	階段
שלבים	階段
שלבים	步驟
רשום	註冊
רשום	註冊
רשום	登記
רשום	上市
פורט	埠
פורט	港口
פורט	港
פורט	堡
פורט	堡壘
פורט	要塞
העתיקות	文物
העתיקות	古物
שלל	戰利品
שלל	贓物
שלל	獎盃
שלל	獎杯
אימה	恐怖
פורמט	格式
פורמט	形式
פורמט	格式化
נחשף	暴露
נחשף	曝光
מודעות	廣告
פיל	phil
פיל	象
פיל	大象
איסוף	收集
איסוף	聚集
איסוף	聚會
איטלקית	義大利文
איטלקית	義大利
מכונת	機械
מכונת	機
מכונת	機器
דורון	doron
חיובית	積極
חיובית	正面
חיובית	陽性
מיקי	mickey
ניקוד	分數
ניקוד	得分
ניקוד	比分
הסובייטים	蘇維埃
לפרק	拆除
לקנות	購買
לקנות	買
הורים	父母親
הורים	父母
הורים	家長
קודמים	先前
הרווארד	哈佛
ערכה	kit
צליל	聲音
צליל	音效
סרטון	視訊
סרטון	影片
עיתונים	報紙
עיתונים	報
עיתונים	報章
עיתונים	報章
עיתונים	報刊
עיתונים	論文
מקלט	避難所
מקלט	收容所
מקלט	避難所
מקלט	庇護
מקלט	避難
מקלט	避難所
מקלט	避難
מצביע	表決
מצביע	投票
מצביע	指針
מצביע	指向
מחולק	分裂
הקוראים	讀者
הישג	成就
הישג	成績
טועה	錯誤
טועה	錯
היער	森林
הרגיל	平時
טייס	試點
טייס	飛行員
טייס	駕駛員
קר	冷冷
קר	寒冷
קר	冷
שרידים	殘留物
שרידים	遺跡
שרידים	文物
יוליוס	julius
נערה	女生
נערה	姑娘
נערה	女孩
נערה	girl
נעמי	naomi
התחתית	地鐵
יסודי	初等
יסודי	徹底
יסודי	透徹
קייב	基輔
טנק	坦克
תצפית	觀察
תצפית	觀測
שרשרת	項鏈
שרשרת	項鍊
שרשרת	鏈
שרשרת	連鎖
שרשרת	鏈條
התחום	藩
התחום	網域
התחום	域
מומחים	專家
תקיפה	攻擊
תקיפה	毆打
תקיפה	突擊
תקיפה	侵
תקיפה	攻擊
תקיפה	襲擊
תקיפה	進攻
פסיכולוגיה	心理
פסיכולוגיה	心理學
רקטות	火箭
עוצמה	強度
עוצמה	密度
עוצמה	力氣
עוצמה	強度
עוצמה	實力
עוצמה	力量
עוצמה	體力
עוצמה	強大
עוצמה	強國
עוצמה	電力
עוצמה	電源
עוצמה	動力
עוצמה	權力
האיסור	禁止
ספציפי	具體
זרות	外國
זרות	外籍
הזיתים	橄欖
מילות	言語
מילות	詞語
מילות	字
מילות	詞
חרדים	焦急
חרדים	焦慮
נשר	鷹
נשר	老鷹
נשר	雕
נשר	鵰
נשר	禿鷹
נלחם	格鬥
נלחם	打架
נלחם	戰鬥
העולה	上升
פצצות	炸彈
אדי	eddy
עורר	引發
עורר	觸發
פיזיקה	物理學
פיזיקה	物理
קריטריונים	標準
קרול	carole
שגוי	錯誤
שגוי	錯
אזרחית	民事
אזרחית	市民
אזרחית	公民
מתקדמים	先進
מילון	詞典
מילון	字典
התקפה	攻擊
התקפה	襲擊
התקפה	進攻
התקפה	攻勢
התקפה	冒犯
מילולית	字面上
מילולית	口頭
מכה	麥加
מכה	命中
יורו	歐元
יורו	歐元
האנושות	人性
האנושות	人道
מנתה	薄荷
המייסדים	創始人
המייסדים	創始
המייסדים	建國
להקה	樂團
להקה	樂隊
פס	stripe
פס	條紋
קשיים	困難
קשיים	難度
קשיים	困難
חפץ	天體
חפץ	物件
מחפש	尋找
מחפש	搜尋
כלכלת	經濟
מרכיב	元件
יישום	申請
יישום	申請書
יישום	app
השתתפות	出席
השתתפות	參加
השתתפות	主治醫生
השתתפות	參與
נמכר	賣
נמכר	售出
דמיון	想象力
דמיון	想象
דמיון	想像
דמיון	想像力
דמיון	相似
תאוריות	理論
חנות	shop
חנות	購物
חנות	店鋪
חנות	店
חנות	商店
חנות	店
חנות	商店
קורבנות	受害人
קורבנות	受害者
אושר	確認
אושר	核定
אושר	核准
אושר	批准
אושר	幸福
מצביעים	選民
פיזית	物理
מוצלח	成功
הול	廳
הול	霍爾
הול	大廳
הול	hall
לסגת	撤回
לסגת	收回
לסגת	退
לסגת	撤退
אופוס	opus
הפוך	逆
הפוך	反轉
הפוך	扭轉
הפוך	反向
הפוך	倒轉
הפוך	反轉
פטריק	patrick
קלארק	clarke
קלארק	clark
שיגור	發射
ההורים	父母親
ההורים	父母
ההורים	家長
אחראית	負責
פולחן	崇拜
פולחן	邪教
פולחן	儀式
פולחן	崇拜
פולחן	禮拜
עומק	深
עומק	深度
מוזר	怪
מוזר	怪異
מוזר	奇怪
מוזר	單數
מוזר	怪
תועלת	受益
הדלק	燃料
הדלק	燃油
מהנדס	工程師
לשתף	共用
לשתף	共享
לשתף	分享
לשתף	share
אשקלון	ashkelon
ריקה	空白
ריקה	空
המתחם	周邊
המתחם	復合
המתחם	化合物
המתחם	大院
פחמן	碳
פחמן	炭
היי	嘿
תפיסה	擷取
תפיסה	捕捉
תפיסה	捕獲
תפיסה	構想
תפיסה	概念
תפיסה	理念
תפיסה	感知
תפיסה	知覺
תפיסה	接住
אימו	emo
התחתן	已婚
הקבוע	常數
חשובות	重要
עבירה	犯規
חולה	病
חולה	生病
חולה	病患
חולה	患者
חולה	病人
חולה	病
חולה	生病
משתתף	參加
משתתף	參與
להקל	減輕
פרשים	騎兵
חשיבה	思維
חשיבה	思考
הטירה	城堡
הטירה	castle
הטירה	城
רלוונטי	相關
רלוונטי	適用
הסעודית	阿拉伯
ניסן	日產
מינוי	任用
מינוי	任命
מינוי	預約
מינוי	認購
מינוי	訂閱
האזרח	市民
האזרח	公民
התקפות	攻擊
התקפות	襲擊
מקצועות	職業
נציגים	代表
פיקוח	控制權
פיקוח	控制
פיקוח	監督
פיקוח	監督
פיקוח	監管
פיקוח	督導
כלבים	犬
כלבים	狗
נסגר	閉幕
הגזע	比賽
הגזע	賽跑
הגזע	種族
הגזע	競賽
דחה	拒絕
דחה	減少
דחה	下降
דחה	衰落
לינקולן	林肯
ליין	lane
ליין	巷
ליין	車道
התאמה	配對
התאמה	比對
התאמה	匹配
התאמה	匹配
התאמה	比對
התאמה	match
התאמה	匹配
כלא	監獄
כלא	監獄
מימן	氫氣
מימן	氫
אנוש	人類
תכנות	程式設計
להגדיל	增加
להגדיל	提高
מנהיגים	領導者
מנהיגים	領導人
מוזמן	邀請
מוזמן	受邀
הדרכה	指導
הדרכה	教學
הדרכה	指令
הדרכה	指示
קים	金
קים	kim
הונגרית	匈牙利
הונגרית	匈牙利語
רכוש	地產
רכוש	屬性
רכוש	財產
רכוש	物業
מנועי	引擎
מנועי	發動機
התערבות	干預
התערבות	干涉
שנבחר	選取
אולפני	工作室
געש	火山
שלושים	三十
שלושים	thirty
בובות	傀儡
בובות	木偶
בובות	娃娃
בובות	洋娃娃
בובות	玩偶
טעויות	錯誤
טעויות	失誤
הוליווד	好萊塢
אנדרו	andrew
זנב	尾巴
זנב	尾
חומות	棕
חומות	褐
חומות	布朗
חומות	brown
חומות	棕色
חומות	牆壁
חומות	城牆
חומות	牆
העור	肌膚
ספרדי	西班牙文
ספרדי	西班牙語
נאום	講話
נאום	演講
נאום	語音
נאום	演說
אגן	骨盆
אגן	盆地
אגן	海盆
אגן	流域
אגן	盆
משאבים	資源
עתיקים	古代
עתיקים	古老
פרנסיס	francis
פרנסיס	frances
למות	垂死
ברכת	祝福
אנדרטה	碑
אנדרטה	紀念碑
הבדלים	差異
הבדלים	差額
הבדלים	分歧
עורכת	編輯
קובה	古巴
נעה	搬家
נעה	感動
שיקום	修復
שיקום	恢復
שיקום	復原
שיקום	康復
שיקום	重建
טכנולוגיות	技術
חומצה	酸
חומצה	酸性
הביתה	首頁
הביתה	家
הביתה	home
הביתה	住家
מפורט	詳細
מרק	湯
מרק	標記
מרק	標示
מרק	馬克
מרק	mark
סוכן	代理商
סוכן	代理人
סוכן	特工
סוכן	代理
פאול	保羅
פאול	paul
חקיקה	立法
דלקת	發炎
דלקת	炎症
פתוחים	開
פתוחים	營業
פתוחים	開啟
פתוחים	開放
הרג	被殺
הרג	殺戮
הרג	殺害
אזרח	市民
אזרח	公民
פינה	角落
פינה	轉角
פינה	角
נכתבה	書寫
נכתבה	撰寫
המוצר	商品
המוצר	產品
המוצר	產物
ארון	衣櫃
ארון	壁櫥
ארון	衣櫥
ארון	內閣
מילואים	準備金
מילואים	儲備
מילואים	準備金
מילואים	儲備
אווה	eva
ויכוח	論證
ויכוח	論據
ויכוח	爭論
ויכוח	論點
ויכוח	辯論
נבה	日內瓦
אובמה	obama
נפצעו	受傷
נפצעו	傷
חמצן	氧氣
חמצן	氧
פצועים	受傷
פצועים	傷
פצועים	負傷
הצופה	觀察員
התמיכה	支援
הפרדה	分離
הפרדה	離職
הפרדה	分居
אנדרטת	碑
אנדרטת	紀念碑
שריר	肌
שריר	肌肉
כינה	蝨
כינה	蝨子
אט	慢慢地
ייצוג	代表性
החזקה	持有
החזקה	擁有
החזקה	佔有
מחסור	短缺
חתול	貓咪
חתול	貓
חתול	cat
היעד	目的地
קלות	容易
קלות	輕鬆
קלות	簡單
אוקספורד	牛津
הפסטיבל	節
הפסטיבל	節慶
הפסטיבל	節日
מישור	平原
מישור	平面
מישור	飛機
סניף	分行
סניף	分支
לחשב	計算
הרחבת	擴大
הרחבת	擴張
מרבי	最大值
מרבי	最大限度
אותות	訊號
אותות	預兆
השמים	天空
השמים	sky
ניצחו	元
אנושי	人類
גטו	貧民窟
גטו	貧民區
השולחן	表
יעילה	高效
יעילה	有效率
יעילה	有效
חומה	壁
חומה	牆壁
חומה	圍牆
חומה	牆
חומה	棕
חומה	褐
חומה	布朗
חומה	brown
חומה	棕色
הפרעה	擾動
הפרעה	失調
החדר	房間
החדר	房
אופניים	單車
אופניים	騎車
אופניים	自行車
אופניים	單車
אופניים	腳踏車
אופניים	自行車
אופניים	單車
אופניים	腳踏車
אופניים	自行車
סף	門檻
להתפתח	演化
להתפתח	進化
סכנה	危險
סכנה	危險性
רים	rim
לטעון	負載
לטעון	裝載
לטעון	負荷
ראסל	羅素
הלידה	出生
קלע	彈弓
מועמדת	提名
מועמדת	候選人
מועמדת	候選
הונג	虹
הונג	洪
בהשראת	啟發
בהשראת	靈感
הראה	展示
הראה	顯示
הראה	show
ציטוט	報價
ציטוט	引文
ציטוט	引用
ציטוט	引述
ציטוט	報價
ציטוט	引文
זהים	相同
המכשיר	裝置
פורום	論壇
ריבוי	多重
ריבוי	多種
ריבוי	多個
דורות	一代
דורות	世代
הגירה	移民
הגירה	移民
הגירה	移民局
הגירה	移徙
הגירה	移民
הגירה	遷徙
מיועד	專用
מיועד	指定
אנדרסון	anderson
תערוכות	展覽
תערוכות	展覽會
לאלו	lalo
קירות	牆壁
קירות	城牆
קירות	牆
המושבות	殖民地
יתרה	平衡
יתרה	結餘
יתרה	均衡
יתרה	餘額
בינוני	介質
בינוני	中型
בינוני	中等
בינוני	媒介
בוקרשט	布加勒斯特
הרס	拆毀
הרס	拆除
הרס	破壞
הרס	毀滅
הרס	毀壞
הרס	銷毀
דמי	費用
דמי	收費
דמי	費
דמי	手續費
דמי	demi
ביצים	蛋
ביצים	雞蛋
ביצים	卵
ביצים	丸子
מילאנו	米蘭
העברה	轉帳
העברה	轉讓
העברה	轉移
אקלים	氣候
מסתיים	末端
מסתיים	結局
מסתיים	結尾
פילוסופים	哲學家
התפיסה	感知
התפיסה	知覺
סטנלי	stanley
פיגוע	攻擊
פיגוע	襲擊
פיגוע	進攻
פיגוע	轟炸
התיקון	修正案
התיקון	修正
צינור	管
צינור	管管
צינור	管道
צינור	管子
צינור	管
צינור	管子
התפתחו	進化
שחזור	修復
שחזור	恢復
שחזור	復原
שחזור	重建
חודשיים	月刊
חודשיים	每月
חודשיים	月
חודשיים	月份
מאמצים	努力
אמיל	emile
אדמס	亞當斯
אדמס	adams
ההמשך	續集
הקיסרי	帝王
ההודעה	留言
ההודעה	訊息
ההודעה	信件
אופק	地平線
טירת	城堡
טירת	castle
טירת	城
מיון	排序
מיון	排序
מיון	分類
הרצאות	講課
הרצאות	講座
הרצאות	演講
יקרה	昂貴
יקרה	貴
האגדה	傳說
האגדה	傳奇
בתשלום	付費
תקן	修復
תקן	修
תקן	標準
חנן	hanan
גירוש	驅逐出境
גירוש	驅逐
גירוש	驅逐出境
גירוש	驅逐
קמרון	cameron
קמרון	喀麥隆
שמים	天空
שמים	sky
שמים	天空
זיהום	污染
זיהום	沾染
זיהום	傳染
זיהום	感染
זיהום	污染
במפורש	具體地說
היל	希爾
היל	山
חקלאי	農業
חקלאי	農民
חקלאי	農夫
שוורץ	schwartz
ברמן	酒保
ברמן	berman
עוף	雞肉
עוף	山雞
עוף	雞
כנפיים	翅膀
כנפיים	翼
קצה	邊緣
תחתון	更低
תחתון	較低
תחתון	低
תחתון	下方
תחתון	底
תחתון	底部
תחתון	底下
קרטר	卡特
קרטר	carter
השבט	部族
השבט	部落
השבט	部落
מסעות	航程
כפייה	被迫
כפייה	強迫
כפייה	強制
כפייה	強迫
כפייה	脅迫
כפייה	蠱惑
כפייה	強制
כפייה	強迫
כפייה	強迫性
האקלים	氣候
ליברפול	利物浦
האלפים	阿爾卑斯山
פלטינה	鉑
פלטינה	白金
קניון	峽谷
קניון	商場
חבורה	群組
חבורה	群
עיסוק	職業
עיסוק	佔領
פגע	命中
ווקר	walker
עתיק	古董
עתיק	古代
עתיק	古老
חריפה	急性
חריפה	尖銳
נפץ	爆炸性
נפץ	炸藥
נפץ	雷管
מולקולות	分子
העתיד	今後
העתיד	將來
העתיד	未來
לגיון	軍團
ייעוץ	輔導
ייעוץ	咨詢
ייעוץ	咨詢
ייעוץ	協商
ייעוץ	諮詢
סרן	機長
סרן	隊長
לחזק	加強
סוגה	類型
סוגה	流派
גרף	圖表
גרף	圖形
גרף	圖
לנין	列寧
שלג	下雪
שלג	雪
שלג	snow
פרדיננד	ferdinand
חלבונים	蛋白質
חלבונים	蛋白
תקנות	條例
חפצים	物體
חפצים	天體
חפצים	物件
יבשת	大洲
יבשת	大陸
יבשת	大洲
יבשת	大陸
מנה	小菜
מנה	菜
מנה	劑量
גפן	藤
גזר	胡蘿蔔
גזר	蘿蔔
גזר	胡蘿蔔
הד	回響
הד	呼應
הד	回聲
הד	回音
אובדן	滅失
אובדן	虧損
אובדן	損失
אובדן	喪失
השוואה	對比
השוואה	比較
קיצור	簡短
קיצור	短期
קיצור	短
קיצור	矮
קיצור	捷徑
נגן	球員
נגן	玩家
נגן	玩
נגן	彈
נגן	播放
היבשת	內地
היבשת	大陸
היבשת	大洲
היבשת	大陸
לאסוף	收集
לאסוף	集合
יווני	希臘文
יווני	希臘
יורש	繼承人
יורש	繼任者
יורש	繼任
הרחובות	街道
ישן	老
ישן	舊的
ישן	舊
ישן	老了
ישן	睡
ישן	睡覺
בק	bec
דיוקן	畫像
דיוקן	肖像
ימית	海事
ימית	海事
קאפ	帽
קאפ	cap
קאפ	上限
מוצר	商品
מוצר	產品
מוצר	產物
שרים	唱
שרים	唱歌
שרים	歌唱
שרים	歌聲
שרים	唱歌
שרים	歌唱
הודעות	訊息
הודעות	信件
הקדושים	聖人
הקדושים	聖徒
סוסים	馬
