और	và
चित्तूर	chittoor
एपिक	huyền
गिलक्रिस्ट	gilchrist
दश	deca
इरविंग	irving
व्हीलर	wheeler
मेरेडिथ	meredith
रीता	rita
वेगा	vega
गुड़गाँव	gurgaon
प्रेरणादायक	inspirational
अदम्य	indomitable
काइटिन	kitin
उलझे	tangled
फ्रांज	franz
मर्चेंट	buôn
स्प्रेड	tán
स्प्रेड	tràn
भटिंडा	bathinda
तकिया	gối
इज्जत	bai
सुरत	surat
नंगा	naked
नंगा	nude
नंगा	nanga
यूटोपिया	utopia
लॉरेल	laurel
भिलाई	bhilai
बॉटम	dưới
बॉटम	bậc
बॉटम	đáy
बॉटम	bottom
बॉटम	đáy
बॉटम	bottoms
सीखें	ngộ
सीखें	học
पोली	poli
बागपत	baghpat
क्विक	mau
क्विक	nhanh
लुभाने	nhử
लुभाने	lure
ताप्ती	tapti
बोहेमिया	bohemia
लाप्लास	laplace
मेटालिका	metallica
सरणी	mảng
सरणी	ten
गरज	vanilla
गरज	sấm
गरज	sét
सांड	ngưu
सांड	bò
सांड	bull
बारहमासी	perennial
आसमानी	azure
आसमानी	trời
आसमानी	sky
सीडीसी	cdc
ईधन	củi
विवियन	vivian
मलाला	malala
स्मरनॉफ	smirnoff
टेढ़ा	nghiêng
ड्रेक	drake
पिनयिन	pinyin
सूचीपत्र	catalog
सूचीपत्र	catalogue
बैतूल	betul
तम्बू	lều
दानी	dani
जेकब	jacob
सागौन	teak
सागौन	tếch
हीथ्रो	heathrow
रब्बी	rabbi
पाँचवा	fifth
एडबर्ग	edberg
पापा	bố
पापा	papa
हिस्टीरिया	hysteria
क्रिस्टो	cristo
फायरफॉक्स	firefox
प्रेस्कॉट	prescott
उद्यमिता	entrepreneurship
लेस्ली	leslie
बीडब्ल्युएफ	bwf
अजमोद	parsley
नूडल	mì
नूडल	bún
बरसाना	blitz
नास्तिकता	atheism
फील्ड्स	fields
फील्ड्स	trường
निशानेबाज	shooters
कैटलॉग	catalog
कैटलॉग	catalogue
बाउंस	nảy
बाउंस	bounce
जैस्पर	jasper
अज़ीम	azim
फिक्सिंग	fixing
पार्ट्स	phần
राल	resin
बेसेमर	bessemer
डंडी	dundee
बंडल	gói
हैलोजन	halogen
किशनगढ़	kishangarh
क्रॉसओवर	crossover
नाइक	nike
मुद्रक	viết
स्तिथ	nằm
क्वार्ट्ज	quartz
कैफ	kaif
पट्टियां	dải
एलेक्जेंडर	alexandre
आलिंगन	ôm
बसरा	basra
शोहरत	fame
तख्ते	cots
फेरे	quay
फेरे	lượt
फेरे	cua
फेरे	flip
फैंटम	phantom
फैंटम	vỏ
न्गारी	ngari
पोर	knuckles
पोर	poor
पोर	por
गृहनगर	quê
कैनरी	serinus
कैनरी	canary
रोश	roche
ओपनिंग	mở
स्टेंट	stent
ख़्याल	notion
अंजली	anjali
डाइविंग	lặn
फर्न	fern
हारून	aaron
जमुई	jamui
प्रणब	pranab
पर्दाफाश	lộ
ट्रूडो	trudeau
मैगी	maggie
मैगी	maggi
बोफोर्स	bofors
चित्रदुर्ग	chitradurga
सैक्स	dont
माणिक्य	ruby
केनी	kenny
रणभूमि	battlefield
अब्दुर	abdur
कपि	khỉ
चो	cho
मौसी	dì
ड्रेगन	rồng
हैरो	harrow
गौरा	gaura
एल्विस	elvis
जिलेटिन	gelatin
वेड	wade
बाब	bab
स्टोक्स	stokes
बुकानन	buchanan
चींटी	kiến
छप	splash
जम्प	nhảy
शहतूत	mulberry
पचिनो	pacino
कलात्मकता	artistry
नाबालिग	nhỏ
नाबालिग	minor
ओशो	osho
बक्सा	hộp
बक्सा	box
बक्सा	bốc
अचेत	ngất
मुरुगन	murugan
असलम	aslam
डायमण्ड	zô
डायमण्ड	diamond
वृत्तान्त	chronicle
आह	ahh
आह	sigh
अनसाइक्लोपीडिया	uncyclopedia
ऊंट	camel
बायोशॉक	bioshock
काश	ước
अमरूद	ổi
अमरूद	oi
खुलासे	revelations
शेल्फ	kệ
शेल्फ	kệ
सेडान	sedan
धुंधली	faded
परदा	rèm
परदा	bày
दाग़	dag
बेंजीन	benzen
याकूब	jacob
डेवनपोर्ट	davenport
मैल	bã
रूपया	rupee
दरारें	đứt
दरारें	nứt
मित्सुबिशी	mitsubishi
कामिल	kamil
डुबो	đuối
डुबो	trầm
ड्रैकुला	dracula
क्रिस्चियन	nguyen
क्रिस्चियन	christian
गंगापुर	gangapur
बिस्कुट	bát
अनुदैर्ध्य	longitudinal
मधुशाला	tavern
ज्यूरिख	zürich
ज्यूरिख	zurich
बेनज़ीर	benazir
एंटेना	antena
एचएएल	hal
चुटकुले	đùa
डिस्चार्ज	tit
विधाता	providence
किशनगंज	kishanganj
उबाऊ	chán
नेपल्स	naples
नेपल्स	napoli
कंधा	vai
मायावी	treacherous
कॉक्स	cox
नांदेड़	nanded
अनुभववाद	empiricism
भूमध्यरेखीय	equatorial
दीमापुर	dimapur
पोकर	poker
रेनॉल्ड्स	reynolds
अपर्णा	aparna
वॉइस	voice
वॉइस	giọng
हिरोशिमा	hiroshima
कैप्चर	bắt
कैप्चर	chụp
गुच्छा	đám
गुच्छा	bunch
गुच्छा	lũ
शिप	tàu
शिप	ship
हैश	băm
हैश	hash
अस्तित्ववाद	existentialism
स्ट्रेस	stress
स्ट्रेस	toan
हनोवर	hanover
हनोवर	hannover
ऑर्टन	orton
जेरूसलम	jerusalem
पतलून	quần
कोटे	cote
गोलाई	cong
उड़ती	flying
उड़ती	bay
बैंक्स	banks
जींस	jeans
धर्मं	dharma
डांसर	dancer
माइक्रोनेशिया	micronesia
कालिमंतान	kalimantan
वादियों	meadows
वर्कशॉप	xưởng
पक्षपातपूर्ण	biased
क्षेत्ररक्षक	fielder
वोहरा	vohra
बतख	vịt
ब्रॉडकास्ट	phát
सबा	saba
विलो	willow
गाजा	gaza
पिज्जा	pizza
चंद्रिका	chandrika
ताईवान	taiwan
हाइड्राइड	hiđrua
कोलाई	coli
फ्रीमैन	freeman
लड़कियाँ	girls
लड़कियाँ	gái
मुमताज	mumtaz
फेंकना	ném
अफजल	afzal
अरोरा	arora
रेडियल	radial
उडान	bay
मजलिस	majlis
तिरछा	xiên
तिरछा	nghiêng
कीगन	keegan
कॉलिन्स	collins
यूरेनस	uranus
मिन्कोवस्की	minkowski
ओस	sương
ओस	dug
सुसान	susan
परेरा	pereira
शुन	shun
शुन	thuận
बेरिलियम	berili
रत्नागिरी	ratnagiri
इरफान	irfan
सनशाइन	nắng
चन्दा	chanda
मेक्स	mễ
मेक्स	mex
एर्नाकुलम	ernakulam
स्टार्टअप	startup
बास्क	basque
लियोपोल्ड	léopold
लियोपोल्ड	leopold
हेली	helly
हेली	haley
हेली	hayley
मल्टीपल	nhiều
झंकार	jingle
रंगाई	nhuộm
झाग	xốp
झाग	bọt
रीको	rico
डरबन	durban
वर्जन	phiên
वर्जन	bản
कमीज़	áo
कंडक्टर	conductor
मेरीलैंड	maryland
रिओ	rio
नीलकण्ठ	nilakantha
लिंकिन	linkin
निचोड़	epitome
निचोड़	vắt
निचोड़	squeeze
निचोड़	kẹp
निचोड़	siết
निचोड़	ôm
शान्तिः	shanti
कपूरथला	kapurthala
लंकाशायर	lancashire
चेखव	chekhov
ख़ोरासान	khorasan
चितवन	chitwan
नीता	nita
यूनिसेफ	unicef
हवाएँ	gió
नाखुश	lê
हड्डियाँ	xương
अशिष्ट	rough
अशिष्ट	rude
टेराकोटा	terracotta
कैमूर	kaimur
फ्रेडी	freddie
फ्रेडी	freddy
जेवियर	xavier
जेवियर	javier
ब्रेकर	breaker
पोता	cháu
ख़रीदे	mua
त्रिची	trichy
रमज़ान	ramadan
नुक़सान	hại
बुने	boone
ब्रिट	britt
ब्रिट	brit
ब्रिट	brit
जबड़ों	hàm
क़ासिम	qasim
फिन	tìm
फिन	finn
हंसते	cười
रेक्स	rex
दीमक	mối
बंकर	bunker
बंकर	boongke
बंकर	cũi
जेनर	jenner
होशियारपुर	hoshiarpur
हैलीकॉप्टर	helicopter
हैलीकॉप्टर	thăng
नेविस	nevis
चा	cha
फिलीपीन	philippines
फिलीपीन	philippine
झालावाड़	jhalawar
शानदोंग	shandong
कसाट	cassatt
सिल्वा	silva
ब्रह्मोस	brahmos
तिराना	tirana
नामा	nama
भिंड	flying
भिंड	bay
गुटेनबर्ग	gutenberg
चौकीदार	cư
आसफ	asaf
पैराग्वे	paraguay
बुलबुला	bubble
मेकनरो	mcenroe
फुलर	fuller
रस्सियों	dây
बरबातोव	berbatov
बिलीरुबिन	bilirubin
ल्हासा	lhasa
ज़रीना	zarina
सोनार	âm
सिम	sim
अभियोजक	tố
काकेशस	caucasus
काकेशस	kavkaz
मैसेंजर	messenger
सिंघानिया	singhania
नार्निया	narnia
अशरफ	ashraf
खिसक	whisperer
मर्लिन	merlin
मर्लिन	marilyn
ब्रूक्स	brooks
ट्रेवल्स	du
थेरवाद	theravada
कैनबरा	canberra
हथौड़ा	búa
बीएमडब्ल्यू	bmw
सोमाली	somali
थेरॉन	theron
हलाल	halal
डोमिनियन	dominion
हॉकिन्स	hawkins
डग	doug
जिबूती	djibouti
संजाल	mạng
संजाल	mạng
मुलर	mueller
मुलर	muller
पंजी	cuộn
पंजी	roll
रिस्क	liều
रिस्क	ro
कठ	kath
स्वांग	trick
स्वांग	bịp
स्वांग	lừa
हड्डियां	xương
अदह	asbestos
अदह	amiăng
क़िस्म	kiểu
क़िस्म	gõ
क़िस्म	loại
कोबी	cobie
सैंड	bi
सैंड	cát
ग्वेरा	guevara
पालो	palo
निम्नतर	hạ
चेहरों	mặt
जोकोविच	djokovic
मंडला	mandala
संपन्नता	phone
भूस्थिर	geostationary
इक्का	ách
इक्का	ace
बताओ	nói
बताओ	bảo
परीक्षाएं	thi
गेमिंग	gaming
जोहान्सबर्ग	johannesburg
गोता	lặn
तोते	vẹt
अफज़ल	afzal
जिराफ़	giraffe
तारीफ़	khen
वारियर्स	warriors
अंतहीन	endless
झज्जर	jhajjar
खोदा	dug
मुजाहिदीन	mujahideen
फ़ास्ट	mau
फ़ास्ट	nhanh
साइडबार	sidebar
मारो	giết
अस्ताना	astana
चन्द्रा	chandra
वुडवर्ड	woodward
अलीगढ	aligarh
काश्गर	kashgar
डीआरडीओ	drdo
शैलविज्ञान	petrology
स्वीप	quét
पैटी	patty
उधम	udham
रूनी	rooney
त्संगपो	tsangpo
जलविज्ञान	hydrology
पिंटो	pinto
टेक्स	tex
रेबेका	rebecca
जामी	jami
आरएफसी	rfc
यामाहा	yamaha
अल्बानियाई	albania
अल्बानियाई	albania
कलियों	buds
विश्वनाथन	viswanathan
संवाददाताओं	correspondents
सत्या	satya
हेविट	hewitt
वेबमेल	webmail
स्टाल	stall
ज़ूम	zoom
स्क्रू	screw
जूडो	judo
मेलिसा	melissa
सांगली	sangli
फ्रैक्चर	gãy
नीमच	neemuch
सन्तों	swot
जहन्नुम	blaze
एडोल्फ	adolf
पीसने	xay
पीसने	nghiến
लोगन	logan
पॉली	polly
पॉली	poly
पॉली	poly
प्राची	orient
बंदूकें	súng
बर्कली	berkeley
आंग	ang
आंग	aung
दबदबा	dominance
तोला	tola
केल	kel
बास्केट	giỏ
बास्केट	rổ
सांचेज़	sanchez
कार्डिफ	cardiff
वोन	von
हर्ब	herb
मिराज	miraj
फोल्डर	mục
सैली	sally
कमीज	áo
नेविगेटर	navigator
खोसला	khosla
वल्ली	valli
टोरेस	torre
टोरेस	torres
क्लोनिंग	cloning
सम्राज्ञी	empress
स्थानीयकृत	localised
अराजकतावाद	anarchism
भण्डारी	bhandari
वेस	wes
संकीर्तन	congregational
टोकन	mã
टोकन	token
टोकन	mã
तत्	tat
मुस्लमान	muslim
रसोईघर	bếp
भक्तपुर	bhaktapur
अलिखित	unwritten
विनाइल	vinyl
खमेर	khmer
अर्मेनियाई	armenia
निगेल	nigel
रॉयस	royce
उधमपुर	udhampur
रिएक्टरों	reactors
उत्प्रेरण	catalysis
स्केटर	skater
पूर्वाभास	premonition
कानन	kanan
कॉर्बेट	corbett
बदमाश	rogue
हिना	hina
वर्मी	tatu
वर्मी	armadillo
कालानुक्रमिक	chronological
क्लॉड	claude
डोल	dola
रॉकस्टार	rockstar
निकेल	nickel
निकेल	niken
बेरिंग	bering
मैकबुक	macbook
कमिंग	cumming
क्यूरी	curie
फ्लेमिश	flemish
ऑडी	audi
प्लवक	plankton
एक्स्ट्रा	xtra
काइली	kylie
पॉट	nồi
पॉट	pot
धुले	dhule
बिल्डर	builder
राजसमन्द	rajsamand
अनुगामी	entourage
कॉन	con
ट्रेवर	trevor
मिथेन	mêtan
मिथेन	metan
मिथेन	methane
रवांडा	rwanda
क्लच	clutch
क्लच	côn
जांजगीर	janjgir
किसानो	nông
चकाचौंध	dazzle
चकाचौंध	blend
चुनें	chọn
चुनें	chồn
चुनें	chọn
चुनें	đặt
चुनें	chọn
चुनें	nhặt
शिन	shin
सिलहट	sylhet
मू	moo
कार्टेल	cartel
ओकलैंड	oakland
खलील	khalif
सुस्ती	lười
क्लम	klum
आलीशान	cao
आलीशान	husky
आलीशान	lush
प्लासी	plassey
हार्लेम	harlem
राया	raya
बर्नी	ticket
बर्नी	bernie
तेजपुर	tezpur
सिला	sila
पैलस	palus
दफना	chôn
क्रैमलिन	kremlin
नाशपाती	pear
नाशपाती	lê
फ्लावर	flower
फ्लावर	hoa
लपेटा	bọc
ख़ागान	khagan
शांग	thượng
शांग	shang
लीज	thuê
अमिता	amita
एंड्रॉइड	android
अल्बर्टो	alberto
लकीरें	ridge
लकीरें	đèo
लकीरें	lines
लकीरें	dòng
जेसुइट	jesuit
पर्स	bóp
पर्स	túi
पर्स	ví
पर्स	ví
जेफरसन	jefferson
एम्सटर्डम	amsterdam
रिप्ले	replay
प्लगइन	plugins
प्लगइन	sung
राइबोसोम	ribosome
क्रैक	đê
क्रैक	nứt
हेट	ghét
हेट	hat
इंडी	indie
पंखा	quạt
पंखा	fuck
क्रस्ट	vỏ
टीसीएस	tcs
बुल्ला	bulla
मिनट्स	phút
तूमन	tumen
वुडी	woody
लिवर	gan
लिवर	chay
धूमकेतुओं	comet
धूमकेतुओं	comets
दास्तान	dastan
अल्जाइमर	alzheimer
मैनसन	manson
हीटर	heater
पार्सन्स	parsons
जहानाबाद	jehanabad
बेनाम	anonymous
बनारसीदास	banarsidass
पामेला	pamela
दलिया	cháo
निकोला	nicola
गुडगाँव	gurgaon
छतें	mái
छतें	tèo
छतें	trần
बूंदें	guốc
बूंदें	giọt
रेंजर	ranger
मोनोरेल	monorail
मैकाले	macaulay
लातूर	latur
दाउद	david
सिखा	dạy
अबाबा	ababa
शहडोल	shahdol
तारिक	tariq
मकाउ	macao
मकाउ	macau
पियर्सन	pearson
माचिस	thủ
माचिस	khớp
सेक्सी	sexy
बल्ला	bat
बल्ला	dơi
बख्तियार	bakhtiar
गीतात्मक	lyrical
रिसॉर्ट	resort
मोज़ेक	khảm
मोज़ेक	mosaic
सिंघल	singhal
कलौंजी	nigella
जॉर्जियाई	georgian
सैनिको	binh
बोर्न	bourne
बत्तख	vịt
काकतीय	kakatiya
पास्ट	qua
पास्ट	past
कालाहारी	kalahari
मर्सिएलेगो	murciélago
चुम्बन	hôn
अतातुर्क	ataturk
अतातुर्क	atatürk
स्टोव	lò
कोणधारी	conifer
कलापक्ष	hymenoptera
हैल	halle
रैंड	rand
कोडेक्स	codecs
ऊब	chán
टांके	khâu
सामानी	samanid
विंसेंट	vincent
कैफ़े	cafe
कैफ़े	café
बीहड़	glade
स्नाइडर	snyder
चिपचिपा	stack
चिपचिपा	dính
चिपचिपा	sticky
रिहर्सल	rehearsal
बेलारूसी	belarus
टाइलें	lát
बेवकूफ	ngu
मैक्रो	macro
गणेशजी	ganesha
पेंटागन	pentagon
टीवीएस	tivi
बेतरतीब	cuốc
बेतरतीब	nét
धनाग्र	anode
वाल्टन	walton
उलेमा	ulama
उलेमा	ulema
क्लीनिक	clinic
खाकी	khaki
खाकी	kaki
बाथरूम	do
बाथरूम	wc
बाथरूम	tắm
गंदा	bẩn
गंदा	hủ
गंदा	dơ
तलास	talas
नॉवेल	novell
ओखा	okha
घोडे	ngựa
मोडल	modal
सोफी	sophie
साखी	saki
बुच	butch
बुच	busch
जायँ	zayn
घड़ियाल	gator
पर्दों	bellows
ड्रिंक	uống
ड्रिंक	ly
बालाघाट	balaghat
वसीम	wasim
कोलमैन	coleman
थूक	nhổ
मेनोन	manon
इलाज़	chữa
इलाज़	cure
वहाब	wahab
यरलुंग	yarlung
मैट्स	matter
मैट्स	mats
प्लास्मोडियम	plasmodium
निक्की	nikki
कर्ज़	nợ
हुआंग	hoàng
हुआंग	huang
मकरान	makran
एल्युमिनियम	nhôm
गोडार्ड	goddard
घोषाल	ghoshal
जोशुआ	joshua
एल्यूमिनियम	nhôm
बेले	bayley
बेले	belle
स्लैश	chém
मेहदी	mehdi
आंबेडकर	ambedkar
मन्नू	mannu
टेबलेट	tablet
लातवियाई	latvia
स्वः	self
स्वः	tự
डान	dan
ब्रेंट	brent
ब्रेंट	thiêu
जमावड़ा	jamboree
जीपी	jeep
माइम	mime
कहर	havoc
ब्रॉमली	bromley
पाइंट	beat
पाइंट	chấm
पाइंट	điểm
वेल्डिंग	hàn
नायब	naib
गायें	bò
हर्स्ट	hurst
ख़बरों	rommel
समलैंगिकों	gays
चुरू	churu
बकरा	dê
बकरा	goat
साब	sab
साब	saab
चुराया	chôm
हॉग	hog
जेन्ना	jenna
गिलानी	gilani
लॉकहीड	lockheed
पॉवेल	powell
बर्ग	berg
ट्रेनर	trainer
ट्रेनर	hlv
डेला	dela
डेला	della
खाओ	ăn
डटकर	bout
हरारे	harare
कटिंग	cutting
कटिंग	cắt
आयुष	ayush
मल्टीप्लेक्स	multiplex
स्कीमा	schema
डरावना	macabre
डरावना	spooky
शांतनु	shantanu
शेरी	sherry
टिस्डेल	tisdale
शेयरपॉइंट	sharepoint
चौडाई	rộng
एक्रो	acro
चाओ	châu
चाओ	chao
मोंटाना	montana
रुथ	ruth
पिक्सार	pixar
पेड्रो	pedro
लीमर	lemur
काना	canna
काना	cana
काना	kana
शमी	shami
गद्दार	bội
कलाकारी	nghệ
काठिन्य	xơ
मेयो	mayo
क़ुतुब	qutub
अश्रु	tear
अश्रु	xé
हैक	hack
हैक	hacker
हैक	hack
विकल	nhằm
कुन	kun
खच्चर	mule
खिड़कियाँ	windows
स्लाइस	lát
स्लाइस	véc
स्लाइस	slice
स्लाइस	lát
परेटो	pareto
रेचल	rachel
कुर्दिस्तान	kurdistan
इंद्रधनुष	rainbow
घूस	hối
मैट्रो	metro
कॉलिंग	gọi
यूपीए	upa
एलिसा	alyssa
कासा	casa
पैटिनसन	pattinson
डेनवर	denver
एक्टिंग	diễn
मार्गो	margo
डोरा	dora
आयर	eyre
निरस्त्रीकरण	disarmament
फ़्लाइट	bay
मिर्ज़ापुर	mirzapur
दोसा	dosa
छायादार	shady
पामर	palmer
साला	thằng
झरिया	jharia
होरी	hori
फ़ैज़	faiz
मंकी	khỉ
बर्खास्तगी	ngưng
अबी	abi
ब्रावो	bravo
ईटानगर	itanagar
पंखुड़ियों	petals
कायर	hèn
कायर	nhát
हेलीकॉप्टर	helicopter
हेलीकॉप्टर	thăng
झाड़ू	chổi
हनीमून	honeymoon
सेमेस्टर	ky
टीचर	thầy
सुकून	comfort
मिरांडा	miranda
कोरापुट	koraput
तालिब	talib
चैती	teal
हेम	hem
विलियमसन	williamson
कुंद	blunt
कुंद	cùn
पलटा	lật
एलपी	lps
फिनले	finlay
डोना	dona
डोना	donna
क्रिमिनल	phạm
अल्वा	alva
आईएएस	ias
स्टब	stub
कैण्टन	tổng
कैण्टन	canton
आबिद	abid
हथेलियों	palms
नेनाद	nenad
सुब्रमण्यम	subramaniam
कार्थेज	carthage
कसी	garde
लिटर	lít
पुरु	puru
प्रश्नोत्तरी	quiz
अजीज	aziz
टाइटैनिक	titanic
अर्नाल्ड	arnold
नोलन	nolan
गांगेय	galactic
लौटी	khôi
एंटीवायरस	virus
करमचंद	karamchand
शिलर	schiller
एरिका	erika
एरिका	erica
रोगन	rogan
वेनेरा	venera
चादरें	tờ
चादरें	mẩu
चादरें	sheets
तृषा	trisha
क्रॉफ्ट	croft
गेयर	gere
कोकोस	cocos
अंतःस्थापित	nhúng
जिंग	jing
जिंग	tinh
किंग्सले	kingsley
विक	wiki
विक	vic
विक	wick
फीता	ren
फीता	lace
फीता	ribbon
अपरंपरागत	maverick
ऊना	una
डोरिस	doris
कैमकॉर्डर	camcorder
पुदीना	mint
फ़तेह	fateh
बॉयज़ोन	boyzone
बैरम	bairam
लंगड़ा	què
लंगड़ा	bèo
लंगड़ा	lame
क्लोरोफॉर्म	chloroform
मोजाम्बिक	mozambique
शरारती	hư
शरारती	nghịch
मिज़ो	mizo
रॉबर्टो	roberto
सोरेन	soren
ढूंढना	finding
स्किन	skin
स्किन	da
मरहम	mỡ
सर्दियाँ	winter
अमर्त्य	amartya
मर्व	merv
जोक	joke
जोक	đùa
जोक	đểu
मिटनिक	mitnick
पायोनियर	pioneer
लेलैंड	leland
स्वाइन	thối
फारसियों	persians
कंचनजंघा	kanchenjunga
विस्मयकारी	diệu
विस्मयकारी	fabulous
विस्मयकारी	sublime
वैनिटी	vanity
बू	bu
बू	hù
बू	boo
संगी	mĩm
पत्तेदार	leafy
कैवेंडिश	cavendish
इस्ला	isla
अभिन्यास	layout
अंड	brood
योगा	yoga
पोखर	vũng
बछड़ा	ngưu
बछड़ा	bê
बैकस्ट्रीट	backstreet
डियर	hon
डियर	cưng
टिकटें	vé
कूल्हों	hông
कूल्हों	hips
क्यूबन	cuba
होरेस	horace
निजामाबाद	nizamabad
सोनिक	sonic
मेनार्ड	maynard
ग्लाइसेमिक	glycemic
शेरोन	sharon
चग़ताई	chagatai
इस्फ़हान	isfahan
अविनाशी	indestructible
डॉर्टमुंड	dortmund
फतेहगढ़	fatehgarh
गूदा	pulp
रीस	reis
ब्लैंचेट	blanchett
पारो	paro
बेनिंगटन	bennington
टैरो	tarot
अट्ठारह	eighteen
ऐल्प्स	alps
ऐल्प्स	anpơ
मग्न	lầy
बीट्स	hê
बीट्स	sọc
आसियान	asean
वाटरलू	waterloo
चोक	tàn
ओक्लाहोमा	oklahoma
पीपीपी	ppp
लागोस	lagos
चुटकी	chụm
चुटकी	véo
फलियाँ	legumes
होरस	horus
एनरिक	enrique
लॉय	loy
घोटालों	scandals
शकुन	điềm
एसयूवी	suv
स्पार्क्स	sparks
कॉटेज	cottage
कॉटेज	cottages
जूँ	rận
लियू	liu
लियू	lưu
लियू	lêu
लियू	leu
मीनारों	minaret
रीव्स	reeves
बापा	bapa
यूपीएस	ups
नून	noon
नून	trưa
नडाल	nada
नडाल	nadal
अफगानी	afghani
रस्किन	raskin
राज्यो	kỳ
कांटा	nĩa
देशद्रोह	phản
केंसिंग्टन	kensington
लक्ज़री	luxury
प्रोडक्शन्स	production
प्रोडक्शन्स	productions
फिटकरी	alum
फिटकरी	phèn
रोबी	robbie
डैश	dash
डिक्सन	dixon
झुकना	gầy
झुकना	nghiêng
शिकस्त	đảnh
शिकस्त	bại
ब्रोकोली	cải
ब्रोकोली	broccoli
हंसा	hansa
स्कूटर	scooter
रुपरेखा	contour
लूथरन	lutheran
ब्रुकलीन	brooklyn
शय्या	bed
शय्या	giường
हॉकिंग	hawking
रामसर	ramsar
समरकंद	samarkand
ड्यूपॉन्ट	dupont
कन्धों	vai
कोषों	repositories
ताहिर	tahir
रॉबी	robby
आरपार	across
होनोलूलू	honolulu
इसाबेल	isabel
रौशन	mãnh
बाम	balm
कॉलेजिएट	collegiate
ज़ेन	zane
ज़ेन	zen
अलबम	album
यूनिसिस	unisys
इम्तियाज़	imtiaz
बाइंडिंग	binding
मांटेसरी	montessori
डॉनर	donner
पत्नियां	vợ
इलियास	ilyas
इलियास	elijah
चांस	hội
समरसता	harmony
इरावती	irrawaddy
मदरसे	madrasa
छूत	tig
साइकेडेलिक	psychedelic
हर्ले	hurley
मट्ठा	whey
फतेहाबाद	fatehabad
गद्दाफी	gaddafi
सामन्त	baron
आचमन	mega
मोलिब्डेनम	molypden
अध्यक्षों	loa
टो	tâ
टो	toe
कंघी	lược
कंघी	comb
पोस्टिंग	đăng
कॉकटेल	cocktail
तुरही	trumpet
तुरही	trompet
तुरही	kèn
पंचकुला	panchkula
फिना	fina
प्यासा	khát
अमेथिस्ट	amethyst
प्रेयसी	mistress
ब्रॉक	brock
रॉक्स	đá
दिली	dili
अख़्तर	akhtar
मोंटी	monty
इरित्रिया	eritrea
पेंस	xu
राउरकेला	raurkela
पार्ले	parle
कोमोरोस	comoros
घोंघे	ốc
घोंघे	snails
हाड़ा	hada
इटारसी	itarsi
इस्माईल	ismail
गिजेला	giselle
धोया	giặt
माओवादियों	maoist
प्रभाववाद	impressionism
स्टेला	stella
ओसीआर	ocr
मैकडोनाल्ड	mcdonald
मैकडोनाल्ड	mcdonalds
पुतला	effigy
पुतला	mannequin
होवे	howe
ग्रीम	greim
उपयोगितावाद	utilitarianism
गर्लफ्रेंड	girlfriend
गर्लफ्रेंड	bồ
थापर	thapar
बॉयज	boyz
इंडोर	indoor
संगीन	mộ
संगीन	mồ
रिटायर्ड	hưu
सिलीगुड़ी	siliguri
वोडाफ़ोन	vodafone
टकराते	va
गुलाटी	gulati
स्माइल	smile
स्माइल	cười
इलियड	iliad
हुकुम	bích
स्टाम्प	giậm
बहुरूपता	polymorphism
गजनी	ghazni
मुर्गियों	hens
मुर्गियों	gà
देवदूत	angel
फ्रेज़र	fraser
नीनो	nino
लॉरिन	lauryn
पछतावा	anger
पिल्ला	puppy
व्यस्तता	hẹn
गोल्फ़	golf
गोल्फ़	gôn
पंपों	bơm
लेटी	letty
ट्रूमैन	truman
हूपर	hooper
ग्नू	gnu
पलंग	bed
पलंग	giường
रक्तपात	ll
राष्टीय	gạt
कूलिज	coolidge
ओएसआई	osi
कैलिपर	caliper
पुनर्मूल्यांकन	reassessment
इटालिया	italia
लोइस	lois
फारूक	farooq
कुंडा	kaunda
उदारतावाद	liberalism
लंच	trưa
मैली	malley
प्लूटार्क	plutarch
सर्फिंग	lướt
चाही	wanted
केंटकी	kentucky
बटर	bơ
हेनान	henan
शोगुन	shogun
बाघा	bagha
सीगल	mòng
जामुनी	purple
जामुनी	tím
एनडीए	nda
क्लॉस	claus
जलगांव	jalgaon
टेरेंस	terence
रैफ्टर	rafter
ख़ोतान	hotan
ब्रिटैनिका	encyclopædia
चुय	chuy
लोरेन	lorraine
लोरेन	loren
रीगा	riga
प्यूर्टो	puerto
घनघोर	harvey
हाफ़	nửa
पांडा	panda
पांडा	trúc
बुढ़ापा	aging
हेवन	haven
क्रिंग	kring
गोविंदा	govinda
ममी	mami
अल्लामा	allama
अर्जी	nhận
होई	hoi
ड्वेन	dwayne
जीनोमिक्स	genomics
एडवोकेट	advocate
लेव	lev
गपशप	gossip
गपशप	chát
गपशप	chat
स्वास्थ्यवर्धक	healthy
ओले	ole
विकराल	macabre
फर्थ	firth
सोप	xà
छुट्टियाँ	vacations
सेल्यूलर	cellular
क्यूशू	kyushu
प्लाटा	plata
टोगो	togo
दादू	dadu
मूव	dời
मूव	chuyển
लालित्य	elegance
कॉर्क	cork
ताऊ	tau
ताऊ	chú
ताऊ	bác
दमदार	mạnh
दमदार	strong
होलीरूड	holyrood
तुर्कमेन	turkmen
अमानत	amanat
गौड	gaud
लोडिंग	nạp
लोडिंग	tải
धर्मात्मा	conscientious
रूथ	ruth
टहनी	thơm
हेंड्रिक्स	hendrix
उड़ता	ruồi
उड़ता	muỗi
सेबेस्टियन	sebastian
ड्रे	dre
फ्रेंको	franco
तैरना	bơi
तैरना	bơi
गोमेज़	gomez
गोमेज़	gómez
