modelleket	modelos
utálom	os
utálom	o
utálom	a
kapcsolatfelvétel	contacto
kapcsolatfelvétel	coñecidos
kapcsolatfelvétel	en
kapcsolatfelvétel	con
kapcsolatfelvétel	podo
kapcsolatfelvétel	contactar
twelve	doce
pingvinek	pingüíns
kinevezés	promoción
kinevezés	ascenso
kinevezés	cita
töltsd	cubrir
töltsd	encher
teremtmények	criaturas
tárgyalási	negociación
mánia	manía
bűneit	pecados
bűneit	agarimosa
bűneit	pecado
nyuszi	coello
füvet	herba
foglalkoztatás	traballo
suli	instituto
suli	escola
suli	colexio
fúzió	fusión
fúzió	reactor
felfedte	revelou
irigy	ciumento
irigy	celosa
hinduk	os
hinduk	hindús
részegen	bébedo
részegen	emborrachar
részegen	bébeda
részegen	un
részegen	bébedos
részegen	emborracheime
koponyát	cranio
felmérést	enquisa
nyilvántartási	rexistro
nyilvántartási	tarxeta
dixie	dixie
tudata	consciencia
tudata	a
tudata	conciencia
tudata	da
határérték	límite
szemüveget	lentes
szemüveget	gafas
szemüveget	vasos
szemüveget	as
kifogott	atrapado
kifogott	colleran
terjesztés	distribución
terjesztés	de
szignifikáns	significativas
szignifikáns	significativa
szignifikáns	significativo
szignifikáns	máis
szignifikáns	importante
lefoglalt	de
jelszót	contrasinal
garázs	garaxe
precíziós	precisión
teremtmény	criatura
kollekció	de
kollekció	colección
térségek	zonas
térségek	áreas
horgászat	pescar
horgászat	pesca
kifogások	escusas
kifogások	excusas
elégett	queimado
elégett	queimaron
elégett	queimou
elégett	queimados
ujját	dedo
ujját	o
kaufman	kaufman
elfogyasztott	de
kérdezett	pregunteille
kérdezett	preguntou
kérdezett	lle
telefonszám	teléfono
telefonszám	ao
telefonszám	telefonar
terhek	carga
eszméletlen	inconsciente
védjegyek	marcos
okmány	documento
bántani	dano
bántani	mal
bántani	dano
bántani	ferido
kitömött	disecado
apartheid	apartheid
hangulatban	humor
hangulatban	ánimo
sokkoló	impactantes
résztvevőknek	participantes
látogatói	visitantes
életek	vidas
életek	vida
életek	vive
köröm	cravo
meghitt	íntimo
meghitt	íntima
cselekvési	acción
dugó	enchufe
dugó	tráfico
ittas	bébedo
ittas	emborrachar
ittas	bébeda
ittas	un
ittas	bébedos
ittas	emborracheime
testtömeg	peso
testtömeg	importancia
megtiszteltetés	de
megtiszteltetés	honra
megtiszteltetés	honor
megtiszteltetés	honra
megtiszteltetés	señoría
megtiszteltetés	súa
karmok	canteiros
karmok	garras
főzni	cociñar
főzni	cociñeira
főzni	cociñeiro
üvegházhatású	invernadoiro
póker	póquer
póker	ao
póker	de
hulladékok	lixo
hulladékok	residuos
hulladékok	perda
hulladékok	perder
hulladékok	tempo
