historia	historia
tumore	tumoră
tumore	tumoare
tumore	tumorii
tumore	tumoră
tumore	cancerul
tumore	cancer
cliente	clientul
cliente	client
cliente	clientul
cliente	client
biografico	biografice
incisa	gravate
incisa	gravat
rovina	ruină
rovina	ruina
break	break
break	rupe
break	pauza
break	sparge
break	pauză
scade	expiră
scade	expiră
scade	expira
harvard	harvard
bolognese	bolognese
incoronazione	încoronare
incoronazione	încoronarea
affermare	afirme
mantello	cape
mantello	pelerina
mantello	pelerină
mantello	mantie
mantello	manta
mantello	mantle
angoli	colturi
angoli	unghiuri
angoli	unghiurile
edge	marginea
edge	edge
edge	margine
edge	muchie
duchi	dukes
duchi	duce
duchi	ducele
duchi	duke
sospetti	suspecta
sospetti	suspectul
sospetti	suspect
sospetti	suspecți
sospetti	suspicios
sospetti	suspecte
sospetti	suspect
sospetti	suspiciune
sospetti	suspiciunea
sospetti	suspiciuni
sospetti	suspiciuni
sospetti	suspiciunile
sanità	sanatate
sanità	sănătatea
sanità	sănătate
contribuisce	contribuie
contribuisce	contribuie
tributo	tributul
tributo	omagiu
tributo	tribut
approfondimento	aprofundarea
imposta	setată
imposta	stabilește
imposta	set
imposta	setează
imposta	setat
imposta	impozite
imposta	taxa
imposta	tax
imposta	taxă
imposta	impozit
zhang	zhang
estone	estonă
split	împărțit
split	divizat
split	split
split	împarte
control	control
control	controlează
control	controlul
miti	mituri
miti	miturile
tigre	tiger
tigre	tigrul
tigre	tigru
tigre	tigre
portico	veranda
portico	verandă
portico	portico
spiegazioni	explicatie
spiegazioni	explicatia
spiegazioni	explicație
spiegazioni	explicații
spiegazioni	explicatii
hudson	hudson
granata	grenada
granata	grenadă
subsp	subsp
bordeaux	bordeaux
provocando	cauzând
provocando	provocând
biblioteche	biblioteci
biblioteche	bibliotecă
biblioteche	biblioteca
biblioteche	librărie
amiche	prietenii
amiche	prieteni
corolla	corolla
tales	povesti
tales	povești
emiliano	emiliano
piazzale	piazzale
mercurio	mercury
mercurio	mercur
mercurio	mercurul
martirio	martiriu
piattaforme	platformele
piattaforme	platforme
piattaforme	platformă
piattaforme	platforma
fascio	fascicul
fascio	pachet
consisteva	constat
uci	uci
montenegro	muntenegru
montenegro	muntenegrul
aiuti	ajutoare
missionario	misionar
vasco	vasco
damiano	damien
damiano	damian
damiano	damiano
remake	remake
disturbo	tulburare
burton	burton
birmingham	birmingham
fleming	fleming
determinazione	determinarea
determinazione	determinare
font	fonturi
font	font
cfr	cfr
berlina	sedan
cold	frig
cold	reci
cold	rece
creek	pârâu
creek	creek
suddivisioni	subdiviziunile
suddivisioni	desparte
suprema	supreme
suprema	supremă
suprema	suprema
suprema	suprem
marchesi	marchesi
metallica	metallica
metallica	metalic
metallica	metalică
metallica	metalice
tradotta	tradus
tradotta	traduse
ruth	ruth
ruth	rut
dee	dee
scartamento	ecartament
amministrazioni	administrațiile
tip	pont
tip	sfat
tip	vârful
kane	kane
occasionalmente	ocazionale
occasionalmente	ocazional
occasionalmente	ocazional
orléans	orleans
orléans	orléans
complessità	complexitate
complessità	complexitatea
complessità	complexe
complessità	complex
complessità	complexul
complessità	complexă
cliff	cliff
adventure	aventură
adventure	aventura
adventure	aventuri
cum	spermă
rifiutato	respins
rifiutato	respinse
rifiutato	respinsă
rifiutato	refuzată
rifiutato	refuzat
rifiutato	refuzată
rifiutato	refuzate
rifiutato	refuzat
chirurgo	chirurg
chirurgo	chirurgul
celebrazione	sărbătorire
celebrazione	sărbătoare
voluta	dorit
voluta	dorită
voluta	vrut
resistere	rezista
resistere	rezistă
ecuador	ecuador
sainte	sainte
fiandre	flanders
fiandre	flandra
circondata	inconjurat
circondata	înconjurată
circondata	înconjurat
viceré	vicerege
koch	koch
cox	cox
repubblicana	republicani
repubblicana	republican
repubblicana	republicane
repubblicana	republicană
numerazione	numerotare
viterbo	viterbo
montevideo	montevideo
soddisfare	satisface
cantieri	yarzi
toledo	toledo
paulo	paulo
lanciata	lansat
lanciata	lansată
lanciata	lansate
segmento	segmentul
segmento	segment
teodoro	theodore
teodoro	teodor
teodoro	theodor
teodoro	teodoro
ass	ass
ass	fund
ass	cur
chiusi	închise
chiusi	inchis
chiusi	închisă
chiusi	închis
ginocchio	genunchiul
ginocchio	genunchi
guadagnare	câștigă
sullivan	sullivan
consultato	consultate
consultato	consultat
wind	vantul
wind	vânt
wind	vant
wind	wind
wind	vântul
jackie	jackie
turisti	turistii
turisti	turisti
mancini	mancini
duetto	duet
duetto	duete
lara	lara
early	early
early	timpuriu
early	devreme
ellis	ellis
conquistata	cucerită
conquistata	cucerit
consorte	soț
consorte	soțul
consorte	consoarta
chiavi	keys
chiavi	taste
chiavi	cheile
chiavi	chei
chiavi	cheie
chiavi	tasta
chiavi	cheia
difensiva	defensivă
difensiva	defensiv
celle	celulă
celle	celula
celle	celule
celle	celulele
celle	celulelor
celle	celle
parente	rudă
parente	relativ
parente	ruda
parente	relative
parente	relativă
magnetico	magnetic
magnetico	magnetică
magnetico	magnetice
vivi	trăiască
vivi	live
vivi	vie
vivi	viu
contribuendo	contribuind
vandalismo	vandalism
nativo	nativ
nativo	nativă
nativo	nativi
nativo	native
punizione	pedeapsă
punizione	pedeapsa
punizione	detenție
martello	ciocanul
martello	ciocan
martello	hammer
martello	martell
rangers	rangers
rangers	rangeri
rangers	rangerii
kingdom	regat
kingdom	kingdom
kingdom	regatul
atomi	atom
atomi	atomi
atomi	atomii
spa	spa
templi	templele
avvisi	alerte
muoversi	mută
muoversi	misca
muoversi	mutare
pittsburgh	pittsburgh
ein	ein
caserma	barăci
caserma	cazarmă
caserma	cazarma
elicottero	elicopter
elicottero	elicopterul
elicottero	elicopter
escluso	excluzând
escluso	exclus
escluso	excluse
escluso	exclusă
geografico	geografice
geografico	geografic
geografico	geografică
geografico	geografice
geografico	geografic
geografico	geografică
affluente	afluent
offerte	oferte
offerte	ofertele
rain	ploaie
rain	plouă
rain	ploi
rain	rain
montgomery	montgomery
trailer	remorca
trailer	remorcă
trailer	rulotă
trailer	rulota
trailer	trailer
marcelo	marcelo
accento	accent
accento	accentul
cbs	cbs
helsinki	helsinki
mother	mama
mother	mamă
caserta	caserta
progettista	designer
lecco	lecco
mista	amestecate
mista	amestecat
mista	mixt
mista	mixtă
brandon	brandon
medina	medina
islanda	islanda
compositori	compozitori
donazione	donare
donazione	donatie
wikilink	wikilink
sentieri	cărări
sentieri	căi
sentieri	trasee
fiscale	fiscal
fiscale	fiscală
periodico	periodic
periodico	periodică
periodico	periodice
periodico	periodic
periodico	periodice
alleate	aliate
alleate	aliată
alleate	aliat
dawn	dawn
dawn	zorii
dawn	zori
dose	doza
dose	doză
patti	patti
restaurata	restaurat
restaurata	restaurată
restaurata	restabilit
restaurata	restabilită
walsh	walsh
hardcore	hardcore
helena	helena
another	altul
pinacoteca	pinacoteca
gil	gil
ladro	spărgător
ladro	spărgătorul
ladro	hoț
ladro	hot
ladro	hoț
mel	mel
streghe	fermecat
streghe	fermecate
streghe	vrăjitoare
streghe	vrajitoare
streghe	vrăjitoare
streghe	vrajitoare
streghe	vrajitoarele
streghe	vrăjitoarele
alias	alias
alias	aka
alias	pseudonime
equazioni	ecuatie
decisiva	decisiv
decisiva	decisivă
decisiva	decisive
percy	percy
electric	electrice
electric	electric
electric	electrică
falsa	fals
falsa	falsa
falsa	falsă
falsa	false
falsa	fals
falsa	falsă
falsa	fake
sottolineare	subliniez
sottolineare	subliniat
sottolineare	subliniază
superficiale	superficial
superficiale	superficială
superficiale	superficiale
superficiale	superficial
superficiale	superficială
superficiale	superficiale
kill	ucide
kill	kill
kill	omoară
papà	tata
papà	tată
papà	tati
papà	papa
complimenti	felicitări
complimenti	felicitari
complimenti	complimente
complimenti	felicitări
faenza	faenza
sovranità	suveranitatea
sovranità	suveranitate
nucleari	nuclear
nucleari	nucleare
nucleari	nucleara
nucleari	nucleară
presunta	presupusă
presunta	presupusa
presunta	presupus
presunta	presupus
presunta	presupusă
sergej	serghei
sergej	sergei
sergej	serghei
bottiglia	sticlă
bottiglia	sticla
bottiglia	flacon
