עשורים	десетилетия
רומנטית	романтични
רומנטית	романтично
רומנטית	романтична
רומנטית	романтик
רומנטית	романтика
רומנטית	романтичен
תו	забележка
תו	бележка
תו	характер
ברונו	бруно
אדגר	едгар
סידן	калций
סידן	калциев
עוצב	проектирано
עוצב	проектирана
עוצב	проектиран
עוצב	проектирани
סימטריה	симетрия
שפיגל	шпигел
צעירות	млада
צעירות	младо
צעירות	млади
צעירות	йънг
צעירות	млад
זורמים	тече
מושלמת	перфектна
מושלמת	перфектно
מושלמת	перфектен
מושלמת	съвършен
יומני	дневник
יומני	дневника
יומני	дневникът
עמוקים	дълбока
עמוקים	дълбок
עמוקים	дълбоки
עמוקים	дълбоко
ספורטאי	спортист
ספורטאי	атлет
ספורטאי	джок
ספין	завъртане
ספין	въртене
ספין	завърти
כחולה	сини
כחולה	блу
כחולה	синьо
כחולה	син
כחולה	синя
בחשאי	тайно
חדירה	проникването
חדירה	проникване
חדירה	проникване
חדירה	нахлуване
לירי	лирично
שניתנו	дадени
שניתנו	дадена
שניתנו	дадено
שניתנו	постановено
הבוחרים	избиратели
תצלומים	фотографии
גרייס	грейс
ההתחלה	начало
מיושב	населен
מיושב	населена
מיושב	населени
מיושב	уреден
מיושב	населено
מיושב	населен
מיושב	населена
מיושב	населени
מונד	монд
ירוקה	грийн
ירוקה	зелено
ירוקה	зелен
ירוקה	зелена
ירוקה	зелени
נאצי	нацистки
נאצי	нацист
נאצי	нацисти
נאצי	нацистка
קראוס	краус
קראוס	краузе
לחלץ	извличане
לחלץ	екстракт
מאכלים	храни
מסוכנים	опасен
מסוכנים	опасно
מסוכנים	опасна
מסוכנים	опасни
טקסים	ритуалите
טקסים	обреди
טקסים	ритуали
טקסים	обреди
טקסים	ритуали
טקסים	церемонии
ציפי	ципи
עתידי	бъдеще
עתידי	бъдещ
עתידי	бъдещи
עתידי	бъдещето
עתידי	бъдеща
קנט	кент
ימני	правилно
מיג	миг
הרצוי	желани
הרצוי	желан
הרצוי	желана
סלובניה	словения
גרילה	партизански
תם	tam
הסובלים	страдащите
הסובלים	страдащи
להיטים	попадения
להיטים	хитове
להיטים	удря
ברוקלין	бруклин
האשים	обвинена
האשים	обвинени
האשים	обвиняем
האשים	обвинен
שמיעה	слух
שמיעה	изслушването
שמיעה	изслушване
מיגל	мигел
לסקר	ласкер
וויליאם	уилям
יואן	юан
כת	култ
כת	секта
שמיים	скай
שמיים	небе
שמיים	небето
שמיים	небесата
שמיים	небе
שמיים	небеса
וולפגנג	волфганг
נפתחת	отваря
שרמן	шърмън
שרמן	шърман
משולבים	комбинирана
משולבים	комбинирано
משולבים	комбинирани
משולבים	комбиниран
איגור	игор
ראול	раул
ראול	раул
סויוז	союз
מיה	мия
מיה	миа
תסמינים	симптоми
תסמינים	симптомите
נכנע	предадени
נכנע	предадено
נכנע	добив
נכנע	доходност
שחיינים	плувци
החלום	сън
החלום	мечта
קוב	коб
חרושת	фабрика
חרושת	завод
חרושת	фабриката
התבוסה	поражение
התבוסה	победен
תאוצה	ускорението
תאוצה	ускоряване
תאוצה	ускорение
בהתנדבות	доброволни
בהתנדבות	доброволен
בהתנדבות	доброволна
בהתנדבות	доброволно
מפורש	изрично
גולגולת	череп
גולגולת	черепът
גולגולת	череп
גולגולת	черепа
אופיינית	типично
אופיינית	типичен
אופיינית	типична
אופיינית	типични
קניין	купувач
קניין	купувача
מוטל	мотел
הולנדית	холандец
הולנדית	нидерландски
הולנדית	дъч
הולנדית	холандски
מלצר	келнер
מלצר	сервитьор
סוציולוגיה	социология
מנות	порции
מנות	дажби
מנות	дажба
מנות	съдове
מנות	блюда
מנות	ястия
מנות	чинии
מנות	дози
הבעלות	собственост
הבעלות	притежание
קירוב	сближаване
קירוב	киров
פרוסט	пруст
פרוסט	фрост
פטיש	фетиш
פטיש	чук
פטיש	чука
פטיש	хамър
עורק	артерия
עורק	артерията
עורק	артерии
עורק	артериите
אלימה	насилствено
אלימה	насилствена
מעריך	оценявам
מעריך	оцени
משמעותיות	смислен
משמעותיות	смислено
משמעותיות	значителен
משמעותיות	значително
משמעותיות	значителни
משמעותיות	значим
משמעותיות	значителна
מכריז	обявява
מכריז	обяви
מכריז	деклариране
מכריז	обяви
מכריז	декларира
מכריז	обявявайки
מקלדת	клавиатурата
מקלדת	клавиатура
הקוסם	вълшебник
הקוסם	магьосник
בקפריסין	кипър
נטלי	натали
נטלי	натали
מיומנויות	умения
טרנסילבניה	трансилвания
מפתחות	клавиши
מפתחות	ключове
מפתחות	ключовете
צב	костенурката
צב	костенурка
מסוקים	хеликоптери
מסוקים	хеликоптерите
מסוקים	вертолети
מסוקים	хеликоптери
קומנדו	командоси
קומנדו	командос
קומנדו	командоси
טד	тад
טד	тед
סולימאן	сулейман
אליסון	алисън
אליסון	алисън
מודעת	съзнание
מודעת	съзнателно
מודעת	съзнателен
מחויב	обвързан
מחויב	обвързана
מחויב	отдадена
מחויב	извършено
מחויב	извършени
מחויב	обвързан
מחויב	ангажиран
סטארק	старк
לינוקס	linux
בזל	базел
נוצות	перата
נוצות	пера
צמחייה	растителност
מתנות	подаръци
מתנות	подаръците
מתנות	дарове
מתנות	представя
מתנות	подаръци
מתנות	подаръците
מודול	модул
המלצה	препоръчано
המלצה	препоръчана
המלצה	препоръчително
המלצה	препоръчва
המלצה	препоръчани
המלצה	препоръки
המלצה	препоръка
המצאות	изобретенията
המצאות	изобретения
עיצב	проектирано
עיצב	проектирана
עיצב	проектиран
עיצב	проектирани
מילולי	буквално
מילולי	словесни
העיד	свидетелства
מפרק	съвместния
מפרק	джойнт
מפרק	съвместни
מפרק	съвместно
מפרק	съвместна
מפרק	съвместен
לקות	увреждания
לקות	недъг
לקות	увреждане
לקות	инвалидност
בלוטת	жлеза
בלוטת	жлези
נתנאל	натаниел
המגזר	сектора
המגזר	сектор
סון	сън
סון	слънце
קאופמן	кауфман
הנוסע	пътнически
הנוסע	пътник
הנוסע	пътника
רובר	роувър
אצילים	благородници
אצילים	благородници
אצילים	благородниците
סצנות	сцените
סצנות	сцени
הקבינט	кабинет
הקבינט	шкаф
הקבינט	кабинетът
רך	меко
רך	мек
רך	меки
רך	нежна
רך	мека
סטן	стан
סטן	стен
הגבורה	героизъм
לסבול	търпя
לסבול	търпи
נחשים	змиите
נחשים	змии
מסתיימת	приключва
מסתיימת	свършва
מסתיימת	завършва
נאצר	насер
מועמדויות	заявки
מועמדויות	номинации
מועמדויות	кандидатури
ונוס	венера
להקדיש	посвети
רגיש	чувствително
רגיש	чувствителен
רגיש	чувствителни
רגיש	чувствителна
ראס	ръс
ראס	рас
ראס	рус
משמעויות	значения
מדגיש	кичури
מדגיש	подчертава
עליות	възходи
עליות	преси
עליות	опори
בחולון	холон
ריטה	рита
מגיש	водещ
נזירים	монаси
נזירים	монасите
פנימיות	вътрешна
פנימיות	вътрешно
פנימיות	вътрешни
פנימיות	вътрешен
פיצול	разделение
פיצול	раздели
פיצול	разделяй
פיצול	разделяне
פיצול	разделим
פיצול	разделен
פיצול	сплит
פיצול	разделяне
פיצול	разделяне
גייס	вербува
גייס	новобранец
קרוז	круз
קרוז	крус
קרוז	круз
האשמות	твърдения
האשמות	обвинения
לאם	лам
המארחת	домакиня
המארחת	домакинята
משקעים	остатък
משקעים	остатъци
משקעים	валежи
משקעים	утаяване
משוכנע	убедена
משוכנע	убедени
משוכנע	убеден
יהלום	диамант
יהלום	диамантен
יהלום	диаманта
יהלום	даймънд
יהלום	диамантите
יהלום	диаманти
ורן	верн
ורן	върн
ורן	рен
ורן	верн
ורן	върн
מיוצר	произведени
מיוצר	произведена
מיוצר	произведен
מיוצר	произведено
מיוצר	произведени
מיוצר	произведена
מיוצר	произведен
מיוצר	произведено
דורטמונד	дортмунд
מדורג	номинална
כור	реактора
כור	реактор
גמישות	гъвкавост
גמישות	еластичност
קירור	охлаждане
קירור	хладилен
קירור	хладилни
הודי	индианец
הודי	индиец
הודי	индийско
הודי	индийски
הודי	индийска
מלקולם	малкълм
מרוצה	доволна
מרוצה	доволен
מרוצה	доволен
מרוצה	удовлетворен
מרוצה	удовлетворена
מרוצה	доволни
מרוצה	щастлив
מרוצה	щастливи
מרוצה	щастлива
מרוצה	щастливо
מרוצה	хепи
אוסטין	остин
פאי	баница
פאי	пай
משפחתית	фамилна
בריטניקה	британика
פאוול	пауъл
אייזק	исаак
אייזק	айзък
אייזק	исак
עגול	кръгла
עגול	кръгли
עגול	рунд
עגול	кръгло
עגול	кръг
צלעות	ребра
צלעות	ребрата
הליבה	ядро
הליבה	сърцевина
הליבה	ядрото
אהב	обичах
אהב	обичана
אהב	обичаше
אהב	обичан
אהב	хареса
אהב	харесали
אהב	харесал
התגובות	мнение
התגובות	забележки
התגובות	коментари
התגובות	мнения
אראגון	ерагон
אראגון	арагон
טיולים	пътувания
טיולים	екскурзии
טיולים	туризъм
קלרה	клара
קלרה	клара
התמוטטות	разбивка
התמוטטות	срив
התמוטטות	колапс
התמוטטות	срутване
התמוטטות	срив
התמוטטות	разпадане
מלזיה	малайзия
קמפוס	кампос
קמפוס	кампуса
אומן	оман
אומן	занаятчии
אומן	занаятчия
אומן	изпълнител
אומן	художничка
אומן	художник
אומן	артист
אומן	творец
שליטים	управници
שליטים	владетели
שנתית	годишно
שנתית	годишен
שנתית	годишно
שנתית	годишна
מעוז	крепост
מוטה	мота
מוטה	мота
מוטה	наклонена
עליונות	върховенството
עליונות	превъзходство
עליונות	превъзходството
עליונות	превъзходство
סינטרה	синатра
שחיתות	корумпирана
שחיתות	корумпирано
שחיתות	корумпирани
שחיתות	корумпиран
שחיתות	корупция
שחיתות	корупцията
שחיתות	поквара
טרום	пре
טרום	предварително
הומוסקסואלים	хомосексуален
הומוסקסואלים	хомосексуалист
הומוסקסואלים	хомосексуалисти
הומוסקסואלים	хомосексуалистите
קמח	брашно
ידיד	приятелка
ידיד	приятелю
ידיד	приятел
נציב	комисар
לגיטימי	легитимен
לגיטימי	законен
לגיטימי	законна
לגיטימי	законно
לגיטימי	легитимен
לגיטימי	законен
וורד	уорд
נמכרה	продаден
נמכרה	продадена
נמכרה	продадено
נמכרה	продадени
לנטוש	изоставят
הבחין	забелязано
הבחין	забелязан
הבחין	забелязани
הבחין	забелязана
תמרה	тамара
מוסטפא	мустафа
תיאום	координиран
תיאום	координирани
תיאום	координирано
תיאום	координирана
תיאום	координация
תיאום	съгласуване
תיאום	координиране
תיאום	координиране
הוספה	добави
הוספה	добавяне
הוספה	добавя
הוספה	добавете
לונג	дълги
לונג	дълго
לונג	дълъг
לונג	лонг
מטבח	кухня
מטבח	кухня
מטבח	кухнята
נענע	нана
נענע	мента
מעטפת	черупка
מעטפת	обвивка
מעטפת	черупки
מעטפת	шел
מעטפת	плик
הביוגרפיה	биография
הביוגרפיה	биографията
תרזה	тереза
תרזה	тереса
תרזה	тереза
תרזה	тереса
מקרוב	макаров
נועה	ноа
אתלטיקה	атлетика
החלקה	пързаляне
החלקה	изглаждане
ידיעת	знаейки
מוכיח	доказва
מוכיח	доказването
מוכיח	доказване
מוכיח	доказвам
חכמה	умна
חכמה	умно
חכמה	умен
חכמה	мъдра
חכמה	мъдро
חכמה	мъдри
חכמה	мъдър
חכמה	умна
חכמה	интелигентно
חכמה	умно
חכמה	умни
חכמה	умен
חכמה	мъдростта
חכמה	мъдрост
אלפונסו	алфонсо
אלפונסו	алфонс
חתולים	котките
חתולים	котки
פרגוואי	парагвай
תיאודור	теодор
תיאודור	тиодор
נוימן	нойман
ההבנה	реализация
ההבנה	реализиране
ההבנה	осъзнаване
ההבנה	разбирателство
ההבנה	разбиране
מפרט	спецификации
מפרט	спецификации
לוגי	логически
לוגי	логично
זוחלים	влечуго
זוחלים	влечуги
זוחלים	влечуги
טיורינג	тюринг
הגדר	задаване
הגדר	комплект
הגדר	набор
הגדר	настройване
הגדר	ограда
הגדר	огради
הגדר	оградата
הגדר	определят
הפצה	дистрибуция
הפצה	разпределяне
הפצה	разпространение
הפצה	разпределение
הפצה	разпространяване
הפצה	разпространение
מכובד	уважаван
מכובד	уважавани
מכובד	уважавана
מכובד	почтен
מכובד	изтъкнат
מכובד	изтъкнати
מכובד	достойно
כופר	откуп
כופר	неверник
טיילר	тайлър
מאסטר	господар
מאסטר	майстор
אינסופי	безкрайни
אינסופי	безкрайно
אינסופי	безкраен
אינסופי	безкрайна
אלופה	шампион
אלופה	шампион
אלופה	шампиона
אלופה	шампионка
שטרלינג	стърлинг
בט	бет
זבל	боклуци
זבל	боклук
זבל	боклуци
זבל	боклук
זבל	боклуци
זבל	боклук
מתוכננת	планирани
מתוכננת	планирана
מתוכננת	планирано
מתוכננת	планиран
אונייה	кораб
מולי	моли
אללה	аллах
התשלום	заплащане
התשלום	плащане
מפרסם	издател
מפרסם	издателство
השיבה	отговорил
בסתר	тайно
ניקוי	почистване
ניקוי	чистене
ניקוי	пречистване
ניקוי	прочистване
חלומות	сънища
חלומות	мечтите
חלומות	мечти
פסול	дисквалифициран
מחזורי	цикли
אגודות	сдружения
אגודות	асоциации
משוואה	уравнение
משוואה	уравнението
שניידר	шнайдер
שניידר	снайдер
פורטו	порто
פורטו	пуерто
הרך	меко
הרך	мек
הרך	меки
הרך	нежна
הרך	мека
נעצרה	спрян
נעצרה	спряна
נעצרה	спря
נעצרה	арестувани
נעצרה	арестувана
נעצרה	арестуван
מקראית	библейски
הנשמה	душа
הנשמה	соул
הנשמה	душата
הסיעה	фракция
פוטין	путин
סופו	край
מנגנוני	механизмите
מנגנוני	механизми
בנקים	бенкс
בנקים	банките
בנקים	банкс
בנקים	банки
חמד	хамад
תאורטית	теоретично
תאורטית	теоретични
תאורטית	теоретична
תאורטית	теоретично
מתמודדים	претенденти
קתולים	католиците
קתולים	католици
קתולים	католическа
קתולים	католическо
קתולים	католик
קתולים	католици
קתולים	католичка
מוכשר	надарен
מוכשר	надарени
מוכשר	надарена
מוכשר	талантливи
מוכשר	талантлив
מוכשר	талантлива
מצטער	съжалявам
מצטער	сори
עדנה	една
ברט	бърт
ברט	брет
ברט	брет
ברט	бърт
סורי	сирийски
סורי	сури
חומרה	хардуер
אלטרנטיבי	алтернатива
אלטרנטיבי	алтернативно
אלטרנטיבי	алтернативен
אלטרנטיבי	алтернативни
אלטרנטיבי	алтернативна
אלטרנטיבי	алтернативно
אלטרנטיבי	алтернативна
אלטרנטיבי	алтернативен
פסיכולוגית	психологически
פסיכולוגית	психологическа
פסיכולוגית	психологическо
פסיכולוגית	психолог
פסיכולוגית	психологически
גרנד	бона
גרנד	гранд
מפגינים	демонстранти
מפגינים	демонстрантите
מפגינים	демонстранти
מפגינים	протестиращи
מפגינים	протестиращите
מפגינים	демонстранти
מפגינים	протестиращи
השקיעה	сънсет
השקיעה	залез
משלחות	експедиции
קוני	кони
מוזס	моузес
מוזס	моисей
מוזס	мойсей
ענקית	огромен
ענקית	огромно
ענקית	огромна
ענקית	огромни
ענקית	гигантски
ענקית	великан
ענקית	гигант
ענקית	гигантска
פרסמו	публикуван
פרסמו	публикувано
חללים	интервали
חללים	помещения
חללים	пространства
חללים	жертви
חללים	произшествия
ליטאי	литовски
ואט	уат
ואט	ддс
הילה	хила
הילה	аурата
הילה	аура
הילה	хало
הילה	ореол
עוצר	спира
עוצר	спирки
עוצר	спиране
תהילים	псалм
תהילים	псалми
סמינר	семинар
ווסט	запад
ווסט	западно
ווסט	западна
ווסט	западен
ווסט	уест
ללכוד	улавяне
ללכוד	залавяне
ללכוד	улови
ללכוד	залавянето
מטריצה	матрица
מטריצה	матрицата
סרי	шри
סקס	секс
סקס	секса
סקס	сексът
סיר	трева
סיר	гърне
סיר	тенджера
מזכירה	секретар
מזכירה	секретарка
הגלקסיה	галактика
הגלקסיה	галактиката
האחוזה	имение
האחוזה	имението
האצילים	благородници
האצילים	благородниците
צלפים	каперси
צלפים	снайперисти
צלפים	снайперистите
צלפים	снайперисти
אבד	изгубено
אבד	изгубени
אבד	изгубена
אבד	загубен
אבד	загуби
אבד	изгубен
הצהרה	твърдение
הצהרה	изявление
הצהרה	показания
אנדרסן	андерсен
בהריון	бременна
בהריון	бременни
אייאקס	аякс
מיסטר	господине
תביעות	твърди
תביעות	искове
תביעות	твърдения
תביעות	вземания
תביעות	претенции
הארכיבישוף	архиепископ
הארכיבישוף	митрополия
לוחמת	воин
לוחמת	войн
לוחמת	боец
לוחמת	борец
לוחמת	боец
לוחמת	изтребител
אסלאם	ислям
אסלאם	исляма
הלסינקי	хелзинки
פיזיקאים	физиците
פיזיקאים	физици
גיטריסט	китарист
מוגברת	повишена
מוגברת	увеличена
מוגברת	увеличен
מוגברת	повишен
התוקף	нападател
התוקף	нападателят
התוקף	нападателя
סכין	ножът
סכין	нож
כפל	умножение
פיני	фини
פיני	финландски
דרישת	изискване
משולם	платен
משולם	платено
משולם	платена
משולם	платени
פג	пег
חוויה	опитът
חוויה	преживяване
חוויה	опит
חוויה	изживяване
האוס	house
האוס	къща
האוס	къщата
האוס	хаус
סיירות	крайцери
מסתובב	въртене
מסתובב	върти
ריבית	интерес
ריבית	лихви
ריבית	лихва
מלכותי	величествено
מלכותי	величествен
מלכותי	царски
מלכותי	regal
מלכותי	роял
מלכותי	кралско
מלכותי	кралска
מלכותי	royal
מלכותי	кралски
אובייקטים	предмети
אובייקטים	обектите
אובייקטים	обекти
קלאודיוס	клавдий
שואף	вдишва
רשומות	архиви
רשומות	плочи
רשומות	записи
רשומות	регистри
רשומות	вписвания
רשומות	записи
הלוואות	заеми
הלוואות	кредити
פלויד	флойд
רלוונטית	съответна
רלוונטית	съответен
קונה	купувач
קונה	купувача
קונה	купувам
קונה	купува
קונה	купуване
המוקד	изпращане
המוקד	диспечер
הדפדפן	браузър
רחבות	широки
רחבות	широка
מייצרת	произвежда
זכאים	допустимо
זכאים	допустим
זכאים	допустими
זכאים	озаглавен
זכאים	озаглавена
זכאים	озаглавено
חוסייני	хусейни
תנין	алигатор
תנין	крокодил
מותג	бранд
מותג	марката
מותג	марка
שין	шин
התבטא	съчленени
מוקפת	обкръжени
מוקפת	обкръжен
מוקפת	обграден
מוקפת	обградени
מוקפת	заобиколен
ביקורתית	осъдителна
ביקורתית	критичен
ביקורתית	критично
ביקורתית	критична
ביקורתית	критични
נהיגה	шофиране
נהיגה	каране
בקצרה	накратко
סרג	серж
אויבים	врагове
אויבים	враговете
פציעות	контузии
פציעות	наранявания
פלאש	светкавица
פלאש	проблясък
פלאש	флаш
מצויין	отличен
מצויין	отлично
משולבת	интегриран
משולבת	интегрирано
משולבת	интегрирана
משולבת	вграден
משולבת	интегрирани
סגולה	лилава
סגולה	пурпурно
סגולה	лилаво
סגולה	лилав
מלאי	опис
מלאי	инвентаризация
מלאי	акциите
מלאי	наличност
מלחים	моряците
מלחים	моряци
סדנה	работилница
סדנה	работилницата
סדנה	семинар
האגן	хейгън
אלברטו	алберто
שיטתי	системно
שיטתי	систематично
שיטתי	системни
שיטתי	методичен
ליר	лир
לילות	нощувки
לילות	нощи
לילות	нощите
מחזאים	драматурзи
חמישיית	квинтет
בובה	бебе
בובה	мила
בובה	бейби
בובה	скъпа
בובה	кукла
בובה	марионетка
בובה	кукла
מארס	марс
המשלב	интегриране
משנית	вторична
משנית	вторично
משנית	вторични
משנית	вторичен
דיאלוג	диалог
דיאלוג	диалози
דיאלוג	диалог
מודיע	информатор
אינטרס	интерес
אינטרס	лихви
אינטרס	лихва
סייד	страна
סייד	страничен
חריגה	необичайни
חריגה	необикновено
חריגה	необичайна
חריגה	необичайно
חריגה	необичаен
חריגה	изключения
חריגה	изключение
דובי	доби
העשרה	обогатяване
הסף	праг
שריפת	горене
שריפת	гори
שריפת	парене
שריפת	горяща
שריפת	изгаряне
השמדה	унищожение
דאון	долу
דאון	надолу
דאון	зора
דאון	даун
דאון	зори
דאון	доун
דאון	зората
דאון	планер
לינארי	линейни
לינארי	линеен
לינארי	линейна
מזמור	химн
מזמור	псалм
זאוס	зевс
שנפל	паднал
שנפל	паднали
שנפל	паднало
שנפל	паднала
הלורדים	лордовете
הלורדים	лордове
רולינג	ролинг
רולינג	търкаляне
הלר	хелър
קונסטנטינופול	константинопол
מתפתחת	еволюира
הקיסרים	императори
מקבלי	получатели
החוזר	повтаряне
החוזר	повторение
נראתה	видян
נראתה	виждал
נראתה	видяна
נראתה	видяно
טרנס	терънс
טרנס	транс
טרנס	терънс
הכלה	булката
הכלה	булка
אכפת	ума
אכפת	ум
אכפת	грижи
אכפת	грижа
ואלי	долината
ואלי	долина
ואלי	вали
מקסוול	максуел
הקוראן	коран
הקוראן	корана
הקוראן	коранът
אנדרטאות	паметници
סונג	сунг
שתייה	пиене
שתייה	пиеш
שתייה	пия
שתייה	пиенето
שתייה	пие
שתייה	пийте
שתייה	пий
שתייה	питие
שתייה	напитки
שתייה	пие
שתייה	питиета
יארד	ярда
נעליים	обувките
נעליים	обувки
פשעים	престъпления
לודז	лодз
וריאציות	вариации
פלא	чудо
פלא	чудно
