और	そして
भर्ती	募集
भर्ती	リクルート
स्तंभ	カラム
स्तंभ	カラム
कार्यकाल	時間
कार्यकाल	テニュア
नहर	運河
ताल	beat
ताल	ビート
आजादी	freedom
आजादी	自由
बोध	知覚
मलेशिया	マレーシア
अंडे	エッグ
जीवनी	伝記
अधिग्रहण	買収
गुफा	洞窟
साहब	サー
महाकाव्य	叙事詩
महाकाव्य	epic
महाकाव्य	エピック
परिणामों	結果
प्लास्टिक	プラスチック
प्लास्टिक	合成樹脂
प्लास्टिक	ビニール
प्लास्टिक	プラスチック
प्लास्टिक	プラスティック
प्रकरण	エピソード
मानकों	基準
मानकों	規格
ब्रह्मा	ブラフマン
ब्रह्मा	バラモン
वयस्क	成人
वयस्क	大人
ब्लॉक	ブロック
ब्लॉक	ブロック
समुदायों	コミュニティ
प्लेट	プレート
मुसलमान	イスラム教
मुसलमान	ムスリム
मुसलमान	イスラム教
मुसलमान	ムスリム
सम्पादन	編集
भव्य	雄大
प्रचलन	ヴォーグ
समन्वय	連携
समन्वय	調整
समन्वय	コーディネート
स्वीकृति	承諾
स्वीकृति	受入れ
स्वीकृति	承認
स्वीकृति	受付
स्वीकृति	swat
स्वीकृति	スワット
स्वीकृति	承認
स्वीकृति	承認
पटेल	パテル
पीने	飲む
असली	real
असली	本物
असली	リアル
असली	オリジナル
पैसे	お金
पैसे	貨幣
पैसे	マネー
पैसे	金銭
उद्यम	起業
उद्यम	エンタープライズ
उद्यम	企業
शुष्क	辛口
शुष्क	ドライ
शुष्क	乾燥
शुरुआती	初心者
शुरुआती	ビギナー
मेट्रो	地下鉄
मेट्रो	メトロ
नव	nav
गर्मियों	summer
गर्मियों	サマー
प्रकाशक	出版
प्रकाशक	パブリッシャー
प्रकाशक	出版社
स्वीडन	スウェーデン
गाय	カウ
प्रशांत	パシフィック
खाली	空っぽ
खाली	空欄
खाली	ブランク
वर्तनी	つづり
वर्तनी	スペル
वर्तनी	スペリング
वर्तनी	呪文
वर्तनी	スペル
किसानों	農家
प्रतिष्ठा	プレステージ
प्रतिष्ठा	評判
हार्ट	ハート
मुद्दे	問題
चाय	お茶
चाय	紅茶
छत	天井
छत	屋上
छत	屋根
छत	テラス
छत	棚田
छत	屋上
छत	屋根
अनुमानित	推定
गिरफ्तार	逮捕
गिरफ्तार	逮捕
मारा	マーラ
माइक्रोसॉफ्ट	microsoft
आवाज़	vol
आवाज़	音量
आवाज़	ボリューム
आवाज़	体積
आवाज़	ボイス
आवाज़	音声
चाल	トリック
चाल	ムーブ
चाल	移動
चाल	moves
कोलंबिया	コロンビア
कोलंबिया	コロンビア
देशी	ネイティブ
प्रायद्वीप	半島
दुर्गा	ドゥルガー
नक्षत्र	星座
नक्षत्र	星座
मौखिक	口頭
गर्भ	子宮
रहें	滞在
रहें	ステイ
विनिमय	交換
बहस	ディベート
ड्राइव	ドライブ
ड्राइव	ドライブ
कोर	合唱
कोर	コア
कोर	core
कोर	縁石
नियुक्ति	選任
नियुक्ति	任用
नियुक्ति	任命
नियुक्ति	予約
नियुक्ति	雇用
बहती	流れる
विटामिन	ビタミン
विटामिन	ビタミン
खून	血液
खून	ブラッド
उपयोगकर्ताओं	ユーザー
उपयोगकर्ताओं	ユーザ
एड्स	エイズ
बाग	庭園
बर्मा	ビルマ
डच	ダッチ
वंशज	子孫
गठबंधन	アライアンス
उम्मीदवार	候補者
उम्मीदवार	候補者
उम्मीदवार	候補
प्रभावों	印象派
बिलकुल	絶対に
रत्न	ラトナ
रत्न	宝石
ग्रहों	惑星
ग्रहों	惑星
रूपांतरण	変換
रूपांतरण	変換
रूपांतरण	変換
रूपांतरण	変形
भ्रष्टाचार	汚職
मैसूर	マイソール
सलाहकार	勧告
सलाहकार	コンサルタント
सलाहकार	アドバイザー
जनजाति	部族
पठार	台地
पठार	高原
चलचित्र	映画
चलचित्र	ムービー
नोकिया	ノキア
बहुमत	過半数
चमक	磨き
चमक	発光
हिल	ヒル
नैदानिक	診断
अद्भुत	素晴らしい
अद्भुत	凄い
अद्भुत	すごい
अद्भुत	素晴らしい
अद्भुत	ワンダフル
एकत्रित	集める
इकाइयों	単位
इकाइयों	ユニット
तोड़	スマッシュ
खतरे	脅威
खतरे	威嚇
खतरे	脅迫
खतरे	危険
टूर	ツアー
पाल	ポール
पाल	パウル
पाल	船出
पाल	パル
पाल	pal
निर्दिष्ट	特定
निर्दिष्ट	指定された
जोड़े	カップル
निर्माताओं	製造業者
बजट	予算
मौका	チャンス
समर्थक	主人公
समर्थक	サポーター
समर्थक	サポーター
पॉप	ポップ
पॉप	pop
खबर	news
खबर	ニュース
स्कूलों	学校
स्कूलों	流派
मासिक	毎月
मासिक	月間
मासिक	月刊
कणों	粒子
कणों	パーティクル
आलोचकों	評論家
तकनीकों	テクニック
उत्तराधिकारी	相続
उत्तराधिकारी	子孫
श्रीमती	ミセス
श्रीमती	mrs
अवैध	無効
जीवाणु	細菌
जीवाणु	バクテリア
हाँ	はい
राहुल	ラーフル
शिकागो	シカゴ
विकी	wiki
विकी	ウィキ
इंग्लैण्ड	イギリス
गुरू	グル
दौड़	ジョギング
दौड़	人種
दौड़	競走
दौड़	レース
दौड़	競走
दौड़	レース
दौड़	レーシング
जातीय	民族
छाया	シャドウズ
छाया	シェーディング
छाया	シャドー
छाया	シャドウ
छाया	シェイド
छाया	日陰
छाया	シェード
समक्ष	前景
मैरी	メリー
मैरी	メアリ
मैरी	メアリー
तैयारी	準備
तैयारी	調製
तैयारी	仕込み
तैयारी	調合
तैयारी	準備
तैयारी	準備
फाउंडेशन	財団
फाउंडेशन	ファンデーション
फाउंडेशन	ファウンデーション
विक्टोरिया	ビクトリア
विक्टोरिया	ヴィクトリア
सिंचाई	灌漑
पहलू	両側
पहलू	アスペクト
पहलू	側面
रोजगार	雇用
निबंध	随筆
निबंध	エッセイ
पब्लिक	公衆
पब्लिक	公開
पब्लिक	パブリック
बोल	bol
फैल	拡散
फैल	スプレッド
मेले	フェア
शांत	静けさ
शांत	静か
उद्घाटन	発足
सौंदर्य	美容
चीज़	チーズ
प्रोग्रामिंग	プログラミング
प्रिय	dear
प्रिय	ディア
रेड	raid
रेड	赤い
रेड	赤色
रेड	レッド
स्व	セルフ
स्व	自己
सृजन	創造
सृजन	作成
सृजन	創造性
सृजन	創造力
वकील	弁護士
वकील	弁護士
करो	家老
अनाज	穀物
विलियम्स	ウィリアムズ
परिपथ	電卓
परिपथ	計算機
यूनियन	ユニオン
भावनाओं	感情
बच	バッハ
उर्जा	エネルギー
सोसायटी	社会
छोड़ने	ドロップ
छोड़ने	チャーン
यौगिकों	化合物
सेनानी	ファイターズ
सेनानी	ファイター
रणनीति	戦略
रणनीति	戦略
लेन	レーン
लेन	車線
वध	屠殺
बाढ़	洪水
बाढ़	洪水
एक्शन	アクション
अनुच्छेद	段落
अनुच्छेद	段落
आयात	輸入
आधा	半分
आधा	ハーフ
बेल	ベル
बेल	つる
बेल	ベル
सेंट्रल	中央
सेंट्रल	セントラル
मास्टर	マスター
तस्वीर	画像
तस्वीर	写真
पहल	イニシアチブ
परे	ビヨンド
वाहनों	乗り物
वाहनों	車両
सच	トゥルー
सच	true
सच	本当
सच	真実
सच	真理
पाउंड	lbs
पाउंड	パウンド
पाउंड	ポンド
पाउंड	ポンド
इण्डिया	インド
प्राधिकरण	当局
प्राधिकरण	権威
प्राधिकरण	権限
प्राधिकरण	職権
प्राधिकरण	認可
प्राधिकरण	許諾
कीट	昆虫
कीट	昆虫
गाना	歌う
गाना	歌曲
गाना	ソング
धातुओं	金属
अतीत	過去
वेतन	給料
वेतन	俸給
वेतन	給与
वाणिज्य	商業
वाणिज्य	コマース
उन्नति	振興
आखिरी	最終
आखिरी	ラスト
आखिरी	最後
धूम्रपान	喫煙
शिवाजी	シヴァージー
ब्याज	利子
ब्याज	利息
घोड़े	ウマ
घोड़े	ウマ
माला	モルディブ
लेखा	経理
लेखा	会計
दीवारों	グラフィティ
दीवारों	落書き
ऊतक	ティッシュ
रात्रि	ナイト
बेस	ベス
बेस	塩基
बेस	base
बेस	ベース
बेस	バス
बेस	ベース
फलन	機能
फलन	関数
चोटी	pinnacle
सतत	一貫性
सतत	連続
ऊष्मा	ヒート
कारों	カーズ
रेस	人種
रेस	競走
रेस	レース
बृहस्पति	ジュピター
बृहस्पति	木星
प्रोत्साहन	報奨
प्रोत्साहन	インセンティブ
प्रोत्साहन	インセンティブ
प्रोत्साहन	奨励
प्रोत्साहन	激励
टीमों	チーム
मामला	ケース
इंदिरा	インディラ
निष्क्रिय	無効
निष्क्रिय	無効
निष्क्रिय	アイドル
लौह	アイロン
सोनी	sony
सोनी	ソニー
रॉय	ロイ
बनावट	テクスチャー
बनावट	テクスチャ
बनावट	テクスチャー
बनावट	テクスチャ
गायन	歌う
गायन	ボーカル
आवेदन	出願
आवेदन	アプリケーション
आवेदन	アプリケーション
सकल	グロス
कमाई	稼ぐ
कमाई	収益
विश्वविद्यालयों	大学
विश्वविद्यालयों	大学
उठाने	リフティング
उठाने	レイジング
साउथ	サウス
गहन	ディープ
गहन	深い
बाघ	トラ
बाघ	タイガー
टिकट	切符
टिकट	チケット
टिकट	切符
टिकट	チケット
राजशाही	君主制
पैरों	フィート
पैरों	両足
ब्लॉग	ブログ
ब्लॉग	ブログ
सड़कों	道路
उद्देश्यों	起業
जाल	net
जाल	ネット
जाल	メッシュ
मिलान	マッチ
मिलान	一致
मिलान	ミラノ
मिलान	マッチング
मिलान	マッチ
मिलान	一致
प्रावधान	支給
प्रावधान	条項
प्रावधान	条文
प्रावधान	条文
प्रावधान	規定
सदस्यता	会員
सदस्यता	引受け
सदस्यता	購読
रिकार्ड	レコード
रिकार्ड	記録
साझा	共有
साझा	株式
साझा	シェア
स्वतन्त्रता	独立
अधिकृत	認可
सापेक्ष	相対
सापेक्ष	親戚
पड़ी	padi
विफल	失敗
संदेह	疑念
संदेह	疑念
आग्रह	請求
आग्रह	リクエスト
किरण	キラン
कारोबार	営業
कारोबार	事業
कारोबार	ビジネス
रिंग	リング
रिंग	指輪
ऑपरेशन	運行
ऑपरेशन	作戦
ऑपरेशन	運営
ऑपरेशन	操作
ऑपरेशन	オペレーション
आपसी	相互
पवन	wind
छूट	割引
छूट	ディスカウント
छूट	割引
छूट	ディスカウント
छूट	割引き
अमीर	アミール
अमीर	金持ち
अमीर	リッチ
समतल	フラット
समतल	飛行機
बस्ती	タウン
कठिनाई	困難
जड़	root
जड़	ルート
जड़	ルーツ
बौद्धिक	知識人
बोस	ボーズ
निकलता	リブ
स्वर्ग	天国
स्वर्ग	パラダイス
स्वर्ग	楽園
अहमदाबाद	アフマダーバード
प्रोटोकॉल	protocol
प्रोटोकॉल	議定書
प्रोटोकॉल	プロトコル
प्रोटोकॉल	プロトコル
व्यय	支出
व्यय	費用
व्यय	経費
गणतंत्र	共和制
गणतंत्र	共和国
माया	マヤ
तिब्बती	チベット
आत्महत्या	自殺
मतभेद	差異
मतभेद	違い
मतभेद	差分
अतिथि	ゲスト
अतिथि	ゲスト
लें	take
शानदार	ブリリアント
शानदार	絶品
डाक	郵便
डाक	メール
डाक	ポスタル
प्रतिद्वंद्वी	ライバル
प्रतिद्वंद्वी	相手
प्रतिद्वंद्वी	相手方
मनु	マヌ
संयोग	偶然
तरंग	リップル
तरंग	波動
तरंग	ウェーブ
अंतराल	間隔
अंतराल	音程
अंतराल	インターバル
अंतराल	区間
अंतराल	hiatus
पेटेंट	特許
क्रिस	クリス
परिचित	おなじみ
परिचित	知り合い
परिचित	知人
परिचित	知り合い
परिचित	知人
इंडोनेशिया	インドネシア
विश्वसनीय	信頼
अब्दुल	アブドゥル
तत्काल	直ちに
तत्काल	インスタント
तत्काल	瞬間
तत्काल	即時
तत्काल	緊急
चित्रकला	絵画
पहलुओं	側面
गेट	ゲート
चैंपियनशिप	チャンピオンシップ
चैंपियनशिप	選手権
बाबू	ダディ
लक्ष्मण	ラクスマン
पैदल	歩道
पैदल	ペダル
संतान	子孫
जर्नल	ジャーナル
जर्नल	日記
भाप	スチーム
भाप	蒸気
बेस्ट	最高
बेस्ट	ベスト
बेस्ट	best
गलती	エラー
गलती	間違い
भ्रूण	胎児
भंग	溶かす
भंग	溶ける
चेक	小切手
ब्राजील	ブラジル
ब्राजील	brics
राग	メロディ
राग	メロディー
राग	ラーガ
सम्प्रदाय	セクト
ख्याति	名声
वैध	有効
संकल्प	解像度
जूनियर	ジュニア
बादशाह	king
बादशाह	国王
बादशाह	キング
रचनात्मक	クリエイティブ
मुखपृष्ठ	自宅
मुखपृष्ठ	ホーム
मुखपृष्ठ	帰宅
ट्रस्ट	トラスト
ट्रस्ट	trust
ट्रस्ट	信頼
प्रस्तुति	プレゼン
प्रस्तुति	プレゼンテーション
उपर	top
उपर	上部
उपर	トップ
धरोहर	遺産
भूल	忘却
अद्वितीय	ユニーク
अद्वितीय	独特
खतरनाक	危険
त्यौहार	フェスティバル
त्यौहार	祭事
त्यौहार	祭り
त्यौहार	お祭り
त्यौहार	祭事
त्यौहार	祭り
परिमाण	等級
परिमाण	パラメータ
परिमाण	パラメーター
देखना	時計
देखना	腕時計
ख़ास	スペシャル
माँग	需要
माँग	催告
महारानी	女王
महारानी	クイーン
निरीक्षण	検査
निरीक्षण	検問
जिम्मेदारी	責任
जिम्मेदारी	責務
रंगमंच	演劇
रंगमंच	劇場
त्रुटि	エラー
त्रुटि	エラー
ऊँची	ハイ
ऊँची	高い
ज्यामिति	ジオメトリ
ज्यामिति	図形
आराम	慰め
आराम	リラックス
आराम	安静
आराम	休む
रवि	スーダン
रवि	太陽
रवि	sun
रवि	スーリヤ
रवि	同窓会
रवि	再会
तलाश	シーク
बेटा	ベータ
बेटा	息子
क्रिस्टल	crystal
क्रिस्टल	結晶
क्रिस्टल	クリスタル
प्रसन्न	陽気
प्रसन्न	ハッピー
प्रसन्न	幸せ
सार	抽象
पड़ोसी	隣人
पड़ोसी	近所
पड़ोसी	隣人
पड़ोसी	近所
भ्रम	混同
भ्रम	混乱
भ्रम	幻想
भ्रम	イリュージョン
भ्रम	錯覚
राजनेता	政治家
राजनेता	政治家
गोल्ड	gold
गोल्ड	ゴールド
भिन्नता	差異
भिन्नता	違い
भिन्नता	差分
रविवार	日曜日
सारणी	テーブル
नाभिकीय	原子力
अपवाद	例外
अपवाद	例外
लिखना	執筆
लिखना	書き込み
लिखना	筆記
लिखना	タイピング
पाप	シン
पाप	sin
गले	ハグ
स्वचालित	自動
स्वचालित	オート
स्वचालित	自動
स्वचालित	オートマチック
खेत	農場
खेत	ファーム
नागपुर	ナーグプル
अपील	アピール
अपील	抗告
अपील	上告
दर्शक	ビューア
दर्शक	観客
दर्शक	オーディエンス
इनपुट	入力
पार्वती	パールヴァティー
क्लास	階級
क्लास	クラス
लीला	レイラ
मंगोल	モンゴル
शुभ	良い
शुभ	グッド
बैटरी	電池
बैटरी	バッテリー
बैटरी	バッテリ
बैटरी	電池
कहानियाँ	記事
कहानियाँ	ストーリー
पुष्प	お花
पुष्प	flower
पुष्प	フラワー
सुविधाएं	施設
सुविधाएं	設備
अक्षांश	緯度
मियामी	マイアミ
सम्पर्क	コンタクト
दृश्यों	シーン
दृश्यों	場面
कार्यवाही	審理
आतंकवाद	テロリズム
आतंकवाद	テロ
परिस्थिति	状況
परिस्थिति	シチュエーション
परिस्थिति	状況
लोकतंत्र	民主主義
उपलब्धि	功績
उपलब्धि	事績
उपलब्धि	達成
उपलब्धि	実績
कुश्ती	レスリング
क्लिक	クリック
क्लिक	クリック
लेबल	ラベル
लेबल	ラベル
अकाल	飢饉
फैशन	ファッション
पैलेस	宮殿
नीला	青い
नीला	ブルー
नीला	青色
पोर्ट	港湾
पोर्ट	ポート
पोर्ट	ポート
विधेयक	ビル
स्टील	スチール
स्टील	鋼鉄
यूनान	ギリシャ
थोड़े	あまり
ऑस्टिन	オースチン
एकड़	エーカー
एकड़	エーカー
सेकंड	番目
सेकंड	セカンド
अवयव	コンポーネント
अवयव	要素
अवयव	元素
अवयव	エレメント
आलेख	記事
आलेख	冠詞
आलेख	記事
आलेख	冠詞
आलेख	グラフ
फ्लोरिडा	フロリダ
नली	ホース
पूर्वोत्तर	北東
साक्ष्य	証拠
कहाँ	どこ
आवरण	封筒
आवरण	表紙
आवरण	被覆
आवरण	カバー
आवरण	cover
निकला	派生
आंकड़े	統計
आंकड़े	統計
आंकड़े	フィギュア
उपदेश	説教
उपदेश	説教
उपदेश	説教
एकीकरण	統合
एकीकरण	インテグレーション
एकीकरण	統合
फोटो	フォト
फोटो	写真
चोरी	盗難
चोरी	窃盗
चोरी	窃盗
चोरी	盗む
सिंहासन	玉座
आचरण	行動
आचरण	挙動
क्लोराइड	塩素
हरी	グリーン
हरी	緑色
शरण	避難
परिकल्पना	仮説
बयान	ステートメント
बयान	声明
विनाश	破壊
एजेंट	エージェント
एजेंट	代理人
बेल्जियम	ベルギー
वितरित	分散
श्रेणियाँ	ギルド
श्रेणियाँ	カテゴリー
श्रेणियाँ	カテゴリ
श्रेणियाँ	分類
शाब्दिक	リテラル
खूब	まあ
आतंकवादी	テロリスト
आतंकवादी	テロリスト
प्रतिबंधित	制限
साथियों	同僚
न्यूटन	ニュートン
पारस्परिक	相互
अद्यतन	アップデート
अद्यतन	更新
अद्यतन	アップデート
अद्यतन	更新
विलुप्त	絶滅
पारिस्थितिकी	エコロジー
पारिस्थितिकी	生態学
पौधा	プラント
पौधा	植物
माई	マイ
संलग्न	添付
संलग्न	取り付ける
होम	自宅
होम	ホーム
होम	帰宅
होम	住宅
सिक्के	硬貨
सिक्के	コイン
ट्यूब	チューブ
अवलोकन	概要
अवलोकन	概観
अवलोकन	傍聴
अवलोकन	観察
अवलोकन	観測
नमूने	標本
नमूने	サンプル
बन्द	オフ
बन्द	閉店
बन्द	閉じる
बन्द	クローズ
कब	いつ
कब	とき
तारीख	デート
तारीख	日付
एकदम	絶対に
खुदाई	掘削
खुदाई	発掘
खुदाई	ディグ
खुदाई	掘る
खुदाई	掘削
फलों	フルーツ
फलों	果実
फलों	果物
वस्तुएँ	アイテム
वस्तुएँ	品物
वस्तुएँ	オブジェクト
हमलों	攻撃
शिकायत	クレーム
शिकायत	苦情
शिकायत	苦情
शिकायत	クレーム
सफाई	清掃
सफाई	クリーニング
सफाई	洗浄
सफाई	清掃
सफाई	掃除
टेलीविज़न	テレビ
टेलीविज़न	テレビ
अन्ना	アナ
अन्ना	アンナ
विन्यास	構成
विन्यास	設定
विन्यास	セッティング
विन्यास	設定
पार्श्व	側面
पार्श्व	サイド
घड़ी	クロック
घड़ी	時計
रोशनी	ライト
रोशनी	軽い
रोशनी	明るい
रोशनी	ライト
आलोचक	評論家
आलोचक	批評家
रखरखाव	メンテナンス
रखरखाव	整備
डीएनए	dna
नाना	ナナ
स्पर्श	タッチ
स्पर्श	touch
स्पर्श	触る
वनों	フォレスト
वनों	森林
वनों	森林
कृतियाँ	傑作
जीते	ウォン
जीते	won
शिल्प	工芸
शिल्प	クラフト
हिन्दुस्तान	ヒンドゥスターン
पीला	イエロー
पीला	黄色
सीधी	まっすぐ
सीधी	ストレート
किलो	キロ
चंद्रमा	ムーン
कोयला	石炭
कोयला	木炭
पादप	プラント
पादप	植物
उपयोगिता	効用
उपयोगिता	ユーティリティー
उपयोगिता	ユーティリティ
उपयोगिता	ユーザビリティ
प्रमेय	定理
मान्य	有効
अनुसूचित	予定
सम्पन्न	終了
हॉलीवुड	ハリウッド
शहीद	殉教
तेज़	速い
तेज़	高速
पीछा	チェイス
अल्प	アルプ
अल्प	alp
अल्प	わずか
पारी	イニング
न्यायिक	司法
फंड	ファンド
निवेदन	リクエスト
निवेदन	請求
निवेदन	リクエスト
ब्रायन	ブライアン
अनुभाग	セクション
अनुभाग	セクション
रंगीन	カラフル
रंगीन	カラフル
अपेक्षित	期待
मूलभूत	デフォルト
मूलभूत	デフォルト
मूलभूत	基本
मूलभूत	ベーシック
मूलभूत	basic
विभागों	学科
अदा	支払う
अदा	支払い
जिम	体育館
जिम	ジム
जिम	ジム
एटा	イータ
अनिल	アニル
नरेन्द्र	ナレンドラ
कहानियां	記事
कहानियां	ストーリー
पहुँचा	アクセス
दोषी	有罪
दोषी	guilty
ज्वर	発熱
क्रिसमस	クリスマス
राहत	レリーフ
राहत	浮き彫り
रखें	キープ
भंडार	ストレージ
गार्डन	庭園
गीतकार	作詞家
कार्टून	カートゥーン
फ़्रांस	フランス
व्यंग्य	風刺
व्यंग्य	パロディ
ठंडा	風邪
ठंडा	コールド
ठंडा	冷たい
ठंडा	寒い
पत्थरों	ストーンズ
इमारतें	建物
इमारतें	建築物
प्रतिपादन	レンダリング
पन्ने	ページ
एपिसोड	エピソード
एपिसोड	エピソード
डोमेन	ドメイン
डोमेन	ドメイン
मैक	mac
मैक	マック
आकलन	予想
मध्यकालीन	中世
पसंदीदा	お気に入り
पसंदीदा	お気に入り
पसंदीदा	お気に入り
अनुयायी	フォロワー
मुकदमा	公判
मुकदमा	トライアル
मुकदमा	審判
मुकदमा	裁判
मुकदमा	スー
मुकदमा	訴訟
मुकदमा	訴え
वियतनाम	ベトナム
तलवार	ランス
उत्पादक	プロデューサー
उत्पादक	製造業者
उत्पादक	メーカー
आयरिश	アイリッシュ
अभिलेख	書庫
अभिलेख	アーカイブ
अभिलेख	アーカイブ
राजकुमारी	王女
राजकुमारी	プリンセス
अनुचित	不公平
अनुचित	不適切
कल	明日
कल	あした
कल	きのう
कल	昨日
इनकार	冒涜
इनकार	拒否
इनकार	否定
नींद	睡眠
नींद	眠る
नींद	スリープ
कार्यान्वयन	実装
कार्यान्वयन	実施
बाँध	ダム
कथानक	シナリオ
बेहतरीन	最高
बेहतरीन	ベスト
बेहतरीन	best
बेहतरीन	優れた
तालिका	テーブル
तालिका	カタログ
वायुमंडल	大気
वायुमंडल	大気圏
वायुमंडल	雰囲気
यथार्थ	real
यथार्थ	本物
यथार्थ	リアル
रहस्य	秘密
रहस्य	ミステリー
रहस्य	秘密
फसलों	農産物
फसलों	作物
वृत्त	サークル
वृत्त	サークル
रुपए	ルピー
रुपए	ルピー
रुपए	inr
मोक्ष	救済
मोक्ष	モクシャ
स्पेस	スペース
स्पेस	空間
नाटकीय	ドラマチック
वाशिंगटन	ワシントン
बर्लिन	ベルリン
रद्द	キャンセル
रद्द	キャンセル
रद्द	破棄
पैटर्न	パターン
पैटर्न	パターン
गोल्डन	ゴールデン
गोल्डन	黄金
खण्ड	セクション
खण्ड	セクション
खण्ड	セグメント
खण्ड	線分
खण्ड	セグメント
पोप	教皇
गरीबी	貧困
सांता	サンタ
लेजर	台帳
संगणक	コンピューター
संगणक	コンピュータ
रूचि	利子
रूचि	利息
रेगिस्तान	デザート
रेगिस्तान	砂漠
रेगिस्तान	砂漠
व्यायाम	運動
व्यायाम	行使
व्यायाम	エクササイズ
भीतरी	内側
भीतरी	インナー
भीतरी	内面
पूर्ववर्ती	前身
सेनाओं	軍隊
इंजीनियर	エンジニア
भंडारण	ストレージ
मुफ्त	フリー
मुफ्त	無料
मुफ्त	自由
तूफान	ストーム
बलि	斬首
वर्णमाला	アルファベット
लम्बा	高い
टर्मिनल	端末
टर्मिनल	ターミナル
दुबई	ドバイ
पावर	権力
पावर	パワー
भूत	お化け
भूत	幽霊
भूत	ゴースト
भूत	ゴースト
चिंतन	瞑想
चिंतन	ムーサ
चिंतन	ミューズ
चिंतन	muse
क्यूबा	キューバ
संश्लेषण	合成
उपासना	崇拝
अनंत	インフィニット
अनंत	無限
अनंत	infinity
अनंत	無限大
बालों	ヘアー
बालों	髪の毛
बालों	ヘア
बालों	毛髪
कुत्ते	イヌ
प्रसंग	テーマ
प्रसंग	テーマ
पेड़ों	樹木
धूप	サンシャイン
धूप	日光
धूप	日差し
धूप	太陽光
धूप	日光
अफ़ग़ानिस्तान	アフガニスタン
कॉमेडी	喜劇
कॉमेडी	コメディ
कॉमेडी	コメディー
अस्वीकार	辞退
अस्वीकार	拒否
अस्वीकार	却下
अस्वीकार	拒否
अस्वीकार	否定
अस्वीकार	拒否
मधुमेह	糖尿病
हॉट	熱い
हॉट	ホット
हॉट	暑い
पाठकों	読者
पाठकों	リーダー
दमन	抑圧
दमन	弾圧
दमन	ダマン
नाइट्रोजन	窒素
मार्गदर्शन	指導
मार्गदर्शन	ガイダンス
समापन	弁済
समापन	清算
कर्तव्य	義務
कर्तव्य	義務
कर्तव्य	職務
नस्ल	品種
केबल	ケーブル
केबल	電線
केबल	ケーブル
सिडनी	シドニー
परिचालन	演算
परिचालन	オペレーション
परिचालन	操作
परिचालन	ステアリング
कश्मीरी	カシミール
स्वप्न	ドリーム
स्वप्न	dream
प्रसिद्धि	名声
अपराधी	有罪
अपराधी	guilty
दुकान	ショップ
नियत	集合
नियत	セット
सर्जरी	手術
सर्जरी	手術
स्वरुप	フォーマット
स्वरुप	書式
भयंकर	恐ろしい
मेयर	町長
मेयर	市長
धमनी	動脈
आर्थर	アーサー
डाउनलोड	ダウンロード
डाउनलोड	ダウンロード
डाउनलोड	ダウンロード
खुदरा	小売
नीदरलैंड	オランダ
प्रशंसकों	ファン
घाव	傷口
स्पोर्ट्स	スポーツ
क्रॉस	十字架
क्रॉस	クロス
क्रॉस	cross
क्रॉस	十字
साप्ताहिक	毎週
साप्ताहिक	週間
साप्ताहिक	週刊
साप्ताहिक	ウィークリー
अनुभूति	気分
अनुभूति	フィーリング
मेजर	少佐
मेजर	メジャー
मेजर	専攻
स्वतः	自動
स्वतः	オート
स्टीव	スティーブ
स्टीव	スティーヴ
थिएटर	劇場
थिएटर	シアター
थिएटर	演劇
थिएटर	演劇
थिएटर	劇場
खपत	消費
चक्कर	めまい
चक्कर	目眩
चक्कर	フラフラ
परिवेश	環境
परिवेश	周辺
परिवेश	アンビエント
सूजन	腫れ
सूजन	炎症
प्रतिरक्षा	免疫
दृढ़	確固たる
रोकथाम	予防
रोकथाम	防止
सदियों	世紀
गुलाब	薔薇
गुलाब	バラ
गुलाब	ローズ
गुलाब	ロゼ
गुलाब	バラ
गुलाब	rose
गुलाब	薔薇
भालू	コアラ
भालू	クマ
दूरदर्शन	テレビ
सोमवार	月曜日
सोमवार	月曜
सोमवार	月曜日
सर्दियों	ウィンタース
गांवों	村落
ऑटो	自動
ऑटो	オート
इलेक्ट्रिक	エレクトリック
इलेक्ट्रिक	電気
शतक	世紀
शतक	センチュリー
हालत	状態
हालत	条件
मक्का	メッカ
मक्का	トウモロコシ
आस्था	信仰
आस्था	信念
आस्था	フェイス
अफगानिस्तान	アフガニスタン
प्रभाग	師団
प्रभाग	ディビジョン
निष्पादन	実行
निष्पादन	パフォーマンス
निष्पादन	性能
निष्पादन	興行
निष्पादन	処刑
निष्पादन	実行
निष्पादन	執行
वाहक	キャリア
स्वदेशी	先住民
अभिक्रिया	反応
अभिक्रिया	リアクション
सुनने	聴聞
सुनने	聴覚
सुनने	聴力
सुनने	審問
भ्रमण	ツアー
भ्रमण	通勤
भ्रमण	オデッセイ
तन्त्र	システム
तन्त्र	ソフトウエア
तन्त्र	ソフトウェア
वक्र	カーブ
वक्र	曲線
वक्र	カーブ
वक्र	曲線
पुरातत्व	考古学
वरुण	海王星
वरुण	ネプチューン
आजाद	フリー
आजाद	無料
आजाद	自由
मेहता	メータ
सांस	ブレス
आयाम	ディメンション
आयाम	次元
आयाम	寸法
आयाम	振幅
आयाम	サイズ
आयाम	寸法
चन्द्रमा	ムーン
जादू	magic
जादू	魔法
जादू	マジック
कोच	コーチ
कोच	コーチ
कोच	コーチング
बंदी	捕虜
बंदी	囚人
ऑक्सफोर्ड	オックスフォード
वाद	訴訟
ऑडियो	音声
ऑडियो	オーディオ
ऑडियो	audio
निधि	資金
निधि	ファンド
पैसा	お金
पैसा	貨幣
