barnard	barnards
alati	rīki
alati	instrumenti
alati	darbarīki
zaštićen	aizsargāta
zaštićen	aizsargāti
zaštićen	aizsargāts
zaštićen	aizsargātas
barokna	baroka
kronološki	hronoloģiskā
mode	fashion
mode	mode
mode	modes
kanadska	kanāda
kanadska	kanādas
lansiranje	nolaišanas
lansiranje	palaist
izjavu	paziņojums
doze	dozas
meek	īsais
mesto	vieta
kvalitetno	kvalitāte
kvalitetno	kvalitātes
organizirane	organizēti
organizirane	organizēta
organizirane	organizēts
mediteranske	vidusjūras
mediteranske	vidusjūra
rundi	kārtas
rundi	kārtās
marsham	marsham
opisa	apraksts
ulicu	iela
fisch	fisch
erich	erihs
romeo	romeo
pojedinac	individuāla
pojedinac	individuālā
pojedinac	individuāli
cox	cox
kontekst	konteksts
kontekst	konteksta
dozvola	licences
dozvola	licence
dozvola	atļauja
dozvola	apliecība
dozvola	licence
dozvola	atļaut
dozvola	atļauja
meksička	meksikas
ovce	aitas
ovce	aitām
ovce	aita
ovce	aitu
vita	vita
blagoslov	svētību
blagoslov	svētība
blagoslov	svētības
nafta	eļļa
nafta	eļļas
nafta	nafta
izgaranje	dedzināšana
izgaranje	sadegšanas
izgaranje	sadedzināšana
robusta	robusta
davanje	dodam
davanje	sniedzot
zvono	zvans
majstori	kapteiņi
majstori	masters
majstori	saimnieki
izgubljena	zaudēti
izgubljena	pazaudēts
izgubljena	zaudēja
izgubljena	pazudis
izgubljena	zaudēts
nož	nazi
nož	nazis
migracije	migrācija
migracije	migrācijas
todd	tods
nintendo	nintendo
promijenjen	mainījies
promijenjen	mainītas
promijenjen	mainīta
promijenjen	mainīts
svjedoci	liecinieki
svjedoci	lieciniekus
komitet	komiteju
komitet	komiteja
dina	dina
lug	mēlītes
tragedije	traģēdijas
tragedije	traģēdija
civilna	civilā
civilna	civiliem
civilna	civilās
bridge	tilts
bridge	tilta
mila	mila
fauna	faunas
sličnost	līdzību
sličnost	līdzība
sličnost	līdzība
dozvole	atļaujas
dozvole	licences
dozvole	atļaujas
programiranje	plānošana
programiranje	plānošanas
programiranje	programmēšanas
poslana	nosūtīta
poslana	nosūtīja
poslana	nosūtīti
poslana	nosūtīts
prizor	skatuves
prizor	skatuve
trbuh	kuņģī
trbuh	kuņģa
trbuh	vēders
jednakost	līdztiesība
jednakost	vienlīdzība
casa	casa
clinton	klintons
orijentacija	orientācijas
orijentacija	orientācija
kupi	nopirkt
kupi	pirkt
zaposlenika	darbinieka
zaposlenika	darbinieks
zaposlenika	nodarbinātie
zaposlenika	darbinieki
gospodari	kapteiņi
gospodari	masters
gospodari	saimnieki
lada	lada
istván	istván
padovi	padujas
uništi	iznīcināt
potrošača	patērētājs
potrošača	patērētāju
potrošača	patērētājam
laser	lāzers
laser	lāzera
zvuči	izklausās
zvuči	skaņas
zvuči	skan
parametar	parametru
parametar	parametrs
parametar	parametri
parametar	raksturlielums
upozorio	brīdināja
zidove	sienas
zidove	sienām
civilni	civilā
civilni	civilās
civilni	civilie
civilni	civilais
civilni	civiliem
radikalne	radikāli
radikalne	radikālas
magnus	magnuss
rektor	rektors
obožavatelji	fani
obožavatelji	faniem
obožavatelji	līdzjutējiem
obožavatelji	ventilatori
maternice	dzemdes
guma	gumija
guma	gumijas
guma	riepas
guma	riepa
guma	riepa
janice	dženisa
snimljeno	filmēja
snimljeno	ierakstīti
snimljeno	reģistrētais
poboljšati	uzlabo
poboljšati	uzlabot
poboljšati	uzlabotu
pakistanu	pakistāna
ograničene	ierobežots
ograničene	limited
ograničene	ierobežota
ograničene	ierobežoti
laži	meli
laži	meliem
laži	melus
laži	melu
tuber	bumbuļi
prijatelju	draugs
vozači	vadītāji
vozači	autovadītāji
vozači	vadītājiem
vozači	šoferi
stvorenja	radījumi
rome	rom
izvući	ekstrakts
izvući	izraksts
izvući	izraksta
elektroda	elektrodu
klinika	klīnikā
klinika	klīnika
zviježđa	zvaigznājus
ultimate	galējais
ultimate	galīgais
plivanje	peldēt
plivanje	peldēties
plivanje	peldēšana
plivanje	peldēšanas
zadovoljiti	apmierināt
psihološki	psiholoģisko
psihološki	psiholoģiskā
psihološki	psiholoģiska
psihološki	psiholoģiski
progon	vajāšana
progon	vajāšanu
progon	vajāšanas
zagrijavanje	sasilšana
zagrijavanje	sasilšanas
topništvo	artilērijas
rgb	rgb
alma	alma
newman	ņūmens
opasan	bīstamas
opasan	bīstams
opasan	bīstama
opasan	bīstamā
opasan	bīstami
istanbulu	stambulas
istanbulu	stambulā
kontinentu	kontinents
muško	vīrietis
muško	vīriešu
muško	tēviņi
muško	vīrieši
norma	norma
norma	norma
norma	norm
prodano	pārdoti
prodano	pārdod
prodano	pārdots
piano	klavieres
gaze	gazā
gaze	gazas
wade	wade
regent	reģenta
escobar	eskobars
nastavnik	pasniedzēja
nastavnik	skolotāju
nastavnik	skolotāja
nastavnik	skolotājs
adresu	adrese
adresu	address
misleći	domāšana
misleći	domāt
hiv	hiv
zore	rītausma
glasove	balsis
glasove	balsis
neda	ned
trave	zāle
trave	zāli
trave	zālīte
opremljeni	aprīkotas
opremljeni	aprīkota
opremljeni	aprīkoti
opremljeni	aprīkots
tenkove	tanku
tenkove	tvertnes
tenkove	tanki
tenkove	cisternas
jaguar	jaguar
zadovoljan	apmierināti
zadovoljan	apmierināta
zadovoljan	apmierināts
zadovoljan	apmierināta
zadovoljan	priecē
hana	hanna
hana	hana
hana	han
hana	hanna
halen	halen
marvin	mārvins
željezni	dzelzs
naglasio	uzsvēra
vraćena	atjaunota
vraćena	atjaunotas
vraćena	atjaunots
upravljati	pārvalda
upravljati	pārvaldīt
arhitekti	arhitektu
zlatan	zlatans
indica	indica
izlaganje	iedarbība
izlaganje	ekspozīcija
izlaganje	iedarbības
osjetila	sajūtām
osjetila	sajūtas
osjetila	jūtama
osjetila	filcs
osjetila	jūtams
cola	koksa
cola	kokss
cola	cola
krede	krīts
matematika	matemātikas
matematika	matemātika
matematika	matemātika
adriana	adriana
sastojak	sastāvdaļu
sastojak	sastāvdaļa
osnivači	dibinātāji
tamna	tumša
tamna	tumši
tamna	tumšs
nošenje	mugurā
annie	annija
mega	mega
triler	thriller
aviv	aviv
sisavci	zīdītājiem
sisavci	zīdītājus
sisavci	zīdītāji
trske	niedres
hitchcock	hičkoks
ira	ira
ekstremno	ārkārtīgi
cetinje	cetiņe
sevilla	sevilla
posjete	apmeklējumi
posjete	vizītes
carevi	imperatori
rtv	rtv
juda	jūda
prognoza	prognoze
prognoza	prognozes
prognoza	prognozē
prognoza	prognoze
korisne	lietderīga
korisne	noderīgs
korisne	noderīgas
korisne	noderīga
korisne	noderīgi
twin	dvīņu
diane	diāna
iskapanja	rakšanas
iskapanja	izrakumiem
guarani	gvaranu
četvrtfinale	ceturtdaļfinālā
slame	salmi
žuto	dzeltens
žuto	dzeltena
žuto	dzeltenas
žuto	dzeltenais
rodrigues	rodrigesa
unutrašnji	iekšējā
unutrašnji	iekšējais
biologije	bioloģija
kancelar	kanclere
neslaganja	domstarpības
neslaganja	nesaskaņas
neslaganja	domstarpības
neslaganja	nesaskaņas
kartica	cilni
kartica	tab
