leslie	leslijs
ettevalmistamine	gatavošanās
ettevalmistamine	sagatavošanās
ettevalmistamine	sagatavošana
spetsiifilised	specifiskas
spetsiifilised	īpašie
steiner	steiner
marius	marius
eksperimentaalne	eksperimentālā
eksperimentaalne	eksperimentāli
eksperimentaalne	eksperimentālās
eksperimentaalne	eksperimentālie
sokid	zeķes
sokid	vecrīga
jupiter	jupiters
earl	grāfs
kahjulik	kaitīgas
kahjulik	kaitīgs
kahjulik	kaitīgu
kahjulik	kaitīgi
kahjulik	kaitīga
kahjulik	kaitīgā
kahjulik	kaitīga
hjalmar	jalmars
allikat	avots
hiline	vēlu
hiline	novēloti
vaidluse	domstarpības
vaidluse	strīdu
vaidluse	strīds
lou	lū
foster	veicinātu
hiroshima	hirosimas
dokumenteeritud	dokumentēti
dokumenteeritud	dokumentētas
dokumenteeritud	dokumentēta
dokumenteeritud	dokumentēts
beiträge	beiträge
toro	toro
üritused	notikumi
üritused	notikumiem
üritused	pasākumi
gemini	gemini
kohtunikud	tiesneši
kohtunikud	tiesnešiem
kohtunikud	tiesnešu
paralleelne	paralēla
paralleelne	paralēli
paralleelne	paralēlas
paralleelne	paralēlā
pauline	polina
alpha	alfa
teraapia	terapija
teraapia	terapijā
teraapia	terapiju
teraapia	terapijai
tiberius	tibērijs
fraas	frāze
jamie	džeimijs
autobiograafia	autobiogrāfija
antropoloogia	antropoloģija
bailey	beilijs
tadžiki	tadžikistānas
sébastien	sebastjēns
iata	iata
machiavelli	makjavelli
sylvia	silvija
vologda	vologdas
kirjeldused	apraksti
kits	kaza
kits	kazas
kits	kazu
tuberkuloos	tuberkuloze
tuberkuloos	tuberkulozes
prunus	prunus
staadium	posms
staadium	stadija
jeltsin	jeļcina
juliana	juliana
proov	izlase
proov	paraugs
proov	mēģinājumu
proov	mēģinājumā
proov	mēģinājums
roosevelt	rūzvelts
lionel	lionels
terminal	termināla
terminal	termināli
terminal	termināļa
väljakutse	challenge
väljakutse	izaicinājums
eisen	eisen
gravitatsiooni	gravitācijas
palace	pils
palace	pilij
palace	palace
bernd	bernd
vall	vall
üleandmine	pārvietošana
üleandmine	nodošana
üleandmine	nodošanas
üleandmine	pārsūtīšana
mia	mia
ace	ake
ace	ace
eritrea	eritrejas
eritrea	eritreju
eritrea	eritrejas
kirjalik	rakstisks
kirjalik	rakstveida
kirjalik	uzrakstīts
kirjalik	rakstiska
gertrud	gertrud
tuhk	pelniem
tuhk	pelni
tuhk	pelnu
tuhk	pelnus
pühapäev	svētdien
pühapäev	svētdienā
pühapäev	svētdienu
pühapäev	sunday
pühapäev	svētdiena
täpsust	precizitāte
täpsust	precizitātes
täpsust	precizitāte
täpsust	precizitāti
fidži	fidži
lääs	rietumu
lääs	rietumos
lääs	rietumi
lääs	west
cola	cola
lämmastik	slāpekli
lämmastik	slāpekļa
lämmastik	slāpeklis
strateegiline	stratēģisks
strateegiline	stratēģiskā
strateegiline	stratēģiska
strateegiline	stratēģiski
strateegiline	stratēģiskais
detektiiv	detektīvs
vastuvõtt	saņemšana
vastuvõtt	pieņemšana
vastuvõtt	uzņemšana
märkused	piezīmes
märkused	piezīmes
märkused	atzīmē
märkused	piezīmes
märkused	komentāri
märkused	apsvērumi
märkused	atsauksmes
liitlane	sabiedrotais
gaz	gaz
magus	saldais
magus	salds
magus	saldā
rongid	vilcieni
rongid	vilcienus
irving	ērvings
rebecca	rebeka
aruanne	ziņot
aruanne	ziņojums
borgia	bordža
liinid	līnijas
liinid	rindas
manustamine	ievadīšana
manustamine	administrācija
vastasid	atbildēja
vastasid	atbildēts
vastasid	atbildēja
eksperiment	izmēģinājums
eksperiment	eksperimentu
eksperiment	eksperiments
eksperiment	eksperimentā
eksperiment	eksperimenta
akustiline	akustiski
akustiline	akustisko
elekter	elektroenerģija
elekter	elektrība
elekter	elektriskais
elekter	elektriskās
elekter	elektriskie
elekter	elektriskā
elekter	elektrisko
varastatud	nozagts
varastatud	nozagta
gibraltari	gibraltārs
pat	pat
sünonüüm	sinonīms
sünonüüm	sinonīmi
amplituud	amplitūda
amplituud	amplitūdas
dominique	dominique
üksikult	individuāli
üksikult	atsevišķi
territoriaalse	teritoriālā
territoriaalse	teritoriālie
territoriaalse	teritoriālais
territoriaalse	teritoriālo
ultra	ultra
positsioonid	pozīcijas
positsioonid	nostājas
bennett	benets
petit	petit
primaarne	primārās
primaarne	primāra
primaarne	primārie
primaarne	primārā
primaarne	primārais
testid	testi
testid	pārbaudes
testid	testus
tsoon	zona
täiuslik	perfekta
täiuslik	ideāli
täiuslik	perfekti
täiuslik	ideāla
täiuslik	perfekts
aserbaidžaan	azerbaidžāna
maxwell	maksvels
tööline	strādājošais
tööline	strādnieks
nähtused	parādības
kasahstan	kazahstāna
churchill	churchill
diplom	diplomu
diplom	diploma
diplom	diploms
mikael	mikaels
dag	dag
kopsu	plaušu
kopsu	plaušas
kopsu	plaušu
aken	logu
aken	logā
aken	logs
aken	loga
hills	pakalni
isabelle	izabella
passiivne	pasīvā
passiivne	pasīvo
passiivne	pasīvi
passiivne	pasīvais
passiivne	pasīva
eno	īno
antonov	antonov
dumas	dumas
meele	prātā
meele	prāta
meele	prātu
meele	prāts
hare	zaķis
ülalpool	virs
ülalpool	augstāk
pre	pre
tõestus	pierādījumu
tõestus	pierādījumi
tõestus	pierādījums
riigipööre	apvērsuma
tor	tpr
kokkupuude	iedarbība
kokkupuude	ekspozīcija
kokkupuude	iedarbības
kasutuselevõtt	izvietošanas
kasutuselevõtt	izvēršana
kasutuselevõtt	izvietošana
stress	stress
baltikumi	baltijā
kahn	kahn
jalakäijate	gājēju
jalakäijate	gājējiem
detaili	detalizēta
detaili	sīki
detaili	detalizēti
hoiak	attieksme
hoiak	poza
spektroskoopia	spektroskopija
karp	kaste
karp	aile
karp	kārba
karp	kastīte
gay	gejs
gay	geju
pausi	pauze
hoidmine	turēšana
hoidmine	saimniecība
hoidmine	turēšana
hoidmine	holding
hoidmine	saimniecības
koostisosa	sastāvdaļa
koostisosa	komponents
koostisosa	sastāvdaļu
koostisosa	sastāvdaļa
tõmbab	zīmē
tõmbab	velk
stern	pakaļgala
tõusev	aug
tõusev	celšanās
tõusev	pieaug
erosiooni	eroziju
erosiooni	erozija
erosiooni	erozijas
merkel	merkel
kuulsus	slavenība
kuulsus	slava
kuulsus	slavas
kuulsus	fame
elise	elisa
kong	kong
duncan	dankans
amour	amour
braun	braun
