oferind	προσφέροντας
sanse	πιθανότητες
sanse	ευκαιρία
sanse	τσανς
sanse	πιθανότητες
guvernele	κυβερνήσεις
confederatia	συνομοσπονδία
confederatia	συνομοσπονδίας
ward	πτέρυγα
ward	γουόρντ
localnicilor	ντόπιους
localnicilor	ντόπιοι
organisme	οργανισμοί
organisme	σώματα
organisme	κορμιά
organisme	πτώματα
consul	ύπατος
consul	πρόξενος
deciziile	αποφάσεις
nevada	νεβάδα
iarba	χορτάρι
iarba	χόρτο
iarba	γρασίδι
iarba	φούντα
iarba	χόρτο
iarba	χορτάρι
iarba	χόρτο
iarba	γρασίδι
iarba	φούντα
iarba	χόρτο
completat	ολοκληρώθηκαν
completat	ολοκληρωθεί
completat	ολοκληρώθηκε
completat	ολοκληρωμένα
comitet	επιτροπή
comitet	επιτροπη
capabila	ικανοί
capabila	ικανές
capabila	ικανός
capabila	ικανό
capabila	ικανή
capabila	ικανοί
capabila	ικανές
capabila	ικανός
capabila	ικανό
capabila	ικανή
masiva	μαζική
saga	σάγκα
natalia	νατάλια
natalia	νατάλια
celtic	κέλτικο
arestarea	σύλληψη
hart	χαρτ
vanzarea	πώληση
bella	μπέλα
bella	bella
bella	μπέλλα
daily	ημερήσια
daily	καθημερινή
daily	καθημερινές
daily	καθημερινά
rit	ιεροτελεστία
chitarist	κιθαρίστας
sociologie	κοινωνιολογία
variabila	μεταβλητό
variabila	μεταβλητή
variabila	μεταβλητό
variabila	μεταβλητή
antrenat	εκπαιδευτεί
antrenat	εκπαιδευμένος
antrenat	εκπαιδευμένη
antrenat	εκπαιδευμένο
antrenat	εκπαιδευμένοι
divine	θεϊκή
divine	θεϊκό
grecesc	ελληνική
grecesc	ελληνικά
grecesc	ελληνίδα
grecesc	ελληνικό
grecesc	ελληνικα
sabia	σπαθί
sabia	ξίφος
proiectarea	σχεδιασμό
proiectarea	σχεδίαση
proiectarea	design
proiectarea	σχέδιο
proiectarea	σχεδιασμός
existent	υπάρχουσες
existent	υπάρχουσα
existent	υφιστάμενη
existent	υπάρχον
existent	υφιστάμενων
existent	υφιστάμενες
instalarea	εγκατάσταση
afectata	επηρεάστηκαν
afectata	επηρεάζεται
afectata	επηρέασε
afectata	επηρεάστηκαν
afectata	επηρεάζεται
afectata	επηρέασε
franci	φράγκα
tropicale	τροπικό
tropicale	τροπικά
tropicale	τροπική
eine	eine
kane	κέιν
puerto	πουέρτο
cheltuielile	δαπάνες
cheltuielile	δαπάνη
cheltuielile	έξοδα
costurile	έξοδα
costurile	κόστος
semnate	υπογεγραμμένο
semnate	υπογεγραμμένη
semnate	υπογραφή
semnate	υπέγραψε
semnate	υπεγράφη
vai	κοιλάδες
opereaza	λειτουργεί
dallas	ντάλλας
dallas	ντάλας
retezat	κομμένο
geometrie	γεωμετρία
notele	βαθμούς
notele	βαθμοί
calde	ζεστή
calde	ζεστό
calde	ζεστός
calde	ζεστά
clienti	πελάτες
clienti	πελάτες
clienti	πελάτες
calul	ίππος
calul	άλογο
abuz	κατάχρηση
abuz	καταχρήσεις
abuz	κακοποίηση
unghi	γωνία
madagascar	μαδαγασκάρης
madagascar	μαδαγασκάρη
relativa	συγγενής
relativa	σχετικός
relativa	σχετική
relativa	σχετικό
interventii	παρεμβάσεις
interventii	παρεμβάσεις
examenul	εξετάσεις
permitand	επιτρέποντας
operatie	επιχειρηση
operatie	εγχείρηση
operatie	λειτουργία
operatie	επιχείρηση
operatie	χειρουργική
operatie	εγχείρηση
operatie	χειρουργείο
voivodina	βοϊβοντίνα
peisajul	τοπίο
copaci	δένδρα
copaci	δέντρα
urs	αρκουδάκι
urs	αρκούδα
urs	αρκούδος
nina	νίνα
stalpi	πυλώνες
stalpi	κολώνες
divortat	χωρισμένος
divortat	χωρισμένη
divortat	χωρισμένοι
divortat	διαζύγιο
divortat	χωρισμένος
divortat	χωρισμένη
divortat	χωρισμένοι
divortat	διαζύγιο
stratul	στρώση
stratul	στιβάδα
stratul	στρώμα
plantele	φυτά
orientala	oriental
rick	rick
rick	ρικ
politist	μπάτσος
politist	αστυνομικός
politist	αστυνομικό
politist	αστυνομικός
politist	μπάτσος
politist	αστυνομικός
politist	αστυνομικό
politist	αστυνομικός
jeremy	τζέρεμυ
jeremy	jeremy
jeremy	τζέρεμι
locuitor	ειδικευόμενος
locuitor	κάτοικος
locuitor	κάτοικο
locuitor	κάτοικος
locuitor	κάτοικο
ueda	ουέντα
cafea	καφέ
cafea	καφε
cafea	καφές
profesional	επαγγελματικό
profesional	επαγγελματική
profesional	επαγγελματίας
profesional	επαγγελματικά
profesional	επαγγελματικά
aziz	αζίζ
weber	γουέμπερ
weber	weber
guvernarea	διακυβέρνηση
ascensiunea	ανάβαση
ascensiunea	ανύψωση
ascensiunea	αναλήψεως
ofiterii	αστυφύλακες
ofiterii	αξιωματικοί
ofiterii	αστυνομικοί
straturi	στρώσεις
straturi	στρώματα
ferma	αγρόκτημα
ferma	farm
ferma	φάρμα
ferma	αγρόκτημα
ferma	farm
ferma	φάρμα
teoretice	θεωρητικές
teoretice	θεωρητικά
teoretice	θεωρητικό
teoretice	θεωρητική
urmate	ακολούθησαν
urmate	ακολούθησε
urmate	ακολουθείται
nacional	nacional
munchen	μονάχου
munchen	μόναχο
urmarirea	εντοπισμός
urmarirea	εντοπισμού
echipaj	πλήρωμα
rachel	rachel
rachel	ρέιτσελ
vecini	γείτονες
vecini	γείτονες
patron	προστάτης
dosarul	φάκελος
dosarul	φάκελο
click	κλικ
iris	iris
iris	ίριδα
iris	άιρις
rama	καρέ
rama	ράμα
rama	καρέ
afganistan	αφγανιστάν
interzise	απαγορεύεται
interzise	απαγορευμένα
interzise	απαγορευμένη
interzise	απαγορευμένο
interzise	απαγορεύονται
interzise	απαγορευμένο
interzise	απαγορευμένη
interzise	απαγορεύεται
miles	μίλια
miles	χιλιόμετρα
miles	μάιλς
sfinte	άγιο
sfinte	ιερό
sfinte	ιερά
tolstoi	τολστόι
impactul	αντίκτυπος
impactul	επίπτωση
impactul	σύγκρουση
impactul	πρόσκρουση
impactul	επιπτώσεις
impactul	απήχηση
impactul	reach
impactul	φτάσει
trentino	trentino
ouest	ouest
abilitatea	ικανότητα
tango	τάνγκο
tango	τανγκό
tango	ταγκό
designer	σχεδιάστρια
designer	σχεδιαστής
designer	σχεδιαστή
southern	νότιο
southern	νότιος
southern	νότια
cultivarea	καλλιέργεια
politicieni	πολιτικούς
politicieni	πολιτικοί
demografice	δημογραφικά
demografice	δημογραφικές
demografice	δημογραφική
demografice	δημογραφικά
inlocui	αντικατάσταση
inlocui	αντικαταστήσει
inlocui	αντικατέστησε
botezat	βαφτιστεί
botezat	βαπτίσθηκε
teoriile	θεωρίες
adeseori	συχνα
adeseori	συχνά
living	ζώντας
orientarea	προσανατολισμός
orientarea	προσανατολισμό
metz	μετς
stefano	στέφανο
modificate	τροποποιημένο
modificate	τροποποιημένα
modificate	τροποποιήθηκε
modificate	τροποποιημένη
modificate	τροποποιημένος
difuzate	διάχυτη
difuzate	διαδίδονται
candidati	υποψήφιες
candidati	υποψηφίων
candidati	υποψήφιοι
candidati	υποψήφιους
candidati	υποψήφιες
candidati	υποψηφίων
candidati	υποψήφιοι
candidati	υποψήφιους
remarcabila	αξιοσημείωτα
remarcabila	αξιοσημείωτο
remarcabila	αξιοσημείωτη
remarcabila	αξιοσημείωτα
remarcabila	αξιοσημείωτο
remarcabila	αξιοσημείωτη
incetarea	περάτωση
incetarea	λήξη
incetarea	τερματισμός
variantele	παραλλαγές
vorbim	μιλήσω
vorbim	μιλήστε
vorbim	μίλα
intarit	ενισχυθεί
intarit	ενισχυμένες
intarit	ενισχυμένη
intarit	ενισχυμένα
intarit	ενισχυμένο
intarit	ενισχυθεί
experimente	πειράματα
divizata	διαιρεμένη
divizata	διχασμένη
divizata	διαιρείται
princeton	πρίνστον
presedintia	προεδρία
navigatie	πλοήγηση
navigatie	πλοήγησης
navigatie	ναυσιπλοΐα
navigatie	πλοήγηση
navigatie	πλοήγησης
navigatie	ναυσιπλοΐα
navigatie	ιστιοπλοΐα
bratul	μπράτσο
bratul	χέρι
bratul	βραχίονα
aurul	χρυσός
aurul	χρυσό
aurul	χρυσο
aurul	χρυσάφι
aurul	χρυσά
litera	επιστολή
litera	γράμμα
litera	γραμμα
participant	συμμετέχοντα
participant	συμμετέχων
australiei	αυστραλία
violent	βίαιοι
violent	βίαιος
violent	βίαιη
violent	βίαια
violent	βίαιο
joyce	τζόις
delle	delle
regiunilor	περιφερειών
regiunilor	περιοχές
regiunilor	περιφέρειες
avantaj	πλεονέκτημα
acceptate	αποδοχή
acceptate	δεκτό
acceptate	αποδεκτή
acceptate	δεκτή
acceptate	δεκτός
genetica	γενετικό
genetica	γενετική
genetica	γενετική
genetica	γενετική
brunswick	brunswick
colegiu	κολλέγιο
colegiu	college
colegiu	κολέγιο
nucleu	πυρήνας
nucleu	πυρήνα
nucleu	πυρήνας
nucleu	πυρήνα
nopti	βράδια
nopti	νύχτες
nopti	βραδιές
nopti	βράδια
nopti	νύχτες
nopti	βραδιές
amiralul	ναύαρχος
konrad	konrad
rezerve	αποθέματα
rezerve	αποθεματικό
rezerve	αποθεματικά
increderea	εμπιστοσύνη
increderea	αυτοπεποίθηση
niger	νίγηρα
redactat	αναθεωρημένο
tiparite	τυπωμένο
tiparite	τυπωμένα
villeneuve	villeneuve
tommy	τόμμυ
tommy	τόμι
tommy	τόμυ
tommy	tommy
proiectata	σχεδιασμένη
proiectata	σχεδιασμένα
proiectata	σχεδιασμένος
proiectata	σχεδιασμένο
proiectata	σχεδιάστηκε
proiectata	προβλεπόμενος
supraveghere	επίβλεψη
supraveghere	επιτήρηση
supraveghere	εποπτεία
supraveghere	παρακολούθηση
supraveghere	επιτήρηση
rap	ραπ
omonima	ομώνυμη
popularitatea	δημοτικότητα
decan	ντιν
decan	ντην
brest	brest
française	française
surorile	αδερφές
surorile	αδελφές
nepot	ανιψιός
nepot	ανηψιός
nepot	εγγονός
nepot	εγγονό
extindere	διεύρυνσης
extindere	διεύρυνση
extindere	επέκταση
extindere	επέκταση
extindere	παράταση
dune	αμμόλοφους
dune	ντουν
fundamental	θεμελιώδη
fundamental	θεμελιώδεις
fundamental	θεμελιωδών
fundamental	θεμελιώδης
fundamental	θεμελιώδες
doamne	θεός
indirect	έμμεσα
indirect	έμμεσες
indirect	έμμεσο
indirect	έμμεση
indirect	έμμεσα
indirect	εμμέσως
pure	καθαρή
pure	αγνή
pure	αγνό
episoadele	επεισόδια
ellen	έλεν
ellen	ellen
floare	άνθος
floare	λουλούδι
murala	τοιχογραφία
miezul	πυρήνας
miezul	πυρήνα
concrete	τσιμέντο
concrete	σκυροδέματος
concrete	σκυρόδεμα
parteneriat	συνεταιρισμός
parteneriat	σύμπραξη
miros	οσμή
miros	όσφρηση
miros	μυρωδιά
mortal	θανατηφόρα
mortal	θανατηφόρος
mortal	θανατηφόρο
mortal	θανάσιμα
manuscrisul	χειρόγραφο
manuscrisul	χειρόγραφα
movila	ανάχωμα
dog	σκύλος
dog	σκυλί
verificare	εξακρίβωση
verificare	επαλήθευση
verificare	ελέγξτε
verificare	επιταγή
verificare	έλεγχος
verificare	check
verificare	τσεκ
dresda	δρέσδη
expresii	φράσεις
expresii	εκφράσεις
confruntat	αντιμέτωποι
corespund	αντιστοιχούν
car	άρμα
mobilier	έπιπλα
mobilier	έπιπλο
fund	ass
fund	κώλο
fund	πισινό
fund	κώλο
emisfera	ημισφαίριο
rai	παράδεισος
rai	παράδεισο
rai	ράι
rai	rai
teritorial	εδαφική
factorii	συντελεστές
factorii	παράγοντες
bucata	κομμάτι
bucata	τεμάχιο
bucata	κομμάτι
bucata	τεμάχιο
ferrari	φεράρι
ferrari	ferrari
suplimentar	πρόσθετη
suplimentar	επιπλέον
suplimentar	πρόσθετες
suplimentar	συμπληρωματικό
suplimentar	έξτρα
suplimentar	extra
brooklyn	μπρούκλιν
brooklyn	μπρούκλυν
oase	κόκκαλα
oase	οστά
oase	κόκαλα
oase	μπόουνς
oase	οστό
oase	κόκαλα
oase	οστά
oase	κόκαλο
oase	κόκκαλο
oak	βελανιδιά
textile	υφαντικές
textile	κλωστοϋφαντουργικά
textile	κλωστοϋφαντουργία
textile	υφάσματα
profesorii	διδάσκοντες
profesorii	δασκάλους
profesorii	δάσκαλοι
profesorii	εκπαιδευτικοί
profesorii	καθηγητές
coordonarea	συντονισμός
coordonarea	συντονισμού
craig	craig
craig	κρεγκ
obiceiul	συνήθεια
obiceiul	συνήθειο
ilustrata	εικονογραφημένα
palace	ανάκτορα
palace	palace
palace	παλάτι
christine	χριστίνα
christine	christine
christine	κριστίν
rain	βροχή
rain	ρέιν
rain	βροχές
depozit	αποθήκη
depozit	αποθήκευση
depozit	αποθήκη
depozit	αποθήκευσης
depozit	κατάθεση
depozit	προκαταβολή
depozit	αποθετήριο
vegas	vegas
vegas	βέγκας
semnificatie	έννοια
semnificatie	νόημα
semnificatie	εννοώντας
semnificatie	σημασία
semnificatie	σημασία
oficiul	γραφείο
traficul	κίνηση
traficul	κυκλοφορία
suspendat	αναστέλλεται
suspendat	ανασταλεί
suspendat	αναστολή
seniori	τελειόφοιτοι
seniori	ανώτερος
perspective	προοπτικές
perspective	προοπτική
perspective	προοπτικές
manhattan	μανχάταν
avansata	προηγμένη
avansata	προχωρημένο
avansata	προχωρημένη
avansata	προηγμένο
combinate	συνδυασμένα
combinate	συνδυασμένες
combinate	συνδυασμένη
combinate	συνδυασμένης
combinate	συνδυασμένο
aplicatie	αίτηση
aplicatie	εφαρμογή
aplicatie	app
aplicatie	εφαρμογή
exprimarea	εκφράζοντας
inconjoara	περιβάλλει
inconjoara	περιβάλλουν
inconjoara	περιβάλλουν
intretinere	συντήρησης
intretinere	συντήρηση
intretinere	διατήρηση
intretinere	συντήρησης
intretinere	συντήρηση
intretinere	διατήρηση
silistra	σιλίστρα
liberale	φιλελεύθερο
liberale	φιλελεύθερη
liberale	φιλελεύθερος
usi	πόρτες
usi	θύρες
usi	πόρτες
usi	θύρες
usi	πόρτες
usi	θύρες
conturi	λογαριασμοί
conturi	λογαριασμούς
izolate	μόνωση
izolate	απομονωμένος
izolate	απομονωμένο
izolate	απομονωμένα
izolate	απομονωμένη
joi	πέμπτη
unice	μοναδική
unice	μοναδικό
unice	μοναδικός
unice	μοναδικοί
exprimata	εκφράζεται
exprimata	εκφρασμένο
exprimata	εξέφρασε
dionisie	διονύσιος
urata	άσχημη
urata	άσχημος
urata	άσχημο
urata	ασχήμια
urata	άσχημη
urata	άσχημος
urata	άσχημο
urata	ασχήμια
vecinatate	γειτονιά
vecinatate	γειτονιά
vecinatate	γειτονία
vizual	οπτικά
vizual	οπτικά
vizual	οπτική
fanii	ανεμιστήρες
fanii	θαυμαστές
fanii	οπαδοί
sensuri	σημασίες
sensuri	νοήματα
prevenirea	πρόληψη
mecanism	μηχανισμός
mecanism	μηχανισμό
extraordinar	έκτακτα
extraordinar	έκτακτη
talie	μέση
distribuite	κοινοποίησε
distribuite	κοινοποιήθηκε
distribuite	διανεμηθεί
distribuite	διανέμεται
distribuite	διανέμονται
amor	amor
ace	άσσος
ace	έις
dracula	δράκουλας
dracula	δράκουλα
bonus	bonus
bonus	μπόνους
justificarea	αιτιολογία
justificarea	αιτιολόγηση
restaurat	αποκαταστάθηκε
restaurat	αποκατασταθεί
restaurat	επαναφορά
tradare	προδοσία
tradare	προδοσία
tradare	προδοσία
tradare	προδοσία
tradare	προδοσία
scrieti	γράψω
scrieti	γράψτε
scrieti	γράψε
scrieti	γράψω
scrieti	γράψτε
scrieti	γράψε
beck	μπεκ
corespondenta	αλληλογραφία
corespondenta	αλληλογραφία
atomica	ατομική
atomica	ατομική
adaptarea	προσαρμογή
adaptarea	προσαρμογή
mann	μαν
mann	mann
rara	σπάνιος
rara	σπάνιο
rara	σπάνια
rara	σπάνιες
rara	σπάνιος
rara	σπάνιο
rara	σπάνια
rara	σπάνιες
comunicat	κοινοποίησε
calda	ζεστή
calda	ζεστό
calda	ζεστός
calda	ζεστά
yves	υβ
cosmic	κοσμικές
cosmic	κοσμικό
cosmic	κοσμική
exilat	εξόριστος
exilat	εξόρισε
iubeste	αγαπά
iubeste	αγάπες
iubeste	αγαπά
iubeste	αγάπες
seminte	σπόρους
seminte	σπέρματα
seminte	σπόροι
seminte	σπόροι
seminte	σπόρων
seminte	σπόρο
seminte	σπόρος
seminte	σπόρους
seminte	σπέρματα
seminte	σπόροι
stanford	στάνφορντ
constitutionale	συνταγματικά
constitutionale	συνταγματικό
constitutionale	συνταγματική
ponta	πόντα
demonstra	αποδείξει
lajos	λάγιο
grecilor	έλληνες
grecilor	ελληνες
profunda	βαθύ
intelectuala	πνευματική
intelectuala	διανοητική
adiacente	δίπλα
bond	δεσμός
bond	μποντ
bond	bond
subsol	υποσέλιδο
subsol	υπόγειο
genereaza	παράγει
ram	ραμ
ram	ram
knight	νάιτ
knight	ιππότης
knight	ιππότη
paine	ψωμί
paine	ψωμί
orientali	ανατολίτες
radacinile	ρίζες
editorul	συντάκτης
editorul	εκδότη
editorul	επεξεργαστής
editorul	εκδότης
heights	ύψη
heights	χάιτς
nikita	νικίτα
aquila	ακουίλα
malcolm	μάλκολμ
malcolm	μάλκομ
trento	trento
gerard	τζεράρντ
instanta	κορτ
ghidul	οδηγό
ghidul	οδηγός
transportat	μεταφέρονται
transportat	μεταφέρθηκαν
salvarea	σωτηρία
salvarea	λύτρωση
salvarea	εξοικονόμηση
salvarea	αποταμίευση
orleans	ορλεάνη
orleans	ορλεάνης
eliminata	εξαλειφθεί
duncan	ντάνκαν
duncan	duncan
legume	λαχανικό
legume	λαχανικά
conflictele	συγκρούσεις
etiopia	αιθιοπία
rex	rex
rex	ρεξ
polul	καλάμι
polul	πόλο
polul	κοντάρι
delhi	δελχί
destinul	πεπρωμένο
destinul	μοίρα
simptome	συμπτώματα
helen	ελένη
helen	ελενη
helen	έλεν
helen	helen
lille	λιλ
baku	μπακού
teoretica	θεωρητικές
teoretica	θεωρητικά
teoretica	θεωρητικό
teoretica	θεωρητική
prestigiu	κύρος
clasificat	απόρρητα
clasificat	απόρρητο
potasiu	κάλιο
avantajul	πλεονέκτημα
periodice	περιοδική
periodice	περιοδικά
periodice	περιοδικές
periodice	περιοδική
armstrong	άρμστρονγκ
telecomunicatii	τηλεπικοινωνιών
telecomunicatii	τηλεπικοινωνίες
telecomunicatii	τηλεπικοινωνία
caucaz	καύκασο
browser	browser
marseille	μασσαλία
aburi	ατμός
aburi	ατμό
aburi	ατμού
nor	σύννεφο
nor	νέφος
cicindela	cicindela
cantoane	καντόνια
geologic	γεωλογική
geologic	γεωλογική
hussein	χουσεΐν
client	πελάτης
client	πελάτη
client	πελάτης
client	πελάτη
giulia	τζούλια
creand	δημιουργώντας
olimpiada	ολυμπιάδα
olimpiada	ολυμπιακοί
olimpiada	ολυμπιακούς
olimpiada	ολυμπιάδα
olimpiada	ολυμπιακοί
olimpiada	ολυμπιακούς
elaborata	περίτεχνο
gregory	γκρέγκορι
gregory	γκρέγκορυ
omega	ωμέγα
inchiderea	κλείσιμο
realizand	συνειδητοποιώντας
fibre	ίνες
fibre	ίνες
fibre	ίνες
fibre	ίνα
fibre	ινών
prescott	πρέσκοτ
reia	βιογραφικό
ritmul	ρυθμός
ritmul	ρυθμό
comisar	επίτροπος
relevante	σχετικές
relevante	σχετική
relevante	σχετικοί
relevante	σχετικό
virus	ιού
virus	ιός
virus	ιό
calciu	ασβέστιο
luptatori	παλαιστές
luptatori	μαχητικά
luptatori	αγωνιστές
luptatori	μαχητές
luptatori	μαχητικά
luptatori	αγωνιστές
luptatori	μαχητές
vizitatori	επισκέπτες
croata	κροατικό
croata	κροατική
croata	κροάτης
aripile	φτερούγες
aripile	φτερά
aripile	πτέρυγες
dor	dor
dor	λαχτάρα
dor	μις
dor	δεσποινίς
devil	διάβολος
savant	επιστήμων
savant	επιστήμονας
savant	επιστήμονα
savant	λόγιος
unsprezece	eleven
unsprezece	ένδεκα
unsprezece	έντεκα
sep	sep
sep	σεπ
bombe	βόμβες
martor	μάρτυς
martor	μάρτυρας
martor	μάρτυρα
fondatori	ιδρυτές
individuala	ατομική
individuala	ατομικό
individuala	μεμονωμένα
individuala	ατομικά
individuala	επιμέρους
cutremurul	σεισμός
cutremurul	σεισμό
impresionat	εντυπωσιασμένος
lothar	lothar
locatia	τόπος
locatia	τοποθεσία
locatia	τόπος
locatia	τοποθεσία
celula	κύτταρο
celula	κελί
celula	κύτταρο
celula	κελί
decisiva	αποφασιστική
decisiva	αποφασιστικός
decisiva	αποφασιστικό
decisiva	καθοριστική
decisiva	καθοριστικό
kazan	καζάν
alexios	αλέξιος
vegetale	λαχανικό
imbracaminte	ενδύματα
imbracaminte	ένδυση
imbracaminte	ρούχα
imbracaminte	ενδύματα
imbracaminte	ένδυση
qui	qui
hoarda	ορδές
hoarda	ορδή
hoarda	ορδές
hoarda	ορδή
explozie	ριπή
explozie	έκρηξη
explozie	έκρηξη
consuma	καταναλώνουν
consuma	καταναλώνουν
gala	γκαλά
gala	γκαλά
haskovo	χάσκοβο
piotr	πιότρ
insarcinata	έγκυος
insarcinata	έγκυος
cristal	κρύσταλ
cristal	κρίσταλ
cristal	κρύσταλλος
cristal	κρύσταλλο
cristal	κρυσταλλική
concurat	διαγωνίστηκαν
pretioase	πολύτιμος
pretioase	πολύτιμο
pretioase	πολύτιμη
pretioase	πολύτιμοι
pretioase	πολύτιμα
referendum	δημοψήφισμα
supusa	υποτακτική
jung	γιουνγκ
jung	τζουνγκ
umor	χιούμορ
umor	χιούμορ
greg	γκρεγκ
greg	γκρέγκ
greg	greg
quebec	κεμπέκ
ravenna	ραβέννα
argumentul	επιχείρημα
interesati	ενδιαφέρεται
interesati	ενδιαφέρομαι
interesati	ενδιαφέρονται
interesati	ενδιαφερόμενα
bundesliga	bundesliga
criminal	κακοποιός
criminal	εγκληματική
criminal	εγκληματίας
criminal	ποινικό
criminal	δολοφόνος
criminal	φονιά
criminal	φονιάς
criminal	δολοφόνος
restaurata	αποκαταστάθηκε
restaurata	αποκατασταθεί
restaurata	επαναφορά
orizont	ορίζοντας
orizont	horizon
orizont	ορίζοντα
triunghi	τρίγωνο
controlate	ελεγχόμενη
controlate	ελέγχεται
controlate	ελεγχόμενο
controlate	ελεγχόμενες
usl	usl
uite	κοίτα
compact	συμπαγής
compact	συμπαγή
compact	συμπαγές
nicola	νικόλα
nicola	νίκολα
pink	ροζ
progresiv	σταδιακά
progresiv	προοδευτικά
progresiv	προοδευτικά
progresiv	προοδευτική
progresiv	προοδευτικό
baltica	βαλτική
baltica	βαλτικής
popoarele	λαών
popoarele	λαοί
bai	τουαλέτες
bai	μπάνια
bai	λουτρά
bai	μπάνια
bai	μπάι
finalizarea	ολοκλήρωση
finalizarea	περάτωση
finalizarea	συμπλήρωση
carbune	κάρβουνο
carbune	άνθρακας
carbune	άνθρακα
carbune	κάρβουνο
carbune	κάρβουνα
carbune	κάρβουνο
carbune	άνθρακας
carbune	άνθρακα
carbune	κάρβουνο
carbune	κάρβουνα
cabinet	ντουλάπι
retinut	διατηρηθεί
retinut	διατηρήθηκαν
retinut	συγκρατημένη
retinut	περιορισμένος
retinut	κρατείται
retinut	κρατείται
valuri	κύματα
andrews	άντριους
andrews	andrews
legislativa	νομοθετικά
legislativa	νομοθετική
legislativa	νομοθετικό
happy	ευτυχής
happy	ευτυχισμένη
happy	χαρούμενος
happy	χαρούμενη
happy	ευτυχισμένος
amenintat	απειλείται
amenintat	απείλησε
amenintat	απειλούνται
amenintat	απειλείται
amenintat	απείλησε
amenintat	απειλούνται
bari	μπάρι
eugène	eugène
separa	χωρίζει
separa	χωριστή
separa	ξεχωριστά
separa	χωριστά
clermont	κλερμόν
descoperire	ανακάλυψη
emily	έμιλυ
emily	έμιλι
emily	emily
esentiala	απαραίτητος
esentiala	ουσιώδης
esentiala	απαραίτητο
esentiala	ουσιώδες
gat	λαιμό
gat	λαιμός
gat	λαιμό
gat	σβέρκο
gat	λαιμός
gat	λαιμό
gat	λαιμός
gat	λαιμό
gat	σβέρκο
gat	λαιμός
foster	φόστερ
amatori	ερασιτέχνες
amatori	ερασιτέχνης
amatori	ερασιτέχνη
amatori	ερασιτεχνικό
amatori	ερασιτεχνική
balet	μπαλέτο
dura	dura
dura	σκληροί
dura	σκληρός
dura	σκληρό
dura	σκληρή
neoficial	ανεπίσημη
neoficial	ανεπίσημα
neoficial	ανεπίσημο
neoficial	ανεπίσημες
neoficial	ανεπίσημα
fondatorii	ιδρυτές
controleaza	έλεγχος
controleaza	ελέγχου
controleaza	ελεγχος
amiral	ναύαρχος
purtate	φορέσει
convocat	συγκληθεί
inaugurarea	εγκαίνια
intelectuale	πνευματική
intelectuale	διανοητική
redir	redir
ulrich	ούλριχ
incalzire	θέρμανση
incalzire	θέρμανσης
incalzire	θέρμανση
incalzire	θέρμανσης
diplomatic	διπλωματική
diplomatic	διπλωματικά
diplomatic	διπλωματικό
afacerea	δουλειές
afacerea	business
regate	βασίλεια
utah	γιούτα
maximum	μέγιστη
maximum	μέγιστος
maximum	μέγιστο
cad	cad
canto	τραγουδάει
canto	τραγουδάμε
canto	τραγούδι
canto	τραγουδώντας
canto	τραγουδούν
bunicii	παππούδες
ceremonie	τελετή
cupe	φλιτζάνια
cupe	κούπες
cupe	κύπελλα
cupe	ποτήρια
porumb	αραβόσιτο
porumb	καλαμπόκι
porumb	αραβοσίτου
porumb	αραβόσιτος
porumb	καλαμποκιού
porumb	καλαμπόκι
porumb	καλαμπόκια
ascensiune	ανάβαση
ascensiune	ανύψωση
ascensiune	αναλήψεως
ascensiune	ανάβαση
edwin	έντουιν
buddha	βούδας
buddha	βούδα
pasionat	παθιασμένο
pasionat	παθιασμένος
pasionat	παθιασμένη
lituaniana	λιθουανική
omar	ομάρ
strand	σκέλος
standardul	στάνταρ
standardul	πρότυπο
standardul	standard
lambert	λάμπερτ
lexikon	lexikon
respinge	απορρίψει
dansul	χορός
agentul	πράκτορας
agentul	πράκτορα
winston	ουίνστον
winston	γουίνστον
hughes	hughes
hughes	χιούζ
hughes	χιουζ
module	συστοιχίες
module	ενότητες
module	πρόσθετα
descendent	κατεβαίνει
descendent	φθίνουσα
descendent	απόγονος
pactul	σύμφωνο
scriind	συγγραφή
scriind	γραφή
scriind	γράψιμο
musulmanii	μουσουλμάνων
musulmanii	μουσουλμάνους
musulmanii	μουσουλμάνοι
leonid	λεονίντ
vaile	κοιλάδες
atingerea	συγκινητικό
atingerea	συγκινητική
pearl	περλ
pearl	μαργαριτάρι
libia	λιβύη
libia	λιβύης
ambasadorul	πρέσβειρα
ambasadorul	πρέσβης
ambasadorul	πρέσβη
ambasadorul	πρεσβευτή
ambasadorul	πρεσβευτής
luptator	μαχητικό
luptator	πυγμάχος
luptator	μαχητής
luptator	αγωνιστής
luptator	παλαιστής
luptator	παλαιστή
luptator	μαχητικό
luptator	πυγμάχος
luptator	μαχητής
luptator	αγωνιστής
minut	λεπτό
masurarea	μέτρησης
masurarea	μέτρηση
masurarea	μετρήσεις
masurarea	μέτρηση
aprovizionare	εφοδιασμού
aprovizionare	εφοδιασμός
litri	λίτρα
litri	λίτρα
calcar	ασβεστόλιθο
jin	jin
jin	τζιν
blu	μπλου
arborele	δέντρο
arborele	δένδρο
arborele	δεντρο
porecla	ψευδώνυμο
porecla	παρατσούκλι
porecla	ψευδώνυμο
porecla	παρατσούκλι
holocaustului	ολοκαύτωμα
oferita	προσφέρθηκαν
oferita	προσφέρεται
oferita	πρόσφερε
oferita	προσφέρθηκε
oferita	προσφέρονται
submarine	υποβρύχια
submarine	υποβρύχια
genetic	γενετικά
genetic	γενετικώς
